VEH_NO,PER_NO,ST_CASE,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
1,1,10083,5,9,16,21,0,23,18,0,0,18
2,1,10083,0,0,0,6,12,16,0,0,9,0
1,1,10084,0,0,0,0,0,0,0,0,0,0
2,1,10084,0,0,0,0,0,0,0,0,0,0
1,1,10085,0,0,0,0,0,0,0,0,0,0
1,1,10086,13,13,13,13,13,13,13,13,13,13
1,1,10087,3,3,3,3,3,3,3,3,3,3
1,1,10088,0,0,0,0,0,0,0,0,0,0
2,1,10088,0,15,0,0,0,0,0,0,0,0
3,1,10088,0,0,0,0,3,0,0,0,0,0
1,1,10089,0,0,0,0,0,0,0,0,0,0
2,1,10089,0,0,0,0,0,0,0,0,0,0
1,1,10090,17,17,17,17,17,17,17,17,17,17
1,1,10091,0,0,0,0,0,0,0,0,0,0
1,1,10092,0,0,0,0,0,0,0,0,0,0
2,1,10092,0,0,0,0,0,0,0,0,0,0
0,1,10093,0,0,0,0,0,0,0,0,0,0
1,1,10093,0,0,0,0,0,0,0,0,0,0
1,1,10094,0,0,0,0,0,0,0,0,0,0
1,1,10095,0,0,0,0,0,0,0,0,0,0
1,1,10096,15,17,23,26,13,2,22,26,18,16
1,1,10097,0,0,0,0,0,0,0,0,0,0
2,1,10097,0,0,0,0,0,15,0,9,0,0
1,1,10098,15,15,15,15,15,15,15,15,15,15
1,1,10099,0,0,0,0,0,0,0,0,0,0
2,1,10099,0,0,0,0,0,0,0,0,0,0
1,1,10100,0,0,0,0,0,0,0,0,0,0
2,1,10100,0,0,0,0,0,0,0,0,0,9
1,1,10101,17,17,17,17,17,17,17,17,17,17
2,1,10101,0,28,0,0,0,0,0,0,16,0
1,1,10102,0,0,0,0,0,0,0,0,0,0
1,1,10103,0,0,0,0,0,0,0,0,0,0
0,1,10104,25,25,25,25,25,25,25,25,25,25
1,1,10104,11,11,11,11,11,11,11,11,11,11
1,1,10105,0,0,0,0,0,0,0,0,0,0
2,1,10105,0,0,0,0,0,0,0,0,0,0
1,1,10106,12,0,0,13,0,0,0,0,0,0
1,1,10107,19,0,9,24,0,9,2,0,10,24
1,1,10108,19,24,23,7,18,18,12,20,14,28
1,1,10109,0,0,0,0,0,0,0,0,0,0
1,1,10110,13,7,17,29,11,33,14,28,17,26
1,1,10111,0,0,0,0,0,0,0,0,0,0
1,1,10112,0,0,0,0,0,0,0,0,0,0
1,1,10113,13,13,13,13,13,13,13,13,13,13
1,1,10114,22,22,22,22,22,22,22,22,22,22
1,1,10115,5,5,5,5,5,5,5,5,5,5
1,1,10116,15,15,15,15,15,15,15,15,15,15
0,1,10117,0,0,0,0,0,0,0,0,0,0
1,1,10117,0,0,0,0,0,0,0,0,0,0
1,1,10118,9,9,9,9,9,9,9,9,9,9
1,1,10119,0,0,0,0,0,0,0,0,0,0
1,1,10120,2,2,2,2,2,2,2,2,2,2
1,1,10121,42,42,42,42,42,42,42,42,42,42
1,1,10122,0,0,0,0,0,0,0,0,0,0
1,1,10123,0,0,0,0,0,0,0,0,0,0
1,1,10124,0,0,0,0,0,0,0,0,0,0
1,1,10125,0,0,0,0,0,0,0,0,0,0
1,1,10126,4,5,0,0,0,0,0,0,0,0
1,1,10127,0,0,0,0,0,0,0,0,0,0
2,1,10127,0,0,0,0,0,0,0,0,0,0
1,1,10128,0,0,0,0,0,0,0,0,0,0
1,1,10129,7,7,7,7,7,7,7,7,7,7
1,1,10130,13,11,5,16,11,11,14,16,29,20
1,1,10131,0,0,0,0,0,0,0,0,0,0
2,1,10131,0,0,0,0,0,0,0,0,0,0
1,1,10132,12,12,12,12,12,12,12,12,12,12
1,1,10133,0,0,0,0,0,0,0,0,0,0
2,1,10133,0,0,0,0,0,0,0,0,0,0
3,1,10133,0,0,0,0,0,8,0,0,0,0
1,1,10134,0,0,0,0,0,0,0,0,0,0
1,1,10135,0,29,15,10,6,24,0,4,0,0
2,1,10135,0,0,0,0,0,0,0,0,0,0
0,1,10136,0,0,0,0,0,0,0,0,0,15
1,1,10136,16,0,6,0,4,0,6,0,0,9
1,1,10137,0,0,0,0,0,0,0,0,0,0
1,1,10138,0,0,0,0,0,0,0,0,0,0
1,1,10139,0,0,0,0,0,0,0,0,0,0
1,1,10140,28,33,13,10,16,0,39,10,39,36
1,1,10141,0,0,0,0,0,0,0,0,0,0
1,1,10142,0,0,0,0,0,0,0,0,0,0
1,1,10143,38,38,38,38,38,38,38,38,38,38
1,1,10144,7,7,7,7,7,7,7,7,7,7
1,1,10145,0,0,0,0,0,0,0,0,0,0
2,1,10145,0,0,0,0,0,0,0,0,0,0
1,1,10146,0,0,0,0,0,0,0,0,0,0
1,1,10147,0,0,0,13,0,0,0,0,0,0
0,1,10148,0,0,0,0,0,21,0,0,0,0
1,1,10148,0,0,0,0,0,0,0,0,0,0
1,1,10149,0,0,0,0,0,0,0,0,0,0
0,1,10150,0,0,0,0,0,0,0,0,0,0
1,1,10150,0,0,0,0,0,0,0,0,0,0
1,1,10151,12,12,12,12,12,12,12,12,12,12
1,1,10152,0,0,0,0,0,0,0,0,0,0
1,1,10153,0,0,0,0,0,0,0,0,0,0
2,1,10153,0,0,0,0,0,0,0,0,0,0
1,1,10154,0,0,0,0,0,0,0,0,0,0
2,1,10154,0,0,0,0,0,4,0,0,0,0
1,1,10155,0,0,0,0,0,0,0,0,0,0
2,1,10155,0,0,0,0,0,0,0,0,0,0
1,1,10156,0,0,0,0,0,0,9,0,21,5
1,1,10157,22,22,22,22,22,22,22,22,22,22
1,1,10158,0,0,0,0,0,0,0,0,0,0
2,1,10158,0,0,0,0,0,0,0,0,0,0
1,1,10159,0,0,0,0,0,0,0,0,0,0
1,1,10160,0,0,0,0,0,0,0,0,0,0
2,1,10160,0,0,0,0,0,0,0,0,0,0
1,1,10161,0,0,0,0,0,0,0,0,0,0
1,1,10162,9,9,9,9,9,9,9,9,9,9
2,1,10162,0,0,0,0,0,0,0,0,0,0
3,1,10162,0,0,0,0,0,0,0,0,0,0
1,1,10163,0,0,0,16,15,0,0,0,0,0
2,1,10163,0,0,0,0,0,0,0,0,0,0
1,1,10164,11,24,26,32,10,7,15,15,33,16
2,1,10164,0,0,0,0,0,0,0,0,0,0
1,1,10165,23,23,23,23,23,23,23,23,23,23
1,1,10166,3,3,3,3,3,3,3,3,3,3
1,1,10167,23,13,12,7,26,15,8,21,11,31
1,1,10168,0,0,0,0,0,0,0,0,0,0
1,1,10169,0,0,0,0,0,0,0,0,0,0
2,1,10169,0,0,0,0,0,0,0,0,0,0
1,1,10170,0,0,0,0,0,0,0,0,0,0
1,1,10171,9,0,0,0,0,11,0,0,0,0
1,1,10172,0,0,0,0,0,0,0,0,0,0
2,1,10172,0,0,0,0,0,0,0,0,0,0
1,1,10173,16,0,8,17,13,7,11,0,0,9
2,1,10173,0,0,0,0,0,0,0,0,0,0
1,1,10174,0,0,0,0,0,0,0,0,0,0
1,1,10175,0,0,0,0,0,0,0,0,0,0
1,1,10176,0,0,0,0,0,0,0,0,0,10
1,1,10177,0,0,0,0,0,0,0,0,0,0
0,1,10178,0,0,0,0,29,11,0,19,0,0
1,1,10178,0,0,0,0,0,0,0,0,0,0
1,1,10179,13,13,13,13,13,13,13,13,13,13
1,1,10180,0,0,0,0,0,0,0,0,0,0
1,1,10181,11,11,11,11,11,11,11,11,11,11
1,1,10182,13,13,13,13,13,13,13,13,13,13
1,1,10183,15,15,15,15,15,15,15,15,15,15
1,1,10184,0,0,0,0,0,0,0,0,0,0
1,1,10185,17,17,17,17,17,17,17,17,17,17
0,1,10186,0,39,0,20,12,0,0,19,30,15
1,1,10186,0,33,0,0,0,0,0,11,0,0
1,1,10187,0,0,8,0,19,0,0,0,20,0
2,1,10187,0,13,0,0,0,0,0,0,0,8
1,1,10188,22,15,23,36,0,30,13,22,28,15
0,1,10189,19,7,23,22,14,24,4,33,0,0
1,1,10189,0,0,0,0,0,0,0,0,0,0
1,1,10190,0,0,0,0,0,0,0,0,0,0
1,1,10191,30,30,30,30,30,30,30,30,30,30
1,1,10192,22,22,22,22,22,22,22,22,22,22
1,1,10193,0,0,0,0,0,0,0,0,0,0
1,1,10194,21,21,21,21,21,21,21,21,21,21
1,1,10195,0,16,0,0,0,0,0,0,0,0
2,1,10195,0,0,0,0,0,0,0,0,0,0
1,1,10196,0,0,0,0,0,0,0,0,0,0
0,1,10197,0,0,0,0,0,0,0,0,0,9
1,1,10197,0,0,0,0,0,0,0,0,0,0
2,1,10197,0,0,0,0,0,0,0,0,0,0
1,1,10198,0,0,0,0,0,0,0,0,0,0
1,1,10199,15,24,8,0,0,16,0,19,0,9
1,1,10200,0,0,0,0,0,0,0,0,0,0
1,1,10201,0,14,0,14,12,28,0,0,23,0
1,1,10202,18,18,18,18,18,18,18,18,18,18
1,1,10203,0,0,0,0,0,0,0,0,0,0
1,1,10204,0,0,0,0,0,0,0,0,0,0
2,1,10204,0,9,0,0,0,0,0,0,11,0
1,1,10205,8,0,12,0,0,0,22,15,0,0
1,1,10206,16,13,28,26,18,31,16,4,21,22
1,1,10207,0,0,0,0,0,0,0,0,0,0
2,1,10207,0,0,0,0,0,0,0,0,0,0
3,1,10207,0,0,0,0,0,0,0,0,0,0
4,1,10207,0,0,0,0,0,0,0,0,0,0
5,1,10207,0,0,0,0,0,0,0,0,0,0
1,1,10208,11,11,11,11,11,11,11,11,11,11
1,1,10209,18,18,18,18,18,18,18,18,18,18
2,1,10209,0,0,0,0,0,0,0,0,0,0
1,1,10210,0,0,0,0,0,0,0,0,0,0
2,1,10210,0,0,0,0,0,0,0,0,0,0
1,1,10211,14,12,0,16,0,0,0,0,0,5
0,1,10212,5,5,5,5,5,5,5,5,5,5
1,1,10212,13,0,10,24,0,7,4,6,0,5
2,1,10212,0,0,0,0,0,0,0,0,0,0
3,1,10212,29,6,6,0,3,0,0,14,0,10
4,1,10212,0,0,0,0,0,0,0,0,0,0
0,1,10213,31,19,10,0,21,28,21,0,0,31
1,1,10213,3,3,3,3,3,3,3,3,3,3
1,1,10214,7,7,7,7,7,7,7,7,7,7
2,1,10214,16,0,0,0,0,0,0,0,0,0
1,1,10215,0,0,0,0,0,0,0,0,0,0
2,1,10215,16,0,0,0,0,0,0,0,0,0
1,1,10216,0,0,0,0,0,0,0,0,0,0
2,1,10216,0,0,0,0,0,0,0,0,0,0
1,1,10217,17,48,17,0,0,12,14,11,0,0
0,1,10218,23,23,23,23,23,23,23,23,23,23
1,1,10218,0,0,0,0,0,0,0,0,0,0
1,1,10219,0,0,0,0,0,0,0,0,0,0
1,1,10220,0,0,0,0,0,0,0,0,0,0
1,1,10221,35,35,35,35,35,35,35,35,35,35
1,1,10222,0,0,0,0,0,0,0,0,0,0
2,1,10222,0,0,0,0,0,0,0,0,0,0
1,1,10223,0,0,0,0,0,0,0,0,0,0
2,1,10223,0,0,0,0,0,0,0,0,0,0
1,1,10224,23,0,20,0,0,0,24,20,0,0
2,1,10224,0,0,0,0,0,0,0,0,0,0
1,1,10225,15,15,15,15,15,15,15,15,15,15
1,1,10226,0,0,10,0,12,0,0,0,23,0
1,1,10227,0,0,0,0,0,0,0,0,0,0
2,1,10227,0,0,0,0,0,0,0,0,0,0
3,1,10227,0,0,0,0,0,0,0,0,0,0
1,1,10228,17,6,10,16,13,0,8,21,8,18
2,1,10228,0,12,0,0,8,0,0,0,0,0
0,1,10229,0,0,0,0,0,0,0,0,0,0
1,1,10229,28,0,8,4,22,0,0,0,0,17
0,1,10230,0,20,26,0,0,4,0,0,37,24
0,2,10230,8,8,8,8,8,8,8,8,8,8
1,1,10230,0,15,0,0,0,0,0,0,0,0
1,1,10231,0,0,0,0,0,0,0,0,0,0
1,1,10232,0,0,0,0,0,0,0,0,0,0
2,1,10232,0,0,0,0,0,0,0,0,0,0
3,1,10232,5,0,0,0,0,0,0,25,0,0
1,1,10233,11,11,12,16,17,34,22,15,24,8
1,1,10234,16,17,23,21,19,27,16,16,38,33
1,1,10235,22,22,22,22,22,22,22,22,22,22
1,1,10236,0,0,0,0,0,0,0,0,0,0
2,1,10236,0,0,0,0,0,0,0,0,0,0
1,1,10237,0,0,0,0,0,0,0,0,0,0
1,1,10238,0,0,0,0,0,0,0,0,0,0
1,1,10239,0,0,0,0,0,0,0,0,0,0
2,1,10239,0,0,0,0,0,0,0,0,0,0
0,1,10240,21,16,17,16,21,26,18,0,21,25
1,1,10240,0,0,0,0,0,0,0,0,0,0
1,1,10241,19,19,19,19,19,19,19,19,19,19
1,1,10242,0,0,0,0,0,0,0,0,0,0
2,1,10242,0,0,0,0,0,0,0,0,0,0
1,1,10243,0,0,0,0,0,0,0,0,0,0
1,1,10244,0,0,0,0,0,0,0,0,0,0
1,1,10245,0,0,0,0,0,0,0,0,0,0
1,1,10246,0,0,0,0,0,0,0,0,0,20
0,1,10247,0,0,0,0,0,0,0,0,0,0
1,1,10247,0,0,0,0,0,0,0,0,0,0
1,1,10248,0,0,0,0,0,0,0,0,0,0
2,1,10248,0,0,0,0,0,0,0,0,0,0
1,1,10249,0,0,0,0,0,0,0,0,0,0
1,1,10250,14,14,14,14,14,14,14,14,14,14
2,1,10250,4,0,0,2,0,0,0,0,0,0
3,1,10250,0,0,0,0,0,0,0,0,0,0
1,1,10251,0,0,0,0,0,0,0,0,0,0
2,1,10251,0,0,0,0,0,0,0,0,0,0
3,1,10251,0,0,0,0,0,0,0,0,0,0
1,1,10252,16,16,16,16,16,16,16,16,16,16
2,1,10252,0,0,0,0,0,0,0,0,0,0
1,1,10253,20,0,0,0,0,0,0,0,0,0
1,1,10254,0,0,0,0,0,0,0,0,0,0
2,1,10254,0,0,0,0,0,0,0,0,0,0
1,1,10255,0,0,0,0,0,0,0,0,0,0
1,1,10256,0,0,0,0,0,0,0,0,0,0
1,1,10257,19,19,19,19,19,19,19,19,19,19
1,1,10258,0,0,0,0,0,0,0,0,0,0
1,1,10259,14,10,0,11,0,10,0,0,0,0
1,1,10260,0,0,0,0,0,0,0,0,0,0
1,1,10261,22,21,20,12,21,0,20,17,12,27
1,1,10262,9,9,9,9,9,9,9,9,9,9
1,1,10263,20,20,20,20,20,20,20,20,20,20
0,1,10264,19,19,19,19,19,19,19,19,19,19
1,1,10264,0,3,0,0,0,0,0,0,0,0
1,1,10265,0,0,0,0,0,0,0,0,0,0
2,1,10265,0,0,0,17,0,0,0,0,0,0
1,1,10266,0,0,0,0,0,0,0,0,0,0
2,1,10266,0,0,0,0,0,0,0,0,16,0
1,1,10267,0,0,0,0,0,0,0,0,0,10
2,1,10267,0,0,0,0,0,0,0,0,0,0
1,1,10268,0,0,0,0,0,0,0,0,0,0
1,1,10269,0,0,0,0,0,0,0,0,0,0
2,1,10269,0,0,0,0,0,0,0,0,0,0
3,1,10269,0,0,0,0,0,0,0,0,0,0
4,1,10269,0,0,0,0,0,0,0,0,0,0
1,1,10270,0,0,0,0,0,0,0,0,0,0
2,1,10270,0,0,0,0,0,0,0,0,0,0
3,1,10270,0,0,0,0,0,0,0,0,0,0
1,1,10271,9,0,0,0,0,0,0,0,0,0
1,1,10272,28,28,28,28,28,28,28,28,28,28
1,1,10273,16,16,16,16,16,16,16,16,16,16
2,1,10273,0,0,0,0,0,0,0,0,0,0
1,1,10274,12,12,12,12,12,12,12,12,12,12
1,1,10275,28,28,28,28,28,28,28,28,28,28
1,1,10276,4,0,14,0,11,16,12,0,10,0
1,1,10277,0,0,0,0,0,0,0,0,0,0
2,1,10277,0,0,0,0,0,0,0,0,0,0
1,1,10278,15,15,15,15,15,15,15,15,15,15
1,1,10279,0,0,0,0,0,0,0,0,0,0
1,1,10280,11,11,11,11,11,11,11,11,11,11
1,1,10281,0,0,0,0,0,0,0,0,0,0
2,1,10281,0,6,0,0,10,0,0,25,0,13
0,1,10282,17,17,17,17,17,17,17,17,17,17
1,1,10282,0,3,0,0,0,0,0,0,0,0
1,1,10283,0,0,0,0,0,0,0,0,0,0
2,1,10283,0,0,0,0,0,0,0,0,0,0
1,1,10284,0,0,0,0,0,0,0,0,0,0
2,1,10284,0,0,0,0,0,0,0,0,14,0
0,1,10285,24,26,12,6,9,12,22,0,0,0
0,2,10285,0,4,15,0,0,0,9,0,0,24
1,1,10285,0,0,0,0,0,0,0,0,0,0
1,1,10286,0,0,0,0,0,0,0,0,0,0
2,1,10286,0,0,0,0,0,0,0,0,0,0
1,1,10287,24,24,24,24,24,24,24,24,24,24
1,1,10288,0,0,0,0,0,0,0,0,0,0
2,1,10288,0,0,0,0,0,0,0,0,0,0
1,1,10289,0,0,0,0,0,0,0,0,11,0
2,1,10289,0,0,0,0,0,0,0,0,0,0
1,1,10290,0,0,0,0,0,0,0,0,0,0
0,1,10291,0,0,0,0,0,0,0,0,0,19
1,1,10291,0,0,0,0,0,0,0,0,0,0
2,1,10291,0,0,0,0,0,0,0,0,0,0
3,1,10291,0,0,0,0,0,0,0,0,0,0
1,1,10292,0,0,0,0,0,0,0,0,0,0
2,1,10292,0,0,0,0,0,4,0,0,0,0
1,1,10293,10,10,10,10,10,10,10,10,10,10
1,1,10294,7,7,7,7,7,7,7,7,7,7
1,1,10295,19,19,19,19,19,19,19,19,19,19
1,1,10296,0,9,0,0,15,0,0,15,0,0
2,1,10296,0,0,0,0,0,0,8,0,0,0
1,1,10297,0,0,0,0,0,0,0,0,0,0
2,1,10297,0,0,0,0,0,0,0,0,0,0
1,1,10298,0,0,0,0,0,0,0,0,0,0
2,1,10298,0,0,0,0,0,0,0,0,0,0
1,1,10299,0,0,0,0,0,0,0,0,0,0
1,1,10300,0,0,0,0,0,0,0,0,0,0
2,1,10300,0,0,0,0,0,0,0,0,0,0
1,1,10301,0,0,0,0,0,0,0,0,0,0
1,1,10302,0,0,0,0,0,0,0,0,0,0
2,1,10302,0,0,0,0,0,0,0,0,0,0
1,1,10303,23,23,23,23,23,23,23,23,23,23
0,1,10304,0,0,0,0,0,0,0,0,0,0
1,1,10304,0,0,0,0,0,0,20,0,6,28
1,1,10305,5,6,0,0,0,0,5,0,0,0
2,1,10305,18,18,18,18,18,18,18,18,18,18
1,1,10306,16,16,16,16,16,16,16,16,16,16
1,1,10307,0,0,0,0,0,0,0,0,0,0
2,1,10307,0,0,0,0,0,0,0,0,0,0
1,1,10308,0,0,0,0,0,0,0,0,0,0
1,1,10309,7,0,0,0,0,0,0,0,0,20
1,1,10310,0,0,0,0,0,0,0,0,0,0
1,1,10311,0,0,0,0,0,0,0,0,0,0
2,1,10311,0,0,0,0,0,0,0,0,0,14
1,1,10312,0,0,0,0,0,0,0,0,0,0
1,1,10313,0,11,0,0,0,0,0,0,5,0
1,1,10314,0,0,0,0,0,0,0,0,0,0
2,1,10314,0,0,0,0,0,0,0,0,11,0
1,1,10315,30,0,8,28,26,0,0,0,0,18
1,1,10316,0,0,0,0,0,0,0,0,0,0
2,1,10316,0,0,0,0,0,0,0,0,0,0
1,1,10317,15,18,19,21,12,10,26,17,17,16
1,1,10318,0,0,0,0,0,0,0,0,0,0
2,1,10318,0,0,0,0,0,0,0,0,0,0
1,1,10319,0,0,0,0,0,0,0,0,0,0
1,1,10320,0,0,0,0,0,0,0,0,0,0
2,1,10320,0,0,0,0,0,0,0,0,0,0
1,1,10321,7,7,7,7,7,7,7,7,7,7
1,1,10322,0,0,0,0,0,0,0,0,0,0
1,1,10323,17,17,17,17,17,17,17,17,17,17
1,1,10324,0,0,0,0,0,0,0,0,0,0
1,1,10325,9,26,23,37,11,0,23,21,24,6
1,1,10326,0,0,0,0,0,0,0,0,0,0
2,1,10326,0,0,0,0,0,0,0,0,0,0
1,1,10327,15,43,6,17,9,23,0,18,21,19
2,1,10327,0,0,0,0,11,0,0,0,12,0
3,1,10327,0,0,0,0,0,0,0,0,0,0
1,1,10328,0,15,0,0,33,0,0,28,28,0
1,1,10329,0,0,0,0,0,0,0,0,0,0
1,1,10330,13,13,13,13,13,13,13,13,13,13
1,1,10331,9,9,9,9,9,9,9,9,9,9
2,1,10331,0,0,7,0,0,0,0,0,0,0
1,1,10332,0,0,0,0,0,0,0,0,0,0
2,1,10332,0,0,0,0,0,0,0,0,0,0
1,1,10333,18,18,18,18,18,18,18,18,18,18
1,1,10334,17,17,17,17,17,17,17,17,17,17
1,1,10335,0,0,0,0,0,0,0,0,0,0
1,1,10336,4,4,4,4,4,4,4,4,4,4
1,1,10337,0,0,0,0,0,0,0,0,0,0
1,1,10338,0,0,0,0,0,0,0,0,0,0
2,1,10338,0,0,0,0,0,19,0,0,0,0
1,1,10339,0,0,0,0,0,0,0,0,0,0
1,1,10340,23,23,23,23,23,23,23,23,23,23
