ST_CASE,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
10152,0,0,0,0,0,0,0,0,0,0
10153,0,0,0,0,0,0,0,0,0,0
10154,0,0,0,0,0,4,0,0,0,0
10155,0,0,0,0,0,0,0,0,0,0
10156,0,0,0,0,0,0,9,0,21,5
10157,22,22,22,22,22,22,22,22,22,22
10158,0,0,0,0,0,0,0,0,0,0
10159,0,0,0,0,0,0,0,0,0,0
10160,0,0,0,0,0,0,0,0,0,0
10161,0,0,0,0,0,0,0,0,0,0
10162,9,9,9,9,9,9,9,9,9,9
10163,0,0,0,16,15,0,0,0,0,0
10164,11,24,26,32,10,7,15,15,33,16
10165,23,23,23,23,23,23,23,23,23,23
10166,3,3,3,3,3,3,3,3,3,3
10167,23,13,12,7,26,15,8,21,11,31
10168,0,0,0,0,0,0,0,0,0,0
10169,0,0,0,0,0,0,0,0,0,0
10170,0,0,0,0,0,0,0,0,0,0
10171,9,0,0,0,0,11,0,0,0,0
10172,0,0,0,0,0,0,0,0,0,0
10173,16,0,8,17,13,7,11,0,0,9
10174,0,0,0,0,0,0,0,0,0,0
10175,0,0,0,0,0,0,0,0,0,0
10176,0,0,0,0,0,0,0,0,0,10
10177,0,0,0,0,0,0,0,0,0,0
10178,0,0,0,0,29,11,0,19,0,0
10179,13,13,13,13,13,13,13,13,13,13
10180,0,0,0,0,0,0,0,0,0,0
10181,11,11,11,11,11,11,11,11,11,11
10182,13,13,13,13,13,13,13,13,13,13
10183,15,15,15,15,15,15,15,15,15,15
10184,0,0,0,0,0,0,0,0,0,0
10185,17,17,17,17,17,17,17,17,17,17
10186,0,39,0,20,12,0,0,19,30,15
10187,0,13,8,0,19,0,0,0,20,8
10188,22,15,23,36,0,30,13,22,28,15
10189,19,7,23,22,14,24,4,33,0,0
10190,0,0,0,0,0,0,0,0,0,0
10191,30,30,30,30,30,30,30,30,30,30
10192,22,22,22,22,22,22,22,22,22,22
10193,0,0,0,0,0,0,0,0,0,0
10194,21,21,21,21,21,21,21,21,21,21
10195,0,16,0,0,0,0,0,0,0,0
10196,0,0,0,0,0,0,0,0,0,0
10197,0,0,0,0,0,0,0,0,0,9
10198,0,0,0,0,0,0,0,0,0,0
10199,15,24,8,0,0,16,0,19,0,9
10200,0,0,0,0,0,0,0,0,0,0
10201,0,14,0,14,12,28,0,0,23,0
10202,18,18,18,18,18,18,18,18,18,18
10203,0,0,0,0,0,0,0,0,0,0
10204,0,9,0,0,0,0,0,0,11,0
10205,8,0,12,0,0,0,22,15,0,0
10206,16,13,28,26,18,31,16,4,21,22
10207,0,0,0,0,0,0,0,0,0,0
10208,11,11,11,11,11,11,11,11,11,11
10209,18,18,18,18,18,18,18,18,18,18
10210,0,0,0,0,0,0,0,0,0,0
10211,14,12,0,16,0,0,0,0,0,5
10212,29,6,10,24,5,7,5,14,5,10
10213,31,19,10,3,21,28,21,3,3,31
10214,16,7,7,7,7,7,7,7,7,7
10215,16,0,0,0,0,0,0,0,0,0
10216,0,0,0,0,0,0,0,0,0,0
10217,17,48,17,0,0,12,14,11,0,0
10218,23,23,23,23,23,23,23,23,23,23
10219,0,0,0,0,0,0,0,0,0,0
10220,0,0,0,0,0,0,0,0,0,0
10221,35,35,35,35,35,35,35,35,35,35
10222,0,0,0,0,0,0,0,0,0,0
10223,0,0,0,0,0,0,0,0,0,0
10224,23,0,20,0,0,0,24,20,0,0
10225,15,15,15,15,15,15,15,15,15,15
10226,0,0,10,0,12,0,0,0,23,0
10227,0,0,0,0,0,0,0,0,0,0
10228,17,12,10,16,13,0,8,21,8,18
10229,28,0,8,4,22,0,0,0,0,17
10230,8,20,26,8,8,8,8,8,37,24
10231,0,0,0,0,0,0,0,0,0,0
10232,5,0,0,0,0,0,0,25,0,0
10233,11,11,12,16,17,34,22,15,24,8
10234,16,17,23,21,19,27,16,16,38,33
10235,22,22,22,22,22,22,22,22,22,22
10236,0,0,0,0,0,0,0,0,0,0
10237,0,0,0,0,0,0,0,0,0,0
10238,0,0,0,0,0,0,0,0,0,0
10239,0,0,0,0,0,0,0,0,0,0
10240,21,16,17,16,21,26,18,0,21,25
10241,19,19,19,19,19,19,19,19,19,19
10242,0,0,0,0,0,0,0,0,0,0
10243,0,0,0,0,0,0,0,0,0,0
10244,0,0,0,0,0,0,0,0,0,0
10245,0,0,0,0,0,0,0,0,0,0
10246,0,0,0,0,0,0,0,0,0,20
10247,0,0,0,0,0,0,0,0,0,0
10248,0,0,0,0,0,0,0,0,0,0
10249,0,0,0,0,0,0,0,0,0,0
10250,14,14,14,14,14,14,14,14,14,14
10251,0,0,0,0,0,0,0,0,0,0
10252,16,16,16,16,16,16,16,16,16,16
10253,20,0,0,0,0,0,0,0,0,0
10254,0,0,0,0,0,0,0,0,0,0
10255,0,0,0,0,0,0,0,0,0,0
10256,0,0,0,0,0,0,0,0,0,0
10257,19,19,19,19,19,19,19,19,19,19
10258,0,0,0,0,0,0,0,0,0,0
10259,14,10,0,11,0,10,0,0,0,0
10260,0,0,0,0,0,0,0,0,0,0
10261,22,21,20,12,21,0,20,17,12,27
10262,9,9,9,9,9,9,9,9,9,9
10263,20,20,20,20,20,20,20,20,20,20
10264,19,19,19,19,19,19,19,19,19,19
10265,0,0,0,17,0,0,0,0,0,0
10266,0,0,0,0,0,0,0,0,16,0
10267,0,0,0,0,0,0,0,0,0,10
10268,0,0,0,0,0,0,0,0,0,0
10269,0,0,0,0,0,0,0,0,0,0
10270,0,0,0,0,0,0,0,0,0,0
10271,9,0,0,0,0,0,0,0,0,0
10272,28,28,28,28,28,28,28,28,28,28
10273,16,16,16,16,16,16,16,16,16,16
10274,12,12,12,12,12,12,12,12,12,12
10275,28,28,28,28,28,28,28,28,28,28
10276,4,0,14,0,11,16,12,0,10,0
10277,0,0,0,0,0,0,0,0,0,0
10278,15,15,15,15,15,15,15,15,15,15
10279,0,0,0,0,0,0,0,0,0,0
10280,11,11,11,11,11,11,11,11,11,11
10281,0,6,0,0,10,0,0,25,0,13
10282,17,17,17,17,17,17,17,17,17,17
10283,0,0,0,0,0,0,0,0,0,0
10284,0,0,0,0,0,0,0,0,14,0
10285,24,26,15,6,9,12,22,0,0,24
10286,0,0,0,0,0,0,0,0,0,0
10287,24,24,24,24,24,24,24,24,24,24
10288,0,0,0,0,0,0,0,0,0,0
10289,0,0,0,0,0,0,0,0,11,0
10290,0,0,0,0,0,0,0,0,0,0
10291,0,0,0,0,0,0,0,0,0,19
10292,0,0,0,0,0,4,0,0,0,0
10293,10,10,10,10,10,10,10,10,10,10
10294,7,7,7,7,7,7,7,7,7,7
10295,19,19,19,19,19,19,19,19,19,19
10296,0,9,0,0,15,0,8,15,0,0
10297,0,0,0,0,0,0,0,0,0,0
10298,0,0,0,0,0,0,0,0,0,0
10299,0,0,0,0,0,0,0,0,0,0
10300,0,0,0,0,0,0,0,0,0,0
10301,0,0,0,0,0,0,0,0,0,0
10302,0,0,0,0,0,0,0,0,0,0
10303,23,23,23,23,23,23,23,23,23,23
10304,0,0,0,0,0,0,20,0,6,28
10305,18,18,18,18,18,18,18,18,18,18
10306,16,16,16,16,16,16,16,16,16,16
10307,0,0,0,0,0,0,0,0,0,0
10308,0,0,0,0,0,0,0,0,0,0
10309,7,0,0,0,0,0,0,0,0,20
10310,0,0,0,0,0,0,0,0,0,0
10311,0,0,0,0,0,0,0,0,0,14
10312,0,0,0,0,0,0,0,0,0,0
10313,0,11,0,0,0,0,0,0,5,0
10314,0,0,0,0,0,0,0,0,11,0
10315,30,0,8,28,26,0,0,0,0,18
10316,0,0,0,0,0,0,0,0,0,0
10317,15,18,19,21,12,10,26,17,17,16
10318,0,0,0,0,0,0,0,0,0,0
10319,0,0,0,0,0,0,0,0,0,0
10320,0,0,0,0,0,0,0,0,0,0
10321,7,7,7,7,7,7,7,7,7,7
10322,0,0,0,0,0,0,0,0,0,0
10323,17,17,17,17,17,17,17,17,17,17
10324,0,0,0,0,0,0,0,0,0,0
10325,9,26,23,37,11,0,23,21,24,6
10326,0,0,0,0,0,0,0,0,0,0
10327,15,43,6,17,11,23,0,18,21,19
10328,0,15,0,0,33,0,0,28,28,0
10329,0,0,0,0,0,0,0,0,0,0
10330,13,13,13,13,13,13,13,13,13,13
10331,9,9,9,9,9,9,9,9,9,9
10332,0,0,0,0,0,0,0,0,0,0
10333,18,18,18,18,18,18,18,18,18,18
10334,17,17,17,17,17,17,17,17,17,17
10335,0,0,0,0,0,0,0,0,0,0
10336,4,4,4,4,4,4,4,4,4,4
10337,0,0,0,0,0,0,0,0,0,0
10338,0,0,0,0,0,19,0,0,0,0
10339,0,0,0,0,0,0,0,0,0,0
10340,23,23,23,23,23,23,23,23,23,23
10341,0,0,0,0,0,0,0,0,0,0
10342,0,0,0,0,0,0,0,0,0,0
10343,0,0,0,0,0,0,0,0,0,0
10344,11,11,11,11,11,11,11,11,11,11
10345,18,18,18,18,18,18,18,18,18,18
10346,9,9,9,9,9,9,9,9,9,9
10347,0,0,0,0,0,0,0,0,0,0
10348,28,28,28,28,28,28,28,28,28,28
10349,0,0,0,0,0,0,0,0,0,0
10350,29,0,9,21,26,10,0,30,28,2
10351,0,0,0,0,0,0,0,0,0,0
10352,12,12,12,12,12,12,12,12,12,12
10353,31,13,20,25,23,22,11,5,14,12
10354,8,17,18,7,4,24,23,10,13,5
10355,13,13,13,13,13,13,13,13,13,13
10356,0,0,0,0,0,0,0,0,0,0
10357,20,20,20,20,20,20,20,20,20,20
10358,0,0,0,0,0,0,0,0,0,0
10359,0,0,0,0,0,0,0,0,0,0
10360,25,30,13,32,18,19,30,14,18,23
10361,0,0,0,0,0,0,0,0,0,0
10362,0,0,0,0,0,0,0,0,0,0
10363,23,0,22,0,32,0,16,23,0,0
10364,0,0,0,12,0,0,0,0,0,0
10365,0,0,0,0,0,0,0,0,0,0
10366,0,0,0,0,0,0,0,0,0,0
10367,19,19,19,19,19,19,19,19,19,19
10368,14,14,14,14,14,14,14,14,14,14
10369,0,0,0,0,0,0,0,0,0,0
10370,0,0,0,0,0,0,0,0,0,0
10371,0,0,0,0,0,0,0,0,0,0
10372,0,0,0,0,0,14,0,0,0,0
10373,22,22,22,22,22,22,22,22,22,22
10374,27,12,14,29,25,16,22,31,38,25
10375,0,0,0,0,0,0,0,0,0,0
10376,0,0,16,21,22,21,14,17,19,0
10377,24,24,24,24,24,24,24,24,24,24
10378,23,23,23,23,23,23,23,23,23,23
10379,0,0,0,0,0,0,0,0,0,0
10380,0,0,3,0,0,0,0,0,0,0
10381,0,0,0,0,0,0,0,0,0,0
10382,0,0,0,0,0,0,0,0,0,0
10383,9,9,9,9,9,9,9,9,9,9
10384,17,17,17,17,17,17,17,17,17,17
10385,4,4,4,4,4,4,4,4,4,4
10386,34,27,19,33,12,22,22,17,28,12
10387,5,5,5,5,5,5,5,5,5,5
10388,0,0,0,0,0,0,0,0,0,0
10389,28,28,28,28,28,28,28,28,28,28
10390,14,14,14,14,14,14,14,14,14,14
10391,0,0,0,0,0,0,0,0,0,0
10392,11,11,11,11,11,11,11,11,11,11
10393,0,0,0,0,0,0,0,0,0,0
10394,0,0,0,0,0,0,0,0,0,0
10395,0,0,0,0,0,0,0,0,0,0
10396,0,10,0,0,0,0,0,0,0,0
10397,0,0,0,0,0,0,0,0,0,0
10398,0,0,0,0,0,0,0,0,0,0
10399,30,3,13,36,23,21,11,17,20,9
10400,0,0,0,0,0,0,0,0,0,0
10401,0,0,0,0,0,0,0,0,0,0
10402,14,14,14,14,14,14,14,14,14,14
10403,7,7,7,7,7,7,7,7,7,7
10404,0,0,0,0,0,0,0,0,0,0
10405,0,0,0,0,0,0,0,0,0,0
10406,4,4,4,4,4,4,4,4,4,4
10407,0,0,0,0,0,0,0,0,0,0
10408,0,0,0,0,0,0,0,0,0,0
10409,0,0,0,0,0,13,0,0,17,0
10410,0,0,0,0,0,0,0,0,0,0
10411,0,11,0,0,0,0,0,29,0,0
10412,0,0,0,0,0,0,0,0,0,0
10413,0,0,11,0,0,0,0,8,0,17
10414,0,14,0,0,11,0,0,0,0,0
10415,25,25,25,25,25,25,25,25,25,25
10416,0,0,0,0,0,0,0,20,0,0
10417,0,0,0,0,0,0,0,0,0,0
10418,0,0,0,0,0,0,0,0,0,0
10419,15,0,0,0,0,14,0,0,0,0
10420,18,7,4,6,10,24,7,5,9,0
10421,5,5,5,5,5,5,5,5,5,5
10422,27,17,0,18,9,32,25,12,13,23
10423,0,0,0,0,0,0,0,0,0,0
10424,0,0,0,0,0,0,0,0,0,0
10425,0,0,0,0,0,0,0,0,14,0
10426,0,0,0,0,0,0,0,0,0,0
10427,9,9,9,9,9,9,9,9,9,9
10428,0,0,0,0,0,0,0,0,0,0
10429,0,0,0,0,0,0,0,0,0,0
10430,11,13,18,13,6,13,22,9,11,10
10431,0,0,0,0,0,0,0,0,0,0
10432,0,0,0,0,0,0,0,0,0,0
10433,0,0,15,0,16,0,0,0,0,12
10434,14,26,19,0,9,0,0,11,17,9
10435,0,0,0,0,0,0,0,0,0,0
10436,0,0,0,0,23,0,0,0,9,18
10437,0,24,0,0,0,0,4,0,0,0
10438,0,0,0,0,0,0,0,0,9,0
10439,0,0,0,0,19,0,0,0,3,0
10440,0,6,0,9,0,28,0,0,0,10
10441,0,0,0,0,0,0,0,0,0,0
10442,13,13,13,13,13,13,13,13,13,13
10443,8,32,10,36,16,37,31,24,19,28
10444,30,30,30,30,30,30,30,30,30,30
10445,0,0,0,0,0,0,0,0,0,0
10446,10,12,16,4,6,10,9,17,10,15
10447,5,5,5,5,5,5,5,5,5,5
10448,3,3,3,3,3,3,3,3,3,3
10449,0,0,0,0,0,0,0,0,0,0
10450,19,19,19,19,19,19,19,19,19,19
10451,0,0,0,0,0,0,0,0,14,0
10452,0,0,0,0,0,0,0,0,0,0
10453,0,0,0,0,0,0,0,0,0,0
10454,0,0,0,0,0,0,0,0,0,0
10455,13,13,13,13,13,13,13,13,13,13
10456,0,0,0,0,0,0,0,0,0,0
10457,18,13,11,14,19,11,16,34,5,17
10458,25,25,25,25,25,25,25,25,25,25
10459,11,11,11,11,11,11,11,11,11,11
10460,0,0,0,0,0,0,0,0,0,0
10461,7,8,12,33,8,15,18,9,13,10
10462,0,0,0,0,0,0,0,0,0,0
10463,18,18,18,18,18,18,18,18,18,18
10464,12,12,12,12,12,12,12,12,12,12
10465,0,0,7,0,0,0,0,0,21,25
10466,0,0,0,22,0,0,25,0,0,0
10467,16,16,16,16,16,16,16,16,16,16
10468,10,0,0,0,0,0,0,0,0,23
10469,0,0,0,0,0,0,0,0,0,0
10470,0,0,0,0,0,0,0,0,0,0
10471,0,0,0,0,0,0,0,0,0,0
10472,0,0,0,0,0,0,0,0,0,5
10473,0,0,0,0,0,0,0,0,0,0
10474,24,24,24,24,24,24,24,26,24,24
10475,0,0,0,0,0,0,0,0,0,0
10476,0,0,0,0,0,0,0,0,0,0
10477,0,0,0,0,0,0,0,0,0,0
10478,0,0,0,0,10,0,0,0,0,0
10479,10,10,10,10,10,10,10,10,10,10
10480,0,0,17,18,0,15,0,22,0,0
10481,10,0,0,0,0,0,0,0,0,0
10482,18,18,18,18,18,18,18,18,18,18
10483,0,0,0,0,0,0,0,0,0,0
10484,29,29,29,29,29,29,29,29,29,29
10485,0,0,0,0,0,0,0,0,0,0
10486,0,0,0,0,0,0,0,0,0,0
10487,21,21,21,21,21,21,21,21,21,21
10488,26,26,26,26,26,26,26,26,26,26
10489,9,0,0,4,0,0,0,0,0,0
10490,13,13,13,13,13,13,13,13,13,13
10491,0,0,0,0,0,0,0,0,0,0
10492,0,0,0,0,7,0,0,0,0,0
10493,0,0,0,0,0,0,0,0,0,0
10494,0,0,0,0,0,12,0,0,0,0
10495,17,17,17,17,17,17,17,17,17,17
10496,0,0,0,0,0,11,19,0,0,22
10497,0,0,0,0,0,10,0,0,0,21
10498,0,12,0,0,21,0,2,0,0,0
10499,21,20,39,39,15,30,26,24,31,27
10500,0,0,0,0,0,9,0,0,0,0
10501,29,29,29,29,29,29,29,29,29,29
10502,0,0,0,0,0,0,0,0,0,0
10503,0,0,0,0,0,0,0,0,0,0
10504,14,14,14,14,14,14,14,14,14,14
10505,9,9,9,9,9,9,9,9,9,9
10506,10,10,10,10,10,10,10,10,10,10
10507,15,18,0,32,14,15,11,21,34,30
10508,16,6,0,33,0,6,25,15,17,0
10509,0,0,0,0,0,0,0,0,0,0
10510,0,0,0,0,0,0,0,0,0,0
10511,0,0,0,0,0,0,0,0,0,0
10512,0,0,0,0,0,0,0,0,0,0
10513,30,20,17,26,22,5,15,30,28,22
10514,0,0,0,0,0,0,0,0,0,0
10515,8,0,0,0,0,0,0,8,0,0
10516,0,0,0,0,0,0,0,0,0,0
10517,0,0,0,0,0,0,0,0,0,17
10518,0,0,0,0,0,0,0,0,0,10
10519,26,26,26,26,26,26,26,26,26,26
10520,11,15,9,17,18,9,27,32,0,8
10521,16,16,16,16,16,16,16,16,16,16
10522,17,17,17,17,17,17,17,17,17,17
10523,0,0,0,0,0,0,0,0,0,0
10524,0,0,0,0,0,0,0,16,0,0
10525,6,6,6,6,6,6,6,6,6,6
10526,0,0,0,0,0,0,0,0,0,0
10527,0,0,0,0,0,0,0,0,0,0
10528,0,0,0,0,0,0,0,0,0,0
10529,0,0,0,0,0,0,0,8,0,0
10530,0,0,0,0,0,0,0,0,0,0
10531,12,21,0,18,13,0,43,20,14,0
10532,15,18,19,12,15,15,15,23,24,14
10533,12,12,12,12,12,12,12,12,12,12
10534,0,12,0,0,10,0,0,5,0,0
10535,0,31,15,17,15,0,21,0,0,0
10536,0,0,0,0,0,0,0,0,0,0
10537,9,9,9,9,9,9,9,9,9,9
10538,0,0,0,0,0,0,0,0,0,0
10539,18,0,17,19,24,7,22,28,26,14
10540,0,0,0,2,0,0,0,0,0,0
10541,30,30,30,30,30,30,30,30,30,30
10542,0,0,0,0,0,0,0,0,4,0
10543,12,12,12,12,12,12,12,12,12,12
10544,10,10,10,10,10,10,10,10,10,10
10545,10,10,10,10,10,10,10,10,10,10
10546,0,0,0,0,0,0,0,0,0,0
10547,0,0,0,0,0,0,0,0,0,0
10548,0,0,0,0,0,0,0,0,0,0
10549,0,0,0,0,0,0,0,0,0,0
10550,0,0,0,0,0,0,0,0,0,0
10551,28,28,28,28,28,28,28,28,28,28
10552,0,0,0,0,0,0,0,0,0,0
10553,0,0,0,0,0,0,0,0,0,0
10554,20,20,20,20,20,20,20,20,20,20
10555,0,0,0,0,0,4,0,0,0,0
10556,0,0,0,0,0,0,12,0,0,0
10557,0,0,0,0,0,0,0,0,0,0
10558,0,0,0,0,0,0,0,0,0,0
10559,0,0,0,0,0,0,0,0,0,0
10560,20,20,20,20,20,20,20,20,20,20
10561,14,45,8,27,16,11,16,18,8,16
10562,40,28,14,17,19,39,32,9,40,28
10563,11,11,11,11,11,11,11,11,11,11
10564,20,20,20,20,20,20,20,20,20,20
10565,0,0,0,0,0,0,0,0,0,0
10566,20,20,20,20,20,20,20,20,20,20
10567,0,0,0,0,0,0,0,0,0,0
10568,0,0,0,0,10,0,0,0,0,19
10569,0,20,0,29,27,7,0,13,5,4
10570,0,0,0,0,7,0,0,0,0,0
10571,8,8,14,8,8,8,8,8,8,8
10572,0,0,0,0,0,0,16,0,0,0
10573,0,0,0,0,0,0,0,0,0,0
10574,0,0,0,0,0,0,0,0,0,0
10575,0,0,0,0,0,0,0,0,0,0
10576,13,11,0,0,5,8,0,0,12,0
10577,0,0,0,0,0,0,0,0,0,0
10578,3,3,3,3,3,3,3,3,3,3
10579,8,8,8,8,8,8,8,8,8,8
10580,24,24,24,24,24,24,24,24,24,24
10581,0,0,0,0,0,0,0,0,0,0
10582,32,32,32,32,32,32,32,32,32,32
10583,0,0,0,0,0,0,0,0,0,0
10584,18,18,18,18,18,18,18,18,18,18
10585,0,0,0,0,0,0,0,0,0,0
10586,0,0,0,0,5,0,0,0,0,0
10587,13,13,13,13,13,13,13,13,13,13
10588,0,0,25,11,0,10,0,11,9,0
10589,32,32,32,32,32,32,32,32,32,32
10590,0,0,16,0,0,0,0,0,0,0
10591,0,0,0,0,0,0,0,0,0,0
10592,21,21,21,21,21,21,21,21,21,21
10593,0,0,0,0,0,0,0,0,0,0
10594,0,0,0,6,0,17,0,3,0,0
10595,0,0,0,0,0,0,0,0,0,0
10596,25,25,25,25,25,25,25,25,25,25
10597,0,0,15,15,9,0,0,19,7,15
10598,0,0,0,0,0,0,0,0,0,0
10599,0,0,0,0,0,0,0,0,0,0
10600,0,0,0,0,0,0,0,0,0,0
10601,0,0,0,0,0,0,0,0,0,0
10603,0,10,38,0,11,22,0,7,0,10
10604,16,20,18,29,33,34,27,17,19,23
10605,10,4,4,4,4,4,4,15,4,4
10606,11,11,11,11,11,11,11,11,11,11
10607,0,0,0,0,0,0,0,0,0,0
