A_AGE1,A_AGE2,A_AGE3,A_AGE4,A_AGE5,A_AGE6,A_AGE7,A_AGE8,A_AGE9,VEH_NO,PER_NO,ST_CASE,YEAR,A_PTYPE,A_REST,A_ALCTES,A_HISP,A_RCAT,A_HRACE,A_EJECT,A_PERINJ,A_LOC
3,5,8,5,5,5,7,4,2,1,1,10132,2009,1,2,2,1,1,2,1,1,1
4,5,11,7,8,8,10,6,2,1,1,10133,2009,1,1,1,1,2,3,1,1,1
3,5,9,6,6,6,8,5,2,2,1,10133,2009,1,1,4,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,3,1,10133,2009,1,1,3,0,0,0,1,6,1
5,6,13,8,10,10,12,7,3,3,2,10133,2009,2,1,3,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,1,1,10134,2009,1,1,3,1,1,2,1,1,1
4,5,12,7,9,9,11,6,2,1,2,10134,2009,2,1,3,1,1,2,1,1,1
2,2,5,2,2,2,4,1,2,1,1,10135,2009,1,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,2,1,10135,2009,1,2,1,1,2,3,2,1,1
4,5,11,7,8,8,10,6,2,0,1,10136,2009,3,2,3,1,2,3,1,1,3
5,6,13,8,10,10,12,7,3,1,1,10136,2009,1,3,3,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,1,1,10137,2009,1,2,3,1,1,2,1,1,1
3,5,9,6,6,6,8,5,2,1,1,10138,2009,1,2,1,1,1,2,2,1,1
3,4,7,4,4,4,6,2,2,1,1,10139,2009,1,2,1,1,2,3,1,1,1
3,4,7,4,4,4,6,3,2,1,1,10140,2009,1,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,1,2,10140,2009,2,2,2,2,1,1,2,1,1
3,5,8,5,5,5,7,4,2,1,1,10141,2009,1,1,1,1,1,2,2,1,1
2,2,5,2,2,2,4,1,2,1,1,10142,2009,1,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,2,10142,2009,2,1,1,1,1,2,1,1,1
3,5,8,5,5,5,7,3,2,1,1,10143,2009,1,2,2,1,1,2,1,1,1
2,2,5,2,2,2,4,1,2,1,1,10144,2009,1,2,2,1,1,2,2,1,1
2,2,5,2,2,2,4,1,2,1,2,10144,2009,2,2,3,0,0,0,1,6,1
2,2,5,2,2,2,4,2,2,1,1,10145,2009,1,2,1,1,2,3,1,1,1
4,5,10,6,7,7,9,5,2,2,1,10145,2009,1,1,3,0,0,0,1,6,1
4,5,10,6,7,7,9,6,2,1,1,10146,2009,1,2,3,1,1,2,1,1,1
2,2,5,2,2,2,4,1,2,1,1,10147,2009,1,2,3,1,1,2,1,1,1
1,1,4,1,1,1,3,1,1,1,2,10147,2009,2,1,3,0,0,0,1,6,1
1,1,4,1,1,1,3,1,1,0,1,10148,2009,3,2,4,1,1,2,1,1,3
2,2,5,2,2,2,4,2,2,1,1,10148,2009,1,1,3,0,0,0,1,6,1
5,6,13,8,10,10,12,7,3,1,2,10148,2009,2,2,3,0,0,0,1,6,1
5,6,13,8,10,10,12,7,3,1,3,10148,2009,2,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,1,1,10149,2009,1,2,1,1,1,2,1,1,1
4,5,10,6,7,7,9,5,2,0,1,10150,2009,3,2,1,1,1,2,1,1,3
3,5,9,6,6,6,8,4,2,1,1,10150,2009,1,2,1,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,1,1,10151,2009,1,2,2,1,1,2,2,1,1
3,5,8,5,5,5,7,3,2,1,1,10152,2009,1,1,1,1,1,2,1,1,1
2,2,5,2,2,2,4,1,2,1,1,10153,2009,1,2,4,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,2,10153,2009,2,2,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,3,10153,2009,2,2,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,2,1,10153,2009,1,2,1,0,0,0,1,6,1
1,1,3,1,1,1,3,1,1,2,2,10153,2009,2,2,3,1,1,2,1,1,1
1,1,3,1,1,1,3,1,1,2,3,10153,2009,2,2,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,1,1,10154,2009,1,1,4,1,1,2,1,1,1
4,5,10,6,7,7,9,5,2,2,1,10154,2009,1,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,1,1,10155,2009,1,1,3,0,0,0,1,6,1
4,5,10,6,7,7,9,5,2,2,1,10155,2009,1,1,1,1,1,2,1,1,1
4,5,10,6,7,7,9,6,2,1,1,10156,2009,1,2,3,1,1,2,2,1,1
2,2,5,2,2,2,4,1,2,1,1,10157,2009,1,2,2,1,1,2,2,1,1
3,4,7,4,4,4,6,2,2,1,2,10157,2009,2,2,3,0,0,0,2,6,1
2,2,5,2,2,2,4,1,2,1,3,10157,2009,2,2,3,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,1,1,10158,2009,1,1,3,1,1,2,1,1,1
3,5,8,5,5,5,7,4,2,2,1,10158,2009,1,1,3,0,0,0,1,6,1
4,5,10,6,7,7,9,6,2,1,1,10159,2009,1,2,1,1,1,2,1,1,1
2,2,5,2,2,2,4,1,2,1,1,10160,2009,1,1,3,0,0,0,1,6,1
1,1,2,1,1,1,2,1,1,1,2,10160,2009,2,1,3,1,1,2,1,1,1
3,5,9,6,6,6,8,4,2,2,1,10160,2009,1,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,1,10161,2009,1,1,1,1,1,2,1,1,1
2,2,5,2,2,2,4,1,2,1,2,10161,2009,2,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,3,10161,2009,2,2,3,0,0,0,1,6,1
1,1,4,1,1,2,3,1,1,1,4,10161,2009,2,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,1,1,10162,2009,1,2,2,1,1,2,1,1,1
2,2,5,2,2,2,4,1,2,2,1,10162,2009,1,2,3,0,0,0,1,6,1
1,1,4,1,1,2,3,1,1,2,2,10162,2009,2,2,1,1,1,2,2,1,1
2,2,5,2,2,2,4,1,2,3,1,10162,2009,1,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,3,2,10162,2009,2,1,1,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,3,3,10162,2009,2,2,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,3,4,10162,2009,2,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,1,1,10163,2009,1,2,3,1,2,3,1,1,1
3,5,8,5,5,5,7,3,2,2,1,10163,2009,1,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,1,1,10164,2009,1,2,4,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,1,2,10164,2009,2,2,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,2,1,10164,2009,1,3,1,1,1,2,1,1,1
2,2,5,2,2,2,4,1,2,2,2,10164,2009,2,3,1,1,1,2,1,1,1
3,5,8,5,5,5,7,4,2,1,1,10165,2009,1,2,2,1,1,2,1,1,1
2,2,5,2,2,2,4,2,2,1,1,10166,2009,1,2,2,1,1,2,1,1,1
2,3,6,3,3,3,5,2,2,1,2,10166,2009,2,2,3,0,0,0,2,6,1
2,2,5,2,2,2,4,1,2,1,1,10167,2009,1,2,3,1,1,2,2,1,1
3,4,7,4,4,4,6,2,2,1,1,10168,2009,1,2,1,1,1,2,1,1,1
2,3,6,3,3,3,5,2,2,1,1,10169,2009,1,2,1,1,2,3,1,1,1
4,5,10,6,7,7,9,6,2,2,1,10169,2009,1,1,3,0,0,0,1,6,1
4,5,10,6,7,7,9,5,2,2,2,10169,2009,2,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,1,1,10170,2009,1,2,3,0,0,0,1,6,1
5,6,13,8,10,10,12,7,3,1,2,10170,2009,2,1,3,0,0,0,1,6,1
1,1,2,1,1,1,2,1,1,1,3,10170,2009,2,2,3,2,1,1,2,1,1
4,5,10,6,7,7,9,6,2,1,1,10171,2009,1,2,3,1,1,2,1,1,1
4,5,12,7,9,9,11,6,2,1,1,10172,2009,1,1,3,1,1,2,1,1,1
2,3,6,3,3,3,5,2,2,2,1,10172,2009,1,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,1,1,10173,2009,1,1,4,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,2,1,10173,2009,1,1,4,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,2,2,10173,2009,2,2,3,1,1,2,1,1,1
3,5,8,5,5,5,7,4,2,1,1,10174,2009,1,1,3,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,1,2,10174,2009,2,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,1,3,10174,2009,2,2,3,1,2,3,2,1,1
3,5,8,5,5,5,7,3,2,1,4,10174,2009,2,2,3,0,0,0,2,6,1
4,5,11,7,8,8,10,6,2,1,1,10175,2009,1,1,3,1,1,2,1,1,1
3,5,9,6,6,6,8,4,2,1,1,10176,2009,1,2,4,1,1,2,1,1,1
1,1,4,1,1,1,3,1,1,1,2,10176,2009,2,2,3,1,1,2,1,1,1
2,2,5,2,2,2,4,1,2,1,3,10176,2009,2,2,3,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,1,1,10177,2009,1,1,1,1,1,2,1,1,1
1,1,3,1,1,1,3,1,1,1,2,10177,2009,2,1,3,0,0,0,1,6,1
1,1,2,1,1,1,2,1,1,1,3,10177,2009,2,1,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,0,1,10178,2009,3,2,3,1,2,3,1,1,3
4,5,10,6,7,7,9,5,2,1,1,10178,2009,1,1,1,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,1,1,10179,2009,1,2,2,1,1,2,2,1,1
4,5,12,7,9,9,11,6,2,1,1,10180,2009,1,2,3,1,1,2,1,1,1
3,4,7,4,4,4,6,3,2,1,1,10181,2009,1,2,2,1,1,2,2,1,1
3,5,9,6,6,6,8,4,2,1,2,10181,2009,2,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,1,1,10182,2009,1,1,2,1,1,2,1,1,1
3,4,7,4,4,4,6,3,2,1,1,10183,2009,1,2,2,1,1,2,2,1,1
3,4,7,4,4,4,6,3,2,1,1,10184,2009,1,2,1,1,2,3,2,1,1
3,4,7,4,4,4,6,2,2,1,1,10185,2009,1,2,2,1,1,2,2,1,1
3,5,9,6,6,6,8,5,2,0,1,10186,2009,3,2,3,1,2,3,1,1,3
3,5,9,6,6,6,8,4,2,1,1,10186,2009,1,1,3,0,0,0,1,6,1
4,5,10,6,7,7,9,5,2,1,1,10187,2009,1,2,3,1,1,2,2,1,1
3,5,8,5,5,5,7,3,2,2,1,10187,2009,1,1,3,0,0,0,1,6,1
5,6,13,8,10,10,12,7,3,2,2,10187,2009,2,1,3,0,0,0,1,6,1
4,5,10,6,7,7,9,6,2,1,1,10188,2009,1,2,4,1,1,2,2,1,1
3,5,8,5,5,5,7,3,2,1,2,10188,2009,2,2,3,0,0,0,2,6,1
3,5,8,5,5,5,7,4,2,1,3,10188,2009,2,2,3,1,1,2,2,1,1
3,5,9,6,6,6,8,4,2,0,1,10189,2009,3,2,3,1,2,3,1,1,3
3,5,9,6,6,6,8,5,2,1,1,10189,2009,1,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,1,1,10190,2009,1,1,1,1,2,3,1,1,1
4,5,11,7,8,8,10,6,2,1,1,10191,2009,1,2,2,1,2,3,1,1,1
3,5,9,6,6,6,8,5,2,1,1,10192,2009,1,1,2,1,1,2,1,1,1
2,2,5,2,2,2,4,1,2,1,1,10193,2009,1,2,1,1,1,2,1,1,1
3,4,7,4,4,4,6,3,2,1,1,10194,2009,1,1,2,1,1,2,1,1,1
3,4,7,4,4,4,6,3,2,1,2,10194,2009,2,2,2,1,1,2,2,1,1
2,2,5,2,2,2,4,1,2,1,1,10195,2009,1,1,3,1,2,3,1,1,1
2,2,5,2,2,2,4,1,2,2,1,10195,2009,1,2,3,0,0,0,1,6,1
5,6,13,8,10,10,12,7,3,2,2,10195,2009,2,2,3,0,0,0,1,6,1
5,6,13,8,10,10,12,7,3,2,3,10195,2009,2,2,3,0,0,0,1,6,1
4,5,10,6,7,7,9,5,2,1,1,10196,2009,1,2,1,1,2,3,2,1,1
2,2,5,2,2,2,4,1,2,0,1,10197,2009,3,2,3,1,1,2,1,1,3
4,5,11,7,8,8,10,6,2,1,1,10197,2009,1,1,3,0,0,0,1,6,1
4,5,10,6,7,7,9,5,2,2,1,10197,2009,1,1,3,0,0,0,1,6,1
5,6,13,8,10,10,12,7,3,2,2,10197,2009,2,1,3,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,1,1,10198,2009,1,2,3,1,1,2,2,1,1
3,5,9,6,6,6,8,4,2,1,1,10199,2009,1,2,3,1,1,2,1,1,1
4,5,10,6,7,7,9,6,2,1,1,10200,2009,1,2,1,1,1,2,1,1,1
3,5,8,5,5,5,7,4,2,1,1,10201,2009,1,2,4,1,1,2,1,1,1
5,6,13,8,10,10,12,7,3,1,2,10201,2009,2,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,1,1,10202,2009,1,2,2,1,1,2,2,1,1
2,3,6,3,3,3,5,2,2,1,2,10202,2009,2,2,3,0,0,0,2,6,1
4,5,10,6,7,7,9,5,2,1,1,10203,2009,1,2,1,1,1,2,1,1,1
2,2,5,2,2,2,4,1,2,1,1,10204,2009,1,2,4,1,1,2,1,1,1
2,2,5,2,2,2,4,2,2,1,2,10204,2009,2,1,3,1,2,3,1,1,1
3,5,8,5,5,5,7,3,2,2,1,10204,2009,1,1,4,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,1,1,10205,2009,1,1,4,1,1,2,1,1,1
3,4,7,4,4,4,6,2,2,1,1,10206,2009,1,2,3,1,1,2,2,1,1
4,5,10,6,7,7,9,5,2,1,1,10207,2009,1,1,4,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,1,2,10207,2009,2,1,3,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,2,1,10207,2009,1,1,1,1,1,2,1,1,1
3,5,9,6,6,6,8,4,2,3,1,10207,2009,1,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,4,1,10207,2009,1,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,5,1,10207,2009,1,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,1,1,10208,2009,1,2,2,1,1,2,1,1,1
3,4,7,4,4,4,6,2,2,1,2,10208,2009,2,2,2,1,1,2,1,1,1
2,2,5,2,2,2,4,2,2,1,1,10209,2009,1,1,2,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,1,2,10209,2009,2,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,2,2,2,1,10209,2009,1,1,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,2,2,10209,2009,2,1,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,2,3,10209,2009,2,1,1,1,2,3,1,1,1
2,2,5,2,2,2,4,1,2,2,4,10209,2009,2,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,1,10210,2009,1,2,4,0,0,0,2,6,1
2,2,5,2,2,2,4,1,2,1,2,10210,2009,2,2,3,1,1,2,2,1,1
3,4,7,4,4,4,6,2,2,2,1,10210,2009,1,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,1,1,10211,2009,1,2,4,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,1,2,10211,2009,2,1,2,1,2,3,1,1,1
2,2,5,2,2,2,4,2,2,1,3,10211,2009,2,1,3,0,0,0,1,6,1
4,5,10,6,7,7,9,6,2,0,1,10212,2009,3,2,2,1,1,2,1,1,2
5,6,13,8,10,10,12,7,3,1,1,10212,2009,1,3,3,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,2,1,10212,2009,1,1,3,0,0,0,1,6,1
5,6,13,8,10,10,12,7,3,3,1,10212,2009,1,3,3,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,4,1,10212,2009,1,2,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,0,1,10213,2009,3,2,4,1,1,2,1,1,3
3,5,9,6,6,6,8,4,2,1,1,10213,2009,1,1,2,0,0,0,1,6,1
5,6,13,8,10,10,12,7,3,1,2,10213,2009,2,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,1,1,10214,2009,1,2,2,1,2,3,2,1,1
3,4,7,4,4,4,6,3,2,1,2,10214,2009,2,2,2,1,2,3,2,1,1
3,4,7,4,4,4,6,3,2,1,3,10214,2009,2,1,1,1,2,3,2,1,1
5,6,13,8,10,10,12,7,3,2,1,10214,2009,1,3,3,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,1,1,10215,2009,1,2,1,1,1,2,1,1,1
3,5,8,5,5,5,7,4,2,2,1,10215,2009,1,1,3,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,2,2,10215,2009,2,1,3,1,1,2,1,1,1
2,3,6,3,3,3,5,2,2,1,1,10216,2009,1,2,1,1,1,2,1,1,1
2,3,6,3,3,3,5,2,2,1,2,10216,2009,2,2,3,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,2,1,10216,2009,1,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,1,1,10217,2009,1,2,3,1,1,2,1,1,1
1,1,4,1,1,1,3,1,1,1,2,10217,2009,2,2,3,0,0,0,1,6,1
1,1,4,1,1,1,3,1,1,1,3,10217,2009,2,2,3,0,0,0,1,6,1
1,1,4,1,1,1,3,1,1,1,4,10217,2009,2,2,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,0,1,10218,2009,3,2,2,1,1,2,1,1,3
4,5,10,6,7,7,9,5,2,1,1,10218,2009,1,1,1,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,1,1,10219,2009,1,2,1,1,1,2,2,1,1
1,1,1,1,1,1,1,1,1,1,2,10219,2009,2,1,3,0,0,0,1,6,1
4,5,10,6,7,7,9,5,2,1,1,10220,2009,1,2,3,1,1,2,2,1,1
3,5,8,5,5,5,7,3,2,1,1,10221,2009,1,2,2,1,1,2,2,1,1
4,5,10,6,7,7,9,5,2,1,1,10222,2009,1,1,1,1,1,2,1,1,1
3,5,9,6,6,6,8,4,2,2,1,10222,2009,1,1,3,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,1,1,10223,2009,1,1,1,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,2,1,10223,2009,1,1,1,1,1,2,1,1,1
3,4,7,4,4,4,6,3,2,1,1,10224,2009,1,2,4,1,1,2,2,1,1
3,5,9,6,6,6,8,5,2,2,1,10224,2009,1,1,4,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,1,1,10225,2009,1,1,2,1,1,2,1,1,1
2,3,6,3,3,3,5,2,2,1,1,10226,2009,1,1,4,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,1,2,10226,2009,2,1,3,0,0,0,1,6,1
1,1,1,1,1,1,1,1,1,1,3,10226,2009,2,1,3,1,2,3,1,1,1
1,1,1,1,1,1,1,1,1,1,4,10226,2009,2,1,3,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,1,1,10227,2009,1,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,2,1,10227,2009,1,1,3,0,0,0,1,6,1
5,6,13,8,10,10,12,7,3,2,2,10227,2009,2,1,3,0,0,0,1,6,1
5,6,13,8,10,10,12,7,3,2,3,10227,2009,2,1,3,0,0,0,1,6,1
5,6,13,8,10,10,12,7,3,2,4,10227,2009,2,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,3,1,10227,2009,1,2,3,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,3,2,10227,2009,2,2,1,1,1,2,1,1,1
3,4,7,4,4,4,6,2,2,1,1,10228,2009,1,1,4,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,1,2,10228,2009,2,2,3,1,2,3,2,1,1
3,5,9,6,6,6,8,4,2,2,1,10228,2009,1,1,3,0,0,0,1,6,1
5,6,13,8,10,10,12,7,3,2,2,10228,2009,2,1,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,0,1,10229,2009,3,2,1,1,2,3,1,1,3
5,6,13,8,10,10,12,7,3,1,1,10229,2009,1,3,3,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,0,1,10230,2009,3,2,5,0,0,0,1,6,3
3,5,8,5,5,5,7,4,2,0,2,10230,2009,3,2,2,1,2,3,1,1,3
3,5,9,6,6,6,8,4,2,1,1,10230,2009,1,1,4,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,1,10231,2009,1,2,1,0,0,0,1,6,1
1,1,4,1,1,1,3,1,1,1,2,10231,2009,2,2,3,0,0,0,1,6,1
1,1,3,1,1,1,3,1,1,1,3,10231,2009,2,2,1,1,1,2,2,1,1
4,5,11,7,8,8,10,6,2,1,1,10232,2009,1,1,1,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,2,1,10232,2009,1,1,1,1,1,2,1,1,1
3,5,9,6,6,6,8,4,2,3,1,10232,2009,1,1,3,0,0,0,1,6,1
4,5,10,6,7,7,9,5,2,1,1,10233,2009,1,1,4,1,1,2,1,1,1
3,5,9,6,6,6,8,5,2,1,1,10234,2009,1,2,4,1,1,2,1,1,1
3,5,9,6,6,6,8,5,2,1,1,10235,2009,1,2,2,1,1,2,2,1,1
3,5,9,6,6,6,8,4,2,1,1,10236,2009,1,2,1,1,2,3,1,1,1
3,4,7,4,4,4,6,3,2,2,1,10236,2009,1,1,1,0,0,0,1,6,1
4,5,10,6,7,7,9,5,2,2,2,10236,2009,2,1,3,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,1,1,10237,2009,1,2,1,1,1,2,1,1,1
1,1,4,1,1,2,3,1,1,1,2,10237,2009,2,2,3,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,1,1,10238,2009,1,1,3,1,1,2,1,1,1
4,5,12,7,9,9,11,6,2,1,1,10239,2009,1,2,1,1,1,2,1,1,1
3,5,8,5,5,5,7,4,2,2,1,10239,2009,1,1,1,0,0,0,1,6,1
1,1,3,1,1,1,3,1,1,2,2,10239,2009,2,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,0,1,10240,2009,3,2,4,2,1,1,1,1,3
2,2,5,2,2,2,4,1,2,1,1,10240,2009,1,1,4,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,1,1,10241,2009,1,2,2,1,1,2,1,1,1
3,5,8,5,5,5,7,3,2,1,1,10242,2009,1,2,4,0,0,0,1,6,1
5,6,13,8,10,10,12,7,3,1,2,10242,2009,2,2,3,0,0,0,1,6,1
5,6,13,8,10,10,12,7,3,1,3,10242,2009,2,3,3,0,0,0,1,6,1
5,6,13,8,10,10,12,7,3,1,4,10242,2009,2,3,3,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,2,1,10242,2009,1,1,1,1,2,3,1,1,1
1,1,4,1,1,2,3,1,1,1,1,10243,2009,1,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,1,2,10243,2009,2,2,1,1,1,2,1,1,1
2,2,5,2,2,2,4,1,2,1,1,10244,2009,1,2,1,1,2,3,2,1,1
3,5,8,5,5,5,7,3,2,1,1,10245,2009,1,3,1,1,1,2,1,1,1
3,4,7,4,4,4,6,2,2,1,1,10246,2009,1,2,3,1,1,2,2,1,1
1,1,3,1,1,1,2,1,1,0,1,10247,2009,4,2,1,1,1,2,1,1,3
3,5,8,5,5,5,7,4,2,1,1,10247,2009,1,1,4,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,1,1,10248,2009,1,1,1,1,2,3,1,1,1
3,4,7,4,4,4,6,2,2,2,1,10248,2009,1,1,1,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,1,1,10249,2009,1,2,1,1,2,3,2,1,1
2,2,5,2,2,2,4,1,2,1,2,10249,2009,2,2,3,0,0,0,2,6,1
3,4,7,4,4,4,6,2,2,1,1,10250,2009,1,1,2,1,2,3,1,1,1
3,4,7,4,4,4,6,2,2,2,1,10250,2009,1,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,3,1,10250,2009,1,1,4,0,0,0,1,6,1
5,6,13,8,10,10,12,7,3,3,2,10250,2009,2,2,3,0,0,0,1,6,1
4,5,10,6,7,7,9,6,2,1,1,10251,2009,1,1,3,1,1,2,1,1,1
4,5,10,6,7,7,9,6,2,1,2,10251,2009,2,1,3,1,1,2,1,1,1
3,5,8,5,5,5,7,4,2,2,1,10251,2009,1,1,3,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,2,2,10251,2009,2,2,3,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,3,1,10251,2009,1,1,3,0,0,0,1,6,1
5,6,13,8,10,10,12,7,3,3,2,10251,2009,2,1,3,0,0,0,1,6,1
4,5,10,6,7,7,9,5,2,1,1,10252,2009,1,1,2,1,1,2,1,1,1
3,4,7,4,4,4,6,2,2,2,1,10252,2009,1,2,1,1,1,2,1,1,1
3,4,7,4,4,4,6,3,2,2,2,10252,2009,2,1,3,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,1,1,10253,2009,1,1,3,1,1,2,1,1,1
2,2,5,2,2,2,4,2,2,1,1,10254,2009,1,2,1,1,1,2,1,1,1
2,2,5,2,2,2,4,1,2,1,2,10254,2009,2,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,3,10254,2009,2,2,3,0,0,0,1,6,1
4,5,10,6,7,7,9,5,2,2,1,10254,2009,1,1,1,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,2,2,10254,2009,2,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,1,10255,2009,1,1,1,1,1,2,1,1,1
1,1,4,1,1,2,3,1,1,1,2,10255,2009,2,1,3,0,0,0,1,6,1
1,1,4,1,1,1,3,1,1,1,3,10255,2009,2,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,1,1,10256,2009,1,2,1,1,1,2,2,1,1
3,4,7,4,4,4,6,2,2,1,1,10257,2009,1,3,2,1,1,2,2,1,1
4,5,11,7,8,8,10,6,2,1,1,10258,2009,1,2,3,1,1,2,2,1,1
3,5,9,6,6,6,8,5,2,1,1,10259,2009,1,1,3,1,1,2,1,1,1
3,5,8,5,5,5,7,4,2,1,1,10260,2009,1,1,1,1,1,2,1,1,1
3,4,7,4,4,4,6,2,2,1,1,10261,2009,1,2,3,1,1,2,2,1,1
3,5,8,5,5,5,7,3,2,1,1,10262,2009,1,1,2,1,1,2,1,1,1
3,5,9,6,6,6,8,4,2,1,1,10263,2009,1,2,2,1,1,2,2,1,1
4,5,10,6,7,7,9,5,2,0,1,10264,2009,3,2,2,1,1,2,1,1,3
3,4,7,4,4,4,6,2,2,1,1,10264,2009,1,1,4,0,0,0,1,6,1
4,5,10,6,7,7,9,5,2,1,1,10265,2009,1,1,3,1,1,2,1,1,1
3,5,9,6,6,6,8,4,2,2,1,10265,2009,1,1,3,1,1,2,1,1,1
2,2,5,2,2,2,4,1,2,1,1,10266,2009,1,3,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,2,1,10266,2009,1,1,3,0,0,0,1,6,1
1,1,2,1,1,1,2,1,1,2,2,10266,2009,2,1,3,0,0,0,1,6,1
1,1,1,1,1,1,1,1,1,2,3,10266,2009,2,1,3,1,1,2,1,1,1
3,4,7,4,4,4,6,2,2,1,1,10267,2009,1,2,4,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,1,2,10267,2009,2,2,3,0,0,0,1,6,1
