ST_CASE,YEAR,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
10001,2004,0,0,0,0,0,0,0,0,0,0
10002,2004,16,15,20,32,22,17,12,21,18,44
10003,2004,0,11,0,0,6,0,0,0,0,10
10004,2004,0,0,0,0,0,0,0,0,0,0
10005,2004,0,0,0,0,0,0,0,0,0,0
10006,2004,19,20,23,19,22,23,30,22,7,30
10007,2004,0,0,14,0,0,0,0,0,0,0
10008,2004,16,0,17,17,0,13,0,0,0,17
10009,2004,0,0,0,0,0,0,22,8,0,0
10010,2004,16,15,20,5,22,6,17,20,16,10
10011,2004,17,6,27,11,15,22,16,19,25,13
10012,2004,10,27,27,18,21,11,17,29,16,4
10013,2004,0,0,0,0,0,0,0,0,0,0
10014,2004,22,9,24,0,14,17,18,8,0,15
10015,2004,0,0,0,0,0,0,0,0,0,0
10016,2004,0,0,0,0,0,21,0,0,0,0
10017,2004,0,10,11,28,10,15,18,0,0,14
10018,2004,10,10,0,0,0,22,0,0,0,0
10019,2004,22,0,15,0,0,0,0,0,8,0
10020,2004,10,15,0,0,25,0,0,0,0,0
10021,2004,0,14,14,14,0,8,15,21,0,0
10022,2004,0,0,11,0,0,0,0,23,20,0
10023,2004,0,0,0,0,8,0,0,0,11,0
10024,2004,25,34,18,32,22,29,18,12,28,19
10025,2004,0,0,0,0,0,0,0,0,0,0
10026,2004,0,0,13,0,0,0,0,0,0,0
10027,2004,0,0,0,0,0,0,0,0,0,0
10028,2004,27,21,0,0,0,0,0,0,0,17
10029,2004,0,0,27,10,0,0,17,20,14,9
10030,2004,24,6,12,8,0,9,4,0,18,23
10031,2004,13,0,0,0,0,0,0,0,0,0
10033,2004,0,10,0,0,0,0,0,0,0,0
10034,2004,0,0,0,0,0,0,0,0,0,0
10035,2004,0,0,0,0,0,0,0,0,0,0
10036,2004,0,13,17,0,0,0,0,0,28,17
10037,2004,35,10,35,15,14,21,12,10,10,0
10038,2004,0,0,0,0,0,0,0,0,0,0
10039,2004,10,47,6,17,22,15,11,27,19,25
10040,2004,0,0,0,0,0,15,0,0,0,12
10041,2004,0,8,25,14,23,30,20,31,11,9
10042,2004,17,15,16,19,0,13,29,14,24,20
10043,2004,10,0,37,27,0,0,0,0,0,0
10044,2004,0,0,0,0,0,0,0,7,2,0
10045,2004,0,0,0,0,0,0,0,0,0,9
10046,2004,0,0,0,0,20,0,0,0,0,0
10047,2004,0,0,0,0,0,0,0,0,0,0
10048,2004,0,12,0,0,0,0,0,0,0,13
10049,2004,0,0,0,0,0,0,15,0,0,0
10050,2004,0,17,0,16,0,9,21,23,0,28
10051,2004,28,0,0,0,0,0,0,0,0,0
10052,2004,29,8,20,15,15,4,23,20,14,8
10053,2004,0,21,12,0,0,0,0,0,0,0
