ST_CASE,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,YEAR
10057,0,0,0,0,0,0,0,0,0,0,2004
10058,0,0,0,0,0,0,0,0,0,0,2004
10059,28,25,0,0,0,20,0,0,10,0,2004
10060,0,0,0,0,15,0,0,0,0,0,2004
10061,14,16,0,8,25,12,16,7,28,15,2004
10062,0,0,0,13,0,0,0,0,0,0,2004
10063,12,7,18,26,14,17,16,16,20,26,2004
10064,7,5,21,15,0,24,0,0,0,0,2004
10065,10,6,14,36,18,17,24,18,10,23,2004
10066,8,12,0,0,0,0,0,0,0,0,2004
10067,0,5,14,14,0,5,0,9,18,27,2004
10068,0,3,0,0,0,0,0,0,0,0,2004
10069,0,0,0,0,0,0,0,0,19,0,2004
10070,0,0,0,0,12,0,0,0,5,0,2004
10071,0,0,4,0,0,0,0,16,0,20,2004
10072,0,0,19,0,0,0,5,13,0,0,2004
10073,18,21,10,20,15,10,16,34,14,11,2004
10074,32,26,21,12,21,10,39,8,8,30,2004
10075,0,0,0,0,0,0,0,0,0,0,2004
10076,0,0,0,0,0,0,0,0,0,0,2004
10077,0,0,0,0,0,0,0,0,0,0,2004
10078,0,0,0,0,0,0,0,0,0,0,2004
10079,6,16,9,18,13,27,14,13,11,14,2004
10080,22,20,8,18,31,19,9,28,16,21,2004
10081,0,0,0,0,0,0,0,0,0,0,2004
10082,25,25,25,25,25,25,25,25,25,25,2004
10083,17,16,13,0,13,19,0,12,0,17,2004
10084,5,0,3,0,0,12,0,0,0,0,2004
10085,0,0,0,8,0,0,0,0,0,0,2004
10086,0,0,0,0,0,0,0,0,0,0,2004
10087,0,0,0,0,0,0,0,0,19,0,2004
10088,0,0,0,0,0,0,11,25,0,0,2004
10089,0,0,0,0,0,0,0,0,0,0,2004
10090,12,0,15,0,0,22,20,18,18,27,2004
10091,0,15,0,0,0,0,0,0,0,0,2004
10092,17,18,17,0,6,30,22,33,5,14,2004
10093,40,0,0,0,0,0,0,17,0,0,2004
10094,20,12,12,5,0,24,7,21,13,18,2004
10095,0,0,0,0,0,0,0,0,0,0,2004
10096,0,0,0,0,0,0,0,4,0,0,2004
10097,0,0,0,0,0,0,0,0,0,0,2004
10098,0,5,0,0,8,0,22,0,0,0,2004
10099,0,11,0,0,0,0,0,0,0,0,2004
10100,0,0,19,20,0,0,0,17,18,0,2004
10101,0,0,0,0,0,0,0,0,0,0,2004
10102,0,0,0,0,0,0,0,0,0,0,2004
10103,11,26,13,15,7,19,6,6,15,19,2004
10104,0,0,0,0,0,0,0,0,0,0,2004
10105,12,0,0,0,0,0,0,0,0,0,2004
10106,0,0,0,0,0,0,0,0,0,0,2004
10107,0,17,0,0,0,0,0,0,0,0,2004
10108,12,0,23,0,0,0,0,14,0,0,2004
10109,0,0,0,0,0,5,0,0,0,0,2004
10110,9,10,0,6,20,17,21,19,0,7,2004
10111,6,7,9,7,10,4,13,6,13,25,2004
10112,0,0,0,0,0,0,0,0,0,0,2004
10113,0,0,0,0,0,0,0,0,0,0,2004
10114,12,0,0,0,0,0,0,0,20,0,2004
10115,29,15,16,7,31,23,17,16,12,12,2004
10116,22,34,11,14,9,27,16,6,11,6,2004
10117,0,0,0,0,0,0,0,0,0,0,2004
10118,18,11,19,16,22,16,27,14,22,26,2004
10119,16,24,15,20,25,17,0,28,13,28,2004
10120,0,0,20,0,21,0,26,0,18,13,2004
10121,0,0,0,0,0,0,0,0,0,0,2004
10122,0,0,0,0,0,0,33,0,0,0,2004
10123,10,22,38,21,9,14,9,20,17,10,2004
10124,0,0,0,0,0,0,0,19,0,12,2004
10125,0,0,0,0,0,0,0,0,0,0,2004
10126,40,0,0,25,8,0,7,0,0,12,2004
10127,9,19,10,7,5,5,0,7,0,14,2004
10128,26,20,12,31,25,14,22,17,0,20,2004
10129,0,0,0,0,0,0,0,0,0,0,2004
10130,0,13,0,0,0,0,0,0,0,0,2004
10131,18,20,7,29,31,34,13,6,14,32,2004
10132,0,0,0,0,23,0,0,0,0,0,2004
10133,0,15,22,9,0,0,0,0,0,0,2004
10134,0,0,0,0,0,0,0,0,0,0,2004
10135,0,0,0,0,0,0,0,0,0,0,2004
10136,14,41,0,0,13,35,12,19,25,17,2004
10137,0,0,0,0,0,0,0,0,0,0,2004
10138,0,0,0,0,10,0,0,0,0,0,2004
10139,14,0,0,0,18,0,0,0,0,0,2004
10140,0,0,0,0,0,0,0,0,0,0,2004
10141,0,0,0,0,0,0,0,0,0,0,2004
10142,4,25,0,10,0,4,0,13,0,8,2004
10143,15,15,15,15,15,15,15,15,15,15,2004
10144,0,17,27,0,36,0,0,7,16,0,2004
10145,0,0,0,0,0,0,8,22,0,0,2004
10146,18,44,14,0,15,19,24,27,0,0,2004
10147,18,9,19,29,13,22,19,31,19,24,2004
10148,0,0,0,0,0,0,0,0,18,0,2004
10149,22,20,11,4,11,31,26,19,3,12,2004
10150,0,4,18,13,0,15,0,21,21,9,2004
10151,0,0,0,0,0,0,0,0,0,0,2004
10152,27,0,21,0,12,0,10,20,13,20,2004
10153,0,0,5,0,0,0,0,0,0,0,2004
10154,33,25,11,28,12,25,22,16,13,25,2004
10155,0,0,0,0,23,0,0,0,0,0,2004
10156,0,11,33,16,12,0,20,18,0,28,2004
10157,0,0,17,0,0,0,0,0,0,0,2004
10158,27,11,0,0,0,0,22,9,22,14,2004
10159,0,17,0,0,0,0,0,0,0,0,2004
10160,0,0,34,34,9,0,7,15,18,26,2004
10161,0,0,0,0,0,12,0,0,0,0,2004
10162,0,0,0,0,0,0,0,0,0,0,2004
10163,0,10,0,10,0,0,0,0,0,6,2004
10164,0,19,0,0,0,26,0,0,0,0,2004
10165,10,0,0,0,0,0,0,0,0,0,2004
10166,21,17,17,32,42,23,16,38,33,49,2004
10167,0,0,0,0,0,0,0,0,0,0,2004
10168,0,0,3,0,0,0,0,0,0,0,2004
10169,0,7,19,0,0,20,0,20,0,0,2004
10170,0,0,0,0,0,8,0,0,0,0,2004
10171,0,0,21,0,0,0,0,0,0,0,2004
10172,0,0,0,0,0,0,0,0,0,0,2004
10173,0,0,0,0,0,0,0,0,0,0,2004
10174,7,7,7,7,7,7,7,7,7,7,2004
10175,0,0,7,0,0,0,0,0,7,0,2004
10176,17,12,14,24,19,17,8,0,18,0,2004
10177,0,29,19,0,0,0,13,22,0,13,2004
10178,14,19,28,13,2,10,20,31,2,2,2004
10179,0,0,0,22,0,0,9,0,0,0,2004
10180,14,18,19,12,0,15,16,0,17,12,2004
10181,18,39,11,23,37,9,13,10,7,15,2004
10182,0,0,4,0,14,14,0,0,25,0,2004
10183,0,0,0,0,0,0,0,0,0,0,2004
10184,0,0,0,0,0,0,0,0,0,0,2004
10185,0,0,0,0,0,0,0,0,23,0,2004
10186,18,18,21,20,25,25,0,0,30,22,2004
10187,0,0,0,0,21,0,0,10,0,0,2004
10188,12,12,20,18,25,8,18,23,22,17,2004
10189,23,5,19,9,22,22,7,9,14,17,2004
10190,0,0,0,21,0,0,0,0,0,0,2004
10191,0,8,20,0,27,5,39,9,0,0,2004
10192,0,0,7,15,30,13,0,0,27,20,2004
10193,0,0,0,0,0,0,0,0,0,0,2004
10195,20,0,20,18,19,9,0,12,19,5,2004
10196,24,33,8,16,18,17,20,7,18,19,2004
10197,0,21,0,0,0,0,0,0,0,0,2004
10198,0,0,0,0,0,0,0,21,0,0,2004
10199,15,0,0,0,0,0,18,0,27,0,2004
10200,0,0,0,0,0,0,0,0,0,0,2004
10201,0,0,0,0,0,0,0,0,0,0,2004
10202,0,0,0,0,0,0,0,0,0,0,2004
10203,16,0,0,16,0,0,0,0,0,0,2004
10204,19,22,12,37,17,12,31,40,15,36,2004
10205,7,13,10,15,18,0,0,0,0,0,2004
10206,0,0,0,0,0,0,0,0,0,0,2004
10207,0,0,0,0,0,0,0,0,0,0,2004
10208,0,0,0,0,0,0,0,0,0,0,2004
10209,0,0,10,0,0,0,12,0,0,0,2004
10210,0,0,14,0,0,0,0,0,0,0,2004
10211,6,18,6,7,0,12,6,0,13,12,2004
10212,0,0,0,0,0,0,0,0,0,0,2004
10213,6,6,0,0,0,0,12,0,0,0,2004
10214,0,22,0,0,14,0,15,18,0,0,2004
10215,0,0,0,0,0,0,12,0,0,0,2004
10216,0,0,0,0,0,12,0,0,0,0,2004
10217,0,0,0,0,0,0,22,18,0,0,2004
10218,0,0,26,0,0,0,0,0,0,0,2004
10219,29,0,0,0,0,0,0,0,0,0,2004
10220,0,0,0,0,13,0,0,11,0,23,2004
10221,0,0,0,0,22,0,0,8,0,0,2004
10222,20,26,9,36,27,0,13,41,38,14,2004
10223,0,19,0,0,0,0,0,0,0,0,2004
10224,26,0,0,0,0,9,3,0,0,0,2004
10225,11,0,0,0,0,0,0,0,0,0,2004
10226,2,18,22,0,12,16,10,0,11,0,2004
10227,11,0,20,13,15,7,25,32,19,13,2004
10228,0,0,0,0,0,0,0,0,0,0,2004
10229,0,0,16,0,0,19,12,0,0,0,2004
10230,29,13,10,51,19,2,20,22,16,11,2004
10231,0,0,29,0,11,0,0,0,0,0,2004
10232,0,0,21,0,0,24,26,0,25,22,2004
10233,24,24,24,24,24,24,24,24,24,24,2004
10234,18,6,0,6,29,10,21,29,15,16,2004
10235,0,0,0,0,0,0,0,0,0,0,2004
10236,24,0,0,0,0,0,0,0,0,0,2004
10237,0,0,0,0,0,0,0,0,0,0,2004
10238,0,0,10,0,0,1,0,0,0,0,2004
10239,0,0,5,0,0,15,0,20,0,0,2004
10240,0,0,17,0,0,19,0,6,0,0,2004
10241,0,0,0,0,0,0,0,0,0,0,2004
10242,10,12,8,36,9,28,24,15,7,17,2004
10243,20,11,18,9,0,0,23,0,19,17,2004
10244,0,0,0,0,0,24,0,0,0,0,2004
10245,23,23,23,23,23,23,23,23,23,23,2004
10246,0,0,0,0,0,0,0,0,0,0,2004
10247,21,0,0,10,0,0,0,0,0,16,2004
10248,0,0,12,0,0,0,0,0,0,0,2004
10249,0,17,0,17,3,18,19,0,29,0,2004
10250,0,0,0,0,0,0,0,0,0,0,2004
10251,11,21,21,13,22,46,10,0,29,24,2004
10252,0,0,0,0,0,0,11,0,0,0,2004
10253,0,0,0,0,0,0,0,14,0,0,2004
10254,0,15,0,0,19,0,0,0,0,0,2004
10255,0,0,0,7,0,0,0,13,28,0,2004
10256,0,0,0,12,0,0,0,0,0,0,2004
10257,0,0,0,0,0,0,22,0,0,0,2004
10258,8,0,2,20,17,24,23,10,8,19,2004
10259,0,11,0,0,15,0,0,0,6,13,2004
10260,0,0,0,0,0,0,0,0,0,0,2004
10261,0,0,0,0,0,0,0,0,0,0,2004
10262,0,0,0,0,0,0,0,0,0,0,2004
10263,0,3,0,0,21,15,0,0,0,0,2004
10264,6,0,9,0,0,0,0,0,12,11,2004
10265,26,22,0,25,21,20,23,14,15,16,2004
10266,0,0,13,0,0,0,0,26,0,0,2004
10267,0,0,0,0,37,0,0,0,4,0,2004
10268,0,0,0,0,0,0,0,0,0,0,2004
10269,4,7,13,23,14,21,15,19,13,20,2004
10270,24,24,24,24,24,24,24,24,24,24,2004
10271,0,0,20,0,0,0,0,0,20,13,2004
10272,0,0,0,0,0,0,0,0,0,0,2004
10273,0,16,0,0,0,7,0,16,0,0,2004
10274,11,11,11,11,11,11,11,11,11,11,2004
10275,36,17,0,0,0,6,14,19,0,0,2004
10276,0,21,0,0,0,0,19,0,0,0,2004
10277,15,17,17,0,18,7,15,0,0,24,2004
10278,0,11,0,0,0,0,0,0,0,0,2004
10279,9,0,0,0,10,0,0,0,0,18,2004
10280,0,0,0,0,24,0,0,0,0,0,2004
10281,16,16,16,16,16,16,16,16,35,16,2004
10282,0,0,0,0,0,0,0,0,0,0,2004
10283,0,0,0,0,0,0,0,0,0,0,2004
10284,14,0,0,0,22,25,0,0,7,0,2004
10285,12,17,25,30,12,12,9,30,15,31,2004
10286,0,0,0,0,0,0,0,0,0,0,2004
10287,0,0,0,0,0,0,0,0,0,0,2004
10288,0,0,0,0,0,0,0,0,0,0,2004
10289,0,0,0,0,0,0,0,0,0,0,2004
10290,6,0,18,18,0,0,11,21,16,14,2004
10291,0,0,0,0,0,0,0,0,0,0,2004
10292,16,26,38,22,19,17,19,11,41,12,2004
10293,15,10,26,18,6,11,18,7,11,0,2004
10294,0,0,0,0,0,0,0,0,0,0,2004
10295,0,0,27,9,8,11,34,11,8,26,2004
10296,18,12,17,30,12,19,27,19,10,13,2004
10297,1,1,1,1,1,1,1,1,1,1,2004
10298,16,22,18,17,17,21,24,5,16,16,2004
10299,0,0,10,17,0,0,5,0,0,0,2004
10300,33,33,33,33,33,33,33,33,33,33,2004
10301,0,0,10,26,0,0,0,0,0,0,2004
10302,0,0,0,0,0,0,0,0,0,0,2004
10303,18,5,19,6,22,14,20,19,19,24,2004
10304,0,15,30,0,0,0,0,0,18,0,2004
10305,0,0,0,0,0,19,0,0,0,0,2004
10306,0,0,0,0,0,0,36,0,0,0,2004
10307,0,0,0,0,0,15,8,0,0,0,2004
10308,13,13,13,13,13,13,13,13,13,13,2004
10309,0,0,0,0,3,0,0,0,0,0,2004
10310,0,0,0,0,0,0,0,0,0,0,2004
10311,29,23,20,30,17,27,12,12,24,26,2004
10312,0,0,0,0,0,0,0,0,0,0,2004
10313,8,0,17,12,17,19,5,8,3,11,2004
10314,25,28,19,31,12,9,9,20,26,44,2004
10315,0,0,0,0,0,0,0,0,0,0,2004
10316,0,0,0,0,0,0,0,0,0,0,2004
10317,0,0,0,0,0,0,0,0,0,0,2004
10318,0,6,0,0,15,0,0,0,0,10,2004
10319,0,0,0,0,0,9,0,0,0,0,2004
10320,20,22,16,18,8,10,6,16,18,20,2004
10321,20,20,20,20,20,20,20,20,20,20,2004
10322,20,10,0,29,2,24,18,10,29,17,2004
10323,0,0,22,25,30,30,22,0,0,10,2004
10324,0,0,0,0,0,0,0,0,0,0,2004
10325,0,16,0,0,0,9,0,0,0,0,2004
10326,12,19,14,11,19,0,20,19,16,23,2004
10327,15,0,0,0,0,0,0,0,0,0,2004
10328,0,22,0,0,0,0,0,21,0,31,2004
10329,17,0,14,8,11,14,0,0,20,22,2004
10330,7,14,22,16,10,13,32,4,15,10,2004
10331,0,0,0,0,0,0,0,0,0,0,2004
10332,18,14,15,16,44,16,28,18,31,24,2004
10333,0,0,0,0,0,0,0,0,0,0,2004
10334,0,0,0,0,0,0,0,0,0,0,2004
10335,15,6,18,21,30,5,19,26,15,0,2004
10336,0,0,0,0,0,0,0,0,0,0,2004
10337,18,28,17,15,15,24,14,48,24,21,2004
10338,0,0,0,11,0,14,0,14,0,0,2004
10339,61,0,0,11,21,0,10,92,5,18,2004
10340,0,0,0,0,0,0,0,0,0,0,2004
10341,0,0,0,19,0,0,0,0,0,0,2004
10342,0,0,0,0,0,0,0,0,0,0,2004
10343,0,0,0,0,0,0,0,0,0,0,2004
10344,0,0,0,0,0,0,0,0,14,0,2004
10345,0,0,0,0,0,0,0,0,0,0,2004
10346,0,0,0,0,0,0,0,0,0,0,2004
10347,31,15,7,20,19,27,9,22,9,19,2004
10348,0,0,0,0,0,0,0,0,0,0,2004
10349,0,0,0,0,0,0,20,0,0,0,2004
10350,5,17,30,26,14,19,12,14,42,22,2004
10351,0,8,0,7,8,7,0,24,0,18,2004
10352,0,0,0,0,0,17,0,0,0,0,2004
10353,0,0,0,0,0,0,0,0,0,0,2004
10354,0,0,0,0,0,0,0,0,0,0,2004
10355,31,15,0,16,34,0,0,26,18,0,2004
10356,24,24,24,24,24,24,24,24,24,24,2004
10357,0,0,14,0,0,0,23,0,0,0,2004
10358,19,8,16,15,17,25,8,13,9,29,2004
10359,0,0,0,0,0,0,0,0,0,0,2004
10360,23,23,23,23,23,23,23,23,23,23,2004
10361,7,0,0,0,0,0,0,0,0,0,2004
10362,31,28,0,0,0,20,0,0,0,0,2004
10363,0,0,0,0,0,11,0,0,0,0,2004
10364,0,18,0,21,0,0,0,22,0,16,2004
10365,29,0,26,38,0,0,23,11,21,23,2004
10366,31,17,32,8,26,24,22,17,18,26,2004
10367,0,0,0,0,34,0,0,0,0,10,2004
10368,19,26,5,29,10,14,22,5,0,20,2004
10369,0,0,0,0,0,0,0,0,0,0,2004
10370,18,22,17,18,14,20,13,14,13,13,2004
10371,0,18,24,0,0,0,0,38,8,0,2004
10372,16,16,16,16,16,16,16,16,16,16,2004
10373,0,33,0,0,19,33,22,22,0,0,2004
10374,25,25,15,21,39,28,27,17,24,19,2004
10375,0,35,0,0,0,0,0,0,0,2,2004
10376,0,21,0,0,0,0,0,28,0,11,2004
10377,0,0,0,0,0,0,0,0,0,15,2004
10378,15,4,24,0,21,29,0,32,28,9,2004
10379,18,20,0,21,0,16,0,10,0,0,2004
10380,0,0,0,0,0,0,0,0,0,0,2004
10381,0,0,0,0,0,0,0,0,0,0,2004
10382,0,0,0,0,0,0,0,0,7,0,2004
10383,21,15,19,18,11,28,30,14,28,9,2004
10384,9,9,9,9,9,9,9,9,9,9,2004
10385,38,16,20,11,11,15,0,0,0,0,2004
10386,7,22,4,22,32,33,20,9,9,17,2004
10387,18,26,45,21,22,24,22,21,17,0,2004
10388,18,12,17,15,10,16,29,18,14,17,2004
10389,0,16,0,0,0,0,0,17,0,17,2004
10390,18,31,29,8,19,0,25,24,23,39,2004
10391,0,0,0,0,0,0,17,0,0,15,2004
10392,0,18,24,25,15,21,26,14,11,25,2004
10393,0,11,7,8,0,19,0,13,15,15,2004
10394,0,7,0,0,0,0,9,0,0,12,2004
10395,5,0,0,31,0,10,0,22,10,0,2004
10396,0,0,0,0,0,0,0,0,0,0,2004
10397,10,0,0,13,13,0,0,35,18,0,2004
10398,0,0,0,0,0,0,0,0,0,0,2004
10399,0,0,5,0,0,0,0,0,0,0,2004
10400,0,0,0,0,0,0,0,0,0,0,2004
10401,0,0,0,0,0,0,0,0,0,0,2004
10402,0,8,18,20,14,9,32,0,20,0,2004
10403,0,0,0,0,0,0,0,0,22,0,2004
10404,37,37,37,37,37,37,37,37,37,37,2004
10405,7,11,21,10,13,18,23,20,19,10,2004
10406,0,8,0,0,0,0,0,20,0,0,2004
10407,0,0,0,0,0,0,0,0,0,0,2004
10408,0,0,0,0,0,0,23,0,0,0,2004
10409,0,0,17,0,0,0,2,0,0,0,2004
10410,0,0,6,21,10,29,14,13,15,13,2004
10411,0,0,0,0,0,0,14,0,0,0,2004
10412,13,27,16,23,17,16,22,11,22,6,2004
10413,0,11,0,0,0,0,0,0,0,0,2004
10414,6,12,19,4,14,8,7,14,22,21,2004
10415,10,10,10,10,10,10,10,10,10,10,2004
10416,0,14,0,0,0,0,0,0,6,0,2004
10417,0,0,0,0,0,0,0,0,0,0,2004
10418,0,0,0,0,0,0,0,0,0,0,2004
10419,0,0,0,0,0,0,0,0,0,0,2004
10420,0,0,0,0,0,0,0,0,0,0,2004
10421,20,0,0,0,0,0,0,0,0,0,2004
10422,8,0,0,15,0,0,0,3,0,0,2004
10423,0,0,0,0,0,0,12,0,0,0,2004
10424,0,31,0,0,0,0,17,10,16,0,2004
10425,0,0,0,0,0,0,33,0,0,0,2004
10426,0,0,0,0,0,0,0,0,0,0,2004
10427,21,0,29,0,0,12,0,5,10,16,2004
10428,14,12,20,16,14,19,19,28,25,7,2004
10429,0,0,0,20,27,16,0,27,11,32,2004
10430,6,0,6,0,17,0,0,0,0,13,2004
10431,0,0,0,0,0,0,0,0,0,0,2004
10432,0,0,0,0,0,0,0,0,33,0,2004
10433,18,32,16,0,34,25,25,31,0,0,2004
10434,0,0,0,0,0,0,0,0,0,0,2004
10435,0,0,8,0,16,0,0,0,16,0,2004
10436,0,0,0,0,0,0,0,0,0,0,2004
10437,18,30,6,9,8,0,13,14,28,10,2004
10438,16,0,14,18,24,5,0,0,0,0,2004
10439,0,0,0,13,0,0,0,28,13,10,2004
10440,11,0,0,0,0,0,0,20,0,0,2004
10441,14,10,21,14,14,4,19,21,15,5,2004
10442,0,0,0,0,0,0,0,0,0,0,2004
10443,0,0,17,0,0,0,0,0,0,0,2004
10444,0,0,0,0,0,9,0,0,0,0,2004
10445,0,0,11,0,14,0,0,8,0,0,2004
10446,0,0,0,0,0,0,0,0,0,0,2004
10447,0,0,0,0,0,0,0,0,0,0,2004
10448,0,0,0,0,0,0,12,0,0,0,2004
10449,0,0,0,0,0,0,25,0,0,0,2004
10450,0,0,0,0,0,0,0,0,0,0,2004
10451,12,11,7,11,23,18,13,20,15,9,2004
10452,0,0,0,0,0,26,0,0,42,0,2004
10453,23,9,13,19,35,6,27,15,13,27,2004
10454,0,0,5,11,0,0,0,16,0,0,2004
10455,9,14,25,17,9,20,7,11,33,8,2004
10456,0,0,0,0,0,0,0,0,0,0,2004
10457,0,0,0,0,21,14,0,0,0,0,2004
10458,0,0,0,0,0,16,0,10,9,0,2004
10459,0,7,0,0,0,7,0,0,0,0,2004
10460,15,15,15,15,28,15,15,15,15,15,2004
10461,0,0,0,0,18,0,0,0,13,0,2004
10462,0,0,0,0,0,0,0,0,11,0,2004
10463,12,0,10,4,28,0,21,23,0,22,2004
10464,25,14,16,29,26,26,10,14,22,13,2004
10465,0,5,8,25,14,17,2,18,15,23,2004
10466,0,0,0,0,0,0,0,0,0,0,2004
10467,0,0,0,50,0,0,0,0,0,0,2004
10468,0,0,0,0,0,0,0,0,0,0,2004
10469,0,0,0,3,0,0,16,0,0,9,2004
10470,11,27,21,0,20,19,9,16,3,23,2004
10471,4,7,17,2,22,17,13,21,29,17,2004
10472,0,0,0,0,0,0,0,0,0,0,2004
10473,14,0,0,0,0,0,13,0,0,0,2004
10474,0,17,8,0,0,0,0,0,0,25,2004
10475,5,5,12,5,5,5,5,26,5,5,2004
10476,0,0,0,0,0,0,0,0,0,0,2004
10477,0,0,0,0,0,0,0,0,0,0,2004
10478,0,0,0,0,0,0,0,0,0,0,2004
10479,15,8,14,0,0,0,9,0,0,0,2004
10480,0,9,20,27,24,0,26,27,18,19,2004
10481,0,0,0,11,0,0,0,14,0,0,2004
10482,0,0,0,0,0,0,12,0,0,0,2004
10483,22,21,0,11,8,17,20,0,20,0,2004
10484,17,13,7,0,14,16,21,0,6,8,2004
10485,0,0,0,33,0,0,0,0,0,0,2004
10486,7,31,8,23,17,18,24,12,17,13,2004
10487,0,0,0,0,0,0,0,0,0,0,2004
10488,0,0,0,0,0,0,0,0,0,0,2004
10489,0,0,0,0,0,0,0,0,0,0,2004
10490,0,0,0,0,0,0,0,0,23,0,2004
10491,0,0,0,0,0,13,0,0,0,0,2004
10492,24,1,24,21,0,23,0,0,0,0,2004
10493,0,0,0,0,0,0,0,13,0,0,2004
10494,0,0,0,0,0,0,0,0,20,0,2004
10495,0,0,0,23,0,0,0,0,31,0,2004
10496,25,18,0,18,0,0,0,0,0,0,2004
10497,0,0,0,0,0,0,0,0,21,0,2004
10498,0,0,0,0,0,0,0,0,0,0,2004
10499,15,0,11,0,10,20,16,10,17,13,2004
10500,0,0,0,0,0,0,0,0,0,0,2004
10501,20,25,13,8,11,20,17,33,17,11,2004
10502,0,0,22,0,0,0,25,0,0,14,2004
10503,0,0,0,0,0,0,0,0,13,0,2004
10504,0,0,0,5,0,0,0,0,0,0,2004
10505,0,13,0,0,23,0,0,0,0,0,2004
10506,0,0,0,0,0,0,0,0,0,0,2004
10507,0,0,0,0,0,0,0,0,0,0,2004
10508,0,0,24,0,5,0,5,0,0,0,2004
10509,0,28,20,17,13,0,0,0,0,16,2004
10510,16,27,0,16,0,0,25,12,0,0,2004
10511,0,0,0,0,16,17,0,15,0,0,2004
10512,21,0,22,8,10,10,0,29,6,25,2004
10513,13,13,13,13,13,13,13,13,13,13,2004
10514,0,0,0,0,0,0,0,0,0,0,2004
10515,0,23,20,10,0,14,0,0,27,0,2004
10516,0,0,0,0,0,0,0,0,0,0,2004
10517,38,0,0,0,0,11,0,0,0,0,2004
10518,23,23,26,19,0,11,14,27,20,0,2004
10520,18,18,18,18,18,18,18,18,18,18,2004
10521,14,0,0,9,11,18,28,22,0,12,2004
10522,19,25,0,9,12,0,0,0,8,20,2004
10523,0,10,0,0,0,0,0,0,0,0,2004
10524,11,0,0,0,0,0,0,0,0,0,2004
10525,0,0,8,2,0,0,29,0,4,0,2004
10526,0,0,0,0,0,0,0,0,0,0,2004
10527,0,0,0,0,0,0,0,0,16,0,2004
10528,17,0,0,0,0,0,0,0,9,0,2004
10529,0,0,0,0,0,0,0,0,0,0,2004
10530,0,0,6,0,0,0,0,0,0,0,2004
10531,0,0,0,0,0,0,0,0,0,0,2004
10532,0,0,0,0,0,0,0,0,0,0,2004
10533,0,0,0,0,0,0,0,0,0,0,2004
10534,0,0,0,0,0,0,0,0,0,0,2004
10535,0,0,0,12,0,0,29,0,0,0,2004
10536,0,0,23,0,0,15,0,0,0,0,2004
10537,39,9,14,7,20,14,11,25,24,32,2004
10538,0,0,0,0,0,0,0,7,0,0,2004
10539,0,0,0,0,0,0,0,0,0,0,2004
