ST_CASE,PERSONS,COUNTY,CITY,DAY,MONTH,YEAR,DAY_WEEK,HOUR,MINUTE,ROUTE,TWAY_ID,TWAY_ID2,LATITUDE,LONGITUD,TYP_INT,WEATHER1,WEATHER2,WEATHER,CF1,CF2,CF3,FATALS
480001,8,85,5390,1,1,2016,6,1,13,3,SR-289 PRESTON RD,HEDGCOXE RD,33.08231944,-96.8006,2,1,0,1,0,0,0,1
480002,2,159,0,1,1,2016,6,6,45,1,I-30,,33.16255833,-95.1619,1,10,0,10,0,0,0,2
480003,1,201,3280,1,1,2016,6,5,50,1,I-69/US-59 SOUTHWEST FWY,,29.71379444,-95.5029,1,10,0,10,0,0,0,1
480004,3,205,0,1,1,2016,6,4,8,2,US-385,,35.80552778,-102.351,1,1,0,1,0,0,0,1
480005,1,361,7200,1,1,2016,6,2,0,8,FM 105 MAIN ST,,30.11707778,-94.0083,1,10,0,10,0,0,0,1
480006,1,373,4020,1,1,2016,6,21,46,2,US-59,,30.68573889,-94.9494,1,1,0,1,0,0,0,1
480007,1,487,7180,1,1,2016,6,6,11,2,US-70/287,,34.16070278,-99.2905,1,1,0,1,0,0,0,1
480008,3,29,6090,2,1,2016,7,18,51,1,I-37,,29.43452222,-98.4781,1,2,0,2,0,0,0,1
480009,4,91,0,2,1,2016,7,10,16,1,I-35,,29.79818056,-98.0182,1,2,0,2,0,0,0,1
480010,1,113,1190,2,1,2016,7,15,28,1,I-35,,32.96082222,-96.9152,1,10,0,10,0,0,0,1
480011,1,113,3420,2,1,2016,7,23,35,3,SR-12,,32.81568333,-96.9218,1,1,0,1,19,0,0,1
480012,2,135,0,2,1,2016,7,14,0,8,SL 338,FM 554,31.93435,-102.361,2,10,0,10,0,0,0,1
480013,1,201,3280,2,1,2016,7,21,0,7,I-10,CALLES ST,29.77383333,-95.3176,3,2,0,2,0,0,0,1
480014,1,29,6090,3,1,2016,1,18,58,6,ZARZAMORA ST,CERALVO ST,29.40682222,-98.5297,2,1,0,1,0,0,0,1
480015,1,167,6860,3,1,2016,1,18,51,6,VAUTHIER RD,,29.38479444,-94.9929,1,1,0,1,0,0,0,1
480016,1,183,0,3,1,2016,1,15,4,8,FM 1252,,32.44506111,-94.9463,1,1,0,1,0,0,0,1
480017,1,201,3280,3,1,2016,1,18,26,6,LIMESTONE,,29.82698889,-95.4934,1,1,0,1,0,0,0,1
480018,4,201,3280,3,1,2016,1,2,20,6,MILAM ST,,29.738275,-95.3825,1,2,0,2,0,0,0,1
480019,3,201,6970,3,1,2016,1,12,58,6,BROWN RD,,30.10233056,-95.6445,1,1,0,1,0,0,0,1
480020,2,299,0,3,1,2016,1,3,0,3,SR-29,,30.7493,-98.5282,1,10,0,10,0,0,0,1
480021,1,379,0,3,1,2016,1,19,38,8,FM 514,,32.95124444,-95.7008,1,1,0,1,0,0,0,1
480022,2,491,6780,3,1,2016,1,9,46,2,US-79 FOURTH ST,,30.57883056,-97.36200000000001,1,1,0,1,0,0,0,1
480023,3,21,0,4,1,2016,2,13,10,3,SR-304,,30.01841111,-97.3036,1,1,0,1,0,0,0,1
480024,2,29,6090,4,1,2016,2,12,37,6,NEW SULPHUR SPRINGS RD,,29.37189722,-98.3934,1,1,0,1,0,0,0,1
480025,1,113,1730,4,1,2016,2,5,57,1,I-20 LBJ FWY,,32.65680556,-96.742,1,1,0,1,23,0,0,1
480026,3,201,3280,4,1,2016,2,1,19,6,POST OAK RD,ALLUM RD,29.6408,-95.4637,2,1,0,1,0,0,0,1
480027,1,325,0,4,1,2016,2,6,10,8,FM 1343,,29.24754444,-98.9478,1,1,0,1,0,0,0,1
480028,1,441,30,4,1,2016,2,2,11,1,I-20,,32.48058333,-99.7772,1,1,0,1,0,0,0,1
480029,2,453,0,4,1,2016,2,15,57,6,HOWARD LN,,30.44449167,-97.7102,1,1,0,1,0,0,0,2
480030,2,453,0,4,1,2016,2,23,54,4,CR-SANDIFER ST,,30.23746667,-97.5892,1,1,0,1,0,0,0,1
480031,1,65,0,5,1,2016,3,22,30,7,I-40,,35.22044722,-101.561,1,5,0,5,0,0,0,1
480032,3,215,4197,5,1,2016,3,22,24,3,SR-336 10TH ST,SPRAGUE AVE,26.30120556,-98.2134,2,1,0,1,0,0,0,1
480033,1,245,5430,5,1,2016,3,22,17,2,US-69/287,,29.93811667,-93.9828,1,1,0,1,0,0,0,1
480034,8,365,0,5,1,2016,3,17,7,2,US-79,,32.36957222,-94.0603,1,1,0,1,0,0,0,1
480035,2,113,1730,6,1,2016,4,20,54,8,SL-12 LEDBETTER DR,,32.688825,-96.7836,1,2,0,2,0,0,0,1
480036,1,113,1730,6,1,2016,4,18,34,6,MARTIN LUTHER KING JR BLVD,,32.76918056,-96.7683,1,2,0,2,0,0,0,1
480037,2,121,1190,6,1,2016,4,18,5,8,FM2281 OLD DENTON RD,INDIAN RUN DR,33.03015833,-96.9183,3,2,0,2,0,0,0,1
480038,1,223,0,6,1,2016,4,7,30,4,CR-3564,,33.2408,-95.4903,1,1,0,1,0,0,0,1
480040,1,385,0,6,1,2016,4,9,30,2,US-83,,29.65690833,-99.7548,1,2,0,2,0,0,0,1
480041,1,495,0,6,1,2016,4,20,1,4,CR-TODD AVE ALLEY,,31.83901111,-103.088,1,10,0,10,0,0,0,1
480042,1,29,6090,7,1,2016,5,22,33,6,COMMERCE ST,,29.42488611,-98.4929,1,1,0,1,0,0,0,1
480043,2,29,6090,7,1,2016,5,21,19,6,DALHGREEN AVE,,29.40372222,-98.56700000000001,1,1,0,1,0,0,0,1
480044,2,37,0,7,1,2016,5,19,35,2,US-82,,33.50401111,-94.5801,1,5,0,5,0,0,0,1
480045,2,89,0,7,1,2016,5,6,55,2,US-90A,CR-RAMSEY RD,29.58703056,-96.4072,3,2,0,2,0,0,0,1
480046,1,201,3280,7,1,2016,5,13,0,6,BELLAIRE BLVD,,29.70498056,-95.5318,1,10,0,10,0,0,0,1
480047,4,209,3760,7,1,2016,5,19,50,7,I-35,,30.00428889,-97.8663,1,1,0,1,0,0,0,1
480048,2,371,0,7,1,2016,5,22,10,8,FM 1776,FM 1450,31.27975,-103.06,3,1,0,1,0,0,0,1
480049,2,373,0,7,1,2016,5,0,2,8,FM 2457,,30.73911111,-95.0225,1,2,0,2,0,0,0,1
480050,3,439,2450,7,1,2016,5,20,44,1,I-35W/SOUTH FWY,,32.58895,-97.3196,1,1,0,1,0,0,0,1
480051,1,439,260,7,1,2016,5,2,50,6,COLLINS ST,MAYFIELD RD,32.69203611,-97.0979,2,2,0,2,0,0,0,1
480052,2,25,0,8,1,2016,6,20,48,3,SR-202,,28.3905,-97.4133,1,5,0,5,19,0,0,1
480053,2,27,6810,8,1,2016,6,15,37,8,FM 93,FM 1741/31ST ST,31.03728889,-97.3925,3,1,0,1,0,0,0,1
480054,1,85,1730,8,1,2016,6,22,35,6,DALLAS NORTH TOLLWAY,,32.99063333,-96.8293,1,1,0,1,0,0,0,1
480055,2,145,0,8,1,2016,6,17,7,3,SR-7,,31.3196,-96.7972,1,1,0,1,0,0,0,1
480056,3,157,0,8,1,2016,6,18,18,3,SR-36,SP 10/GERKEN RD,29.47403889,-95.814,2,2,0,2,0,0,0,1
480057,1,201,3280,8,1,2016,6,0,30,6,WESTHEIMER RD,TAFT ST,29.74454722,-95.38600000000001,2,10,0,10,0,0,0,1
480058,2,29,6090,9,1,2016,7,3,55,1,I-35,,29.44012222,-98.4417,1,1,0,1,0,0,0,1
480059,4,29,6090,9,1,2016,7,16,52,7,I-410/LOOP 410,FM 1348/HOUSTON ST,29.42318056,-98.3884,2,1,0,1,0,0,0,1
480060,4,85,0,9,1,2016,7,19,39,8,FM 3364,,33.1324,-96.48700000000001,1,1,0,1,0,0,0,2
480061,1,141,2190,9,1,2016,7,17,59,6,MONTANA AVE,,31.77696389,-106.471,1,1,0,1,0,0,0,1
480062,1,201,0,9,1,2016,7,13,7,7,I-10,,29.77121111,-95.1683,1,1,0,1,0,0,0,1
480063,2,201,480,9,1,2016,7,19,20,3,SR-146E BUSINESS,ALEXANDER DR,29.72549167,-94.96,2,1,0,1,0,0,0,1
480064,4,215,7330,9,1,2016,7,7,31,6,WESTGATE DR,MILE 10 RD,26.19871111,-98.0075,2,1,0,1,0,0,0,1
480065,2,491,0,9,1,2016,7,2,20,8,FM 971,,30.68458056,-97.5034,1,1,0,1,0,0,0,1
480066,1,113,1730,10,1,2016,1,0,1,1,I-30 RAMP,1ST AVE,32.78210833,-96.7701,1,10,0,10,0,0,0,1
480067,1,201,480,10,1,2016,1,18,47,7,SS-330/DECKER DR,,29.75570833,-94.994,1,1,0,1,0,0,0,1
480068,3,439,2450,10,1,2016,1,17,24,1,I-820/LOOP 820,,32.72045,-97.2251,1,1,0,1,0,0,0,1
480069,2,29,6090,11,1,2016,2,12,20,6,UPLAND DR,,29.41925,-98.4141,1,1,0,1,0,0,0,1
480070,1,113,1539,11,1,2016,2,17,5,6,FREEPORT PKWY,BETHAL RD,32.95478056,-97.01100000000001,2,1,0,1,16,0,0,1
480071,3,113,2590,11,1,2016,2,18,36,6,SATURN RD,,32.88659167,-96.6482,1,1,0,1,0,0,0,1
480073,1,201,3280,11,1,2016,2,12,25,1,I-45 NORTH FWY,,29.92551944,-95.412,1,1,0,1,0,0,0,1
480074,3,5,0,12,1,2016,3,7,59,2,US-69,,31.30448889,-94.6706,1,1,0,1,0,0,0,2
480075,1,27,3690,12,1,2016,3,14,9,2,US-190F BUSINESS VETERANS MEM,,31.10715833,-97.7111,1,10,0,10,0,0,0,1
480076,3,29,0,12,1,2016,3,5,54,2,US-281,TRINITY PARK,29.69888611,-98.4513,3,1,0,1,14,0,0,1
480077,1,113,2800,12,1,2016,3,23,31,7,SR-161,,32.71426389,-97.024,1,1,0,1,0,0,0,1
480078,2,201,0,12,1,2016,3,20,16,4,CR-GARTH RD,,29.83993056,-94.9881,1,1,0,1,0,0,0,1
480079,2,245,490,12,1,2016,3,20,26,1,I-10,,30.05869444,-94.1362,1,1,0,1,0,0,0,1
480080,2,355,5420,13,1,2016,4,17,58,3,SR-361,,27.77894167,-97.1052,1,1,0,1,0,0,0,1
480081,1,407,0,13,1,2016,4,17,54,3,SR-156,,30.60395833,-95.1503,1,1,0,1,0,0,0,1
480082,3,1,0,14,1,2016,5,15,0,3,SR-19,,31.91690556,-95.7369,1,1,0,1,0,0,0,1
480083,2,367,0,14,1,2016,5,0,45,8,FM920,,32.80149444,-97.8364,1,1,0,1,0,0,0,1
480084,1,453,330,14,1,2016,5,14,46,6,RIVERSIDE DR,CROSSING PLACE,30.23164444,-97.7173,3,1,0,1,0,0,0,1
480085,4,225,0,15,1,2016,6,8,0,8,FM1280,,31.14618611,-95.5134,1,1,0,1,0,0,0,1
480086,2,201,3280,15,1,2016,6,6,30,1,I-610RAMP,,29.67906944,-95.4426,1,1,0,1,0,0,0,1
480087,1,347,0,15,1,2016,6,11,55,2,US-59,,31.52098056,-94.6963,1,1,0,1,0,0,0,1
480088,1,201,6556,16,1,2016,7,0,45,1,I-10 KATY FWY,,29.78466389,-95.5106,1,1,0,1,19,0,0,1
480089,3,141,2190,17,1,2016,1,22,24,3,SR-20 MESA DR,,31.83315,-106.537,1,1,0,1,0,0,0,1
480090,1,183,0,17,1,2016,1,23,50,1,I-20,,32.43242778,-94.7641,1,1,0,1,0,0,0,1
480091,1,201,0,17,1,2016,1,20,3,3,SR-249 MOUNT HOUSTON RD,,29.89784444,-95.4377,1,1,0,1,0,0,0,1
480092,7,201,5230,17,1,2016,1,18,18,6,FAIRMONT PKWY,,29.65078611,-95.1818,1,1,0,1,0,0,0,1
480093,1,201,0,18,1,2016,2,15,5,8,SL-8 BELTWAY NORTH,,29.87950556,-95.5487,1,1,0,1,0,0,0,1
480094,1,29,0,21,1,2016,5,3,46,1,I-10,,29.72818333,-98.6755,1,5,0,5,23,0,0,1
480095,1,29,6090,1,1,2016,6,4,10,1,I-10,,29.43317222,-98.5016,1,2,0,2,19,0,0,1
480096,3,453,0,1,1,2016,6,18,27,3,SR-71,,30.34665,-98.0509,1,1,0,1,0,0,0,2
480097,1,201,3280,2,1,2016,7,11,58,6,CR-9981 LAKE HOUSTON W PKWY,,29.895525,-95.1763,1,1,0,1,0,0,0,1
480098,3,291,0,2,1,2016,7,11,42,2,US-59,,30.28556111,-95.1262,1,1,0,1,0,0,0,1
480099,1,361,0,3,1,2016,1,3,30,4,CR-HARVEY ST,,30.03088333,-93.8114,1,1,0,1,0,0,0,1
480100,4,201,0,4,1,2016,2,19,0,4,CR-WINDMILL VILLAGE DR,,29.71709722,-95.6421,1,1,0,1,0,0,0,1
480101,1,29,6090,5,1,2016,3,2,56,1,I-10,,29.6045,-98.6015,1,1,0,1,0,0,0,1
480102,1,491,330,6,1,2016,4,23,13,6,LAKECREEK PKWY,,30.47539444,-97.794,1,2,0,2,0,0,0,1
480103,2,139,4570,8,1,2016,6,13,20,2,US-287,,32.4464,-96.9258,1,1,0,1,20,0,0,2
480104,4,389,0,8,1,2016,6,7,10,2,US-285,,31.18409444,-103.304,1,1,0,1,0,0,0,2
480105,6,197,0,9,1,2016,7,12,36,2,US-287,CR-NIPPERT RD,34.36295,-99.9872,1,10,0,10,0,0,0,2
480106,2,289,0,9,1,2016,7,14,48,2,US-79,,31.5743,-95.8816,1,10,0,10,0,0,0,1
480107,3,339,0,9,1,2016,7,5,7,8,FM1485,CR-ROADWAY LN,30.1485,-95.1631,3,10,0,10,0,0,0,1
480108,5,37,0,10,1,2016,1,3,45,2,US-259,CR-4255,33.4664,-94.6388,3,1,0,1,0,0,0,1
480109,1,201,3280,10,1,2016,1,3,19,6,SHADOWDALE DR,,29.79230556,-95.5534,1,1,0,1,0,0,0,1
480110,1,339,0,10,1,2016,1,2,28,8,FM1097,,30.4372,-95.5891,1,1,0,1,0,0,0,1
480111,1,475,0,10,1,2016,1,2,56,1,I-20,,31.51627222,-103.178,1,1,0,1,0,0,0,1
480112,8,29,1512,11,1,2016,2,7,5,8,FM1976,GIBBS SPRAWL RD,29.51493333,-98.3225,3,1,0,1,0,0,0,1
480113,2,301,0,12,1,2016,3,6,1,3,SR-302,,31.75271111,-103.495,1,1,0,1,0,0,0,1
480114,1,411,0,12,1,2016,3,21,53,8,FM501,,30.98189444,-98.7134,1,1,0,1,0,0,0,1
480115,3,203,0,13,1,2016,4,8,50,1,I-20,,32.4583,-94.6783,1,1,0,1,0,0,0,1
480116,3,113,2590,14,1,2016,5,2,18,6,BROADWAY BLVD,,32.86352222,-96.6038,1,1,0,1,0,0,0,3
480117,4,373,0,14,1,2016,5,17,30,2,US-190,,30.70935,-94.8947,1,1,0,1,0,0,0,1
480118,1,29,6090,15,1,2016,6,7,8,6,ENRIQUE M BARRERA PKWY,,29.41281111,-98.6055,1,5,0,5,0,0,0,1
480119,5,201,3280,15,1,2016,6,19,58,1,I-45 NORTH FWY,,29.82591389,-95.3802,1,1,0,1,23,0,0,2
480120,2,61,3030,16,1,2016,7,6,25,8,BU77X SUNSHINE STRIP HWY,SL499,26.22643056,-97.7197,2,10,0,10,0,0,0,1
480121,7,85,5390,16,1,2016,7,18,48,3,SR-190/PRESIDENT GEORGE BUSH,,33.0038,-96.7052,1,1,0,1,0,0,0,3
480122,5,201,5230,16,1,2016,7,10,48,6,GENOA RED BLUFF RD,RED BLUFF RD,29.63493611,-95.1083,2,1,0,1,0,0,0,1
480123,3,313,0,16,1,2016,7,10,12,2,US-190,,30.91579722,-95.9763,1,10,0,10,0,0,0,1
480124,5,99,0,16,1,2016,7,2,20,4,CR-274,,31.47065,-97.6582,1,1,0,1,0,0,0,1
480125,1,121,1840,17,1,2016,1,19,31,8,SL-288/LOOP 288,FM 426/MCKINNEY ST,33.21288889,-97.0908,2,10,0,10,0,0,0,1
480126,1,201,0,17,1,2016,1,3,8,4,CR-CLAY DR,CR-MASON RD,29.83166111,-95.7543,3,1,0,1,0,0,0,1
480127,2,257,0,17,1,2016,1,16,3,2,US-80,,32.73758889,-96.3277,1,1,0,1,23,0,0,1
480128,2,455,0,17,1,2016,1,12,0,4,CR-HUCKLEBERRY  DR,,30.93948056,-95.2729,1,1,0,1,0,0,0,1
480129,3,329,4560,18,1,2016,2,7,9,7,I-20 RAMP,,31.96791944,-102.095,4,5,0,5,0,0,0,1
480130,2,341,0,18,1,2016,2,17,50,8,FM 119,,35.96645,-101.83200000000001,1,1,0,1,0,0,0,1
480131,1,75,0,19,1,2016,3,15,27,2,US-62,,34.34734722,-100.28200000000001,1,1,0,1,0,0,0,1
480132,1,85,0,19,1,2016,3,19,30,2,US-380,,33.19856389,-96.5769,1,1,0,1,0,0,0,1
480133,2,121,6881,19,1,2016,3,5,21,8,FM 423 MAIN ST,,33.11516944,-96.8921,1,1,0,1,0,0,0,1
480134,2,247,0,19,1,2016,3,11,0,8,FM 1017,,26.920025,-98.5957,1,1,0,1,0,0,0,2
480135,2,303,4140,19,1,2016,3,17,5,6,34TH ST,IRONTON AVE,33.56326389,-101.95,3,1,0,1,0,0,0,1
480136,2,329,4560,19,1,2016,3,16,46,6,LAMESA RD,GARDEN LN,32.00827222,-102.068,2,1,0,1,20,0,0,1
480137,2,113,1730,20,1,2016,4,10,15,1,I-35 STEMMONS FWY,,32.78274722,-96.8125,1,10,0,10,20,0,0,1
480138,3,113,3420,21,1,2016,5,6,7,3,SR-114 JOHN CARPENTER FWY,,32.85971389,-96.9353,1,1,0,1,0,0,0,1
480139,4,149,0,20,1,2016,4,13,30,3,SR-71,SL-220,29.92809167,-96.9642,3,1,0,1,0,0,0,2
480140,1,25,0,21,1,2016,5,23,5,4,CR-WOFFORD LN,,28.43083889,-97.7368,1,10,0,10,0,0,0,1
480141,1,113,5730,21,1,2016,5,18,6,7,US-75 CENTRAL EXPY,,32.95398611,-96.73200000000001,1,10,0,10,14,0,0,1
480142,2,131,0,21,1,2016,5,15,40,2,US-59,,27.96660833,-98.5152,1,1,0,1,0,0,0,1
480143,2,141,0,21,1,2016,5,19,44,4,CR-319 ASCENCION,,31.61906389,-106.147,1,1,0,1,0,0,0,1
480144,2,339,1510,21,1,2016,5,23,24,1,I-45,,30.39567778,-95.4861,1,1,0,1,0,0,0,1
480145,1,451,6080,21,1,2016,5,6,38,2,US-67,,31.50063611,-100.37100000000001,1,1,0,1,0,0,0,1
480146,3,215,4650,22,1,2016,6,2,23,6,CIMARRON DR,,26.19356944,-98.2934,1,1,0,1,0,0,0,1
480147,1,255,0,22,1,2016,6,2,9,8,FM 81,,28.92031944,-97.7723,1,1,0,1,0,0,0,1
480148,1,215,5330,22,1,2016,6,21,37,3,SR-495 FERGUSON AVE,,26.21371111,-98.1966,1,1,0,1,0,0,0,1
480149,1,453,330,22,1,2016,6,23,29,6,WILLIAM CANNON DR,,30.16932778,-97.7387,1,1,0,1,0,0,0,1
480150,1,141,2190,23,1,2016,7,0,8,1,I-10,,31.76760278,-106.509,1,1,0,1,0,0,0,1
480151,1,309,7210,23,1,2016,7,5,58,6,SANGER RD,,31.52852222,-97.1796,1,1,0,1,14,0,0,1
480152,1,337,0,23,1,2016,7,5,40,2,US-82,,33.72241111,-97.5628,1,1,0,1,0,0,0,1
480153,1,163,0,24,1,2016,1,20,45,8,FM 117,,28.71131944,-99.2093,1,1,0,1,0,0,0,1
480154,1,201,0,24,1,2016,1,14,50,4,CR-T C JESTERBLVD,,29.99758056,-95.4808,1,1,0,1,0,0,0,1
480155,1,245,490,24,1,2016,1,22,3,1,I-10,,30.08456944,-94.13600000000001,1,1,0,1,15,23,14,1
480156,1,439,2450,25,1,2016,2,11,0,6,GILA BEND LN,BEACH ST,32.88858889,-97.2895,3,1,0,1,0,0,0,1
480157,2,29,0,26,1,2016,3,22,24,1,I-35,,29.26468056,-98.7012,1,1,0,1,0,0,0,1
480159,2,201,0,26,1,2016,3,19,9,8,FM 525 ALDINE BENDER RD,,29.93334722,-95.3744,1,2,0,2,0,0,0,1
480160,1,167,1920,5,1,2016,3,22,33,1,I-45/GULF FWY,,29.45217222,-95.0793,1,1,0,1,0,0,0,1
480161,1,167,2570,7,1,2016,5,17,10,8,FM 3005 SEAWALL BLVD,69TH ST,29.26246111,-94.8338,3,1,0,1,0,0,0,1
480162,1,37,0,10,1,2016,1,3,38,1,I-30,,33.46661389,-94.21799999999999,1,10,0,10,0,0,0,1
480163,2,121,4960,12,1,2016,3,15,14,1,I-35 W,SR-114,33.02651389,-97.2727,2,1,0,1,0,0,0,1
480164,3,371,2440,12,1,2016,3,17,14,1,I-10G BUSINESS DICKINSON BLVD,SYCAMORE DR,30.89405556,-102.90899999999999,2,1,0,1,0,0,0,1
480165,1,409,5450,12,1,2016,3,13,49,2,US-181,,27.91503889,-97.2877,1,1,0,1,0,0,0,1
480166,2,39,130,13,1,2016,4,16,48,8,FM 1462,,29.39325278,-95.2763,1,1,0,1,0,0,0,1
480167,2,227,0,13,1,2016,4,17,52,2,US-87,CR-34,32.35555278,-101.51899999999999,2,1,0,1,0,0,0,1
480168,1,471,0,13,1,2016,4,4,15,3,SR-75,,30.81603889,-95.7233,1,1,0,1,0,0,0,1
480169,1,201,3280,14,1,2016,5,12,15,6,WESTPARK DR,,29.72270556,-95.5497,1,10,0,10,0,0,0,1
480170,1,393,0,14,1,2016,5,9,11,8,RM 282,,35.68947222,-100.686,1,1,0,1,0,0,0,1
480171,1,291,0,15,1,2016,6,8,33,4,CR-2176,,30.41615556,-94.9331,1,1,0,1,0,0,0,1
480172,1,29,6090,19,1,2016,3,8,45,6,NORTHWESTERN,,29.46493333,-98.626,1,10,0,10,0,0,0,1
480174,1,61,0,21,1,2016,5,0,0,8,FM 2520,,26.07472222,-97.6831,1,1,0,1,0,0,0,1
480175,3,201,3280,21,1,2016,5,23,0,1,I-10 EAST FWY,,29.77141944,-95.1991,1,1,0,1,0,0,0,2
480176,1,37,0,22,1,2016,6,23,15,8,FM 44,,33.45134722,-94.6246,1,1,0,1,0,0,0,1
480177,1,73,3470,22,1,2016,6,20,20,6,PINEDA ST,,31.94935,-95.2906,1,1,0,1,0,0,0,1
480178,2,113,3420,22,1,2016,6,4,10,1,I-635,MACARTHUR BLVD,32.91558889,-96.9585,1,1,0,1,0,0,0,1
480179,1,255,0,22,1,2016,6,18,10,8,FM 627,,28.963675,-97.7368,1,1,0,1,0,0,0,1
480180,6,113,1730,23,1,2016,7,21,10,1,I-635,COIT RD,32.92486667,-96.7693,2,1,0,1,0,0,0,1
480181,4,113,2800,23,1,2016,7,3,10,6,FORUM DR,,32.68406111,-97.03399999999999,1,1,0,1,0,0,0,1
480182,8,201,3280,23,1,2016,7,18,19,7,I-69/US-59 SOUTHWEST FWY,WESTPARK DR,29.72368333,-95.4908,2,1,0,1,0,0,0,1
480183,1,201,3280,23,1,2016,7,22,7,6,BELLAIRE BLVD,RANCHESTER DR,29.70483333,-95.5454,3,1,0,1,0,0,0,1
480184,1,251,0,23,1,2016,7,3,38,8,PR-21,,32.26258333,-97.5436,1,1,0,1,0,0,0,1
480185,3,201,4821,24,1,2016,1,2,28,8,NASA PKWY,,29.55563889,-95.0771,1,1,0,1,0,0,0,1
480186,4,251,1030,24,1,2016,1,10,4,1,I-35 W,,32.54564722,-97.3156,1,1,0,1,0,0,0,1
480187,1,7,5890,25,1,2016,2,19,26,3,SR-35/BS 35 L,,28.04965556,-97.0713,1,1,0,1,0,0,0,1
480188,3,135,0,25,1,2016,2,20,17,4,CR-3RD ST,DAMASCUS,31.807875,-102.51299999999999,2,1,0,1,0,0,0,1
480189,1,9,0,25,1,2016,2,10,40,8,FM 1836,,32.53936667,-96.1926,1,1,0,1,0,0,0,1
480190,3,123,0,26,1,2016,3,6,47,3,SR-72,,29.02529722,-97.4386,1,10,0,10,0,0,0,1
480191,2,201,480,26,1,2016,3,3,29,3,SR-146E BUSINESS,,29.72173889,-94.9618,1,10,0,10,0,0,0,1
480192,7,231,0,26,1,2016,3,16,38,3,SR-34,,32.94000278,-96.1113,1,10,0,10,0,0,0,1
480193,1,29,6090,27,1,2016,4,3,13,7,SL1604,,29.58363889,-98.6396,1,1,0,1,0,0,0,1
480195,2,133,0,27,1,2016,4,15,27,8,FM2214,,32.27615833,-98.5786,1,1,0,1,0,0,0,1
480196,1,199,0,27,1,2016,4,4,50,8,FM418,,30.39724722,-94.2422,1,1,0,1,0,0,0,1
480197,1,29,6090,28,1,2016,5,23,59,8,SL368 AUSTIN HWY,,29.49078056,-98.4401,1,1,0,1,0,0,0,1
480198,1,135,0,28,1,2016,5,21,10,8,FM3472,,31.84641111,-102.412,1,1,0,1,23,0,0,1
480199,2,199,0,28,1,2016,5,6,0,8,FM1003,FM1293,30.39374722,-94.432,3,1,0,1,0,0,0,1
480200,2,5,0,29,1,2016,6,6,10,2,US-69,,31.12750278,-94.4287,1,1,0,1,0,0,0,2
480201,1,113,1730,29,1,2016,6,23,4,1,I-30 RAMP/RL THORNTON FWY,,32.77831667,-96.7819,1,1,0,1,0,0,0,1
480202,8,127,0,29,1,2016,6,19,35,8,FM 1407,,28.59796944,-99.8553,1,1,0,1,0,0,0,1
480203,1,157,4655,29,1,2016,6,17,57,3,SR-6,,29.54846389,-95.5501,1,1,0,1,0,0,0,1
480204,1,201,3280,29,1,2016,6,3,50,7,I-45,,29.84946389,-95.3952,1,1,0,1,0,0,0,1
480205,1,201,3280,29,1,2016,6,6,40,6,DAIRY ASHFORD RD,,29.73444722,-95.6057,1,1,0,1,0,0,0,1
480206,2,439,2450,29,1,2016,6,21,29,8,SS-580/CAMP BOWIE BLVD,,32.72449167,-97.4719,1,1,0,1,0,0,0,1
480207,3,439,2800,29,1,2016,6,8,53,1,I-20,,32.67650833,-97.0483,1,1,0,1,0,0,0,1
480208,2,441,30,29,1,2016,6,15,18,6,GRAPE ST,16TH ST,32.46799167,-99.7398,2,1,0,1,0,0,0,1
480209,1,499,0,29,1,2016,6,12,15,8,FM 14,,32.64803889,-95.2211,1,1,0,1,0,0,0,1
480210,3,51,0,30,1,2016,7,21,50,8,FM 1362,,30.63723056,-96.6324,1,1,0,1,0,0,0,1
480211,1,85,4155,30,1,2016,7,12,40,4,CR-263 LUCAS RD,,33.0855,-96.6119,1,1,0,1,2,0,0,1
480213,2,113,2590,30,1,2016,7,20,3,6,KINGSLEY RD,,32.87883889,-96.6654,1,1,0,1,0,0,0,1
480214,2,113,2800,30,1,2016,7,0,45,1,I-30 TOM LANDRY FWY,,32.75963056,-97.0118,1,1,0,1,23,0,0,1
480215,2,143,0,30,1,2016,7,10,20,2,US-67,CR-195,32.16288056,-98.2841,2,1,0,1,0,0,0,1
480216,1,201,0,30,1,2016,7,23,25,4,CR-THOMPSON RD,,29.78860278,-95.0319,1,1,0,1,0,0,0,1
480217,1,201,3280,30,1,2016,7,4,18,8,FM1960,,30.01761944,-95.1174,1,1,0,1,0,0,0,1
480218,1,201,3280,30,1,2016,7,2,47,1,I-45 NORTH FWY RAMP,,29.93986111,-95.415,1,1,0,1,0,0,0,1
480219,3,201,3280,30,1,2016,7,16,44,8,FM526 MAXEY RD,,29.77606389,-95.2184,1,1,0,1,0,0,0,1
480220,1,419,0,30,1,2016,7,23,30,8,FM2694,,31.772,-93.9407,1,1,0,1,0,0,0,1
480221,1,453,330,30,1,2016,7,20,1,8,SL-275 LAMAR BLVD,,30.40020833,-97.6793,1,1,0,1,0,0,0,1
480222,3,39,0,31,1,2016,1,2,48,3,SR-36,,29.02123611,-95.5562,1,1,0,1,0,0,0,1
480223,1,425,0,31,1,2016,1,14,11,2,US-67,,32.18713333,-97.8692,1,1,0,1,0,0,0,1
480224,2,221,0,31,1,2016,1,13,23,8,FM 4,,32.463525,-97.8105,1,1,0,1,0,0,0,1
