ST_CASE,PERSONS,COUNTY,CITY,DAY,MONTH,YEAR,DAY_WEEK,HOUR,MINUTE,ROUTE,TWAY_ID,TWAY_ID2,LATITUDE,LONGITUD,TYP_INT,WEATHER1,WEATHER2,WEATHER,CF1,CF2,CF3,FATALS
480767,3,205,0,30,3,2016,4,6,55,2,US-54,,35.878825,-102.75,1,1,0,1,0,0,0,1
480768,2,291,0,30,3,2016,4,23,56,8,FM 2025,,30.37475278,-95.0982,1,1,0,1,0,0,0,1
480769,6,85,0,31,3,2016,5,14,15,3,SR-78,,33.02174444,-96.4666,1,1,0,1,0,0,0,3
480770,2,157,0,31,3,2016,5,16,22,8,FM 762,GONYO RD,29.5387,-95.7116,3,1,0,1,0,0,0,1
480771,1,367,7280,3,2,2016,4,1,32,7,I-20,,32.74917222,-97.7268,1,1,0,1,0,0,0,1
480772,1,325,1890,11,2,2016,5,2,0,1,I-35,,29.13335833,-98.8922,1,1,0,1,0,0,0,1
480773,3,423,3990,14,2,2016,1,12,40,1,I-20,,32.46858056,-95.3935,1,10,0,10,0,0,0,1
480774,3,141,2190,25,2,2016,5,18,50,8,SL 478/COPIA ST,MONTANA,31.78369444,-106.45100000000001,2,1,0,1,0,0,0,1
480775,6,229,0,8,3,2016,3,13,14,1,I-10,,31.1934,-105.53,1,1,0,1,0,0,0,1
480776,1,113,4530,13,3,2016,1,14,32,1,I-635,,32.83784444,-96.633,1,1,0,1,0,0,0,1
480777,3,487,0,20,3,2016,1,20,45,2,US-287,,34.07055556,-99.0094,1,1,0,1,0,0,0,1
480778,1,201,3280,22,3,2016,3,19,52,8,FM 521/ALMEDA RD,,29.67792222,-95.3942,1,10,0,10,0,0,0,1
480779,1,501,0,23,3,2016,4,9,21,2,US-82,,33.1829,-102.815,1,1,0,1,0,0,0,1
480780,1,279,0,24,3,2016,5,23,34,4,CR-232/BULLDOG DRIVE,,34.01093889,-102.421,1,1,0,1,0,0,0,1
480781,1,151,0,24,3,2016,5,7,45,3,SR-92,,32.88148611,-100.324,1,1,0,1,0,0,0,1
480782,5,453,330,24,3,2016,5,8,13,6,EDWARDS HOLLOW RUN,BRODIE LN,30.15827222,-97.8599,2,1,0,1,0,0,0,1
480783,2,37,0,25,3,2016,6,16,22,2,US-82,,33.49643611,-94.55,1,1,0,1,0,0,0,1
480784,1,201,0,26,3,2016,7,23,55,2,US-290 NORTHWEST FWY,,29.92463056,-95.6326,1,1,0,1,23,0,0,1
480785,2,303,4140,26,3,2016,7,23,28,2,US-84 CLOVIS RD,QUAKER AVE,33.62388333,-101.905,2,1,0,1,0,0,0,1
480786,3,365,0,26,3,2016,7,8,5,8,FM31,,32.25430556,-94.1634,1,1,0,1,0,0,0,2
480787,1,441,0,26,3,2016,7,19,20,8,FM89,,32.28222222,-100.03299999999999,1,1,0,1,0,0,0,1
480788,1,453,0,26,3,2016,7,17,45,8,FM973,,30.3114,-97.5642,1,1,0,1,0,0,0,1
480789,2,309,545,27,3,2016,1,21,0,1,I-35,,31.60066111,-97.1081,1,1,0,1,0,0,0,1
480790,1,439,2255,27,3,2016,1,21,10,6,WESTPARK WAY,,32.83634167,-97.1197,1,1,0,1,0,0,0,1
480791,5,493,0,27,3,2016,1,9,31,3,SR-123,CR-427,29.30656944,-97.9629,2,2,0,2,0,0,0,3
480792,3,27,0,28,3,2016,2,21,32,8,FM 93,CR-OLD 95 HWY,31.03291111,-97.3481,2,1,0,1,0,0,0,1
480793,2,29,0,28,3,2016,2,21,32,1,I-10W,,29.68285,-98.6405,1,1,0,1,1,0,0,1
480794,2,121,6150,29,3,2016,3,11,7,8,FM 455/CHAPMAN DR,MARION RD,33.37243333,-97.1577,3,1,0,1,14,0,0,1
480795,2,217,0,29,3,2016,3,20,18,3,SR-22,,31.9947,-97.1838,1,10,0,10,0,0,0,1
480796,3,397,6010,29,3,2016,3,14,18,7,I-30 SERVICE ROAD,I-30 RAMP,32.98028056,-96.3045,4,1,0,1,0,0,0,1
480797,2,453,330,29,3,2016,3,23,58,6,PONCIANA DR,,30.20186944,-97.7546,1,10,0,10,0,0,0,1
480798,2,201,0,1,4,2016,6,2,29,3,SR-249,CR-MOSIELLEE ST,29.90696944,-95.4733,3,1,0,1,0,0,0,1
480799,1,201,0,1,4,2016,6,23,15,4,CR-TANNER RD,,29.850275,-95.5773,1,10,0,10,0,0,0,1
480800,2,215,4197,1,4,2016,6,14,9,6,INTERNATIONAL PKWY,,26.1569,-98.2822,1,1,0,1,0,0,0,1
480801,3,329,0,1,4,2016,6,12,45,3,SR-158,,31.95168889,-101.928,1,2,0,2,0,0,0,1
480802,5,353,0,1,4,2016,6,12,6,2,US-84,,32.45723056,-100.565,1,6,0,6,0,0,0,1
480804,1,491,330,1,4,2016,6,13,29,6,AVERY RANCH BLVD,,30.50016111,-97.7632,1,10,0,10,0,0,0,1
480806,1,113,1730,2,4,2016,7,19,8,3,SR-352/SCYENE RD,,32.76352778,-96.70100000000001,1,1,0,1,0,0,0,1
480807,2,187,6293,2,4,2016,7,2,18,1,I-35,,29.58863889,-98.29899999999999,1,1,0,1,0,0,0,1
480808,8,201,3280,2,4,2016,7,22,24,6,LONG POINT RD,BUNKER HILL RD,29.79512778,-95.5335,3,1,0,1,14,0,0,1
480809,2,375,150,2,4,2016,7,2,12,1,I-40,,35.19090556,-101.896,1,1,0,1,0,0,0,1
480810,1,439,2450,2,4,2016,7,1,3,1,I-35/NORTH FWY,,32.77658889,-97.3195,1,1,0,1,0,0,0,1
480811,2,439,3347,2,4,2016,7,3,27,6,PRECINCT LINE RD,BEDFORD-EULESS RD,32.83405556,-97.1862,2,1,0,1,0,0,0,1
480812,6,471,3340,2,4,2016,7,20,40,3,SR-19,,30.6912,-95.5325,1,1,0,1,0,0,0,4
480813,1,61,3030,3,4,2016,1,22,21,6,GRIMES AVE,,26.20541111,-97.6708,1,1,0,1,0,0,0,1
480814,1,61,940,3,4,2016,1,23,42,2,US-281 MILITARY HWY,FM1732,26.01818333,-97.6082,1,1,0,1,0,0,0,1
480815,2,111,0,3,4,2016,1,23,57,3,SR-102,,36.13969167,-102.70100000000001,1,1,0,1,0,0,0,1
480816,3,29,6090,13,4,2016,4,1,32,6,NEW BRAUNFELS AVE,KATHY ST,29.37592778,-98.4613,3,1,0,1,0,0,0,1
480817,3,113,5730,3,4,2016,1,12,10,6,POLK ST,INTERURBAN ST,32.94864167,-96.7329,2,1,0,1,0,0,0,1
480818,1,141,2190,3,4,2016,1,2,37,7,SL375 JOE BATTLE BLVD,,31.716175,-106.272,1,1,0,1,0,0,0,1
480819,2,339,0,3,4,2016,1,16,15,4,CR-HIGH MEADOW RANCH RD,CR-POST OAK RUN,30.17410278,-95.7006,2,1,0,1,0,0,0,1
480820,1,361,7200,3,4,2016,1,22,8,1,I-10,,30.13323333,-94.0128,1,1,0,1,0,0,0,1
480821,1,375,0,3,4,2016,1,4,15,8,RM1061,,35.42870556,-102.096,1,1,0,1,0,0,0,1
480822,2,477,0,3,4,2016,1,14,18,8,FM1948,,30.28950833,-96.5467,1,1,0,1,0,0,0,2
480823,3,29,6090,4,4,2016,2,14,6,8,SL13 MILITARY DR,MISSION RD,29.35266389,-98.4731,2,1,0,1,0,0,0,1
480824,2,113,1730,4,4,2016,2,18,40,3,SR-180 JEFFERSON BLVD,,32.74756111,-96.9255,1,1,0,1,0,0,0,1
480825,2,113,1730,4,4,2016,2,19,21,6,GREENSPAN AVE,WHEATLAND RD,32.64766389,-96.8317,3,1,0,1,0,0,0,1
480826,2,139,7270,4,4,2016,2,22,23,7,I-35E,,32.37116944,-96.8609,1,1,0,1,0,0,0,1
480827,1,201,3280,4,4,2016,2,0,30,6,20TH ST,,29.80386944,-95.4072,1,1,0,1,20,0,0,1
480828,5,371,0,4,4,2016,2,9,5,7,US-285,FM1776,30.99969722,-103.06700000000001,2,1,0,1,0,0,0,1
480829,3,409,0,4,4,2016,2,11,47,8,FM136,,27.93020278,-97.2683,1,1,0,1,0,0,0,1
480830,6,423,0,4,4,2016,2,15,16,8,FM2661,CR-1261 BIG EDDY RD,32.23014167,-95.4512,2,1,0,1,0,0,0,2
480831,2,439,2450,4,4,2016,2,2,55,6,ISBELL RD,,32.77668056,-97.3823,1,1,0,1,0,0,0,2
480832,2,493,0,4,4,2016,2,20,25,3,SR-123,,29.09620556,-97.9394,1,1,0,1,0,0,0,1
480833,3,61,940,5,4,2016,3,10,37,3,SR-48 PADRE ISLAND HWY,COFFEEPORT RD,25.93884444,-97.4357,3,1,0,1,0,0,0,1
480834,1,309,7210,5,4,2016,3,0,45,6,SANGER AVE,,31.52621667,-97.1847,1,1,0,1,0,0,0,1
480835,1,365,0,5,4,2016,3,4,45,2,US-79,,32.14669444,-94.5369,1,1,0,1,0,0,0,1
480836,3,29,6090,6,4,2016,4,8,55,1,I-410,,29.31561944,-98.6006,1,10,0,10,0,0,0,1
480837,2,29,6449,6,4,2016,4,18,32,8,FM2790 SOMERSET RD,,29.27840556,-98.6189,1,1,0,1,0,0,0,1
480838,2,141,2190,6,4,2016,4,15,38,2,US-62 MONTANA,OASIS,31.79996944,-106.316,3,1,0,1,0,0,0,1
480839,2,485,0,6,4,2016,4,2,5,4,CR-VAUGHN RD,,34.12480556,-98.5953,1,1,0,1,0,0,0,1
480840,2,121,1840,7,4,2016,5,16,0,1,I-35,,33.31590833,-97.1798,1,10,0,10,14,0,0,1
480841,1,201,3280,7,4,2016,5,4,2,6,OREM DR,,29.62856111,-95.4811,1,1,0,1,0,0,0,1
480842,2,453,330,7,4,2016,5,18,47,6,GROVE BLVD,,30.23258056,-97.7058,1,1,0,1,0,0,0,1
480843,2,455,0,7,4,2016,5,0,30,8,FM 356,,30.92226944,-95.3124,1,1,0,1,0,0,0,2
480844,1,29,6090,8,4,2016,6,13,23,6,ISOM RD,,29.52486389,-98.4967,1,1,0,1,0,0,0,1
480845,1,61,0,8,4,2016,6,22,0,4,CR-GRACIA RD,,26.2351,-97.5418,1,1,0,1,0,0,0,1
480846,1,61,3030,9,4,2016,7,20,47,7,I-69,SL 499 NEW HAMPSHIRE RD,26.16395278,-97.68799999999999,2,1,0,1,0,0,0,1
480847,1,141,2190,9,4,2016,7,19,52,1,I-10,,31.75884167,-106.499,1,1,0,1,0,0,0,1
480849,4,329,4560,9,4,2016,7,8,16,3,SR-158B BUSINESS ANDREWS HWY,FM 868 MIDLAND DR,32.00185556,-102.137,2,2,0,2,0,0,0,1
480850,2,379,0,9,4,2016,7,8,37,3,SR-19,,32.97410556,-95.7248,1,10,0,10,0,0,0,1
480851,2,439,2450,10,4,2016,1,18,16,3,SR-820 LOOP,,32.74916667,-97.2202,1,10,0,10,0,0,0,1
480852,2,481,0,10,4,2016,1,20,30,8,FM 102,,29.36993056,-96.2074,1,10,0,10,0,0,0,2
480853,1,113,1730,12,4,2016,3,0,26,3,SR-180 DAVIS ST,,32.74978056,-96.9055,1,10,0,10,0,0,0,1
480854,2,21,0,13,4,2016,4,6,30,2,US-290,,30.29710556,-97.2819,1,10,0,10,0,0,0,1
480855,4,71,9997,13,4,2016,4,20,44,3,SR-146,,29.80764444,-94.9031,1,1,0,1,0,0,0,1
480857,1,113,1730,14,4,2016,5,23,10,6,FERGUSON RD,,32.80215833,-96.7136,1,10,0,10,0,0,0,1
480858,1,215,7330,15,4,2016,6,22,8,6,BRIDGE AVE,,26.16061111,-97.9826,1,1,0,1,0,0,0,1
480859,2,355,1550,15,4,2016,6,0,6,3,SR-286A BUSINESS AYERS ST,HOLLY RD,27.72620833,-97.4331,2,1,0,1,0,0,0,1
480860,3,439,2450,15,4,2016,6,1,29,1,I-20 SOUTHEAST LOOP,,32.66157778,-97.2841,1,1,0,1,0,0,0,1
480861,2,141,2190,16,1,2016,7,3,10,2,US-54,,31.92866111,-106.428,1,1,0,1,0,0,0,1
480862,5,339,0,24,2,2016,4,18,37,8,FM 1485,,30.150175,-95.2061,1,1,0,1,0,0,0,1
480863,1,201,0,20,3,2016,1,23,40,4,CR-ELLA BLVD,,30.00985556,-95.4473,1,10,0,10,0,0,0,1
480864,1,489,0,20,3,2016,1,14,20,1,I-69E,,26.43642778,-97.7854,1,1,0,1,20,0,0,1
480865,2,141,2190,24,3,2016,5,5,20,6,ALBUM AVE,WEDGEWOOD DR,31.78273611,-106.34899999999999,2,1,0,1,0,0,0,1
480866,1,485,7490,29,3,2016,3,17,14,3,SR-79,,33.90138333,-98.4444,1,1,0,1,0,0,0,1
480867,7,177,0,30,3,2016,4,12,10,2,US-90A,,29.53060278,-97.7163,1,10,0,10,0,0,0,1
480868,8,445,0,1,4,2016,6,21,1,2,US-62,,33.09805556,-102.369,1,10,0,10,14,0,0,1
480870,2,201,0,3,4,2016,1,1,2,4,CR-STUEBNER AIRLINE RD,,29.99205278,-95.5015,1,1,0,1,0,0,0,1
480871,6,121,6881,5,4,2016,3,19,47,7,SR-121 TOLLWAY,PLANO,33.07127778,-96.8759,2,1,0,1,0,0,0,2
480872,6,209,0,5,4,2016,3,10,30,8,RM 12,,29.91435833,-98.0325,1,1,0,1,0,0,0,3
480873,5,29,6090,6,4,2016,4,9,11,6,O'CONNOR RD,,29.56601389,-98.3835,1,1,0,1,20,0,0,1
480874,2,113,1240,6,4,2016,4,14,25,6,PLEASANT RUN RD,,32.60433889,-96.9366,1,1,0,1,0,0,0,1
480875,2,201,0,6,4,2016,4,17,19,4,CR-CYPRESS MILLS DR,CR-PERRY RD,29.96088056,-95.5637,3,1,0,1,0,0,0,1
480876,5,339,0,6,4,2016,4,21,7,1,I-45,,30.47473889,-95.4962,1,1,0,1,0,0,0,1
480877,1,29,6090,7,4,2016,5,6,58,6,WEST AVE,LARKSPUR,29.53972222,-98.5157,2,1,0,1,0,0,0,1
480878,2,81,0,8,4,2016,6,7,37,3,SR-208,,31.98035,-100.541,1,10,0,10,0,0,0,1
480879,3,201,0,8,4,2016,6,23,55,4,CR-JONES RD,,29.92171944,-95.5847,1,1,0,1,0,0,0,1
480880,6,209,3760,8,4,2016,6,0,2,1,I-35,,29.96583889,-97.8757,1,1,0,1,0,0,0,1
480881,3,355,1550,8,4,2016,6,20,55,1,I-37,,27.80389444,-97.4527,1,10,0,10,0,0,0,1
480883,4,121,1840,9,4,2016,7,20,16,2,US-377 FORT WORTH DR,,33.14440556,-97.1713,1,1,0,1,0,0,0,4
480884,1,181,1830,10,4,2016,1,2,7,8,SS503,,33.72117222,-96.5798,1,1,0,1,0,0,0,1
480885,1,201,0,10,4,2016,1,2,9,3,SR-NASA NASA PKWY,,29.54837222,-95.0984,1,1,0,1,0,0,0,1
480886,3,251,0,10,4,2016,1,22,4,8,FM1902,,32.55352222,-97.425,1,10,0,10,0,0,0,1
480887,1,267,0,10,4,2016,1,10,55,2,US-377,,30.32418333,-99.9103,1,10,0,10,0,0,0,1
480888,2,375,0,10,4,2016,1,6,30,2,US-287,FM1912,35.18858333,-101.654,2,1,0,1,0,0,0,1
480889,4,29,0,11,4,2016,2,9,46,2,US-281,CR-BORGFELD RD,29.71009722,-98.4488,3,2,0,2,0,0,0,1
480890,1,73,0,11,4,2016,2,11,0,8,FM241,,31.68817778,-95.0352,1,2,0,2,0,0,0,1
480891,3,135,0,11,4,2016,2,20,38,8,FM2020 UNIVERSITY BLVD,,31.85645,-102.435,1,1,0,1,0,0,0,2
480892,2,187,1325,11,4,2016,2,7,12,8,FM78,FM1103,29.56046389,-98.2391,4,10,0,10,0,0,0,1
480893,2,113,1730,12,4,2016,3,20,52,6,INWOOD RD,,32.81373611,-96.8475,1,10,0,10,0,0,0,1
480894,1,355,1550,12,4,2016,3,12,12,1,I-37 RAMP,,27.80399722,-97.4686,1,2,0,2,19,0,0,1
480895,2,423,0,12,4,2016,3,11,22,8,FM346,,32.18430556,-95.3694,1,1,0,1,0,0,0,1
480896,4,423,7070,12,4,2016,3,7,57,8,FM756 PALUXY DR,SKIDMORE LN,32.24870833,-95.2773,3,10,0,10,0,0,0,1
480897,1,29,6090,16,4,2016,7,2,30,2,US-90,,29.40241944,-98.6281,1,1,0,1,0,0,0,1
480898,1,27,0,16,4,2016,7,13,45,3,SR-95,,30.90689444,-97.3707,1,10,0,10,0,0,0,1
480899,1,303,4140,16,4,2016,7,18,15,6,58TH ST,,33.54153333,-101.89200000000001,1,1,0,1,0,0,0,1
480900,5,307,0,16,4,2016,7,11,56,2,US-87,,31.17172778,-99.3838,1,2,0,2,0,0,0,1
480901,1,439,2450,16,4,2016,7,17,48,7,I-35W SOUTH FWY,,32.66087778,-97.3205,1,10,0,10,0,0,0,1
480902,1,113,1730,17,4,2016,1,6,10,8,SL12 LEDBETTER DR,,32.68777222,-96.7858,1,10,0,10,0,0,0,1
480903,5,91,0,18,4,2016,2,14,31,8,FM3009,NATURAL BRIDGE CAVERNS RD,29.69257222,-98.33200000000001,4,10,0,10,0,0,0,1
480904,2,245,5430,18,4,2016,2,8,28,3,SR-82 MLK DR,,29.81851111,-93.9541,1,2,0,2,0,0,0,1
480905,3,113,1730,19,4,2016,3,21,10,6,CORINTH RD,,32.72644444,-96.7992,1,2,0,2,0,0,0,1
480906,1,439,2450,21,4,2016,5,5,53,6,BERRY ST,,32.70584444,-97.305,1,2,0,2,0,0,0,1
480907,1,13,0,2,2,2016,3,16,3,1,I-37,,28.7824,-98.3146,1,1,0,1,0,0,0,1
480908,2,75,0,21,3,2016,2,11,0,2,US-62,,34.50370556,-100.208,1,1,0,1,0,0,0,1
480909,2,199,6380,22,3,2016,3,6,29,2,US-96,,30.323675,-94.1716,1,1,0,1,0,0,0,1
480910,2,141,3276,27,3,2016,1,21,39,6,DARRINGTON RD,RUDI KEUFNER RD,31.66630278,-106.18799999999999,2,1,0,1,0,0,0,1
480911,2,297,2630,31,3,2016,5,18,36,2,US-281,,28.3234,-98.1141,1,1,0,1,0,0,0,1
480912,2,285,0,2,4,2016,7,16,35,8,UA77,FM531,29.35793333,-97.0891,3,1,0,1,0,0,0,1
480913,1,121,1840,4,4,2016,2,21,31,2,US-380 UNIVERSITY DR,,33.229425,-97.1438,1,1,0,1,0,0,0,1
480914,4,201,0,4,4,2016,2,17,8,4,CR-SAINT CHARLES DR,CR-SAINT FRANCIS ST,29.87151389,-95.0581,2,1,0,1,0,0,0,1
480915,1,259,0,5,4,2016,3,14,42,8,RM474,,29.8636,-98.6805,1,1,0,1,0,0,0,1
480916,2,201,3320,8,4,2016,6,2,13,7,I-69,FM1960,30.00494444,-95.2675,2,1,0,1,20,0,0,1
480917,1,201,3280,9,4,2016,7,3,14,6,MEMORIAL WOODS DR,,29.78183333,-95.4609,1,1,0,1,0,0,0,1
480918,5,113,1730,10,4,2016,1,3,41,1,I-30 RL THORNTON FWY,,32.79451389,-96.6988,1,1,0,1,0,0,0,1
480919,1,113,3420,10,4,2016,1,19,33,3,SR-161,,32.873825,-96.9945,1,10,0,10,0,0,0,1
480920,1,181,6350,10,4,2016,1,4,0,7,US-75 SAM RAYBURN FWY,,33.62197222,-96.6112,1,10,0,10,0,0,0,1
480921,2,201,3280,10,4,2016,1,22,3,7,US-59/EASTEX FWY,,29.78514444,-95.3393,1,10,0,10,0,0,0,1
480922,1,133,0,12,4,2016,3,5,31,1,I-20,,32.4797,-98.605,1,1,0,1,0,0,0,1
480923,2,157,0,12,4,2016,3,4,29,8,FM 521/ALMEDA RD,,29.55030833,-95.444,1,1,0,1,0,0,0,1
480924,6,51,0,13,4,2016,4,7,30,3,SR-21,FM 50,30.62298056,-96.5451,3,10,0,10,0,0,0,1
480925,2,201,0,13,4,2016,4,23,40,8,FM 1960,GREENBROOK DR,30.02485,-95.4138,2,1,0,1,0,0,0,1
480926,1,201,3280,13,4,2016,4,19,15,6,CLOVER CREEK DR,,30.06472222,-95.1664,1,2,0,2,0,0,0,1
480927,1,397,6010,13,4,2016,4,1,24,7,I-30,,32.98108333,-96.3015,1,2,0,2,3,0,0,1
480928,2,61,0,14,4,2016,5,18,20,3,SR-100,,26.07446944,-97.5131,1,1,0,1,0,0,0,1
480929,12,139,0,15,4,2016,6,7,35,3,SR-34,CR-LONE OAK RD,32.36411944,-96.5682,3,5,0,5,0,0,0,1
480930,2,201,3280,15,4,2016,6,2,35,1,I-45/GULF,,29.68222778,-95.2742,1,10,0,10,0,0,0,1
480931,1,355,0,15,4,2016,6,8,15,8,FM 666,,27.81641111,-97.79899999999999,1,1,0,1,0,0,0,1
480932,2,385,0,15,4,2016,6,14,48,2,US-83,,29.73643333,-99.7614,1,1,0,1,0,0,0,1
480933,3,467,0,15,4,2016,6,7,25,8,FM 314,,32.45481111,-95.6223,1,5,0,5,0,0,0,1
480934,1,53,0,16,4,2016,7,23,22,4,CR-200,,30.79098889,-98.1711,1,2,0,2,0,0,0,1
480935,5,113,1730,16,4,2016,7,21,37,8,SL 12/LEDBETTER DR,RUGGED DR,32.691275,-96.8522,2,1,0,1,14,0,0,1
480936,3,231,0,17,4,2016,1,7,39,3,SR-224,,33.21235,-95.986,1,10,0,10,0,0,0,3
480937,4,339,0,17,4,2016,1,20,2,8,FM 1774,,30.22423056,-95.7972,1,2,0,2,0,0,0,1
480939,3,491,330,19,4,2016,3,13,3,6,LAKECREEK PKWY,,30.461475,-97.8158,1,10,0,10,0,0,0,1
480940,2,113,1730,20,4,2016,4,11,55,2,US-75/CENTRAL EXPY RAMP,,32.92203889,-96.7649,1,1,0,1,0,0,0,1
480941,5,141,2190,8,1,2016,6,23,19,1,I-10,,31.74427778,-106.33200000000001,1,10,0,10,19,0,0,1
480942,3,27,0,22,2,2016,2,8,52,2,US-190,,31.11887222,-97.7666,1,10,0,10,0,0,0,1
480943,1,45,0,2,4,2016,7,14,19,3,SR-256,,34.47115,-101.095,1,1,0,1,0,0,0,1
480944,2,389,0,6,4,2016,4,14,5,1,I-20,,31.35490556,-103.706,1,1,0,1,0,0,0,1
480945,2,123,0,15,4,2016,6,1,4,4,CR-OLD GOLIAD RD,,29.04721111,-97.31700000000001,1,1,0,1,0,0,0,1
480946,1,423,0,15,4,2016,6,5,20,3,SR-31,,32.1484,-96.1235,1,10,0,10,0,0,0,1
480947,3,201,3280,16,4,2016,7,1,15,2,US-59 SOUTHWEST FWY,,29.72928611,-95.4442,1,1,0,1,19,0,0,1
480948,4,201,3280,17,4,2016,1,3,45,3,SR-6,,29.81283611,-95.6454,1,2,0,2,0,0,0,1
480949,4,83,0,18,4,2016,2,14,0,2,US-84,,31.8105,-99.3963,1,2,0,2,0,0,0,2
480950,1,355,1550,18,4,2016,2,6,15,6,AIRLINE RD,,27.70305556,-97.3629,1,10,0,10,0,0,0,1
480951,1,201,0,19,4,2016,3,3,5,6,BRIARCREEK BLVD,OLD RANCH RD,30.03091389,-95.3956,3,10,0,10,0,0,0,1
480952,8,201,0,19,4,2016,3,18,27,4,CR-CLAY RD,CR-WESTFIELD VILLAGE DR,29.83128056,-95.7294,3,2,0,2,0,0,0,1
480953,2,265,3670,19,4,2016,3,7,41,8,SL 534 VETERANS HWY,SINGING WIND DR,30.02712222,-99.1144,2,10,0,10,0,0,0,1
480954,1,339,0,19,4,2016,3,5,0,8,FM 1791,,30.56923611,-95.7398,1,5,0,5,0,0,0,1
480955,2,29,6090,20,4,2016,4,20,52,1,I-10,,29.44237222,-98.3689,1,1,0,1,0,0,0,1
480956,1,401,0,20,4,2016,4,7,1,2,US-259,,32.20122222,-94.8192,1,2,0,2,0,0,0,1
480957,5,21,0,21,4,2016,5,22,45,3,SR-71,,30.15300833,-97.491,1,1,0,1,0,0,0,2
480958,3,201,0,21,4,2016,5,20,55,3,SR-99,,29.84600833,-95.7561,1,1,0,1,0,0,0,1
480959,4,1,0,22,4,2016,6,16,29,2,US-287,,31.60498056,-95.5238,1,1,0,1,0,0,0,1
480960,4,143,0,22,4,2016,6,0,23,2,US-281,,32.18104444,-98.1634,1,1,0,1,0,0,0,1
480961,4,427,5780,22,4,2016,6,21,0,8,FM 755,,26.39611111,-98.7869,1,1,0,1,0,0,0,1
480963,1,5,4160,23,4,2016,7,18,13,2,US-69 ELLEN TROUT DR,FM 3439 SPENCE ST,31.37291944,-94.71600000000001,2,1,0,1,0,0,0,1
480964,2,113,1730,23,4,2016,7,14,50,6,ILLINOIS AVE,,32.72023611,-96.8505,1,1,0,1,0,0,0,1
480965,2,201,0,23,4,2016,7,2,0,7,SR-249 TOMBALL PKWY,,29.97812778,-95.5653,1,1,0,1,0,0,0,1
480966,6,201,0,23,4,2016,7,15,14,4,CR-HUFSMITH KUYKENDAHL RD,,30.10685,-95.565,1,1,0,1,0,0,0,1
480967,1,287,0,23,4,2016,7,15,40,8,FM 141,,30.327025,-96.791,1,1,0,1,0,0,0,1
480968,1,339,0,23,4,2016,7,22,10,8,FM 1488,,30.22428889,-95.5518,1,1,0,1,0,0,0,1
480969,4,453,330,23,4,2016,7,18,14,6,ROYAL CREST DR,,30.24047222,-97.7298,1,1,0,1,0,0,0,1
480970,2,113,1730,24,4,2016,1,8,50,3,SR-342 LANCASTER RD,,32.67147778,-96.7832,1,1,0,1,0,0,0,1
480971,2,201,0,24,4,2016,1,7,0,7,CR-HARDY TOLL RD,CR-HOPPER RD,29.8797,-95.3668,3,10,0,10,0,0,0,2
480972,1,439,4300,25,4,2016,2,14,7,2,US-287,,32.56781944,-97.1175,1,1,0,1,0,0,0,1
480973,1,439,2450,27,4,2016,4,17,42,4,CR-ACORN CT,,32.839325,-97.4917,1,1,0,1,0,0,0,1
480974,1,339,7500,28,4,2016,5,2,44,1,I-45,,30.47207222,-95.4961,1,5,0,5,0,0,0,1
480975,2,439,2850,28,4,2016,5,4,41,3,SR-114,,32.93223889,-97.0953,1,1,0,1,0,0,0,2
480976,4,113,4530,12,2,2016,6,18,40,6,PIONEER RD,,32.73425,-96.5935,1,1,0,1,0,0,0,1
480977,4,485,7490,26,2,2016,6,23,5,2,US-281 HENRY S GRACE FWY RAMP,,33.88378889,-98.4777,1,1,0,1,0,0,0,2
480978,2,201,0,7,3,2016,2,14,5,4,CR-WALLER-SPRING CREEK RD,,30.080525,-95.8938,1,10,0,10,0,0,0,1
480979,4,485,7490,24,3,2016,5,20,51,8,SL-240 MLK JR BLVD,JUAREZ ST,33.91206389,-98.4828,2,1,0,1,0,0,0,1
480981,1,201,3280,3,4,2016,1,12,32,8,FM865 CULLEN BLVD,WENDA,29.65263889,-95.3555,2,1,0,1,0,0,0,1
480982,5,251,3593,8,4,2016,6,13,43,2,US-67 HENDERSON ST,,32.39621111,-97.2995,1,1,0,1,14,0,0,1
480983,7,267,0,9,4,2016,7,0,18,1,I-10,,30.50020278,-99.9688,1,10,0,10,23,0,0,1
480984,3,113,3420,11,4,2016,2,11,42,6,LAS COLINAS BLVD,TELEPORT BLVD,32.86114722,-96.9284,2,1,0,1,0,0,0,1
480985,3,31,0,12,4,2016,3,9,38,8,RM473 NARROWS RD,RM32,30.02318611,-98.3322,2,10,0,10,0,0,0,1
480986,4,113,6053,15,4,2016,6,16,1,3,SR-78 MILES RD,SR-190,32.95028333,-96.5845,2,1,0,1,0,0,0,1
480987,2,201,3280,15,4,2016,6,20,15,6,OREM DR,,29.62773333,-95.4359,1,10,0,10,0,0,0,1
480988,3,439,0,15,4,2016,6,17,31,8,FM1220 MORRIS DIDO NEWARK RD,WEST BONDS RANCH RD,32.91591111,-97.4682,3,1,0,1,0,0,0,1
480989,2,201,3280,17,4,2016,1,4,19,6,OREM DR,,29.62773889,-95.4136,1,2,0,2,0,0,0,1
480990,3,181,0,18,4,2016,2,22,15,8,FM120,FM1753,33.75516111,-96.508,3,10,0,10,0,0,0,1
480991,8,339,0,19,4,2016,3,17,30,8,FM3083,,30.28672778,-95.3745,1,1,0,1,0,0,0,4
