COUNTY,MONTH,DAY,HOUR,MINUTE,PERSONS,ROAD_FNC,ROUTE,REL_JUNC,TRAF_FLO,NO_LANES,SP_LIMIT,ALIGNMNT,PROFILE,PAVE_TYP,SUR_COND,TRA_CONT,T_CONT_F,HIT_RUN,WEATHER,C_M_ZONE,CF1,CF2,CF3,FATALS,DAY_WEEK,ST_CASE,CITY,YEAR,TWAY_ID,latitude,longitud
201,1,8,22,0,6,12,3,1,2,3,45,1,1,1,1,0,0,0,1,0,0,0,0,1,4,480047,3280,2003,SR-249,29.898027778000003,-95.42432778
29,1,9,10,22,2,12,3,7,2,2,65,1,1,2,1,0,0,0,1,0,0,0,0,1,5,480048,0,2003,SR-90,29.374975,-98.75583333
179,1,9,10,30,2,4,3,2,2,2,70,1,1,2,1,20,3,0,1,0,0,0,0,1,5,480049,0,2003,SR-273,35.504408333,-100.9189139
349,1,9,5,15,1,2,3,1,5,4,45,1,1,2,1,0,0,0,1,0,0,0,0,1,5,480050,5508,2003,SR-31,32.117688889,-96.32584722
423,1,9,23,35,5,3,3,1,1,2,65,1,1,2,1,0,0,0,1,0,0,0,0,1,5,480051,0,2003,SR-31,32.354125,-95.21181389
5,1,10,14,40,3,13,2,1,2,2,60,1,1,2,1,0,0,0,1,0,0,0,0,1,6,480052,0,2003,US-69,31.298727778000003,-94.65803056
141,1,10,23,5,1,13,7,1,4,9,45,1,1,1,1,0,0,0,1,0,0,0,0,1,6,480053,2190,2003,LP375,31.674233333000004,-106.33068059999998
201,1,10,2,15,1,16,5,1,2,2,40,1,1,1,1,0,0,0,1,0,0,0,0,1,6,480054,3280,2003,KINGWOOD,30.051058333,-95.22701944
209,1,10,2,50,2,4,8,1,1,2,60,2,1,2,1,0,0,0,1,0,0,0,0,1,6,480055,9997,2003,FM2001,30.035972221999998,-97.78223333
245,1,10,22,1,2,13,8,1,2,2,60,2,1,1,1,0,0,0,1,0,0,0,0,1,6,480056,5470,2003,FM366,29.971305556,-93.93004444
113,1,11,9,12,2,16,6,1,1,2,30,1,1,1,1,0,0,2,1,0,0,0,0,1,7,480057,1730,2003,JEFFERSON,32.743494444,-96.84290556
113,1,11,19,56,1,16,6,1,1,2,35,2,1,1,1,0,0,0,1,0,0,0,0,1,7,480058,2590,2003,DAIRY,32.880738889,-96.62255278
113,1,11,4,32,1,12,3,1,2,2,60,1,1,1,1,0,0,0,1,0,0,0,0,1,7,480059,3420,2003,SR-114,32.845391667,-96.91122778
127,1,11,12,7,1,2,2,1,1,2,70,1,1,2,2,0,0,0,2,0,0,0,0,1,7,480060,0,2003,US-83,28.429361111,-99.73620556
265,1,11,23,30,2,1,1,1,2,2,65,1,1,2,2,0,0,0,2,0,0,0,0,1,7,480061,0,2003,I-10,30.055013889,-99.03741111
339,1,11,8,21,4,6,4,2,1,2,25,1,1,2,1,20,3,0,1,0,0,0,0,1,7,480062,0,2003,RAMBLEWOOD,30.216858333,-95.58470556
465,1,11,1,15,4,6,4,1,1,2,55,2,1,4,2,0,0,0,2,0,0,0,0,1,7,480063,0,2003,99999999999999999999,,
99,1,12,19,0,4,3,3,1,1,2,65,1,1,2,2,0,0,0,2,0,0,0,0,1,1,480064,0,2003,SR-36,31.486827778000002,-97.73770556
201,1,12,16,6,5,11,1,1,3,5,60,1,1,1,2,0,0,0,2,1,3,0,0,1,1,480065,530,2003,I-610,29.712088889,-95.45998611
245,1,12,14,45,2,1,1,1,2,2,70,1,1,2,2,0,0,0,2,0,0,0,0,1,1,480066,0,2003,I-10,29.901116666999997,-94.30628333
313,1,12,19,11,2,2,2,1,1,2,65,2,1,2,2,0,0,0,2,0,0,0,0,1,1,480067,0,2003,US-190,30.922286111,-95.96861111
439,1,12,21,51,1,16,5,1,1,4,40,1,1,1,2,0,0,0,1,0,0,0,0,1,1,480068,260,2003,ROADTOSIXFLAGS,32.757475,-97.11045556
85,1,13,18,11,6,3,3,2,1,2,65,1,1,2,1,0,0,0,1,0,0,0,0,1,2,480069,0,2003,SR-121,33.383830556,-96.40133889
291,1,13,14,40,2,3,3,1,1,2,65,1,1,2,1,0,0,0,1,0,0,0,0,1,2,480070,1770,2003,SR-146,29.967244444000002,-94.90699444
99,1,14,19,0,3,3,3,1,1,2,65,2,1,2,1,0,0,0,5,0,0,0,0,1,3,480071,0,2003,SR-36,31.276066667,-97.52028889
113,1,14,18,55,5,11,1,1,2,4,60,1,1,1,1,0,0,2,1,0,14,0,0,1,3,480072,1730,2003,I-635,32.884330556,-96.69736667
113,1,14,2,15,5,11,1,1,3,5,60,1,1,2,1,0,0,2,1,0,19,0,0,2,3,480073,1730,2003,I-35,32.887902778000004,-96.89795556
183,1,14,14,55,2,1,1,1,3,2,70,1,1,2,2,0,0,0,2,0,0,0,0,1,3,480074,0,2003,I-20,32.433202778,-94.76438333
303,1,14,6,45,1,2,2,1,3,2,65,1,1,2,1,0,0,0,1,0,0,0,0,1,3,480075,0,2003,US-62,33.498394444,-102.02882220000001
85,1,15,12,50,2,14,5,2,2,3,99,1,1,1,1,3,3,0,1,0,0,0,0,1,4,480076,92,2003,MCDERMOTT,33.100722221999995,-96.69828333
113,1,15,7,32,3,16,5,2,3,3,40,1,1,1,1,2,3,0,1,0,0,0,0,1,4,480077,1190,2003,BELTLINE,32.953622222,-96.89018611
201,1,15,2,45,1,6,4,6,1,2,45,1,1,2,1,60,3,0,1,0,0,0,0,1,4,480078,0,2003,WALLISVILLE,29.824194444,-95.11389722
281,1,15,11,0,4,2,2,2,1,2,55,1,1,2,1,20,3,0,1,0,0,0,0,1,4,480079,0,2003,US-183,31.083183333,-98.18713889
453,1,15,16,10,3,12,2,8,5,4,60,1,1,2,1,0,0,0,1,0,0,0,0,1,4,480080,0,2003,US-290,30.228161111,-97.94166944
57,1,16,0,27,1,3,2,1,3,2,55,1,1,2,1,0,0,0,1,0,0,0,0,1,5,480081,0,2003,US-87,28.611666666999998,-96.66757222
157,1,16,18,49,2,6,4,1,1,2,40,1,1,2,1,0,0,0,1,0,0,0,0,1,5,480082,0,2003,TRAMMELFRESNO,29.535791666999998,-95.46838056
201,1,16,14,10,2,16,5,3,4,5,30,1,1,2,1,3,3,0,1,0,0,0,0,1,5,480083,3280,2003,SMITH,29.758277778000004,-95.36896944
215,1,16,22,0,2,6,4,1,1,2,30,1,1,2,1,0,0,0,1,0,0,0,0,1,5,480084,0,2003,LAHOMARD,26.221525,-98.36428333
113,1,17,13,10,2,11,1,1,2,5,65,1,1,1,1,0,0,0,1,0,0,0,0,1,6,480085,1730,2003,I-20,32.668569444,-96.95970278
113,1,17,18,11,5,13,8,15,2,3,50,1,1,1,1,0,0,0,1,0,0,0,0,1,6,480086,1730,2003,LOOP12,32.699569444,-96.75711389
183,1,17,22,52,3,6,4,1,1,2,55,2,1,2,1,0,0,0,1,0,0,0,0,1,6,480087,0,2003,OLDHWY135,32.396116667,-94.91355278
209,1,17,9,50,2,2,2,1,1,4,65,1,1,2,1,0,0,0,1,0,0,0,0,1,6,480088,0,2003,US-290,30.196297222,-98.00248333
245,1,17,17,10,2,4,3,1,1,2,65,1,1,2,1,0,0,0,1,0,0,0,0,1,6,480089,0,2003,SR-124,29.992794444,-94.19331944
287,1,17,5,55,1,4,8,1,1,2,60,2,1,2,1,0,0,0,1,0,0,0,0,1,6,480090,0,2003,FM696,30.378641666999997,-97.20431944
29,1,18,0,54,1,11,1,1,2,3,60,1,1,2,1,0,0,0,1,0,0,0,0,1,7,480091,6090,2003,I-410,29.5158,-98.43753056
53,1,18,23,0,2,6,4,1,1,2,30,1,1,4,1,0,0,0,1,0,0,0,0,1,7,480092,0,2003,250,30.768869444,-98.18839167
71,1,18,99,99,1,6,5,1,1,2,55,2,1,2,1,0,0,0,1,0,0,0,0,1,7,480093,0,2003,EAGLE,29.667755556,-94.67461944
201,1,18,10,25,6,12,7,2,4,3,50,1,1,1,1,3,3,0,1,0,0,0,0,1,7,480094,3280,2003,LOOP8,29.599763889000002,-95.46501111
277,1,18,17,13,3,2,2,2,1,4,60,1,1,1,1,20,3,0,1,0,0,0,0,2,7,480095,0,2003,US-82,33.663055555999996,-95.43398056
453,1,18,19,35,2,2,8,1,1,2,65,2,1,2,1,0,0,0,1,0,0,0,0,2,7,480096,0,2003,FM1327,30.090605556,-97.73572222
61,1,19,0,4,2,14,8,1,5,4,45,2,1,2,1,0,0,0,1,0,0,0,0,1,1,480097,940,2003,FM1419,25.887861111,-97.43589167
201,1,19,3,8,5,12,8,1,2,3,55,1,1,1,1,0,0,1,1,0,0,0,0,1,1,480098,0,2003,LP8,29.813083333,-95.16366111
309,1,19,1,40,2,2,3,1,2,9,55,2,1,2,1,0,0,0,1,0,0,0,0,1,1,480099,4670,2003,SR-6,31.465513889,-96.92422222
453,1,19,2,38,1,12,2,1,5,4,55,2,1,2,1,0,0,0,1,0,20,0,0,1,1,480100,330,2003,US-290,30.230305555999998,-97.89548889
29,1,20,18,24,2,16,5,1,1,4,35,1,1,2,1,0,0,0,1,0,0,0,0,1,2,480101,6090,2003,SOUTHCROSS,29.368555556,-98.54529722
223,1,20,13,33,6,4,8,1,1,2,70,2,1,2,1,0,0,0,1,0,0,0,0,1,2,480102,0,2003,FM269,33.139347222,-95.39461389
453,1,21,19,46,4,4,8,1,1,2,55,1,1,2,1,0,0,0,1,0,0,0,0,1,3,480103,0,2003,FM969,30.256258333,-97.61049444
29,1,22,1,15,1,6,5,1,1,2,40,2,1,2,1,0,0,0,1,0,0,0,0,1,4,480104,0,2003,PLEASANTON,29.258838889,-98.491075
37,1,22,18,40,3,4,8,1,1,2,45,1,1,2,1,0,0,0,1,0,0,0,0,1,4,480105,5690,2003,FM991,33.357305556,-94.25501944
245,1,22,1,41,1,4,8,1,1,2,65,1,1,2,1,0,0,0,1,0,0,0,0,1,4,480106,0,2003,FM365,29.912366666999997,-94.131675
303,1,22,9,0,4,4,8,2,1,2,55,1,1,2,1,20,3,0,1,0,0,0,0,1,4,480107,0,2003,FM2641,33.65045,-101.87085
439,1,22,5,30,1,16,5,15,1,2,45,1,1,1,1,0,0,0,1,0,0,0,0,1,4,480108,2850,2003,DFWAP,32.926338889,-97.04116944
491,1,22,23,6,2,11,7,2,1,2,55,1,1,2,1,3,3,0,1,0,0,0,0,1,4,480109,5990,2003,I-35,30.479930556,-97.67434722
183,1,23,14,12,1,13,2,1,5,4,45,1,1,2,1,0,0,0,1,0,0,0,0,1,5,480110,4080,2003,US-259,32.508588889,-94.70998889
231,1,24,0,20,1,4,3,1,1,2,65,1,1,2,1,0,0,0,1,0,0,0,0,1,6,480111,0,2003,SR-34,33.216227778000004,-96.10128333
181,1,25,8,35,1,12,7,13,6,1,55,2,1,1,1,0,0,0,1,0,0,0,0,1,7,480112,1830,2003,US-75,33.722080556,-96.58364167
453,1,26,10,53,1,3,8,1,1,4,55,1,1,2,2,0,0,0,1,0,0,0,0,1,1,480113,3832,2003,RM620,30.369297221999997,-97.94896389
29,1,28,12,50,1,16,5,3,1,4,30,1,1,1,1,0,0,0,1,0,0,0,0,1,3,480114,6090,2003,BURNINGTRAIL,29.57015,-98.45008333
143,1,28,0,30,2,2,2,1,1,2,65,1,1,2,2,0,0,0,1,0,0,0,0,1,3,480115,0,2003,US-281,32.453716666999995,-98.14093889
281,1,28,23,18,2,2,2,1,5,4,65,1,1,2,1,0,0,0,1,0,0,0,0,2,3,480116,0,2003,US-190,31.054977778,-98.07498056
29,1,30,22,26,4,16,5,2,1,4,35,1,1,2,1,0,0,0,1,0,0,0,0,1,5,480117,6090,2003,BLANCO,29.470530556,-98.50789444
179,1,31,2,10,2,1,1,1,2,2,65,1,1,2,1,0,0,2,1,0,19,0,0,1,6,480118,0,2003,I-40,35.186586111,-101.03034170000001
341,1,31,17,30,2,4,8,8,1,2,60,1,1,2,1,0,0,0,1,0,0,0,0,1,6,480119,0,2003,FM722,35.798955555999996,-102.0355194
27,2,1,6,15,2,1,7,1,1,2,55,1,3,2,1,0,0,0,1,0,0,0,0,1,7,480120,0,2003,1-35,30.862355556,-97.58748889
29,2,1,8,55,1,16,5,6,1,2,30,1,1,2,1,60,3,0,1,0,0,0,0,1,7,480121,6090,2003,PRESAST,29.402361110999998,-98.48306389
37,2,1,5,45,6,1,1,1,3,2,65,1,1,2,1,0,0,0,1,0,0,0,0,1,7,480122,0,2003,I-30,33.400375,-94.57858611
53,2,1,21,37,3,4,8,1,5,4,40,1,1,2,1,0,0,0,1,0,0,0,0,1,7,480123,4310,2003,FM1431,30.584247222,-98.28511111
89,2,1,15,14,3,6,4,1,1,2,60,1,3,2,1,0,0,0,1,0,0,0,0,1,7,480124,0,2003,240,29.679033333000003,-96.78417222
113,2,1,0,20,2,16,5,1,1,2,30,1,1,2,1,0,0,2,1,0,0,0,0,1,7,480125,1730,2003,CICEROST,32.706297221999996,-96.7748
113,2,1,0,21,2,16,5,1,2,3,35,1,1,1,1,0,0,0,1,0,0,0,0,1,7,480126,1730,2003,PRAIRIECREEKRD,32.726725,-96.66567778
121,2,1,4,0,1,14,8,1,1,2,50,2,1,2,1,0,0,0,1,0,0,0,0,1,7,480127,0,2003,FM544,33.044583333,-96.89001944
299,2,1,12,58,4,4,8,1,1,4,45,1,1,2,1,0,0,0,1,0,0,0,0,1,7,480128,3699,2003,FM1431,30.676344444,-98.45814167
303,2,1,6,0,1,13,2,1,2,2,65,1,1,2,1,0,0,0,1,0,0,0,0,1,7,480129,4140,2003,US-62,33.535327778,-101.96961390000001
453,2,1,17,55,1,3,3,3,5,4,65,1,1,2,1,20,3,0,1,0,0,0,0,1,7,480130,0,2003,SR-71,30.352086111,-98.06380556
453,2,1,10,32,2,4,8,1,1,2,55,2,1,2,1,40,3,0,1,0,0,0,0,2,7,480131,0,2003,FM1431,30.496563889,-97.97888889
479,2,1,0,16,2,13,2,1,1,4,55,1,1,2,1,0,0,0,1,0,0,0,0,1,7,480132,3899,2003,US-83,27.461191666999998,-99.47746111
201,1,2,6,30,2,16,5,1,2,4,35,1,1,1,1,0,0,0,1,0,0,0,0,1,5,480133,3280,2003,FONDREN,29.65635,-95.50848056
121,1,4,17,32,5,4,8,1,1,2,55,1,1,2,1,0,0,0,1,0,0,0,0,1,7,480134,4007,2003,FM423,33.204061111,-96.88043611
111,1,5,12,45,8,2,2,1,1,2,70,1,1,2,1,0,0,0,1,0,0,0,0,1,1,480135,0,2003,US-87,36.135491667,-102.6283167
293,1,5,23,35,3,4,8,1,1,2,60,2,1,2,1,0,0,0,1,0,0,0,0,1,1,480136,0,2003,FM1245,31.572191667,-96.60134167
73,1,6,14,14,4,3,2,1,1,2,55,1,1,2,1,0,0,0,1,0,0,0,0,1,2,480137,0,2003,US-84,31.800955555999998,-95.30352222
113,1,7,11,49,11,12,7,11,2,3,45,1,1,1,1,3,3,0,1,0,14,0,0,1,3,480138,4530,2003,US-80,32.790869444,-96.59578611
157,1,7,16,0,4,13,8,1,1,2,55,1,1,2,1,0,0,0,1,0,0,0,0,1,3,480139,0,2003,FM1093,29.704283333000003,-95.72912222
245,1,7,17,6,2,12,3,1,1,4,50,1,1,2,1,0,0,0,1,0,0,0,0,1,3,480140,5430,2003,SR-82,29.843000000000004,-93.94940556
201,1,8,8,4,1,16,5,1,2,2,35,1,1,1,1,0,0,0,1,0,0,0,0,1,4,480141,3280,2003,WILCREST,29.704541666999997,-95.57122778
29,1,12,8,50,3,16,5,1,1,2,40,2,1,1,2,0,0,0,2,0,0,0,0,1,1,480142,6090,2003,PRUE,29.542352778,-98.63156944
217,1,12,20,16,2,6,5,2,1,2,40,1,1,2,1,0,0,0,1,0,0,0,0,1,1,480143,7480,2003,JEFFERSON,31.955013889,-97.31045278
29,1,14,18,41,2,16,5,3,1,4,35,1,1,2,1,0,0,0,1,0,0,0,0,1,3,480144,6090,2003,SANPEDRO,29.454558333,-98.49938889
201,1,16,10,0,6,11,1,1,3,5,60,1,1,1,1,0,0,0,1,0,0,0,0,2,5,480145,3280,2003,I-10,29.777638889000002,-95.41264444
339,1,17,18,30,6,6,4,1,1,2,40,1,1,2,1,0,0,0,1,0,0,0,0,1,6,480146,0,2003,ROGERS,30.474588889,-95.456925
201,1,18,22,45,3,16,5,1,2,2,35,1,1,1,1,0,0,0,1,0,14,0,0,1,7,480147,3280,2003,HOLMES,29.679522222,-95.36679444
201,1,18,17,27,2,16,5,1,2,2,35,1,1,1,1,0,0,2,1,0,0,0,0,1,7,480148,3280,2003,JENSEN,29.828955556,-95.34255556
253,1,18,1,15,3,4,8,1,1,2,65,1,1,2,1,0,0,0,1,0,0,0,0,2,7,480149,0,2003,FM707,32.547825,-99.89901389
453,1,18,7,54,5,12,2,2,1,4,60,1,1,2,1,0,0,0,1,0,0,0,0,1,7,480150,0,2003,US-290,30.223391666999998,-97.95313056
77,1,19,18,15,2,6,4,1,1,2,60,1,1,4,1,0,0,0,1,0,0,0,0,1,1,480151,0,2003,GOWAN,33.621558333,-98.0655
147,1,19,6,30,3,2,3,1,1,2,65,1,3,2,1,0,0,0,1,0,0,0,0,2,1,480152,0,2003,SR-56,33.57715,-96.11073889
147,1,19,99,99,2,4,8,1,1,2,55,1,1,2,1,0,0,0,1,0,0,0,0,1,1,480153,0,2003,FM100,33.658738889,-95.90891111
201,1,19,13,55,2,16,5,1,1,2,30,1,1,1,1,0,0,0,1,0,0,0,0,1,1,480154,3280,2003,KASSARINEPASS,29.681419444,-95.33609722
423,1,19,0,5,1,3,3,1,5,4,65,1,1,2,1,0,0,0,1,0,0,0,0,1,1,480155,0,2003,SR-155,32.205347222,-95.42271389
201,1,20,9,30,2,16,5,1,2,2,35,1,1,1,1,0,0,0,1,0,3,0,0,1,2,480156,3280,2003,LONGDR,29.689916667,-95.31295833
439,1,22,0,25,1,16,5,1,1,2,35,1,1,2,1,0,0,0,1,0,0,0,0,1,4,480157,2450,2003,CLAYTONRD,32.712213889000004,-97.43571389
485,1,22,1,20,2,4,8,1,1,2,55,2,1,2,1,0,0,0,1,0,0,0,0,1,4,480158,0,2003,FM367,33.918330556,-98.58284444
497,1,22,12,20,2,5,8,1,1,2,60,2,1,2,1,0,0,0,1,0,0,0,0,1,4,480159,0,2003,FM2264,33.180527778000005,-97.43845833
61,1,23,16,10,2,4,3,1,5,4,55,1,1,2,1,0,0,0,1,0,0,0,0,1,5,480160,0,2003,SR-48,25.966552778,-97.37180278
85,1,23,17,11,1,5,8,1,1,2,60,1,1,2,1,0,0,0,1,0,0,0,0,1,5,480161,0,2003,FM1777,33.032708333,-96.315575
123,1,23,12,55,5,14,3,1,1,2,65,1,1,2,1,0,0,0,1,0,0,0,0,2,5,480162,0,2003,SR-72,29.090691666999998,-97.33406944
201,1,23,23,0,2,12,2,1,2,3,65,1,1,1,1,0,0,0,1,0,0,0,0,1,5,480163,3505,2003,US-290,29.875127778000003,-95.55932222
291,1,24,21,43,1,5,8,1,1,2,60,1,1,2,1,0,0,0,1,0,0,0,0,1,6,480164,0,2003,FM160,30.064855555999998,-94.72015833
189,1,25,19,25,2,1,7,1,1,2,55,1,1,2,1,0,0,2,1,0,0,0,0,1,7,480165,0,2003,I-27,34.27305,-101.7164194
497,1,25,3,40,2,2,2,1,1,2,65,1,3,2,1,0,0,0,1,0,0,0,0,1,7,480166,0,2003,US-380,33.240916667,-97.54396389
201,1,26,18,20,2,16,5,1,1,2,40,1,1,2,2,0,0,0,2,1,0,0,0,2,1,480167,3280,2003,CLAY,29.833672221999997,-95.60462778
201,1,26,2,0,2,16,5,1,1,2,40,1,1,2,2,0,0,0,2,0,0,0,0,1,1,480168,3280,2003,BRITTMORE,29.823922221999997,-95.56993889
289,1,26,0,50,1,3,3,1,1,2,65,1,1,2,2,0,0,0,2,0,0,0,0,1,1,480169,0,2003,SR-7,31.268580556,-95.93440278
321,1,26,15,0,5,4,3,1,1,2,70,1,1,2,2,0,0,0,1,0,0,0,0,1,1,480170,0,2003,SR-60,28.792330556,-95.93386389
331,1,26,10,10,3,2,2,3,1,2,70,1,1,2,2,0,0,0,1,0,0,0,0,1,1,480171,9997,2003,US-190,30.737166666999997,-96.89968611
453,1,26,1,13,2,12,8,1,2,3,65,1,1,2,2,0,0,0,2,0,0,0,0,1,1,480172,330,2003,LP1,30.300630555999998,-97.75845278
