COUNTY,MONTH,DAY,HOUR,MINUTE,PERSONS,ROAD_FNC,ROUTE,REL_JUNC,TRAF_FLO,NO_LANES,SP_LIMIT,ALIGNMNT,PROFILE,PAVE_TYP,SUR_COND,TRA_CONT,T_CONT_F,HIT_RUN,WEATHER1,WEATHER2,C_M_ZONE,CF1,CF2,CF3,FATALS,DAY_WEEK,ST_CASE,CITY,YEAR,TWAY_ID,TWAY_ID2,WEATHER,latitude,longitud
113,4,5,9,3,1,12,3,1,3,3,45,2,2,8,1,0,0,0,1,0,0,0,0,0,1,5,480662,2590,2007,SR-190,99999999999999999999,1,32.94907222,-96.6168
179,4,5,12,25,1,4,3,1,1,2,70,1,1,2,1,0,0,0,1,0,0,0,0,0,1,5,480663,0,2007,SR-273,99999999999999999999,1,35.40000556,-100.7217194
331,4,5,17,20,2,3,2,1,1,2,70,1,1,2,1,0,0,0,1,0,0,0,0,0,1,5,480664,0,2007,US-77,99999999999999999999,1,30.90596944,-96.97988889
497,4,5,2,51,2,6,4,1,1,2,40,1,1,2,1,0,0,0,1,0,0,0,0,0,1,5,480665,0,2007,HICKORY,99999999999999999999,1,33.06683611,-97.43876944
113,4,6,16,15,9,11,7,2,4,2,40,1,1,2,1,3,3,0,1,0,0,0,0,0,1,6,480666,1730,2007,I-35,EWING,1,32.74484444,-96.81269722
201,4,6,23,40,1,16,8,1,4,2,55,2,1,2,1,0,0,0,1,0,0,0,0,0,1,6,480667,0,2007,LP-8,99999999999999999999,1,29.81718611,-95.16449722
373,4,6,15,41,2,14,8,2,9,2,55,1,1,2,1,20,3,0,1,0,0,0,0,0,1,6,480668,4020,2007,BU-59J,SATISFIED,1,30.69417778,-94.94263611
27,4,7,2,55,5,13,3,2,2,2,60,1,1,2,1,0,0,2,1,0,0,0,0,0,1,7,480669,3690,2007,SR-195,STAGECOACH,1,31.05864444,-97.76565556
31,4,7,23,45,6,3,2,1,1,2,65,1,2,2,2,0,0,0,2,0,0,0,0,0,1,7,480670,0,2007,US-281,99999999999999999999,2,29.982075,-98.40912222
389,4,7,14,30,4,1,1,1,2,2,80,1,1,2,4,0,0,0,3,0,0,0,0,0,1,7,480671,0,2007,I-20,99999999999999999999,3,31.35643611,-103.7004306
423,4,7,1,15,1,6,5,1,1,2,45,1,2,2,1,0,0,0,1,0,0,0,0,0,1,7,480672,0,2007,3107,99999999999999999999,1,32.50413889,-94.99086111
439,4,7,6,0,2,12,3,13,6,1,40,1,1,2,1,0,0,2,1,0,0,0,0,0,1,7,480673,260,2007,SR-360RAMP,99999999999999999999,1,32.76550833,-97.06301389
439,4,7,2,8,8,12,3,1,2,4,65,1,1,2,1,0,0,2,1,0,0,0,0,0,1,7,480674,2450,2007,SR-121,99999999999999999999,1,32.76757222,-97.30949444
491,4,7,18,5,3,13,2,1,5,4,55,1,1,2,2,0,0,0,3,0,0,0,0,0,1,7,480675,3925,2007,US-183,99999999999999999999,3,30.54761389,-97.84164444
29,4,8,22,19,2,12,8,1,3,3,65,1,1,2,1,0,0,0,1,0,0,14,0,0,1,1,480676,6090,2007,LP-1604,99999999999999999999,1,29.44424444,-98.71120833
85,4,8,4,10,1,16,5,3,1,2,30,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,480677,2520,2007,STARWOOD,STARCREEK,1,33.12023333,-96.83123611
183,4,8,1,17,1,13,2,1,5,4,55,1,1,2,1,0,0,0,1,0,0,0,0,0,1,1,480678,4080,2007,US-259,99999999999999999999,1,32.46196111,-94.70693056
287,4,8,99,99,1,4,3,3,1,2,60,1,1,2,2,20,3,0,2,0,0,0,0,0,1,1,480679,0,2007,SR-21,FM2440,2,30.23182778,-97.024775
363,4,8,1,50,1,4,8,1,1,2,60,2,1,2,1,0,0,0,1,0,0,0,0,0,1,1,480680,0,2007,FM2201,99999999999999999999,1,32.61099167,-98.19183333
381,4,8,2,20,3,13,8,1,5,6,45,1,1,2,2,0,0,0,4,0,0,0,0,0,1,1,480681,150,2007,LP335,99999999999999999999,4,35.18292778,-101.9379583
385,4,8,2,55,1,4,3,1,1,2,40,2,3,2,2,0,0,0,1,0,0,0,0,0,1,1,480682,1120,2007,SR-55,99999999999999999999,1,29.67421111,-100.0140306
427,4,8,18,55,5,6,4,1,1,2,35,1,1,2,1,0,0,0,1,0,0,0,0,0,2,1,480683,0,2007,EMBASSY,99999999999999999999,1,26.40074167,-98.76711111
497,4,8,14,27,1,4,8,1,1,2,60,1,1,2,1,0,0,0,1,0,0,0,0,0,1,1,480684,0,2007,FM730,99999999999999999999,1,33.16288889,-97.58430556
47,4,9,14,17,3,2,2,2,2,2,70,1,1,2,2,20,3,0,2,0,0,0,0,0,1,2,480685,0,2007,US-281,FM755,2,26.88999722,-98.13555833
59,4,9,20,30,2,3,3,2,1,2,65,1,1,2,1,20,3,0,1,0,0,0,0,0,1,2,480686,0,2007,SR-36,FM1750,1,32.32855556,-99.62922222
73,4,9,21,24,1,4,3,1,1,2,65,1,1,2,1,0,0,0,1,0,0,0,0,0,1,2,480687,0,2007,SR-294,99999999999999999999,1,31.63643611,-95.24830278
113,4,9,19,54,4,16,5,2,1,2,30,1,1,1,1,20,3,0,1,0,0,0,0,0,1,2,480688,2590,2007,SAMHOUSTON,HOMESTEAD,1,32.93828611,-96.65712222
367,4,9,19,35,1,11,1,1,2,9,65,1,1,2,1,0,0,0,1,0,0,0,0,0,1,2,480690,7280,2007,I-20,99999999999999999999,1,32.73571111,-97.76745833
47,4,10,20,24,1,4,8,1,1,2,65,1,1,2,1,0,0,0,1,0,0,0,0,0,1,3,480691,0,2007,FM755,99999999999999999999,1,26.85043056,-98.32221389
61,4,10,20,30,2,13,8,1,1,2,55,1,1,2,1,0,0,0,1,0,0,0,0,0,1,3,480692,940,2007,FM511,99999999999999999999,1,25.97786944,-97.438925
113,4,10,11,27,2,13,3,2,1,2,30,1,1,2,1,20,3,0,1,0,0,0,0,0,1,3,480693,3420,2007,SR-356,HASTINGS,1,32.812825,-96.94745833
257,4,10,20,25,1,5,8,3,1,2,30,1,1,2,1,0,0,0,1,0,0,0,0,0,1,3,480694,2430,2007,FM470,SOUTHLAKE,1,32.76032778,-96.46246667
329,4,10,7,23,2,1,1,1,2,2,70,1,1,2,1,0,0,0,1,0,0,0,0,0,1,3,480695,0,2007,I-20,99999999999999999999,1,32.01568611,-102.00048890000001
335,4,10,2,20,6,1,1,1,2,2,65,1,1,2,2,0,0,0,2,0,0,0,0,0,3,3,480696,0,2007,I-20,99999999999999999999,2,32.39231667,-100.913175
339,4,10,4,6,1,6,4,3,1,2,35,2,1,1,1,20,3,0,1,0,0,0,0,0,1,3,480697,0,2007,MTZION,CLARK,1,30.48616667,-95.43200278
495,4,10,6,35,3,3,3,1,1,2,75,1,1,2,2,0,0,0,5,0,0,0,0,0,1,3,480698,0,2007,SR-302,99999999999999999999,5,31.89141111,-102.8645056
1,4,11,20,30,3,4,8,1,1,2,55,2,1,2,1,0,0,0,1,0,0,0,0,0,1,4,480699,0,2007,FM322,99999999999999999999,1,31.71571944,-95.62809167
381,4,11,20,10,10,6,4,1,1,2,60,1,1,8,1,0,0,0,1,0,0,0,0,0,1,4,480700,0,2007,OSAGE,99999999999999999999,1,,
395,4,11,21,10,5,2,3,1,1,2,65,1,1,2,1,0,0,0,1,0,0,0,0,0,3,4,480701,0,2007,SR-6,99999999999999999999,1,31.08586944,-96.71370278
405,4,11,12,19,5,2,3,1,1,2,70,1,3,2,1,0,0,0,1,0,0,0,0,0,2,4,480702,0,2007,SR-103,99999999999999999999,1,31.39303333,-94.24493889
113,4,12,3,10,2,16,5,1,3,3,35,1,2,1,1,0,0,3,1,0,0,0,0,0,1,5,480703,1730,2007,ZANG,99999999999999999999,1,32.75549167,-96.82337778
215,4,12,10,23,1,6,4,1,1,2,45,1,1,2,1,0,0,0,1,0,0,0,0,0,1,5,480704,0,2007,TROSPER,99999999999999999999,1,26.25516944,-98.32722778
363,4,12,11,0,1,3,2,1,1,2,70,1,1,2,1,0,0,0,1,0,0,0,0,0,1,5,480705,0,2007,US-180,99999999999999999999,1,32.73355556,-98.389125
497,4,12,6,27,5,4,3,1,1,2,65,1,1,2,1,0,0,0,1,0,0,0,0,0,1,5,480706,0,2007,SR-114,99999999999999999999,1,33.17574444,-97.71590556
113,4,13,20,43,1,12,3,5,6,1,60,1,3,2,2,0,0,0,2,0,0,0,0,0,1,6,480707,3420,2007,SR-183,99999999999999999999,2,32.83706944,-96.94096111
157,4,13,22,2,5,3,8,8,1,2,60,1,1,2,1,0,0,0,1,0,0,0,0,0,1,6,480708,0,2007,FM521,99999999999999999999,1,29.53676389,-95.44950278
215,4,13,15,26,3,14,8,1,5,4,45,1,1,2,1,0,0,0,1,0,0,0,0,0,1,6,480709,5330,2007,FM3461,99999999999999999999,1,26.23218611,-98.16936944
223,4,13,21,34,2,4,3,1,1,2,65,1,1,2,2,0,0,0,2,0,0,0,0,0,1,6,480710,0,2007,SR-11,99999999999999999999,2,33.02765278,-95.40330278
351,4,14,22,45,2,4,3,1,1,2,65,1,1,2,1,0,0,0,1,0,0,0,0,0,2,7,480711,0,2007,SR-87,99999999999999999999,1,30.54479167,-93.80681944
359,4,14,9,20,3,1,7,1,1,2,55,1,1,2,4,0,0,0,1,0,0,0,0,0,1,7,480712,0,2007,I-40,99999999999999999999,1,35.26245833,-102.74655279999999
385,4,14,17,15,1,4,8,1,1,2,55,2,2,2,1,40,3,0,1,0,0,0,0,0,1,7,480713,0,2007,FM337,99999999999999999999,1,29.74107222,-99.61055833
419,4,14,4,34,3,3,3,1,1,2,65,1,3,2,2,0,0,0,1,0,0,0,0,0,2,7,480714,0,2007,SR-7,99999999999999999999,1,31.93491389,-94.06049444
439,4,14,0,20,6,13,8,2,2,2,45,1,1,1,1,3,3,0,1,0,0,0,0,0,1,7,480715,260,2007,FM157,SUBLETT,1,32.64872222,-97.13428611
491,4,14,5,45,1,6,4,1,1,2,60,1,2,2,2,0,0,0,2,0,0,0,0,0,1,7,480716,0,2007,CR-196,99999999999999999999,2,30.71461667,-97.64194167
141,4,15,22,30,1,16,5,1,1,2,35,1,9,5,5,0,0,0,9,0,0,0,0,0,1,1,480717,2190,2007,STATELINE,MCCOMBS,9,32.00120556,-106.40895829999998
201,4,15,23,15,2,11,1,1,3,4,60,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,480718,3280,2007,I-45,99999999999999999999,1,29.67907222,-95.27098056
221,4,15,6,15,2,6,4,1,1,2,45,1,1,2,1,0,0,0,1,0,0,0,0,0,1,1,480719,0,2007,ROLLINS,99999999999999999999,1,32.39431667,-97.660675
339,4,15,2,10,1,11,1,1,3,2,60,1,1,1,1,0,0,0,1,0,4,0,0,0,1,1,480720,1510,2007,I-45,99999999999999999999,1,30.24164722,-95.45808611
71,4,16,12,33,2,3,8,1,1,2,55,1,1,2,1,0,0,0,1,0,0,0,0,0,1,2,480721,4728,2007,FM565,99999999999999999999,1,29.85680556,-94.86498333
73,4,16,16,15,2,5,8,2,1,2,55,2,1,2,1,20,3,0,1,0,0,0,0,0,1,2,480722,0,2007,FM22,1515,1,31.912225,-95.20451944
113,4,16,1,21,1,11,7,1,4,2,45,1,1,1,1,0,0,0,1,0,0,0,0,0,1,2,480723,1730,2007,I-635,99999999999999999999,1,32.925575,-96.80061111
181,4,16,17,45,3,14,3,2,4,2,30,1,1,2,1,20,3,0,1,0,0,0,0,0,1,2,480724,6350,2007,SR-56,CLEVELAND,1,33.64031389,-96.59135
453,4,16,13,45,2,3,3,1,2,4,70,1,1,2,1,0,0,0,1,0,0,0,0,0,1,2,480725,0,2007,SR-71,99999999999999999999,1,30.41983889,-98.12515556
9,4,17,16,30,3,3,3,1,1,2,70,1,1,2,2,0,0,0,2,0,0,0,0,0,1,3,480726,0,2007,SR-79,99999999999999999999,2,33.62923889,-98.62045278
141,4,17,11,30,2,16,5,2,2,4,35,1,1,2,1,3,3,0,1,0,0,0,0,0,1,3,480727,2190,2007,MONTWOOD,LEROYBONSE,1,31.76721944,-106.29079170000001
501,4,17,23,0,1,6,4,1,1,2,55,1,1,2,1,0,0,0,1,0,0,0,0,0,1,3,480728,0,2007,CR390,CR375,1,32.9642,-102.7264611
113,4,18,7,1,2,16,5,2,2,3,45,1,1,1,1,0,0,0,1,0,0,0,0,0,1,4,480729,3420,2007,BELTLINE,CABELL,1,32.90163889,-96.99120556
485,4,18,12,50,1,13,8,1,5,4,35,1,1,2,1,0,0,0,1,0,0,0,0,0,1,4,480730,7490,2007,LP473,99999999999999999999,1,33.89205,-98.48391111
215,4,19,21,0,2,16,4,1,1,2,55,1,1,2,1,0,0,2,1,0,0,0,0,0,1,5,480731,0,2007,NOLANALOOP,99999999999999999999,1,26.22000833,-98.07723611
375,4,19,17,15,2,16,5,1,1,2,35,1,1,2,1,20,3,0,1,0,0,0,0,0,2,5,480732,150,2007,MCMASTERS,2ND,1,35.21887778,-101.86456109999999
395,4,19,23,5,1,2,2,1,1,2,65,1,1,2,1,0,0,0,1,0,0,0,0,0,1,5,480733,0,2007,US-79,99999999999999999999,1,30.95808333,-96.56450278
439,4,19,18,17,2,13,8,2,1,2,30,1,1,1,1,20,3,0,1,0,0,0,0,0,1,5,480734,260,2007,FM157,COMMERCIAL,1,32.62054722,-97.13749167
439,4,19,17,10,2,16,5,3,1,2,30,1,1,2,1,20,3,0,1,0,0,0,0,0,1,5,480735,2850,2007,SHADYBROOK,TRAILEDGE,1,32.94804444,-97.08823056
485,4,19,20,5,1,12,7,1,4,2,45,2,3,2,1,0,0,0,1,0,0,0,0,0,1,5,480736,7490,2007,US-82/287,99999999999999999999,1,33.88617778,-98.46663889
113,4,20,21,16,1,16,5,1,1,4,35,1,1,1,1,0,0,0,1,0,0,20,0,0,1,6,480737,2800,2007,WARRIORTRAIL,99999999999999999999,1,,
265,4,20,14,48,1,4,8,1,1,2,50,2,2,2,1,40,3,0,1,0,0,0,0,0,1,6,480738,0,2007,FM1340,99999999999999999999,1,30.05876389,-99.41708333
439,4,20,13,10,2,16,5,1,2,2,35,1,1,1,1,0,0,0,1,0,0,0,0,0,1,6,480739,260,2007,CALIFORNIA,99999999999999999999,1,32.69953333,-97.14101389
441,4,20,19,43,2,13,3,8,5,4,50,1,1,2,1,0,0,0,1,0,0,0,0,0,1,6,480740,30,2007,SR-351,99999999999999999999,1,32.47886389,-99.69663611
161,4,21,13,43,2,6,4,1,1,2,35,1,2,8,1,0,0,0,1,0,0,0,0,0,1,7,480741,0,2007,930,99999999999999999999,1,31.68311111,-96.38374167
251,4,21,21,10,1,1,1,1,2,2,65,1,2,1,1,0,0,0,1,0,0,0,0,0,1,7,480742,1030,2007,I-35,99999999999999999999,1,32.49321389,-97.28439444
293,4,21,1,20,1,4,3,1,1,2,65,1,2,2,1,0,0,0,1,0,0,0,0,0,1,7,480743,0,2007,SR-164,99999999999999999999,1,31.54611389,-96.75755278
29,4,22,23,51,1,16,5,1,1,2,30,1,1,2,1,0,0,0,1,0,0,0,0,0,1,1,480744,6090,2007,COMMERCIAL,99999999999999999999,1,29.32703889,-98.51620556
29,4,22,4,45,2,13,3,1,3,3,45,1,2,2,1,0,0,0,1,0,0,0,0,0,1,1,480745,6090,2007,SR-16,99999999999999999999,1,29.51115278,-98.63122778
121,4,22,2,14,2,11,1,1,4,2,65,1,1,2,1,0,0,0,1,0,0,0,0,0,1,1,480746,1840,2007,I-35,99999999999999999999,1,33.18151111,-97.10112222
141,4,23,20,28,2,11,7,1,4,2,45,1,1,1,1,0,0,2,7,0,0,0,0,0,1,2,480747,2190,2007,I-10,99999999999999999999,7,31.76561667,-106.3669861
347,4,23,18,58,1,6,4,1,1,2,35,2,1,5,1,0,0,0,1,0,0,0,0,0,1,2,480748,0,2007,CR344,99999999999999999999,1,31.60842778,-94.43376944
465,4,24,13,20,1,4,8,1,1,2,55,2,3,2,1,0,0,0,1,0,0,0,0,0,1,3,480749,0,2007,FM1024,99999999999999999999,1,29.79991111,-101.2236972
451,4,25,14,37,3,16,5,1,1,2,30,1,1,2,1,20,3,0,1,0,0,14,0,0,1,4,480750,6080,2007,FTMCKAVETT,99999999999999999999,1,31.43523333,-100.4135833
453,4,22,12,38,3,3,7,1,1,4,55,2,2,2,1,0,0,0,1,0,0,0,0,0,1,1,480751,3832,2007,FM620,99999999999999999999,1,30.36081944,-97.953525
29,4,28,23,43,1,16,5,1,1,2,40,2,1,2,1,0,0,0,1,0,0,0,0,0,1,7,480752,6090,2007,GREENMOUNTAIN,99999999999999999999,1,29.61595,-98.35818611
479,4,28,9,43,2,16,5,1,2,4,40,1,1,2,1,0,0,0,1,0,0,0,0,0,1,7,480753,3899,2007,MCPHERSON,99999999999999999999,1,27.55934444,-99.47513611
29,4,30,3,39,3,16,5,3,1,2,99,1,3,2,1,0,0,0,1,0,0,20,0,0,1,2,480754,6090,2007,NEWBRAUNFELS,ELMHURST,1,29.459475,-98.46091944
453,4,30,6,50,6,13,8,1,1,6,60,1,1,2,2,0,0,0,2,0,0,0,0,0,1,2,480755,330,2007,FM2222,99999999999999999999,2,30.39683056,-97.84906944
201,1,1,1,55,3,16,8,1,1,2,65,1,2,1,1,0,0,0,1,0,0,0,0,0,3,2,480756,3280,2007,WESTPARKTOLLWAY,99999999999999999999,1,29.72385556,-95.60801111
201,1,7,23,30,3,11,1,1,2,4,60,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,480757,3280,2007,I-610,99999999999999999999,1,29.69630556,-95.30566111
499,1,12,20,53,2,4,8,1,1,2,50,1,2,2,2,0,0,0,2,0,0,14,0,0,1,6,480758,7560,2007,FM515,99999999999999999999,2,32.94782778,-95.30545556
291,1,13,5,6,1,3,3,1,1,2,65,1,1,1,1,0,0,0,1,0,0,0,0,0,1,7,480759,0,2007,SR-146,99999999999999999999,1,30.43534722,-94.76630833
215,1,15,2,17,1,16,5,1,1,2,30,1,1,2,1,0,0,0,1,0,0,0,0,0,1,2,480760,4197,2007,SANDPIPER,99999999999999999999,1,,
439,1,19,1,50,2,11,1,13,6,1,60,1,1,1,2,0,0,0,2,0,0,0,0,0,1,6,480761,2450,2007,I-35,99999999999999999999,2,32.65373889,-97.32185556
29,1,21,3,50,2,6,5,1,1,2,30,1,9,9,9,20,3,0,9,0,0,0,0,0,1,1,480762,6090,2007,JOSEPHINETOBIN,CRAIG,9,29.45394167,-98.53538611
293,1,23,6,20,2,5,8,1,1,2,60,1,1,2,1,0,0,0,1,0,0,0,0,0,2,3,480763,0,2007,FM1512,99999999999999999999,1,31.40474722,-96.28184167
213,1,22,5,0,1,6,4,1,1,2,30,2,1,2,5,0,0,0,1,0,0,0,0,0,1,2,480764,0,2007,2936,99999999999999999999,1,,
201,2,2,6,3,2,11,1,1,2,5,60,1,1,1,2,0,0,0,2,0,0,0,0,0,1,6,480765,3280,2007,I-610,99999999999999999999,2,29.81284167,-95.40161389
245,2,3,4,22,3,12,2,1,3,2,65,1,1,1,1,0,0,0,1,0,0,0,0,0,1,7,480766,490,2007,US-69,99999999999999999999,1,30.02673889,-94.05528611
201,2,5,18,55,4,16,4,8,1,2,30,1,1,2,1,0,0,0,1,0,0,0,0,0,1,2,480767,0,2007,ADLONGJOHNSON,99999999999999999999,1,29.956325,-95.03575
39,2,10,16,20,1,6,4,1,1,2,45,2,1,2,1,0,0,0,1,0,0,0,0,0,1,7,480768,0,2007,359,99999999999999999999,1,29.04985556,-95.75536944
453,2,15,10,20,9,11,1,1,3,3,55,9,9,9,9,0,0,0,9,0,0,0,0,0,1,5,480769,330,2007,I-35,99999999999999999999,9,30.276175,-97.73109444
201,2,16,19,20,2,16,5,1,9,9,35,1,1,1,1,0,0,2,1,0,0,0,0,0,1,6,480770,3280,2007,HEMPSTEAD,99999999999999999999,1,29.79629167,-95.45281944
201,2,17,22,45,4,16,5,1,2,2,45,1,1,1,1,0,0,0,1,0,0,0,0,0,1,7,480771,3280,2007,GALVESTON,99999999999999999999,1,29.68050556,-95.25178333
201,2,17,22,15,2,6,5,1,1,2,35,1,1,2,1,0,0,0,1,0,0,0,0,0,1,7,480772,0,2007,BAMWOOD,99999999999999999999,1,30.02050833,-95.43171389
201,2,17,20,20,2,16,5,1,1,2,30,1,1,1,1,0,0,0,1,0,0,17,0,0,1,7,480773,3280,2007,FRESHMEADOWS,99999999999999999999,1,29.72674444,-95.50256111
231,2,23,12,15,2,2,2,1,1,2,70,1,1,2,1,0,0,0,1,0,0,0,0,0,1,6,480774,0,2007,US-380,99999999999999999999,1,33.13849722,-96.22175
201,2,27,10,30,1,13,8,1,9,3,50,1,1,1,1,0,0,0,1,0,0,0,0,0,1,3,480775,3280,2007,LP8,99999999999999999999,1,29.74816111,-95.55726389
201,3,8,14,0,1,16,5,5,6,2,40,2,2,1,1,0,0,0,1,0,0,0,0,0,1,5,480776,3280,2007,WILLCLAYTONPARKWAY,99999999999999999999,1,29.98118333,-95.33001667
85,3,9,20,43,3,12,2,1,2,4,60,1,1,1,1,0,0,0,1,0,4,0,0,0,1,6,480777,5390,2007,US-75,99999999999999999999,1,33.01292778,-96.70820556
181,3,9,10,2,2,12,2,2,2,2,70,1,2,2,1,20,3,0,1,0,0,0,0,0,1,6,480778,6350,2007,US-82,REYNOLDS,1,33.67120833,-96.67186944
245,3,10,2,4,1,16,5,1,1,4,35,1,1,1,1,0,0,0,1,0,0,0,0,0,1,7,480779,490,2007,DOWLEN,99999999999999999999,1,30.08334722,-94.17141389
441,3,10,5,54,3,13,8,2,5,2,40,1,1,2,1,4,3,0,1,0,0,0,0,0,1,7,480780,30,2007,BU-83,7,1,32.44189722,-99.72816389
59,3,11,19,45,3,3,3,1,1,2,65,1,1,2,2,0,0,0,2,0,0,0,0,0,1,1,480781,0,2007,SR-36,99999999999999999999,2,32.22151111,-99.37557222
439,3,11,16,57,2,13,3,2,5,4,45,1,1,2,1,3,3,0,1,0,0,0,0,0,1,1,480783,1442,2007,SR-26,CENTERPARK,1,32.878125,-97.15891389
201,3,12,20,45,1,6,4,1,3,2,35,1,1,1,1,0,0,0,1,0,0,0,0,0,1,2,480784,0,2007,TCJESTER,99999999999999999999,1,29.9601,-95.45163611
245,3,13,1,58,2,1,1,1,3,2,65,1,1,2,1,0,0,0,1,0,0,0,0,0,1,3,480785,0,2007,I-10,99999999999999999999,1,29.93391389,-94.266075
299,3,13,13,30,5,3,3,1,1,2,70,1,1,2,2,0,0,0,1,0,0,0,0,0,1,3,480786,0,2007,SR-29,99999999999999999999,1,30.76976667,-98.54734167
43,3,14,13,22,2,4,2,1,1,2,70,1,1,2,1,0,0,0,1,0,0,0,0,0,1,4,480787,0,2007,US-385,99999999999999999999,1,,
201,3,14,12,43,2,11,7,11,4,1,35,1,1,1,1,3,3,0,1,0,0,0,0,0,1,4,480788,3280,2007,I-10,lockwood,1,29.77385833,-95.31558889
215,3,15,12,20,3,4,8,2,1,2,30,1,1,2,1,20,3,0,1,0,0,0,0,0,1,5,480789,0,2007,fm494,107,1,26.31646389,-98.26796667
355,3,15,22,10,6,3,3,1,1,2,60,1,1,2,1,0,0,0,1,0,0,0,0,0,2,5,480790,5420,2007,SR-361,99999999999999999999,1,27.77900833,-97.10511389
385,3,15,10,10,2,4,8,1,1,2,55,2,1,2,1,40,3,0,1,0,0,0,0,0,1,5,480791,0,2007,fm337,99999999999999999999,1,29.74139167,-99.81942778
401,3,15,2,10,2,3,3,1,1,4,65,1,2,2,1,0,0,0,5,0,0,0,0,0,1,5,480792,0,2007,SR-149,99999999999999999999,5,32.33393333,-94.55033889
441,3,15,0,4,1,16,5,2,1,2,35,1,1,2,1,0,0,0,1,0,0,0,0,0,1,5,480793,30,2007,7TH,SAMMONS,1,32.44379167,-99.760625
7,3,16,17,26,2,4,8,1,1,2,70,1,2,2,1,0,0,0,1,0,0,0,0,0,1,6,480794,0,2007,FM136,99999999999999999999,1,28.04598889,-97.23029444
257,3,16,21,48,2,16,5,1,1,2,35,1,1,4,1,0,0,0,1,0,0,0,0,0,2,6,480796,2430,2007,REEDER,99999999999999999999,1,32.74721944,-96.42859444
217,3,18,17,24,2,2,3,3,1,2,70,1,1,2,1,0,0,0,1,0,0,0,0,0,1,1,480797,0,2007,SR-31,3242,1,31.81523056,-96.83616111
231,3,18,17,11,4,4,3,2,1,2,65,1,1,2,1,4,3,0,1,0,1,0,0,0,1,1,480798,0,2007,SR-224,FM118,1,33.17049444,-96.07206389
503,3,18,13,55,9,3,2,1,1,2,70,1,1,2,1,0,0,0,1,0,0,0,0,0,1,1,480799,0,2007,US-380,99999999999999999999,1,33.130475,-98.50388333
201,3,21,0,15,1,16,5,1,1,2,30,1,1,1,1,0,0,0,1,0,0,0,0,0,1,4,480800,3280,2007,PARKER,99999999999999999999,1,29.85936667,-95.37982222
203,3,21,9,29,2,3,8,1,1,2,70,2,1,2,1,0,0,0,1,0,0,0,0,0,1,4,480801,4360,2007,FM2625,99999999999999999999,1,32.45281944,-94.22687778
245,3,22,23,19,3,3,8,1,1,4,60,1,1,1,1,0,0,0,1,0,0,0,0,0,1,5,480802,0,2007,SP93,99999999999999999999,1,,
339,3,22,5,50,2,2,3,1,5,6,60,1,2,1,1,0,0,0,1,0,0,0,0,0,1,5,480803,0,2007,SR-105,99999999999999999999,1,30.35613333,-95.58955278
353,3,23,15,27,3,1,1,15,2,2,70,1,2,2,1,0,0,0,1,0,0,0,0,0,2,6,480806,0,2007,I-20,99999999999999999999,1,32.48806389,-100.3372333
73,3,25,9,0,2,5,8,1,1,2,55,1,2,2,1,0,0,0,1,0,0,0,0,0,2,1,480807,0,2007,FM241,99999999999999999999,1,31.72216111,-95.10147778
113,3,25,23,0,5,12,2,1,3,4,60,1,1,1,2,0,0,0,2,0,0,0,0,0,1,1,480808,1730,2007,US-75,99999999999999999999,2,32.85670833,-96.77049722
133,3,26,13,30,2,1,1,1,2,2,70,1,1,2,2,0,0,0,2,0,0,0,0,0,1,2,480809,0,2007,I-20,99999999999999999999,2,32.42435,-98.72800556
201,3,26,15,45,2,11,1,5,6,2,60,1,1,1,1,0,0,0,1,0,0,0,0,0,1,2,480810,3280,2007,I-10RAMP,99999999999999999999,1,29.77305833,-95.33975278
439,3,27,11,40,2,16,5,8,1,2,30,2,1,2,1,0,0,0,1,0,0,0,0,0,1,3,480811,6485,2007,CANTERBURYCOURT,99999999999999999999,1,32.93355278,-97.17048056
231,3,29,23,12,3,13,2,2,1,2,65,1,1,2,2,0,0,0,2,0,0,0,0,0,1,5,480812,0,2007,US-69,DELL,2,33.16105833,-96.13593889
47,3,30,20,59,2,2,2,1,2,2,65,1,1,2,1,0,0,0,1,0,0,0,0,0,1,6,480813,0,2007,US-281,99999999999999999999,1,27.22673333,-98.14422222
305,3,30,1,5,2,13,2,2,2,2,65,1,1,2,1,20,3,0,1,0,0,0,0,0,1,6,480814,0,2007,US-87,FM211,1,33.32500833,-101.806775
29,3,31,17,20,3,16,5,1,1,2,45,2,1,2,1,0,0,0,1,0,0,0,0,0,1,7,480815,0,2007,BOERNESTAGE,99999999999999999999,1,29.68115,-98.67282222
201,3,19,20,40,1,11,1,5,6,1,35,1,1,1,1,0,0,0,1,0,0,0,0,0,1,2,480816,3280,2007,I-10,99999999999999999999,1,29.78405278,-95.56393611
255,4,1,6,15,1,5,8,1,1,2,60,2,1,8,1,0,0,0,1,0,0,0,0,0,1,1,480817,0,2007,FM743,FM2443,1,28.717275,-97.754025
135,4,2,23,30,4,6,4,1,1,2,50,1,1,2,1,0,0,0,1,0,0,0,0,0,1,2,480818,0,2007,MOSS,ELIZABETH,1,31.86778333,-102.5043556
29,4,5,2,40,4,11,1,15,2,3,60,1,1,2,1,0,0,0,1,0,0,0,0,0,1,5,480819,6090,2007,I-10,99999999999999999999,1,29.50354444,-98.5483
