ST_CASE,PERSONS,COUNTY,CITY,DAY,MONTH,YEAR,DAY_WEEK,HOUR,MINUTE,ROAD_FNC,ROUTE,TWAY_ID,TWAY_ID2,LATITUDE,LONGITUD,TYP_INT,WEATHER1,WEATHER2,WEATHER,CF1,CF2,CF3,FATALS
480041,1,35,1390,10,1,2013,5,18,19,4,8,FM219 W 5TH ST,N AVE D,31.78347778,-97.574,2,1,0,1,0,0,0,1
480042,1,113,4530,10,1,2013,5,6,7,16,5,TOWNE CENTRE DR,,32.80140278,-96.6298,1,10,0,10,0,0,0,1
480043,1,201,0,10,1,2013,5,18,20,11,1,I-10,,29.78401111,-95.1101,1,10,0,10,0,0,0,1
480044,1,441,30,10,1,2013,5,18,40,16,5,SAYLES BLVD,,32.44611944,-99.7479,1,1,0,1,0,0,0,1
480045,1,145,0,11,1,2013,6,8,8,4,8,FM413,,31.22930556,-96.7623,1,1,0,1,0,0,0,1
480046,5,287,0,11,1,2013,6,10,0,2,2,US-290,,30.18546667,-96.9595,1,1,0,1,0,0,0,1
480047,1,29,6090,12,1,2013,7,7,57,15,8,FM2536 OLD PEARSALL RD,,29.36253611,-98.5928,1,10,0,10,0,0,0,1
480048,1,201,3280,12,1,2013,7,2,42,16,5,SPACE CENTER BLVD,,29.57056667,-95.1052,1,2,0,2,0,0,0,1
480049,7,113,1730,13,1,2013,1,18,52,12,7,US-67 MARVIN D LOVE FWY,WHEATLAND RD,32.64747222,-96.8854,2,1,0,1,0,0,0,1
480050,4,121,0,13,1,2013,1,2,46,4,8,FM2450,,33.37098333,-97.2484,1,10,0,10,0,0,0,1
480051,1,201,3280,13,1,2013,1,22,30,16,5,MESA DR,,29.85904444,-95.2625,1,1,0,1,0,0,0,1
480052,6,229,0,13,1,2013,1,13,22,1,1,I-10,,31.05282222,-104.943,1,1,0,1,0,0,0,3
480053,1,191,0,14,1,2013,2,7,32,4,8,FM-657,,34.62252222,-100.73700000000001,1,1,0,1,0,0,0,1
480054,2,201,3280,14,1,2013,2,17,55,11,1,I-610 RAMP,,29.740175,-95.2657,1,10,0,10,20,0,0,2
480055,1,439,2800,14,1,2013,2,16,58,11,1,I-20 RAMP,,32.67769722,-97.0649,1,1,0,1,0,0,0,1
480056,1,29,3942,15,1,2013,3,18,43,13,3,SR-16,SENECA DR,29.49122778,-98.6129,2,1,0,1,0,0,0,1
480057,2,167,1920,15,1,2013,3,18,1,11,1,I-45,,29.47075278,-95.0944,1,1,0,1,0,0,0,1
480058,3,439,590,15,1,2013,3,17,49,13,2,US-377,SPROLES DR,32.67351389,-97.4692,2,10,0,10,0,0,0,1
480059,3,453,330,15,1,2013,3,11,31,11,1,I-35,,30.15266111,-97.7915,1,10,0,10,0,0,0,1
480060,2,29,6090,16,1,2013,4,8,55,16,5,WEST AVE,LOCKHILL SELMA,29.53504722,-98.5204,2,1,0,1,0,0,0,1
480061,3,53,0,16,1,2013,4,7,9,3,3,SR-29,,30.71698611,-98.0094,1,1,0,1,0,0,0,1
480062,2,91,0,16,1,2013,4,17,16,13,3,SR-46,CR-S CRANES RD,29.77287222,-98.2756,3,2,0,2,0,0,0,1
480063,1,61,3030,17,1,2013,5,6,53,13,8,SL499 COL BILL CARD JR BLVD,N BREEDLOVE RD,26.22377222,-97.6976,2,1,0,1,0,0,0,1
480064,2,113,1730,17,1,2013,5,19,18,13,8,SS244 E NORTHWEST HWY,JUPITER RD0,32.86422222,-96.6832,2,1,0,1,0,0,0,1
480065,1,201,0,17,1,2013,5,7,35,13,8,BU90U BEAUMONT HWY,,29.83745556,-95.1989,1,1,0,1,0,0,0,1
480066,3,375,150,17,1,2013,5,15,57,12,7,US-87/287 S DUMAS DR,E WILLOW CREEK DR,35.27991111,-101.834,2,1,0,1,0,0,0,1
480067,1,21,0,18,1,2013,6,13,18,3,3,SR-95,BIG SANDY RD,30.24621667,-97.3212,3,1,0,1,20,0,0,1
480068,1,113,1730,18,1,2013,6,5,32,11,7,I-30 TOM LANDRY FWY,,32.76919444,-96.8244,1,1,0,1,0,0,0,1
480069,2,183,0,18,1,2013,6,18,40,3,3,SR-31,,32.37725556,-94.9792,1,1,0,1,19,0,0,2
480071,1,21,6430,19,1,2013,7,0,44,3,3,SR-95,,30.00527222,-97.1667,1,1,0,1,0,0,0,1
480072,2,27,3690,19,1,2013,7,0,59,14,8,FM-3470,,31.08128611,-97.7701,1,1,0,1,0,0,0,1
480073,5,187,0,19,1,2013,7,0,55,6,4,CR-LAUBACH RD,,29.62826389,-97.9256,1,1,0,1,0,0,0,1
480074,1,201,3280,19,1,2013,7,15,26,11,1,I-610 RAMP,,29.70923056,-95.2678,1,1,0,1,0,0,0,1
480075,4,249,0,19,1,2013,7,20,52,4,8,FM 625,,27.70878056,-98.1931,1,1,0,1,19,0,0,1
480076,2,381,150,19,1,2013,7,0,45,11,7,I-27,45TH AVE,35.16384167,-101.87100000000001,2,1,0,1,0,0,0,1
480077,4,413,0,19,1,2013,7,16,13,6,4,CR-245,,30.75998056,-100.304,1,1,0,1,0,0,0,1
480078,3,439,2450,19,1,2013,7,18,11,16,5,SANDSHELL DR,,32.85325,-97.3109,1,1,0,1,0,0,0,1
480079,1,485,7490,19,1,2013,7,11,31,12,2,US-277,,33.90379444,-98.4985,1,1,0,1,0,0,0,1
480080,3,29,6090,20,1,2013,1,1,48,12,2,US-90,,29.40749722,-98.5993,1,1,0,1,0,0,0,2
480081,2,113,1730,20,1,2013,1,1,50,16,5,PRAIRIE CREEK,,32.77384167,-96.6654,1,1,0,1,0,0,0,1
480082,3,113,1730,20,1,2013,1,5,12,16,5,MIDWAY RD,,32.89201111,-96.8382,1,1,0,1,0,0,0,1
480083,6,171,0,20,1,2013,1,12,40,2,2,US-290,,30.22091944,-98.7513,1,1,0,1,14,0,0,1
480084,1,187,0,20,1,2013,1,16,26,14,8,FM 1518,,29.56689167,-98.29899999999999,1,1,0,1,0,0,0,1
480085,1,85,5390,22,1,2013,3,0,26,16,5,HEDGCOXE RD,,33.08572222,-96.7546,1,1,0,1,0,0,0,1
480086,3,201,0,22,1,2013,3,0,40,13,3,SR-6,,29.71173889,-95.6437,1,1,0,1,0,0,0,1
480087,1,423,0,22,1,2013,3,15,25,6,4,CR-PEARL ST,,32.37271667,-95.256,1,1,0,1,0,0,0,1
480088,2,289,1000,23,1,2013,4,5,27,1,1,I-45,,31.45460833,-96.0795,1,1,0,1,0,0,0,1
480089,3,439,260,23,1,2013,4,5,43,13,8,FM 157,ASHFORD LN,32.78133056,-97.096,3,1,0,1,0,0,0,1
480090,3,21,0,24,1,2013,5,6,49,3,3,SR-95,,30.40101667,-97.3728,1,10,0,10,0,0,0,1
480091,1,29,6090,24,1,2013,5,17,20,16,5,AUTUMN SUNRISE,,29.53172778,-98.6748,1,1,0,1,0,0,0,1
480092,1,113,2800,24,1,2013,5,19,28,16,5,CARRIER PKWY,HOLIDAY HILLS,32.75490833,-97.0182,1,1,0,1,0,0,0,1
480093,3,121,1840,24,1,2013,5,8,5,14,8,FM-428,,33.24931944,-97.1156,1,10,0,10,20,0,0,2
480094,2,339,0,24,1,2013,5,10,10,4,3,SR-75,ESPERANZA RD,30.48845,-95.4915,1,10,0,10,0,0,0,1
480095,4,423,0,24,1,2013,5,18,4,3,3,SR-155,FM 16,32.48599444,-95.1695,1,1,0,1,0,0,0,1
480096,1,29,6090,25,1,2013,6,18,40,16,5,GEVERS ST,,29.38601389,-98.4568,1,1,0,1,0,0,0,1
480097,1,201,3280,25,1,2013,6,22,17,16,5,BRIAR FOREST DR,,29.75554444,-95.6268,1,10,0,10,0,0,0,1
480098,2,39,2490,26,1,2013,7,19,30,13,3,SR-288,,28.97620556,-95.3736,1,1,0,1,0,0,0,1
480099,2,217,0,26,1,2013,7,23,15,4,2,US-77,,32.08454722,-97.0155,1,5,0,5,0,0,0,1
480100,5,441,30,26,1,2013,7,20,13,13,8,BU-83 D,BUTTERNUT ST,32.42021667,-99.7386,3,1,0,1,0,0,0,1
480101,4,19,0,27,1,2013,1,16,36,3,3,SR-16,,29.73530278,-99.1153,1,1,0,1,0,0,0,1
480102,1,29,6090,27,1,2013,1,13,47,11,7,I-35 PAN AM EXPY,,29.34763056,-98.5422,1,10,0,10,0,0,0,1
480103,1,121,3960,27,1,2013,1,5,15,16,5,WATERS RIDGE DR,,33.01871667,-96.9705,1,5,0,5,0,0,0,1
480104,1,201,3280,27,1,2013,1,21,19,12,7,US-90 LAKE HOUSTON PKWY,,29.80866667,-95.2151,1,1,0,1,0,0,0,1
480105,6,439,2800,27,1,2013,1,13,55,11,1,I-30 TOM LANDRY HWY,,32.75966111,-97.0359,1,1,0,1,23,0,0,3
480106,3,459,0,27,1,2013,1,19,10,4,8,FM 726,,32.69101111,-94.8236,1,1,0,1,14,0,0,1
480107,3,373,0,28,1,2013,2,7,30,3,2,US-190,NETTLES CEMETARY RD,30.70791944,-94.8644,2,1,0,1,0,0,0,1
480108,2,439,2450,28,1,2013,2,0,52,11,1,I-30 WEST FWY,,32.73305556,-97.3615,1,1,0,1,0,0,0,1
480109,4,439,2450,29,1,2013,3,12,10,12,2,US- 81 / 287,,32.90034444,-97.3336,1,1,0,1,0,0,0,1
480111,1,453,330,30,1,2013,4,0,30,16,5,E HOWARD LN,HARRISGLENN DR,30.40629167,-97.6422,2,1,0,1,0,0,0,1
480112,2,467,0,30,1,2013,4,14,10,1,1,I-20,,32.64244722,-96.0476,1,1,0,1,0,0,0,1
480113,1,27,6810,31,1,2013,5,20,39,14,8,FM1741,,31.05498333,-97.375,1,1,0,1,0,0,0,1
480114,2,29,6090,31,1,2013,5,20,38,13,8,SL368,,29.49665,-98.4276,1,1,0,1,0,0,0,1
480115,1,251,0,2,1,2013,4,0,1,6,4,CR-600 E RENFRO ST,,32.50482222,-97.2558,1,10,0,10,0,0,0,1
480116,3,323,0,2,1,2013,4,15,6,4,8,FM1021 EL INDIO HWY,,28.66858056,-100.454,1,1,0,1,0,0,0,1
480117,4,391,0,2,1,2013,4,11,23,2,2,US-77,,28.21340556,-97.3549,1,2,0,2,0,0,0,1
480118,1,71,0,3,1,2013,5,21,7,1,1,I-10,,29.83918056,-94.7215,1,1,0,1,14,15,0,1
480119,5,355,0,4,1,2013,6,11,8,4,8,FM70,,27.57597778,-97.7222,1,1,0,1,0,0,0,3
480120,7,497,0,4,1,2013,6,9,0,2,2,US-81,,33.156725,-97.5196,1,1,0,1,0,0,0,1
480122,4,365,0,5,1,2013,7,10,51,13,2,US-79,,32.17485278,-94.2824,1,10,0,10,0,0,0,1
480123,4,253,0,6,1,2013,1,1,45,3,2,US-180,,32.75071389,-99.7299,1,1,0,1,0,0,0,2
480124,3,485,0,6,1,2013,1,2,23,4,8,BU 287J,,33.94728889,-98.6438,1,1,0,1,0,0,0,1
480125,4,449,0,7,1,2013,2,18,0,4,3,SR-49,CR-4230,33.1312,-94.8942,3,1,0,1,0,0,0,2
480126,2,1,5170,8,1,2013,3,9,44,13,8,SL 256,,31.7353,-95.6306,1,2,0,2,0,0,0,1
480127,4,157,0,8,1,2013,3,20,0,2,3,SR-36,FOSTER SCHOOL RD,29.43385,-95.8314,2,10,0,10,0,0,0,2
480128,3,133,0,9,1,2013,4,19,45,1,1,I-20,,32.49801111,-98.5386,1,2,0,2,23,19,0,1
480129,7,135,0,9,1,2013,4,16,0,13,8,SL 338,,31.94111944,-102.368,1,2,0,2,0,0,0,1
480130,2,473,0,9,1,2013,4,21,14,6,4,CR-OLD HOUSTON HWY,,30.0792,-96.0221,1,2,0,2,0,0,0,1
480131,2,39,2490,10,1,2013,5,18,58,13,3,SR-332,,28.98896389,-95.3521,1,1,0,1,0,0,0,1
480132,1,221,2780,10,1,2013,5,19,27,13,2,US-377,,32.46199722,-97.7178,1,1,0,1,0,0,0,1
480133,2,453,330,10,1,2013,5,4,6,16,5,GEORGIAN DR,BEAVER ST,30.35205556,-97.6998,3,5,0,5,0,0,0,1
480134,3,21,0,11,1,2013,6,14,35,4,8,FM2104,,30.11380556,-97.0811,1,10,0,10,0,0,0,3
480135,2,329,4560,11,1,2013,6,17,16,14,8,FM868,,32.00454722,-102.13799999999999,1,1,0,1,0,0,0,1
480136,3,201,3280,12,1,2013,7,22,6,16,5,TIDWELL RD,,29.84729167,-95.3552,1,10,0,10,0,0,0,1
480137,2,363,0,12,1,2013,7,3,30,4,8,FM1821,,32.85355833,-98.0834,1,10,0,10,0,0,0,1
480138,2,37,0,13,1,2013,1,18,35,1,1,I-30,,33.36440278,-94.6346,1,1,0,1,0,0,0,1
480139,8,257,0,13,1,2013,1,21,21,2,2,US-175,,32.635575,-96.4685,1,1,0,1,0,0,0,2
480140,2,173,0,14,1,2013,2,6,55,2,2,US-87,FM821,32.08605833,-101.39200000000001,3,1,0,1,0,0,0,1
480141,1,181,6350,14,1,2013,2,3,6,13,2,US-82,US-75,33.67046667,-96.6094,1,10,0,10,0,0,0,1
480142,4,215,0,14,1,2013,2,22,50,6,4,CR-MILE 2 W RD,,26.22254444,-97.9435,1,2,0,2,0,0,0,1
480143,1,439,260,14,1,2013,2,1,34,13,8,FM 157,,32.739275,-97.0974,1,1,0,1,0,0,0,1
480144,1,63,0,15,1,2013,3,4,10,4,8,FM 557,,32.92416111,-94.8493,1,10,0,10,0,0,0,1
480145,2,221,2780,15,1,2013,3,7,44,4,8,FM 51,,32.47905,-97.7884,1,3,0,3,0,0,0,1
480146,4,249,90,15,1,2013,3,15,30,13,3,SR-44,,27.74751111,-98.0953,1,10,0,10,0,0,0,1
480147,4,329,0,15,1,2013,3,7,0,4,8,FM 1788,,31.82859722,-102.189,1,1,0,1,0,0,0,3
480148,2,375,0,15,1,2013,3,11,6,2,2,US-87,,35.56321944,-101.944,1,1,0,1,0,0,0,2
480149,1,27,0,16,1,2013,4,21,47,6,4,CR-IVY GAP,,31.067025,-97.8799,1,1,0,1,0,0,0,1
480150,3,375,0,16,1,2013,4,10,48,1,1,I-40,,35.20415556,-102.148,1,1,0,1,20,0,0,1
480151,2,375,0,16,1,2013,4,20,49,11,1,I-40,,35.19989444,-101.685,1,1,0,1,0,0,0,1
480152,2,157,0,17,1,2013,5,15,50,3,2,US-90A,HERMAN SULAK RD,29.53922222,-95.9984,3,1,0,1,0,0,0,1
480153,2,313,0,17,1,2013,5,8,45,2,2,US-190,,30.92238611,-96.0746,1,1,0,1,0,0,0,2
480154,2,339,0,17,1,2013,5,10,0,6,4,CR-GENE CAMPBELL BLVD,,30.16993333,-95.2626,1,1,0,1,0,0,0,1
480155,1,39,130,18,1,2013,6,13,38,16,5,PHILLIPS ST,,29.42502222,-95.2629,1,1,0,1,0,0,0,1
480156,3,181,6350,18,1,2013,6,20,12,16,5,TRAVIS ST,,33.606,-96.6055,1,1,0,1,0,0,0,1
480157,2,183,3680,18,1,2013,6,11,8,13,3,SR-135,,32.41455278,-94.90899999999999,1,1,0,1,0,0,0,1
480158,1,189,0,18,1,2013,6,0,5,3,2,US-70,,34.18823333,-101.917,1,1,0,1,0,0,0,1
480159,2,251,2690,18,1,2013,6,1,35,5,8,FM 2331,,32.43641944,-97.5361,1,1,0,1,14,0,0,1
480160,3,389,0,18,1,2013,6,23,20,4,8,FM 1450,,31.37993333,-103.42200000000001,1,1,0,1,0,0,0,1
480161,2,423,0,18,1,2013,6,22,20,13,8,SL 323,,32.38754167,-95.2716,1,1,0,1,0,0,0,1
480162,1,453,330,18,1,2013,6,15,27,16,5,NORTHEAST DR,,30.31548056,-97.6814,1,1,0,1,0,0,0,1
480163,1,61,0,19,1,2013,7,1,45,4,8,FM1846,,26.21238611,-97.5814,1,1,0,1,0,0,0,1
480164,2,89,0,19,1,2013,7,5,37,1,1,I-10,,29.70916944,-96.5046,1,1,0,1,0,0,0,1
480165,2,201,3280,19,1,2013,7,2,6,16,5,BOLIN RD,,29.82226944,-95.4814,1,1,0,1,0,0,0,1
480166,1,201,3280,19,1,2013,7,3,5,13,2,US-90/LAKE HOUSTON PKWY,,29.81469722,-95.2083,1,10,0,10,0,0,0,1
480167,3,231,5590,19,1,2013,7,13,15,3,3,SR-276/QUINLAN PKWY,,32.90362222,-96.1104,1,1,0,1,0,0,0,1
480168,1,453,330,19,1,2013,7,17,7,16,5,LAMPLIGHT VILLAGE AVE,,30.417475,-97.6952,1,1,0,1,0,0,0,1
480169,2,479,0,19,1,2013,7,10,20,2,2,US-59,,27.77674167,-98.8398,1,1,0,1,0,0,0,1
480170,6,53,0,20,1,2013,1,17,34,6,4,CR-340/MORMON MILL RD,,30.614825,-98.2417,1,1,0,1,0,0,0,1
480171,2,201,0,20,1,2013,1,5,20,6,4,CR-VETERAN'S MEMORIAL DR,,29.92914444,-95.4535,1,5,0,5,0,0,0,1
480172,1,201,3280,20,1,2013,1,3,21,16,5,BLALOCK RD,,29.79862778,-95.5242,1,5,0,5,0,0,0,1
480173,1,201,3280,20,1,2013,1,0,10,12,8,SL 8 RAMP,,29.93858611,-95.383,1,1,0,1,0,0,0,1
480174,2,39,0,21,1,2013,2,7,17,3,3,SR-35,FM 521,29.14810278,-95.5135,3,5,0,5,0,0,0,1
480175,2,57,0,21,1,2013,2,6,59,4,3,SR-185,,28.58228056,-96.8324,1,5,0,5,0,0,0,1
480176,2,177,0,21,1,2013,2,18,45,3,8,UA-90,FM 443,29.46205833,-97.2627,3,1,0,1,0,0,0,1
480177,1,289,0,21,1,2013,2,21,55,5,8,FM 1146,,31.33991667,-96.2777,1,1,0,1,0,0,0,1
480178,3,467,0,21,1,2013,2,11,30,3,3,SR-19,,32.45966111,-95.8566,1,1,0,1,0,0,0,1
480179,5,99,0,22,1,2013,3,12,53,4,8,FM 215,CR-248,31.55813056,-97.6923,3,1,0,1,0,0,0,1
480180,3,213,300,22,1,2013,3,13,50,14,2,US-175,,32.22803611,-95.819,1,1,0,1,0,0,0,2
480181,1,85,5390,23,1,2013,4,5,30,12,2,US-75,,33.02538611,-96.7101,1,1,0,1,0,0,0,1
480182,2,139,2240,23,1,2013,4,17,56,13,8,SL287,,32.31545,-96.6537,1,1,0,1,0,0,0,1
480183,1,187,0,23,1,2013,4,5,42,6,4,CR-WEIL RD,,29.62868333,-98.139,1,5,0,5,0,0,0,1
480184,2,201,0,23,1,2013,4,1,55,6,4,CR-BREEN DR,,29.89956944,-95.4707,1,1,0,1,0,0,0,2
480185,1,139,7270,24,1,2013,5,18,45,16,5,KAUFMAN ST,,32.39158611,-96.8346,1,1,0,1,0,0,0,1
480186,1,201,6247,24,1,2013,5,18,47,13,3,SR-NASA,,29.56336667,-95.0427,1,1,0,1,0,0,0,1
480187,1,237,0,24,1,2013,5,15,50,4,8,FM1810,,33.31638611,-97.9928,1,1,0,1,0,0,0,1
480188,2,323,0,24,1,2013,5,4,22,2,2,US-277 DEL RIO BLVD,,28.77350556,-100.50299999999999,1,1,0,1,0,0,0,1
480189,3,123,0,25,1,2013,6,23,36,4,8,UA77,,29.23590833,-97.2125,1,1,0,1,0,0,0,2
480190,1,215,0,25,1,2013,6,2,40,15,8,FM493,,26.29449722,-98.0378,1,1,0,1,0,0,0,1
480191,4,419,0,25,1,2013,6,17,11,3,3,SR-87,,31.602175,-93.971,1,1,0,1,0,0,0,1
480192,4,141,2190,26,1,2013,7,19,55,16,5,EDGEMERE BLVD,IVANHOE DR,31.79051111,-106.306,2,1,0,1,0,0,0,1
480193,1,201,0,26,1,2013,7,5,15,11,1,I-10,,29.77841667,-95.1227,1,1,0,1,0,0,0,1
480194,1,215,50,26,1,2013,7,1,9,13,8,BU 83,,26.18104722,-98.1083,1,1,0,1,0,0,0,1
480195,15,355,1550,26,1,2013,7,5,29,11,7,I-37,,27.86129444,-97.6172,1,1,0,1,20,0,0,1
480196,5,473,0,26,1,2013,7,1,24,4,8,FM 359,FM 529,29.917625,-96.0233,2,10,0,10,0,0,0,1
480197,2,201,3280,27,1,2013,1,5,12,11,7,I-10 EAST FWY,,29.77019444,-95.1845,1,1,0,1,0,0,0,1
480198,2,309,7210,28,1,2013,2,20,2,13,3,SR-396 N VALLEY MILLS DR,,31.52894167,-97.1733,1,1,0,1,0,0,0,1
480199,2,139,0,30,1,2013,4,7,32,3,8,FM 55 NASH RD,,32.21896667,-96.8046,1,1,0,1,0,0,0,1
480200,6,113,2800,31,1,2013,5,22,32,11,1,I-30 TOM LANDRY FWY,,32.75859167,-96.9967,1,1,0,1,3,0,0,2
480201,1,141,9997,11,1,2013,6,8,20,11,7,I-10/GATEWAY WEST BLVD,,31.62377222,-106.212,1,1,0,1,0,0,0,1
480202,3,381,150,11,1,2013,6,19,58,16,5,34TH AVE,MEADOW DR,35.17829722,-101.87899999999999,3,1,0,1,0,0,0,1
480203,2,479,3899,19,1,2013,7,19,28,16,5,SANTA MARIA AVE,,27.51090556,-99.5103,1,1,0,1,0,0,0,1
480204,2,463,0,20,1,2013,1,7,58,4,8,FM 1049,,29.262875,-99.6185,1,1,0,1,0,0,0,1
480205,2,215,0,27,1,2013,1,4,30,6,4,CR-ALBERTA RD,CR-VETERANS BLVD/I RD,26.25241667,-98.1573,2,1,0,1,14,0,0,1
480206,5,201,3280,29,1,2013,3,3,40,16,5,FAIRLAND DR,SUNBEAM ST,29.64996667,-95.3737,2,1,0,1,14,0,0,1
480207,2,15,0,1,2,2013,6,16,26,6,4,CR-SAGE LN,,29.83223611,-96.1676,1,1,0,1,0,0,0,1
480208,2,85,2320,1,2,2013,6,14,29,3,3,SR-78,,33.12631667,-96.40899999999999,1,1,0,1,0,0,0,1
480209,2,113,1730,1,2,2013,6,23,34,11,1,I-635,,32.92396389,-96.7786,1,1,0,1,23,0,0,1
480210,2,149,6240,1,2,2013,6,21,35,16,5,BAUMGARTEN ST,,29.67668611,-96.9104,1,1,0,1,0,0,0,1
480211,2,181,6350,1,2,2013,6,23,23,2,2,US-75,,33.58145278,-96.6031,1,1,0,1,0,0,0,1
480212,1,265,3382,1,2,2013,6,11,10,16,5,3RD ST,,30.07891389,-99.235,1,1,0,1,0,0,0,1
480213,2,291,0,1,2,2013,6,3,18,6,4,CR-379,,30.28760556,-95.131,1,1,0,1,0,0,0,1
480214,3,313,4971,1,2,2013,6,8,10,2,2,US-190,,30.9094,-96.1218,1,1,0,1,0,0,0,2
480215,3,401,0,1,2,2013,6,6,20,3,3,SR-322,,32.35760556,-94.723,1,1,0,1,0,0,0,1
480216,3,439,2450,1,2,2013,6,11,6,16,5,WHITE SETTLEMENT,,32.76006944,-97.3929,1,1,0,1,13,14,0,1
