ST_CASE,PERSONS,COUNTY,CITY,DAY,MONTH,YEAR,DAY_WEEK,HOUR,MINUTE,ROAD_FNC,ROUTE,TWAY_ID,TWAY_ID2,LATITUDE,LONGITUD,TYP_INT,WEATHER1,WEATHER2,WEATHER,CF1,CF2,CF3,FATALS
480760,1,439,2450,15,4,2012,1,1,46,11,1,I-30,,32.732875,-97.3704,1,10,0,10,0,0,0,1
480761,3,441,30,15,4,2012,1,20,52,13,8,BU 83D TREADAWAY BLVD,NORTH 10TH ST,32.46002222,-99.7257,2,1,0,1,0,0,0,2
480762,2,113,0,16,4,2012,2,4,57,6,4,CR-MILLER RD,ROWLETT RD,32.89378333,-96.5694,2,1,0,1,20,0,0,1
480763,1,113,1730,16,4,2012,2,11,42,16,5,HAMPTON RD,,32.70801111,-96.8572,1,1,0,1,0,0,0,1
480764,2,215,0,16,4,2012,2,2,0,13,3,SR-107,,26.29671944,-98.0806,1,1,0,1,0,0,0,1
480765,1,339,0,16,4,2012,2,16,15,4,8,FM 149,,30.50651111,-95.7172,1,1,0,1,0,0,0,1
480766,1,423,7070,16,4,2012,2,8,40,13,8,SL 323,,32.3106,-95.2745,1,1,0,1,0,0,0,1
480767,6,485,7490,16,4,2012,2,12,6,12,7,US-277 HOLLIDAY ST,11TH ST,33.90389722,-98.4987,2,1,0,1,0,0,0,1
480768,9,113,1730,17,4,2012,3,21,17,11,1,I-35E RL THORNTON FWY,,32.70178889,-96.8249,1,1,0,1,23,0,0,2
480769,2,141,0,17,4,2012,3,13,6,11,1,I-10,,31.94278333,-106.583,1,1,0,1,0,0,0,1
480770,2,201,5230,17,4,2012,3,14,56,12,7,SL 8 SAM HOUSTON TLWY,PRESTON RD,29.63366667,-95.1678,2,1,0,1,0,0,0,1
480771,3,141,2190,18,4,2012,4,22,29,13,2,US-62 E PAISANO DR,TROWBRIDGE ST,31.78181389,-106.42,2,1,0,1,0,0,0,1
480772,1,185,0,18,4,2012,4,20,30,6,4,CR-162,,30.7194,-96.1659,1,1,0,1,0,0,0,1
480773,4,201,3280,18,4,2012,4,17,55,11,7,I-610 S LOOP E,WAYSIDE DR,29.803875,-95.2847,2,1,0,1,0,0,0,1
480774,2,215,2110,18,4,2012,4,20,30,14,8,FM 1426 RAUL LONGORIA RD,,26.2869,-98.1389,1,1,0,1,0,0,0,1
480775,1,5,0,19,4,2012,5,21,50,3,3,SR-63,,31.10608889,-94.2797,1,1,0,1,0,0,0,1
480776,3,201,3280,19,4,2012,5,9,40,16,5,VICTORY DR,ALABONSON RD,29.86572222,-95.4804,3,1,0,1,0,0,0,1
480777,3,201,3320,19,4,2012,5,7,51,16,5,WILL CLAYTON PKWY,,29.97907222,-95.2476,1,1,0,1,14,0,0,2
480778,1,201,3890,19,4,2012,5,18,55,12,3,SR-146,,29.68636667,-95.0302,1,1,0,1,0,0,0,1
480779,2,201,3280,19,4,2012,5,22,49,16,5,FAIRLAKE LN,PAGE LN,30.01554722,-95.1126,3,10,0,10,0,0,0,1
480780,2,483,0,19,4,2012,5,8,9,3,3,SR-152,,35.44441944,-100.101,1,1,0,1,0,0,0,1
480781,1,113,2590,22,1,2012,1,15,58,16,5,N FIRST ST,,32.92026944,-96.6307,1,1,0,1,0,0,0,1
480782,3,113,1730,26,1,2012,5,16,13,13,3,SR-342 S LANCASTER RD,,32.67151944,-96.7831,1,1,0,1,0,0,0,1
480783,3,397,1730,12,2,2012,1,0,35,11,1,I-30,,32.89043056,-96.4881,1,1,0,1,0,0,0,1
480784,1,427,0,24,3,2012,7,0,5,2,2,US-83,,26.34912222,-98.7593,1,1,0,1,0,0,0,1
480785,3,29,6090,25,1,2012,4,14,8,16,5,AUSTIN ST,,29.43725556,-98.4755,1,10,0,10,0,0,0,1
480786,2,501,0,7,4,2012,7,1,1,6,4,CR-390 LIGHT PLANT RD,,32.96415556,-102.771,1,1,0,1,0,0,0,1
480787,20,215,0,9,4,2012,2,10,10,13,2,US-83,,26.24818056,-98.4884,1,1,0,1,0,0,0,1
480788,2,305,0,9,4,2012,2,15,34,2,2,US-87,,33.33305278,-101.806,1,1,0,1,0,0,0,1
480789,1,401,0,9,4,2012,2,22,32,4,8,FM225,,31.94762222,-94.82,1,1,0,1,0,0,0,1
480790,2,113,1730,10,4,2012,3,17,39,16,5,ABRAMS RD,VANDERBILT AVE,32.82424167,-96.7529,3,1,0,1,0,0,0,1
480791,3,409,0,11,4,2012,4,16,36,2,2,US-77,CR-2081,27.93029444,-97.6029,3,2,0,2,0,0,0,1
480792,3,365,0,12,4,2012,5,13,42,13,2,US-79,,32.34360278,-94.1133,1,1,0,1,0,0,0,2
480793,4,409,0,15,4,2012,1,19,44,1,1,I-37,,27.96689444,-97.6676,1,1,0,1,0,0,0,1
480794,1,409,240,15,4,2012,1,3,3,16,5,S AVE A,,27.90510556,-97.1718,1,6,0,6,20,0,0,1
480795,2,73,0,17,4,2012,3,20,3,6,4,CR-4209,,31.97203889,-95.2283,1,1,0,1,0,0,0,1
480796,3,113,1730,18,4,2012,4,22,5,16,5,SINGLETON BLVD,,32.77888333,-96.8616,1,1,0,1,0,0,0,1
480797,7,135,5030,20,4,2012,6,21,23,13,2,US-385 S GRANT AVE,,31.82115833,-102.35600000000001,1,1,0,1,0,0,0,1
480798,3,179,0,20,4,2012,6,15,35,1,1,I-40,,35.21286667,-100.75200000000001,1,1,0,1,0,0,0,1
480799,1,453,330,20,4,2012,6,2,1,16,5,CROSSING PL,,30.23644444,-97.7142,1,1,0,1,0,0,0,1
480800,1,27,3690,21,4,2012,7,3,27,16,5,E ELMS RD,,31.08263056,-97.7426,1,1,0,1,0,0,0,1
480801,2,139,0,21,4,2012,7,15,24,14,8,FM 875,,32.41284444,-97.0183,1,1,0,1,16,0,0,1
480802,4,251,1030,21,4,2012,7,3,10,11,1,I-35,,32.46088889,-97.2637,1,1,0,1,0,0,0,1
480803,1,251,1030,21,4,2012,7,3,10,11,1,I-35,,32.46096111,-97.2637,1,1,0,1,19,0,0,1
480804,1,407,0,21,4,2012,7,16,51,3,8,FM 2025,,30.40413333,-95.10799999999999,1,1,0,1,0,0,0,1
480805,1,59,0,22,4,2012,1,6,50,4,2,US-283,,32.36367778,-99.3811,1,1,0,1,0,0,0,1
480806,1,201,0,22,4,2012,1,3,40,13,2,US-290 NORTHWEST FWY,,29.95773889,-95.68,1,1,0,1,0,0,0,1
480807,4,201,3280,22,4,2012,1,3,0,16,5,HOFFMAN ST,,29.78321111,-95.3105,1,1,0,1,0,0,0,3
480808,4,271,0,22,4,2012,1,21,13,2,2,US-277,,29.17715278,-100.691,1,1,0,1,0,0,0,1
480809,2,367,0,22,4,2012,1,8,30,5,8,FM 2257 KNOB HILL RD,CR-ALYSSA CT,32.97958889,-97.5982,3,1,0,1,0,0,0,1
480810,1,375,0,22,4,2012,1,19,30,4,8,RM 1061,,35.35127222,-102.09,1,1,0,1,0,0,0,1
480811,1,425,0,22,4,2012,1,1,43,4,8,FM 56,,32.19506944,-97.7176,1,1,0,1,0,0,0,1
480812,2,135,5030,23,4,2012,2,0,47,12,3,SR-191,,31.89145556,-102.34299999999999,1,1,0,1,0,0,0,1
480813,1,201,0,23,4,2012,2,2,40,6,5,WESTFIELD VILLAGE,,29.84625278,-95.7294,1,1,0,1,0,0,0,1
480814,3,251,1030,23,4,2012,2,16,35,16,5,HOUSTON RD,,32.53491667,-97.2825,1,1,0,1,0,0,0,1
480816,1,347,0,23,4,2012,2,19,35,3,3,SR-21,,31.621975,-94.7207,1,1,0,1,0,0,0,1
480817,1,353,0,23,4,2012,2,1,0,4,3,SR-70,,32.34568056,-100.352,1,1,0,1,0,0,0,1
480818,2,3,180,24,4,2012,3,6,40,13,2,US-385 MAIN ST,MUSTANG,32.30635556,-102.542,2,1,0,1,0,0,0,1
480819,1,27,6810,24,4,2012,3,22,0,13,7,US-190,,31.08501111,-97.3842,1,1,0,1,0,0,0,1
480820,2,113,1730,24,4,2012,3,4,25,16,5,REGAL ROW,,32.82781389,-96.8855,1,1,0,1,0,0,0,1
480821,4,201,480,24,4,2012,3,5,37,13,3,SR-146,,29.77010278,-94.9168,1,1,0,1,0,0,0,1
480822,2,201,3280,24,4,2012,3,6,48,16,5,ELYSIAN ST,CAVALCADE ST,29.80345278,-95.3514,2,1,0,1,0,0,0,1
480823,2,453,0,24,4,2012,3,8,53,13,3,SR-71,,30.27361944,-97.9133,1,1,0,1,14,0,0,1
480824,2,39,0,25,4,2012,4,9,10,13,8,BS288B,,29.102325,-95.41799999999999,1,1,0,1,0,0,0,1
480825,1,85,5390,25,4,2012,4,16,51,16,5,PRESTON MEADOW DR,SPRING CREEK PKWY,33.06009167,-96.7787,1,1,0,1,0,0,0,1
480826,2,167,2570,25,4,2012,4,18,5,16,5,SEAWALL BLVD,,29.29705,-94.7791,1,1,0,1,0,0,0,2
480827,2,201,3280,25,4,2012,4,22,55,16,5,RICHMOND AVE,,29.73447778,-95.398,1,1,0,1,0,0,0,1
480829,3,309,7210,26,4,2012,5,6,20,16,5,ORCHARD LN,KENDALL LN,31.56789167,-97.1042,3,1,0,1,0,0,0,1
480830,2,485,0,26,4,2012,5,15,20,12,2,US-287,,33.95730556,-98.61,1,1,0,1,0,0,0,1
480831,1,497,0,26,4,2012,5,15,1,4,8,FM 730,,33.12249722,-97.5851,1,1,0,1,0,0,0,1
480832,2,29,6090,27,4,2012,6,20,10,11,1,I-10W,,29.52128889,-98.5551,1,1,0,1,0,0,0,1
480833,1,183,4080,27,4,2012,6,5,15,13,3,SR-300 GILMER RD,,32.52533056,-94.7836,1,1,0,1,0,0,0,1
480834,2,201,0,27,4,2012,6,13,55,14,8,FM 2920,,30.07035,-95.4486,1,1,0,1,0,0,0,1
480835,5,27,3690,28,4,2012,7,0,52,13,8,BU 190 VETERANS MEMORIAL BLVD,,31.09466111,-97.6856,1,1,0,1,0,0,0,1
480836,2,89,0,28,4,2012,7,5,35,4,8,FM 3013,,29.59400556,-96.2833,1,10,0,10,0,0,0,1
480837,2,113,1240,28,4,2012,7,1,7,12,2,US-67,,32.59765,-96.93799999999999,1,1,0,1,0,0,0,2
480838,1,157,0,28,4,2012,7,2,32,6,4,CR-READING RD,,29.53148889,-95.7262,1,10,0,10,0,0,0,1
480839,8,423,0,28,4,2012,7,21,10,2,2,US-69,,32.16263611,-95.3149,1,1,0,1,0,0,0,1
480840,2,41,970,29,4,2012,1,3,31,12,3,SR-6 N EARL RUDDER FWY,,30.66316944,-96.3271,1,10,0,10,0,0,0,1
480841,4,97,2550,29,4,2012,1,12,15,11,1,I-35,,33.685775,-97.1585,1,1,0,1,0,0,0,1
480842,1,439,3594,29,4,2012,1,23,6,16,5,KELLER SMITHFIELD RD,SPYGLASS HILL DR,32.92283056,-97.2206,2,1,0,1,0,0,0,1
480843,3,201,0,30,4,2012,2,13,20,2,2,US-290,,30.03051944,-95.8419,1,1,0,1,0,0,0,1
480844,8,209,990,30,4,2012,2,5,5,11,1,I-35,,30.06661944,-97.8304,1,1,0,1,0,0,0,1
480845,2,133,0,28,3,2012,4,6,24,4,8,FM 2214,CR-534,32.34191667,-98.697,3,1,0,1,0,0,0,1
480846,4,163,0,13,4,2012,6,20,44,4,8,FM 1582,,28.74884167,-98.9579,1,1,0,1,0,0,0,3
480847,2,239,0,13,4,2012,6,6,0,4,3,SR-173,,28.86325833,-96.4659,1,1,0,1,0,0,0,1
480849,1,259,0,17,4,2012,3,15,15,6,5,CASCADE CAVERNS RD,,29.75672222,-98.6961,1,1,0,1,0,0,0,1
480850,1,201,3280,24,4,2012,3,13,57,16,5,JOHN F. KENNEDY BLVD,,29.96513889,-95.336,1,1,0,1,0,0,0,1
480851,2,355,0,28,4,2012,7,0,35,3,8,FM624,,27.87026944,-97.7057,1,10,0,10,0,0,0,1
480852,1,29,6090,19,3,2012,2,15,29,16,5,WURZBACH RD,,29.47083889,-98.6237,1,10,0,10,0,0,0,1
480853,4,163,0,3,4,2012,3,13,15,4,3,SR-85,FM1582,28.77208889,-98.9846,2,1,0,1,0,0,0,2
480854,3,309,2186,6,4,2012,6,7,57,11,1,I-35,,31.6724,-97.0994,1,1,0,1,14,0,0,1
480855,1,489,0,7,4,2012,7,1,30,4,8,BU77W FLORIDA AVE,,26.350175,-97.791,1,1,0,1,0,0,0,1
480856,1,201,3280,17,4,2012,3,16,45,16,5,HAMMERLY,PECH RD,29.81104722,-95.4963,2,1,0,1,0,0,0,1
480857,1,309,0,21,4,2012,7,16,50,4,8,FM933 GHOLSON RD,,31.69694444,-97.2131,1,1,0,1,0,0,0,1
480858,1,411,0,21,4,2012,7,0,3,4,8,RM501,,30.97969167,-98.6329,1,1,0,1,0,0,0,1
480859,4,477,1287,21,4,2012,7,8,15,2,2,US-290,FM1155 MAIN ST,30.13538611,-96.2571,2,1,0,1,0,0,0,1
480860,9,149,0,22,4,2012,1,12,33,1,1,I-10,,29.69126667,-96.9995,1,1,0,1,0,0,0,1
480861,1,439,2450,22,4,2012,1,23,20,13,8,SS303 E ROSEDALE ST,,32.72947778,-97.2108,1,1,0,1,0,0,0,1
480862,1,439,2450,22,4,2012,1,20,11,16,5,WICHITA ST,,32.693000000000005,-97.2803,1,1,0,1,0,0,0,1
480863,3,411,0,25,4,2012,4,15,49,6,4,CR-436,CR-440,31.10145278,-98.5084,4,1,0,1,0,0,0,1
480864,3,471,0,25,4,2012,4,16,25,3,3,SR-30,,30.68976944,-95.6759,1,1,0,1,0,0,0,1
480865,1,453,0,28,4,2012,7,14,24,13,8,SL360,,30.27565,-97.818,1,1,0,1,0,0,0,1
480866,4,173,0,29,4,2012,1,22,30,2,3,SR-158,,31.86377222,-101.604,1,1,0,1,0,0,0,3
480867,1,339,0,29,4,2012,1,15,15,4,8,FM149,,30.21355556,-95.6865,1,10,0,10,0,0,0,1
480868,3,145,0,30,4,2012,2,12,50,2,3,SR-6,,31.24955556,-96.8475,1,10,0,10,0,0,0,1
480869,3,157,0,30,4,2012,2,1,55,13,8,FM1093,,29.70240556,-95.7412,1,1,0,1,0,0,0,2
480870,1,217,7480,7,3,2012,4,5,32,3,3,SR-22,,31.94693889,-97.3152,1,1,0,1,0,0,0,1
480871,2,161,0,30,3,2012,6,23,20,3,2,US-84,,31.71629167,-96.1259,1,1,0,1,0,0,0,1
480872,1,209,0,15,4,2012,1,13,18,4,5,FM-150,,30.06993333,-98.0007,1,1,0,1,0,0,0,1
480873,2,141,2190,28,4,2012,7,2,29,16,5,LEE TREVINO DR,,31.76865833,-106.319,1,1,0,1,0,0,0,1
480874,3,439,2450,28,4,2012,7,12,43,11,7,I-35,BERRY ST,32.70586111,-97.3203,2,1,0,1,0,0,0,1
480875,2,445,0,29,3,2012,5,8,12,2,2,US-82,,33.18203056,-102.411,1,1,0,1,0,0,0,2
480876,2,387,0,4,4,2012,4,12,45,2,2,US-82,,33.60483333,-94.9956,1,1,0,1,0,0,0,1
480877,6,389,0,6,4,2012,6,15,30,1,1,I-10,,31.009025,-103.823,1,1,0,1,0,0,0,1
480878,1,113,1730,7,4,2012,7,20,42,16,5,HARVEST HILL RD,,32.92249444,-96.8105,1,10,0,10,0,0,0,1
480879,2,257,0,15,4,2012,1,13,15,5,8,FM 2727,TRAVIS LN,32.60074722,-96.2581,2,1,0,1,0,0,0,1
480880,2,497,1780,21,4,2012,7,13,17,15,8,FM 51,,33.20509722,-97.602,1,1,0,1,0,0,0,1
480881,1,293,0,24,4,2012,3,9,22,4,8,FM 937,,31.34197222,-96.402,1,1,0,1,0,0,0,1
480882,1,113,1730,26,4,2012,5,13,10,16,5,DALLAS NORTH TLWY,,32.98891111,-96.8287,1,1,0,1,0,0,0,1
480883,3,139,0,27,4,2012,6,6,12,3,3,SR-34,,32.24864722,-96.7307,1,1,0,1,0,0,0,2
480884,5,231,0,27,4,2012,6,17,55,3,8,FM 751,,32.87348056,-96.0755,1,1,0,1,0,0,0,1
480885,4,201,3280,29,4,2012,1,1,32,16,5,RICE AVE,,29.73299444,-95.4684,1,1,0,1,0,0,0,1
480886,3,439,2450,30,4,2012,2,7,29,11,1,I-20 RONALD REAGAN MEMORIAL HW,,32.66985278,-97.3073,1,1,0,1,23,0,0,1
480887,2,245,5430,12,4,2012,5,14,22,12,3,SR-73,,29.88541389,-94.0016,1,2,0,2,0,0,0,1
480888,3,283,0,14,4,2012,7,6,38,4,8,FM 624,,28.20199444,-98.8897,1,1,0,1,0,0,0,1
480889,4,141,2190,21,4,2012,7,11,47,13,2,US-62 PAISANO DR,TROWBRIDGE,31.781825,-106.42,2,1,0,1,0,0,0,1
480890,1,117,0,22,4,2012,1,14,41,5,8,FM 1259,,34.80563611,-102.29899999999999,1,1,0,1,0,0,0,1
480891,1,267,0,2,4,2012,2,22,3,1,1,I-10,,30.34551944,-99.588,1,1,0,1,0,0,0,1
480892,3,181,550,3,4,2012,3,11,45,3,2,US-69,SR-56,33.61111667,-96.4104,2,10,0,10,0,0,0,1
480893,5,39,190,4,4,2012,4,11,38,13,8,BS 288B,,29.17486111,-95.4325,1,10,0,10,0,0,0,1
480894,1,419,1270,8,3,2012,5,12,50,13,2,US-96 HURST ST,FOSTER ST,31.80221667,-94.1913,1,10,0,10,0,0,0,1
480895,5,113,5730,5,3,2012,2,13,55,16,5,MAIN,GREENVILLE AVE,32.94831389,-96.7292,2,1,0,1,0,0,0,1
480896,2,453,0,19,4,2012,5,10,46,15,8,FM 973,,30.46420833,-97.4673,1,1,0,1,0,0,0,1
480897,2,27,3690,25,4,2012,4,21,4,14,8,FM 3470,,31.06974722,-97.7283,1,1,0,1,0,0,0,1
480898,2,201,3280,28,4,2012,7,2,0,16,5,BRIAR FOREST DR,,29.74952778,-95.5898,1,1,0,1,0,0,0,2
480899,2,225,0,3,5,2012,5,20,45,3,3,SR-21,,31.524325,-95.2481,1,10,0,10,0,0,0,1
480900,2,439,4300,3,5,2012,5,10,42,13,8,FM 1187,GRIFFIN LN,32.58339167,-97.1776,3,1,0,1,0,0,0,1
480901,4,499,0,3,5,2012,5,14,27,6,4,CR-2231,,32.68081111,-95.553,1,1,0,1,0,0,0,2
480902,1,29,6090,4,5,2012,6,23,40,16,5,CULEBRA,,29.44850278,-98.5611,1,1,0,1,0,0,0,1
480903,1,201,0,4,5,2012,6,8,57,6,4,CR-W LITTLE YORK RD,,29.86297778,-95.6183,1,1,0,1,0,0,0,1
480904,3,229,0,4,5,2012,6,21,30,1,1,I-10,,31.21743611,-105.486,1,1,0,1,0,0,0,1
480906,2,507,0,4,5,2012,6,14,57,3,2,US-57,,28.93538056,-99.7375,1,1,0,1,0,0,0,1
480907,2,27,3690,5,5,2012,7,21,16,2,3,SR-195 S FORT HOOD ST,,31.03297222,-97.7588,1,10,0,10,0,0,0,2
480908,3,61,3030,5,5,2012,7,2,38,12,7,US-83,,26.18726389,-97.7241,1,1,0,1,0,0,0,1
480909,1,107,0,5,5,2012,7,9,1,4,8,FM261,,33.40734722,-101.167,1,1,0,1,0,0,0,1
480910,6,187,6290,5,5,2012,7,17,56,15,8,FM1620,FM78,29.59354444,-98.0238,2,1,0,1,0,0,0,1
480911,1,201,0,5,5,2012,7,21,40,6,4,CR-TRACY LN,,29.81144444,-95.0268,1,1,0,1,0,0,0,1
480912,3,375,150,5,5,2012,7,18,0,11,1,I-40,,35.195375,-101.85600000000001,1,1,0,1,0,0,0,1
480913,2,381,150,5,5,2012,7,22,22,16,5,WESTERN ST,,35.17233056,-101.884,1,1,0,1,0,0,0,1
480914,2,451,0,5,5,2012,7,23,19,2,2,US-87,,31.59164167,-100.62100000000001,1,10,0,10,0,0,0,1
480915,6,29,6090,6,5,2012,1,13,27,11,1,I-35,,29.47148889,-98.4054,1,1,0,1,0,0,0,2
480916,1,41,0,6,5,2012,1,2,45,5,8,FM-159,,30.43301667,-96.2215,1,1,0,1,0,0,0,1
480917,1,201,3280,6,5,2012,1,2,2,16,5,VOSS RD,,29.74891389,-95.501,1,1,0,1,0,0,0,1
480918,1,241,0,6,5,2012,1,20,22,2,2,US-96,,30.35738056,-94.0716,1,1,0,1,0,0,0,1
480920,2,411,0,6,5,2012,1,6,45,4,3,SR-16,,31.05890278,-98.7316,1,10,0,10,0,0,0,1
480921,1,479,3899,6,5,2012,1,2,18,11,1,I-35,,27.543675,-99.50299999999999,1,1,0,1,0,0,0,1
480922,2,201,3280,7,5,2012,2,2,40,12,2,US-59 EASTEX FWY,,29.84943889,-95.3334,1,1,0,1,0,0,0,1
480923,3,215,2110,7,5,2012,2,4,32,2,2,US-281,,26.41561111,-98.1375,1,1,0,1,0,0,0,1
480924,2,309,0,7,5,2012,2,16,5,4,8,FM2671,,31.37786944,-97.4466,1,10,0,10,0,0,0,1
480925,2,453,330,7,5,2012,2,17,18,13,8,SL343,,30.26635,-97.7562,1,10,0,10,0,0,0,1
480926,1,1,0,8,5,2012,3,13,25,5,8,FM2574,,31.86714722,-95.4954,1,2,0,2,0,0,0,1
480927,5,221,0,8,5,2012,3,11,34,4,3,SR-144,FM2425 MITCHELL BEND HWY,32.33215,-97.7545,2,10,0,10,0,0,0,1
480928,1,241,0,8,5,2012,3,17,35,5,8,FM777,,30.85950833,-94.1218,1,1,0,1,0,0,0,1
480929,1,381,150,8,5,2012,3,0,30,16,5,SUMMIT CIR,,35.16500278,-101.89299999999999,1,1,0,1,0,0,0,1
480930,1,39,2490,9,5,2012,4,2,49,14,8,FM523,FM1495,28.96814444,-95.3494,4,1,0,1,0,0,0,1
480931,2,85,2520,9,5,2012,4,21,27,12,7,SR-121,CUSTER RD,33.12571667,-96.7332,2,1,0,1,0,0,0,1
480932,2,121,1730,9,5,2012,4,7,46,16,5,MIDWAY RD,,32.99496389,-96.8438,1,1,0,1,0,0,0,1
480933,2,423,7070,9,5,2012,4,21,17,15,8,FM-756,,32.24941111,-95.2776,1,1,0,1,0,0,0,1
480934,1,439,260,9,5,2012,4,14,7,16,5,COLLINS ST,ENDICOTT DR,32.66269167,-97.0905,1,1,0,1,0,0,0,1
480935,2,1,0,10,5,2012,5,7,10,4,8,FM-645,,31.76895556,-95.8161,1,10,0,10,0,0,0,1
480936,4,23,0,10,5,2012,5,22,0,2,2,US-277,FM 1152,33.54207778,-99.3386,2,2,0,2,0,0,0,1
480937,1,27,4924,10,5,2012,5,2,18,12,2,US-190,,31.07620833,-97.6066,1,1,0,1,0,0,0,1
480938,4,3,0,16,4,2012,2,14,1,4,3,SR-176,FM 1788,32.32513333,-102.398,2,1,0,1,0,0,0,1
480939,3,3,0,18,4,2012,4,15,49,3,3,SR-115,CR-5000,32.21167222,-102.689,2,1,0,1,0,0,0,1
480940,3,61,0,27,4,2012,6,1,45,3,8,FM-509,,26.06698333,-97.7359,1,1,0,1,0,0,0,1
480941,1,215,0,28,4,2012,7,11,5,6,4,CR-SENECIO ST,,26.32178611,-98.3828,1,1,0,1,0,0,0,1
480942,1,329,0,5,5,2012,7,1,34,6,4,CR-1160 SALT LAKE RD,,31.86388889,-101.986,1,1,0,1,0,0,0,1
480943,4,329,0,6,5,2012,1,9,0,1,1,I-20,,32.08689444,-101.897,1,1,0,1,0,0,0,4
480944,8,113,1730,6,5,2012,1,17,35,13,8,SL12,CHAPEL RD,32.856125,-96.8714,2,1,0,1,0,0,0,1
480945,2,113,1730,10,5,2012,5,5,47,16,5,S COCKRELL HILL RD,RED BIRD LN,32.67646389,-96.8913,2,1,0,1,0,0,0,1
480946,1,167,2570,11,5,2012,6,16,18,13,3,SR-87 BROADWAY ST,51ST,29.29153333,-94.824,2,1,0,1,0,0,0,1
480947,4,183,4080,11,5,2012,6,18,7,13,2,US-80 W MARSHALL AVE,,32.50587778,-94.7811,1,10,0,10,0,0,0,1
480948,3,201,3280,11,5,2012,6,15,47,16,5,N WILLOW PLACE DR,MISTY WILLOW DR,29.96195278,-95.5561,2,1,0,1,0,0,0,1
480949,2,445,0,11,5,2012,6,14,24,14,3,SR-137,CR-460 DAWSON ST,33.15206944,-102.28200000000001,2,2,0,2,0,0,0,1
480950,5,339,1510,12,5,2012,7,6,50,15,8,FM3083,AVE M EXT,30.31068889,-95.4056,2,1,0,1,0,0,0,3
480951,1,355,5850,12,5,2012,7,1,40,16,5,CR44,,27.81082222,-97.63799999999999,1,1,0,1,0,0,0,1
480952,1,105,0,13,5,2012,1,22,45,6,4,CR-208,,31.01055833,-101.655,1,10,0,10,0,0,0,1
480953,3,113,1240,13,5,2012,1,18,55,13,8,FM1382 S BELTLINE RD,,32.62067222,-96.975,1,1,0,1,0,0,0,1
480954,1,203,0,13,5,2012,1,20,5,5,8,FM968,,32.46057778,-94.6369,1,1,0,1,0,0,0,1
480955,6,415,0,13,5,2012,1,17,19,2,2,US-84,,32.65212778,-100.777,1,10,0,10,0,0,0,1
480956,1,467,0,13,5,2012,1,6,40,5,8,RM2909,,32.47344444,-95.8215,1,1,0,1,0,0,0,1
480957,2,1,5170,14,5,2012,2,23,0,15,8,FM3309 N LINK ST,,31.78875833,-95.6306,1,1,0,1,18,0,0,1
480958,1,167,2570,14,5,2012,2,23,32,16,5,31ST ST,,29.28500556,-94.7969,1,1,0,1,0,0,0,1
480959,1,337,0,14,5,2012,2,8,13,2,2,US-81,,33.51025556,-97.8142,1,1,0,1,0,0,0,1
480960,2,397,6010,14,5,2012,2,21,39,1,7,I-30,,32.96975556,-96.3302,1,1,0,1,0,0,0,1
480961,2,473,0,14,5,2012,2,13,54,5,8,FM 2855,CR-MORTON RD,29.81619444,-95.89,2,1,0,1,0,0,0,1
480962,2,485,0,14,5,2012,2,20,45,13,8,BU 287J OLD IOWA PARK RD,,33.93695833,-98.57700000000001,1,1,0,1,0,0,0,1
480963,2,53,0,15,5,2012,3,14,29,2,2,US-281,,30.84167778,-98.2372,1,10,0,10,0,0,0,1
480964,1,453,330,15,5,2012,3,0,29,11,1,I-35,,30.36376667,-97.6841,1,2,0,2,0,0,0,1
480966,2,29,6090,16,5,2012,4,20,30,13,8,SL 13,,29.36571667,-98.5872,1,1,0,1,0,0,0,1
480967,5,85,2520,16,5,2012,4,7,26,16,5,LEBANON RD,STARWOOD DR,33.12021111,-96.8274,3,1,0,1,0,0,0,1
480968,1,121,3960,16,5,2012,4,10,44,11,7,I-35E,,33.078475,-97.0245,1,1,0,1,0,0,0,1
480969,1,213,0,16,5,2012,4,8,31,4,8,FM 315,,32.10834722,-95.5788,1,1,0,1,0,0,0,1
480970,3,303,4140,16,5,2012,4,8,23,13,3,SR-114,,33.57772778,-102.01799999999999,1,1,0,1,0,0,0,1
480971,1,453,330,16,5,2012,4,19,29,16,5,LENDALL LN,,30.17710278,-97.7595,1,1,0,1,0,0,0,1
480972,2,209,6170,17,5,2012,5,21,55,11,1,I-35,,29.92208889,-97.89299999999999,1,1,0,1,0,0,0,1
480973,3,113,1730,18,5,2012,6,15,55,11,1,I-30,,32.76687778,-96.8939,1,1,0,1,0,0,0,1
480974,1,201,0,18,5,2012,6,2,30,6,5,HOUSTON ROSSLYN RD,,29.91413333,-95.4958,1,1,0,1,0,0,0,1
480975,6,441,30,18,5,2012,6,10,0,11,1,I-20,,32.48589444,-99.7129,1,1,0,1,19,0,0,1
480976,2,41,0,19,5,2012,7,18,28,6,4,CR-DILLY SHAW TAP RD,,30.75882778,-96.338,1,1,0,1,0,0,0,1
480977,2,113,1730,19,5,2012,7,16,32,11,1,I-35,,32.80685,-96.8406,1,1,0,1,0,0,0,1
480978,3,113,2800,19,5,2012,7,5,45,11,1,I-20,,32.67546667,-97.0072,1,10,0,10,0,0,0,1
480979,4,121,4007,19,5,2012,7,16,33,2,2,US-380,,33.22127222,-96.9462,1,6,0,6,14,0,0,1
480980,1,141,2190,19,5,2012,7,16,59,13,8,BU-54 DYER ST,,31.96185,-106.353,1,1,0,1,0,0,0,2
