A_AGE1,A_AGE2,A_AGE3,A_AGE4,A_AGE5,A_AGE6,A_AGE7,A_AGE8,A_AGE9,ST_CASE,VEH_NO,PER_NO,YEAR,A_PTYPE,A_REST,A_ALCTES,A_HISP,A_RCAT,A_HRACE,A_EJECT,A_PERINJ,A_LOC
3,5,9,6,6,6,8,5,2,10031,1,1,2013,1,1,2,1,1,2,1,1,1
3,5,9,6,6,6,8,4,2,10031,1,2,2013,2,1,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,10032,1,1,2013,1,2,2,1,1,2,1,1,1
2,2,5,2,2,2,4,2,2,10033,1,1,2013,1,2,4,1,1,2,1,1,1
3,4,7,4,4,4,6,3,2,10033,1,2,2013,2,2,3,3,8,9,1,1,1
3,5,9,6,6,6,8,4,2,10034,1,1,2013,1,1,1,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,10034,2,1,2013,1,1,1,1,1,2,2,1,1
2,3,6,3,3,3,5,2,2,10034,3,1,2013,1,1,4,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,10035,1,1,2013,1,2,2,1,2,3,2,1,1
2,2,5,2,2,2,4,2,2,10036,1,1,2013,1,2,1,1,1,2,1,1,1
3,4,7,4,4,4,6,2,2,10037,1,1,2013,1,1,3,0,0,0,1,6,1
4,5,10,6,7,7,9,5,2,10037,2,1,2013,1,1,1,1,1,2,1,1,1
4,5,10,6,7,7,9,6,2,10038,0,1,2013,3,3,5,1,2,3,1,1,3
2,3,6,3,3,3,5,2,2,10038,1,1,2013,1,1,1,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,10038,1,2,2013,2,1,3,0,0,0,1,6,1
4,5,10,6,7,7,9,6,2,10038,2,1,2013,1,1,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,10039,1,1,2013,1,2,2,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,10039,2,1,2013,1,1,1,1,1,2,1,1,1
4,5,10,6,7,7,9,6,2,10040,1,1,2013,1,2,2,1,2,3,1,1,1
4,5,10,6,7,7,9,6,2,10041,1,1,2013,1,2,2,1,1,2,1,1,1
3,5,9,6,6,6,8,5,2,10041,1,2,2013,2,1,3,3,8,9,1,1,1
4,5,10,6,7,7,9,6,2,10041,2,1,2013,1,1,2,0,0,0,1,6,1
4,5,10,6,7,7,9,5,2,10042,1,1,2013,1,1,4,1,1,2,1,1,1
4,5,11,7,8,8,10,6,2,10043,1,1,2013,1,1,1,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,10043,1,2,2013,2,1,3,3,8,9,1,1,1
2,2,5,2,2,2,4,2,2,10043,2,1,2013,1,1,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,10043,2,2,2013,2,1,3,0,0,0,1,6,1
1,1,1,1,1,1,1,1,1,10043,2,3,2013,2,1,3,0,0,0,1,6,1
1,1,2,1,1,1,1,1,1,10043,2,4,2013,2,1,3,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,10043,3,1,2013,1,1,3,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,10043,4,1,2013,1,1,3,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,10044,1,1,2013,1,1,1,1,1,2,1,1,1
4,5,12,7,9,9,11,6,2,10044,1,2,2013,2,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,10045,1,1,2013,1,1,3,1,1,2,1,1,1
2,2,5,2,2,2,4,1,2,10045,1,2,2013,2,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,10045,1,3,2013,2,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,10045,1,4,2013,2,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,10046,1,1,2013,1,3,1,1,2,3,1,1,1
2,2,5,2,2,2,4,1,2,10046,1,2,2013,2,3,3,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,10047,0,1,2013,3,3,3,1,1,2,1,1,3
2,3,6,3,3,3,5,2,2,10047,1,1,2013,1,1,3,0,0,0,1,6,1
4,5,10,6,7,7,9,5,2,10048,1,1,2013,1,2,1,1,1,2,1,1,1
3,5,9,6,6,6,8,4,2,10049,1,1,2013,1,2,2,1,2,3,2,1,1
2,3,6,3,3,3,5,2,2,10049,1,2,2013,2,2,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,10050,1,1,2013,1,2,1,1,1,2,1,1,1
4,5,10,6,7,7,9,6,2,10051,1,1,2013,1,3,3,1,1,2,1,1,1
3,5,8,5,5,5,7,3,2,10051,2,1,2013,1,1,3,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,10052,1,1,2013,1,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,10052,2,1,2013,1,1,2,1,1,2,1,1,1
5,6,13,8,10,10,12,7,3,10052,2,2,2013,2,1,3,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,10052,3,1,2013,1,1,3,0,0,0,1,6,1
4,5,10,6,7,7,9,6,2,10052,3,2,2013,2,1,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,10052,4,1,2013,1,1,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,10052,4,2,2013,2,1,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,10052,4,3,2013,2,1,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,10052,4,4,2013,2,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,10053,1,1,2013,1,1,2,1,1,2,1,1,1
3,4,7,4,4,4,6,2,2,10054,0,1,2013,3,3,4,1,1,2,1,1,3
4,5,10,6,7,7,9,6,2,10054,1,1,2013,1,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,10055,0,1,2013,3,3,3,1,1,2,1,1,3
3,4,7,4,4,4,6,3,2,10055,1,1,2013,1,1,1,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,10056,1,1,2013,1,2,1,0,0,0,2,6,1
3,4,7,4,4,4,6,2,2,10056,1,2,2013,2,2,3,3,8,9,2,1,1
3,4,7,4,4,4,6,3,2,10057,1,1,2013,1,1,3,1,1,2,1,1,1
4,5,10,6,7,7,9,5,2,10058,1,1,2013,1,1,3,1,1,2,1,1,1
3,4,7,4,4,4,6,3,2,10058,2,1,2013,1,1,3,0,0,0,1,6,1
1,1,2,1,1,1,2,1,1,10058,2,2,2013,2,1,3,0,0,0,1,6,1
1,1,1,1,1,1,1,1,1,10058,2,3,2013,2,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,10059,1,1,2013,1,2,2,1,1,2,1,1,1
3,5,8,5,5,5,7,3,2,10060,0,1,2013,3,3,2,1,1,2,1,1,3
3,5,8,5,5,5,7,4,2,10060,1,1,2013,1,1,4,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,10061,1,1,2013,1,2,2,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,10061,2,1,2013,1,2,2,1,1,2,1,1,1
3,4,7,4,4,4,6,3,2,10061,2,2,2013,2,2,3,0,0,0,1,6,1
1,1,2,1,1,1,2,1,1,10061,2,3,2013,2,2,3,0,0,0,1,6,1
1,1,1,1,1,1,1,1,1,10061,2,4,2013,2,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,10062,1,1,2013,1,2,4,1,1,2,2,1,1
4,5,10,6,7,7,9,6,2,10062,2,1,2013,1,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,10063,1,1,2013,1,2,4,1,1,2,1,1,1
4,5,12,7,9,9,11,6,2,10064,1,1,2013,1,1,3,1,1,2,1,1,1
2,2,5,2,2,2,4,1,2,10065,1,1,2013,1,2,1,1,1,2,1,1,1
2,3,6,3,3,3,5,2,2,10065,1,2,2013,2,2,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,10065,2,1,2013,1,1,1,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,10066,1,1,2013,1,1,3,1,1,2,1,1,1
3,4,7,4,4,4,6,3,2,10067,1,1,2013,1,1,2,1,1,2,1,1,1
3,4,7,4,4,4,6,2,2,10067,2,1,2013,1,1,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,10067,2,2,2013,2,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,10068,1,1,2013,1,2,1,1,1,2,1,1,1
3,5,9,6,6,6,8,5,2,10069,1,1,2013,1,2,2,1,2,3,1,1,1
3,4,7,4,4,4,6,3,2,10070,1,1,2013,1,2,2,1,2,3,1,1,1
1,1,4,1,1,1,3,1,1,10071,0,1,2013,3,3,3,0,0,0,1,6,2
1,1,2,1,1,1,2,1,1,10071,0,2,2013,3,3,3,1,2,3,1,1,2
3,5,8,5,5,5,7,4,2,10071,1,1,2013,1,3,3,0,0,0,1,6,1
4,5,10,6,7,7,9,6,2,10072,1,1,2013,1,1,3,1,2,3,1,1,1
3,4,7,4,4,4,6,2,2,10072,2,1,2013,1,1,3,0,0,0,1,6,1
5,6,13,8,10,10,12,7,3,10072,2,2,2013,2,1,3,0,0,0,1,6,1
5,6,13,8,10,10,12,7,3,10072,2,3,2013,2,1,3,0,0,0,1,6,1
5,6,13,8,10,10,12,7,3,10072,2,4,2013,2,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,10073,1,1,2013,1,2,2,1,1,2,1,1,1
3,4,7,4,4,4,6,3,2,10073,1,2,2013,2,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,10074,1,1,2013,1,1,3,1,1,2,1,1,1
3,4,7,4,4,4,6,2,2,10074,2,1,2013,1,1,3,0,0,0,1,6,1
1,1,3,1,1,1,2,1,1,10074,2,2,2013,2,1,3,0,0,0,1,6,1
5,6,13,8,10,10,12,7,3,10074,2,3,2013,2,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,10075,1,1,2013,1,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,10075,1,2,2013,2,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,10075,2,1,2013,5,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,10075,2,2,2013,5,1,3,3,8,9,1,1,1
3,4,7,4,4,4,6,2,2,10076,1,1,2013,1,2,3,1,1,2,1,1,1
4,5,10,6,7,7,9,5,2,10077,1,1,2013,1,2,3,1,1,2,2,1,1
2,2,5,2,2,2,4,1,2,10078,1,1,2013,1,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,2,2,10078,1,2,2013,2,1,3,3,8,9,1,1,1
1,1,4,1,1,2,3,1,1,10078,1,3,2013,2,3,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,10078,1,4,2013,2,3,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,10078,1,5,2013,2,3,3,3,8,9,1,1,1
3,5,8,5,5,5,7,3,2,10079,1,1,2013,1,2,2,1,1,2,1,1,1
3,5,8,5,5,5,7,3,2,10080,1,1,2013,1,2,4,1,1,2,2,1,1
3,5,8,5,5,5,7,4,2,10081,1,1,2013,1,1,4,1,2,3,1,1,1
3,5,8,5,5,5,7,3,2,10081,1,2,2013,2,1,3,3,8,9,1,1,1
1,1,3,1,1,1,3,1,1,10081,1,3,2013,2,1,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,10081,2,1,2013,1,1,3,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,10081,2,2,2013,2,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,10082,1,1,2013,1,1,1,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,10082,1,2,2013,2,1,1,3,8,9,1,1,1
4,5,10,6,7,7,9,6,2,10082,2,1,2013,1,1,4,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,10083,1,1,2013,1,1,2,1,1,2,1,1,1
4,5,10,6,7,7,9,5,2,10084,1,1,2013,1,1,2,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,10084,1,2,2013,2,2,2,3,8,9,1,1,1
2,2,5,2,2,2,4,1,2,10085,1,1,2013,1,3,3,1,1,2,2,1,1
3,5,8,5,5,5,7,3,2,10086,1,1,2013,1,2,1,1,1,2,1,1,1
3,5,8,5,5,5,7,3,2,10086,1,2,2013,2,2,3,0,0,0,1,6,1
4,5,10,6,7,7,9,5,2,10086,2,1,2013,1,1,4,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,10086,2,2,2013,2,1,3,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,10087,1,1,2013,1,2,3,1,2,3,1,1,1
3,5,8,5,5,5,7,3,2,10088,1,1,2013,1,2,2,1,1,2,1,1,1
3,4,7,4,4,4,6,3,2,10089,1,1,2013,1,2,2,1,1,2,2,1,1
1,1,2,1,1,1,2,1,1,10089,1,2,2013,2,1,3,0,0,0,1,6,1
4,5,10,6,7,7,9,5,2,10090,1,1,2013,1,1,3,1,1,2,1,1,1
2,3,6,3,3,3,5,2,2,10091,1,1,2013,1,1,1,1,1,2,1,1,1
3,5,8,5,5,5,7,4,2,10092,1,1,2013,1,2,3,1,1,2,1,1,1
4,5,10,6,7,7,9,5,2,10092,2,1,2013,1,1,3,1,1,2,1,1,1
3,5,8,5,5,5,7,3,2,10093,1,1,2013,1,2,1,1,1,2,1,1,1
2,3,6,3,3,3,5,2,2,10093,1,2,2013,2,2,3,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,10094,1,1,2013,1,1,2,1,1,2,1,1,1
3,4,7,4,4,4,6,3,2,10095,1,1,2013,1,2,2,1,1,2,1,1,1
3,4,7,4,4,4,6,3,2,10095,1,2,2013,2,2,3,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,10096,1,1,2013,1,2,2,1,1,2,2,1,1
2,2,5,2,2,2,4,2,2,10097,1,1,2013,1,1,3,1,1,2,1,1,1
2,3,6,3,3,3,5,2,2,10097,1,2,2013,2,1,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,10098,1,1,2013,1,2,2,1,1,2,2,1,1
3,4,7,4,4,4,6,2,2,10099,1,1,2013,1,2,2,1,2,3,1,1,1
2,2,5,2,2,2,4,1,2,10100,1,1,2013,1,1,1,0,0,0,1,6,1
1,1,1,1,1,1,1,1,1,10100,1,2,2013,2,1,3,3,8,9,1,1,1
3,5,9,6,6,6,8,4,2,10101,1,1,2013,1,1,1,1,1,2,1,1,1
3,4,7,4,4,4,6,3,2,10102,1,1,2013,1,2,2,1,2,3,2,1,1
3,4,7,4,4,4,6,2,2,10102,1,2,2013,2,2,3,0,0,0,2,6,1
3,5,8,5,5,5,7,3,2,10103,1,1,2013,1,2,4,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,10103,2,1,2013,1,1,3,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,10103,2,2,2013,2,1,1,3,8,9,1,1,1
4,5,10,6,7,7,9,6,2,10103,3,1,2013,1,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,10103,4,1,2013,1,1,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,10104,1,1,2013,1,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,10104,2,1,2013,1,1,3,0,0,0,1,6,1
4,5,10,6,7,7,9,5,2,10104,3,1,2013,1,1,1,1,1,2,1,1,1
3,5,9,6,6,6,8,4,2,10104,3,2,2013,2,1,3,0,0,0,1,6,1
1,1,4,1,1,1,3,1,1,10104,3,3,2013,2,1,3,0,0,0,1,6,1
1,1,4,1,1,1,3,1,1,10104,3,4,2013,2,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,10104,4,1,2013,1,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,10104,5,1,2013,1,1,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,10105,1,1,2013,1,2,2,1,2,3,1,1,1
3,5,8,5,5,5,7,4,2,10106,1,1,2013,1,2,2,1,1,2,2,1,1
4,5,12,7,9,9,11,6,2,10107,1,1,2013,1,2,3,1,1,2,1,1,1
3,5,9,6,6,6,8,4,2,10108,1,1,2013,1,1,2,1,2,3,1,1,1
3,5,8,5,5,5,7,3,2,10109,1,1,2013,1,1,1,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,10109,2,1,2013,1,2,1,1,2,3,1,1,1
3,5,8,5,5,5,7,3,2,10109,2,2,2013,2,2,3,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,10110,1,1,2013,1,2,3,1,1,2,2,1,1
4,5,11,7,8,8,10,6,2,10111,1,1,2013,1,1,3,1,1,2,1,1,1
4,5,10,6,7,7,9,6,2,10112,1,1,2013,1,2,1,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,10112,2,1,2013,1,1,1,3,1,8,1,1,1
3,4,7,4,4,4,6,2,2,10112,2,2,2013,2,1,3,3,8,9,1,1,1
1,1,2,1,1,1,2,1,1,10112,2,3,2013,2,2,3,0,0,0,1,6,1
1,1,1,1,1,1,1,1,1,10112,2,4,2013,2,1,3,0,0,0,1,6,1
1,1,2,1,1,1,2,1,1,10112,2,5,2013,2,2,3,0,0,0,1,6,1
1,1,3,1,1,1,3,1,1,10112,2,6,2013,2,2,3,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,10113,0,1,2013,3,3,1,1,2,3,1,1,3
4,5,11,7,8,8,10,6,2,10113,1,1,2013,1,1,1,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,10114,1,1,2013,1,1,2,1,2,3,1,1,1
4,5,10,6,7,7,9,5,2,10114,2,1,2013,1,1,3,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,10114,2,2,2013,2,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,10115,1,1,2013,1,2,1,0,0,0,2,6,1
3,4,7,4,4,4,6,3,2,10115,1,2,2013,2,2,3,3,8,9,2,1,1
1,1,2,1,1,1,2,1,1,10115,1,3,2013,2,2,3,0,0,0,2,6,1
3,5,9,6,6,6,8,4,2,10116,1,1,2013,1,1,1,1,2,3,1,1,1
3,4,7,4,4,4,6,3,2,10117,1,1,2013,1,2,1,1,1,2,2,1,1
2,2,5,2,2,2,4,1,2,10118,1,1,2013,1,2,1,1,1,2,2,1,1
2,3,6,3,3,3,5,2,2,10119,1,1,2013,1,2,2,1,2,3,2,1,1
3,4,7,4,4,4,6,3,2,10120,1,1,2013,1,2,1,1,1,2,1,1,1
3,4,7,4,4,4,6,2,2,10121,1,1,2013,1,2,3,1,1,2,2,1,1
3,5,9,6,6,6,8,5,2,10121,1,2,2013,2,1,3,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,10121,2,1,2013,1,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,10122,0,1,2013,3,3,2,1,2,3,1,1,3
2,3,6,3,3,3,5,2,2,10122,1,1,2013,1,1,2,1,1,2,1,1,1
3,5,8,5,5,5,7,3,2,10123,1,1,2013,1,1,1,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,10123,2,1,2013,1,1,1,1,1,2,1,1,1
2,2,5,2,2,2,4,1,2,10123,2,2,2013,2,1,3,0,0,0,1,6,1
4,5,10,6,7,7,9,6,2,10123,2,3,2013,2,1,2,3,8,9,1,1,1
2,3,6,3,3,3,5,2,2,10124,1,1,2013,1,2,3,1,1,2,2,1,1
3,5,8,5,5,5,7,3,2,10125,1,1,2013,1,1,2,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,10125,1,2,2013,2,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,10125,1,3,2013,2,2,3,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,10125,1,4,2013,2,2,3,3,8,9,1,1,1
3,4,7,4,4,4,6,2,2,10125,2,1,2013,1,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,10126,1,1,2013,1,2,2,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,10126,1,2,2013,2,2,2,3,8,9,1,1,1
3,5,8,5,5,5,7,4,2,10126,1,3,2013,2,2,3,0,0,0,1,6,1
4,5,10,6,7,7,9,6,2,10127,1,1,2013,1,1,2,1,2,3,1,1,1
1,1,4,1,1,1,3,1,1,10128,0,1,2013,3,3,4,1,1,2,1,1,3
3,5,9,6,6,6,8,4,2,10128,1,1,2013,1,1,1,0,0,0,1,6,1
1,1,4,1,1,1,3,1,1,10128,1,2,2013,2,1,3,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,10129,1,1,2013,1,2,2,1,2,3,1,1,1
4,5,10,6,7,7,9,5,2,10130,1,1,2013,1,2,1,1,1,2,1,1,1
3,5,9,6,6,6,8,5,2,10130,2,1,2013,1,1,3,0,0,0,1,6,1
1,1,3,1,1,1,3,1,1,10130,2,2,2013,2,2,3,0,0,0,1,6,1
1,1,3,1,1,1,3,1,1,10130,2,3,2013,2,2,3,0,0,0,1,6,1
1,1,3,1,1,1,3,1,1,10130,2,4,2013,2,2,3,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,10130,2,5,2013,2,2,3,0,0,0,1,6,1
1,1,3,1,1,1,3,1,1,10130,2,6,2013,2,2,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,10130,2,7,2013,2,2,3,0,0,0,1,6,1
