ST_CASE,VEH_NO,PER_NO,YEAR,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
62918,1,1,1998,17,17,17,17,17,17,17,17,17,17
62919,1,1,1998,0,0,0,0,0,0,0,0,0,0
62919,2,1,1998,0,0,0,0,0,0,0,0,0,0
62920,0,1,1998,0,0,0,0,0,0,0,0,0,0
62920,1,1,1998,0,0,0,0,0,0,0,0,0,0
62921,1,1,1998,0,0,0,0,0,0,0,0,0,0
62921,2,1,1998,0,0,0,0,0,0,0,0,0,0
62922,1,1,1998,0,0,0,0,0,0,0,0,0,0
62922,2,1,1998,18,0,0,0,0,0,0,0,0,0
62923,1,1,1998,0,0,0,0,0,0,0,0,0,0
62924,1,1,1998,0,0,0,0,0,0,0,0,0,0
62925,0,1,1998,0,0,0,0,0,0,0,0,0,0
62925,1,1,1998,0,0,10,0,0,0,0,9,0,0
62926,1,1,1998,29,29,29,29,29,29,29,29,29,29
62927,1,1,1998,0,0,0,0,0,0,0,0,0,0
62928,1,1,1998,0,0,0,0,0,0,0,0,0,0
62929,1,1,1998,0,0,0,0,0,0,0,0,0,0
62929,2,1,1998,0,0,0,0,0,0,0,0,0,0
62929,3,1,1998,0,0,0,0,0,0,0,0,0,0
62929,4,1,1998,0,0,0,0,0,0,0,0,0,0
62929,5,1,1998,0,0,0,0,0,0,0,0,0,0
62930,0,1,1998,0,0,0,0,0,0,0,0,0,0
62930,1,1,1998,0,0,0,0,0,0,0,0,0,0
62931,1,1,1998,0,0,0,0,0,0,0,0,0,0
62932,1,1,1998,0,0,0,0,0,0,0,0,0,0
62933,1,1,1998,23,23,23,23,23,23,23,23,23,23
62933,2,1,1998,0,0,0,0,0,0,0,0,0,0
62934,1,1,1998,0,0,0,0,0,0,0,0,0,0
62934,2,1,1998,0,0,0,0,0,0,0,0,0,0
62935,1,1,1998,0,0,0,0,0,0,0,0,0,0
62935,2,1,1998,6,6,6,6,6,6,6,6,6,6
62936,1,1,1998,0,0,0,0,0,0,0,0,0,0
62936,2,1,1998,0,0,0,0,0,0,0,0,0,0
62937,0,1,1998,15,15,15,15,15,15,15,15,15,15
62937,1,1,1998,0,0,0,0,0,0,0,0,0,0
62938,1,1,1998,0,0,0,0,0,0,0,0,0,0
62938,2,1,1998,0,0,0,0,0,0,0,0,0,0
62939,1,1,1998,0,0,0,0,0,0,0,0,0,0
62939,2,1,1998,0,0,0,0,0,0,0,0,0,0
62940,1,1,1998,0,0,0,0,0,0,0,0,8,0
62940,2,1,1998,0,0,0,0,0,0,0,0,0,0
62941,1,1,1998,0,0,0,0,0,0,0,0,0,0
62941,2,1,1998,0,0,0,0,0,0,0,0,0,0
62942,1,1,1998,0,0,0,0,0,0,0,0,0,0
62942,2,1,1998,0,0,0,0,0,0,0,0,0,0
62943,1,1,1998,0,0,0,0,0,0,0,0,0,0
62943,2,1,1998,0,0,0,0,0,0,0,0,0,0
62944,1,1,1998,0,0,0,0,0,0,0,0,0,0
62944,2,1,1998,0,0,0,0,0,0,0,0,0,0
62945,1,1,1998,9,9,9,9,9,9,9,9,9,9
62945,2,1,1998,0,0,0,0,0,0,0,0,0,0
62946,0,1,1998,0,0,0,0,0,0,0,0,0,0
62946,1,1,1998,0,0,0,0,0,0,0,0,0,0
62947,0,1,1998,12,12,12,12,12,12,12,12,12,12
62947,1,1,1998,0,0,0,0,0,0,0,0,0,0
62948,0,1,1998,10,10,10,10,10,10,10,10,10,10
62948,1,1,1998,0,0,0,0,0,0,0,0,0,0
62949,1,1,1998,0,0,0,0,0,0,0,0,0,0
62949,2,1,1998,0,6,0,0,0,0,0,0,0,0
62950,1,1,1998,0,0,0,0,0,0,0,0,0,0
62950,2,1,1998,0,0,0,0,0,0,0,0,0,0
62951,0,1,1998,25,25,25,25,25,25,25,25,25,25
62951,1,1,1998,0,0,0,0,15,0,0,0,0,0
62951,2,1,1998,0,0,0,0,0,0,0,0,0,0
62952,1,1,1998,8,8,8,8,8,8,8,8,8,8
62952,2,1,1998,0,0,0,0,0,0,0,0,0,0
62953,1,1,1998,40,40,40,40,40,40,40,40,40,40
62953,2,1,1998,0,0,0,0,0,0,0,0,0,4
62954,1,1,1998,24,0,0,0,0,0,0,0,0,0
62954,2,1,1998,0,0,0,0,0,0,0,0,0,0
62955,1,1,1998,0,0,0,0,0,0,0,0,0,0
62955,2,1,1998,0,0,0,0,0,0,0,0,0,0
62956,1,1,1998,12,12,12,12,12,12,12,12,12,12
62956,2,1,1998,17,17,17,17,17,17,17,17,17,17
62957,1,1,1998,0,0,0,0,0,0,0,0,0,0
62957,2,1,1998,0,0,0,0,0,0,0,0,0,0
62958,1,1,1998,0,0,0,0,0,0,0,0,0,0
62958,2,1,1998,0,0,0,0,0,0,0,0,0,0
62959,1,1,1998,0,0,0,0,0,0,0,0,0,0
62959,2,1,1998,0,0,0,0,0,0,0,0,0,0
62960,1,1,1998,0,0,0,0,0,0,0,0,0,0
62960,2,1,1998,0,0,0,0,0,0,0,0,0,0
62961,1,1,1998,10,10,10,10,10,10,10,10,10,10
62961,2,1,1998,0,0,0,0,0,0,0,0,0,0
62962,1,1,1998,0,0,0,0,0,0,0,0,0,0
62962,2,1,1998,0,0,0,0,0,0,0,0,0,0
62963,0,1,1998,0,0,0,0,0,0,0,0,0,0
62963,1,1,1998,0,0,0,0,0,0,0,0,0,0
62964,1,1,1998,0,0,0,0,0,0,0,0,0,0
62964,2,1,1998,0,0,0,0,0,0,0,0,0,0
62965,1,1,1998,0,0,0,0,0,0,11,0,0,0
62965,2,1,1998,0,0,0,0,0,0,0,0,0,0
62966,1,1,1998,0,0,0,0,0,0,0,0,0,0
62966,2,1,1998,0,0,0,0,9,0,0,0,0,0
62966,3,1,1998,0,0,0,0,0,0,0,0,0,0
62966,4,1,1998,0,0,0,0,0,19,0,0,0,0
62966,5,1,1998,0,0,0,0,0,0,0,0,0,0
62967,1,1,1998,30,30,30,30,30,30,30,30,30,30
62967,2,1,1998,0,0,0,0,0,0,0,0,0,0
62968,1,1,1998,0,0,0,0,0,0,0,0,0,0
62968,2,1,1998,0,0,0,0,0,0,0,0,0,0
62968,3,1,1998,0,0,0,0,0,0,0,0,0,0
62968,4,1,1998,0,0,0,0,0,0,0,0,0,0
62969,1,1,1998,0,0,0,0,0,0,0,0,0,0
62969,2,1,1998,0,0,0,0,0,0,0,0,0,0
62970,0,1,1998,22,22,22,22,22,22,22,22,22,22
62970,1,1,1998,0,13,18,24,0,20,0,0,0,0
62970,2,1,1998,0,0,0,0,0,0,0,0,0,0
62971,1,1,1998,0,0,0,0,0,0,0,0,0,0
62971,2,1,1998,0,0,0,0,0,0,0,0,0,0
62972,1,1,1998,18,18,18,18,18,18,18,18,18,18
62972,2,1,1998,0,0,0,0,0,0,0,0,0,0
62973,1,1,1998,0,0,0,0,0,0,0,0,0,0
62973,2,1,1998,12,12,12,12,12,12,12,12,12,12
62974,0,1,1998,7,7,7,7,7,7,7,7,7,7
62974,1,1,1998,0,0,0,0,0,6,0,0,0,0
62974,2,1,1998,0,0,0,0,0,0,0,0,0,0
62975,0,1,1998,0,16,0,0,0,0,0,26,0,3
62975,1,1,1998,0,0,7,20,0,0,0,21,14,0
62976,1,1,1998,17,0,0,0,8,0,0,0,0,0
62976,2,1,1998,0,0,0,0,0,0,0,0,0,0
62976,3,1,1998,0,0,0,0,0,0,17,0,0,0
62977,1,1,1998,0,0,0,0,0,0,0,0,0,0
62977,2,1,1998,0,0,0,0,0,0,0,0,0,6
62978,1,1,1998,0,0,0,0,0,0,0,0,0,0
62978,2,1,1998,0,0,0,0,0,0,0,0,0,0
62979,1,1,1998,0,0,0,0,0,0,0,0,0,0
62979,2,1,1998,0,0,0,0,0,0,0,0,0,0
62980,1,1,1998,0,0,0,0,0,0,0,0,0,0
62980,2,1,1998,0,0,0,0,0,0,0,0,0,0
62981,1,1,1998,0,0,0,0,0,0,0,0,0,0
62981,2,1,1998,0,0,0,0,0,0,0,0,0,0
62982,1,1,1998,19,19,19,19,19,19,19,19,19,19
62982,2,1,1998,0,0,0,0,0,0,0,0,0,0
62983,1,1,1998,11,11,11,11,11,11,11,11,11,11
62983,2,1,1998,0,0,14,19,9,0,0,0,0,20
62984,1,1,1998,20,20,20,20,20,20,20,20,20,20
62985,1,1,1998,0,0,0,0,0,0,0,0,0,0
62985,2,1,1998,0,0,0,0,0,0,0,0,0,0
62986,1,1,1998,0,0,0,0,16,0,0,0,0,0
62986,2,1,1998,0,0,0,0,0,0,0,0,0,0
62987,1,1,1998,0,0,0,0,0,0,0,0,0,0
62987,2,1,1998,0,0,0,0,0,0,0,0,0,0
62987,3,1,1998,0,0,0,0,0,0,0,0,0,0
62988,1,1,1998,0,0,0,0,0,0,0,0,0,0
62988,2,1,1998,0,0,0,0,0,0,0,0,0,0
62989,1,1,1998,0,0,0,0,0,0,0,0,0,0
62989,2,1,1998,0,0,0,0,0,0,0,0,0,0
62990,1,1,1998,0,0,0,0,0,0,0,0,0,0
62990,2,1,1998,0,0,0,0,0,0,0,0,0,0
62991,1,1,1998,0,0,0,0,0,0,0,0,0,0
62991,2,1,1998,0,0,0,0,0,0,0,0,0,0
62992,1,1,1998,17,17,17,17,17,17,17,17,17,17
62993,0,1,1998,22,22,22,22,22,22,22,22,22,22
62993,1,1,1998,12,12,12,12,12,12,12,12,12,12
62994,0,1,1998,0,0,0,0,0,0,0,0,0,0
62994,1,1,1998,0,0,0,0,0,0,0,0,0,0
62995,0,1,1998,28,28,28,28,28,28,28,28,28,28
62995,1,1,1998,0,0,0,0,0,0,0,0,0,0
62996,0,1,1998,0,0,0,0,0,0,0,0,0,0
62996,1,1,1998,0,0,0,0,0,0,0,0,0,0
62997,1,1,1998,0,0,0,0,0,0,0,0,0,0
62998,1,1,1998,0,0,0,0,0,25,0,24,0,0
62999,1,1,1998,0,0,0,0,0,0,0,0,0,0
62999,2,1,1998,0,0,0,25,0,0,11,0,11,18
62999,3,1,1998,0,0,0,0,0,0,0,0,0,0
62999,4,1,1998,0,0,0,0,0,0,0,0,0,0
62999,5,1,1998,0,0,0,0,0,0,0,15,0,0
63000,1,1,1998,6,6,6,6,6,6,6,6,6,6
63001,0,1,1998,29,29,29,29,29,29,29,29,29,29
63001,1,1,1998,30,16,0,16,8,26,16,0,0,8
63002,1,1,1998,0,0,0,0,0,0,0,0,0,0
63002,2,1,1998,0,0,0,0,0,0,0,0,0,0
63003,0,1,1998,0,0,0,0,0,0,0,0,0,0
63003,1,1,1998,0,0,0,0,0,0,0,0,0,0
63004,0,1,1998,0,0,0,0,0,0,0,0,0,0
63004,1,1,1998,0,0,0,0,0,0,0,0,0,0
63005,0,1,1998,21,21,21,21,21,21,21,21,21,21
63005,0,2,1998,15,11,4,0,16,0,15,13,17,17
63005,1,1,1998,0,0,5,0,0,0,12,0,0,0
63006,0,1,1998,0,0,0,0,0,0,0,0,0,0
63006,1,1,1998,0,0,0,0,0,0,0,0,0,0
63006,2,1,1998,0,0,0,0,0,0,0,0,0,0
63007,1,1,1998,0,0,0,0,0,0,0,0,0,0
63007,2,1,1998,0,0,0,0,0,0,0,0,0,0
63008,0,1,1998,28,28,28,28,28,28,28,28,28,28
63008,1,1,1998,0,0,0,0,8,0,0,0,0,0
63009,1,1,1998,0,0,0,0,0,0,0,0,0,0
63009,2,1,1998,0,0,0,0,0,0,0,0,0,0
63009,3,1,1998,0,0,0,0,0,0,0,0,0,0
63010,1,1,1998,4,4,4,4,4,4,4,4,4,4
63010,2,1,1998,0,0,0,0,0,0,0,0,0,0
63010,3,1,1998,0,0,0,0,0,0,0,0,0,0
63011,0,1,1998,6,6,6,6,6,6,6,6,6,6
63011,1,1,1998,0,0,0,0,0,0,0,0,0,0
63012,1,1,1998,30,30,30,30,30,30,30,30,30,30
63012,2,1,1998,0,0,0,0,0,0,0,0,0,0
63013,1,1,1998,0,0,0,0,0,0,0,0,0,0
63014,1,1,1998,0,0,0,0,0,0,0,0,0,0
63015,1,1,1998,0,0,0,0,0,0,0,0,0,0
63016,0,1,1998,0,0,0,0,0,0,0,0,0,0
63016,1,1,1998,0,0,0,0,0,0,0,0,0,0
63017,1,1,1998,0,0,0,0,0,0,0,0,0,0
63017,2,1,1998,0,0,0,0,0,0,0,0,0,0
63017,3,1,1998,0,0,0,0,0,0,0,0,0,0
63017,4,1,1998,0,0,0,0,0,0,0,0,0,0
63017,5,1,1998,0,0,0,0,0,0,0,0,0,0
63017,6,1,1998,0,0,0,0,0,0,0,0,0,0
63018,1,1,1998,0,0,0,0,0,0,0,0,10,0
63018,2,1,1998,0,0,0,0,0,0,0,0,0,0
63019,1,1,1998,0,0,0,0,0,0,0,31,0,0
63019,2,1,1998,0,0,0,0,0,0,0,0,0,0
63020,0,1,1998,25,25,25,25,25,25,25,25,25,25
63020,1,1,1998,0,0,0,6,0,10,0,0,18,0
63020,2,1,1998,0,0,0,0,0,0,0,0,0,18
63021,1,1,1998,0,0,0,0,0,0,0,0,0,0
63022,1,1,1998,0,0,0,0,0,0,0,0,0,0
63022,2,1,1998,0,0,0,0,0,0,0,0,0,0
63023,0,1,1998,0,0,0,0,17,0,0,0,0,0
63023,1,1,1998,0,0,0,0,0,0,12,0,0,0
63024,1,1,1998,0,0,0,0,0,0,0,0,0,0
63024,2,1,1998,0,0,0,0,0,0,0,0,0,0
63024,3,1,1998,0,0,0,0,0,0,0,0,0,0
63025,0,1,1998,0,0,0,0,0,0,0,0,0,0
63025,1,1,1998,0,0,0,0,0,0,0,0,0,0
63026,1,1,1998,0,0,0,0,0,0,0,0,0,0
63027,1,1,1998,0,0,0,0,0,0,0,0,0,0
63027,2,1,1998,0,0,0,0,0,0,0,0,0,0
63027,3,1,1998,0,0,0,0,0,0,0,0,0,0
63027,4,1,1998,0,0,0,0,0,0,0,0,0,0
63027,5,1,1998,0,12,0,0,0,0,0,0,0,0
63028,0,1,1998,0,0,0,0,0,0,0,0,0,0
63028,1,1,1998,0,0,0,0,0,0,0,0,0,0
63029,0,1,1998,0,0,0,0,0,0,0,0,0,0
63029,1,1,1998,0,0,0,0,0,0,0,0,0,0
63030,0,1,1998,0,0,0,0,0,0,0,10,0,0
63030,1,1,1998,0,0,0,0,0,0,0,0,0,0
63031,1,1,1998,0,12,20,41,15,18,0,18,25,0
63032,1,1,1998,0,0,0,0,0,0,0,0,0,0
63033,1,1,1998,0,0,0,0,0,0,0,0,0,0
63033,2,1,1998,0,0,0,0,10,0,0,0,0,0
63034,1,1,1998,0,0,0,0,0,0,0,22,0,0
63035,0,1,1998,27,27,27,27,27,27,27,27,27,27
63035,1,1,1998,17,9,0,11,0,0,15,27,0,15
63036,1,1,1998,0,0,0,0,0,0,0,0,0,0
63037,0,1,1998,5,5,5,5,5,5,5,5,5,5
63037,1,1,1998,0,0,0,0,0,0,0,0,0,0
63038,1,1,1998,16,16,16,16,16,16,16,16,16,16
63039,1,1,1998,0,0,0,0,0,0,0,0,0,0
63040,1,1,1998,0,0,0,0,0,0,0,0,0,0
63041,0,1,1998,0,20,0,0,0,0,0,0,0,0
63041,1,1,1998,0,0,8,0,0,0,0,0,0,0
63042,0,1,1998,0,0,0,0,0,0,0,0,0,0
63042,1,1,1998,4,0,0,0,0,0,0,0,0,0
63043,1,1,1998,0,0,0,0,0,0,0,0,0,0
63044,0,1,1998,8,0,0,0,11,0,0,11,0,0
63044,1,1,1998,0,0,0,0,0,0,0,0,0,0
63045,0,1,1998,0,0,0,0,0,0,0,0,0,0
63045,1,1,1998,0,0,0,0,0,0,0,0,0,0
63046,0,1,1998,0,0,0,0,0,0,0,0,0,0
63046,1,1,1998,0,0,0,0,0,13,0,0,0,0
63047,0,1,1998,25,25,25,25,25,25,25,25,25,25
63047,1,1,1998,0,0,0,0,0,0,0,0,0,0
63048,1,1,1998,0,0,0,0,19,0,0,0,0,0
63048,2,1,1998,0,0,0,0,0,0,0,0,0,0
63049,0,1,1998,0,0,0,0,0,0,0,0,0,0
63049,1,1,1998,0,0,0,0,0,0,0,0,0,0
63050,1,1,1998,0,0,0,0,0,0,0,0,0,0
63051,1,1,1998,0,0,0,0,0,0,0,0,0,0
63051,2,1,1998,0,0,0,0,0,0,0,0,0,0
63052,1,1,1998,0,0,0,0,0,0,0,0,0,0
63052,2,1,1998,0,0,0,0,0,0,0,0,0,0
63053,1,1,1998,0,0,0,0,0,0,0,0,0,0
63053,2,1,1998,0,0,0,0,0,0,0,0,0,0
63053,3,1,1998,0,0,0,0,0,0,0,0,0,0
63054,0,1,1998,0,0,0,0,0,0,0,0,0,0
63054,1,1,1998,0,0,0,0,0,0,0,0,0,0
63055,1,1,1998,0,0,26,8,0,0,0,15,0,0
63055,2,1,1998,0,0,0,0,0,0,0,0,0,0
63056,1,1,1998,0,0,0,0,0,0,0,0,0,0
63056,2,1,1998,0,0,0,0,0,0,0,0,0,0
63057,1,1,1998,0,0,0,0,0,0,0,0,0,0
63057,2,1,1998,9,9,9,9,9,9,9,9,9,9
63058,0,1,1998,0,0,0,0,0,0,0,0,0,0
63058,1,1,1998,0,0,0,0,0,0,0,0,28,0
63059,1,1,1998,0,0,0,0,0,0,0,0,0,0
63059,2,1,1998,0,0,0,0,0,0,0,0,0,0
63059,3,1,1998,0,0,0,0,0,0,0,0,0,0
63059,4,1,1998,0,0,0,0,0,0,0,0,0,0
63059,5,1,1998,0,0,0,0,0,0,0,0,0,0
63059,6,1,1998,0,0,0,0,0,0,0,0,16,0
63059,7,1,1998,0,0,0,0,0,0,0,0,0,0
63059,8,1,1998,0,0,0,0,0,0,0,0,0,0
63059,9,1,1998,0,0,0,0,9,0,0,0,0,10
63059,10,1,1998,0,0,0,0,0,0,0,0,0,0
63059,11,1,1998,0,0,0,0,0,0,0,0,0,0
63059,12,1,1998,0,3,40,14,0,2,23,1,0,20
63059,13,1,1998,0,0,0,0,0,0,0,0,0,0
63059,14,1,1998,0,0,0,0,0,0,0,0,0,0
63059,15,1,1998,0,0,24,4,0,0,0,0,0,18
63059,16,1,1998,0,0,0,0,0,0,0,0,0,0
63059,17,1,1998,0,0,0,0,0,0,0,0,0,0
63059,18,1,1998,0,0,0,0,0,0,0,0,0,0
63059,19,1,1998,0,0,0,15,0,0,0,0,0,0
63059,20,1,1998,0,0,0,0,0,0,0,0,0,0
63059,21,1,1998,0,0,0,6,0,0,0,0,0,0
63059,22,1,1998,0,0,0,0,0,15,0,0,0,0
63059,23,1,1998,0,0,0,0,0,0,0,0,9,0
63059,24,1,1998,0,0,0,0,0,0,0,0,0,0
63059,25,1,1998,0,0,0,0,0,0,0,0,0,0
63059,26,1,1998,0,0,0,0,0,0,0,0,0,0
63059,27,1,1998,0,0,0,9,0,0,0,0,0,0
63059,28,1,1998,0,20,0,17,0,0,0,0,0,0
63059,29,1,1998,0,0,0,0,0,0,0,0,0,0
63059,30,1,1998,0,0,19,5,0,0,0,0,0,0
63059,31,1,1998,0,0,0,0,0,0,0,0,0,0
63059,32,1,1998,0,0,0,0,0,0,0,0,0,0
63059,33,1,1998,0,0,0,0,0,0,0,0,0,0
63059,34,1,1998,0,10,10,0,0,0,0,0,0,0
63059,35,1,1998,0,0,0,0,0,0,5,0,15,0
63059,36,1,1998,0,0,0,0,0,0,0,0,0,0
63059,37,1,1998,0,0,0,0,0,0,0,0,0,0
63059,38,1,1998,0,0,0,0,0,0,0,0,0,0
63059,39,1,1998,0,0,0,0,9,0,11,0,0,0
63059,40,1,1998,0,0,0,0,0,11,0,0,0,0
63059,41,1,1998,0,0,7,31,0,0,11,13,0,0
63059,42,1,1998,0,0,0,0,0,0,0,0,11,0
63060,0,1,1998,9,9,9,9,9,9,9,9,9,9
63060,1,1,1998,0,0,0,0,0,0,0,0,0,0
63061,1,1,1998,5,8,22,0,0,0,0,0,21,0
63062,0,1,1998,0,0,0,0,0,0,0,0,0,0
63062,1,1,1998,0,0,0,0,0,0,0,0,0,0
63063,1,1,1998,15,15,15,15,15,15,15,15,15,15
63064,1,1,1998,15,15,15,15,15,15,15,15,15,15
63065,1,1,1998,0,0,0,0,0,0,0,0,0,0
63066,0,1,1998,0,0,0,0,0,0,0,0,0,0
63066,1,1,1998,18,18,18,18,18,18,18,18,18,18
63067,0,1,1998,17,17,17,17,17,17,17,17,17,17
63067,1,1,1998,0,0,0,0,0,0,0,0,0,0
63068,0,1,1998,5,5,5,5,5,5,5,5,5,5
63068,1,1,1998,0,0,0,0,0,0,0,0,0,0
63069,1,1,1998,8,8,8,8,8,8,8,8,8,8
63070,0,1,1998,0,0,0,0,0,0,18,0,0,8
63070,1,1,1998,0,0,0,0,0,0,0,5,0,0
63071,1,1,1998,12,12,12,12,12,12,12,12,12,12
63072,0,1,1998,27,27,27,27,27,27,27,27,27,27
63072,1,1,1998,0,0,0,0,0,0,0,0,0,0
63073,1,1,1998,0,0,9,0,0,0,0,0,0,0
63074,1,1,1998,0,0,0,0,0,0,0,0,0,0
63074,2,1,1998,0,0,0,0,0,0,0,0,0,0
63074,3,1,1998,0,0,0,0,0,0,0,0,0,0
63075,1,1,1998,18,18,18,18,18,18,18,18,18,18
63076,1,1,1998,0,0,0,0,0,0,0,0,0,0
63076,2,1,1998,0,0,0,0,0,0,0,0,0,0
63076,3,1,1998,0,0,0,0,0,0,0,0,0,0
63076,4,1,1998,0,0,0,0,0,0,0,0,0,0
63077,1,1,1998,22,22,22,22,22,22,22,22,22,22
63077,2,1,1998,0,0,0,0,0,0,0,0,0,0
63078,1,1,1998,0,0,0,0,0,0,0,0,0,0
63078,2,1,1998,0,0,0,0,0,0,0,0,0,0
63079,1,1,1998,0,0,0,0,0,0,0,0,0,0
63080,1,1,1998,0,0,0,0,0,0,0,0,0,0
63080,2,1,1998,0,0,0,0,0,0,0,0,0,0
63080,3,1,1998,0,0,0,0,0,0,0,0,0,0
63080,4,1,1998,0,0,0,0,0,0,0,0,0,0
63081,0,1,1998,0,0,0,0,0,0,0,0,0,0
63081,0,2,1998,0,0,0,0,0,0,0,0,0,0
63081,1,1,1998,0,0,0,0,0,0,0,0,0,0
63082,0,1,1998,22,22,22,22,22,22,22,22,22,22
63082,1,1,1998,0,0,0,0,0,0,0,0,0,0
63083,1,1,1998,0,0,0,0,0,0,0,0,0,0
63083,2,1,1998,0,0,0,0,0,0,0,0,0,0
63084,1,1,1998,0,0,0,0,0,0,0,0,0,0
63084,2,1,1998,0,0,0,0,0,0,0,0,0,0
63085,1,1,1998,0,0,0,0,0,0,0,0,0,0
63086,1,1,1998,0,0,0,0,0,0,0,0,0,0
63086,2,1,1998,0,0,0,0,0,0,0,0,0,0
63087,1,1,1998,0,0,0,0,0,0,0,0,0,0
63087,2,1,1998,0,0,0,0,0,0,0,0,0,0
63088,1,1,1998,0,0,0,0,0,0,0,0,0,0
63088,2,1,1998,5,5,5,5,5,5,5,5,5,5
63089,1,1,1998,0,0,0,0,0,0,0,0,0,0
63089,2,1,1998,18,0,2,0,0,0,0,0,15,3
63089,3,1,1998,0,0,0,0,0,0,0,0,0,0
63089,4,1,1998,0,0,23,0,0,0,0,3,0,0
63089,5,1,1998,0,0,0,0,0,0,0,0,0,0
63089,6,1,1998,0,0,0,0,0,0,0,0,0,0
63089,7,1,1998,0,0,0,0,0,0,0,0,0,0
63089,8,1,1998,0,0,0,16,0,0,14,0,3,0
63089,9,1,1998,0,0,0,0,0,0,0,0,0,0
63089,10,1,1998,0,0,0,0,0,0,0,0,0,0
63089,11,1,1998,0,0,0,0,0,0,0,0,0,0
63089,12,1,1998,0,0,0,0,0,0,0,0,0,0
63089,13,1,1998,0,0,0,0,0,0,0,0,0,0
63089,14,1,1998,0,0,0,0,0,0,0,0,0,0
63090,1,1,1998,12,12,12,12,12,12,12,12,12,12
63090,2,1,1998,0,0,0,0,0,0,0,0,0,0
63091,1,1,1998,21,21,21,21,21,21,21,21,21,21
63091,2,1,1998,0,0,0,0,0,0,0,0,0,0
63092,1,1,1998,0,0,0,0,0,0,0,0,0,0
63092,2,1,1998,0,0,0,0,0,0,0,0,9,0
63092,3,1,1998,0,0,0,0,0,0,0,21,2,0
63093,1,1,1998,18,18,18,18,18,18,18,18,18,18
63094,1,1,1998,0,0,0,0,0,0,0,0,0,0
63094,2,1,1998,0,0,0,17,0,0,0,0,0,0
63094,3,1,1998,5,0,0,0,0,0,0,0,0,0
63095,1,1,1998,0,0,6,0,0,0,0,0,0,0
63095,2,1,1998,0,0,0,0,0,0,0,0,0,0
63095,3,1,1998,0,0,0,0,0,0,0,0,0,13
63096,1,1,1998,0,0,0,0,0,0,0,0,0,0
63096,2,1,1998,0,0,0,0,0,0,0,0,0,0
63097,1,1,1998,0,0,0,0,0,0,0,0,0,0
63097,2,1,1998,0,0,0,0,0,0,0,0,0,0
63098,1,1,1998,0,0,0,0,0,0,0,0,0,0
63098,2,1,1998,0,0,0,0,0,0,6,0,0,0
63099,0,1,1998,0,0,18,18,0,0,7,0,0,0
63099,1,1,1998,0,0,0,0,0,0,0,0,0,0
63100,1,1,1998,25,10,18,21,0,0,0,0,0,26
63100,2,1,1998,0,0,0,0,0,0,0,0,0,0
63101,1,1,1998,0,0,0,0,0,0,0,0,0,0
63101,2,1,1998,0,0,0,0,0,0,0,0,0,0
63101,3,1,1998,0,0,0,0,0,0,0,0,0,0
63101,4,1,1998,0,0,0,0,0,0,0,0,0,0
63102,1,1,1998,17,0,0,0,0,9,13,0,0,0
63103,1,1,1998,0,0,0,0,0,0,0,0,0,0
63103,2,1,1998,0,0,0,0,0,0,0,0,0,0
63104,1,1,1998,0,26,24,0,11,0,9,28,28,21
63105,0,1,1998,0,0,0,0,0,0,0,0,0,0
63105,1,1,1998,0,0,0,0,14,6,0,18,0,12
63106,0,1,1998,13,13,13,13,13,13,13,13,13,13
63106,1,1,1998,36,19,0,42,21,0,21,0,20,6
63107,1,1,1998,23,23,23,23,23,23,23,23,23,23
63108,0,1,1998,0,0,0,0,0,0,0,0,0,0
63108,1,1,1998,0,0,0,0,0,0,0,0,0,0
63109,1,1,1998,0,0,0,0,0,0,0,0,0,0
63109,2,1,1998,0,0,0,0,0,0,0,0,0,0
63110,1,1,1998,0,0,0,0,0,0,0,0,13,0
63111,0,1,1998,0,0,0,0,0,0,0,0,0,0
63111,1,1,1998,0,0,0,0,0,0,0,0,0,0
63112,1,1,1998,23,23,23,23,23,23,23,23,23,23
63112,2,1,1998,0,0,0,0,0,0,0,0,0,0
63113,1,1,1998,0,0,0,0,0,0,0,21,0,0
63113,2,1,1998,0,5,0,0,0,0,0,0,0,0
63113,3,1,1998,0,0,0,0,0,0,0,0,0,0
63113,4,1,1998,0,0,0,0,0,0,0,0,0,0
63114,1,1,1998,0,0,0,0,0,0,0,0,0,0
80001,1,1,1998,0,0,0,0,0,0,0,0,0,0
80002,1,1,1998,0,0,0,0,0,0,0,0,0,0
80002,2,1,1998,36,0,0,2,0,0,25,0,0,0
80003,1,1,1998,0,0,0,0,0,0,0,0,0,0
80004,1,1,1998,3,3,3,3,3,3,3,3,3,3
80005,1,1,1998,0,0,0,0,0,0,0,0,0,0
80006,1,1,1998,0,0,0,0,0,0,0,0,0,0
80007,1,1,1998,0,0,0,0,0,0,0,0,0,0
80007,2,1,1998,0,0,0,0,0,0,0,0,0,0
80008,1,1,1998,0,0,0,0,0,0,0,0,0,0
80008,2,1,1998,0,0,0,0,0,0,0,0,0,0
80009,1,1,1998,0,0,0,0,0,31,0,13,0,0
80009,2,1,1998,0,0,0,0,0,0,0,0,0,0
80010,1,1,1998,25,25,25,25,25,25,25,25,25,25
80010,2,1,1998,0,0,0,0,0,0,0,0,0,0
80011,1,1,1998,0,0,0,0,0,0,0,0,0,0
80012,1,1,1998,20,20,20,20,20,20,20,20,20,20
80012,2,1,1998,0,0,0,21,0,0,0,0,0,0
