YEAR,STATE,COUNTY,FATALS,ST_CASE,A_CRAINJ,A_REGION,A_RU,A_INTER,A_RELRD,A_INTSEC,A_ROADFC,A_JUNC,A_MANCOL,A_RD,A_TOD,A_DOW,A_HR,A_CT,A_LT,A_MC,A_SPCRA,A_PED,A_PEDAL,A_ROLL,A_POLPUR,A_POSBAC,A_D15_19,A_D16_19,A_D15_20,A_D16_20,A_D65PLS,A_D21_24,A_D16_24,A_DIST,A_DROWSY
1998,6,111,1,61334,1,9,1,2,3,2,3,2,1,3,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1998,6,71,1,61335,1,9,1,1,4,2,1,2,1,3,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1
1998,6,97,1,61336,1,9,1,2,1,2,5,2,1,3,2,1,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
1998,6,47,2,61337,1,9,1,2,1,1,6,1,4,3,2,1,2,2,2,2,2,2,2,1,2,3,1,1,1,1,1,2,1,2,2
1998,6,77,1,61338,1,9,1,2,2,2,6,2,1,3,2,1,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
1998,6,1,1,61339,1,9,2,2,2,2,5,2,1,3,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
1998,6,73,1,61340,1,9,2,2,1,2,4,2,1,3,2,1,2,1,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,6,37,1,61341,1,9,2,2,1,2,3,2,1,3,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
1998,6,19,1,61342,1,9,1,2,1,2,6,2,1,3,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
1998,6,37,1,61343,1,9,2,2,1,2,2,2,1,3,2,2,2,1,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,6,65,1,61344,1,9,1,2,1,1,3,1,4,3,2,2,1,3,2,2,1,2,2,2,2,1,2,2,1,1,2,2,1,2,2
1998,6,69,1,61345,1,9,1,2,2,2,5,2,1,3,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2
1998,6,85,1,61346,1,9,1,2,4,2,5,2,1,3,3,3,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2
1998,6,65,1,61347,1,9,1,2,1,2,4,2,2,3,1,1,2,2,1,2,1,2,2,2,2,3,2,2,2,2,2,2,2,1,2
1998,6,71,1,61348,1,9,1,1,1,2,1,2,1,3,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2
1998,6,79,2,61349,1,9,1,2,2,2,3,2,3,3,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
1998,6,19,2,61350,1,9,1,2,1,1,4,1,4,3,2,1,2,3,1,2,2,2,2,2,2,3,1,1,1,1,1,2,1,2,2
1998,6,13,1,61351,1,9,2,2,4,2,3,2,1,3,2,1,2,1,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2
1998,6,99,1,61352,1,9,2,2,1,2,4,2,4,3,1,1,2,2,2,2,1,2,2,2,2,3,2,2,2,2,1,1,1,2,2
1998,6,99,1,61353,1,9,2,2,1,1,4,1,4,3,1,2,2,3,2,2,2,2,2,2,2,3,2,2,1,1,1,2,1,1,2
1998,6,65,1,61354,1,9,2,2,1,2,4,2,1,3,1,1,2,1,2,2,2,1,2,2,2,2,1,1,1,1,2,2,1,2,2
1998,6,7,1,61355,1,9,2,2,1,2,3,2,5,3,1,1,2,3,2,2,2,2,2,2,2,3,2,2,1,1,2,2,1,2,2
1998,6,89,1,61356,1,9,1,2,1,1,3,1,4,3,1,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,1,2,2,1,2
1998,6,19,1,61357,1,9,1,2,1,1,5,1,4,3,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,1,2,2,2,2
1998,6,99,1,61358,1,9,1,2,4,2,5,2,1,3,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1998,6,29,1,61359,1,9,2,2,1,1,3,1,1,3,1,1,2,1,2,2,2,2,1,2,2,3,2,2,1,1,2,2,1,2,2
1998,6,83,1,61360,1,9,2,2,1,1,6,1,4,3,2,1,2,2,2,2,1,2,2,2,2,3,1,1,1,1,2,2,1,2,2
1998,6,53,2,61361,1,9,1,2,4,2,4,2,1,3,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
1998,6,65,2,61362,1,9,1,2,4,2,6,2,1,3,2,2,2,1,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2
1998,6,67,1,61363,1,9,1,2,4,2,5,2,1,3,2,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,1,1,2,2
1998,6,59,1,61364,1,9,2,2,1,2,3,2,1,3,2,2,2,1,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2
1998,6,71,1,61365,1,9,2,2,1,2,4,2,1,3,2,2,2,1,2,2,2,1,2,2,2,3,1,1,1,1,2,2,1,2,2
1998,6,45,1,61366,1,9,1,2,1,2,5,2,1,3,1,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,1,1,2,2
1998,6,39,1,61367,1,9,1,2,4,2,3,2,1,3,2,2,2,1,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2
1998,6,85,1,61368,1,9,2,2,1,1,3,1,1,3,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
1998,6,1,1,61369,1,9,2,2,4,2,4,2,1,3,2,1,2,1,2,2,1,2,2,2,2,1,1,1,1,1,2,2,1,2,2
1998,6,39,1,61370,1,9,1,2,2,2,3,2,1,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1998,6,53,1,61371,1,9,2,2,3,2,2,2,1,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2
1998,6,37,1,61372,1,9,2,2,1,1,3,1,1,3,2,1,2,1,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,6,33,1,61373,1,9,1,2,4,2,6,2,1,3,1,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,6,71,2,61374,1,9,1,1,3,2,1,2,1,3,1,1,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,2,1,2,2
1998,6,71,1,61375,1,9,2,2,1,2,4,2,1,3,2,2,1,1,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,6,67,1,61376,1,9,1,2,4,2,5,2,1,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2
1998,6,75,1,61377,1,9,2,2,1,1,3,1,1,3,2,1,1,1,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,6,13,1,61378,1,9,2,2,1,2,6,2,1,3,2,2,1,1,2,2,2,1,2,2,2,3,1,1,1,1,2,2,1,2,2
1998,6,75,1,61379,1,9,2,2,3,2,3,2,1,3,1,1,2,1,2,2,1,2,2,2,2,2,1,1,1,1,2,2,1,2,2
1998,6,75,1,61380,1,9,2,2,3,2,3,2,1,3,2,2,2,1,2,2,1,2,2,2,1,2,1,1,1,1,2,2,1,2,2
1998,6,99,1,61381,1,9,2,2,1,2,2,2,5,3,1,1,2,3,1,2,2,2,2,2,2,3,1,1,1,1,2,1,1,2,2
1998,6,65,1,61382,1,9,1,2,1,1,5,1,4,3,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2
1998,6,73,1,61383,1,9,1,2,1,2,6,2,1,3,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2
1998,6,53,1,61384,1,9,1,2,1,1,3,1,4,3,1,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,6,7,1,61385,1,9,2,2,1,1,2,1,4,3,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,6,65,1,61386,1,9,2,2,1,2,2,2,3,3,2,1,2,3,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2
1998,6,85,1,61387,1,9,2,2,4,2,2,3,1,3,2,1,2,1,2,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2
1998,6,59,1,61388,1,9,2,2,1,1,3,1,4,3,1,1,2,3,2,2,2,2,2,2,2,3,2,2,1,1,2,1,1,2,2
1998,6,73,1,61389,1,9,2,2,1,2,3,2,3,3,2,1,2,3,1,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2
1998,6,71,1,61390,1,9,2,2,1,1,4,1,4,3,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,6,53,1,61391,1,9,2,2,1,1,3,1,1,3,2,2,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2
1998,6,71,1,61392,1,9,2,2,2,2,3,2,1,3,2,2,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,2
1998,6,37,1,61393,1,9,2,2,1,2,4,2,1,3,2,2,2,1,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,6,107,2,61394,1,9,2,2,3,2,2,2,1,3,2,2,2,1,2,2,1,2,2,2,2,1,1,1,1,1,2,2,1,2,2
1998,6,71,2,61395,1,9,1,1,3,2,1,2,1,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
1998,6,71,1,61396,1,9,2,2,1,2,4,2,5,3,2,1,2,3,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2
1998,6,83,1,61397,1,9,1,2,2,2,3,2,2,3,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
1998,6,73,2,61398,1,9,2,2,1,2,4,2,3,3,1,1,2,3,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2
1998,6,37,1,61399,1,9,2,2,2,2,3,2,1,3,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1998,6,37,1,61400,1,9,2,2,4,2,3,2,1,3,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2
1998,6,59,1,61401,1,9,2,2,1,1,3,1,1,3,1,1,2,2,2,2,2,2,1,2,2,3,2,2,1,1,2,2,1,2,2
1998,6,77,1,61402,1,9,2,1,4,2,1,2,1,3,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2
1998,6,37,1,61403,1,9,2,1,1,2,1,2,2,3,2,1,2,2,2,2,1,2,2,2,2,3,2,2,2,2,2,2,2,1,2
1998,6,19,1,61404,1,9,1,1,4,2,1,2,1,3,2,1,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,1,1,2,2
1998,6,37,1,61405,1,9,1,2,1,2,4,2,5,3,2,1,2,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,1,2,2
1998,6,97,2,61406,1,9,2,2,1,1,3,1,4,3,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,1,2,2
1998,6,45,1,61407,1,9,1,2,2,2,4,2,1,3,3,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
1998,6,79,1,61408,1,9,2,2,1,2,2,2,1,3,1,1,2,1,2,2,2,2,1,2,2,3,2,2,2,2,1,2,2,2,2
1998,6,37,2,61409,1,9,2,2,1,2,3,2,4,3,1,1,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,6,37,1,61410,1,9,2,2,3,2,3,2,2,3,2,2,1,3,2,2,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2
1998,6,19,1,61411,1,9,2,2,1,2,5,2,1,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2
1998,6,29,1,61412,1,9,2,2,1,1,2,1,4,3,1,2,2,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,6,71,1,61413,1,9,2,2,1,1,3,1,4,3,1,1,2,3,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2
1998,6,37,1,61414,1,9,1,2,1,1,4,1,4,3,1,1,2,2,2,2,1,2,2,1,2,3,2,2,2,2,1,1,1,1,2
1998,6,19,1,61415,1,9,2,2,1,2,3,2,3,3,1,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2
1998,6,13,1,61416,1,9,2,1,3,2,1,2,1,3,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2
1998,6,71,1,61417,1,9,1,1,2,2,1,2,1,3,1,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,6,13,1,61418,1,9,1,2,1,2,5,2,3,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2
1998,6,37,1,61419,1,9,2,2,1,1,5,1,4,3,1,1,2,2,2,2,2,2,2,2,2,3,1,1,1,1,1,2,1,2,2
1998,6,19,2,61420,1,9,1,2,1,1,5,1,4,3,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
1998,6,77,1,61421,1,9,2,1,1,2,1,2,3,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
1998,6,25,1,61422,1,9,2,2,1,2,2,2,2,3,2,1,2,2,1,2,1,2,2,2,2,3,2,2,2,2,2,1,1,2,2
1998,6,59,1,61423,1,9,2,2,1,2,3,2,4,3,2,1,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,1,2
1998,6,29,2,61424,1,9,1,2,1,2,3,2,1,3,1,1,2,1,2,2,2,2,2,1,2,3,1,1,1,1,2,2,1,1,2
1998,6,37,1,61425,1,9,2,2,1,1,3,1,2,3,2,1,2,2,2,2,1,2,2,1,2,3,2,2,2,2,2,1,1,2,2
1998,6,75,1,61426,1,9,2,1,4,2,1,2,1,3,1,1,1,1,2,2,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,6,13,1,61427,1,9,1,2,4,2,5,2,1,3,2,1,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,1,1,2,2
1998,6,75,1,61428,1,9,2,2,1,1,3,1,1,3,1,1,2,1,1,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,6,109,1,61429,1,9,1,2,4,2,6,2,1,3,1,1,2,1,2,2,2,2,2,1,2,2,1,1,1,1,2,2,1,2,2
1998,6,73,1,61430,1,9,2,2,1,1,4,1,1,3,1,2,2,1,2,2,2,1,2,2,2,3,2,2,2,2,1,2,2,2,2
1998,6,111,1,61431,1,9,1,2,2,2,3,2,1,3,1,2,2,1,2,2,2,2,2,1,2,3,2,2,2,2,1,2,2,2,2
1998,6,105,1,61432,1,9,1,2,4,2,3,2,1,3,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2
1998,6,59,1,61433,1,9,2,2,1,1,3,1,1,3,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,2,2,1,2,2
1998,6,83,1,61434,1,9,1,2,4,2,5,2,1,3,1,2,2,1,2,2,1,2,2,1,2,3,2,2,2,2,2,2,2,2,2
1998,6,65,1,61435,1,9,2,2,2,2,3,2,1,3,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
1998,6,37,1,61436,1,9,2,2,1,1,5,1,1,3,1,1,1,1,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,6,31,1,61437,1,9,1,1,3,2,1,2,1,3,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
1998,6,37,1,61438,1,9,2,2,4,2,3,2,1,3,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2
1998,6,37,1,61439,1,9,2,2,3,2,3,2,1,3,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
1998,6,37,1,61440,1,9,2,1,1,2,1,2,1,3,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
1998,6,81,1,61441,1,9,2,2,4,2,2,2,1,3,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2
1998,6,95,1,61442,1,9,1,2,2,2,5,2,1,3,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
1998,6,37,2,61443,1,9,1,2,3,2,3,2,1,3,1,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,1
1998,6,65,1,61444,1,9,2,2,1,2,2,2,2,3,2,2,2,2,2,2,1,2,2,2,2,3,1,1,1,1,2,1,1,1,2
1998,6,65,1,61445,1,9,1,2,1,1,5,1,4,3,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2
1998,6,37,1,61446,1,9,2,2,1,1,6,1,4,3,1,1,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2
1998,6,77,1,61447,1,9,1,2,1,1,4,1,4,3,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,2,2
1998,6,1,1,61448,1,9,2,2,1,1,4,1,4,3,1,2,2,3,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
1998,6,31,1,61449,1,9,1,2,1,1,3,1,4,3,2,2,2,2,2,2,2,2,2,1,2,3,1,1,1,1,2,2,1,2,2
1998,6,67,1,61450,1,9,2,2,4,2,2,2,1,3,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,1
1998,6,39,1,61451,1,9,1,2,1,2,3,2,1,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
1998,6,37,1,61452,1,9,1,2,1,2,3,2,1,3,1,2,2,1,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,6,37,2,61453,1,9,2,2,1,1,3,1,4,3,1,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2
1998,6,71,2,61454,1,9,2,1,1,2,1,2,2,3,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2
1998,6,37,1,61455,1,9,2,2,2,2,4,2,1,3,1,1,2,2,2,2,1,2,2,2,2,3,1,1,1,1,2,2,1,2,2
1998,6,77,1,61456,1,9,2,2,1,1,4,1,4,3,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,6,71,1,61457,1,9,2,1,2,2,1,2,1,3,1,1,2,1,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2
1998,6,29,1,61458,1,9,1,2,2,2,4,2,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2
1998,6,37,1,61459,1,9,2,1,1,2,1,2,2,3,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
1998,6,73,1,61460,1,9,2,2,2,2,6,2,1,3,1,1,2,3,2,2,2,2,2,1,2,3,2,2,2,2,1,2,2,2,2
1998,6,71,1,61461,1,9,1,2,4,2,6,2,1,3,1,1,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2
1998,6,7,2,61462,1,9,2,2,4,2,4,2,1,3,1,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,6,73,2,61463,1,9,2,2,4,2,2,2,1,3,1,1,2,1,2,2,1,2,2,1,2,3,1,1,1,1,2,2,1,2,2
1998,6,81,1,61464,1,9,1,1,1,2,1,2,5,3,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
1998,6,19,1,61465,1,9,2,2,1,1,3,1,4,3,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2
1998,6,111,1,61466,1,9,2,2,4,1,3,1,1,3,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2
1998,6,37,1,61467,1,9,2,1,1,2,1,2,1,3,2,1,2,1,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,6,29,2,61468,1,9,1,2,1,1,5,1,3,3,1,1,2,2,1,1,2,2,2,2,2,1,1,1,1,1,2,2,1,2,2
1998,6,37,1,61469,1,9,2,2,4,2,2,2,1,3,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
1998,6,19,1,61470,1,9,2,2,4,2,2,2,1,3,2,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2
1998,6,73,1,61471,1,9,2,1,3,2,1,2,1,3,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2
1998,6,75,1,61472,1,9,2,2,1,1,3,1,1,3,2,2,1,1,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,6,37,1,61473,1,9,2,2,2,2,2,3,4,3,1,2,2,3,1,2,1,2,2,1,2,3,2,2,2,2,2,2,2,2,2
1998,6,87,2,61474,1,9,2,2,4,2,2,3,1,3,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,1,2,2,2,2
1998,6,87,1,61475,1,9,2,2,4,2,2,2,1,3,1,1,1,3,2,2,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,6,37,1,61476,1,9,1,2,1,2,3,2,2,3,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2
1998,6,37,1,61477,1,9,2,2,1,1,3,1,4,3,1,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,6,37,1,61478,1,9,2,2,1,2,2,2,2,3,2,2,2,3,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
1998,6,73,1,61479,1,9,2,1,1,2,1,2,1,3,2,2,2,2,2,2,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,6,111,1,61480,1,9,1,2,1,2,6,3,1,3,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2
1998,6,71,1,61481,1,9,2,2,1,2,6,2,1,3,1,1,2,1,2,2,2,1,2,2,2,3,2,2,2,2,2,1,1,2,2
1998,6,25,1,61482,1,9,1,2,1,2,4,2,1,3,1,1,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2
1998,6,73,1,61483,1,9,2,2,1,2,6,2,1,3,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
1998,6,37,1,61484,1,9,2,2,1,2,3,2,1,3,1,1,2,1,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,6,61,1,61485,1,9,2,1,4,2,1,3,1,3,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
1998,6,7,1,61486,1,9,2,2,4,2,3,2,1,3,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
1998,6,65,1,61487,1,9,2,2,1,1,4,1,1,3,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
1998,6,71,1,61488,1,9,2,1,2,2,1,3,1,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1998,6,65,1,61489,1,9,2,2,4,2,2,2,1,3,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2
1998,6,67,1,61490,1,9,2,2,4,2,2,2,1,3,1,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2
1998,6,97,1,61491,1,9,2,2,1,2,2,2,1,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2
1998,6,85,1,61492,1,9,2,2,4,2,3,2,1,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1
1998,6,111,1,61493,1,9,2,2,4,2,6,2,1,3,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2
1998,6,37,1,61494,1,9,2,2,3,2,6,2,1,3,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1998,6,79,1,61495,1,9,1,2,1,2,6,2,1,3,2,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2
1998,6,37,1,61496,1,9,2,2,1,2,2,2,1,3,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,1,2,2
1998,6,73,1,61497,1,9,1,2,4,2,6,2,1,3,2,2,2,1,2,2,1,2,2,1,2,3,1,1,1,1,2,2,1,2,2
1998,6,71,1,61498,1,9,2,1,2,2,1,2,1,3,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2
1998,6,77,1,61499,1,9,2,2,2,2,3,2,1,3,2,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,1,1,2,2
1998,6,37,1,61500,1,9,2,2,4,2,3,2,1,3,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2
1998,6,37,1,61501,1,9,2,2,1,2,4,2,1,3,1,1,1,1,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,6,99,1,61502,1,9,1,2,1,2,5,2,1,3,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2
1998,6,39,1,61503,1,9,2,2,1,2,6,2,1,3,2,1,1,1,2,2,1,1,2,2,2,3,2,2,2,2,2,2,2,1,2
1998,6,45,1,61504,1,9,1,2,2,2,3,2,1,3,1,1,2,1,2,2,1,2,2,1,2,3,2,2,2,2,1,2,2,2,2
1998,6,73,1,61505,1,9,2,1,4,2,1,2,1,3,2,2,2,1,2,2,2,2,2,1,2,1,2,2,1,1,2,2,1,2,2
1998,6,19,1,61506,1,9,1,2,4,2,5,2,1,3,1,1,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2
1998,6,61,2,61507,1,9,2,2,4,2,6,2,1,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2
1998,6,63,1,61508,1,9,1,2,4,2,6,2,1,3,2,1,2,1,2,2,1,2,2,1,2,1,1,1,1,1,2,2,1,2,2
1998,6,37,1,61509,1,9,2,1,4,2,1,2,1,3,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
1998,6,71,1,61510,1,9,1,1,4,2,1,2,1,3,2,1,2,1,2,2,2,2,2,1,2,3,2,2,2,2,2,1,1,2,2
1998,6,65,1,61511,1,9,1,2,1,2,6,2,1,3,2,1,2,1,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,6,71,1,61512,1,9,1,1,4,2,1,2,1,3,1,1,2,1,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2
1998,6,29,2,61513,1,9,1,1,4,2,1,2,1,3,1,1,2,1,2,2,1,2,2,1,2,3,2,2,2,2,2,2,2,2,2
1998,6,103,1,61514,1,9,1,2,4,2,5,2,1,3,2,1,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,2,1,2,2
1998,6,33,2,61515,1,9,1,2,4,2,4,2,1,3,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1998,6,93,1,61516,1,9,1,2,4,2,6,2,1,3,2,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2
1998,6,1,1,61517,1,9,2,2,1,1,5,1,4,3,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,1,1,2,2
1998,6,65,1,61518,1,9,1,2,1,2,6,2,1,3,1,1,2,1,2,2,2,2,1,2,2,2,1,1,1,1,2,2,1,2,2
1998,6,99,1,61519,1,9,2,2,3,2,2,2,1,3,2,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2
