VIN,VIN_1,VIN_2,VIN_3,VIN_4,VIN_5,VIN_6,VIN_7,VIN_8,VIN_9,VIN_10,VIN_11,VIN_12,STATE,VEH_NO,OCUPANTS,MAKE,MODEL,BODY_TYP,REG_STAT,OWNER,ROLLOVER,J_KNIFE,TRAV_SP,HAZ_CARG,TOW_VEH,V_CONFIG,AXLES,CARGO_BT,SPEC_USE,EMER_USE,IMPACT1,IMPACT2,UNDERIDE,DEFORMED,IMPACTS,TOWAWAY,FIRE_EXP,VEH_CF1,VEH_CF2,VEH_MAN,AVOID,M_HARM,DEATHS,SEQ1,SEQ2,SEQ3,SEQ4,SEQ5,SEQ6,VIN_LNGT,BUS_USE,GVWR,UNITTYPE,ST_CASE,MAK_MOD,MOD_YEAR,VINA_MOD,SER_TR,VIN_BT,MCARR_ID,FLDCD_TR,WHLBS_SH,WHLBS_LG,MCYCL_DS,VIN_WGT,WGTCD_TR,DR_PRES,DR_DRINK,L_STATE,L_TYPE,L_STATUS,CDL_STAT,L_ENDORS,L_COMPL,L_RESTRI,VIOLCHG1,VIOLCHG2,VIOLCHG3,PREV_ACC,PREV_SUS,PREV_DWI,PREV_SPD,PREV_OTH,LAST_MO,FIRST_MO,DR_CF1,DR_CF2,DR_CF3,DR_CF4,DR_WGT,DR_HGT,LAST_YR,FIRST_YR,DR_ZIP,MONTH,HARM_EV,MAN_COLL,HIT_RUN,VE_FORMS
1HGCB7664MA0,1,H,G,C,B,7,6,6,4,M,A,0,1,3,0,37,32,4,1,6,0,0,99,0,0,0,0,0,0,0,6,6,0,6,2,9,0,5,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,10013,37032,1991,AER,***,4D,00000000000,*,1071,0,,2923,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,1,12,1,0,2
4V4ND4RJ8YN7,4,V,4,N,D,4,R,J,8,Y,N,7,1,1,0,51,884,66,98,6,0,0,99,0,1,6,5,1,0,0,6,6,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,2,10215,51884,2000,VVN,VVN,DS,57456011,D,9999,9999,,,8,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,3,55,1,0,1
1FVACWDC95HV,1,F,V,A,C,W,D,C,9,5,H,V,1,2,0,82,898,61,1,3,0,0,99,0,0,1,2,1,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,2,4,10308,82898,2005,16M,FM2,CC,57263096,D,9999,9999,,,6,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,4,45,1,0,1
JN1HS36P1KW0,J,N,1,H,S,3,6,P,1,K,W,0,1,2,0,35,32,2,1,6,0,0,99,0,0,0,0,0,0,0,10,10,0,6,2,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,3,10415,35032,1989,24S,***,2H,00000000000,*,974,0,,2690,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,6,14,5,0,1
1G1LT53T9PY2,1,G,1,L,T,5,3,T,9,P,Y,2,1,3,0,20,19,4,1,6,0,0,99,0,0,0,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,3,10415,20019,1993,COL,***,4D,00000000000,*,1034,0,,2763,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,6,14,5,0,1
2GCEC19K5K12,2,G,C,E,C,1,9,K,5,K,1,2,1,4,0,20,471,30,1,6,0,0,99,0,0,0,0,0,0,0,6,6,0,2,2,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,3,10415,20471,1989,GC1,GM4,PC,00000000000,G,1415,1555,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,6,14,5,0,1
1HGCB7652MA1,1,H,G,C,B,7,6,5,2,M,A,1,1,5,0,37,32,4,1,6,0,0,99,0,0,0,0,0,0,0,11,11,0,2,2,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,3,10415,37032,1991,ALE,***,4D,00000000000,*,1071,0,,2504,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,6,14,5,0,1
1HGCM72545A0,1,H,G,C,M,7,2,5,4,5,A,0,1,3,1,37,32,4,1,6,0,0,99,0,0,0,0,0,0,0,1,9,0,6,2,9,0,18,0,99,8,12,1,99,99,99,99,99,99,17,0,0,3,10476,37032,2005,ULX,***,CP,00000000000,*,1051,0,,3102,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,6,12,3,0,2
2GCEK13T5513,2,G,C,E,K,1,3,T,5,5,1,3,1,3,0,20,481,31,92,6,0,0,99,0,0,0,0,0,0,0,12,12,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,10482,20481,2005,SK1,SIL,CW,00000000000,G,1435,0,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,6,12,5,0,2
2GCEK13T5414,2,G,C,E,K,1,3,T,5,4,1,4,1,4,0,20,481,31,92,6,0,0,99,0,0,0,0,0,0,0,12,12,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,10482,20481,2004,SK1,SIL,CW,00000000000,G,1435,0,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,6,12,5,0,2
1GCEC19T74Z2,1,G,C,E,C,1,9,T,7,4,Z,2,1,5,0,20,481,31,92,6,0,0,99,0,0,0,0,0,0,0,1,1,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,10482,20481,2004,SC1,SIL,4C,00000000000,G,1435,1575,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,6,12,5,0,2
2GCEK13T5611,2,G,C,E,K,1,3,T,5,6,1,1,1,6,0,20,481,31,92,6,0,0,99,0,0,0,0,0,0,0,12,12,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,10482,20481,2006,SK1,SIL,CW,00000000000,G,1435,0,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,6,12,5,0,2
1XP5DB9X8XD4,1,X,P,5,D,B,9,X,8,X,D,4,1,2,0,87,881,66,1,6,0,0,99,0,1,6,5,3,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,3,10510,87881,1999,379,CON,DS,571046581,D,9999,9999,,,8,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,7,14,1,0,1
2GCEC19TX214,2,G,C,E,C,1,9,T,X,2,1,4,1,2,0,20,481,31,1,6,0,0,99,0,0,0,0,0,0,0,13,13,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,10574,20481,2002,SC1,SIL,4C,00000000000,G,1435,1575,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,7,42,0,0,1
JHMAN3520FC0,J,H,M,A,N,3,5,2,0,F,C,0,1,2,0,37,31,4,1,6,0,0,99,0,0,0,0,0,0,0,7,7,0,9,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,10584,37031,1985,C5D,***,SW,00000000000,*,965,0,,1953,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,8,53,0,0,1
1HTSCABN3XH6,1,H,T,S,C,A,B,N,3,X,H,6,1,2,0,84,898,63,1,3,0,0,99,0,0,2,3,2,0,0,6,6,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,4,10664,84898,1999,470,40S,CC,571508272,D,1280,2540,,,7,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,9,8,0,0,1
1FTDF1722VND,1,F,T,D,F,1,7,2,2,V,N,D,1,2,0,12,481,31,1,6,0,0,99,0,0,0,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,10695,12481,1997,F15,COF,PK,00000000000,G,1200,1390,,,1,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,9,14,9,0,1
CCD147A14960,C,C,D,1,4,7,A,1,4,9,6,0,1,2,0,20,481,31,1,6,0,0,99,0,0,0,0,0,0,0,3,5,0,9,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,13,0,0,3,10872,20481,1977,C10,C10,PK,00000000000,G,1065,1315,,,1,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,11,1,0,0,1
1B7GL23X9SW9,1,B,7,G,L,2,3,X,9,S,W,9,1,2,0,7,472,30,1,6,0,0,99,0,0,0,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,10891,7472,1995,DAK,DAK,PC,00000000000,G,1309,0,,,1,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,9,14,1,0,1
1HTSHADR9YH2,1,H,T,S,H,A,D,R,9,Y,H,2,1,3,0,84,881,62,1,6,0,0,99,0,0,2,3,4,0,0,11,11,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,2,3,10961,84881,2000,490,40S,TM,571538135,D,1520,2540,,,8,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,12,12,2,0,2
999999999999,9,9,9,9,9,9,9,9,9,9,9,9,1,2,0,99,999,99,92,0,0,0,99,0,0,0,0,0,0,0,6,6,0,0,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,4,10970,99999,9999,999,999,99,00000000000,9,9999,9999,9999,9999,9,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,12,14,9,0,1
1HTMMAAM26H3,1,H,T,M,M,A,A,M,2,6,H,3,1,2,0,84,882,62,1,6,0,0,99,0,0,1,2,3,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,2,2,10973,84882,2006,430,40S,CC,57852501,D,9999,9999,,,6,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,12,55,1,0,1
1G4CW54C5K16,1,G,4,C,W,5,4,C,5,K,1,6,1,3,0,18,3,4,1,6,0,0,99,0,0,0,0,0,0,0,9,9,0,6,2,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,2,11026,18003,1989,EPF,***,4D,00000000000,*,1108,0,,3241,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,3,8,0,0,2
JA7LS21G3RP0,J,A,7,L,S,2,1,G,3,R,P,0,1,2,0,52,471,30,1,6,0,0,99,0,0,0,0,0,0,0,6,6,0,6,2,9,0,33,18,99,8,12,0,99,99,99,99,99,99,17,0,0,2,11027,52471,1994,MAX,MAX,PK,00000000000,G,1051,0,,,1,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,11,12,1,0,1
1GRDA96244M7,1,G,R,D,A,9,6,2,4,4,M,7,1,2,0,98,881,66,19,6,0,0,99,9,0,5,2,96,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,3,11067,98881,2004,999,999,99,99999999999,9,9999,9999,9999,9999,9,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,5,14,1,0,1
2B4FP25B2XR4,2,B,4,F,P,2,5,B,2,X,R,4,4,2,4,7,442,20,6,6,0,0,99,0,0,0,0,0,0,0,7,7,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,40038,7442,1999,CAR,***,SV,00000000000,*,1133,0,,3415,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,1,14,9,0,1
2HGEJ6674VH5,2,H,G,E,J,6,6,7,4,V,H,5,4,3,3,37,31,4,6,6,0,0,99,0,0,0,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,12,1,99,99,99,99,99,99,17,0,0,3,40038,37031,1997,UCL,***,4D,00000000000,*,1032,0,,2426,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,1,14,9,0,1
1FMPU18L2XLA,1,F,M,P,U,1,8,L,2,X,L,A,4,2,0,12,422,15,4,6,0,0,99,0,0,0,0,0,0,0,99,99,0,9,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,40044,12422,1999,EPT,***,UT,00000000000,*,1191,0,,5177,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,1,8,0,0,1
2C3HE66G2XH5,2,C,3,H,E,6,6,G,2,X,H,5,4,3,0,6,51,4,4,6,0,0,99,0,0,0,0,0,0,0,18,18,0,2,2,9,0,0,0,99,8,54,0,99,99,99,99,99,99,17,0,0,3,40108,6051,1999,30M,***,4D,00000000000,*,1130,0,,3474,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,1,12,5,1,2
5TDZA23C66S4,5,T,D,Z,A,2,3,C,6,6,S,4,4,2,0,49,442,20,92,6,0,0,99,0,0,0,0,0,0,0,99,99,0,9,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,40206,49442,2006,SIE,***,SV,00000000000,*,1193,0,,4120,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,4,1,0,0,1
5TDBA22C06S0,5,T,D,B,A,2,2,C,0,6,S,0,4,3,0,49,442,20,92,6,0,0,99,0,0,0,0,0,0,0,99,99,0,9,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,40206,49442,2006,SIE,***,SV,00000000000,*,1193,0,,4365,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,4,1,0,0,1
5TDZA22C46S4,5,T,D,Z,A,2,2,C,4,6,S,4,4,4,0,49,442,20,92,6,0,0,99,0,0,0,0,0,0,0,99,99,0,9,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,40206,49442,2006,SIE,***,SV,00000000000,*,1193,0,,4165,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,4,1,0,0,1
4T1CA38P56U0,4,T,1,C,A,3,8,P,5,6,U,0,4,5,0,49,44,2,92,6,0,0,99,0,0,0,0,0,0,0,99,99,0,9,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,40206,49044,2006,CEE,***,CP,00000000000,*,1051,0,,3417,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,4,1,0,0,1
5TDZA23C66S4,5,T,D,Z,A,2,3,C,6,6,S,4,4,6,0,49,442,20,92,6,0,0,99,0,0,0,0,0,0,0,99,99,0,9,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,40206,49442,2006,SIE,***,SV,00000000000,*,1193,0,,4120,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,4,1,0,0,1
4T1CE38P66U7,4,T,1,C,E,3,8,P,6,6,U,7,4,7,0,49,44,2,92,6,0,0,99,0,0,0,0,0,0,0,99,99,0,9,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,40206,49044,2006,CEE,***,CP,00000000000,*,1051,0,,3175,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,4,1,0,0,1
5TDZA23C06S4,5,T,D,Z,A,2,3,C,0,6,S,4,4,8,0,49,442,20,92,6,0,0,99,0,0,0,0,0,0,0,99,99,0,9,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,40206,49442,2006,SIE,***,SV,00000000000,*,1193,0,,4120,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,4,1,0,0,1
5TDZA23C76S4,5,T,D,Z,A,2,3,C,7,6,S,4,4,9,0,49,442,20,92,6,0,0,99,0,0,0,0,0,0,0,99,99,0,9,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,40206,49442,2006,SIE,***,SV,00000000000,*,1193,0,,4120,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,4,1,0,0,1
4T1BK36B86U1,4,T,1,B,K,3,6,B,8,6,U,1,4,10,0,49,43,4,92,6,0,0,99,0,0,0,0,0,0,0,99,99,0,9,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,40206,49043,2006,UTS,***,4D,00000000000,*,1071,0,,3490,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,4,1,0,0,1
1FV6HJAA9XH9,1,F,V,6,H,J,A,A,9,X,H,9,4,2,1,82,881,63,4,6,0,0,99,0,0,3,98,98,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,2,40209,82881,1999,F70,MCV,CC,88888888888,D,9999,9999,,,7,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,4,45,99,0,1
1B3ES56C15D1,1,B,3,E,S,5,6,C,1,5,D,1,4,3,0,7,20,4,4,6,0,0,99,0,0,0,0,0,0,0,6,6,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,40252,7020,2005,NXT,***,4D,00000000000,*,1040,0,,2634,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,4,12,5,1,2
1GCGG29R8Y12,1,G,C,G,G,2,9,R,8,Y,1,2,4,2,0,20,461,21,4,6,0,0,99,0,0,0,0,0,0,0,6,6,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,40254,20461,2000,EX2,EXP,EC,00000000000,G,1550,0,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,4,14,1,0,1
999999999999,9,9,9,9,9,9,9,9,9,9,9,9,4,2,0,12,999,99,4,6,0,0,99,9,9,99,99,99,0,0,2,2,0,9,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,9,3,40431,12999,9999,999,999,99,99999999999,9,9999,9999,9999,9999,9,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,7,38,0,0,1
1FAFP44493F3,1,F,A,F,P,4,4,4,9,3,F,3,4,3,0,12,3,1,45,6,0,0,99,0,0,0,0,0,0,0,6,6,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,40560,12003,2003,MUS,***,CV,00000000000,*,1013,0,,3254,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,8,12,1,0,2
2HSFHHKR9PC0,2,H,S,F,H,H,K,R,9,P,C,0,4,2,1,84,881,66,4,6,0,0,99,0,1,6,5,4,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,2,40595,84881,1993,940,90S,TM,88888888888,D,1600,2340,,,8,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,8,12,1,0,1
1HTSCABM0YH2,1,H,T,S,C,A,B,M,0,Y,H,2,4,5,0,84,881,62,4,6,0,0,99,0,0,3,98,3,0,0,6,6,0,9,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,2,2,40602,84881,2000,470,40S,CC,99999999999,D,1280,2540,,,6,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,8,12,1,0,4
1FTSX21576EA,1,F,T,S,X,2,1,5,7,6,E,A,4,1,0,12,481,31,4,6,0,0,99,0,0,0,0,0,0,0,6,6,0,6,2,9,0,40,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,40643,12481,2006,F2S,SRW,4C,00000000000,G,1420,1580,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,8,55,1,0,1
RN42110573,R,N,4,2,1,1,0,5,7,3,,,4,1,1,49,471,30,6,6,0,0,99,0,0,0,0,0,0,0,12,99,0,6,3,9,0,7,0,99,8,8,0,99,99,99,99,99,99,10,0,0,2,40678,49471,1980,R42,HTP,PK,00000000000,G,1102,0,,,1,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,9,12,2,0,1
1FTDF15N2KNB,1,F,T,D,F,1,5,N,2,K,N,B,4,4,0,12,481,31,4,6,0,0,99,0,0,0,0,0,0,0,18,18,0,9,2,9,0,0,0,99,8,54,0,99,99,99,99,99,99,17,0,0,3,40684,12481,1989,F15,COF,PK,00000000000,G,1170,1330,,,1,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,9,12,5,1,3
KNAFB1212W57,K,N,A,F,B,1,2,1,2,W,5,7,4,2,0,63,31,4,4,6,0,0,99,0,0,0,0,0,0,0,6,6,0,0,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,40705,63031,1998,SPL,***,4D,00000000000,*,1008,0,,2478,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,9,8,0,0,1
1FMZU32E3WZB,1,F,M,Z,U,3,2,E,3,W,Z,B,4,2,0,12,401,14,4,6,0,0,99,0,0,0,0,0,0,0,6,12,0,6,3,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,40833,12401,1998,EPR,***,UT,00000000000,*,1115,0,,3911,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,11,14,1,0,1
1FAFP4044YF1,1,F,A,F,P,4,0,4,4,Y,F,1,4,3,0,12,3,2,4,6,0,0,99,0,0,0,0,0,0,0,6,6,0,6,3,9,0,0,0,99,8,5,0,99,99,99,99,99,99,17,0,0,2,40833,12003,2000,MUS,***,CP,00000000000,*,1013,0,,3066,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,11,14,1,0,1
1FMPU16L54LA,1,F,M,P,U,1,6,L,5,4,L,A,4,3,0,12,422,15,92,6,0,0,99,0,0,0,0,0,0,0,99,99,0,9,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,41071,12422,2004,EPT,***,UT,00000000000,*,1191,0,,5394,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,9,12,4,0,2
KMHCG35C75U3,K,M,H,C,G,3,5,C,7,5,U,3,4,3,0,55,36,3,4,6,0,0,99,0,0,0,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,2,41122,55036,2005,AGS,***,2H,00000000000,*,961,0,,2280,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,12,12,1,0,2
4V4WDBCG5VN7,4,V,4,W,D,B,C,G,5,V,N,7,5,2,0,51,881,66,5,6,0,0,99,0,1,6,3,3,0,0,14,14,0,6,2,9,1,0,0,99,8,2,0,99,99,99,99,99,99,17,0,3,2,50027,51881,1997,WIA,ARO,DS,571036103,D,9999,9999,,,8,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,1,12,11,0,1
YV1FX8857K32,Y,V,1,F,X,8,8,5,7,K,3,2,5,2,0,51,39,4,29,6,0,0,99,0,0,0,0,0,0,0,11,11,0,4,2,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,3,50034,51039,1989,74L,***,SW,00000000000,*,1091,0,,3082,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,1,27,0,0,1
1B4GP44GXYB7,1,B,4,G,P,4,4,G,X,Y,B,7,5,5,0,7,442,20,13,6,0,0,99,0,0,0,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,50078,7442,2000,CAR,***,SV,00000000000,*,1193,0,,3865,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,2,12,1,0,6
3B7KC23662M2,3,B,7,K,C,2,3,6,6,2,M,2,5,2,0,7,482,31,4,6,0,0,99,0,0,0,0,0,0,0,10,10,0,4,2,9,0,0,0,99,8,54,0,99,99,99,99,99,99,17,0,0,3,50249,7482,2002,Q25,RPC,4C,00000000000,D,1387,1547,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,6,30,0,0,1
1GTEG25K4PF5,1,G,T,E,G,2,5,K,4,P,F,5,5,3,0,23,461,21,5,6,0,0,99,0,0,0,0,0,0,0,1,1,0,0,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,50272,23461,1993,G2V,VAN,VN,00000000000,G,1100,1250,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,6,12,5,0,2
1J4FJ88S6ML6,1,J,4,F,J,8,8,S,6,M,L,6,5,2,0,2,404,14,5,6,0,0,99,0,0,0,0,0,0,0,9,9,0,6,2,9,0,0,0,99,8,8,0,99,99,99,99,99,99,17,0,0,3,50302,2404,1991,SPT,CHK,4W,00000000000,G,1014,0,,,1,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,6,8,0,0,2
1FTYR14VXYPB,1,F,T,Y,R,1,4,V,X,Y,P,B,5,2,0,12,471,30,5,6,0,0,99,0,0,0,0,0,0,0,3,4,0,6,2,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,3,50336,12471,2000,RNS,RNG,PS,00000000000,F,1257,0,,,1,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,7,1,0,0,1
