YEAR,VEH_NO,ST_CASE,A_BODY,A_IMP1,A_IMP2,A_VROLL,A_LIC_S,A_LIC_C,A_CDL_S,A_MC_L_S,A_SPVEH,A_SBUS,A_MOD_YR,A_DRDIS,A_DRDRO
2001,1,10001,2,1,1,1,1,1,1,4,1,3,1997,2,2
2001,1,10002,1,2,2,1,1,1,2,4,1,3,1994,2,2
2001,1,10003,1,5,5,2,2,2,2,4,1,3,1992,2,2
2001,1,10004,1,5,5,2,2,2,2,4,2,3,1987,2,2
2001,2,10004,1,2,2,2,1,1,2,4,2,3,1989,2,2
2001,1,10005,1,1,1,1,1,1,2,4,2,3,1978,2,2
2001,1,10006,6,2,2,2,1,1,1,4,2,3,2000,2,2
2001,1,10007,3,2,2,2,2,2,2,4,2,3,1996,2,2
2001,2,10007,1,5,5,2,1,1,2,4,2,3,1998,2,2
2001,1,10008,1,3,3,2,1,1,2,4,2,3,1994,2,2
2001,2,10008,3,2,2,2,1,1,1,4,2,3,1988,2,2
2001,1,10009,1,2,2,2,1,1,2,4,2,3,1992,2,2
2001,2,10009,1,4,4,2,1,1,2,4,1,3,1993,2,2
2001,1,10010,4,5,5,2,1,1,2,4,2,3,1999,2,2
2001,2,10010,6,3,3,2,1,1,1,4,2,3,1995,2,2
2001,1,10011,6,2,2,2,1,1,1,4,2,3,1986,2,1
2001,1,10012,3,1,1,1,1,1,2,4,2,3,1990,2,1
2001,1,10013,3,2,2,2,2,2,2,4,2,3,1993,2,2
2001,1,10014,2,3,3,1,1,1,2,4,1,3,1989,2,2
2001,1,10015,7,2,2,2,4,2,2,2,1,3,1980,2,2
2001,1,10016,2,1,1,1,2,2,2,4,1,3,1986,2,2
2001,1,10017,1,2,2,2,1,1,2,4,1,3,1994,1,2
2001,1,10018,3,1,1,1,1,1,2,4,2,3,1985,2,2
2001,1,10019,1,2,2,2,2,2,2,4,1,3,1984,2,2
2001,2,10019,2,2,2,2,1,1,2,4,2,3,1995,2,2
2001,1,10020,2,2,2,1,1,1,2,4,1,3,1996,2,2
2001,1,10021,1,2,2,2,1,1,2,4,2,3,1996,2,2
2001,2,10021,1,2,2,2,1,1,2,4,2,3,1990,2,2
2001,1,10022,1,3,3,1,1,1,2,4,1,3,1994,2,2
2001,1,10023,1,2,2,2,1,1,2,4,2,3,1992,2,2
2001,2,10023,2,2,2,2,1,1,2,4,2,3,1997,2,2
2001,3,10023,1,2,2,2,1,1,2,4,2,3,1990,2,2
2001,1,10024,1,2,2,2,1,1,2,4,1,3,1989,2,2
2001,2,10024,2,2,2,1,1,1,2,4,2,3,1999,2,2
2001,1,10025,3,3,3,1,1,1,2,4,2,3,1997,2,1
2001,1,10026,1,2,2,2,2,2,2,4,1,3,1991,2,2
2001,1,10027,1,1,1,1,1,1,2,4,1,3,1997,2,2
2001,1,10028,1,2,2,2,1,1,2,4,2,3,1981,2,2
2001,1,10029,1,2,2,2,1,1,2,4,2,3,1986,2,2
2001,2,10029,4,2,2,2,1,1,2,4,2,3,1997,2,2
2001,1,10030,1,2,2,2,1,1,2,4,2,3,1994,2,2
2001,2,10030,6,2,2,2,1,1,1,4,2,3,2000,2,2
2001,1,10031,1,5,5,2,1,1,2,4,2,3,1998,2,2
2001,2,10031,1,2,2,2,1,1,2,4,2,3,1989,2,2
2001,1,10032,1,6,6,1,1,1,2,4,2,3,2001,2,2
2001,1,10033,9,2,2,2,3,3,3,4,2,3,9999,2,2
2001,1,10034,1,3,3,2,1,1,2,4,2,3,1990,2,1
2001,2,10034,4,2,2,2,1,1,2,4,2,3,1994,2,2
2001,1,10035,1,2,2,2,1,1,2,4,2,3,1996,2,2
2001,2,10035,1,5,5,2,1,1,2,4,2,3,1992,2,2
2001,1,10036,2,2,2,1,1,1,2,4,2,3,1988,2,2
2001,1,10037,1,5,5,2,1,1,2,4,1,3,1993,2,2
2001,1,10038,1,5,5,2,1,1,2,4,2,3,1997,2,2
2001,1,10039,2,2,2,2,1,1,2,4,2,3,1993,2,2
2001,1,10040,1,3,3,2,1,1,2,4,1,3,1994,2,2
2001,2,10040,1,2,2,2,1,1,2,4,2,3,1993,2,2
2001,1,10041,3,3,3,1,1,1,2,4,2,3,1990,2,2
2001,1,10042,1,2,2,2,2,2,2,4,2,3,1984,2,1
2001,1,10043,1,5,5,2,1,1,2,4,2,3,1990,2,2
2001,2,10043,2,2,2,2,1,1,2,4,2,3,1992,2,2
2001,1,10044,1,3,3,2,1,1,2,4,1,3,1996,2,2
2001,2,10044,1,2,2,2,1,1,2,4,2,3,1984,2,2
2001,1,10045,1,3,3,1,1,1,2,4,1,3,1992,2,2
2001,1,10046,1,2,2,2,1,1,2,4,2,3,1989,2,2
2001,2,10046,2,2,2,2,1,1,2,4,2,3,1991,2,2
2001,3,10046,1,5,5,2,1,1,2,4,2,3,1989,2,2
2001,1,10047,1,3,3,2,1,1,2,4,2,3,1994,2,2
2001,2,10047,3,2,2,2,1,1,2,4,2,3,1996,2,2
2001,1,10048,1,2,2,2,1,1,1,4,2,3,1991,2,2
2001,2,10048,1,2,2,2,1,1,2,4,2,3,1990,2,2
2001,1,10049,1,2,2,2,2,2,2,4,2,3,1989,2,2
2001,2,10049,6,2,2,2,1,1,1,4,2,3,1999,2,2
2001,1,10050,4,2,2,1,1,1,2,4,1,3,1974,2,2
2001,1,10051,1,3,3,2,1,1,2,4,1,3,1999,2,2
2001,2,10051,2,2,2,2,1,1,1,4,2,3,1998,2,2
2001,1,10052,1,2,2,2,1,1,1,4,2,3,1996,2,2
2001,1,10053,1,2,2,2,1,1,2,4,1,3,1991,2,2
2001,1,10054,1,3,3,2,1,1,2,4,2,3,2000,2,2
2001,1,10055,2,2,2,2,1,1,2,4,2,3,1989,2,2
2001,1,10056,1,6,6,2,1,1,2,4,2,3,1975,2,2
2001,1,10057,1,2,2,2,1,1,2,4,2,3,1993,2,2
2001,2,10057,1,2,2,2,1,1,2,4,2,3,1988,2,2
2001,1,10058,1,2,2,2,1,1,2,4,1,3,1975,2,2
2001,1,10059,2,2,2,2,1,1,2,4,2,3,1992,2,2
2001,2,10059,1,5,5,2,1,1,2,4,2,3,1997,2,2
2001,1,10060,6,7,7,2,3,3,3,4,2,3,9999,2,2
2001,1,10061,2,2,2,1,1,1,2,4,2,3,1998,2,2
2001,1,10062,1,2,2,2,1,1,2,4,2,3,1992,2,2
2001,2,10062,1,4,2,2,1,1,2,4,2,3,1990,2,2
2001,3,10062,1,2,2,2,1,1,2,4,2,3,1989,2,2
2001,1,10063,6,3,3,2,1,1,1,4,2,3,1988,2,2
2001,1,10064,2,5,5,2,1,1,2,4,2,3,1992,2,2
2001,2,10064,1,2,2,2,1,1,2,4,2,3,1991,2,2
2001,1,10065,2,2,2,2,1,1,2,4,2,3,1999,2,2
2001,1,10066,1,2,2,2,2,2,2,4,1,3,1994,2,2
2001,2,10066,6,4,4,2,3,3,3,4,2,3,9999,2,2
2001,1,10067,1,5,5,2,2,2,2,4,2,3,2000,2,2
2001,1,10068,6,2,2,1,1,1,1,4,2,3,2000,2,2
2001,1,10069,2,2,2,2,1,1,2,4,2,3,1994,2,2
2001,2,10069,2,2,2,2,1,1,2,4,2,3,1989,2,2
2001,1,10070,1,2,2,1,2,2,2,4,1,3,1984,2,2
2001,1,10071,1,5,5,2,2,2,2,4,2,3,1988,2,2
2001,2,10071,6,2,2,2,1,1,2,4,2,3,1995,2,2
2001,1,10072,1,3,3,2,1,1,2,4,2,3,2000,2,2
2001,1,10073,1,2,2,2,1,1,2,4,2,3,1991,2,2
2001,1,10074,1,1,1,1,1,1,2,4,1,3,1995,2,2
2001,1,10075,7,2,2,2,4,2,2,2,2,3,1982,2,2
2001,2,10075,1,2,2,2,1,1,2,4,2,3,1986,2,2
2001,1,10076,1,2,2,2,1,1,2,4,2,3,1978,2,2
2001,2,10076,1,2,2,2,2,2,2,4,2,3,1993,2,2
2001,1,10077,1,2,2,1,1,1,2,4,1,3,1993,2,2
2001,1,10078,1,2,2,2,1,1,2,4,2,3,1996,2,2
2001,1,10079,4,3,3,2,1,1,2,4,2,3,1995,2,2
2001,2,10079,2,2,2,2,2,2,2,4,2,3,1988,2,2
2001,1,10080,1,2,2,2,2,2,2,4,2,3,1994,2,2
2001,2,10080,6,2,2,2,1,1,1,4,2,3,1999,2,2
2001,3,10080,6,3,3,2,1,1,1,4,2,3,1994,2,2
2001,1,10081,3,1,1,1,2,2,2,4,2,3,1997,2,2
2001,1,10082,1,5,5,1,1,1,2,4,1,3,1996,2,2
2001,1,10083,2,3,3,1,1,1,2,4,1,3,1988,2,2
2001,1,10084,3,2,2,1,1,1,2,4,1,3,2001,2,2
2001,1,10085,1,2,2,1,2,2,2,4,1,3,1993,2,2
2001,1,10086,3,1,1,1,1,1,2,4,1,3,1994,2,2
2001,1,10087,1,3,3,2,1,1,2,4,2,3,1999,2,2
2001,2,10087,6,2,2,2,1,1,1,4,2,3,1992,2,2
2001,1,10088,6,2,2,2,1,1,1,4,2,3,1988,2,2
2001,1,10089,1,2,2,2,1,1,2,4,2,3,1990,2,2
2001,2,10089,2,2,2,1,1,1,2,4,2,3,1978,2,2
2001,3,10089,6,2,2,2,1,1,1,4,2,3,1989,2,2
2001,1,10090,1,2,2,2,1,1,2,4,2,3,1988,2,2
2001,2,10090,1,2,2,2,1,1,2,4,2,3,1991,2,2
2001,1,10091,2,1,1,1,1,1,2,4,2,3,1991,2,2
2001,1,10092,1,2,2,2,2,2,2,4,1,3,1986,2,2
2001,2,10092,8,2,2,2,1,1,1,4,2,1,1994,2,2
2001,1,10093,6,3,3,2,1,1,1,4,2,3,2001,2,2
2001,1,10094,1,2,2,2,1,1,2,4,1,3,1993,2,2
2001,1,10095,2,2,2,2,1,1,2,4,2,3,1989,2,2
2001,1,10096,1,4,4,2,2,2,2,4,2,3,1993,2,2
2001,2,10096,1,2,2,2,1,1,2,4,2,3,2000,2,2
2001,1,10097,1,5,5,2,1,1,2,4,2,3,2000,2,2
2001,2,10097,1,2,2,2,1,1,2,4,2,3,1989,2,2
2001,1,10098,6,2,2,2,1,1,1,4,2,3,1986,2,2
2001,2,10098,1,5,5,2,1,1,2,4,2,3,1990,2,2
2001,1,10099,4,2,2,2,1,1,2,4,2,3,1994,2,2
2001,1,10100,1,3,3,1,1,1,2,4,1,3,1987,2,2
2001,1,10101,2,2,2,1,1,1,2,4,2,3,1997,2,2
2001,1,10102,1,2,2,2,1,1,2,4,1,3,1992,2,2
2001,1,10103,3,2,2,1,1,1,2,4,2,3,1995,2,2
2001,1,10104,1,3,3,1,2,2,2,4,2,3,1986,2,2
2001,1,10105,3,2,2,1,2,2,2,4,1,3,1995,2,2
2001,1,10106,1,2,2,2,1,1,2,4,2,3,2000,2,2
2001,2,10106,3,2,2,2,1,1,2,4,2,3,1993,2,2
2001,1,10107,2,2,2,2,1,1,1,4,2,3,1996,2,1
2001,1,10108,2,2,2,2,1,1,2,4,2,3,1977,2,2
2001,1,10109,1,3,3,2,1,1,2,4,2,3,1992,2,2
2001,2,10109,1,2,2,2,1,1,2,4,2,3,1993,2,2
2001,1,10110,1,4,4,1,1,1,2,4,1,3,1985,2,2
2001,1,10111,1,2,2,2,2,2,2,4,2,3,1985,2,2
2001,2,10111,1,2,2,2,1,1,2,4,2,3,1996,2,2
2001,1,10112,1,2,2,2,1,1,2,4,2,3,1998,2,2
2001,1,10113,1,2,2,1,2,2,2,4,2,3,1991,2,2
2001,1,10114,1,2,2,2,1,1,2,4,2,3,1999,2,2
2001,2,10114,1,4,4,2,2,2,2,4,2,3,1990,2,2
2001,1,10115,1,4,4,2,1,1,2,4,1,3,1998,2,2
2001,2,10115,1,2,2,2,1,1,2,4,2,3,2000,2,2
2001,3,10115,6,2,2,2,3,3,3,4,2,3,2000,2,2
2001,1,10116,2,5,5,2,1,1,2,4,2,3,1995,2,2
2001,2,10116,6,2,2,2,1,1,1,4,2,3,1998,2,2
2001,1,10117,1,2,2,2,1,1,2,4,2,3,1991,2,2
2001,2,10117,1,5,5,2,1,1,2,4,2,3,1994,2,2
2001,1,10118,1,2,2,2,1,1,2,4,2,3,1994,2,2
2001,2,10118,1,4,4,2,1,1,2,4,2,3,1996,2,2
2001,3,10118,1,5,5,2,1,1,2,4,2,3,2000,2,2
2001,1,10119,2,2,2,2,1,1,1,4,2,3,1988,2,2
2001,2,10119,2,2,2,2,1,1,2,4,2,3,1997,2,2
2001,3,10119,3,2,2,2,1,1,2,4,2,3,1990,2,2
2001,1,10120,1,2,2,2,1,1,1,4,2,3,1994,2,2
2001,1,10121,3,2,2,2,2,2,2,4,2,3,1997,2,2
2001,2,10121,2,2,2,2,1,1,2,4,2,3,1989,2,2
2001,1,10122,1,2,2,2,1,1,2,4,2,3,1981,2,2
2001,1,10123,1,2,2,2,1,1,2,4,2,3,1980,2,2
2001,2,10123,4,5,5,2,1,1,2,4,2,3,1996,2,2
2001,1,10124,1,2,2,1,2,2,2,4,1,3,1995,2,2
2001,1,10125,1,3,3,2,1,1,2,4,2,3,1990,2,2
2001,2,10125,1,2,2,2,2,2,2,4,2,3,1988,2,2
2001,3,10125,4,2,2,2,1,1,2,4,2,3,1989,2,2
2001,1,10126,1,3,3,2,2,2,2,4,2,3,1989,2,2
2001,2,10126,6,2,2,2,1,1,1,4,2,3,1996,2,2
2001,1,10127,6,2,2,2,1,1,1,4,2,3,1993,2,2
2001,2,10127,6,2,2,2,1,1,1,4,2,3,2000,2,2
2001,3,10127,6,2,2,2,1,1,1,4,2,3,1997,2,2
2001,4,10127,6,2,2,2,1,1,2,4,2,3,1994,2,2
2001,1,10128,1,2,2,2,1,1,2,4,2,3,1987,2,2
2001,2,10128,1,2,2,2,1,1,2,4,2,3,1992,2,2
2001,3,10128,1,4,4,2,1,1,2,4,2,3,1998,2,2
2001,1,10129,1,5,5,2,1,1,2,4,2,3,1996,2,2
2001,2,10129,6,2,2,1,1,1,1,4,2,3,2000,2,2
2001,1,10130,6,3,3,1,1,1,1,4,2,3,1993,2,2
2001,2,10130,1,2,2,2,1,1,2,4,2,3,1989,2,2
2001,3,10130,6,2,2,2,1,1,1,4,2,3,1997,2,2
2001,1,10131,1,3,3,2,2,2,2,4,2,3,1993,2,2
2001,2,10131,1,2,2,2,1,1,2,4,2,3,1988,2,2
2001,1,10132,1,2,2,2,1,1,2,4,2,3,1992,2,2
2001,1,10133,1,2,2,2,1,1,2,4,2,3,1991,2,2
2001,1,10134,2,2,2,1,1,1,2,4,1,3,1995,2,2
2001,1,10135,3,2,2,2,1,1,2,4,1,3,2000,2,2
2001,1,10136,6,3,3,2,1,1,1,4,2,3,2000,2,2
2001,2,10136,1,2,2,2,2,2,2,4,2,3,1989,2,2
