st_case,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,YEAR
90081,19,19,19,19,19,19,19,19,19,19,2001
90082,17,17,17,17,17,17,17,17,17,17,2001
90083,13,13,13,13,13,13,13,13,13,13,2001
90084,10,10,10,10,10,10,10,10,10,10,2001
90085,0,0,14,0,0,0,0,0,0,21,2001
90086,0,0,0,0,0,0,0,0,0,13,2001
90087,0,0,0,0,0,0,0,0,0,0,2001
90088,0,13,18,15,0,0,20,0,7,0,2001
90089,0,0,0,0,0,0,0,0,0,0,2001
90090,28,28,28,28,28,28,28,28,28,28,2001
90091,0,2,16,0,14,0,19,25,26,11,2001
90092,9,9,9,9,9,9,9,9,9,9,2001
90093,0,0,0,0,0,0,0,0,0,0,2001
90094,0,0,0,0,0,0,0,0,0,0,2001
90095,0,0,0,0,0,0,0,0,0,0,2001
90096,13,21,13,13,13,13,27,13,17,13,2001
90097,0,6,0,0,0,8,0,0,17,6,2001
90098,0,0,0,0,0,0,0,0,0,0,2001
90099,0,0,0,0,0,0,0,0,0,0,2001
90100,20,0,0,0,0,0,0,0,0,0,2001
90101,0,0,0,0,0,0,0,0,0,0,2001
90102,20,20,20,20,20,20,20,20,20,20,2001
90103,0,0,0,0,0,0,0,0,0,8,2001
90104,0,0,0,0,0,0,0,10,0,0,2001
90105,14,14,14,14,14,14,14,14,14,14,2001
90106,0,0,0,0,0,0,0,0,0,0,2001
90107,17,17,17,17,17,17,17,17,17,17,2001
90108,0,0,0,0,0,0,0,0,0,0,2001
90109,33,0,21,0,0,0,0,0,0,0,2001
90110,14,14,14,14,14,14,14,14,14,14,2001
90111,0,0,0,0,0,0,0,2,0,0,2001
90112,8,20,0,15,30,15,19,6,9,0,2001
90113,0,0,0,0,0,0,0,0,0,0,2001
90114,14,14,14,14,14,14,14,14,14,14,2001
90115,23,23,25,23,23,23,23,23,23,23,2001
90116,0,0,0,0,0,0,0,0,0,0,2001
90117,13,0,0,3,14,9,7,0,5,5,2001
90118,10,10,10,10,10,10,10,10,10,10,2001
90119,3,3,3,3,3,3,3,3,3,3,2001
90120,10,10,10,10,10,10,10,10,10,10,2001
90121,24,24,24,24,24,24,24,24,24,24,2001
90122,0,0,0,0,0,0,0,0,0,0,2001
90123,0,0,0,0,0,0,0,0,0,0,2001
90124,17,17,17,17,17,17,17,17,17,17,2001
90125,19,19,19,19,19,19,19,19,19,19,2001
90126,0,0,0,0,0,0,0,0,0,0,2001
90127,0,0,0,0,0,0,0,0,0,0,2001
90128,0,0,0,0,0,0,0,0,0,0,2001
90129,21,21,21,21,21,21,21,21,21,21,2001
90130,17,17,17,17,17,17,17,17,17,17,2001
90131,13,13,13,13,13,13,13,13,13,13,2001
90132,4,19,4,4,4,4,4,4,4,4,2001
90133,9,9,9,9,9,9,9,9,9,9,2001
90134,0,0,0,0,0,0,0,0,0,0,2001
90135,0,0,0,0,2,0,16,0,0,0,2001
90136,0,0,7,15,0,0,0,0,0,4,2001
90137,21,21,21,21,21,21,21,21,21,21,2001
90138,13,13,13,13,13,13,13,13,13,13,2001
90139,0,0,0,13,0,0,0,0,0,0,2001
90140,6,0,0,0,0,11,10,15,0,0,2001
90141,0,12,0,0,0,0,0,11,0,0,2001
90142,0,0,0,0,0,0,0,0,0,0,2001
90143,0,0,0,0,0,0,0,0,0,0,2001
90144,0,0,15,0,14,0,0,0,0,12,2001
90145,7,7,7,7,7,7,7,7,7,7,2001
90146,0,0,0,0,0,0,0,0,0,0,2001
90147,23,23,23,23,23,23,23,23,23,23,2001
90148,8,10,0,0,0,23,0,16,0,0,2001
90149,16,16,16,16,16,16,16,16,16,16,2001
90150,13,13,13,13,13,13,13,13,13,13,2001
90151,0,0,0,0,0,0,0,0,0,0,2001
90152,20,38,16,13,5,18,15,17,5,6,2001
90153,0,0,0,0,0,0,0,0,0,0,2001
90154,10,0,13,0,12,12,0,0,15,0,2001
90155,0,0,0,0,0,0,0,0,0,0,2001
90156,20,20,20,20,20,20,20,20,20,20,2001
90157,0,0,28,26,24,14,0,0,0,0,2001
90158,0,0,0,0,0,0,0,0,0,0,2001
90159,0,0,0,0,0,0,0,13,24,0,2001
90160,12,12,12,12,12,12,12,12,12,12,2001
90161,14,14,14,14,14,14,14,14,14,14,2001
90162,0,0,0,0,0,0,0,0,0,0,2001
90163,0,0,0,0,0,9,0,0,0,0,2001
90164,14,14,14,14,14,14,14,14,14,14,2001
90165,0,0,0,0,0,0,0,0,0,0,2001
90166,22,22,22,22,22,22,22,22,22,22,2001
90167,2,2,2,2,2,2,2,2,2,2,2001
90168,0,0,0,0,0,0,0,0,0,0,2001
90169,14,14,14,14,14,14,14,14,14,14,2001
90170,0,0,0,0,14,0,0,0,5,14,2001
90171,15,15,15,15,15,15,15,15,15,15,2001
90172,20,20,20,20,20,20,20,20,20,20,2001
90173,0,0,0,0,0,0,0,0,0,0,2001
90174,17,17,17,17,17,17,17,17,17,17,2001
90175,3,3,3,3,3,3,3,3,3,3,2001
90176,0,0,0,0,0,0,0,0,0,0,2001
90177,0,12,0,0,16,10,14,0,29,0,2001
90178,11,11,11,11,11,11,11,11,11,11,2001
90179,0,0,0,0,0,0,28,0,11,0,2001
90180,0,0,0,0,0,0,0,0,0,0,2001
90181,20,17,25,3,0,0,0,37,0,0,2001
90182,14,22,8,21,11,0,11,29,16,24,2001
90183,25,25,25,25,25,25,25,25,25,25,2001
90184,22,22,22,22,22,22,22,22,22,22,2001
90185,0,0,0,0,0,0,0,0,10,0,2001
90186,0,0,0,0,0,0,0,0,0,0,2001
90187,0,23,0,0,0,0,0,0,0,0,2001
90188,30,30,30,30,30,30,30,30,30,30,2001
90189,0,0,0,0,0,0,0,0,0,0,2001
90190,0,0,0,0,0,0,0,0,0,0,2001
90191,0,0,0,0,0,0,0,0,0,0,2001
90192,0,0,0,0,0,0,0,0,4,0,2001
90193,3,6,9,0,0,0,0,14,0,0,2001
90194,17,17,17,17,17,17,17,17,17,17,2001
90195,0,0,0,0,0,0,0,0,0,0,2001
90196,13,13,13,13,13,13,13,13,13,13,2001
90197,0,13,0,0,17,0,0,0,0,0,2001
90198,0,0,0,0,0,0,0,0,0,0,2001
90199,0,0,0,0,0,0,0,0,0,0,2001
90200,0,0,0,0,0,0,0,0,0,0,2001
90201,0,0,0,0,0,0,0,0,0,0,2001
90202,0,4,0,0,0,0,0,0,0,0,2001
90203,0,0,0,0,0,0,0,0,0,0,2001
90204,20,20,20,20,20,20,20,20,20,20,2001
90205,0,0,0,0,0,0,0,0,0,0,2001
90206,18,18,18,18,18,18,18,18,18,18,2001
90207,0,0,0,0,0,0,0,13,4,0,2001
90208,0,0,0,14,0,0,0,0,0,0,2001
90209,0,0,0,0,0,0,0,0,0,0,2001
90210,4,4,4,4,4,4,4,4,4,4,2001
90211,16,16,16,16,16,16,16,16,16,16,2001
90212,20,9,0,0,0,0,0,10,24,0,2001
90213,14,14,14,14,14,14,14,14,14,14,2001
90214,0,0,0,0,0,0,0,18,0,0,2001
90215,15,7,21,19,9,15,8,8,22,18,2001
90216,0,0,0,0,0,16,0,0,0,0,2001
90217,0,0,0,0,0,0,0,0,0,0,2001
90218,0,0,0,0,0,0,0,0,0,0,2001
90219,0,0,0,0,0,0,0,0,0,0,2001
90220,16,16,16,16,16,16,16,16,16,16,2001
90221,22,22,22,22,22,22,22,22,22,22,2001
90222,15,15,15,15,15,15,15,15,15,15,2001
90223,0,31,18,24,0,10,7,28,17,24,2001
90224,0,0,0,13,0,0,0,0,0,0,2001
90225,0,0,0,0,0,0,0,0,0,0,2001
90226,11,22,0,0,0,0,0,8,0,0,2001
90227,19,22,9,22,15,10,28,9,16,6,2001
90228,0,0,0,0,0,0,0,0,0,0,2001
90229,2,2,2,2,2,2,2,2,2,2,2001
90230,11,11,11,11,11,11,11,11,11,11,2001
90231,0,0,0,0,0,0,0,0,0,0,2001
90232,21,20,32,12,18,15,26,22,12,34,2001
90233,7,7,7,7,7,7,7,7,7,7,2001
90234,0,0,0,0,0,0,0,0,0,0,2001
90235,16,16,16,16,16,16,16,16,16,16,2001
90236,29,29,29,29,29,29,29,29,29,29,2001
90237,0,0,0,0,0,0,0,0,0,0,2001
90238,0,0,0,0,0,22,28,4,0,13,2001
90239,6,6,6,6,6,6,6,32,6,6,2001
90240,22,0,20,0,26,7,11,9,0,0,2001
90241,0,0,0,0,0,0,0,0,0,0,2001
90242,0,0,0,0,0,0,0,0,0,0,2001
90243,0,11,0,0,0,0,0,0,0,0,2001
90244,15,15,15,15,15,15,15,15,15,15,2001
90245,0,0,0,0,0,0,0,0,0,0,2001
90246,12,12,12,12,12,12,12,12,12,12,2001
90247,0,0,0,0,0,10,0,0,0,0,2001
90248,24,24,24,24,24,24,24,24,24,24,2001
90249,19,19,19,19,19,19,19,19,19,19,2001
90250,0,0,0,0,0,0,0,0,0,0,2001
90251,0,0,0,0,0,0,0,0,0,0,2001
90252,20,20,20,20,20,20,20,20,20,20,2001
90253,16,16,16,16,16,16,16,16,16,16,2001
90254,0,0,0,0,12,0,0,0,18,0,2001
90255,0,0,0,0,0,0,0,0,0,0,2001
90256,14,14,14,14,14,14,14,14,14,14,2001
90257,0,0,0,0,0,0,0,0,0,0,2001
90258,0,0,0,0,0,0,0,0,0,17,2001
90259,0,0,0,0,0,0,0,0,0,0,2001
90260,34,34,34,34,34,34,34,34,34,34,2001
90261,0,0,0,0,0,0,0,0,0,0,2001
90262,0,0,0,0,0,0,0,0,0,0,2001
90263,0,0,14,15,5,28,0,0,19,0,2001
90264,13,13,13,13,13,13,13,13,13,13,2001
90265,0,0,0,0,0,0,0,0,0,0,2001
90266,0,0,0,0,0,0,0,0,0,0,2001
90267,72,72,72,72,72,72,72,72,72,72,2001
90268,26,26,26,26,26,26,26,26,26,26,2001
90269,23,16,26,15,16,11,16,15,8,5,2001
90270,0,0,0,0,0,0,0,0,0,0,2001
90271,0,0,0,0,0,0,0,0,0,0,2001
90272,0,0,0,0,0,0,0,0,0,0,2001
90273,20,0,0,0,0,0,6,0,0,0,2001
90274,0,0,0,0,0,0,0,0,0,0,2001
90275,16,16,16,16,16,16,16,16,16,16,2001
90276,0,24,9,20,0,19,0,0,2,9,2001
90277,0,0,0,0,0,0,0,0,0,0,2001
90278,0,0,0,0,0,0,0,0,0,0,2001
90279,0,0,0,0,0,0,0,0,0,0,2001
90280,13,13,13,13,13,13,13,13,13,13,2001
90281,0,0,0,19,0,0,0,0,0,0,2001
90282,24,24,24,24,24,24,24,24,24,24,2001
90283,24,24,24,24,24,24,24,24,24,24,2001
90284,29,10,11,16,40,39,23,21,16,25,2001
90285,0,0,0,0,0,0,0,0,0,0,2001
90286,18,20,21,31,11,31,21,20,19,10,2001
90287,0,0,0,0,0,0,11,0,0,0,2001
90289,21,13,28,46,22,22,7,16,16,33,2001
90290,0,0,13,0,0,0,0,0,0,0,2001
90291,0,0,0,0,0,0,11,33,0,0,2001
100001,0,0,0,0,0,0,0,0,0,0,2001
100002,0,0,0,0,0,0,0,0,0,0,2001
100003,29,29,29,29,29,29,29,29,29,29,2001
100004,4,23,9,0,9,10,16,13,6,0,2001
100005,25,25,25,25,25,25,25,25,25,25,2001
100006,0,0,0,0,0,0,0,0,0,0,2001
100007,0,0,0,0,0,0,0,0,0,0,2001
100008,23,23,23,23,23,23,23,23,23,23,2001
100009,0,0,0,0,0,0,0,0,0,0,2001
100010,0,0,0,0,0,0,0,0,0,0,2001
100011,11,11,11,11,11,11,11,11,11,11,2001
100012,0,0,0,0,0,0,0,0,0,0,2001
100013,17,15,27,27,27,22,36,30,10,10,2001
100014,0,0,0,0,0,0,0,0,0,0,2001
100015,0,0,0,0,0,0,0,0,0,0,2001
100016,0,0,0,0,15,0,0,24,6,0,2001
100017,0,0,8,0,0,0,0,0,0,0,2001
100018,22,22,22,22,22,22,22,22,22,22,2001
100019,22,22,22,22,22,22,22,22,22,22,2001
100021,4,0,16,9,0,0,0,0,7,13,2001
100022,15,15,15,15,15,15,15,15,15,15,2001
100023,0,0,0,0,0,0,0,0,0,0,2001
100024,0,0,0,0,0,0,0,0,0,0,2001
100025,0,0,0,0,0,0,0,0,0,0,2001
100026,26,26,26,26,26,26,26,26,26,26,2001
100027,0,0,0,0,0,0,0,0,0,0,2001
100028,0,0,0,0,0,0,0,0,0,0,2001
100029,9,9,9,9,9,9,9,9,9,9,2001
100030,0,0,0,0,0,0,0,0,0,0,2001
100031,2,2,2,2,2,2,2,2,2,2,2001
100032,21,15,15,18,15,15,15,15,15,15,2001
100033,33,33,33,33,33,33,33,33,33,33,2001
100034,0,0,0,0,0,0,0,0,0,0,2001
100035,0,0,0,0,0,0,0,0,0,9,2001
100036,2,2,2,2,2,2,2,2,2,2,2001
100037,0,0,0,0,0,0,11,0,0,0,2001
100038,0,0,0,0,0,0,0,0,0,0,2001
100039,0,0,0,0,0,0,0,0,0,0,2001
100040,0,0,0,0,0,0,0,0,0,0,2001
100041,10,9,24,9,15,31,25,30,9,6,2001
100042,0,0,0,0,0,0,0,0,0,0,2001
100043,0,0,0,0,0,0,0,0,0,0,2001
100044,0,0,0,0,0,0,0,0,0,0,2001
100045,0,0,0,0,0,0,0,0,0,0,2001
100046,19,19,19,19,19,19,19,19,19,19,2001
100047,0,0,0,0,0,0,0,0,0,0,2001
100048,5,11,9,18,15,15,16,12,10,25,2001
100049,7,7,7,7,7,7,7,7,7,7,2001
100050,0,0,0,0,0,0,0,0,0,0,2001
100051,17,17,17,17,17,17,17,17,17,17,2001
100052,26,37,29,6,14,18,4,13,18,9,2001
100053,24,0,12,19,13,8,7,16,23,17,2001
100054,25,25,25,25,25,25,25,25,25,25,2001
100055,3,3,3,3,3,3,3,3,3,3,2001
100056,0,0,0,0,0,0,0,0,0,0,2001
100057,15,15,15,15,15,15,15,15,15,15,2001
100058,22,22,22,22,22,22,22,22,22,22,2001
100059,0,0,0,0,0,0,0,0,0,0,2001
100060,16,16,16,16,16,16,16,16,16,16,2001
100061,23,23,23,23,23,23,23,23,23,23,2001
100062,2,2,2,2,2,2,2,2,2,2,2001
100063,0,0,0,0,0,0,0,0,0,0,2001
100064,26,26,26,26,26,26,26,26,26,26,2001
100065,24,17,33,43,0,27,15,16,8,30,2001
100066,31,31,31,31,31,31,31,31,31,31,2001
100067,20,20,20,20,20,20,20,20,20,20,2001
100068,21,21,21,21,21,21,21,21,21,21,2001
100069,9,9,9,9,9,9,9,9,9,9,2001
100070,0,0,0,0,0,0,0,0,0,0,2001
100071,12,12,12,12,12,12,12,12,12,12,2001
100072,0,0,0,0,0,0,0,0,0,0,2001
100073,0,0,0,0,0,0,0,0,0,0,2001
100074,31,0,9,0,10,14,0,0,13,0,2001
100075,0,0,0,0,0,0,0,0,0,0,2001
100076,0,0,0,0,0,0,0,0,0,0,2001
100077,6,6,6,6,6,6,6,6,6,6,2001
100078,2,2,2,2,2,2,2,2,2,2,2001
100079,0,0,0,0,0,0,0,0,0,0,2001
100080,0,0,0,0,0,0,0,0,0,0,2001
100081,24,24,24,24,24,24,24,24,24,24,2001
100082,24,24,24,24,24,24,24,24,24,24,2001
100083,22,22,22,22,22,22,22,22,22,22,2001
100084,12,25,17,8,11,30,12,21,13,8,2001
100085,0,0,0,0,0,0,0,0,0,0,2001
100086,19,19,19,19,19,19,19,19,19,19,2001
100087,0,0,0,0,0,0,0,0,0,0,2001
100088,9,0,4,8,0,0,0,11,0,0,2001
100089,0,0,0,0,0,0,0,0,0,0,2001
100090,8,8,8,8,8,8,8,8,8,8,2001
100091,0,0,0,0,0,0,0,0,0,0,2001
100092,0,0,0,0,0,0,0,0,0,0,2001
100093,28,28,28,28,28,28,28,28,28,28,2001
100094,20,20,20,20,20,20,20,20,20,20,2001
100095,0,0,0,0,0,0,0,0,0,0,2001
100096,0,0,0,0,0,0,0,0,0,0,2001
100097,0,0,0,0,0,2,0,0,0,0,2001
100098,22,22,22,22,22,22,22,22,22,22,2001
100099,0,0,0,0,0,0,0,0,0,0,2001
100100,0,0,0,0,0,0,0,0,0,0,2001
100101,0,0,0,0,0,0,0,0,0,0,2001
100102,0,0,0,0,0,0,0,0,0,0,2001
100103,28,28,28,28,28,28,28,28,28,28,2001
100104,0,22,0,0,0,0,0,0,9,0,2001
100105,22,22,22,22,22,22,22,22,22,22,2001
100106,0,0,0,0,0,0,0,0,0,0,2001
100107,0,0,0,0,0,0,0,0,0,0,2001
100108,19,19,19,19,19,19,19,19,19,19,2001
100109,20,20,20,20,20,20,20,20,20,20,2001
100110,0,0,0,0,0,0,0,0,0,0,2001
100111,0,0,0,0,7,0,20,0,0,0,2001
100112,0,0,0,0,0,0,0,0,0,0,2001
100113,17,17,17,17,17,17,17,17,17,17,2001
100114,0,0,0,0,0,0,0,0,0,0,2001
100115,0,0,0,0,0,0,0,0,0,0,2001
100116,13,13,13,13,13,13,13,13,13,13,2001
100117,0,0,0,0,0,0,0,0,0,0,2001
100118,0,0,0,0,0,0,0,0,0,0,2001
110001,0,0,0,0,0,0,0,0,0,0,2001
110002,0,0,0,23,0,0,0,0,0,0,2001
110003,0,0,0,0,0,0,15,0,0,0,2001
110004,27,0,0,0,23,9,6,26,0,0,2001
110005,5,22,5,5,5,5,7,29,5,5,2001
110006,0,10,0,26,0,0,4,0,9,10,2001
110007,19,0,21,12,26,14,0,15,16,22,2001
110008,0,0,25,0,0,0,0,23,0,0,2001
110009,15,15,15,15,15,15,15,15,15,19,2001
110010,38,12,19,12,23,19,14,6,0,0,2001
110011,20,0,16,5,12,22,0,7,16,8,2001
110012,0,0,0,0,0,0,0,0,0,0,2001
110013,0,0,0,15,19,5,12,18,14,0,2001
110014,6,6,6,6,6,6,6,6,6,6,2001
110015,0,19,35,23,0,0,27,13,15,0,2001
110016,16,24,19,10,0,0,0,12,0,18,2001
110017,21,32,0,6,27,0,15,18,11,0,2001
110018,0,0,0,0,28,0,24,0,13,0,2001
110019,15,18,27,24,13,15,11,18,6,16,2001
110020,11,15,0,30,12,14,22,20,39,0,2001
110021,9,0,0,14,0,8,0,0,24,5,2001
110022,39,0,0,0,32,13,0,31,4,33,2001
110023,24,30,31,10,26,12,12,31,24,21,2001
110024,0,24,18,0,0,0,15,0,13,0,2001
110025,0,0,0,0,0,0,0,0,0,0,2001
110026,0,16,0,0,0,0,0,0,0,0,2001
110027,0,0,18,13,4,0,16,5,16,25,2001
110028,7,14,0,12,18,12,0,27,27,0,2001
110029,0,0,0,0,23,0,0,0,0,0,2001
110030,23,24,17,0,0,0,0,0,0,0,2001
110031,0,0,0,27,0,0,24,0,0,0,2001
110032,10,0,0,0,0,27,32,0,0,17,2001
110033,19,26,16,7,14,26,18,15,31,26,2001
110035,0,0,0,0,0,0,0,0,0,0,2001
110036,21,15,15,6,6,0,15,25,16,14,2001
110037,0,0,0,0,0,0,0,0,0,0,2001
110038,0,0,0,0,0,18,0,25,0,0,2001
110039,0,19,21,19,24,23,33,28,34,16,2001
110040,8,0,0,5,21,0,0,7,5,0,2001
110041,27,0,12,23,0,9,9,20,0,0,2001
110042,0,0,0,0,0,0,0,0,0,0,2001
110043,0,0,0,0,17,0,0,0,0,31,2001
110044,22,12,31,54,17,0,0,0,9,9,2001
110045,0,0,0,0,0,0,15,0,4,0,2001
110046,10,16,23,0,29,16,18,6,28,0,2001
110047,5,0,5,0,29,19,22,10,21,0,2001
110048,15,0,0,0,0,7,0,0,3,0,2001
110049,0,0,3,0,0,23,0,0,4,28,2001
110050,0,0,0,0,4,0,0,0,0,0,2001
110051,0,0,0,0,0,0,0,0,0,0,2001
110052,18,17,6,10,0,21,10,34,21,11,2001
110053,16,10,22,19,0,12,0,0,11,15,2001
110054,21,15,0,23,19,16,13,35,19,14,2001
110055,28,3,28,3,3,3,12,3,19,3,2001
110056,0,0,0,0,0,0,0,0,0,0,2001
110057,0,0,0,0,13,20,0,0,0,0,2001
110058,5,0,29,0,0,28,11,28,13,17,2001
110059,14,5,11,20,0,19,17,10,22,17,2001
120001,0,0,0,0,0,0,0,0,0,0,2001
120002,0,0,0,0,0,0,0,0,0,0,2001
120003,26,26,26,26,26,26,26,26,26,26,2001
120004,0,0,0,0,0,0,0,0,0,0,2001
120005,0,2,0,0,0,0,0,0,5,0,2001
120006,17,17,17,17,17,17,17,17,17,17,2001
120007,0,0,0,0,0,0,0,0,0,0,2001
120008,27,28,29,10,15,16,30,20,30,29,2001
120009,0,0,0,0,0,27,18,13,11,19,2001
120010,0,0,0,0,0,0,0,0,0,0,2001
120011,27,27,27,27,27,27,27,27,27,27,2001
120012,0,7,0,0,0,0,0,0,0,31,2001
120013,0,0,0,0,0,0,0,0,0,0,2001
120014,0,0,0,0,0,0,0,0,0,0,2001
120015,0,0,0,0,0,0,0,0,0,0,2001
120016,0,0,0,0,0,0,0,0,0,0,2001
120017,0,14,0,0,0,0,0,0,0,0,2001
120018,20,20,20,20,20,20,20,20,20,20,2001
120019,0,0,0,0,0,0,0,0,0,0,2001
120020,0,0,0,0,0,0,0,0,0,0,2001
120021,20,20,20,20,20,20,20,20,20,20,2001
120022,0,0,0,0,0,0,0,0,0,0,2001
120023,0,0,0,0,0,0,0,0,0,0,2001
120024,0,0,0,0,0,0,0,0,0,0,2001
120025,0,0,0,0,0,0,0,0,0,0,2001
120026,0,0,0,0,0,0,0,0,0,0,2001
120027,40,40,40,40,40,40,40,40,40,40,2001
120028,0,0,0,0,0,0,0,0,0,16,2001
120029,0,0,0,0,0,0,0,0,0,0,2001
120030,12,12,12,12,12,12,12,12,12,12,2001
120031,0,0,0,0,0,0,0,0,0,0,2001
120032,27,27,27,27,27,27,27,27,27,27,2001
120033,8,8,8,8,8,8,8,8,8,8,2001
120034,0,0,0,0,0,0,0,0,0,0,2001
120035,17,17,17,17,17,17,17,17,17,17,2001
120036,0,0,0,0,0,0,0,0,0,0,2001
120037,19,19,19,19,19,19,19,19,19,19,2001
120038,0,0,0,0,0,0,0,0,0,0,2001
120039,0,10,0,0,0,0,0,0,7,0,2001
120040,13,13,13,13,15,13,13,13,13,13,2001
120041,0,0,0,0,0,0,0,0,0,5,2001
120042,0,0,0,0,0,0,0,0,0,0,2001
120043,26,26,26,26,26,26,26,26,26,42,2001
120044,0,0,0,0,0,0,0,0,3,0,2001
120045,0,0,0,0,0,0,0,7,0,0,2001
120046,0,0,0,0,0,0,0,0,0,0,2001
120047,22,26,22,22,22,22,22,22,22,22,2001
120048,0,0,0,0,0,0,0,0,0,0,2001
120049,0,0,0,0,0,0,21,0,0,7,2001
120050,16,16,16,16,16,16,16,16,16,16,2001
120051,0,0,0,0,0,0,0,0,0,0,2001
120052,23,23,23,23,23,23,23,23,23,23,2001
120053,0,0,0,0,0,0,0,0,0,0,2001
120054,13,13,13,13,13,13,13,13,13,13,2001
120055,0,0,0,0,0,0,0,0,0,0,2001
120056,0,0,14,0,0,0,0,0,18,0,2001
120057,25,25,25,25,25,25,25,25,25,25,2001
120058,21,21,21,21,21,21,21,21,21,21,2001
120059,0,0,0,0,0,0,0,0,0,0,2001
120060,0,0,0,0,0,0,0,0,0,0,2001
120061,26,26,26,26,26,26,26,26,26,26,2001
120062,11,11,11,11,11,11,11,11,11,11,2001
120063,15,15,15,15,15,15,15,15,15,15,2001
120064,0,0,0,0,0,0,0,0,0,0,2001
120065,0,0,0,0,0,0,0,0,0,0,2001
120066,27,27,27,27,27,27,27,27,27,27,2001
120067,0,0,0,0,10,0,0,0,0,0,2001
120068,19,19,19,19,19,19,19,19,19,19,2001
120069,23,23,23,23,23,23,23,23,23,23,2001
120070,18,18,18,18,18,18,18,18,18,18,2001
120071,0,0,0,6,0,0,0,0,0,0,2001
120072,11,11,11,11,11,11,11,11,11,11,2001
120073,0,0,0,0,0,0,0,0,0,0,2001
120074,22,22,22,22,22,22,22,22,22,22,2001
120075,0,0,0,0,0,0,0,0,0,0,2001
120076,29,29,29,29,29,29,29,29,29,29,2001
120077,19,19,19,19,19,19,19,19,19,19,2001
120078,16,16,16,16,16,16,16,16,16,16,2001
120079,28,28,28,28,28,28,28,28,28,28,2001
120080,0,0,0,0,0,0,0,0,0,0,2001
120081,17,17,17,17,17,17,17,17,17,17,2001
120082,0,0,15,0,0,0,0,0,0,16,2001
120083,4,4,4,4,4,4,4,4,4,4,2001
120084,0,0,0,0,12,22,0,0,0,0,2001
120085,0,0,0,0,0,0,0,0,0,0,2001
120086,26,26,26,26,26,26,26,26,26,26,2001
120087,0,0,0,0,0,0,0,0,0,0,2001
120088,19,19,19,19,19,19,19,19,19,19,2001
120089,20,20,20,20,20,20,20,20,20,20,2001
120090,0,0,0,0,0,0,15,0,0,0,2001
120091,0,0,5,13,0,0,0,0,0,0,2001
120092,0,0,0,0,0,0,0,0,0,0,2001
120093,16,16,16,16,16,16,16,16,16,16,2001
120094,26,26,26,26,26,26,26,26,26,26,2001
120095,0,0,0,0,0,0,0,0,0,0,2001
120096,0,0,0,0,0,0,0,0,0,0,2001
120097,0,0,0,0,0,0,0,0,0,0,2001
120098,0,0,0,0,0,0,0,0,0,0,2001
120099,15,15,15,15,15,15,15,24,15,15,2001
120100,40,40,40,40,40,40,40,40,40,40,2001
120101,23,23,23,23,23,23,23,23,23,23,2001
120102,14,9,5,0,0,0,22,0,5,20,2001
120103,21,21,21,21,21,21,21,21,21,21,2001
120104,5,0,0,21,11,0,25,0,0,0,2001
120105,4,0,0,24,0,20,0,0,0,0,2001
120106,0,0,0,0,0,0,0,0,0,0,2001
120107,0,0,0,0,0,0,0,0,0,0,2001
120108,0,0,0,0,0,0,0,0,0,0,2001
120109,0,0,0,0,3,0,0,0,0,0,2001
120110,0,0,0,0,0,0,0,0,0,0,2001
120111,22,22,22,22,22,22,22,22,22,22,2001
120112,18,18,18,18,18,18,18,18,18,18,2001
120113,27,27,27,27,27,27,27,27,27,27,2001
120114,0,0,0,0,0,0,0,0,0,0,2001
120115,0,0,0,0,0,0,0,5,0,0,2001
120116,10,10,10,10,10,10,10,10,10,10,2001
120117,26,26,26,26,26,26,26,26,26,26,2001
120118,0,0,0,0,0,0,0,0,0,0,2001
120119,0,0,0,0,0,0,15,0,0,0,2001
120120,0,0,0,21,0,0,0,0,0,23,2001
120121,11,11,11,11,11,11,11,11,11,11,2001
120122,14,0,0,19,0,13,0,6,0,15,2001
120123,25,25,25,25,25,25,25,25,25,25,2001
120124,0,0,0,0,0,0,0,0,0,0,2001
120125,0,0,0,0,0,0,0,0,0,0,2001
120126,0,0,0,0,0,0,0,0,0,0,2001
120127,0,0,0,0,0,0,14,0,0,0,2001
120128,17,17,17,17,17,17,17,17,17,17,2001
120129,0,0,0,0,0,0,0,0,12,0,2001
120130,13,13,13,13,13,13,13,13,13,13,2001
120131,1,1,1,1,1,1,1,1,1,1,2001
120132,0,0,0,0,9,0,0,0,0,0,2001
120133,0,0,0,0,0,0,0,0,0,0,2001
120134,16,16,16,16,16,16,16,16,16,16,2001
120135,0,0,0,0,0,0,0,0,0,0,2001
120136,0,0,0,0,0,0,0,0,0,0,2001
120137,0,0,0,0,23,0,0,0,0,0,2001
120138,0,0,0,0,0,0,0,0,0,0,2001
120139,0,0,0,0,9,0,0,0,0,0,2001
120140,0,14,0,0,16,19,21,28,12,15,2001
120141,0,0,0,0,0,0,0,0,0,0,2001
120142,0,0,0,20,0,0,0,0,3,0,2001
120143,0,0,0,0,0,0,0,0,0,0,2001
120144,0,0,0,0,0,0,0,0,0,2,2001
120145,0,0,0,0,0,0,0,0,0,0,2001
120146,0,0,0,0,0,0,0,0,0,0,2001
120147,19,19,19,19,19,19,19,19,19,19,2001
120148,18,18,18,18,18,18,18,18,20,18,2001
120149,0,0,0,0,0,0,0,0,0,0,2001
120150,5,5,5,5,5,5,5,5,5,5,2001
120151,0,0,0,0,0,0,0,0,0,0,2001
