ST_CASE,YEAR,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
10403,2001,9,18,0,15,10,12,8,17,13,13
10404,2001,0,0,0,0,0,0,0,0,0,0
10405,2001,0,0,0,0,0,0,0,0,0,0
10406,2001,0,0,0,0,5,0,0,0,0,0
10407,2001,13,12,0,0,10,11,7,10,0,0
10408,2001,0,0,5,0,0,0,0,0,0,0
10409,2001,21,33,37,16,13,0,10,19,15,33
10410,2001,0,0,0,0,0,0,0,0,0,0
10411,2001,0,0,0,0,0,0,0,0,0,0
10412,2001,0,0,0,0,0,0,5,0,0,0
10413,2001,10,13,33,0,14,17,18,35,10,28
10414,2001,21,17,22,25,16,24,28,12,35,10
10415,2001,22,12,0,0,0,20,0,0,0,20
10417,2001,0,0,0,0,8,0,0,0,0,0
10418,2001,0,0,10,0,0,0,31,0,0,0
10419,2001,29,0,0,0,11,0,0,0,0,0
10420,2001,0,0,0,0,0,0,0,0,0,0
10421,2001,21,22,29,16,18,13,0,30,0,21
10422,2001,4,0,0,0,0,0,0,0,7,0
10423,2001,0,0,0,0,0,0,0,0,8,0
10424,2001,0,0,0,0,0,0,0,17,0,0
10425,2001,17,0,3,0,0,20,30,12,0,8
10426,2001,0,0,0,0,0,0,0,0,0,0
10427,2001,0,35,0,16,21,0,0,0,0,0
10428,2001,0,0,0,0,0,0,0,0,0,14
10429,2001,0,0,0,0,0,0,0,0,0,0
10430,2001,0,0,0,0,0,0,0,0,0,0
10431,2001,0,0,0,0,0,0,0,0,0,0
10432,2001,11,0,0,36,15,31,29,22,21,0
10433,2001,0,19,0,0,0,12,20,18,18,23
10434,2001,0,0,0,0,0,17,0,0,0,0
10435,2001,0,0,0,0,0,0,0,0,0,0
10436,2001,0,0,0,0,0,0,0,0,0,0
10437,2001,0,0,0,0,0,0,0,0,0,0
10438,2001,20,20,20,20,20,20,20,20,20,20
10439,2001,0,7,18,24,7,9,0,0,3,4
10440,2001,0,0,0,0,0,0,0,0,0,0
10441,2001,9,25,0,0,14,0,0,0,0,0
10442,2001,20,0,0,14,0,0,0,40,0,0
10443,2001,0,0,0,11,0,0,0,0,0,0
10444,2001,20,13,14,28,23,17,18,20,18,16
10445,2001,0,0,0,0,8,0,0,0,0,0
10446,2001,9,9,11,28,9,28,9,9,9,18
10447,2001,0,0,0,0,0,0,0,0,0,0
10448,2001,0,0,17,0,7,0,0,0,0,0
10449,2001,25,13,0,0,0,0,0,0,0,13
10450,2001,0,0,0,0,0,30,13,19,23,0
10451,2001,0,0,0,0,0,0,0,0,0,0
10452,2001,26,25,14,20,19,13,2,18,31,20
10453,2001,0,0,17,0,16,0,19,0,23,0
10454,2001,18,22,9,12,14,26,22,25,23,0
10455,2001,18,17,25,16,24,20,18,28,30,28
10456,2001,0,25,0,14,0,0,0,14,10,21
10457,2001,0,0,0,0,0,0,0,0,0,0
10458,2001,9,19,5,33,14,26,13,44,0,23
10459,2001,0,33,4,7,0,11,7,24,0,0
10460,2001,0,0,0,0,0,0,0,0,0,0
10461,2001,5,29,22,27,5,0,20,42,7,26
10462,2001,3,3,3,3,3,3,3,3,3,3
10463,2001,0,0,0,0,0,0,0,0,7,0
10464,2001,0,0,0,0,0,0,0,0,0,0
10465,2001,0,24,8,17,0,23,0,0,3,0
10466,2001,0,0,0,0,0,0,0,0,0,0
10467,2001,19,19,19,19,19,19,19,19,19,19
10468,2001,31,15,11,30,20,12,0,26,16,22
10469,2001,0,0,0,0,0,0,0,0,0,0
10470,2001,0,0,0,0,0,0,0,0,0,0
10471,2001,0,0,0,0,0,5,0,0,11,0
10472,2001,0,0,0,0,0,0,0,16,0,0
10473,2001,0,0,0,29,0,0,0,0,0,0
10474,2001,0,0,0,19,0,0,0,9,0,0
10475,2001,0,0,0,0,0,9,0,0,0,0
10476,2001,10,10,10,10,10,10,10,10,10,10
10477,2001,0,0,0,0,0,0,0,0,0,0
10478,2001,0,0,0,0,0,0,0,0,0,0
10479,2001,0,16,0,0,0,0,0,0,0,0
10480,2001,13,0,0,11,20,31,17,7,19,15
10481,2001,0,0,0,0,0,0,0,0,0,0
10482,2001,0,0,0,3,0,0,0,9,0,0
10483,2001,0,0,0,0,0,0,0,0,0,0
10484,2001,10,12,5,12,12,14,12,11,10,13
10485,2001,0,0,0,0,0,0,0,0,0,0
10486,2001,0,0,0,0,0,0,0,0,0,0
10487,2001,0,9,8,0,16,0,0,0,12,0
10488,2001,0,0,0,0,0,12,0,0,0,0
10489,2001,0,0,0,0,0,0,0,0,0,0
10490,2001,0,0,0,0,0,0,0,0,0,0
10491,2001,5,18,0,0,0,0,9,14,0,0
10492,2001,7,7,7,7,7,7,7,7,7,7
10493,2001,23,4,0,0,0,0,0,7,0,0
10494,2001,20,0,35,13,7,0,0,0,29,20
10495,2001,0,10,5,0,0,15,0,5,0,0
10496,2001,28,18,14,21,30,16,12,11,3,13
10497,2001,0,0,0,0,0,0,0,0,0,0
10498,2001,0,0,0,0,0,0,0,0,0,0
10499,2001,0,0,0,0,0,0,0,0,0,0
10500,2001,0,0,0,0,0,0,0,0,0,0
10501,2001,27,26,19,32,18,22,15,22,7,25
10502,2001,20,15,16,41,19,0,27,6,13,14
10503,2001,17,19,30,14,0,26,0,14,0,10
10504,2001,0,0,0,0,0,0,10,0,0,0
10505,2001,16,0,30,0,19,16,25,17,8,3
10506,2001,0,0,0,0,0,0,0,0,0,0
10507,2001,15,15,15,15,15,15,15,15,15,15
10508,2001,0,0,0,0,0,0,0,30,0,0
10509,2001,0,0,0,0,0,0,0,0,0,0
10510,2001,23,23,23,23,23,23,23,23,23,23
10511,2001,0,0,0,0,0,0,5,0,0,0
10512,2001,0,30,9,11,0,26,0,8,0,0
10513,2001,17,16,16,16,18,35,23,21,16,12
10514,2001,2,2,2,2,2,2,2,2,2,2
10515,2001,2,2,2,2,2,2,2,2,2,2
10516,2001,2,2,2,2,2,2,2,2,2,2
10517,2001,0,0,0,0,0,0,11,42,7,47
10518,2001,0,0,0,0,0,0,0,0,0,0
10519,2001,0,0,0,0,0,0,0,0,0,0
10520,2001,0,0,0,0,0,15,8,0,0,14
10521,2001,0,0,0,0,0,0,0,0,0,0
10522,2001,15,15,15,15,15,15,15,15,15,15
10523,2001,0,0,0,0,0,0,0,0,0,0
10524,2001,0,0,0,0,0,0,0,0,0,0
10525,2001,0,0,0,0,0,0,0,0,0,0
10526,2001,27,27,27,27,27,27,27,27,27,27
10527,2001,14,14,14,14,14,19,19,14,14,21
10528,2001,0,0,0,0,0,0,0,0,9,0
10529,2001,0,0,0,0,0,0,0,0,0,0
10530,2001,0,0,0,0,0,0,0,0,0,11
10531,2001,31,17,32,35,14,13,5,7,26,19
10532,2001,0,0,0,0,0,0,0,0,13,8
10533,2001,0,0,0,0,0,0,0,0,0,0
10534,2001,0,0,0,0,0,0,0,0,0,0
10535,2001,13,2,8,25,8,12,14,13,21,31
10536,2001,0,0,0,0,0,0,0,0,0,21
10537,2001,0,0,0,0,0,0,0,0,0,0
