ST_CASE,YEAR,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
10088,1999,12,15,15,21,15,35,14,12,18,10
10089,1999,19,25,22,0,0,23,22,0,0,12
10090,1999,0,28,22,0,0,11,27,23,17,23
10091,1999,0,0,0,0,0,0,0,50,0,0
10092,1999,0,0,0,0,0,21,0,0,0,0
10093,1999,20,20,20,20,20,20,20,20,20,20
10094,1999,0,0,0,0,0,0,0,0,0,0
10095,1999,0,0,0,0,0,17,0,0,0,0
10096,1999,0,0,0,0,0,21,0,24,0,0
10097,1999,18,0,24,0,0,0,0,0,0,0
10098,1999,0,0,19,0,0,0,0,0,0,0
10099,1999,11,22,17,2,23,26,9,21,32,18
10100,1999,5,5,5,5,5,5,5,5,5,5
10101,1999,0,0,0,0,0,0,0,0,0,8
10102,1999,18,10,18,0,0,0,0,0,28,0
10103,1999,0,0,0,0,0,0,0,0,0,0
10104,1999,0,0,0,0,0,0,0,0,0,0
10105,1999,0,10,16,0,0,0,0,0,0,0
10106,1999,0,0,0,0,0,0,0,0,17,0
10107,1999,0,0,0,0,0,0,0,0,0,4
10108,1999,0,21,0,15,31,24,0,16,0,28
10109,1999,0,0,0,0,0,0,0,0,0,0
10110,1999,10,26,10,29,17,28,14,0,20,20
10111,1999,0,0,0,0,0,0,0,0,0,0
10112,1999,0,38,0,13,0,0,0,0,0,0
10113,1999,29,9,17,0,20,18,14,20,16,25
10114,1999,18,14,14,15,17,13,19,33,18,0
10115,1999,0,0,0,0,0,0,8,0,0,0
10116,1999,19,0,20,0,11,0,14,0,26,22
10117,1999,0,0,0,0,0,0,0,0,0,0
10118,1999,0,0,0,0,0,0,0,0,0,0
10119,1999,0,0,0,0,0,0,0,0,0,0
10120,1999,6,0,7,0,0,0,0,0,0,0
10121,1999,0,0,0,0,0,0,0,0,0,0
10122,1999,6,18,35,23,7,9,9,8,17,14
10123,1999,17,17,17,17,17,17,17,17,17,17
10124,1999,38,15,0,3,23,18,14,28,26,0
10125,1999,11,11,11,11,11,11,11,11,11,11
10126,1999,27,27,27,27,27,27,27,27,27,27
10127,1999,0,0,0,0,0,0,0,8,0,0
10128,1999,0,0,0,0,11,0,0,0,0,0
10129,1999,0,0,0,0,0,0,0,0,0,0
10130,1999,14,16,13,15,25,11,5,23,17,23
10131,1999,0,0,0,0,0,0,0,0,0,0
10132,1999,0,0,0,0,0,0,0,0,0,0
10133,1999,0,0,0,0,0,0,0,0,0,0
10134,1999,27,0,0,0,0,0,0,0,0,0
10135,1999,12,12,12,12,12,12,12,12,12,12
10136,1999,0,0,0,0,0,0,0,27,19,0
10137,1999,0,0,0,0,0,0,0,0,0,0
10138,1999,32,20,39,32,26,14,22,16,19,18
10139,1999,0,0,0,0,0,0,0,0,0,0
10140,1999,0,0,15,0,0,33,0,37,27,26
10141,1999,2,0,0,0,0,0,0,0,0,5
10142,1999,0,0,0,0,0,0,0,0,0,0
10143,1999,21,10,11,0,32,11,19,12,11,19
10144,1999,19,16,0,0,25,0,26,26,12,20
10145,1999,0,0,0,0,0,0,0,0,0,0
10146,1999,6,0,17,0,0,0,0,0,8,12
10147,1999,30,20,14,0,0,0,0,0,5,25
10148,1999,0,0,0,0,0,0,0,0,0,15
10149,1999,9,20,11,19,13,13,19,21,18,15
10150,1999,0,0,0,0,0,0,0,0,0,0
10151,1999,0,34,0,0,0,0,0,0,0,0
10152,1999,13,0,0,0,0,0,14,15,0,17
10153,1999,0,0,0,0,0,0,14,0,0,26
10154,1999,36,0,14,0,0,27,0,26,5,0
10155,1999,15,15,15,15,15,15,15,15,15,15
10156,1999,0,0,0,0,0,0,0,0,0,0
10157,1999,0,0,0,0,0,0,0,0,0,0
10158,1999,0,0,0,0,0,0,13,0,0,0
10159,1999,23,0,11,0,0,0,0,0,0,0
10160,1999,0,0,9,0,0,0,12,0,0,13
10161,1999,27,16,28,0,28,14,10,0,0,20
10162,1999,21,21,21,21,21,21,21,21,21,21
10163,1999,0,0,13,0,0,0,0,0,0,11
10164,1999,0,0,0,0,0,0,0,0,19,9
10165,1999,0,0,0,0,0,0,0,0,0,0
10166,1999,0,0,0,0,0,0,0,0,0,0
10167,1999,22,22,22,22,22,22,22,22,22,22
10168,1999,0,0,0,0,0,0,0,0,11,0
10169,1999,15,0,21,0,25,33,0,33,19,19
10170,1999,8,11,9,0,0,12,21,30,7,0
10171,1999,25,22,54,18,27,27,33,22,36,28
10172,1999,0,21,18,21,0,0,20,53,0,22
10173,1999,26,16,25,7,27,15,10,25,0,20
10174,1999,0,10,0,0,0,0,0,0,0,0
10175,1999,25,35,23,7,29,30,25,9,16,0
10176,1999,0,0,0,0,0,0,0,0,0,0
10177,1999,0,0,0,0,0,0,0,0,0,0
10178,1999,0,0,0,0,0,0,0,0,0,0
10179,1999,18,0,9,0,0,0,17,0,0,21
10180,1999,12,4,17,0,11,6,15,6,29,20
10181,1999,20,22,7,36,15,14,35,22,24,28
10182,1999,19,22,5,23,16,12,23,12,9,20
10183,1999,0,0,0,0,0,0,0,0,0,0
10184,1999,33,18,20,0,29,23,21,5,13,24
10185,1999,0,0,13,0,0,0,0,0,0,0
10186,1999,0,0,0,0,0,0,6,0,0,0
10187,1999,0,0,0,0,0,0,0,0,0,0
10188,1999,14,0,0,0,22,22,0,0,0,0
10189,1999,0,5,0,0,0,0,0,17,9,0
10190,1999,0,0,0,0,0,0,0,0,0,0
10191,1999,0,0,0,0,0,8,5,0,0,0
10192,1999,15,15,15,15,15,15,15,15,15,15
10193,1999,0,0,0,0,0,0,23,0,0,0
10194,1999,18,41,15,17,12,4,0,26,16,20
10195,1999,0,0,0,0,0,0,0,0,0,0
10196,1999,12,43,0,0,17,28,29,18,13,18
10197,1999,15,0,0,0,0,0,0,31,0,0
10198,1999,4,16,4,4,4,4,4,4,4,4
10199,1999,0,0,0,0,0,0,0,0,0,0
10200,1999,15,6,0,15,26,15,16,16,27,15
10201,1999,0,0,0,0,0,0,0,0,0,0
10202,1999,22,23,10,13,16,7,7,19,36,4
10203,1999,17,8,27,13,34,30,13,14,17,23
10204,1999,24,28,8,22,30,25,12,28,17,36
10205,1999,22,22,22,22,22,22,22,22,22,22
10206,1999,0,0,0,0,0,0,0,0,0,0
10207,1999,0,0,0,0,0,0,0,0,0,0
10208,1999,23,13,23,25,21,14,14,13,20,25
10209,1999,0,17,0,0,0,0,0,0,22,14
10210,1999,30,11,11,11,11,11,11,11,11,11
10211,1999,28,24,7,17,20,10,24,13,8,16
10212,1999,0,0,0,0,0,0,0,0,0,0
10213,1999,0,27,20,45,25,14,0,23,26,17
10214,1999,0,0,0,0,0,0,0,0,0,0
10215,1999,0,0,21,0,0,0,0,0,0,0
10216,1999,0,0,0,0,0,23,0,0,0,21
10217,1999,31,42,30,36,19,24,30,27,17,25
10218,1999,18,0,0,23,0,0,19,0,0,0
10219,1999,0,12,0,0,0,0,24,0,0,0
10220,1999,21,8,20,24,15,18,18,11,9,9
10221,1999,0,0,0,0,0,18,0,0,0,0
10222,1999,10,18,17,21,13,24,19,34,16,27
10223,1999,0,0,0,0,0,0,0,0,0,15
10224,1999,4,9,12,11,9,0,26,18,11,17
10225,1999,0,0,0,0,0,0,0,0,0,0
10226,1999,0,0,0,0,0,0,0,0,0,0
10227,1999,0,22,0,0,0,0,0,0,16,0
10228,1999,0,0,0,0,0,0,0,0,0,0
10229,1999,8,13,17,10,12,18,6,5,15,21
10230,1999,0,0,38,0,0,0,27,0,5,0
10231,1999,23,22,0,13,0,0,0,0,0,0
10232,1999,0,0,0,0,0,0,0,0,0,0
10233,1999,0,0,0,0,0,27,0,0,0,0
10234,1999,24,0,0,27,23,23,0,23,0,14
10235,1999,0,0,0,0,0,0,0,0,0,0
10236,1999,34,22,10,0,0,0,10,3,17,0
10237,1999,0,0,13,0,0,0,0,0,0,0
10238,1999,0,0,0,0,0,0,0,0,0,0
10239,1999,0,0,0,0,0,0,0,0,0,0
10240,1999,0,0,0,0,0,0,0,0,0,0
10241,1999,13,13,13,13,13,13,16,13,13,13
10242,1999,0,0,0,0,0,0,0,0,0,0
10243,1999,7,7,22,20,5,7,3,20,20,17
10244,1999,0,0,0,0,0,0,3,0,0,0
10245,1999,0,0,0,0,0,0,0,0,0,0
10246,1999,0,0,0,0,0,0,0,0,0,0
10247,1999,20,22,23,14,50,28,12,23,8,0
10248,1999,6,0,0,0,0,3,0,26,0,30
10249,1999,0,0,0,35,0,0,0,0,0,0
10250,1999,13,15,17,7,31,9,2,14,22,11
10251,1999,0,0,19,0,0,17,21,19,16,0
10252,1999,0,0,0,0,0,0,0,0,0,0
10253,1999,0,0,0,0,0,0,0,0,0,0
10254,1999,29,14,9,28,11,13,26,13,20,11
10255,1999,19,23,5,6,23,0,27,0,0,8
10256,1999,31,23,13,18,7,24,21,27,24,20
10257,1999,0,0,0,0,0,0,0,0,0,0
10258,1999,15,19,13,14,11,11,8,15,9,20
10259,1999,0,24,20,25,0,0,14,0,12,21
10260,1999,0,0,0,0,0,0,0,0,0,0
10261,1999,18,17,31,7,8,23,17,19,17,22
10262,1999,0,0,0,0,0,0,0,0,0,0
10263,1999,0,0,0,0,0,0,0,0,0,0
10264,1999,0,0,0,0,0,0,0,0,0,0
10265,1999,17,17,17,17,17,17,17,17,17,17
10266,1999,15,29,26,0,17,8,26,18,8,13
10267,1999,23,37,25,4,17,35,14,15,16,49
10268,1999,0,0,0,0,0,0,0,0,10,0
10269,1999,0,0,5,0,4,11,0,20,14,0
10270,1999,0,0,21,0,0,0,0,0,0,0
10271,1999,0,0,0,0,0,0,0,0,14,0
10272,1999,23,38,18,12,13,28,12,8,27,14
10273,1999,0,0,0,8,15,10,24,0,0,6
10274,1999,0,0,0,0,0,0,0,0,0,0
10275,1999,0,0,26,0,0,0,0,19,0,0
10276,1999,31,39,25,22,18,27,37,0,7,28
10277,1999,9,16,30,0,16,0,23,1,0,15
10278,1999,31,43,22,7,18,12,22,36,27,15
10279,1999,0,14,0,15,0,0,0,0,13,0
10280,1999,0,0,0,0,0,0,0,0,0,14
10281,1999,0,0,0,0,0,0,0,0,0,0
10282,1999,0,0,0,0,0,21,0,17,0,0
10283,1999,14,14,14,14,14,14,14,14,14,14
10284,1999,0,0,27,11,16,26,0,23,15,33
10285,1999,11,0,0,0,0,0,0,27,0,0
10286,1999,12,0,2,0,10,0,28,6,23,19
10287,1999,0,16,0,0,0,0,0,29,0,0
10288,1999,17,33,15,14,28,21,25,17,37,6
10289,1999,17,11,13,24,8,16,20,9,9,21
10290,1999,26,26,26,26,26,26,26,26,26,26
10291,1999,11,0,0,6,0,0,7,0,38,0
10292,1999,26,28,0,0,15,0,45,18,0,0
10293,1999,0,0,0,0,0,0,0,0,0,0
10294,1999,0,0,0,0,0,0,0,0,28,0
10295,1999,10,0,12,9,6,16,6,4,4,0
10296,1999,18,21,33,35,21,19,31,0,16,0
10297,1999,0,0,0,0,0,0,0,0,0,0
10298,1999,0,13,14,20,0,0,0,27,0,14
10299,1999,0,0,0,0,0,20,0,0,0,0
10300,1999,7,7,7,7,7,7,7,7,7,7
10301,1999,0,0,0,0,0,0,0,0,0,0
10302,1999,15,6,19,15,29,19,0,23,0,15
10303,1999,12,14,14,0,15,14,17,25,25,16
10304,1999,0,0,0,0,0,0,13,0,0,0
10305,1999,6,11,10,28,9,0,9,18,24,14
10306,1999,21,21,15,18,37,18,25,21,21,26
10307,1999,18,0,0,9,16,22,0,14,10,12
10308,1999,16,28,14,39,0,14,12,35,15,0
10309,1999,25,6,23,15,13,17,13,22,36,9
10310,1999,0,0,0,0,0,0,0,0,0,0
10311,1999,0,0,0,17,0,9,18,2,14,18
10312,1999,8,0,17,10,9,8,27,14,26,48
10313,1999,0,0,0,0,0,0,0,0,0,0
10314,1999,0,0,0,0,0,0,0,0,0,0
10315,1999,9,0,0,0,0,0,0,0,0,14
10316,1999,20,19,46,9,8,19,17,30,27,19
10317,1999,0,0,11,0,0,9,9,0,0,59
10318,1999,0,0,0,0,0,7,0,0,7,0
10319,1999,29,6,31,26,5,24,12,9,0,16
10320,1999,0,17,10,13,0,0,0,0,15,17
10321,1999,16,0,0,3,20,0,20,10,11,7
10322,1999,0,0,0,0,0,0,0,0,0,0
10323,1999,18,24,12,17,14,17,14,6,39,17
10324,1999,0,0,0,0,0,0,0,0,0,0
10325,1999,0,0,0,0,0,0,0,0,0,0
10326,1999,16,16,16,16,16,16,16,16,16,16
10327,1999,23,18,16,12,27,9,32,11,0,8
10328,1999,10,0,0,0,0,0,0,0,0,0
10329,1999,0,0,0,0,0,0,0,0,0,0
10330,1999,0,0,0,0,0,0,0,0,12,0
10331,1999,0,0,0,0,0,0,0,0,0,0
10332,1999,0,0,0,0,0,26,0,0,0,0
10333,1999,20,0,0,0,0,0,0,0,0,0
10334,1999,0,0,0,0,0,0,0,0,0,0
10335,1999,0,0,0,0,0,0,0,0,0,0
10336,1999,0,0,0,0,0,0,0,0,0,0
10337,1999,0,0,0,0,0,0,0,0,0,0
10338,1999,34,22,33,19,20,0,25,23,23,16
10339,1999,15,0,11,18,0,0,0,0,0,29
10340,1999,0,0,0,0,0,25,0,0,0,0
10341,1999,0,3,0,0,0,0,0,0,0,0
10342,1999,20,15,4,9,3,19,18,23,15,6
10343,1999,10,10,10,10,10,10,10,10,10,10
10344,1999,0,0,0,0,0,0,0,0,0,0
10345,1999,0,0,0,0,0,13,0,0,0,0
10346,1999,0,8,8,11,4,5,13,14,10,0
10347,1999,0,0,0,0,0,0,0,0,0,0
10348,1999,0,0,0,0,0,0,0,0,0,0
10349,1999,10,0,15,0,3,0,0,0,6,0
10350,1999,0,0,0,8,0,0,0,0,0,0
10351,1999,25,0,0,19,0,20,0,0,0,0
10352,1999,11,9,9,39,18,2,19,5,21,8
10353,1999,31,0,0,0,0,29,0,0,0,20
10354,1999,26,16,29,14,25,25,20,14,28,36
10355,1999,18,4,14,17,17,12,12,12,12,8
10356,1999,0,19,0,0,9,0,0,0,0,0
10357,1999,0,14,0,0,0,0,0,0,0,0
10358,1999,0,11,0,0,29,0,28,0,10,0
10359,1999,15,11,0,0,7,27,6,0,0,5
10360,1999,11,22,23,24,11,8,10,0,23,16
10361,1999,18,15,10,10,3,23,10,19,36,39
10362,1999,28,9,0,8,14,19,9,18,23,15
10363,1999,0,0,0,0,28,0,0,20,0,0
10364,1999,18,21,0,19,0,0,0,0,6,11
10365,1999,0,0,0,0,0,0,0,0,0,0
10366,1999,0,0,0,0,0,0,0,0,0,0
10367,1999,0,0,30,0,0,0,19,0,0,0
10368,1999,24,15,10,11,25,24,11,20,20,9
10369,1999,0,0,6,0,10,0,0,0,0,0
10370,1999,19,0,4,0,0,0,4,8,3,0
10371,1999,10,30,19,22,23,24,0,20,17,28
10372,1999,0,15,24,0,0,0,0,0,0,0
10373,1999,0,0,0,0,0,0,0,0,0,0
10374,1999,32,15,0,9,0,9,0,12,16,0
10375,1999,0,0,0,0,0,0,0,0,0,0
10376,1999,28,8,18,15,19,14,0,22,19,27
10377,1999,24,23,16,20,30,17,25,0,21,16
10378,1999,0,0,0,0,0,0,0,0,0,0
10379,1999,0,0,0,0,0,0,0,0,0,0
10380,1999,0,0,0,0,0,25,0,0,0,0
10381,1999,20,0,0,0,0,3,23,20,0,28
10382,1999,0,20,0,0,0,0,0,0,0,0
10383,1999,0,11,0,0,0,0,0,0,19,0
10384,1999,0,0,0,0,0,0,0,0,0,0
10385,1999,21,5,16,35,0,0,0,0,0,0
10386,1999,11,10,17,2,7,21,15,7,5,11
10387,1999,0,0,0,0,0,0,0,0,0,0
10388,1999,0,0,0,0,0,14,4,0,18,15
10389,1999,20,24,11,12,25,34,13,17,13,24
10390,1999,22,21,0,16,31,12,14,29,12,32
10391,1999,0,0,0,0,0,0,0,0,0,19
10392,1999,0,19,29,15,26,31,18,27,9,0
10393,1999,0,5,11,0,0,17,0,0,0,0
10394,1999,18,58,27,16,0,0,5,30,27,39
10395,1999,15,11,26,29,0,21,0,8,0,13
10396,1999,0,9,0,0,0,0,0,0,0,5
10397,1999,0,0,0,0,0,0,0,0,0,0
10398,1999,21,21,24,21,21,21,21,21,21,21
10399,1999,0,0,0,0,0,0,0,0,0,0
10400,1999,0,0,0,0,0,0,0,0,0,0
10401,1999,33,0,0,25,0,0,32,29,33,11
10402,1999,23,19,22,15,14,8,21,12,16,22
10403,1999,27,27,27,27,27,27,27,27,27,27
10404,1999,9,16,0,0,10,15,12,14,0,0
10405,1999,17,10,22,43,14,0,21,31,0,16
10406,1999,0,0,0,0,0,0,0,0,0,0
10407,1999,0,0,0,0,0,0,0,0,0,0
10408,1999,0,0,0,0,0,0,20,0,0,0
10409,1999,0,0,0,0,0,0,0,0,0,0
10410,1999,0,0,0,0,0,0,0,0,0,0
10411,1999,0,0,0,0,0,0,0,0,0,0
10412,1999,6,11,18,0,0,28,0,12,20,0
10413,1999,2,0,0,30,0,0,0,0,0,0
10414,1999,0,18,0,0,0,0,0,0,22,0
10415,1999,0,0,0,0,0,0,0,0,0,0
10416,1999,13,0,0,13,0,17,14,8,36,0
10417,1999,5,17,6,15,17,11,23,26,18,22
10418,1999,26,10,17,31,23,14,13,31,22,17
10419,1999,0,0,0,0,0,0,0,0,0,0
10420,1999,0,0,0,0,0,0,0,0,0,0
10421,1999,9,4,11,14,19,19,19,14,7,14
10422,1999,19,27,19,6,5,10,13,25,15,22
10423,1999,0,0,0,0,0,11,0,0,0,0
10424,1999,0,0,0,0,0,0,0,0,0,0
10425,1999,18,18,18,18,18,18,18,18,18,18
10426,1999,0,0,0,0,0,0,0,0,0,0
10427,1999,0,0,8,0,0,0,0,0,0,0
10428,1999,0,28,16,0,11,0,19,5,26,0
10429,1999,0,0,0,0,0,0,0,0,0,0
10430,1999,0,0,0,0,0,0,0,0,0,0
10431,1999,25,0,15,21,9,0,0,19,9,24
10432,1999,0,0,0,0,0,0,25,0,0,0
10433,1999,0,0,0,0,0,0,0,0,0,0
10434,1999,9,19,14,14,12,26,5,13,16,16
10435,1999,0,0,0,0,13,0,0,0,0,0
10436,1999,20,15,0,9,0,0,11,4,26,0
10437,1999,0,0,0,0,0,20,0,0,27,0
10438,1999,0,0,0,0,0,0,0,0,20,0
10439,1999,0,0,0,0,0,0,0,0,0,0
10440,1999,15,15,15,15,15,15,15,15,15,15
10441,1999,0,0,0,39,10,0,0,0,0,0
10442,1999,8,5,10,14,11,0,18,20,8,24
10443,1999,18,24,10,21,27,10,25,17,9,0
10444,1999,0,0,0,0,0,0,0,0,24,0
10445,1999,0,0,0,16,0,0,0,11,13,4
10446,1999,0,0,23,0,0,0,0,18,31,0
10447,1999,0,0,0,0,0,0,0,0,0,0
10448,1999,0,0,0,0,0,0,19,0,0,0
10449,1999,23,23,45,6,13,18,7,17,11,0
10450,1999,0,0,5,0,0,0,0,0,0,0
10451,1999,12,12,12,12,12,12,12,12,12,12
10452,1999,0,0,0,0,0,0,18,0,0,0
10453,1999,3,15,0,13,13,10,29,16,9,10
10454,1999,0,29,14,27,20,0,13,47,21,16
10455,1999,0,0,0,0,0,0,0,0,0,0
10456,1999,27,17,7,3,11,9,15,19,17,13
10457,1999,0,0,0,0,0,0,0,0,0,0
10458,1999,30,0,35,22,11,9,11,16,0,0
10459,1999,20,12,8,29,11,30,0,18,13,8
10460,1999,0,0,0,0,20,0,0,0,0,9
10461,1999,11,19,25,0,19,27,13,0,16,6
10462,1999,0,0,0,0,0,0,0,9,0,0
10463,1999,14,8,26,24,19,32,25,19,0,22
10464,1999,0,0,0,0,0,0,0,0,0,0
10465,1999,0,0,0,0,0,0,0,23,0,0
10466,1999,0,0,0,0,0,0,0,0,0,0
10467,1999,0,0,0,0,0,0,0,0,0,8
10468,1999,24,6,5,17,10,15,14,4,21,16
10469,1999,31,12,10,18,0,0,0,19,15,10
10470,1999,0,0,0,0,0,0,0,0,0,0
10471,1999,0,0,0,0,0,0,0,0,0,0
10472,1999,25,25,25,25,25,25,25,25,25,25
10473,1999,31,28,13,0,32,26,27,28,21,39
10474,1999,0,0,0,0,0,0,0,0,0,0
10475,1999,7,0,0,0,0,0,0,0,0,0
10476,1999,0,0,0,0,0,0,24,0,31,0
10477,1999,0,12,0,0,0,0,6,0,0,0
10478,1999,0,0,0,0,10,0,0,0,0,0
10479,1999,0,0,5,0,0,0,0,0,0,0
10480,1999,0,0,0,0,0,0,0,0,19,0
10481,1999,0,0,0,0,0,17,0,28,0,0
10482,1999,0,28,13,0,12,16,0,22,30,34
10483,1999,35,0,12,10,25,29,29,6,25,13
10484,1999,7,14,0,0,23,5,0,0,0,0
10485,1999,13,14,4,14,3,7,3,6,5,18
10486,1999,0,15,0,0,0,0,9,10,0,10
10487,1999,0,0,0,0,0,0,0,0,0,0
10488,1999,0,0,0,0,0,0,0,0,0,0
10489,1999,0,0,0,0,0,0,0,0,0,0
10490,1999,0,0,0,0,0,0,0,0,0,0
10491,1999,0,9,0,0,32,0,0,17,25,11
10492,1999,0,0,0,0,30,0,0,25,0,0
10493,1999,0,0,0,0,0,13,0,0,0,0
10494,1999,14,0,0,0,0,0,0,0,17,9
10495,1999,27,0,0,0,0,0,0,0,0,0
10496,1999,23,8,12,35,25,24,25,3,23,27
10497,1999,10,0,6,0,0,0,0,0,0,0
10498,1999,0,0,0,0,0,15,0,0,0,12
10499,1999,22,0,24,23,17,27,0,0,0,33
10500,1999,0,0,0,0,0,24,0,11,16,0
10501,1999,0,0,0,0,0,0,0,0,0,0
10502,1999,0,0,0,0,0,0,0,0,18,0
10503,1999,0,13,0,24,0,23,0,23,0,0
10504,1999,0,14,0,0,0,0,8,18,0,23
10505,1999,27,17,24,0,0,20,0,0,17,0
10506,1999,15,24,25,4,24,21,20,14,10,18
10507,1999,16,10,24,12,7,13,16,27,7,24
10508,1999,0,0,21,32,0,0,0,0,0,0
10509,1999,0,6,0,0,0,0,0,22,0,0
10510,1999,13,0,0,0,0,8,0,0,0,0
10511,1999,0,0,0,0,0,0,0,0,0,0
10512,1999,35,18,22,4,19,43,11,27,20,11
10513,1999,23,23,23,23,23,23,23,23,23,23
10514,1999,0,0,0,0,0,0,0,0,0,0
10515,1999,0,23,17,46,18,15,12,25,0,0
10516,1999,0,0,0,0,0,0,0,0,0,0
10517,1999,19,21,10,28,23,17,17,7,23,11
10518,1999,12,12,12,12,12,12,12,12,12,12
10519,1999,0,0,0,0,0,0,0,0,0,6
10520,1999,21,14,11,19,20,24,0,5,13,8
10521,1999,0,0,25,0,0,0,22,0,0,15
10522,1999,30,0,7,18,9,0,0,14,0,0
10523,1999,24,36,11,19,30,15,16,28,25,11
10524,1999,0,0,0,0,0,0,0,0,0,0
10525,1999,0,0,0,0,0,0,0,0,0,0
10526,1999,0,19,21,25,26,17,19,27,20,18
10527,1999,0,0,0,0,0,0,0,0,0,0
10528,1999,0,0,0,0,0,0,0,0,0,0
10529,1999,5,15,25,24,17,18,15,22,10,21
10530,1999,0,0,0,13,0,0,24,0,0,0
10531,1999,0,0,0,0,0,0,0,0,0,0
10532,1999,0,0,0,0,0,0,0,10,0,0
10533,1999,0,0,0,0,0,0,0,0,0,0
10534,1999,0,0,0,0,0,15,0,0,12,0
10535,1999,0,0,0,0,0,0,0,0,0,0
