ST_CASE,VEH_NO,PER_NO,YEAR,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
61215,0,1,1999,28,28,28,28,28,28,28,28,28,28
61215,1,1,1999,0,0,0,0,0,0,0,0,0,0
61216,1,1,1999,0,0,0,0,0,0,0,0,0,0
61217,1,1,1999,16,16,16,16,16,16,16,16,16,16
61218,0,1,1999,0,0,0,0,0,0,0,0,0,0
61218,0,2,1999,0,0,0,0,0,0,0,0,0,12
61218,1,1,1999,0,0,0,0,0,17,0,0,0,0
61219,1,1,1999,0,0,0,0,0,0,0,0,0,0
61220,1,1,1999,0,0,0,0,0,0,0,0,0,0
61221,0,1,1999,0,0,0,0,0,0,0,0,0,0
61221,1,1,1999,0,0,0,0,0,0,0,0,0,0
61222,1,1,1999,0,0,0,0,0,0,0,0,0,0
61222,2,1,1999,0,0,0,0,0,0,0,0,0,0
61223,0,1,1999,0,0,0,0,0,0,0,0,0,0
61223,1,1,1999,0,0,0,0,0,0,26,0,0,0
61224,0,1,1999,20,20,20,20,20,20,20,20,20,20
61224,1,1,1999,0,0,0,0,0,0,0,0,0,0
61225,0,1,1999,0,0,0,0,0,0,0,0,0,0
61225,1,1,1999,0,0,0,0,0,0,0,0,0,0
61226,0,1,1999,0,0,0,0,0,0,0,0,0,0
61226,1,1,1999,0,0,0,0,0,0,0,0,0,0
61227,0,1,1999,0,0,0,0,0,0,0,0,0,0
61227,1,1,1999,0,0,0,0,0,0,0,0,0,0
61228,0,1,1999,0,0,0,0,0,0,0,0,0,0
61228,1,1,1999,0,0,0,0,0,0,0,0,0,0
61229,1,1,1999,0,0,0,0,0,0,0,0,0,0
61230,1,1,1999,15,15,15,15,15,15,15,15,15,15
61231,0,1,1999,30,30,30,30,30,30,30,30,30,30
61231,1,1,1999,7,0,0,0,8,0,0,0,0,0
61232,1,1,1999,8,8,8,8,8,8,8,8,8,8
61233,0,1,1999,29,29,29,29,29,29,29,29,29,29
61233,1,1,1999,0,30,0,0,0,0,0,0,0,0
61234,1,1,1999,0,0,0,0,0,0,0,0,0,0
61234,2,1,1999,0,0,0,0,0,0,0,0,0,0
61235,1,1,1999,0,0,0,0,0,0,0,0,0,0
61235,2,1,1999,0,0,0,0,0,0,0,0,0,0
61236,1,1,1999,0,0,0,0,0,0,0,0,0,0
61236,2,1,1999,0,0,0,0,0,0,0,0,0,0
61237,0,1,1999,0,10,0,0,14,0,9,4,27,0
61237,1,1,1999,0,0,0,0,0,0,0,0,0,0
61237,2,1,1999,0,0,0,0,0,0,0,0,0,0
61238,0,1,1999,0,0,0,0,0,0,0,0,0,0
61238,1,1,1999,0,0,0,0,0,0,0,0,0,0
61239,1,1,1999,3,3,3,3,3,3,3,3,3,3
61239,2,1,1999,0,0,0,0,0,0,0,0,0,0
61240,1,1,1999,0,0,0,0,0,0,0,0,0,0
61240,2,1,1999,0,0,0,0,0,0,0,0,0,0
61241,1,1,1999,28,28,28,28,28,28,28,28,28,28
61242,0,1,1999,16,16,16,16,16,16,16,16,16,16
61242,1,1,1999,0,0,0,0,0,0,0,0,0,0
61243,1,1,1999,16,16,16,16,16,16,16,16,16,16
61244,1,1,1999,9,9,9,9,9,9,9,9,9,9
61244,2,1,1999,0,0,0,0,0,0,0,0,0,0
61245,1,1,1999,0,0,0,0,0,0,0,0,0,0
61245,2,1,1999,0,0,0,0,0,0,0,0,0,0
61246,0,1,1999,0,0,0,0,0,0,0,0,0,0
61246,1,1,1999,0,0,0,0,0,0,0,0,0,0
61247,1,1,1999,13,13,13,13,13,13,13,13,13,13
61248,0,1,1999,0,0,0,0,0,0,0,0,0,0
61248,1,1,1999,0,0,0,0,0,0,0,0,0,0
61249,1,1,1999,17,17,17,17,17,17,17,17,17,17
61250,0,1,1999,4,4,4,4,4,4,4,4,4,4
61250,1,1,1999,0,0,0,0,0,0,0,0,0,0
61251,1,1,1999,11,11,11,11,11,11,11,11,11,11
61252,1,1,1999,0,0,0,0,0,0,0,0,0,0
61252,2,1,1999,0,0,0,0,0,0,0,0,0,0
61253,1,1,1999,0,0,0,0,0,0,0,0,0,0
61253,2,1,1999,0,0,0,0,0,0,0,18,0,12
61254,1,1,1999,0,0,0,0,0,0,0,0,0,0
61255,0,1,1999,3,3,3,3,3,3,3,3,3,3
61255,1,1,1999,0,0,0,0,0,0,0,0,0,0
61256,1,1,1999,13,13,13,13,13,13,13,13,13,13
61257,1,1,1999,12,12,12,12,12,12,12,12,12,12
61258,1,1,1999,9,9,9,9,9,9,9,9,9,9
61259,1,1,1999,0,0,0,0,0,0,0,0,0,0
61260,0,1,1999,0,0,0,0,0,0,0,0,0,0
61260,0,2,1999,11,0,0,13,0,3,0,14,0,0
61260,1,1,1999,0,0,0,0,0,0,0,0,0,0
61261,1,1,1999,17,17,17,17,17,17,17,17,17,17
61261,2,1,1999,0,0,0,0,0,0,0,0,0,0
61261,3,1,1999,0,0,20,0,27,21,0,0,16,0
61262,1,1,1999,0,0,0,0,0,0,0,0,0,0
61263,1,1,1999,3,8,13,0,0,17,36,0,7,0
61264,1,1,1999,21,21,21,21,21,21,21,21,21,21
61265,0,1,1999,7,7,7,7,7,7,7,7,7,7
61265,1,1,1999,0,0,0,0,0,0,0,0,0,0
61266,1,1,1999,0,0,0,0,0,0,0,0,0,0
61267,1,1,1999,0,0,29,21,0,19,0,0,0,9
61268,1,1,1999,30,30,30,30,30,30,30,30,30,30
61269,1,1,1999,0,0,0,0,0,0,0,0,0,0
61270,0,1,1999,0,0,0,0,0,0,0,0,0,0
61270,1,1,1999,0,0,0,0,0,0,0,0,0,0
61271,0,1,1999,0,0,0,0,0,0,0,0,0,0
61271,0,2,1999,0,0,0,0,0,0,0,0,0,0
61271,1,1,1999,0,0,0,0,0,0,0,0,0,0
61272,1,1,1999,0,0,0,0,0,0,0,0,0,0
61273,1,1,1999,0,0,0,0,0,0,0,0,0,0
61274,1,1,1999,0,0,0,0,0,0,0,0,0,0
61275,1,1,1999,16,16,16,16,16,16,16,16,16,16
61276,1,1,1999,0,0,0,0,0,0,0,0,0,0
61277,1,1,1999,18,18,18,18,18,18,18,18,18,18
61278,0,1,1999,13,13,13,13,13,13,13,13,13,13
61278,1,1,1999,0,0,0,0,0,0,0,0,0,0
61279,0,1,1999,3,3,3,3,3,3,3,3,3,3
61279,1,1,1999,0,0,0,0,0,0,0,0,0,0
61280,1,1,1999,15,15,15,15,15,15,15,15,15,15
61281,1,1,1999,0,0,27,0,16,0,0,5,0,0
61282,1,1,1999,2,2,2,2,2,2,2,2,2,2
61283,0,1,1999,26,26,26,26,26,26,26,26,26,26
61283,1,1,1999,0,0,0,0,0,0,0,0,0,0
61284,1,1,1999,7,7,7,7,7,7,7,7,7,7
61285,1,1,1999,12,12,12,12,12,12,12,12,12,12
61286,1,1,1999,0,0,0,0,0,0,0,0,0,0
61287,1,1,1999,0,0,0,0,0,0,0,0,0,0
61288,1,1,1999,0,0,0,0,0,0,0,0,0,0
61289,1,1,1999,0,0,12,0,0,0,0,0,0,28
61290,1,1,1999,10,10,10,10,10,10,10,10,10,10
61291,1,1,1999,0,0,0,0,0,0,0,0,0,0
61292,0,1,1999,0,0,0,0,0,0,0,0,0,0
61292,1,1,1999,0,14,0,0,0,0,0,0,0,0
61293,1,1,1999,18,18,18,18,18,18,18,18,18,18
61294,1,1,1999,0,0,0,0,0,0,0,0,0,0
61295,1,1,1999,0,0,0,0,0,0,0,0,0,0
61296,1,1,1999,0,0,0,0,0,0,0,0,0,0
61297,1,1,1999,6,6,6,6,6,6,6,6,6,6
61298,1,1,1999,0,0,0,0,0,0,0,0,0,0
61299,1,1,1999,13,13,13,13,13,13,13,13,13,13
61300,1,1,1999,0,0,0,0,0,0,0,0,0,0
61301,1,1,1999,0,0,0,0,0,0,0,0,0,0
61302,1,1,1999,0,0,0,0,0,0,0,0,0,0
61304,0,1,1999,12,12,12,12,12,12,12,12,12,12
61304,1,1,1999,0,0,0,0,0,0,0,0,0,0
61305,1,1,1999,16,16,16,16,16,16,16,16,16,16
61306,1,1,1999,15,15,15,15,15,15,15,15,15,15
61307,1,1,1999,8,8,8,8,8,8,8,8,8,8
61308,0,1,1999,0,0,0,0,0,0,0,0,0,0
61308,1,1,1999,0,0,0,0,0,0,0,0,0,0
61309,1,1,1999,0,0,0,0,0,0,0,0,0,0
61310,1,1,1999,14,14,14,14,14,14,14,14,14,14
61311,1,1,1999,0,0,0,0,0,0,0,0,0,0
61312,1,1,1999,0,0,0,0,0,0,0,0,0,0
61313,1,1,1999,13,13,13,13,13,13,13,13,13,13
61314,1,1,1999,23,23,23,23,23,23,23,23,23,23
61315,0,1,1999,0,0,0,0,0,0,0,0,0,0
61315,1,1,1999,0,0,0,0,0,0,0,0,0,0
61316,1,1,1999,23,23,23,23,23,23,23,23,23,23
61317,1,1,1999,0,0,0,0,0,0,0,0,0,0
61317,2,1,1999,0,0,0,0,0,0,0,0,0,0
61317,3,1,1999,0,0,0,0,0,0,0,25,0,0
61318,0,1,1999,0,0,0,0,0,0,0,0,0,0
61318,1,1,1999,0,0,0,0,0,0,0,0,0,0
61319,0,1,1999,0,0,0,0,0,0,0,0,0,0
61319,1,1,1999,0,0,0,0,0,0,0,0,0,0
61320,1,1,1999,0,0,0,0,12,0,17,19,0,18
61320,2,1,1999,0,0,0,0,0,0,0,0,0,0
61321,0,1,1999,0,0,0,0,0,0,0,0,0,0
61321,1,1,1999,0,0,0,0,0,0,0,0,0,0
61322,0,1,1999,0,0,0,0,0,0,0,0,0,0
61322,1,1,1999,0,0,0,0,0,0,0,0,0,0
61323,0,1,1999,0,0,0,0,0,0,0,0,0,0
61323,1,1,1999,0,0,0,0,0,0,0,0,0,0
61324,0,1,1999,0,0,0,0,0,0,0,0,0,0
61325,0,1,1999,38,38,38,38,38,38,38,38,38,38
61325,1,1,1999,0,0,0,0,12,21,10,0,0,0
61326,0,1,1999,33,33,33,33,33,33,33,33,33,33
61326,1,1,1999,0,0,0,0,0,0,0,0,14,0
61327,1,1,1999,0,0,0,0,0,16,0,0,7,0
61328,1,1,1999,0,0,0,0,0,0,0,0,0,0
61328,2,1,1999,0,0,0,0,0,0,0,0,22,0
61329,1,1,1999,27,27,27,27,27,27,27,27,27,27
61329,2,1,1999,0,0,0,0,0,0,0,0,0,0
61330,1,1,1999,10,10,10,10,10,10,10,10,10,10
61330,2,1,1999,0,0,0,0,0,0,0,0,0,0
61331,1,1,1999,0,0,0,0,0,0,0,0,0,0
61331,2,1,1999,0,27,0,0,0,0,0,0,0,0
61332,1,1,1999,0,0,0,0,0,0,0,0,0,0
61332,2,1,1999,0,0,0,0,0,0,0,0,0,0
61332,3,1,1999,0,0,0,0,0,0,0,0,0,0
61333,1,1,1999,0,0,0,0,0,0,0,0,0,0
61333,2,1,1999,0,0,0,0,0,0,0,0,0,0
61334,1,1,1999,18,18,18,18,18,18,18,18,18,18
61334,2,1,1999,0,0,0,0,0,0,0,0,0,0
61335,1,1,1999,0,0,0,0,0,0,0,0,10,0
61335,2,1,1999,0,0,0,0,0,14,0,0,0,0
61336,0,1,1999,0,0,0,0,0,0,0,0,0,0
61336,1,1,1999,0,0,0,0,0,0,0,0,0,0
61337,1,1,1999,0,0,0,0,0,0,0,0,0,0
61337,2,1,1999,0,0,0,0,0,0,0,0,0,0
61338,1,1,1999,0,0,0,0,0,0,0,0,0,0
61338,2,1,1999,0,0,0,0,0,0,0,0,0,0
61339,1,1,1999,0,0,0,0,0,0,0,0,0,0
61339,2,1,1999,0,0,0,0,0,0,0,12,0,0
61340,1,1,1999,0,0,0,0,0,0,0,0,0,0
61340,2,1,1999,0,0,0,0,0,0,0,0,0,0
61341,1,1,1999,29,29,29,29,29,29,29,29,29,29
61341,2,1,1999,0,0,0,0,0,0,0,0,0,0
61342,1,1,1999,0,0,0,0,0,0,0,0,0,0
61342,2,1,1999,0,0,0,0,0,0,0,0,0,0
61343,1,1,1999,0,0,0,0,0,0,0,0,0,0
61343,2,1,1999,0,0,0,0,0,0,0,0,0,0
61344,1,1,1999,0,0,0,0,0,0,0,0,0,0
61344,2,1,1999,17,0,0,0,0,0,0,0,0,0
61345,1,1,1999,0,0,0,0,0,0,0,0,0,0
61345,2,1,1999,0,0,0,0,0,0,0,0,0,0
61345,3,1,1999,0,0,0,0,0,0,0,0,0,0
61346,1,1,1999,35,35,35,35,35,35,35,35,35,35
61346,2,1,1999,0,0,0,0,0,0,0,0,0,0
61347,1,1,1999,17,0,0,27,0,0,0,0,0,8
61347,2,1,1999,0,0,0,0,0,0,0,0,0,0
61348,1,1,1999,0,0,0,0,0,0,0,0,0,0
61348,2,1,1999,0,0,0,0,0,0,0,0,0,0
61349,1,1,1999,0,0,0,0,0,0,0,0,0,0
61349,2,1,1999,0,0,0,0,0,0,0,0,0,0
61349,3,1,1999,0,0,0,0,0,0,0,0,0,0
61350,1,1,1999,0,0,0,0,0,0,0,0,0,0
61350,2,1,1999,0,0,0,0,0,0,0,0,0,0
61351,1,1,1999,3,3,3,3,3,3,3,3,3,3
61352,0,1,1999,12,16,25,26,39,41,28,15,17,15
61352,1,1,1999,0,0,0,0,0,0,0,0,0,0
61353,0,1,1999,0,0,0,0,0,0,0,0,0,0
61353,1,1,1999,0,0,0,0,0,0,0,4,18,0
61354,1,1,1999,0,0,0,0,0,0,0,0,0,0
61354,2,1,1999,0,0,0,0,0,0,0,0,0,0
61354,3,1,1999,0,0,0,0,0,0,0,0,0,0
61354,4,1,1999,0,0,0,0,0,0,0,0,0,0
61355,1,1,1999,15,18,0,7,19,10,5,11,39,0
61356,1,1,1999,0,0,0,0,0,0,0,0,0,0
61357,1,1,1999,15,15,15,15,15,15,15,15,15,15
61358,0,1,1999,0,0,0,0,0,0,0,0,0,0
61358,1,1,1999,2,0,0,13,0,0,0,0,0,0
61359,1,1,1999,0,0,0,0,0,0,9,0,0,0
61360,0,1,1999,3,3,3,3,3,3,3,3,3,3
61360,1,1,1999,0,0,0,6,0,16,15,0,9,0
61361,1,1,1999,3,0,11,0,0,0,0,14,0,0
61362,0,1,1999,0,0,0,0,0,0,0,0,0,0
61362,1,1,1999,0,0,0,0,0,0,0,0,0,0
61363,0,1,1999,0,0,0,0,0,0,0,0,0,0
61363,1,1,1999,14,5,10,20,19,10,12,14,13,14
61364,0,1,1999,14,14,14,14,14,14,14,14,14,14
61364,1,1,1999,0,0,0,0,0,0,0,0,0,0
61365,1,1,1999,0,0,0,0,0,0,10,0,0,0
61366,1,1,1999,0,0,0,0,0,0,0,0,0,0
61367,0,1,1999,0,0,0,0,0,0,0,0,0,0
61367,1,1,1999,0,0,0,9,0,0,0,0,0,0
61368,1,1,1999,25,25,25,25,25,25,25,25,25,25
61369,1,1,1999,0,0,0,0,0,0,0,0,0,0
61369,2,1,1999,0,0,0,0,0,0,0,0,0,0
61370,0,1,1999,0,0,0,0,0,0,0,0,0,0
61370,1,1,1999,0,0,0,0,0,0,0,0,0,0
61371,1,1,1999,0,0,0,0,0,0,0,0,0,0
61372,1,1,1999,0,0,14,0,0,0,0,0,0,0
61373,1,1,1999,5,5,5,5,5,5,5,5,5,5
61374,0,1,1999,22,22,22,22,22,22,22,22,22,22
61374,1,1,1999,12,12,12,12,12,12,12,12,12,12
61375,1,1,1999,10,10,10,10,10,10,10,10,10,10
61376,0,1,1999,0,0,0,0,0,0,0,0,0,0
61376,1,1,1999,0,0,0,0,0,0,0,0,0,0
61377,1,1,1999,9,9,9,9,9,9,9,9,9,9
61378,1,1,1999,36,36,36,36,36,36,36,36,36,36
61379,0,1,1999,14,14,14,14,14,14,14,14,14,14
61379,1,1,1999,0,20,0,0,0,0,21,13,0,20
61380,1,1,1999,8,17,36,0,0,0,0,8,23,0
61381,1,1,1999,0,0,0,0,0,0,0,0,0,0
61382,1,1,1999,0,0,0,0,0,0,0,0,0,0
61383,1,1,1999,0,0,0,0,0,0,0,0,0,0
61384,1,1,1999,0,0,0,0,0,0,0,0,0,0
61385,1,1,1999,11,11,11,11,11,11,11,11,11,11
61386,1,1,1999,0,0,0,0,0,0,0,0,0,0
61387,1,1,1999,24,24,24,24,24,24,24,24,24,24
61388,1,1,1999,0,9,0,0,0,0,0,0,0,14
61389,1,1,1999,16,16,16,16,16,16,16,16,16,16
61389,2,1,1999,0,0,0,0,0,0,0,0,0,0
61390,1,1,1999,0,0,0,0,0,0,0,0,0,0
61391,1,1,1999,0,0,0,0,0,0,0,0,0,0
61392,0,1,1999,0,0,0,0,0,0,0,0,0,0
61392,1,1,1999,0,0,0,0,0,0,0,0,0,0
61393,1,1,1999,0,0,0,0,0,0,0,0,0,0
61394,0,1,1999,35,35,35,35,35,35,35,35,35,35
61394,1,1,1999,0,0,12,0,15,0,0,0,29,0
61395,0,1,1999,3,3,3,3,3,3,3,3,3,3
61395,1,1,1999,0,0,0,0,0,0,0,0,0,0
61396,1,1,1999,0,0,0,0,0,0,0,0,0,0
61397,1,1,1999,0,0,0,0,0,0,0,0,0,0
61398,1,1,1999,0,0,0,0,0,0,0,0,0,0
61399,1,1,1999,0,0,0,0,0,0,6,17,0,23
61400,1,1,1999,27,27,27,27,27,27,27,27,27,27
61400,2,1,1999,9,0,0,0,0,0,0,27,11,0
61401,1,1,1999,0,0,0,0,0,0,0,0,0,0
61402,1,1,1999,11,11,11,11,11,11,11,11,11,11
61403,1,1,1999,0,0,0,0,3,0,0,0,0,0
61404,0,1,1999,29,29,29,29,29,29,29,29,29,29
61404,1,1,1999,0,0,0,0,0,0,0,0,0,0
61405,1,1,1999,23,6,36,10,24,28,16,11,4,17
61406,1,1,1999,0,0,0,0,0,0,0,0,0,0
61407,1,1,1999,19,19,19,19,19,19,19,19,19,19
61408,1,1,1999,7,7,7,7,7,7,7,7,7,7
61409,0,1,1999,23,23,23,23,23,23,23,23,23,23
61409,1,1,1999,0,0,0,0,0,0,0,0,0,0
61410,1,1,1999,0,0,0,0,0,0,0,0,0,0
61411,1,1,1999,14,14,14,14,14,14,14,14,14,14
61412,1,1,1999,0,0,0,0,0,0,0,0,0,0
61413,0,1,1999,23,23,23,23,23,23,23,23,23,23
61413,1,1,1999,0,0,0,0,0,0,0,0,0,0
61414,0,1,1999,9,9,9,9,9,9,9,9,9,9
61414,1,1,1999,0,0,0,0,0,0,0,0,0,0
61415,0,1,1999,1,1,1,1,1,1,1,1,1,1
61415,1,1,1999,1,1,1,1,1,1,1,1,1,1
61416,0,1,1999,20,20,20,20,20,20,20,20,20,20
61416,1,1,1999,0,0,0,0,0,0,0,0,0,0
61417,1,1,1999,14,14,14,14,14,14,14,14,14,14
61418,1,1,1999,11,11,11,11,11,11,11,11,11,11
61419,1,1,1999,0,0,0,0,0,0,0,0,0,0
61420,0,1,1999,0,0,0,0,0,0,0,0,0,0
61420,1,1,1999,5,5,5,5,5,5,5,5,5,5
61421,1,1,1999,10,10,10,10,10,10,10,10,10,10
61422,1,1,1999,9,3,0,0,0,0,0,21,0,0
61423,0,1,1999,0,0,0,0,0,0,0,0,0,0
61423,1,1,1999,0,0,0,0,0,0,0,0,0,0
61424,1,1,1999,21,21,21,21,21,21,21,21,21,21
61425,0,1,1999,19,19,19,19,19,19,19,19,19,19
61425,1,1,1999,0,12,0,0,0,0,0,0,0,0
61426,1,1,1999,0,0,0,0,0,0,0,0,0,0
61427,0,1,1999,0,0,0,0,0,0,0,0,0,0
61427,1,1,1999,0,0,0,0,0,0,0,0,0,0
61428,0,1,1999,0,0,0,0,0,0,0,0,0,0
61428,1,1,1999,0,0,0,0,0,0,0,0,0,0
61429,1,1,1999,0,0,0,0,0,0,0,0,0,0
61429,2,1,1999,0,0,0,0,0,0,0,0,0,0
61429,3,1,1999,0,0,0,0,0,0,0,0,0,0
61430,1,1,1999,0,0,0,0,0,0,0,0,0,0
61431,1,1,1999,36,36,36,36,36,36,36,36,36,36
61432,1,1,1999,19,19,19,19,19,19,19,19,19,19
61433,1,1,1999,0,0,0,0,0,0,0,0,0,0
61434,0,1,1999,0,0,0,0,0,0,0,0,0,0
61434,1,1,1999,0,0,0,0,0,0,0,0,0,0
61435,0,1,1999,0,0,0,0,0,0,0,0,0,0
61435,1,1,1999,0,0,0,0,0,0,0,0,0,0
61436,1,1,1999,0,0,0,0,0,0,0,0,0,0
61437,1,1,1999,19,19,19,19,19,19,19,19,19,19
61438,1,1,1999,22,22,22,22,22,22,22,22,22,22
61438,2,1,1999,0,0,0,0,0,0,0,0,0,0
61439,0,1,1999,0,0,0,0,0,0,0,0,0,0
61439,0,2,1999,0,0,0,0,0,0,0,0,0,0
61439,0,3,1999,0,0,0,0,0,0,0,0,0,0
61439,0,4,1999,6,0,22,0,15,0,2,14,0,24
61439,1,1,1999,0,0,0,15,0,0,0,10,25,17
61440,0,1,1999,0,19,29,0,46,0,0,23,25,0
61440,1,1,1999,0,0,0,0,0,0,0,0,0,0
61441,1,1,1999,16,16,16,16,16,16,16,16,16,16
61442,1,1,1999,5,5,5,5,5,5,5,5,5,5
61443,1,1,1999,21,21,21,21,21,21,21,21,21,21
61444,1,1,1999,0,0,0,0,0,0,0,0,0,0
61445,1,1,1999,0,0,0,0,0,0,0,0,0,0
61446,1,1,1999,0,0,0,0,0,0,0,0,0,0
61446,2,1,1999,0,0,0,0,0,0,0,0,0,0
61447,1,1,1999,15,15,15,15,15,15,15,15,15,15
61447,2,1,1999,0,0,0,0,0,5,0,0,0,0
61447,3,1,1999,0,0,0,0,0,0,0,0,0,0
61448,1,1,1999,0,0,0,0,0,0,0,0,0,0
61448,2,1,1999,0,0,0,0,0,0,0,0,0,0
61449,0,1,1999,0,0,0,0,0,0,0,0,0,0
61449,1,1,1999,0,0,0,0,0,0,0,0,0,0
61449,2,1,1999,0,0,0,0,0,0,0,0,0,0
61450,1,1,1999,0,0,0,0,0,0,0,0,0,0
61450,2,1,1999,0,0,0,0,0,0,0,0,0,0
61450,3,1,1999,0,0,12,0,0,0,0,0,0,0
61451,1,1,1999,7,0,0,0,7,0,0,0,0,0
61451,2,1,1999,0,0,0,0,16,0,0,0,5,0
61451,3,1,1999,0,0,0,0,0,0,0,0,0,0
61452,0,1,1999,0,0,0,0,0,0,0,0,0,4
61452,0,2,1999,0,0,0,0,0,0,0,0,0,0
61452,1,1,1999,0,0,0,0,0,0,0,0,0,0
61453,1,1,1999,0,0,0,0,0,0,0,0,0,0
61453,2,1,1999,0,0,0,0,0,0,0,0,0,0
61454,1,1,1999,28,28,28,28,28,28,28,28,28,28
61454,2,1,1999,0,0,0,0,0,0,0,0,0,0
61455,1,1,1999,0,0,0,3,0,0,0,0,0,6
61455,2,1,1999,0,0,0,0,0,0,0,0,0,0
61456,1,1,1999,0,0,0,0,0,0,0,0,0,0
61456,2,1,1999,0,0,0,0,0,0,0,0,0,0
61456,3,1,1999,0,0,0,0,0,0,0,0,0,0
61456,4,1,1999,0,0,0,0,0,0,0,0,0,0
61456,5,1,1999,0,0,0,0,0,0,0,0,0,0
61456,6,1,1999,0,0,0,0,0,0,0,0,0,0
61457,0,1,1999,0,41,9,28,0,17,0,0,0,35
61457,1,1,1999,6,0,0,24,8,6,15,11,40,16
61457,2,1,1999,0,0,0,0,0,0,0,0,0,0
61458,1,1,1999,0,0,0,0,0,0,0,0,0,0
61458,2,1,1999,0,0,0,0,0,0,0,0,0,0
61458,3,1,1999,0,0,0,0,0,0,0,0,0,0
61459,1,1,1999,0,0,0,0,0,0,0,0,0,0
61459,2,1,1999,0,0,0,0,0,0,0,0,0,0
61459,3,1,1999,0,0,0,0,0,0,0,0,0,0
61460,1,1,1999,5,5,5,5,5,5,5,5,5,5
61460,2,1,1999,0,0,0,0,0,0,13,12,0,0
61460,3,1,1999,0,0,0,0,0,0,0,0,0,0
61460,4,1,1999,0,0,0,0,0,0,0,0,0,0
61461,1,1,1999,16,16,16,16,16,16,16,16,16,16
61461,2,1,1999,0,0,0,0,0,0,0,0,0,0
61462,1,1,1999,0,0,0,0,0,0,0,0,0,0
61463,1,1,1999,0,0,0,0,0,0,0,0,0,0
61463,2,1,1999,0,0,0,0,0,0,0,0,0,0
61463,3,1,1999,0,0,0,0,0,0,0,0,0,0
61464,1,1,1999,0,0,0,0,0,0,0,0,0,0
61464,2,1,1999,0,0,0,0,0,0,0,0,0,0
61465,1,1,1999,0,0,0,0,0,0,0,0,0,0
61465,2,1,1999,0,0,0,0,0,0,0,0,0,3
61466,0,1,1999,0,0,0,0,0,0,0,0,0,0
61466,1,1,1999,0,0,0,0,0,0,0,0,0,0
61467,1,1,1999,26,26,26,26,26,26,26,26,26,26
61467,2,1,1999,1,1,1,1,1,1,1,1,1,1
61468,1,1,1999,0,0,0,16,0,19,0,0,0,23
61469,1,1,1999,22,22,22,22,22,22,22,22,22,22
61469,2,1,1999,8,0,0,0,0,0,0,0,0,0
61470,1,1,1999,0,0,0,0,0,0,0,0,0,0
61470,2,1,1999,4,4,4,4,4,4,4,4,4,4
61471,0,1,1999,0,0,0,0,0,0,0,0,0,0
61471,1,1,1999,0,0,0,0,0,0,0,0,0,0
61472,1,1,1999,0,0,0,0,0,0,0,0,0,0
61473,1,1,1999,0,0,0,0,0,0,0,0,0,0
61474,0,1,1999,21,21,21,21,21,21,21,21,21,21
61474,1,1,1999,0,0,0,0,0,0,0,0,0,0
61475,1,1,1999,9,0,0,0,0,0,0,0,0,0
61476,1,1,1999,0,0,0,0,0,0,0,0,0,0
61476,2,1,1999,0,0,0,0,0,0,0,0,0,0
61477,1,1,1999,16,16,16,16,16,16,16,16,16,16
61478,1,1,1999,39,39,39,39,39,39,39,39,39,39
61478,2,1,1999,0,0,0,0,0,9,0,0,0,0
61479,1,1,1999,0,0,0,0,0,0,0,0,0,0
61479,2,1,1999,0,0,0,0,13,0,0,0,0,0
61480,1,1,1999,0,0,0,0,0,0,0,0,0,0
61481,1,1,1999,15,15,15,15,15,15,15,15,15,15
61482,1,1,1999,15,15,15,15,15,15,15,15,15,15
61483,1,1,1999,0,0,0,0,0,0,0,0,0,0
61484,0,1,1999,10,10,10,10,10,10,10,10,10,10
61484,1,1,1999,0,0,0,0,0,0,0,0,0,0
61485,1,1,1999,0,0,0,0,0,0,0,0,0,0
61486,1,1,1999,0,0,15,16,12,0,0,0,0,0
61487,0,1,1999,36,36,36,36,36,36,36,36,36,36
61487,1,1,1999,10,10,10,10,10,10,10,10,10,10
61488,0,1,1999,25,25,25,25,25,25,25,25,25,25
61488,1,1,1999,0,0,0,0,0,0,0,9,0,0
61489,0,1,1999,47,47,47,47,47,47,47,47,47,47
61489,1,1,1999,0,0,0,0,0,0,0,0,0,0
61490,1,1,1999,13,13,13,13,13,13,13,13,13,13
61491,0,1,1999,48,48,48,48,48,48,48,48,48,48
61491,1,1,1999,0,0,0,0,0,16,0,0,0,0
61492,1,1,1999,0,0,0,0,0,0,0,0,0,0
61493,1,1,1999,0,0,0,0,0,0,0,0,0,0
61494,1,1,1999,0,0,0,0,0,0,0,0,0,0
61495,1,1,1999,0,0,0,0,0,0,0,0,0,0
61496,1,1,1999,0,0,0,0,0,0,0,0,14,0
61497,1,1,1999,0,0,0,0,0,0,0,0,0,0
61498,1,1,1999,0,0,26,0,0,0,0,0,0,0
61499,0,1,1999,17,17,17,17,17,17,17,17,17,17
61499,1,1,1999,0,0,0,0,0,0,0,0,0,0
61500,1,1,1999,0,0,0,0,0,0,0,0,0,0
61500,2,1,1999,0,0,0,0,0,0,0,0,0,0
61500,3,1,1999,0,0,0,0,0,0,0,0,0,0
61501,1,1,1999,0,0,0,0,0,0,0,0,0,0
61501,2,1,1999,2,2,2,2,2,2,2,2,2,2
61502,1,1,1999,0,0,0,0,0,0,0,0,0,0
61502,2,1,1999,8,8,8,8,8,8,8,8,8,8
61503,1,1,1999,0,0,0,0,0,0,0,0,0,0
