YEAR,VEH_NO,ST_CASE,A_BODY,A_IMP1,A_IMP2,A_VROLL,A_LIC_S,A_LIC_C,A_CDL_S,A_MC_L_S,A_SPVEH,A_SBUS,A_MOD_YR,A_DRDIS,A_DRDRO
1999,1,10001,2,2,2,1,1,1,2,4,2,3,1989,2,2
1999,1,10002,3,2,2,2,1,1,2,4,2,3,1994,2,2
1999,2,10002,3,2,2,2,1,1,2,4,2,3,1989,2,2
1999,1,10003,1,2,2,1,1,1,2,4,1,3,1982,2,2
1999,1,10004,1,4,4,2,2,2,2,4,2,3,1974,2,2
1999,2,10004,1,2,2,2,1,1,2,4,2,3,1996,2,2
1999,1,10005,1,5,5,2,1,1,2,4,1,3,1985,2,2
1999,1,10006,3,3,3,1,1,1,2,4,1,3,1986,2,2
1999,1,10007,3,2,2,2,1,1,2,4,2,3,1990,2,2
1999,1,10008,1,3,3,1,1,1,2,4,1,3,1994,2,2
1999,2,10008,1,4,4,2,1,1,2,4,2,3,1998,2,2
1999,1,10009,1,2,2,2,1,1,2,4,2,3,1996,2,1
1999,2,10009,1,2,2,2,1,1,2,4,2,3,1982,2,2
1999,1,10010,3,2,2,1,1,1,2,4,1,3,1999,2,2
1999,1,10011,1,3,3,2,1,1,2,4,2,3,1997,2,2
1999,2,10011,1,2,2,2,1,1,2,4,2,3,1996,2,2
1999,1,10012,1,2,2,2,1,1,2,4,2,3,1987,2,2
1999,1,10013,1,2,2,2,1,1,2,4,2,3,1995,2,2
1999,1,10014,1,2,2,2,1,1,2,4,2,3,1991,2,2
1999,2,10014,1,2,2,2,1,1,2,4,2,3,1977,2,2
1999,1,10015,1,2,2,2,1,1,2,4,2,3,1997,2,2
1999,1,10016,2,2,2,2,2,2,2,4,1,3,1980,2,2
1999,1,10017,2,2,2,2,1,1,2,4,2,3,1994,2,2
1999,2,10017,2,2,2,2,1,1,2,4,2,3,1994,2,2
1999,1,10018,1,1,1,1,2,2,2,4,1,3,1991,2,2
1999,1,10019,1,2,2,2,1,1,2,4,2,3,1981,2,2
1999,1,10020,1,2,2,2,1,1,2,4,2,3,1993,2,2
1999,2,10020,6,2,2,2,1,1,1,4,2,3,1990,2,2
1999,1,10021,1,3,3,2,2,2,2,4,2,3,1980,2,2
1999,2,10021,2,2,2,2,1,1,2,4,2,3,1998,2,2
1999,1,10022,1,2,2,2,1,1,2,4,2,3,1992,2,2
1999,1,10023,6,4,4,2,1,1,1,4,2,3,1995,2,2
1999,2,10023,1,2,2,2,1,1,2,4,2,3,1985,2,2
1999,1,10024,1,2,2,2,1,1,2,4,1,3,1993,2,2
1999,1,10025,6,2,2,1,1,1,1,4,1,3,1996,2,2
1999,2,10025,2,2,2,2,1,1,2,4,2,3,1993,2,2
1999,1,10026,1,3,3,1,1,1,2,4,1,3,1995,2,2
1999,1,10027,2,2,2,2,1,1,2,4,2,3,1985,2,2
1999,2,10027,1,2,2,2,2,2,2,4,1,3,1992,2,2
1999,1,10028,1,5,5,2,1,1,2,4,1,3,1994,2,2
1999,1,10029,1,2,2,2,1,1,2,4,1,3,1982,2,2
1999,1,10030,1,2,2,2,2,2,2,4,2,3,1982,2,2
1999,2,10030,4,2,2,2,1,1,2,4,2,3,1994,2,2
1999,1,10031,2,2,2,2,1,1,2,4,2,3,1989,2,2
1999,1,10032,1,4,4,2,1,1,2,4,2,3,1989,2,2
