ST_CASE,YEAR,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
10172,2003,31,31,31,31,31,31,31,31,31,31
10173,2003,0,0,0,0,0,24,0,0,0,0
10174,2003,21,6,18,12,14,0,0,0,9,17
10175,2003,0,0,0,0,0,0,0,0,0,0
10176,2003,14,13,38,26,0,26,6,0,38,0
10177,2003,20,5,8,12,5,0,0,16,10,15
10178,2003,24,24,24,24,24,24,24,24,24,24
10179,2003,19,19,19,19,19,19,19,19,19,19
10180,2003,16,15,27,8,6,6,17,2,14,2
10181,2003,14,8,17,11,25,31,22,20,22,14
10182,2003,0,0,0,0,0,0,0,0,0,0
10183,2003,0,19,18,0,18,21,24,26,0,13
10184,2003,0,0,0,0,0,0,0,0,0,0
10185,2003,0,0,0,0,0,0,0,0,0,0
10186,2003,0,0,0,0,0,0,0,0,0,0
10187,2003,14,14,14,14,14,14,14,14,15,14
10188,2003,0,0,0,0,0,0,0,0,0,0
10189,2003,3,3,3,3,3,3,3,3,3,3
10190,2003,21,21,21,21,21,21,21,21,21,21
10191,2003,0,0,0,0,0,0,0,0,0,0
10192,2003,0,19,0,0,0,0,0,0,0,0
10193,2003,0,0,0,0,0,0,0,0,0,0
10194,2003,41,0,0,24,0,9,0,5,0,9
10195,2003,0,0,0,0,0,0,0,0,0,0
10196,2003,0,0,0,0,0,0,0,0,0,0
10197,2003,15,15,15,15,15,15,15,15,15,15
10198,2003,18,18,18,18,18,18,18,18,18,18
10199,2003,0,0,0,0,0,0,0,0,5,0
10200,2003,21,21,21,21,21,21,21,21,21,21
10201,2003,0,0,0,0,0,0,0,0,0,0
10202,2003,0,0,6,0,0,0,15,0,0,11
10203,2003,0,0,0,0,0,13,0,0,0,24
10204,2003,0,0,0,0,16,0,0,0,0,0
10205,2003,0,0,0,0,0,0,0,0,0,0
10206,2003,0,0,0,0,0,0,0,0,0,0
10207,2003,0,11,0,0,0,0,0,0,0,0
10208,2003,0,0,10,0,0,23,0,0,0,0
10209,2003,7,0,0,0,0,0,0,12,0,0
10210,2003,10,10,10,10,10,10,10,10,10,10
10211,2003,0,0,0,0,0,0,0,0,8,17
10212,2003,0,8,0,0,17,0,0,0,0,0
10213,2003,0,0,0,0,0,0,0,0,0,0
10214,2003,0,0,0,0,0,0,0,0,0,0
10215,2003,0,0,0,0,11,23,0,12,0,0
10216,2003,0,0,0,0,0,0,0,0,0,0
10217,2003,0,0,0,0,0,0,0,0,0,0
10218,2003,0,0,0,0,0,0,0,0,0,0
10219,2003,10,6,19,12,16,6,29,9,9,16
10220,2003,25,25,25,25,25,25,25,25,25,25
10221,2003,1,1,6,1,1,1,1,1,1,1
10222,2003,0,0,0,0,0,0,0,0,0,0
10223,2003,0,0,0,0,0,0,0,0,0,0
10224,2003,0,0,0,0,0,0,0,0,0,0
10225,2003,0,0,0,0,0,0,0,14,0,16
10226,2003,0,0,18,13,0,0,19,0,0,0
10227,2003,0,0,0,0,0,0,0,0,0,0
10228,2003,14,14,14,14,14,14,14,14,14,14
10229,2003,0,0,23,0,16,0,0,0,0,0
10230,2003,0,0,0,0,0,0,0,35,0,0
10231,2003,0,0,0,0,0,0,0,0,0,0
10232,2003,0,0,0,0,0,0,0,0,0,0
10233,2003,20,5,15,23,20,13,28,4,26,6
10234,2003,0,19,0,0,0,0,0,0,4,0
10235,2003,0,0,0,0,0,0,0,0,0,0
10236,2003,0,0,0,0,0,0,0,0,0,0
10237,2003,3,6,17,10,8,10,8,0,11,20
10238,2003,15,15,15,15,15,15,15,15,15,15
10239,2003,0,0,13,0,5,0,0,0,0,0
10240,2003,0,0,0,0,0,0,0,0,0,0
10241,2003,16,16,16,16,16,16,16,16,16,16
10242,2003,0,0,0,0,0,0,0,0,0,0
10243,2003,0,0,0,0,0,0,0,0,8,0
10244,2003,0,0,0,0,0,0,0,0,0,0
10245,2003,0,0,31,0,0,0,0,0,0,0
10246,2003,0,0,0,0,0,0,0,0,0,0
10247,2003,0,0,0,0,0,0,0,0,0,0
10248,2003,20,20,20,20,20,20,20,20,20,20
10249,2003,14,14,14,14,14,14,14,14,14,14
10250,2003,13,25,0,14,25,28,0,0,24,24
10251,2003,0,0,0,0,0,0,0,0,0,0
10252,2003,2,2,2,5,2,2,2,2,2,2
10253,2003,0,0,0,0,0,0,0,28,0,0
10254,2003,0,0,0,0,0,0,0,0,0,0
10255,2003,0,0,0,0,0,0,0,0,0,0
10256,2003,19,19,19,19,19,19,19,19,19,19
10257,2003,9,12,34,13,15,11,11,0,0,29
10258,2003,10,10,10,10,10,10,10,10,10,10
10259,2003,0,0,0,0,0,0,0,0,0,0
10260,2003,18,5,12,5,18,22,21,18,18,11
10261,2003,20,20,20,20,20,20,20,20,20,20
10262,2003,0,0,0,0,0,0,21,0,0,0
10263,2003,0,0,0,0,0,0,0,0,0,0
10264,2003,20,20,20,20,20,20,20,20,20,20
10265,2003,0,0,0,0,0,2,0,0,0,0
10266,2003,0,0,0,0,0,0,0,0,0,0
10267,2003,0,0,0,0,0,0,0,0,0,0
10268,2003,0,0,0,0,0,0,6,0,0,16
10269,2003,19,25,6,17,15,18,8,11,13,10
10270,2003,0,21,0,0,7,9,0,7,0,12
10271,2003,0,0,0,0,0,0,0,0,0,0
10272,2003,23,17,15,9,19,16,0,8,12,21
10273,2003,0,0,0,0,0,0,0,0,0,0
10274,2003,18,18,18,18,18,18,18,18,18,18
10275,2003,0,0,0,0,0,0,0,0,0,0
10276,2003,34,34,34,34,34,34,34,34,34,34
10277,2003,0,0,0,0,0,0,0,0,0,0
10278,2003,0,0,0,0,0,0,0,0,0,0
10279,2003,15,12,5,17,28,16,18,19,23,16
10280,2003,22,19,33,17,6,19,30,10,12,22
10281,2003,23,17,2,9,19,31,25,18,10,36
10282,2003,0,0,0,0,0,0,0,0,0,11
10283,2003,18,0,0,0,0,11,8,0,0,0
10284,2003,0,0,0,23,27,16,0,0,10,0
10285,2003,0,0,0,0,11,0,0,0,0,0
10286,2003,0,0,0,0,0,0,0,0,0,0
10287,2003,0,0,0,0,0,0,0,0,0,0
10288,2003,15,24,18,5,11,16,12,11,9,16
10289,2003,15,15,16,0,22,19,32,24,19,22
10290,2003,0,0,0,0,0,0,0,0,0,0
10291,2003,0,0,0,0,0,0,0,0,0,0
10292,2003,0,0,0,0,0,0,0,0,0,0
10293,2003,0,0,0,0,0,0,0,0,0,0
10294,2003,0,0,0,0,0,0,0,0,0,0
10295,2003,0,0,0,0,0,0,0,0,0,0
10296,2003,4,4,4,4,4,4,4,4,4,4
10297,2003,0,0,0,0,9,0,15,0,0,0
10298,2003,10,0,0,22,15,25,8,0,0,0
10299,2003,1,1,1,1,1,1,1,1,1,1
10301,2003,0,0,0,0,0,0,0,0,0,0
10302,2003,31,21,9,0,0,0,17,0,0,0
10303,2003,15,12,18,15,2,20,37,21,29,10
10304,2003,24,24,24,24,24,24,24,24,24,24
10305,2003,21,5,23,15,32,8,2,22,15,25
10307,2003,21,21,21,21,21,21,21,21,21,21
10308,2003,0,0,0,0,0,0,0,0,0,0
10309,2003,0,0,0,0,0,0,0,0,0,0
10310,2003,0,0,0,14,0,0,0,0,0,0
10311,2003,4,16,0,0,0,0,15,0,4,0
10312,2003,13,13,13,13,13,13,13,13,13,13
10313,2003,18,0,21,0,0,0,0,19,21,0
10314,2003,0,0,0,0,0,0,0,0,0,0
10315,2003,0,0,0,0,0,0,0,0,0,0
10316,2003,11,0,0,0,0,0,0,0,0,0
10317,2003,0,0,0,0,0,0,0,0,0,0
10318,2003,15,18,14,0,0,11,5,15,15,14
10319,2003,0,12,0,0,0,22,0,11,16,0
10320,2003,0,10,0,0,0,0,0,0,0,0
10321,2003,16,8,11,14,0,0,0,9,0,8
10322,2003,10,10,10,10,10,10,10,10,10,10
10323,2003,0,0,0,0,0,0,0,0,0,0
10324,2003,15,15,15,15,15,15,15,15,15,15
10325,2003,20,20,20,20,20,20,20,20,20,20
10326,2003,0,0,0,0,0,0,0,0,0,22
10327,2003,5,0,0,10,0,13,0,8,21,16
10328,2003,0,0,0,0,0,0,0,0,0,0
10329,2003,0,0,0,0,11,0,0,0,0,0
10330,2003,0,0,0,0,0,0,0,0,0,0
10331,2003,26,0,0,11,0,0,0,15,0,0
10332,2003,0,0,28,17,0,0,0,0,27,0
10333,2003,0,0,0,0,0,0,0,0,0,0
10334,2003,19,19,19,19,19,19,19,19,19,19
10335,2003,0,0,0,0,0,0,0,0,0,0
10336,2003,0,0,0,0,0,0,0,0,0,0
10337,2003,0,0,0,0,0,0,0,0,0,0
10338,2003,0,0,0,0,0,0,0,0,0,0
10339,2003,25,25,25,25,25,25,25,25,25,25
10340,2003,9,12,14,11,10,9,11,9,12,17
10341,2003,8,7,20,0,8,20,0,14,7,14
10342,2003,0,0,0,0,0,0,0,0,0,0
10343,2003,0,0,0,0,0,0,0,0,0,0
10344,2003,14,14,14,14,14,14,14,14,14,14
10345,2003,13,0,14,8,28,7,34,37,27,17
10346,2003,0,0,0,0,0,0,0,0,0,0
10347,2003,0,0,0,0,0,0,0,0,0,0
10348,2003,0,0,0,0,0,0,0,0,0,0
10349,2003,0,7,0,20,0,0,0,22,0,0
10350,2003,0,0,0,0,0,0,0,0,0,0
10351,2003,0,0,0,0,0,0,0,0,0,0
10352,2003,0,0,0,0,0,0,7,0,0,0
10353,2003,0,12,9,20,8,0,0,0,8,9
10354,2003,0,0,0,0,0,0,0,0,0,0
10355,2003,0,0,0,0,0,0,0,0,0,0
10356,2003,0,0,0,0,0,0,0,0,0,0
10357,2003,0,0,0,0,0,0,0,0,0,0
10358,2003,0,14,0,0,0,0,0,0,0,0
10359,2003,3,10,14,19,17,15,9,9,16,9
10360,2003,0,0,0,0,0,0,0,0,0,0
10361,2003,0,0,0,0,0,0,0,0,0,0
10362,2003,0,0,0,0,0,0,0,0,0,0
10363,2003,0,0,0,0,0,0,0,13,0,0
10364,2003,0,0,0,0,0,0,0,0,0,9
10365,2003,0,0,0,0,0,0,0,0,0,0
10366,2003,0,0,0,0,0,0,0,0,0,0
10367,2003,0,0,0,0,0,0,0,0,0,0
10368,2003,0,0,0,0,0,0,0,0,0,0
10369,2003,0,0,0,0,0,0,0,0,7,0
10370,2003,18,18,18,18,18,18,18,18,18,18
10371,2003,0,0,0,0,0,0,0,0,0,0
10372,2003,0,0,0,0,0,0,0,0,0,0
10373,2003,3,3,3,3,3,3,3,3,3,3
10374,2003,11,11,11,11,11,11,11,11,11,11
10375,2003,0,24,28,0,12,11,21,22,21,20
10376,2003,10,10,10,10,10,10,10,10,10,10
10377,2003,0,0,0,0,0,0,0,0,0,0
10378,2003,0,0,0,0,0,0,0,0,0,0
10379,2003,0,0,0,0,0,0,0,0,0,0
10380,2003,4,0,0,0,0,0,0,0,0,0
10381,2003,0,0,0,0,0,0,0,0,0,0
10382,2003,0,0,0,0,0,0,0,0,0,3
10383,2003,0,0,0,0,0,0,0,0,0,0
10384,2003,0,0,0,0,0,0,0,0,0,0
10385,2003,0,0,0,0,0,0,0,0,0,0
10386,2003,10,7,22,15,24,17,6,17,17,18
10387,2003,28,28,28,28,28,28,28,28,28,28
10388,2003,0,0,0,0,0,0,0,0,0,0
10389,2003,0,0,0,0,0,0,0,16,0,0
10390,2003,0,0,0,0,0,0,0,0,0,0
10391,2003,0,0,0,0,0,0,0,0,0,0
10392,2003,0,0,0,21,0,0,0,0,0,0
10393,2003,0,0,0,0,0,0,0,0,0,0
10394,2003,0,0,0,0,0,0,0,0,0,0
10395,2003,28,19,24,21,17,0,21,16,8,33
10396,2003,0,0,0,0,6,0,0,0,0,0
10397,2003,18,18,18,18,18,18,18,18,18,18
10398,2003,0,4,0,0,8,0,0,0,11,31
10399,2003,0,0,0,0,0,0,0,0,0,0
10400,2003,0,0,0,0,0,0,0,0,0,0
10401,2003,0,0,0,0,0,0,0,0,0,0
10402,2003,3,3,3,3,3,3,3,3,3,3
10403,2003,22,22,22,22,22,22,22,22,22,22
10404,2003,0,0,0,0,0,0,0,0,0,0
10405,2003,0,0,0,0,0,0,0,0,0,0
10406,2003,21,21,21,21,21,21,21,21,21,21
10407,2003,21,21,21,21,21,21,21,21,21,21
10408,2003,20,0,0,0,0,0,16,20,0,0
10409,2003,0,0,0,0,0,0,0,0,0,0
10410,2003,21,21,21,21,21,21,21,21,21,21
10411,2003,15,16,11,7,27,0,0,0,9,25
10412,2003,0,0,0,0,0,0,11,0,0,0
10413,2003,0,0,0,0,0,0,0,0,0,0
10414,2003,0,0,21,0,0,0,0,0,0,13
10415,2003,0,0,0,0,0,0,0,0,0,0
10416,2003,0,0,0,0,0,0,0,0,0,0
10417,2003,0,0,0,0,0,0,0,0,0,0
10418,2003,0,0,0,0,0,0,0,0,0,0
10419,2003,22,0,0,11,0,0,0,0,0,22
10420,2003,0,0,0,0,0,0,0,0,0,0
10421,2003,8,0,7,0,5,0,8,16,0,2
10422,2003,26,20,12,12,12,12,12,12,12,12
10423,2003,0,0,0,0,0,0,0,11,0,0
10424,2003,7,0,0,10,0,13,0,6,0,0
10425,2003,0,0,0,0,0,0,0,0,6,0
10426,2003,0,0,0,0,0,0,0,0,0,0
10427,2003,20,0,0,27,0,0,14,13,0,0
10428,2003,0,0,8,27,0,18,0,0,0,0
10429,2003,19,19,19,19,19,19,19,19,19,19
10430,2003,0,0,0,0,0,0,0,0,0,0
10431,2003,0,0,2,0,0,0,0,0,0,0
10432,2003,0,0,0,0,0,0,0,0,0,0
10433,2003,0,0,0,0,0,0,0,0,0,0
10434,2003,17,17,17,17,17,17,17,17,17,17
10435,2003,19,19,19,19,19,19,19,19,19,19
10436,2003,0,25,0,0,0,0,0,0,0,0
10437,2003,16,16,14,9,19,11,0,23,0,23
10438,2003,13,13,13,13,13,13,13,13,13,13
10439,2003,0,0,0,0,0,0,0,0,0,0
10440,2003,5,13,6,8,8,2,13,16,4,0
10441,2003,0,0,0,0,0,7,0,0,8,0
10442,2003,0,0,0,0,0,0,0,0,0,0
10443,2003,30,30,30,30,30,30,30,30,30,30
10444,2003,7,0,0,0,0,0,0,0,0,0
10445,2003,0,0,0,0,0,0,0,0,0,0
10446,2003,0,0,0,0,0,0,0,0,0,0
10447,2003,11,11,11,11,11,11,11,11,11,11
10448,2003,0,0,0,0,0,0,0,0,0,0
10449,2003,0,5,0,0,0,0,0,0,0,15
10450,2003,0,0,0,0,0,0,0,0,0,0
10451,2003,24,21,16,0,6,0,14,11,27,24
10452,2003,0,10,0,0,11,0,10,10,13,14
10453,2003,0,0,23,0,11,0,0,0,0,0
10454,2003,0,0,0,0,0,0,0,0,16,0
10455,2003,0,7,21,7,10,9,0,23,13,12
10456,2003,0,0,0,0,0,0,0,0,0,0
10457,2003,31,22,0,0,24,0,0,0,20,19
10458,2003,9,10,19,6,14,8,7,7,15,25
10459,2003,0,0,0,0,0,0,0,0,16,0
10460,2003,15,0,24,0,0,0,19,0,0,0
10461,2003,0,0,0,0,0,0,0,0,0,0
10462,2003,0,0,0,0,0,0,0,0,0,0
10463,2003,0,0,0,0,0,0,0,0,0,0
10464,2003,0,0,0,0,0,0,0,0,0,0
10465,2003,7,23,11,20,23,23,16,12,6,16
10466,2003,0,0,0,0,0,0,0,0,0,0
10467,2003,0,0,0,0,0,0,0,0,0,0
10468,2003,0,0,0,0,0,0,0,0,0,0
10469,2003,0,0,0,0,10,0,0,0,0,0
10470,2003,23,33,7,0,15,25,12,5,0,16
10471,2003,0,0,0,0,0,0,0,0,0,0
10472,2003,0,0,0,0,0,0,0,0,0,0
10473,2003,0,0,0,0,0,0,0,0,0,0
10474,2003,0,0,0,4,12,0,0,0,0,0
10475,2003,18,18,18,18,18,18,18,18,18,18
10476,2003,8,15,13,0,16,10,0,24,0,0
10477,2003,12,12,12,12,12,12,12,12,12,12
10478,2003,0,6,0,0,0,0,0,0,12,0
10479,2003,16,18,28,15,40,41,9,27,16,15
10480,2003,17,0,14,16,21,0,0,16,0,0
10481,2003,0,0,0,0,0,0,0,0,0,0
10482,2003,2,2,2,2,2,2,2,2,2,2
10483,2003,9,0,0,0,0,0,0,0,4,28
10484,2003,0,0,0,0,0,0,0,0,0,0
10485,2003,0,0,0,0,0,0,23,0,0,0
10486,2003,12,5,11,26,11,6,9,12,7,0
10487,2003,0,0,0,0,0,0,0,0,0,0
10488,2003,0,0,0,0,0,0,0,0,0,0
10489,2003,0,0,0,0,0,0,0,0,0,0
10490,2003,20,20,20,20,20,20,20,20,20,20
10491,2003,0,0,0,0,0,0,0,0,0,0
10492,2003,0,0,0,0,0,0,0,0,0,0
10493,2003,0,0,0,0,0,0,0,0,0,0
10494,2003,0,0,0,0,0,0,17,0,0,0
10495,2003,0,22,10,25,16,0,16,0,0,14
10496,2003,0,0,0,0,0,0,0,0,0,0
10497,2003,0,0,0,0,0,0,0,0,0,0
10498,2003,0,0,0,13,0,0,18,0,8,0
10499,2003,23,23,23,23,23,23,23,23,23,23
10500,2003,18,18,18,18,18,18,18,18,18,18
10501,2003,0,0,0,0,0,0,0,0,0,0
10502,2003,26,12,37,11,14,19,14,28,6,32
10503,2003,21,20,22,24,28,8,24,18,0,30
10504,2003,0,0,0,0,0,0,0,0,0,0
10505,2003,25,18,11,29,10,19,30,17,28,16
10506,2003,22,22,22,22,22,22,22,22,22,22
10507,2003,0,0,0,24,0,0,0,0,13,0
10508,2003,0,0,0,0,0,0,0,13,0,0
10509,2003,0,0,0,0,0,0,0,0,5,0
10510,2003,0,0,0,9,0,0,0,0,16,4
10511,2003,12,0,0,33,13,0,0,25,26,16
10512,2003,0,0,0,0,0,0,0,0,0,0
10513,2003,14,0,0,10,19,18,12,13,16,11
10514,2003,0,23,6,7,25,7,9,0,0,21
10515,2003,8,4,7,20,11,16,26,24,27,10
10516,2003,0,0,0,0,0,0,0,0,0,0
10517,2003,0,0,0,0,0,0,0,0,0,0
10519,2003,0,0,0,0,0,0,14,0,0,0
10520,2003,0,0,0,0,0,0,0,0,0,0
10521,2003,6,17,15,4,0,9,7,10,12,7
10522,2003,0,0,0,24,0,0,0,25,21,10
10523,2003,0,0,0,0,0,0,0,0,0,0
10524,2003,0,0,23,0,0,11,0,16,3,33
10525,2003,0,13,20,30,8,18,28,22,17,5
10526,2003,0,0,0,0,0,0,0,9,0,0
10527,2003,0,0,0,22,16,0,0,22,0,0
10528,2003,0,0,0,0,0,0,0,0,0,0
10529,2003,0,0,0,0,0,0,0,0,0,0
10530,2003,23,23,23,23,23,23,23,23,23,23
10531,2003,0,0,0,0,0,0,0,0,0,0
10532,2003,6,13,19,13,22,27,9,14,12,0
10533,2003,17,0,25,0,0,24,0,11,0,0
10534,2003,22,22,22,22,22,22,22,22,22,22
10535,2003,0,0,0,0,0,0,0,0,0,0
10536,2003,0,0,0,0,0,0,0,0,0,0
10537,2003,20,17,0,9,22,15,17,13,21,6
10538,2003,9,9,9,9,9,9,9,9,9,9
