VEH_NO,PER_NO,ST_CASE,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
2,1,60482,0,0,0,0,0,0,0,0,0,0
1,1,60483,0,0,0,0,0,0,0,0,0,0
2,1,60483,0,0,0,0,0,0,0,0,0,0
0,1,60484,0,0,0,0,0,0,0,0,8,0
1,1,60484,0,0,0,0,0,0,0,0,0,0
1,1,60485,0,0,0,0,0,0,0,0,0,0
1,1,60486,0,0,0,0,0,0,0,0,0,0
0,1,60487,0,0,0,0,0,0,0,0,0,0
1,1,60487,0,0,0,0,0,0,0,0,0,0
1,1,60488,0,0,0,0,0,0,0,0,0,0
2,1,60488,0,0,0,0,0,0,0,0,0,0
1,1,60489,0,0,0,0,0,0,4,0,0,0
2,1,60489,0,0,0,0,0,0,0,0,0,0
0,1,60490,0,0,0,0,0,0,0,0,0,0
1,1,60490,0,0,0,0,0,0,0,0,0,0
0,1,60491,41,41,41,41,41,41,41,41,41,41
1,1,60491,0,0,0,0,0,0,0,0,0,0
1,1,60492,0,0,0,0,0,0,0,0,0,0
0,1,60493,0,0,0,0,0,0,0,0,0,0
1,1,60493,0,0,0,0,0,0,0,0,0,0
1,1,60494,16,16,16,16,16,16,16,16,16,16
2,1,60494,0,0,0,0,0,0,0,0,0,0
1,1,60495,0,0,0,0,0,0,0,0,0,0
2,1,60495,0,0,0,0,0,0,0,0,0,0
1,1,60496,0,0,0,0,0,0,0,0,0,0
1,1,60497,0,0,0,0,0,0,0,0,0,0
0,1,60498,0,0,0,0,0,0,0,0,0,0
1,1,60498,0,0,0,14,0,0,0,0,0,0
1,1,60499,0,0,0,0,0,0,0,0,0,0
1,1,60500,3,3,3,3,3,3,3,3,3,3
2,1,60500,0,0,0,0,0,0,0,0,0,0
0,1,60501,0,0,0,0,0,0,0,0,0,0
1,1,60501,0,0,10,10,8,21,4,0,15,0
0,1,60502,0,0,0,0,0,0,0,0,0,0
1,1,60502,0,0,0,0,0,0,0,0,0,0
1,1,60503,0,0,0,0,0,0,0,0,0,0
1,1,60504,19,19,19,19,19,19,19,19,19,19
1,1,60505,0,0,0,0,0,0,0,0,0,0
1,1,60506,12,12,12,12,12,12,12,12,12,12
0,1,60507,0,0,0,0,0,0,0,0,0,0
1,1,60507,0,0,0,0,0,0,0,0,0,0
1,1,60508,24,18,13,17,24,10,10,31,24,15
2,1,60508,22,22,22,22,22,22,22,22,22,22
1,1,60509,0,0,0,0,0,0,0,0,0,0
2,1,60509,0,0,0,0,0,0,0,0,0,0
0,1,60510,0,0,0,0,0,0,0,0,0,0
1,1,60510,0,0,0,0,0,0,0,0,0,0
0,1,60511,31,31,31,31,31,31,31,31,31,31
1,1,60511,0,0,0,8,0,0,11,0,0,0
0,1,60512,0,0,0,0,0,0,0,0,0,0
1,1,60512,0,0,0,0,0,0,0,0,0,0
1,1,60513,0,0,0,0,0,0,0,0,0,0
1,1,60514,5,5,5,5,5,5,5,5,5,5
0,1,60515,0,0,0,13,0,0,0,0,0,0
1,1,60515,0,0,0,0,0,0,0,0,0,0
1,1,60516,0,0,0,0,0,0,0,0,0,0
1,1,60517,30,30,30,30,30,30,30,30,30,30
0,1,60518,17,17,17,17,17,17,17,17,17,17
1,1,60518,13,7,7,10,14,19,14,8,24,9
1,1,60519,0,0,0,0,0,0,0,0,0,0
1,1,60520,0,0,0,0,0,0,0,0,0,0
2,1,60520,0,0,0,0,0,0,0,0,0,0
1,1,60521,0,0,0,0,0,0,0,0,0,0
2,1,60521,0,0,0,0,0,0,0,0,0,0
1,1,60522,0,0,0,0,0,0,0,0,0,0
2,1,60522,0,0,0,0,0,0,0,0,0,0
1,1,60523,0,0,0,0,0,0,0,0,0,0
2,1,60523,0,0,0,0,0,0,0,0,0,0
0,1,60524,0,0,0,0,0,0,0,0,0,0
1,1,60524,5,0,0,0,0,0,0,0,0,0
1,1,60525,0,0,0,0,0,0,0,0,0,0
1,1,60526,0,0,0,0,0,0,0,0,0,0
1,1,60527,6,6,6,6,6,6,6,6,6,6
1,1,60528,0,0,0,0,0,0,0,0,0,0
2,1,60528,0,0,0,0,0,0,0,0,0,0
0,1,60529,28,28,28,28,28,28,28,28,28,28
1,1,60529,0,0,0,0,0,0,0,0,0,0
1,1,60530,0,0,0,11,0,8,0,0,0,0
1,1,60531,0,0,0,0,0,0,0,0,0,0
1,1,60532,0,0,0,0,0,0,0,0,0,0
2,1,60532,0,0,0,0,0,0,0,0,0,0
3,1,60532,0,0,0,0,0,0,0,0,0,0
1,1,60533,0,0,0,0,0,0,0,0,0,0
2,1,60533,0,0,0,0,0,0,0,0,0,0
1,1,60534,0,0,0,0,0,0,0,0,0,0
2,1,60534,0,4,0,0,0,0,0,0,0,0
1,1,60535,0,0,0,0,0,0,0,0,0,0
0,1,60536,0,0,0,0,0,0,0,0,0,0
1,1,60536,0,0,0,0,0,0,0,0,0,0
0,1,60537,28,27,16,35,24,13,31,21,21,41
1,1,60537,0,0,0,0,0,0,0,0,0,0
1,1,60539,2,2,2,2,2,2,2,2,2,2
2,1,60539,0,0,0,0,0,0,0,0,0,0
1,1,60540,0,0,0,0,0,0,0,0,0,0
0,1,60541,20,22,26,4,5,8,27,20,19,20
1,1,60541,0,15,0,15,0,11,7,0,17,0
0,1,60542,0,0,0,0,0,0,0,0,0,0
1,1,60542,0,0,0,0,0,0,0,0,0,0
1,1,60543,18,18,18,18,18,18,18,18,18,18
0,1,60544,0,33,13,0,0,29,12,23,29,22
0,2,60544,0,0,0,14,0,0,0,21,0,0
1,1,60544,25,25,25,25,25,25,25,25,25,25
0,1,60545,0,0,0,0,0,0,0,0,0,0
1,1,60545,0,0,0,0,0,0,0,0,0,0
1,1,60546,0,0,0,0,0,0,0,0,0,0
1,1,60547,0,0,0,0,0,0,0,0,0,0
1,1,60548,8,8,8,8,8,8,8,8,8,8
2,1,60548,0,0,0,0,0,0,0,0,0,0
1,1,60549,2,2,2,2,2,2,2,2,2,2
0,1,60550,0,0,0,0,0,0,0,0,0,0
1,1,60550,0,0,0,0,0,0,0,0,0,0
1,1,60551,0,0,0,0,0,0,0,0,0,0
2,1,60551,0,0,0,13,0,0,0,0,0,0
1,1,60552,1,1,1,1,1,1,1,1,1,1
2,1,60552,0,0,0,0,0,0,9,0,0,0
0,1,60553,22,22,22,22,22,22,22,22,22,22
1,1,60553,0,0,0,0,0,0,0,0,0,0
2,1,60553,0,6,0,0,0,0,0,0,0,0
1,1,60554,0,0,0,0,0,0,0,0,0,0
2,1,60554,0,0,0,0,0,0,0,0,0,0
1,1,60555,0,0,0,0,0,0,0,0,0,0
1,1,60556,0,0,0,0,0,0,0,0,0,0
1,1,60557,0,0,0,0,0,0,0,0,0,0
2,1,60557,0,0,0,0,0,0,0,0,0,0
0,1,60558,0,0,0,0,0,0,0,0,0,0
1,1,60558,0,0,0,0,0,0,0,0,0,0
1,1,60559,29,29,29,29,29,29,29,29,29,29
1,1,60560,12,12,12,12,12,12,12,12,12,12
1,1,60561,0,0,0,0,0,0,0,0,9,0
2,1,60561,0,0,0,0,0,0,0,0,0,0
0,1,60562,0,0,0,0,0,0,0,0,0,0
1,1,60562,0,6,0,0,0,0,0,0,0,0
1,1,60563,0,0,0,0,0,0,0,0,0,16
1,1,60564,0,0,0,0,0,0,0,0,0,0
0,1,60565,0,0,4,0,0,6,0,0,0,0
1,1,60565,0,0,0,0,0,0,0,0,0,0
1,1,60566,0,0,0,0,0,0,0,0,0,0
0,1,60567,0,0,0,0,0,0,0,0,0,0
1,1,60567,0,0,0,0,0,0,0,0,0,0
1,1,60568,0,0,0,0,0,0,0,0,0,5
2,1,60568,15,0,0,0,0,0,0,0,0,0
1,1,60569,0,0,0,0,0,0,0,0,0,0
1,1,60570,0,0,0,0,0,0,0,0,0,0
1,1,60571,22,22,22,22,22,22,22,22,22,22
2,1,60571,0,0,2,0,0,13,0,0,0,0
3,1,60571,0,0,1,0,0,0,0,0,0,0
1,1,60572,0,0,0,0,0,0,0,0,0,0
2,1,60572,0,0,0,0,0,0,0,0,0,0
1,1,60573,0,0,0,0,0,0,0,0,0,0
2,1,60573,0,0,0,0,0,0,0,0,0,0
3,1,60573,0,0,0,0,0,0,0,0,0,0
4,1,60573,0,0,0,0,0,0,0,0,0,0
1,1,60574,10,10,10,10,10,10,10,10,10,10
2,1,60574,0,0,0,0,0,0,0,0,0,0
1,1,60575,0,0,0,0,0,0,0,0,0,0
2,1,60575,0,0,0,0,0,0,0,0,0,0
1,1,60576,20,20,20,20,20,20,20,20,20,20
1,1,60577,0,0,0,0,0,0,0,0,0,11
2,1,60577,0,0,0,0,0,0,0,0,0,0
1,1,60578,12,12,12,12,12,12,12,12,12,12
2,1,60578,0,0,0,0,0,0,0,0,0,0
3,1,60578,0,0,0,0,0,0,0,0,0,0
1,1,60579,17,17,17,17,17,17,17,17,17,17
1,1,60580,17,17,17,17,17,17,17,17,17,17
2,1,60580,0,0,0,0,0,0,0,0,0,0
3,1,60580,0,0,0,0,0,0,0,0,0,0
1,1,60581,0,0,0,0,0,0,16,0,0,0
2,1,60581,0,0,0,0,0,0,0,0,0,0
3,1,60581,0,13,0,0,0,0,0,0,0,0
1,1,60582,0,0,0,0,0,0,0,0,0,0
2,1,60582,0,0,0,0,0,0,0,0,0,0
1,1,60583,20,20,20,20,20,20,20,20,20,20
2,1,60583,0,0,0,0,0,0,0,0,0,0
0,1,60584,0,0,0,0,0,0,0,0,0,0
1,1,60584,15,0,0,12,0,0,0,0,0,24
1,1,60585,0,0,0,0,0,0,0,0,0,0
0,1,60586,0,0,15,0,0,0,0,0,0,0
1,1,60586,0,0,0,0,0,0,0,0,0,0
2,1,60586,0,0,0,0,0,0,0,0,0,0
3,1,60586,0,0,0,0,0,0,0,0,0,0
1,1,60587,0,0,0,0,0,0,0,0,0,0
1,1,60588,0,0,0,0,0,0,0,0,0,0
1,1,60589,0,0,0,0,0,0,0,0,0,0
2,1,60589,0,0,0,0,0,0,0,0,0,0
1,1,60590,0,0,0,0,0,0,0,0,0,0
2,1,60590,0,0,0,0,0,0,0,0,0,0
3,1,60590,0,0,0,0,0,0,0,0,0,0
1,1,60591,0,0,0,0,0,0,0,0,0,0
1,1,60592,21,21,21,21,21,21,21,21,21,21
1,1,60593,20,20,20,20,20,20,20,20,20,20
1,1,60594,0,0,0,0,0,0,0,0,0,0
1,1,60595,0,0,12,0,0,0,0,0,0,0
1,1,60596,0,0,0,0,0,0,0,0,0,0
2,1,60596,0,0,0,0,0,0,0,0,0,0
1,1,60597,16,16,16,16,16,16,16,16,16,16
2,1,60597,0,0,0,0,0,0,0,0,0,0
3,1,60597,0,0,0,0,0,0,0,0,0,0
1,1,60598,0,0,0,0,0,0,0,0,0,0
2,1,60598,0,0,0,0,0,0,0,0,0,0
3,1,60598,0,0,0,0,0,0,0,0,0,0
1,1,60599,19,19,19,19,19,19,19,19,19,19
2,1,60599,0,3,0,0,0,0,18,0,0,0
1,1,60600,0,0,0,0,0,12,0,0,0,0
1,1,60601,0,0,0,0,0,0,0,0,0,0
2,1,60601,0,0,0,0,0,0,0,0,0,0
1,1,60602,0,0,0,0,0,9,0,0,0,12
2,1,60602,0,0,0,0,0,0,0,0,0,0
3,1,60602,0,0,0,0,0,0,0,0,0,0
0,1,60603,0,0,0,0,0,0,0,0,0,0
0,2,60603,0,0,0,0,0,0,0,0,0,0
1,1,60603,0,0,0,0,0,0,0,0,0,0
4,1,60603,0,0,16,0,0,0,0,0,11,0
1,1,60604,0,0,0,0,0,0,0,0,0,0
2,1,60604,0,0,0,0,0,0,0,0,0,0
1,1,60605,0,0,0,0,0,0,0,0,0,0
2,1,60605,0,0,0,0,0,0,0,0,0,0
0,1,60606,37,37,37,37,37,37,37,37,37,37
1,1,60606,0,0,0,0,0,0,0,0,0,0
1,1,60607,19,19,19,19,19,19,19,19,19,19
2,1,60607,0,0,0,0,0,0,0,0,0,0
1,1,60608,0,0,0,0,0,0,0,0,0,0
1,1,60609,0,0,0,0,0,0,0,0,0,0
2,1,60609,0,0,0,0,0,0,0,0,0,0
1,1,60610,0,0,0,0,0,0,0,0,0,0
1,1,60611,10,10,10,10,10,10,10,10,10,10
1,1,60612,0,0,0,0,0,0,0,0,0,0
1,1,60613,0,0,0,0,0,0,0,0,0,0
1,1,60614,0,0,0,0,0,0,0,0,0,0
1,1,60615,4,4,4,4,4,4,4,4,4,4
2,1,60615,0,0,0,0,0,0,0,0,0,0
1,1,60616,0,0,0,0,0,0,0,0,0,0
2,1,60616,0,0,0,0,0,0,0,0,0,0
3,1,60616,0,0,0,0,14,4,0,0,0,0
0,1,60617,12,12,12,12,12,12,12,12,12,12
1,1,60617,0,0,0,0,0,0,0,0,0,0
3,1,60617,4,13,0,2,3,12,18,13,8,19
1,1,60618,9,9,9,9,9,9,9,9,9,9
0,1,60619,8,8,8,8,8,8,8,8,8,8
1,1,60619,0,0,0,6,0,0,0,0,0,0
1,1,60620,0,0,0,0,0,0,0,0,0,0
0,1,60621,2,2,2,2,2,2,2,2,2,2
1,1,60621,0,0,0,0,0,0,0,0,0,0
1,1,60622,0,0,0,0,0,0,19,0,0,0
1,1,60623,3,3,3,3,3,3,3,3,3,3
2,1,60623,0,0,0,0,0,0,0,0,0,0
3,1,60623,8,8,0,0,0,0,0,0,0,0
1,1,60624,14,14,14,14,14,14,14,14,14,14
2,1,60624,0,0,0,0,0,0,0,0,5,0
1,1,60625,0,0,0,0,0,0,0,0,0,0
0,1,60626,0,0,0,0,0,0,0,0,0,0
0,2,60626,0,0,0,0,0,0,0,0,0,0
1,1,60626,0,0,0,0,0,0,0,0,0,0
1,1,60627,0,0,0,0,0,0,0,0,0,0
2,1,60627,0,0,0,0,0,0,0,0,0,0
0,1,60628,0,0,0,0,0,0,0,0,0,0
1,1,60628,0,7,13,0,7,0,0,6,13,8
1,1,60629,0,0,0,0,0,0,0,0,0,0
1,1,60630,19,19,19,19,19,19,19,19,19,19
1,1,60631,0,5,0,0,0,0,0,0,0,0
1,1,60632,0,0,0,0,0,0,0,0,0,0
2,1,60632,0,0,0,0,0,0,0,0,0,0
1,1,60633,17,17,17,17,17,17,17,17,17,17
1,1,60634,16,16,16,16,16,16,16,16,16,16
1,1,60635,0,0,0,0,0,0,0,0,0,0
2,1,60635,0,0,0,0,0,0,0,0,0,0
0,1,60636,0,0,0,0,0,0,0,0,0,0
1,1,60636,0,0,0,0,8,0,0,0,0,0
1,1,60637,17,17,17,17,17,17,17,17,17,17
1,1,60638,0,0,0,0,0,0,0,0,0,0
0,1,60639,0,0,0,0,0,0,0,0,0,0
1,1,60639,0,0,0,0,0,0,0,0,0,0
1,1,60640,0,0,0,0,0,0,0,0,0,0
2,1,60640,0,0,13,0,0,14,0,0,0,0
0,1,60641,0,0,0,0,0,0,0,0,0,0
1,1,60641,0,0,0,0,0,0,0,0,0,0
1,1,60642,0,0,0,0,0,0,0,0,0,0
1,1,60643,27,27,27,27,27,27,27,27,27,27
0,1,60644,0,0,0,0,0,0,0,0,0,0
1,1,60644,14,10,3,18,16,24,19,0,30,11
0,1,60645,0,0,0,0,0,0,0,0,0,0
1,1,60645,0,0,0,0,0,0,0,0,0,0
0,1,60646,25,25,25,25,25,25,25,25,25,25
1,1,60646,0,18,0,0,0,0,0,0,0,0
1,1,60647,17,0,0,7,0,7,0,12,20,12
2,1,60647,0,0,9,0,0,0,0,8,0,0
1,1,60648,0,0,0,0,0,0,0,0,0,0
2,1,60648,0,0,0,0,0,0,0,0,0,0
0,1,60649,0,0,0,0,0,0,0,0,0,0
1,1,60649,0,0,0,0,0,0,0,0,0,0
2,1,60650,0,0,0,0,0,0,0,0,0,0
1,1,60651,24,24,24,24,24,24,24,24,24,24
2,1,60651,0,0,0,0,0,0,0,0,0,0
1,1,60652,15,15,15,15,15,15,15,15,15,15
1,1,60653,0,0,0,0,0,0,0,0,0,0
1,1,60654,0,0,0,0,0,0,0,0,0,0
2,1,60654,16,16,16,16,16,16,16,16,16,16
0,1,60655,24,24,24,24,24,24,24,24,24,24
1,1,60655,21,21,21,21,21,21,21,21,21,21
1,1,60656,26,26,26,26,26,26,26,26,26,26
1,1,60657,10,10,10,10,10,10,10,10,10,10
2,1,60657,0,0,0,0,0,0,0,0,0,0
0,1,60658,0,0,0,0,0,0,0,0,0,0
1,1,60658,0,0,0,0,0,0,0,0,0,0
1,1,60659,0,0,0,0,0,0,0,0,0,0
2,1,60659,0,0,0,0,0,0,0,0,0,0
1,1,60660,0,0,0,0,0,0,0,0,0,0
1,1,60661,30,30,30,30,30,30,30,30,30,30
0,1,60662,26,0,0,0,9,26,36,0,0,19
1,1,60662,0,0,0,0,0,0,0,0,0,0
0,1,60663,0,0,0,0,0,0,0,0,0,0
1,1,60663,7,0,0,7,0,0,0,0,0,0
1,1,60664,0,0,0,0,0,0,0,0,0,0
2,1,60664,0,0,0,0,0,0,0,0,0,0
1,1,60665,15,15,15,15,15,15,15,15,15,15
0,1,60666,0,0,0,0,0,0,0,0,0,0
1,1,60666,0,0,0,0,0,0,0,0,0,0
1,1,60667,0,0,0,0,0,0,0,0,0,0
2,1,60667,0,0,0,0,0,0,0,0,0,0
0,1,60668,0,0,0,0,0,0,0,0,0,0
1,1,60668,0,0,0,0,0,0,0,0,0,15
2,1,60668,0,0,0,0,0,0,0,0,0,0
1,1,60669,0,0,0,0,0,0,0,0,0,0
2,1,60669,0,0,0,0,0,9,0,0,0,0
1,1,60670,9,9,9,9,9,9,9,9,9,9
0,1,60671,26,26,26,26,26,26,26,26,26,26
1,1,60671,0,0,0,0,0,0,0,0,0,0
1,1,60672,15,15,15,15,15,15,15,15,15,15
1,1,60673,0,5,0,0,0,0,0,0,0,0
1,1,60674,6,6,6,6,6,6,6,6,6,6
0,1,60675,0,0,0,0,0,0,0,0,0,0
1,1,60675,0,0,0,0,0,0,0,0,0,0
1,1,60676,9,9,9,9,9,9,9,9,9,9
2,1,60676,0,0,0,0,0,0,0,0,0,0
3,1,60676,0,0,0,0,0,0,0,0,0,0
1,1,60677,0,0,0,0,0,0,0,0,0,0
2,1,60677,0,0,0,0,0,0,0,0,0,0
3,1,60677,0,0,0,0,0,0,0,0,0,0
1,1,60678,21,21,21,21,21,21,21,21,21,21
2,1,60678,11,11,11,11,11,11,11,11,11,11
3,1,60678,0,0,0,7,0,0,8,0,0,0
1,1,60679,0,0,0,0,0,0,0,0,0,0
2,1,60679,0,7,0,0,17,0,0,0,5,14
1,1,60680,28,28,28,28,28,28,28,28,28,28
2,1,60680,0,0,0,0,0,0,0,0,0,0
3,1,60680,0,0,0,0,0,0,0,0,0,0
4,1,60680,0,0,0,0,0,0,0,0,0,0
5,1,60680,0,0,0,0,0,0,0,0,0,0
1,1,60681,0,0,0,0,0,0,0,0,0,0
2,1,60681,0,0,0,0,0,0,0,0,0,0
3,1,60681,0,0,0,0,0,0,0,0,0,0
1,1,60682,0,0,0,0,0,0,0,0,0,0
2,1,60682,0,0,0,0,0,0,0,0,0,0
3,1,60682,0,0,9,0,10,0,0,0,0,0
1,1,60683,0,0,0,0,0,0,0,0,0,0
2,1,60683,0,0,0,0,0,0,0,0,0,0
1,1,60684,22,22,22,22,22,22,22,22,22,22
2,1,60684,0,0,0,22,0,0,0,0,0,0
3,1,60684,0,0,0,0,0,0,0,0,0,0
1,1,60685,9,9,9,9,9,9,9,9,9,9
0,1,60686,0,0,0,0,0,26,0,0,0,13
1,1,60686,0,0,0,0,0,0,0,0,0,0
2,1,60686,0,0,0,0,0,0,0,0,0,0
3,1,60686,0,0,0,0,0,0,0,0,0,0
1,1,60687,0,0,0,0,0,0,0,0,0,0
1,1,60688,0,0,0,0,0,0,0,0,0,0
2,1,60688,0,0,0,0,0,0,0,0,0,0
3,1,60688,0,0,0,0,0,0,0,0,0,0
1,1,60689,0,0,0,0,0,0,0,0,0,0
2,1,60689,0,0,0,0,0,0,0,0,0,0
3,1,60689,0,0,0,0,0,0,0,0,0,0
1,1,60690,0,0,0,0,0,0,0,0,0,0
1,1,60691,0,0,0,0,0,0,0,0,0,0
2,1,60691,0,0,0,0,0,0,0,0,0,0
1,1,60692,0,0,0,0,0,0,0,0,0,0
1,1,60693,0,0,0,0,0,0,5,0,0,0
1,1,60694,0,0,0,0,0,0,0,0,0,0
0,1,60695,0,0,0,0,0,0,0,0,0,0
1,1,60695,0,0,0,0,0,0,0,0,0,0
1,1,60696,0,0,7,0,0,0,0,0,0,0
2,1,60696,0,0,0,0,0,0,0,0,0,0
3,1,60696,0,0,0,0,0,0,0,0,0,0
1,1,60697,0,0,0,0,0,0,0,0,0,0
2,1,60697,0,0,0,0,0,0,0,0,0,0
1,1,60698,0,0,0,0,0,0,0,0,0,0
0,1,60699,17,17,17,17,17,17,17,17,17,17
1,1,60699,0,0,0,0,0,0,0,0,0,0
2,1,60699,0,0,0,0,0,0,0,0,0,0
1,1,60700,23,23,23,23,23,23,23,23,23,23
2,1,60700,0,0,0,0,0,0,0,0,0,0
1,1,60701,0,0,0,0,0,0,0,0,0,0
2,1,60701,0,0,0,0,0,0,0,0,0,0
3,1,60701,0,0,0,0,0,0,0,0,0,0
0,1,60702,26,26,26,26,26,26,26,26,26,26
0,2,60702,10,10,10,10,10,10,10,10,10,10
1,1,60702,0,0,0,0,0,0,0,0,0,0
0,1,60703,13,13,13,13,13,13,13,13,13,13
1,1,60703,0,0,0,0,0,0,0,0,0,0
1,1,60704,26,26,26,26,26,26,26,26,26,26
2,1,60704,0,0,0,0,0,0,0,0,0,0
1,1,60705,24,24,24,24,24,24,24,24,24,24
1,1,60706,20,20,20,20,20,20,20,20,20,20
1,1,60707,0,0,0,0,0,0,0,0,0,0
1,1,60708,0,0,0,0,0,0,0,0,0,0
1,1,60709,9,9,9,9,9,9,9,9,9,9
1,1,60710,0,0,0,0,0,0,0,0,0,0
1,1,60711,0,0,0,0,0,0,0,0,0,0
2,1,60711,0,0,0,0,0,0,0,0,0,0
1,1,60712,0,0,0,0,0,0,0,0,0,0
2,1,60712,0,0,0,0,0,0,20,0,0,0
1,1,60713,0,0,0,0,0,0,0,0,0,0
2,1,60713,0,0,0,0,0,0,0,0,0,22
1,1,60714,0,0,0,0,0,0,0,0,0,0
1,1,60715,0,0,0,0,0,0,0,0,0,0
1,1,60716,0,0,0,0,0,0,0,0,0,0
2,1,60716,0,0,0,0,0,0,0,0,0,0
3,1,60716,3,3,3,3,3,3,3,3,3,3
1,1,60717,13,13,13,13,13,13,13,13,13,13
2,1,60717,4,5,0,0,0,0,0,9,0,4
1,1,60718,0,0,0,0,0,0,0,0,0,0
2,1,60718,0,0,0,0,0,0,0,0,0,0
3,1,60718,0,0,0,0,0,0,0,0,0,0
0,1,60719,0,0,0,0,0,0,0,0,0,0
1,1,60719,0,0,0,0,0,0,0,0,0,0
1,1,60720,0,0,0,0,0,0,0,0,0,0
2,1,60720,0,0,0,0,0,0,0,0,0,0
1,1,60721,0,0,0,0,0,0,0,0,0,0
2,1,60721,0,0,15,0,0,0,8,0,0,0
1,1,60722,0,0,0,0,0,0,0,0,0,0
2,1,60722,0,0,0,0,0,6,0,0,0,0
1,1,60723,0,0,0,0,0,0,0,0,0,0
0,1,60724,16,16,16,16,16,16,16,16,16,16
1,1,60724,0,0,0,0,0,0,0,0,0,0
1,1,60725,31,0,0,21,9,14,0,0,13,15
1,1,60726,15,15,15,15,15,15,15,15,15,15
2,1,60726,0,0,0,0,0,0,0,0,0,0
1,1,60727,24,24,24,24,24,24,24,24,24,24
2,1,60727,0,0,0,0,0,0,0,0,0,0
1,1,60728,0,0,0,0,0,0,0,0,0,0
1,1,60729,0,0,0,0,0,0,0,0,0,0
2,1,60729,0,0,0,0,0,0,0,0,0,0
1,1,60730,0,0,0,0,0,0,0,0,0,0
2,1,60730,0,0,0,0,0,0,0,0,0,0
3,1,60730,0,0,0,0,0,0,0,0,0,0
1,1,60731,15,15,15,15,15,15,15,15,15,15
2,1,60731,0,0,0,0,0,0,0,0,0,0
0,1,60732,0,0,17,0,0,0,0,0,0,5
1,1,60732,0,0,0,0,0,0,0,0,0,0
1,1,60733,0,0,0,0,0,0,0,0,0,0
2,1,60733,0,0,0,0,0,0,0,0,0,0
1,1,60734,0,0,0,0,0,0,0,0,0,0
0,1,60735,0,0,0,0,0,0,0,0,0,0
1,1,60735,0,0,0,0,0,0,4,0,0,0
1,1,60736,21,21,21,21,21,21,21,21,21,21
1,1,60737,6,6,6,6,6,6,6,6,6,6
1,1,60738,0,0,0,0,0,0,0,0,0,0
1,1,60739,0,0,0,0,0,0,0,0,0,0
1,1,60740,0,0,0,0,0,0,0,0,0,0
2,1,60740,0,0,0,0,0,0,0,0,0,0
0,1,60741,0,0,0,0,0,0,0,0,0,0
1,1,60741,0,0,0,0,0,0,6,0,0,0
1,1,60742,0,0,0,0,0,0,0,0,0,0
0,1,60743,0,0,0,0,0,0,0,0,0,0
1,1,60743,0,0,0,0,0,0,0,0,0,0
1,1,60744,0,0,0,0,0,0,0,0,0,0
1,1,60745,0,0,0,0,0,0,0,0,0,0
2,1,60745,3,10,7,5,8,9,11,0,7,0
0,1,60746,0,0,0,0,0,0,0,0,0,0
1,1,60746,0,0,12,0,9,0,0,14,0,0
1,1,60747,17,17,17,17,17,17,17,17,17,17
0,1,60748,23,23,23,23,23,23,23,23,23,23
1,1,60748,10,11,11,26,13,19,16,22,27,18
1,1,60749,8,16,13,18,14,15,14,20,16,13
0,1,60750,21,21,21,21,21,21,21,21,21,21
1,1,60750,0,10,12,2,0,9,0,17,0,0
0,1,60751,0,0,0,0,0,0,0,0,0,0
0,2,60751,20,0,19,0,0,0,0,0,0,0
1,1,60751,0,0,0,0,0,0,0,0,0,0
2,1,60751,0,0,0,0,0,0,0,0,0,0
1,1,60752,0,0,0,0,0,0,0,0,0,0
2,1,60752,0,0,0,0,0,0,0,0,0,0
1,1,60753,24,24,24,24,24,24,24,24,24,24
2,1,60753,0,0,0,0,0,0,0,0,0,0
0,1,60754,0,0,0,0,0,0,0,0,0,0
1,1,60754,0,0,0,0,0,0,0,0,0,0
1,1,60755,0,0,0,0,0,0,2,0,0,0
2,1,60755,0,0,0,0,0,0,0,7,0,0
1,1,60756,0,0,0,0,0,0,0,0,0,0
2,1,60756,0,0,0,0,0,0,0,0,0,0
1,1,60757,17,17,17,17,17,17,17,17,17,17
2,1,60757,0,0,0,0,0,0,0,0,0,0
1,1,60758,0,0,0,0,0,0,0,0,0,0
1,1,60759,0,0,0,0,0,0,0,0,0,0
1,1,60760,13,5,15,15,17,13,0,6,21,7
1,1,60761,0,0,0,0,0,0,0,0,0,0
2,1,60761,0,0,0,0,0,0,0,0,0,0
1,1,60762,3,3,3,3,3,3,3,3,3,3
1,1,60763,3,3,3,3,3,3,3,3,3,3
1,1,60764,0,0,0,0,0,0,0,0,0,0
2,1,60764,0,0,0,0,0,0,0,0,0,7
0,1,60765,0,0,0,0,0,0,0,0,0,0
1,1,60765,0,0,0,0,0,0,0,0,0,0
0,1,60766,5,5,5,5,5,5,5,5,5,5
1,1,60766,0,12,2,0,12,7,13,0,24,6
1,1,60767,19,19,19,19,19,19,19,19,19,19
1,1,60768,0,0,0,0,0,0,0,0,0,0
2,1,60768,0,0,0,0,0,0,0,0,0,0
0,1,60769,0,0,0,0,0,0,0,0,0,0
1,1,60769,0,0,0,0,0,0,0,0,0,0
1,1,60770,0,0,0,0,0,0,0,0,0,0
2,1,60770,0,0,0,0,0,0,0,0,0,0
1,1,60771,0,0,0,0,0,0,0,0,0,0
2,1,60771,0,0,0,0,0,0,0,0,0,0
0,1,60772,4,4,4,4,4,4,4,4,4,4
1,1,60772,0,0,0,0,0,0,0,0,0,0
0,1,60773,15,0,24,0,18,25,0,3,8,12
1,1,60773,0,7,15,0,0,22,0,4,0,9
