ST_CASE,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
10165,0,0,0,0,2,0,0,0,0,0
10166,5,5,5,5,5,5,5,5,5,5
10167,0,0,0,4,11,0,0,0,0,0
10168,0,0,0,0,0,0,0,6,0,0
10169,7,4,20,32,14,0,20,14,9,2
10170,0,0,0,0,0,0,0,0,0,8
10171,21,0,13,17,7,22,10,16,22,0
10172,0,0,0,0,0,0,0,0,0,0
10173,0,0,0,0,0,0,0,0,0,0
10174,0,0,0,0,0,0,0,0,21,0
10175,0,8,0,5,0,0,0,0,0,0
10176,15,15,15,15,15,15,15,15,15,15
10177,11,17,22,17,21,0,5,10,15,11
10178,0,0,0,0,6,0,0,0,0,0
10179,0,22,0,0,0,0,0,0,0,0
10180,21,21,21,21,21,21,21,21,21,21
10181,13,13,13,13,13,13,13,13,13,13
10182,19,19,19,19,19,19,19,19,19,19
10183,0,0,0,0,0,0,0,0,0,0
10184,0,0,0,0,0,0,0,0,0,0
10185,0,0,0,0,0,0,0,0,0,0
10186,0,0,0,0,0,0,0,0,0,0
10187,0,0,0,0,0,0,0,0,0,0
10188,0,0,0,0,0,0,0,0,0,0
10189,0,0,0,0,0,0,0,0,0,0
10190,18,21,19,9,14,13,0,0,11,0
10191,0,0,0,0,0,0,0,0,0,0
10192,0,0,0,0,0,0,0,0,0,0
10193,0,0,0,0,0,0,0,0,0,0
10194,0,0,0,0,0,0,0,0,0,0
10195,0,0,11,0,0,0,22,0,0,0
10196,0,0,0,0,0,0,12,0,0,0
10197,0,0,0,0,0,0,0,0,0,0
10198,24,24,24,24,24,24,24,24,24,24
10199,0,0,0,0,0,0,0,0,0,0
10200,0,0,0,0,0,0,0,0,0,0
10201,17,17,17,17,17,17,17,17,17,17
10202,5,5,5,5,5,5,5,5,5,5
10203,16,16,16,16,16,16,16,16,16,16
10204,11,11,11,11,11,11,11,11,11,11
10205,18,18,18,18,18,18,18,18,18,18
10206,6,0,0,0,0,0,0,0,0,0
10207,0,22,11,0,19,0,19,18,20,13
10208,0,15,0,0,0,0,0,0,0,0
10209,0,0,0,0,0,0,0,2,3,6
10210,34,36,43,6,22,14,18,6,29,17
10211,0,0,0,0,0,0,0,0,0,0
10212,0,0,0,0,0,0,0,0,0,0
10213,0,0,0,0,0,0,0,0,0,0
10214,0,0,0,0,0,4,0,11,0,0
10215,21,0,15,0,0,0,0,0,0,0
10216,26,26,26,26,26,26,26,26,26,26
10217,13,22,16,12,16,29,21,14,23,24
10218,33,26,16,21,30,10,36,26,14,15
10219,0,0,0,0,0,0,0,0,0,0
10220,0,17,6,0,3,0,6,16,10,4
10221,14,36,10,11,8,25,14,12,13,17
10222,0,0,21,0,24,0,0,22,0,6
10223,0,0,0,0,0,0,0,0,0,0
10224,0,0,0,0,0,0,0,0,0,0
10225,0,0,0,0,0,0,0,0,0,0
10226,0,0,0,0,0,0,0,0,0,0
10227,0,0,0,0,0,0,0,0,0,0
10228,0,0,0,0,0,0,0,0,0,0
10229,0,22,0,0,0,0,0,0,0,0
10230,0,0,0,0,0,0,0,0,0,0
10231,19,19,19,19,19,19,19,19,19,19
10232,25,26,40,25,25,25,25,25,25,25
10233,15,15,15,15,15,15,15,15,15,15
10234,0,0,0,0,0,0,0,0,0,0
10235,0,0,0,0,0,0,0,0,0,0
10236,19,19,19,19,19,19,19,19,19,19
10237,0,8,0,0,10,0,0,0,19,0
10238,8,8,8,8,8,8,8,8,8,8
10239,28,0,16,33,23,15,10,23,0,11
10240,23,23,23,23,23,23,23,23,23,23
10241,0,0,0,0,0,0,0,0,0,0
10242,13,13,13,13,13,13,13,13,13,13
10243,0,0,0,0,0,0,0,0,0,0
10244,0,0,0,14,0,0,0,0,0,0
10245,16,16,16,16,16,16,16,16,16,16
10246,0,0,0,0,0,0,0,0,0,0
10247,0,25,0,0,0,3,0,16,11,4
10248,27,27,27,27,27,27,27,27,27,27
10249,19,19,19,19,19,19,19,19,19,19
10250,0,0,0,0,6,0,0,0,0,13
10251,0,0,0,0,0,0,0,0,0,0
10252,0,0,0,0,0,0,0,0,0,0
10253,43,9,12,21,16,26,19,23,23,29
10254,0,0,0,0,0,0,0,0,0,11
10255,0,0,0,0,0,0,0,0,0,0
10256,0,0,0,0,0,0,0,0,0,0
10257,0,17,0,0,0,31,8,19,35,0
10258,0,15,0,0,0,0,0,0,0,14
10259,0,14,0,0,0,2,0,0,0,0
10260,3,3,3,3,3,3,3,3,3,3
10261,0,0,11,12,0,0,20,4,0,0
10262,0,0,0,0,0,0,0,0,0,0
10263,14,15,35,7,28,14,11,21,6,18
10264,0,0,13,6,15,0,9,0,0,0
10265,0,0,0,0,15,0,0,0,0,0
10266,0,0,0,0,0,0,0,0,0,0
10267,0,0,0,0,0,0,0,0,0,0
10268,12,20,10,10,44,34,26,21,15,25
10269,0,0,0,0,0,0,0,0,0,0
10270,0,0,0,0,0,0,0,0,0,0
10271,0,0,0,0,0,0,0,0,0,0
10272,0,0,0,0,0,0,0,0,0,0
10273,16,0,30,0,0,0,3,0,0,7
10274,0,0,0,0,0,0,14,0,0,0
10275,0,0,0,0,0,0,0,0,0,0
10276,25,25,25,25,25,25,25,25,25,25
10277,0,0,0,0,0,0,0,0,0,0
10278,20,22,24,14,10,17,0,15,0,0
10279,0,29,16,0,19,11,5,22,10,0
10280,31,31,31,31,31,31,31,31,31,31
10281,5,6,17,0,19,4,0,0,7,0
10282,0,24,0,0,25,0,0,0,0,0
10283,0,0,0,0,0,0,0,0,0,0
10284,28,0,13,18,47,21,18,13,30,13
10285,0,0,0,0,0,0,0,0,0,0
10286,0,0,0,0,0,0,0,0,0,0
10287,13,13,13,13,13,13,13,13,13,13
10288,12,12,12,12,12,12,12,12,12,12
10289,0,0,0,0,0,0,0,0,0,10
10290,0,0,0,0,0,0,0,0,0,0
10291,22,22,22,22,22,22,22,22,22,22
10292,16,16,16,16,16,16,16,16,16,16
10293,23,23,23,23,23,23,23,23,23,23
10294,0,0,0,0,0,0,0,0,0,0
10295,0,0,0,11,0,0,0,0,0,0
10296,13,13,13,13,13,13,13,13,13,13
10297,13,13,13,13,13,13,13,13,13,13
10298,18,18,18,18,18,18,18,18,18,18
10299,15,15,15,15,15,15,15,15,15,15
10300,0,0,0,0,2,0,0,9,0,0
10301,27,27,27,27,27,27,27,27,27,27
10302,0,0,0,0,0,0,0,0,0,0
10303,0,0,0,0,0,0,0,0,0,0
10304,0,0,0,0,0,0,0,0,0,0
10305,0,0,0,0,0,0,0,0,0,0
10306,0,0,0,0,0,0,0,0,0,0
10307,10,10,10,10,10,10,10,10,10,10
10308,20,20,20,20,20,20,20,20,20,20
10309,0,0,0,0,0,0,0,0,0,0
10310,0,13,20,0,0,7,22,0,18,17
10311,0,0,0,0,0,0,0,0,0,0
10312,11,11,11,11,11,11,11,11,11,11
10313,15,15,15,15,15,15,15,15,15,15
10314,0,0,0,0,0,0,0,0,0,0
10315,0,0,19,0,0,0,0,0,0,0
10316,0,0,0,0,49,26,0,15,0,0
10317,19,19,19,19,19,19,19,19,19,19
10318,0,0,0,0,0,0,0,0,0,0
10319,0,0,0,0,0,0,0,0,0,0
10320,0,0,0,0,0,0,0,0,0,0
10321,0,0,0,0,0,0,0,0,0,0
10322,0,12,6,0,4,10,0,0,9,0
10323,0,0,0,0,0,0,0,0,0,0
10324,0,0,0,0,0,0,0,0,0,0
10325,0,0,0,20,0,0,0,0,0,0
10326,0,0,0,0,0,0,0,0,0,0
10327,33,33,33,33,33,33,33,33,33,33
10328,2,2,2,2,2,2,2,2,2,2
10329,0,0,0,0,0,0,0,0,0,0
10330,0,0,0,0,0,0,0,0,0,0
10331,0,0,0,0,0,0,0,0,0,0
10332,0,0,0,0,0,0,0,0,0,0
10333,0,0,0,0,0,0,0,0,4,0
10334,13,13,13,13,13,13,13,13,13,13
10335,0,0,14,0,0,0,0,0,0,0
10336,9,23,11,18,10,26,3,16,27,25
10337,13,13,13,13,13,13,13,13,13,13
10338,22,12,24,0,0,0,12,0,15,0
10339,0,0,0,0,0,0,0,0,0,0
10340,0,0,0,0,0,0,0,0,0,0
10341,0,0,0,0,0,0,0,0,0,0
10342,0,0,0,0,0,0,0,0,0,0
10343,13,16,26,20,29,16,0,30,9,14
10344,0,0,0,0,0,0,0,0,0,0
10345,0,0,0,0,0,0,0,0,0,0
10346,4,0,10,0,0,0,0,17,0,9
10347,17,17,17,17,17,17,17,17,17,17
10348,13,13,13,13,13,13,13,13,13,13
10349,0,0,0,8,0,0,0,0,0,0
10350,0,0,0,0,0,0,0,0,0,0
10351,0,0,0,0,0,0,0,0,0,0
10352,0,0,0,0,0,0,0,27,10,0
10353,0,0,0,0,0,0,0,0,0,0
10354,13,13,13,13,13,13,13,13,13,13
10355,0,0,0,0,0,0,0,0,0,0
10356,0,0,0,0,0,0,0,0,0,0
10357,0,0,0,0,0,0,0,0,0,0
10358,6,25,0,0,24,10,16,0,0,0
10359,0,0,0,39,0,25,0,0,0,30
10360,22,22,22,22,22,22,22,22,22,22
10361,23,23,23,23,23,23,23,23,23,23
10362,13,20,16,20,7,7,16,8,8,8
10363,17,16,22,20,18,29,8,25,11,23
10364,27,27,27,27,27,27,27,27,27,27
10365,24,24,24,24,24,24,24,24,24,24
10366,25,33,13,22,8,14,12,9,23,24
10367,22,22,22,22,22,22,22,22,22,22
10368,0,0,3,0,15,0,0,0,0,0
10369,0,0,0,0,0,0,0,0,0,0
10370,0,0,0,0,0,0,0,0,0,0
10371,0,0,0,0,0,0,0,0,0,0
10372,22,22,22,22,22,22,22,22,22,22
10373,0,0,0,5,0,0,0,0,0,0
10374,0,0,0,0,0,0,0,0,0,5
10375,0,0,0,0,0,0,0,0,0,0
10376,14,5,13,0,9,0,0,12,15,7
10377,0,0,0,0,0,0,0,0,0,0
10378,21,5,12,0,6,31,12,13,17,16
10379,0,0,16,0,0,0,0,0,0,0
10380,7,0,0,11,0,0,0,0,13,7
10381,4,26,0,15,0,0,0,0,15,25
10382,0,0,0,0,0,0,0,0,0,0
10383,0,0,0,0,0,0,0,0,0,4
10384,10,24,32,12,27,26,35,4,19,25
10385,25,25,25,25,25,25,25,25,25,25
10386,0,0,0,0,0,0,0,0,0,0
10387,17,17,17,17,17,17,17,17,17,17
10388,0,14,0,0,0,0,0,0,0,0
10389,20,20,20,20,20,20,20,20,20,20
10390,0,14,0,0,19,0,0,0,0,0
10391,25,25,25,25,25,25,25,25,25,25
10392,0,0,0,0,0,0,0,0,0,0
10393,0,0,0,0,0,0,0,0,0,0
10394,0,0,0,38,0,26,0,0,0,0
10395,0,0,0,0,0,0,0,0,0,0
10396,0,0,0,9,0,0,0,0,0,0
10397,0,0,0,0,0,14,0,10,15,0
10398,0,0,0,0,0,0,0,0,0,0
10399,0,0,0,0,0,0,0,0,0,0
10400,21,0,21,0,0,17,0,0,0,0
10401,0,0,0,0,0,0,0,0,0,0
10402,10,0,0,16,0,0,19,0,0,6
10403,31,31,31,31,31,31,31,31,31,31
10404,23,23,23,23,23,23,23,23,23,23
10405,0,0,0,0,0,0,0,0,0,0
10406,0,0,0,0,0,0,0,0,0,0
10407,13,6,16,12,9,9,0,12,17,18
10408,0,0,0,7,0,0,0,0,13,0
10409,0,0,0,0,0,0,0,0,4,0
10410,0,0,0,0,0,0,0,0,0,0
10411,0,0,0,0,0,0,0,0,0,0
10412,0,0,0,0,0,0,0,0,0,0
10413,0,0,0,0,0,0,0,0,0,0
10414,9,12,4,0,0,12,0,19,15,9
10415,0,0,0,0,0,28,15,0,0,0
10416,23,23,23,23,23,23,23,23,23,23
10417,27,27,27,27,27,27,27,27,27,27
10418,0,0,0,0,0,0,0,0,0,0
10419,13,13,13,13,13,13,13,13,13,13
10420,0,0,0,0,13,0,0,0,0,0
10421,0,0,0,0,0,0,15,0,0,0
10422,12,12,12,12,12,12,12,12,12,12
10423,25,25,25,25,25,25,25,25,25,25
10424,24,13,14,16,12,8,0,26,13,17
10425,12,12,12,12,12,12,12,12,12,12
10426,4,7,17,0,20,15,8,19,6,0
10427,0,0,0,0,0,0,0,0,0,0
10428,25,25,25,25,25,25,25,25,25,25
10429,11,11,11,11,11,11,11,11,11,11
10430,0,0,0,0,0,0,0,0,0,0
10431,0,0,0,0,0,0,0,0,0,0
10432,22,22,22,22,22,22,22,22,22,22
10433,0,0,10,16,21,13,4,11,21,22
10434,24,21,0,11,27,23,10,16,20,54
10435,0,0,0,0,0,0,0,0,0,0
10436,0,16,0,13,0,0,0,0,0,0
10437,15,15,15,15,15,15,15,15,15,15
10438,0,0,0,0,0,0,0,0,0,0
10439,8,8,8,8,8,8,8,8,8,8
10440,0,0,0,0,0,0,0,0,0,0
10441,0,0,0,0,0,0,0,0,0,0
10442,0,0,0,0,0,0,0,0,0,0
10443,0,0,0,0,0,0,0,0,0,0
10444,0,0,0,0,0,0,0,0,0,0
10445,0,0,0,0,0,7,0,0,0,0
10446,0,0,0,0,0,0,0,0,0,0
10447,0,0,0,0,0,0,0,0,0,0
10448,8,8,8,8,8,8,8,8,8,8
10449,0,0,0,0,0,0,0,0,0,0
10450,17,17,17,17,17,17,17,17,17,17
10451,0,0,0,0,0,0,0,0,0,0
10452,15,15,15,15,15,15,15,15,15,15
10453,0,11,5,11,0,0,28,16,0,6
10454,14,0,0,0,0,0,0,0,19,0
10455,1,1,1,1,1,1,1,1,1,1
10456,0,0,0,0,0,0,0,0,0,0
10457,0,0,0,0,0,0,0,0,0,0
10458,0,0,0,0,0,0,0,0,0,0
10459,0,0,0,0,0,0,0,0,0,0
10460,0,0,0,0,0,7,0,0,0,0
10461,0,0,0,0,0,0,0,0,0,0
10462,0,0,0,0,0,0,0,0,0,0
10463,14,14,14,28,14,14,25,43,14,14
10464,0,0,0,0,0,0,0,0,0,0
10465,9,19,0,0,0,10,26,20,9,0
10466,0,0,10,0,0,0,8,0,0,17
10467,0,0,0,0,10,0,0,18,0,28
10468,11,15,27,17,14,14,9,19,14,0
10469,10,10,10,10,10,10,10,10,10,10
10470,25,0,0,16,27,10,33,16,11,18
10471,21,0,0,0,0,0,0,0,13,0
10472,12,12,12,12,12,12,12,12,12,12
10473,29,30,26,25,21,9,21,17,21,20
10474,0,0,0,0,7,17,0,15,0,0
10475,0,8,12,0,2,15,9,24,15,5
10476,0,0,0,0,0,0,0,0,0,0
10477,0,0,0,0,0,6,25,0,0,0
10478,0,0,0,0,0,0,0,0,0,0
10479,11,0,0,0,3,0,0,0,0,0
10480,17,3,13,15,0,12,6,0,2,0
10481,11,11,11,11,11,11,11,11,11,11
10482,16,0,0,13,13,18,0,11,3,0
10483,0,7,0,0,0,6,0,17,0,0
10484,0,0,16,0,0,0,0,0,0,0
10485,18,0,0,0,0,0,0,0,0,0
10486,7,7,7,7,7,7,7,7,7,7
10487,0,0,0,0,0,0,0,0,0,0
10488,29,21,23,10,10,23,24,30,13,13
10489,29,21,24,17,39,21,39,35,24,32
10490,19,19,19,19,19,19,19,19,19,19
10491,0,0,0,0,0,0,0,0,0,0
10492,0,0,0,0,0,0,0,0,0,0
10493,0,0,0,0,0,0,0,0,0,0
10494,9,21,20,15,16,6,6,17,25,0
10495,0,0,0,21,0,0,0,0,14,11
10496,0,0,0,0,0,0,0,0,0,0
10497,16,16,16,16,16,16,16,16,16,16
10498,0,0,0,0,0,0,0,0,0,0
10499,0,0,2,0,0,0,0,12,0,0
10500,8,8,8,8,8,8,8,8,8,8
10501,11,11,11,11,11,11,11,11,11,11
10502,0,0,0,0,0,0,0,0,0,0
10503,9,25,28,9,30,4,22,10,11,10
10504,0,0,0,0,0,0,0,0,0,0
10505,0,0,0,0,10,0,0,0,0,0
10506,21,2,0,0,18,0,0,21,16,0
10507,26,26,26,26,26,26,26,26,26,26
10508,20,20,20,20,20,20,20,20,20,20
10509,0,0,0,0,0,0,0,0,0,0
10510,0,0,0,0,0,0,0,0,0,0
10511,0,0,0,0,0,0,0,0,0,0
10512,0,0,0,0,0,0,0,0,0,0
10513,0,0,0,0,0,0,0,0,0,15
10514,5,25,0,31,16,13,17,8,21,15
10515,0,0,6,0,0,0,0,17,16,0
10516,0,0,0,0,0,0,0,0,0,0
10517,0,0,0,0,0,0,0,0,0,0
10518,0,0,0,0,0,0,0,0,0,0
10519,0,0,0,0,0,0,17,0,0,0
10520,11,0,41,0,0,0,30,8,0,0
10521,0,0,0,0,0,0,0,0,0,0
10522,5,22,17,20,11,29,0,4,16,19
10523,0,0,0,0,0,0,0,0,8,0
10524,0,0,0,0,0,0,0,0,0,0
10525,10,0,0,0,0,0,0,25,0,0
10526,0,0,0,0,0,0,0,0,0,0
10527,0,0,0,0,0,0,0,0,14,0
10528,0,0,0,0,0,0,0,0,0,0
10529,0,0,0,0,0,0,0,0,0,0
10530,16,16,16,16,16,16,16,16,16,16
10531,3,17,15,18,31,15,19,24,12,22
10532,17,21,0,0,17,6,16,13,15,0
10533,25,29,22,8,15,35,14,3,17,17
10534,0,0,0,0,0,0,0,9,0,0
10535,14,15,5,0,17,0,0,14,0,27
10536,0,0,18,17,36,16,14,0,17,0
10537,0,0,0,0,0,0,0,0,0,0
10538,15,15,15,15,15,15,15,15,15,15
10539,0,0,0,0,0,0,0,0,0,0
10540,10,5,4,7,45,35,18,4,22,22
10541,0,0,0,0,0,0,0,0,0,12
10542,14,0,10,0,6,2,7,14,0,27
10543,0,0,0,0,0,0,0,0,0,0
10544,25,25,25,25,25,25,25,25,25,25
10545,0,0,0,0,0,0,0,0,0,0
10546,0,0,0,0,0,0,0,0,0,0
10547,0,0,18,0,0,0,0,16,0,2
10548,18,18,18,18,18,18,18,18,18,18
10549,21,21,21,21,21,21,21,21,21,21
10550,0,0,0,0,0,0,0,0,0,0
10551,9,0,0,0,10,0,0,0,0,0
10552,0,0,0,0,0,0,0,0,0,0
10553,0,0,0,0,0,0,0,0,0,0
10554,0,0,0,0,0,0,0,0,0,0
10555,0,0,0,0,0,0,0,0,0,0
10556,0,14,0,13,0,0,0,25,0,0
10557,21,21,21,21,21,21,21,21,21,21
10558,6,6,6,6,6,6,6,6,6,6
10559,0,0,0,0,0,0,0,0,0,0
10560,26,0,0,0,0,0,0,20,0,10
10561,16,16,16,16,16,16,16,16,16,16
10562,1,1,1,1,1,1,1,1,1,1
10563,17,23,18,20,10,17,24,8,10,19
10564,0,0,0,0,0,0,0,0,0,0
10565,19,19,19,19,19,19,19,19,19,19
10566,21,21,21,21,21,21,21,21,21,21
10567,0,15,0,0,6,13,0,0,0,0
10568,18,18,18,18,18,18,18,18,18,18
10569,19,19,19,19,19,19,19,19,19,19
10570,0,0,0,0,7,10,14,0,9,0
10571,11,11,11,11,11,11,11,11,11,11
10572,0,0,0,0,0,0,5,0,6,0
10573,26,26,26,26,26,26,26,26,26,26
10574,0,0,0,0,0,0,0,0,0,0
10575,15,10,27,0,17,23,21,44,6,0
10576,0,0,0,0,0,0,0,0,0,0
10577,0,0,0,0,0,0,0,0,0,0
10578,27,27,27,27,27,27,27,27,27,27
10579,0,0,0,0,0,0,0,0,0,0
10580,10,16,33,11,18,16,15,19,5,7
10581,0,0,0,0,0,0,0,0,0,0
10582,21,16,11,15,22,24,11,13,20,24
10583,16,13,11,29,16,17,13,13,26,40
10584,0,19,27,26,31,22,0,33,22,0
10585,0,0,0,0,0,0,0,0,0,0
10586,3,17,15,23,19,18,21,24,11,23
10587,0,0,0,0,0,0,0,0,0,0
10588,0,0,8,0,0,0,0,7,0,0
10589,8,44,23,10,6,8,11,31,4,11
10590,10,5,9,14,5,17,12,20,0,16
10591,0,0,0,16,0,16,0,0,0,0
10592,5,5,5,5,5,5,5,5,5,5
10593,13,13,13,13,13,13,13,13,13,13
10594,0,0,0,0,0,0,0,0,0,0
10595,0,0,0,0,0,0,14,0,0,0
10596,0,0,0,0,0,0,25,0,6,0
10597,0,0,0,0,0,10,0,0,0,6
10598,33,33,33,33,33,33,33,33,33,33
10599,20,16,17,6,17,0,16,8,19,0
10600,8,0,23,0,0,0,0,0,0,19
10601,14,0,33,27,23,9,9,9,11,11
10602,13,19,5,20,12,9,27,8,14,18
10603,0,0,0,16,0,0,0,0,0,0
10604,0,0,0,0,0,0,0,0,0,0
10605,0,0,0,0,0,0,0,0,0,0
