YEAR,VEH_NO,ST_CASE,A_BODY,A_IMP1,A_IMP2,A_VROLL,A_LIC_S,A_LIC_C,A_CDL_S,A_MC_L_S,A_SPVEH,A_SBUS,A_MOD_YR,A_DRDIS,A_DRDRO
2000,1,10001,1,2,2,2,2,2,2,4,2,3,1989,2,2
2000,1,10002,1,2,2,2,2,2,2,4,1,3,1984,2,2
2000,1,10003,1,2,2,2,1,1,2,4,1,3,1989,2,2
2000,1,10004,2,2,2,1,1,1,2,4,2,3,1987,2,2
2000,1,10005,2,2,2,2,1,1,2,4,2,3,1988,2,1
2000,2,10005,6,4,4,2,1,1,1,4,2,3,1999,2,2
2000,3,10005,3,2,2,2,1,1,2,4,2,3,1996,2,2
2000,1,10006,1,2,2,2,1,1,2,4,2,3,1997,2,2
2000,1,10007,1,2,2,2,1,1,2,4,2,3,1993,2,1
2000,1,10008,1,2,2,2,1,1,2,4,1,3,1998,2,2
2000,1,10009,1,2,2,1,2,2,2,4,1,3,1988,2,2
2000,1,10010,1,3,3,1,2,2,2,4,2,3,1993,2,1
2000,1,10011,1,2,2,2,1,1,2,4,2,3,1985,1,2
2000,1,10012,1,3,3,2,1,1,2,4,1,3,1994,2,2
2000,1,10013,1,2,2,2,1,1,2,4,2,3,1990,2,2
2000,2,10013,6,2,2,2,1,1,1,4,2,3,1999,2,2
2000,1,10014,1,3,3,2,1,1,2,4,1,3,1999,2,2
2000,1,10015,1,2,2,2,2,2,2,4,1,3,1986,2,2
2000,1,10016,1,6,6,1,1,1,2,4,1,3,1973,2,2
2000,2,10016,1,5,5,2,1,1,2,4,1,3,1976,2,2
2000,1,10017,1,2,2,1,2,2,2,4,2,3,1996,2,2
2000,1,10018,2,3,3,2,1,1,2,4,2,3,1995,2,2
2000,1,10019,8,2,2,2,1,1,1,4,2,1,1986,2,2
2000,1,10020,1,2,2,1,1,1,2,4,1,3,1994,2,2
2000,1,10021,1,2,2,2,1,1,2,4,2,3,1996,2,2
2000,2,10021,6,2,2,2,1,1,1,4,2,3,1999,2,2
2000,1,10022,1,5,5,2,1,1,2,4,2,3,1996,2,2
2000,2,10022,6,2,2,2,1,1,1,4,2,3,1998,2,2
2000,1,10023,1,2,2,2,2,2,2,4,2,3,1981,2,2
2000,1,10024,1,2,2,1,1,1,2,4,1,3,1987,2,2
2000,1,10025,3,2,2,2,1,1,2,4,2,3,1997,2,2
2000,1,10026,1,5,5,2,1,1,2,4,1,3,1995,2,2
2000,1,10027,1,4,4,2,1,1,2,4,2,3,1986,2,2
2000,2,10027,1,2,2,2,1,1,2,4,2,3,1988,2,2
2000,1,10028,2,2,2,2,1,1,2,4,1,3,1987,2,2
2000,1,10029,1,2,2,2,1,1,2,4,1,3,1986,2,2
2000,1,10030,4,2,5,2,1,1,2,4,1,3,1994,2,2
2000,1,10031,2,2,2,1,1,1,2,4,1,3,1996,2,2
2000,1,10032,1,3,3,2,1,1,2,4,1,3,1990,2,2
2000,1,10033,3,3,3,1,1,1,1,4,1,3,1992,2,2
2000,2,10033,2,2,2,2,1,1,2,4,2,3,1996,2,2
2000,1,10034,2,2,2,1,2,2,2,4,2,3,1979,2,2
2000,1,10035,1,5,5,2,1,1,2,4,2,3,1985,2,2
2000,1,10036,2,1,1,1,1,1,2,4,1,3,1997,2,2
2000,1,10037,3,2,2,2,1,1,2,4,2,3,1988,2,2
2000,1,10038,3,2,2,1,1,1,2,4,1,3,2000,2,2
2000,1,10039,1,2,2,2,1,1,2,4,2,3,1987,2,2
2000,2,10039,1,2,2,2,1,1,2,4,2,3,1991,2,2
2000,3,10039,1,2,2,2,1,1,2,4,2,3,1986,2,2
2000,1,10040,1,2,2,1,1,1,2,4,1,3,1991,2,2
2000,1,10041,1,5,5,2,1,1,2,4,2,3,1994,2,2
2000,2,10041,1,2,2,2,1,1,2,4,2,3,1985,2,2
2000,1,10042,1,2,2,2,1,1,2,4,1,3,1991,2,2
2000,2,10042,2,2,2,2,1,1,2,4,2,3,1995,2,2
