VEH_NO,NUMOCCS,BODY_TYP,TRAV_SP,DEFORMED,DEATHS,ST_CASE,DR_DRINK,L_STATE,PREV_ACC,PREV_DWI,PREV_SPD,MONTH,Year
1,1,80,98,4,1,480028,1,48.0,0.0,0.0,0.0,1,2001
2,1,80,98,4,1,480033,0,48.0,0.0,0.0,0.0,1,2001
1,1,80,98,9,1,480036,1,48.0,0.0,0.0,0.0,1,2001
1,1,80,98,4,1,480073,0,48.0,1.0,0.0,0.0,1,2001
1,1,80,98,4,1,480098,0,48.0,1.0,0.0,0.0,1,2001
1,1,80,98,4,1,480134,0,48.0,1.0,0.0,1.0,1,2001
2,1,80,98,4,1,480137,0,48.0,0.0,0.0,2.0,1,2001
2,1,80,98,4,1,480166,0,48.0,99.0,99.0,99.0,1,2001
1,2,80,98,9,1,480186,1,48.0,0.0,0.0,0.0,1,2001
1,1,80,98,9,1,480203,0,48.0,0.0,0.0,0.0,1,2001
2,1,80,98,4,1,480220,0,48.0,0.0,0.0,2.0,2,2001
1,1,80,98,9,1,480226,0,48.0,2.0,0.0,0.0,2,2001
2,1,80,98,9,1,480229,0,48.0,0.0,0.0,0.0,2,2001
1,1,80,98,2,1,480251,0,48.0,1.0,0.0,1.0,2,2001
1,1,80,98,4,1,480274,0,48.0,0.0,0.0,0.0,2,2001
1,1,80,98,4,1,480319,0,48.0,0.0,0.0,0.0,1,2001
1,1,80,98,9,1,480353,0,48.0,0.0,0.0,0.0,2,2001
1,1,80,98,9,1,480354,0,48.0,2.0,0.0,0.0,2,2001
1,2,80,98,6,1,480371,0,48.0,0.0,0.0,2.0,2,2001
1,1,80,98,9,1,480372,0,48.0,0.0,0.0,0.0,2,2001
2,1,80,98,4,1,480382,0,48.0,1.0,0.0,5.0,2,2001
1,1,80,98,2,1,480411,0,48.0,1.0,0.0,2.0,2,2001
1,1,80,98,9,1,480413,0,48.0,0.0,0.0,0.0,2,2001
2,2,80,71,9,1,480416,0,48.0,0.0,0.0,3.0,2,2001
1,1,80,98,9,1,480452,0,26.0,0.0,0.0,0.0,3,2001
1,1,80,98,9,1,480468,1,48.0,0.0,0.0,0.0,3,2001
2,1,80,98,9,1,480469,0,48.0,0.0,0.0,0.0,3,2001
1,1,80,98,2,1,480470,0,48.0,0.0,0.0,0.0,3,2001
2,1,80,98,6,1,480476,0,48.0,1.0,0.0,2.0,3,2001
1,1,80,98,6,1,480484,0,48.0,1.0,0.0,2.0,3,2001
2,2,80,98,6,2,480504,0,48.0,0.0,0.0,1.0,3,2001
1,1,80,98,2,1,480557,0,48.0,0.0,0.0,0.0,3,2001
1,1,80,98,2,1,480560,0,48.0,0.0,0.0,0.0,3,2001
1,2,80,98,4,2,480579,0,48.0,0.0,0.0,2.0,3,2001
1,1,80,98,4,1,480609,1,48.0,1.0,1.0,0.0,3,2001
1,1,80,98,2,1,480618,0,48.0,0.0,1.0,0.0,3,2001
1,1,80,98,6,1,480651,0,48.0,2.0,0.0,0.0,3,2001
1,1,80,98,6,1,480656,1,48.0,0.0,0.0,2.0,3,2001
2,1,80,98,9,1,480672,0,48.0,0.0,0.0,2.0,4,2001
1,1,80,98,2,1,480681,0,48.0,1.0,0.0,0.0,4,2001
1,1,80,98,6,1,480708,0,48.0,0.0,0.0,0.0,4,2001
2,1,80,98,6,1,480726,0,48.0,0.0,0.0,0.0,4,2001
1,1,80,98,9,1,480729,0,48.0,1.0,0.0,0.0,4,2001
1,1,80,98,2,1,480733,1,48.0,1.0,0.0,0.0,4,2001
1,1,80,98,6,1,480743,0,48.0,0.0,0.0,1.0,4,2001
1,1,80,98,9,1,480779,0,48.0,0.0,0.0,1.0,4,2001
1,1,80,98,9,1,480787,1,48.0,0.0,0.0,1.0,4,2001
1,1,80,98,4,1,480803,0,48.0,99.0,99.0,99.0,4,2001
1,2,80,98,9,1,480813,1,48.0,0.0,0.0,1.0,4,2001
1,1,80,98,2,1,480838,1,48.0,0.0,0.0,1.0,1,2001
1,1,80,98,6,1,480854,1,48.0,0.0,0.0,0.0,4,2001
2,1,80,98,6,1,480855,0,48.0,0.0,0.0,0.0,4,2001
1,1,80,98,9,1,480876,1,48.0,0.0,0.0,0.0,4,2001
1,1,80,98,6,1,480878,1,48.0,1.0,0.0,1.0,4,2001
1,1,80,98,2,1,480881,1,48.0,0.0,0.0,0.0,4,2001
2,2,80,98,2,2,480888,1,48.0,1.0,0.0,0.0,4,2001
1,1,80,98,2,1,480913,0,48.0,0.0,0.0,0.0,5,2001
1,1,80,98,6,1,480920,0,48.0,2.0,0.0,0.0,5,2001
1,1,80,98,9,1,480922,1,48.0,1.0,0.0,0.0,5,2001
2,2,80,98,9,2,480930,1,48.0,0.0,0.0,0.0,5,2001
1,1,80,98,9,1,480953,0,48.0,2.0,0.0,5.0,5,2001
1,1,80,98,9,1,481020,1,48.0,1.0,0.0,0.0,5,2001
1,1,80,98,9,1,481022,0,48.0,0.0,0.0,0.0,5,2001
1,1,80,98,9,1,481047,0,48.0,0.0,0.0,0.0,6,2001
2,1,80,98,9,1,481085,0,48.0,1.0,0.0,0.0,5,2001
1,1,80,98,2,1,481109,0,48.0,0.0,0.0,0.0,5,2001
1,1,80,98,9,1,481110,1,48.0,0.0,0.0,0.0,5,2001
1,1,80,98,9,1,481129,1,48.0,0.0,0.0,2.0,5,2001
1,1,80,98,4,1,481134,0,48.0,2.0,0.0,3.0,5,2001
1,2,80,98,4,2,481141,1,48.0,0.0,0.0,0.0,5,2001
1,1,80,98,9,1,481195,0,48.0,0.0,0.0,0.0,6,2001
2,1,80,98,6,1,481245,0,48.0,2.0,0.0,2.0,6,2001
1,1,80,98,9,1,481257,0,48.0,0.0,0.0,1.0,6,2001
1,1,80,98,2,1,481270,0,48.0,2.0,0.0,0.0,5,2001
1,2,80,98,9,1,481271,0,48.0,1.0,0.0,2.0,7,2001
1,2,80,98,9,1,481278,0,48.0,1.0,0.0,1.0,7,2001
2,1,80,98,2,1,481307,0,48.0,0.0,0.0,0.0,5,2001
1,1,80,98,4,1,481308,0,48.0,0.0,0.0,0.0,5,2001
1,1,80,98,2,1,481312,0,48.0,4.0,0.0,0.0,5,2001
1,1,80,98,9,1,481319,0,48.0,2.0,0.0,2.0,6,2001
1,1,80,98,4,1,481339,0,48.0,0.0,0.0,0.0,6,2001
1,1,80,98,2,1,481341,1,48.0,0.0,0.0,0.0,6,2001
1,1,80,98,2,1,481350,0,48.0,0.0,0.0,0.0,6,2001
1,1,80,98,6,1,481352,0,48.0,0.0,1.0,0.0,6,2001
1,1,80,98,9,1,481388,0,48.0,0.0,0.0,0.0,6,2001
2,1,80,65,9,1,481391,0,48.0,0.0,0.0,1.0,6,2001
1,1,80,98,9,1,481412,0,48.0,0.0,0.0,3.0,6,2001
2,1,80,98,9,1,481418,0,48.0,0.0,0.0,0.0,6,2001
1,1,80,98,9,1,481419,0,48.0,1.0,0.0,2.0,6,2001
1,1,80,98,9,1,481452,0,48.0,0.0,0.0,3.0,7,2001
1,1,80,98,4,1,481468,0,48.0,0.0,0.0,1.0,7,2001
2,1,80,98,4,0,481468,0,48.0,0.0,0.0,1.0,7,2001
2,2,80,98,4,2,481495,0,48.0,0.0,0.0,0.0,7,2001
1,1,80,98,9,1,481536,0,48.0,2.0,0.0,0.0,7,2001
1,1,80,98,4,1,481537,0,48.0,0.0,0.0,0.0,7,2001
1,1,80,98,2,1,481540,1,40.0,0.0,0.0,0.0,7,2001
2,1,80,0,2,0,481540,0,40.0,0.0,0.0,0.0,7,2001
1,1,80,98,2,1,481548,0,48.0,0.0,0.0,0.0,7,2001
1,1,80,97,6,1,481594,0,48.0,0.0,0.0,0.0,7,2001
1,2,80,98,4,1,481615,0,48.0,99.0,99.0,99.0,3,2001
1,1,80,98,9,1,481619,0,48.0,0.0,0.0,0.0,3,2001
4,1,80,98,9,0,481621,0,48.0,0.0,0.0,0.0,4,2001
1,1,80,35,2,0,481634,0,48.0,0.0,0.0,0.0,6,2001
1,1,80,98,2,1,481639,0,48.0,0.0,0.0,0.0,6,2001
1,2,80,98,9,1,481654,0,48.0,1.0,0.0,0.0,7,2001
1,1,80,98,9,1,481656,1,48.0,0.0,0.0,1.0,7,2001
1,1,80,98,6,1,481662,1,48.0,1.0,0.0,0.0,7,2001
1,1,80,56,4,1,481675,0,48.0,0.0,0.0,2.0,7,2001
1,1,80,98,9,1,481691,1,48.0,1.0,0.0,0.0,7,2001
1,1,80,98,2,1,481694,0,48.0,1.0,0.0,0.0,7,2001
1,1,80,98,2,1,481696,0,48.0,2.0,0.0,2.0,7,2001
2,1,80,98,2,1,481697,0,39.0,0.0,0.0,0.0,7,2001
2,1,80,98,9,1,481702,0,48.0,0.0,0.0,1.0,7,2001
1,1,80,98,4,1,481731,0,48.0,0.0,0.0,0.0,8,2001
1,1,80,98,2,1,481749,1,48.0,0.0,0.0,0.0,8,2001
2,1,80,98,2,1,481751,0,48.0,0.0,0.0,0.0,8,2001
1,1,80,98,6,1,481767,0,48.0,0.0,0.0,0.0,8,2001
1,1,80,98,4,1,481774,0,48.0,0.0,0.0,0.0,8,2001
1,1,80,98,4,1,481777,0,48.0,0.0,0.0,0.0,8,2001
2,1,80,98,6,1,481801,1,48.0,0.0,0.0,1.0,8,2001
2,2,80,98,6,2,481817,0,48.0,0.0,0.0,0.0,8,2001
1,1,80,98,9,1,481842,0,48.0,0.0,0.0,0.0,8,2001
2,1,80,98,6,1,481865,0,48.0,0.0,0.0,0.0,8,2001
1,1,80,98,2,1,481876,0,48.0,0.0,0.0,5.0,8,2001
2,2,80,0,6,2,481884,0,48.0,0.0,0.0,0.0,9,2001
1,1,80,98,2,1,481907,0,22.0,0.0,0.0,0.0,6,2001
1,1,80,98,9,1,481914,0,48.0,2.0,0.0,3.0,7,2001
1,1,80,98,0,1,481947,0,48.0,0.0,0.0,0.0,8,2001
2,1,80,98,9,1,481964,0,48.0,0.0,0.0,1.0,8,2001
1,1,80,98,4,1,481978,0,48.0,0.0,0.0,0.0,8,2001
1,1,80,98,4,1,482014,0,48.0,0.0,0.0,0.0,9,2001
1,1,80,98,2,1,482018,0,48.0,0.0,0.0,0.0,9,2001
1,1,80,98,2,1,482020,0,48.0,0.0,0.0,1.0,9,2001
2,1,80,98,4,1,482031,0,48.0,1.0,0.0,0.0,9,2001
1,1,80,98,4,1,482034,0,48.0,2.0,0.0,2.0,9,2001
1,1,80,98,6,1,482037,0,48.0,0.0,0.0,0.0,9,2001
1,1,80,98,2,1,482046,0,48.0,0.0,0.0,1.0,9,2001
1,1,80,98,0,1,482048,0,48.0,0.0,0.0,0.0,9,2001
1,1,80,98,9,1,482058,1,48.0,0.0,0.0,0.0,9,2001
2,1,80,98,9,1,482070,0,48.0,0.0,0.0,0.0,9,2001
2,1,80,98,9,1,482104,0,48.0,0.0,0.0,0.0,9,2001
1,1,80,98,6,1,482127,0,48.0,1.0,0.0,0.0,9,2001
1,1,80,98,2,1,482139,1,48.0,0.0,2.0,0.0,9,2001
2,1,80,98,6,1,482153,0,48.0,1.0,0.0,0.0,9,2001
1,2,80,98,4,1,482167,1,48.0,1.0,0.0,1.0,9,2001
2,1,80,98,4,1,482179,0,48.0,1.0,0.0,0.0,7,2001
1,1,80,98,2,1,482193,0,48.0,0.0,0.0,1.0,9,2001
2,2,80,98,2,1,482200,0,48.0,0.0,0.0,1.0,9,2001
1,1,80,98,2,1,482214,0,48.0,1.0,0.0,1.0,9,2001
2,1,80,98,6,1,482220,0,48.0,0.0,0.0,1.0,10,2001
1,1,80,98,9,1,482224,0,48.0,1.0,0.0,1.0,10,2001
1,1,80,98,2,1,482230,1,48.0,1.0,0.0,1.0,10,2001
1,1,80,98,9,1,482258,1,48.0,0.0,1.0,0.0,10,2001
1,1,80,98,6,1,482263,0,48.0,0.0,0.0,0.0,10,2001
2,1,80,48,9,1,482264,0,48.0,1.0,0.0,1.0,10,2001
1,1,80,98,9,1,482272,0,48.0,0.0,0.0,3.0,10,2001
1,1,80,98,6,1,482298,0,48.0,0.0,0.0,0.0,10,2001
2,1,80,98,6,1,482307,0,48.0,1.0,0.0,0.0,10,2001
1,1,80,98,6,1,482308,0,48.0,0.0,0.0,0.0,10,2001
1,2,80,98,4,2,482310,1,48.0,0.0,0.0,1.0,10,2001
1,1,80,98,6,0,482334,0,48.0,0.0,0.0,0.0,10,2001
1,1,80,98,2,0,482350,0,48.0,1.0,0.0,1.0,10,2001
2,1,80,98,9,1,482357,0,48.0,0.0,0.0,2.0,10,2001
1,1,80,98,4,1,482369,1,48.0,0.0,0.0,0.0,10,2001
1,1,80,98,9,1,482371,0,48.0,0.0,0.0,1.0,10,2001
1,1,80,98,9,1,482374,0,48.0,0.0,0.0,0.0,10,2001
1,1,80,98,9,1,482378,1,48.0,0.0,0.0,0.0,10,2001
1,1,80,98,2,1,482416,0,48.0,0.0,0.0,1.0,8,2001
1,1,80,98,4,1,482418,0,48.0,99.0,99.0,99.0,9,2001
1,1,80,98,2,1,482440,1,48.0,0.0,0.0,0.0,10,2001
2,1,80,98,9,1,482449,0,48.0,1.0,0.0,0.0,10,2001
1,1,80,98,2,1,482450,0,48.0,0.0,0.0,1.0,10,2001
