TRAV_SP,ST_CASE,PREV_ACC,PREV_DWI,PREV_SPD,Year
98,480007,0.0,0.0,0.0,2008
98,480021,0.0,0.0,1.0,2008
98,480030,0.0,0.0,4.0,2008
98,480032,0.0,0.0,0.0,2008
98,480034,0.0,0.0,2.0,2008
98,480051,0.0,0.0,0.0,2008
98,480061,0.0,0.0,0.0,2008
98,480095,98.0,0.0,0.0,2008
98,480096,0.0,0.0,1.0,2008
98,480118,0.0,0.0,0.0,2008
98,480125,0.0,0.0,0.0,2008
98,480137,0.0,0.0,0.0,2008
98,480147,1.0,0.0,0.0,2008
98,480159,0.0,0.0,0.0,2008
98,480160,0.0,0.0,0.0,2008
98,480161,0.0,0.0,0.0,2008
98,480161,0.0,1.0,0.0,2008
98,480163,0.0,0.0,0.0,2008
98,480190,0.0,0.0,0.0,2008
98,480207,0.0,0.0,0.0,2008
98,480208,0.0,0.0,0.0,2008
98,480210,1.0,0.0,2.0,2008
98,480212,0.0,0.0,0.0,2008
98,480212,0.0,0.0,0.0,2008
98,480214,0.0,0.0,2.0,2008
98,480215,0.0,0.0,0.0,2008
98,480219,0.0,0.0,0.0,2008
98,480220,0.0,0.0,1.0,2008
98,480246,0.0,0.0,2.0,2008
98,480251,0.0,0.0,1.0,2008
98,480255,0.0,0.0,0.0,2008
98,480256,0.0,0.0,0.0,2008
98,480257,1.0,0.0,1.0,2008
90,480259,0.0,0.0,0.0,2008
98,480260,0.0,0.0,0.0,2008
98,480264,0.0,0.0,0.0,2008
98,480298,0.0,0.0,0.0,2008
98,480309,0.0,0.0,0.0,2008
98,480311,0.0,0.0,9.0,2008
98,480317,1.0,0.0,0.0,2008
98,480319,0.0,0.0,0.0,2008
98,480325,0.0,0.0,0.0,2008
98,480350,0.0,0.0,1.0,2008
98,480351,0.0,0.0,0.0,2008
98,480353,0.0,0.0,0.0,2008
98,480362,0.0,0.0,0.0,2008
98,480365,1.0,0.0,1.0,2008
98,480367,1.0,0.0,0.0,2008
98,480374,0.0,0.0,0.0,2008
98,480379,0.0,0.0,0.0,2008
98,480384,0.0,0.0,0.0,2008
98,480391,0.0,0.0,0.0,2008
98,480391,0.0,0.0,0.0,2008
98,480392,0.0,0.0,0.0,2008
98,480403,1.0,0.0,0.0,2008
98,480406,0.0,0.0,0.0,2008
98,480414,0.0,0.0,0.0,2008
98,480431,0.0,0.0,0.0,2008
98,480437,0.0,0.0,0.0,2008
98,480451,1.0,0.0,0.0,2008
98,480461,0.0,0.0,0.0,2008
98,480465,0.0,0.0,0.0,2008
98,480465,0.0,0.0,1.0,2008
98,480479,0.0,0.0,0.0,2008
98,480481,1.0,0.0,2.0,2008
98,480485,0.0,0.0,0.0,2008
98,480486,0.0,0.0,0.0,2008
98,480489,2.0,0.0,0.0,2008
99,480528,0.0,0.0,2.0,2008
98,480533,0.0,0.0,0.0,2008
98,480545,0.0,0.0,0.0,2008
98,480561,0.0,0.0,0.0,2008
98,480562,0.0,0.0,0.0,2008
98,480563,0.0,0.0,0.0,2008
98,480565,0.0,0.0,1.0,2008
98,480583,0.0,0.0,0.0,2008
98,480604,0.0,0.0,0.0,2008
98,480609,0.0,0.0,0.0,2008
98,480623,1.0,0.0,0.0,2008
98,480629,2.0,0.0,0.0,2008
98,480629,1.0,0.0,2.0,2008
98,480629,1.0,0.0,1.0,2008
98,480631,0.0,0.0,0.0,2008
98,480635,0.0,0.0,0.0,2008
98,480636,1.0,0.0,0.0,2008
98,480637,0.0,0.0,1.0,2008
98,480639,0.0,0.0,0.0,2008
98,480649,0.0,1.0,4.0,2008
98,480651,0.0,0.0,0.0,2008
98,480655,0.0,0.0,0.0,2008
98,480658,0.0,0.0,1.0,2008
98,480659,0.0,0.0,0.0,2008
98,480660,0.0,0.0,0.0,2008
98,480666,0.0,0.0,0.0,2008
98,480667,0.0,0.0,0.0,2008
98,480668,1.0,0.0,0.0,2008
98,480670,0.0,0.0,1.0,2008
98,480671,0.0,0.0,0.0,2008
98,480674,0.0,0.0,0.0,2008
98,480686,2.0,0.0,0.0,2008
98,480689,0.0,0.0,1.0,2008
98,480709,0.0,0.0,1.0,2008
98,480712,1.0,0.0,1.0,2008
98,480715,0.0,1.0,0.0,2008
98,480716,0.0,0.0,0.0,2008
98,480718,0.0,0.0,0.0,2008
98,480731,0.0,0.0,0.0,2008
98,480735,0.0,0.0,0.0,2008
98,480738,0.0,0.0,0.0,2008
98,480741,0.0,0.0,0.0,2008
98,480742,1.0,0.0,2.0,2008
98,480749,0.0,0.0,0.0,2008
98,480750,0.0,0.0,1.0,2008
98,480753,0.0,0.0,0.0,2008
98,480755,0.0,0.0,2.0,2008
98,480756,1.0,0.0,1.0,2008
98,480763,0.0,0.0,0.0,2008
98,480779,0.0,0.0,0.0,2008
98,480781,0.0,0.0,1.0,2008
98,480782,0.0,0.0,1.0,2008
98,480785,0.0,0.0,0.0,2008
98,480792,0.0,0.0,0.0,2008
98,480801,0.0,0.0,0.0,2008
98,480812,0.0,0.0,0.0,2008
98,480816,0.0,0.0,0.0,2008
98,480827,0.0,0.0,0.0,2008
98,480829,0.0,0.0,0.0,2008
98,480832,0.0,0.0,0.0,2008
98,480836,0.0,0.0,1.0,2008
98,480842,1.0,0.0,0.0,2008
98,480848,0.0,0.0,1.0,2008
98,480849,0.0,0.0,0.0,2008
98,480864,0.0,0.0,0.0,2008
98,480866,0.0,0.0,1.0,2008
98,480872,0.0,0.0,1.0,2008
98,480893,0.0,0.0,0.0,2008
98,480902,0.0,0.0,0.0,2008
98,480913,0.0,0.0,1.0,2008
98,480921,0.0,1.0,0.0,2008
98,480949,0.0,0.0,0.0,2008
98,480949,0.0,0.0,0.0,2008
98,480954,0.0,0.0,0.0,2008
98,480955,0.0,0.0,1.0,2008
98,480963,0.0,0.0,0.0,2008
98,480964,1.0,0.0,0.0,2008
98,480981,0.0,0.0,0.0,2008
98,480982,0.0,0.0,2.0,2008
98,480985,0.0,0.0,0.0,2008
98,480988,0.0,0.0,2.0,2008
98,481002,0.0,0.0,1.0,2008
55,481004,0.0,0.0,0.0,2008
98,481004,0.0,0.0,1.0,2008
98,481007,0.0,0.0,0.0,2008
98,481009,0.0,0.0,0.0,2008
98,481014,0.0,0.0,0.0,2008
98,481024,98.0,0.0,0.0,2008
98,481028,1.0,0.0,0.0,2008
98,481038,0.0,0.0,0.0,2008
98,481044,0.0,0.0,2.0,2008
98,481045,1.0,0.0,0.0,2008
98,481051,1.0,0.0,1.0,2008
98,481054,0.0,0.0,0.0,2008
98,481055,3.0,0.0,0.0,2008
98,481056,0.0,0.0,0.0,2008
98,481060,0.0,0.0,0.0,2008
98,481078,0.0,0.0,0.0,2008
98,481082,0.0,0.0,0.0,2008
98,481098,0.0,0.0,1.0,2008
98,481104,0.0,0.0,2.0,2008
98,481108,0.0,0.0,1.0,2008
98,481110,0.0,0.0,0.0,2008
98,481126,0.0,0.0,0.0,2008
97,481128,0.0,0.0,0.0,2008
98,481130,1.0,0.0,0.0,2008
98,481131,0.0,0.0,3.0,2008
98,481135,1.0,0.0,0.0,2008
98,481141,0.0,0.0,0.0,2008
98,481142,0.0,0.0,0.0,2008
98,481146,0.0,0.0,1.0,2008
98,481152,0.0,1.0,0.0,2008
98,481155,0.0,1.0,2.0,2008
98,481157,0.0,0.0,0.0,2008
98,481159,1.0,0.0,0.0,2008
98,481160,0.0,0.0,0.0,2008
98,481177,0.0,0.0,0.0,2008
98,481177,0.0,0.0,0.0,2008
98,481181,0.0,0.0,0.0,2008
98,481188,0.0,0.0,0.0,2008
98,481189,0.0,0.0,0.0,2008
98,481194,0.0,0.0,0.0,2008
98,481209,0.0,0.0,0.0,2008
98,481211,0.0,0.0,0.0,2008
98,481213,0.0,0.0,0.0,2008
98,481229,0.0,0.0,0.0,2008
98,481231,0.0,0.0,0.0,2008
98,481236,1.0,0.0,0.0,2008
98,481245,0.0,0.0,0.0,2008
98,481253,0.0,0.0,0.0,2008
98,481262,1.0,0.0,2.0,2008
98,481267,0.0,0.0,1.0,2008
98,481270,0.0,0.0,0.0,2008
98,481270,0.0,0.0,0.0,2008
98,481271,0.0,0.0,0.0,2008
98,481271,0.0,0.0,0.0,2008
98,481271,0.0,0.0,0.0,2008
98,481271,0.0,0.0,1.0,2008
98,481271,0.0,0.0,0.0,2008
98,481272,0.0,0.0,0.0,2008
98,481276,0.0,0.0,0.0,2008
98,481276,1.0,0.0,0.0,2008
98,481279,0.0,0.0,0.0,2008
98,481280,99.0,99.0,99.0,2008
98,481281,0.0,0.0,0.0,2008
98,481283,0.0,0.0,0.0,2008
98,481287,0.0,0.0,0.0,2008
98,481292,0.0,0.0,0.0,2008
98,481301,0.0,0.0,0.0,2008
98,481303,0.0,0.0,0.0,2008
98,481309,0.0,0.0,0.0,2008
98,481323,0.0,0.0,1.0,2008
98,481327,0.0,0.0,0.0,2008
98,481329,0.0,0.0,2.0,2008
98,481330,0.0,0.0,0.0,2008
98,481331,1.0,0.0,0.0,2008
98,481333,0.0,0.0,0.0,2008
98,481334,0.0,0.0,0.0,2008
98,481336,0.0,0.0,0.0,2008
98,481338,0.0,0.0,1.0,2008
98,481340,0.0,0.0,4.0,2008
98,481342,1.0,0.0,0.0,2008
98,481344,0.0,0.0,0.0,2008
98,481351,0.0,0.0,0.0,2008
98,481355,0.0,0.0,0.0,2008
98,481358,0.0,0.0,1.0,2008
98,481380,0.0,0.0,0.0,2008
98,481384,0.0,0.0,0.0,2008
98,481386,0.0,0.0,1.0,2008
98,481394,2.0,0.0,2.0,2008
98,481394,0.0,0.0,2.0,2008
98,481395,0.0,0.0,0.0,2008
98,481399,1.0,0.0,1.0,2008
98,481400,0.0,0.0,1.0,2008
98,481409,0.0,0.0,0.0,2008
98,481418,0.0,0.0,0.0,2008
98,481421,0.0,0.0,0.0,2008
98,481423,0.0,0.0,3.0,2008
98,481428,0.0,0.0,1.0,2008
98,481429,0.0,1.0,0.0,2008
98,481433,1.0,0.0,0.0,2008
98,481438,0.0,0.0,0.0,2008
98,481439,0.0,0.0,0.0,2008
98,481441,0.0,0.0,0.0,2008
