TRAV_SP,ST_CASE,PREV_ACC,PREV_DWI,PREV_SPD,Year
98,481564,0.0,0.0,2.0,2002
98,481564,0.0,0.0,0.0,2002
98,481564,0.0,0.0,0.0,2002
98,481564,0.0,0.0,0.0,2002
98,481564,0.0,0.0,0.0,2002
98,481582,0.0,0.0,1.0,2002
98,481599,1.0,0.0,1.0,2002
98,481600,0.0,0.0,0.0,2002
98,481618,0.0,0.0,0.0,2002
98,481626,0.0,0.0,0.0,2002
55,481627,0.0,0.0,0.0,2002
98,481630,0.0,0.0,2.0,2002
98,481636,0.0,0.0,0.0,2002
98,481638,0.0,0.0,0.0,2002
98,481641,0.0,0.0,0.0,2002
98,481641,0.0,0.0,0.0,2002
98,481655,0.0,0.0,0.0,2002
98,481660,0.0,0.0,0.0,2002
98,481688,0.0,0.0,0.0,2002
98,481707,1.0,0.0,0.0,2002
98,481710,1.0,0.0,1.0,2002
98,481720,0.0,0.0,0.0,2002
98,481722,99.0,99.0,99.0,2002
98,481726,0.0,0.0,0.0,2002
98,481795,0.0,0.0,0.0,2002
98,481827,0.0,0.0,1.0,2002
98,481893,0.0,0.0,0.0,2002
98,481902,0.0,0.0,0.0,2002
98,481906,0.0,0.0,2.0,2002
98,481950,0.0,0.0,1.0,2002
98,481951,0.0,0.0,0.0,2002
98,481963,0.0,0.0,0.0,2002
98,481982,0.0,0.0,0.0,2002
98,482003,0.0,0.0,0.0,2002
98,482007,0.0,0.0,0.0,2002
98,482010,0.0,0.0,0.0,2002
98,482022,0.0,0.0,1.0,2002
98,482048,1.0,0.0,0.0,2002
98,482052,0.0,0.0,0.0,2002
98,482060,0.0,0.0,0.0,2002
98,482069,0.0,0.0,0.0,2002
98,482079,0.0,0.0,0.0,2002
98,482127,0.0,0.0,0.0,2002
98,482141,0.0,0.0,0.0,2002
98,482146,0.0,0.0,0.0,2002
98,482147,0.0,0.0,0.0,2002
98,482147,0.0,0.0,0.0,2002
98,482154,0.0,0.0,2.0,2002
98,482183,0.0,0.0,0.0,2002
98,482191,0.0,0.0,0.0,2002
98,482194,0.0,0.0,0.0,2002
98,482195,0.0,0.0,0.0,2002
98,482210,0.0,0.0,0.0,2002
98,482217,0.0,0.0,0.0,2002
98,482222,0.0,0.0,0.0,2002
98,482244,0.0,0.0,0.0,2002
98,482255,0.0,0.0,0.0,2002
98,482257,0.0,0.0,0.0,2002
48,482265,0.0,0.0,2.0,2002
98,482276,1.0,0.0,0.0,2002
98,482279,1.0,0.0,0.0,2002
85,482301,0.0,0.0,4.0,2002
98,482308,0.0,0.0,0.0,2002
98,482318,0.0,0.0,1.0,2002
98,482365,0.0,0.0,0.0,2002
98,482376,0.0,0.0,0.0,2002
98,482376,0.0,0.0,0.0,2002
98,482376,1.0,0.0,0.0,2002
98,482379,0.0,0.0,0.0,2002
55,482380,0.0,0.0,1.0,2002
98,482381,0.0,0.0,0.0,2002
98,482400,0.0,0.0,0.0,2002
98,482410,2.0,1.0,0.0,2002
98,482441,0.0,0.0,1.0,2002
98,482446,0.0,0.0,5.0,2002
38,482456,0.0,0.0,0.0,2002
35,482456,0.0,0.0,0.0,2002
98,482480,0.0,0.0,0.0,2002
98,482487,0.0,0.0,0.0,2002
98,482494,0.0,0.0,0.0,2002
98,482518,1.0,0.0,4.0,2002
34,482522,0.0,0.0,2.0,2002
98,482525,1.0,0.0,1.0,2002
98,482526,0.0,0.0,0.0,2002
98,482526,0.0,0.0,1.0,2002
98,482526,0.0,0.0,0.0,2002
98,482529,0.0,0.0,0.0,2002
98,482533,0.0,0.0,0.0,2002
98,482574,0.0,0.0,0.0,2002
98,482578,0.0,0.0,0.0,2002
98,482581,0.0,0.0,0.0,2002
98,482583,0.0,0.0,2.0,2002
98,482602,0.0,0.0,0.0,2002
98,482605,0.0,0.0,0.0,2002
98,482638,0.0,0.0,0.0,2002
98,482641,0.0,0.0,0.0,2002
98,482646,0.0,0.0,0.0,2002
98,482648,1.0,0.0,0.0,2002
98,482650,1.0,0.0,0.0,2002
98,482651,0.0,0.0,0.0,2002
98,482654,1.0,0.0,1.0,2002
98,482655,0.0,0.0,0.0,2002
98,482667,1.0,0.0,1.0,2002
98,482693,0.0,0.0,0.0,2002
98,482702,0.0,0.0,0.0,2002
98,482730,0.0,0.0,0.0,2002
98,482745,0.0,0.0,1.0,2002
98,482771,0.0,0.0,0.0,2002
98,482776,0.0,0.0,0.0,2002
98,482787,0.0,0.0,0.0,2002
98,482801,0.0,0.0,0.0,2002
98,482802,1.0,0.0,1.0,2002
98,482817,0.0,0.0,0.0,2002
98,482848,0.0,0.0,0.0,2002
98,482856,0.0,0.0,0.0,2002
98,482860,0.0,0.0,0.0,2002
98,482895,0.0,2.0,0.0,2002
98,482912,0.0,0.0,1.0,2002
98,482922,1.0,0.0,0.0,2002
98,482922,0.0,0.0,0.0,2002
98,482978,0.0,0.0,0.0,2002
98,483035,0.0,0.0,0.0,2002
98,483051,0.0,0.0,0.0,2002
98,483085,0.0,0.0,3.0,2002
98,483103,0.0,0.0,0.0,2002
98,483119,3.0,0.0,0.0,2002
98,483159,0.0,0.0,0.0,2002
60,483171,2.0,0.0,0.0,2002
98,483185,0.0,0.0,0.0,2002
0,483189,0.0,0.0,0.0,2002
98,483193,0.0,0.0,0.0,2002
98,483204,0.0,0.0,0.0,2002
98,483215,0.0,0.0,0.0,2002
98,483233,1.0,0.0,0.0,2002
98,483234,0.0,0.0,1.0,2002
98,483235,0.0,0.0,1.0,2002
98,483277,0.0,0.0,0.0,2002
98,483291,0.0,0.0,0.0,2002
98,483319,1.0,0.0,1.0,2002
98,483321,0.0,0.0,0.0,2002
98,483327,1.0,0.0,3.0,2002
98,483331,0.0,0.0,0.0,2002
98,483334,1.0,0.0,0.0,2002
98,483346,0.0,0.0,0.0,2002
98,483349,0.0,0.0,0.0,2002
