VEH_NO,NUMOCCS,BODY_TYP,TRAV_SP,DEFORMED,DEATHS,ST_CASE,DR_DRINK,L_STATE,PREV_ACC,PREV_DWI,PREV_SPD,MONTH,Year
4,1,80,98,9,1,480975,0,48.0,0.0,0.0,2.0,5,2004
2,2,80,98,6,1,480996,0,48.0,0.0,0.0,0.0,5,2004
1,1,80,98,6,1,480997,0,48.0,0.0,0.0,1.0,5,2004
1,2,80,98,6,1,481004,0,48.0,1.0,0.0,2.0,5,2004
2,2,80,98,6,1,481006,0,48.0,0.0,0.0,0.0,5,2004
1,1,80,98,9,1,481012,1,48.0,0.0,0.0,0.0,5,2004
2,1,80,98,9,1,481014,0,48.0,0.0,0.0,1.0,5,2004
1,1,80,98,6,1,481030,0,48.0,0.0,0.0,0.0,5,2004
1,1,80,98,6,1,481044,1,48.0,0.0,0.0,0.0,5,2004
1,1,80,98,6,1,481045,0,48.0,1.0,0.0,0.0,5,2004
2,1,80,98,6,1,481048,0,48.0,0.0,0.0,0.0,5,2004
1,1,80,98,9,1,481060,0,48.0,0.0,0.0,0.0,3,2004
1,1,80,60,9,1,481079,0,48.0,0.0,0.0,0.0,5,2004
1,1,80,98,9,1,481080,0,48.0,0.0,0.0,0.0,5,2004
2,1,80,98,9,1,481085,1,48.0,0.0,1.0,0.0,5,2004
2,1,80,98,6,1,481086,0,48.0,0.0,0.0,0.0,5,2004
3,1,80,98,2,1,481100,0,48.0,0.0,0.0,0.0,5,2004
1,1,80,98,9,1,481108,1,48.0,1.0,0.0,0.0,5,2004
2,2,80,98,6,1,481122,0,12.0,0.0,0.0,1.0,5,2004
1,1,80,98,4,1,481134,1,48.0,0.0,0.0,0.0,5,2004
1,1,80,98,9,1,481135,0,48.0,0.0,0.0,0.0,5,2004
1,1,80,98,6,1,481148,1,48.0,0.0,0.0,4.0,5,2004
1,1,80,98,6,1,481162,0,48.0,0.0,0.0,0.0,6,2004
2,1,80,98,9,1,481171,0,48.0,0.0,0.0,0.0,6,2004
1,1,80,98,6,1,481175,0,48.0,0.0,0.0,0.0,6,2004
3,2,80,98,9,2,481177,0,48.0,0.0,0.0,0.0,6,2004
1,1,80,98,4,1,481183,1,48.0,0.0,0.0,1.0,6,2004
1,1,80,98,6,1,481187,0,48.0,1.0,0.0,0.0,6,2004
2,1,80,98,2,1,481192,0,48.0,0.0,0.0,0.0,6,2004
1,1,80,98,4,1,481195,1,48.0,0.0,0.0,0.0,6,2004
1,1,80,98,9,1,481223,0,48.0,0.0,0.0,0.0,6,2004
1,1,80,98,2,1,481258,0,48.0,1.0,0.0,0.0,4,2004
1,1,80,98,9,1,481270,1,48.0,0.0,1.0,0.0,5,2004
1,1,80,98,9,1,481273,0,48.0,0.0,0.0,0.0,5,2004
1,2,80,98,2,1,481295,0,8.0,0.0,0.0,1.0,6,2004
1,1,80,98,9,1,481321,0,48.0,0.0,0.0,0.0,6,2004
2,1,80,98,4,1,481341,1,48.0,0.0,0.0,0.0,6,2004
1,2,80,98,9,1,481350,1,48.0,0.0,0.0,0.0,6,2004
2,1,80,98,9,0,481350,1,48.0,0.0,0.0,0.0,6,2004
1,1,80,98,9,1,481352,0,48.0,2.0,0.0,1.0,6,2004
1,1,80,98,2,1,481367,1,48.0,0.0,0.0,0.0,6,2004
1,2,80,98,6,1,481372,1,48.0,0.0,0.0,0.0,6,2004
1,2,80,98,9,1,481392,1,48.0,0.0,0.0,0.0,6,2004
1,1,80,98,4,1,481414,0,48.0,0.0,0.0,0.0,6,2004
1,1,80,98,6,1,481417,0,48.0,0.0,0.0,1.0,6,2004
2,1,80,98,2,1,481423,0,48.0,0.0,0.0,0.0,7,2004
2,1,80,98,9,1,481434,0,48.0,0.0,0.0,0.0,7,2004
2,1,80,98,9,1,481435,0,48.0,0.0,0.0,0.0,7,2004
2,2,80,98,9,1,481441,0,48.0,0.0,0.0,0.0,7,2004
1,1,80,98,4,1,481446,0,48.0,0.0,0.0,2.0,7,2004
1,1,80,98,9,1,481450,0,48.0,0.0,0.0,0.0,7,2004
1,1,80,98,2,1,481452,1,48.0,0.0,0.0,0.0,7,2004
1,1,80,98,6,1,481465,0,48.0,0.0,0.0,0.0,7,2004
1,1,80,98,2,1,481475,1,48.0,2.0,0.0,1.0,7,2004
2,2,80,98,4,0,481475,0,48.0,1.0,0.0,0.0,7,2004
1,1,80,98,9,1,481476,0,48.0,0.0,0.0,0.0,7,2004
2,2,80,98,9,1,481477,0,48.0,0.0,0.0,0.0,7,2004
1,1,80,98,6,1,481491,0,48.0,0.0,0.0,0.0,7,2004
2,1,80,98,6,1,481494,0,41.0,0.0,0.0,0.0,7,2004
1,1,80,98,4,1,481499,1,48.0,0.0,0.0,0.0,7,2004
2,1,80,98,4,1,481500,1,48.0,0.0,0.0,0.0,7,2004
2,1,80,98,4,1,481501,1,48.0,1.0,0.0,1.0,7,2004
2,1,80,98,4,1,481502,1,48.0,1.0,0.0,0.0,7,2004
1,1,80,98,9,1,481503,1,48.0,0.0,0.0,0.0,7,2004
1,1,80,98,2,1,481515,0,48.0,0.0,0.0,1.0,7,2004
1,2,80,98,4,1,481516,0,48.0,0.0,0.0,2.0,7,2004
1,2,80,98,0,1,481525,1,48.0,0.0,0.0,0.0,7,2004
1,1,80,98,9,1,481529,0,27.0,0.0,0.0,0.0,7,2004
1,1,80,98,6,1,481532,1,48.0,1.0,0.0,0.0,7,2004
1,1,80,98,4,1,481539,1,48.0,0.0,0.0,1.0,7,2004
2,2,80,98,4,2,481545,1,48.0,1.0,0.0,0.0,7,2004
1,1,80,98,9,1,481549,1,5.0,0.0,0.0,0.0,7,2004
1,1,80,98,2,1,481616,0,48.0,0.0,0.0,0.0,5,2004
1,1,80,98,2,1,481618,0,48.0,0.0,0.0,0.0,5,2004
2,1,80,98,9,1,481623,0,48.0,0.0,0.0,2.0,5,2004
2,1,80,98,9,1,481625,0,48.0,0.0,0.0,0.0,5,2004
1,1,80,98,2,1,481628,0,48.0,0.0,0.0,0.0,5,2004
1,1,80,98,4,1,481659,1,48.0,0.0,0.0,2.0,7,2004
1,2,80,98,4,1,481666,1,48.0,0.0,0.0,0.0,7,2004
1,2,80,98,6,1,481678,1,48.0,0.0,0.0,1.0,7,2004
1,1,80,98,2,1,481683,0,48.0,0.0,0.0,0.0,7,2004
1,1,80,98,9,1,481697,0,48.0,0.0,0.0,0.0,8,2004
1,1,80,98,4,1,481701,0,48.0,0.0,0.0,0.0,8,2004
2,1,80,98,6,1,481712,1,48.0,0.0,0.0,1.0,8,2004
2,2,80,98,6,1,481715,1,48.0,0.0,0.0,0.0,8,2004
2,1,80,98,9,1,481723,0,48.0,1.0,0.0,0.0,8,2004
1,1,80,98,4,1,481736,0,48.0,0.0,0.0,3.0,8,2004
1,1,80,98,2,1,481743,0,48.0,0.0,0.0,0.0,8,2004
1,1,80,98,9,1,481751,0,48.0,0.0,0.0,0.0,8,2004
1,1,80,98,6,1,481754,0,48.0,0.0,0.0,0.0,8,2004
1,1,80,98,6,1,481755,0,48.0,0.0,0.0,0.0,8,2004
1,1,80,98,6,1,481761,0,48.0,0.0,0.0,1.0,8,2004
1,1,80,22,6,1,481789,1,48.0,3.0,2.0,0.0,8,2004
2,1,80,98,9,1,481791,0,48.0,1.0,0.0,0.0,8,2004
1,1,80,98,2,1,481796,0,48.0,0.0,0.0,0.0,8,2004
1,1,80,98,4,1,481799,0,48.0,0.0,0.0,0.0,8,2004
2,0,80,98,6,0,481810,0,,,,,8,2004
1,2,80,98,9,1,481812,1,48.0,0.0,0.0,1.0,8,2004
1,1,80,98,6,1,481813,0,48.0,0.0,0.0,0.0,8,2004
1,1,80,98,9,1,481816,0,48.0,0.0,0.0,1.0,8,2004
1,1,80,98,9,1,481830,0,48.0,2.0,0.0,0.0,8,2004
2,1,80,98,9,1,481842,0,48.0,0.0,0.0,0.0,8,2004
2,1,80,98,4,1,481851,0,48.0,1.0,0.0,1.0,8,2004
1,2,80,98,9,1,481857,0,48.0,1.0,0.0,1.0,8,2004
1,1,80,98,6,1,481861,1,48.0,0.0,0.0,0.0,8,2004
1,2,80,98,6,1,481863,0,48.0,0.0,0.0,0.0,8,2004
2,2,80,98,6,1,481867,0,48.0,0.0,0.0,0.0,8,2004
1,1,80,98,6,1,481878,0,48.0,0.0,1.0,5.0,8,2004
1,1,80,98,6,1,481885,1,48.0,0.0,0.0,0.0,2,2004
1,1,80,98,6,1,481892,0,48.0,2.0,0.0,0.0,6,2004
1,1,80,98,2,1,481894,0,48.0,0.0,0.0,1.0,6,2004
2,1,80,98,6,1,481903,1,48.0,0.0,0.0,0.0,7,2004
2,1,80,98,2,1,481906,0,48.0,0.0,0.0,1.0,7,2004
1,1,80,98,9,1,481908,0,48.0,0.0,0.0,3.0,7,2004
1,1,80,98,2,1,481910,0,48.0,1.0,0.0,1.0,7,2004
1,1,88,98,4,1,481911,1,48.0,0.0,0.0,0.0,7,2004
1,1,80,98,9,1,481914,1,48.0,1.0,0.0,1.0,7,2004
2,1,80,98,6,1,481919,0,48.0,0.0,0.0,0.0,8,2004
1,1,80,98,9,1,481944,0,48.0,0.0,0.0,0.0,8,2004
2,1,80,98,4,1,481951,0,48.0,0.0,0.0,1.0,8,2004
1,2,80,98,6,1,481956,0,48.0,0.0,0.0,0.0,8,2004
1,1,80,98,6,1,481966,1,48.0,0.0,0.0,0.0,8,2004
1,1,80,98,6,1,481973,1,48.0,0.0,0.0,0.0,8,2004
2,1,80,98,6,1,481978,0,48.0,0.0,0.0,0.0,8,2004
1,1,80,98,2,1,481993,0,48.0,1.0,0.0,3.0,9,2004
1,1,80,98,6,1,482004,1,35.0,98.0,0.0,0.0,9,2004
1,1,80,98,4,1,482020,0,48.0,0.0,0.0,0.0,9,2004
1,1,80,98,4,1,482046,0,48.0,0.0,0.0,0.0,9,2004
1,1,80,98,9,1,482058,0,48.0,1.0,0.0,0.0,9,2004
1,2,80,98,4,1,482066,1,48.0,0.0,0.0,0.0,9,2004
1,1,80,98,9,1,482085,0,48.0,0.0,0.0,0.0,9,2004
1,1,80,98,4,1,482087,0,48.0,0.0,0.0,1.0,9,2004
2,1,80,98,9,1,482088,0,48.0,1.0,0.0,0.0,9,2004
2,1,80,98,4,1,482091,0,48.0,0.0,0.0,0.0,9,2004
2,1,80,98,6,1,482096,0,12.0,0.0,0.0,0.0,9,2004
1,1,80,98,2,1,482100,0,48.0,0.0,0.0,0.0,9,2004
2,2,80,98,4,1,482127,0,48.0,0.0,1.0,0.0,9,2004
1,2,80,98,9,1,482137,0,48.0,0.0,0.0,0.0,9,2004
1,1,80,98,9,1,482141,0,22.0,1.0,0.0,0.0,9,2004
1,1,80,98,9,1,482143,0,48.0,0.0,0.0,1.0,9,2004
1,2,80,98,2,1,482147,1,48.0,0.0,0.0,0.0,9,2004
2,1,80,98,9,1,482151,1,48.0,0.0,0.0,0.0,9,2004
1,1,80,98,2,1,482159,1,48.0,0.0,0.0,0.0,2,2004
2,1,80,98,4,1,482187,0,48.0,0.0,0.0,0.0,8,2004
1,1,80,98,4,1,482190,0,48.0,1.0,0.0,2.0,8,2004
1,1,80,98,6,1,482209,0,48.0,0.0,0.0,0.0,9,2004
2,1,80,98,2,1,482211,0,40.0,0.0,0.0,0.0,9,2004
1,1,80,98,2,1,482221,0,48.0,0.0,0.0,0.0,9,2004
2,1,80,98,9,1,482228,0,37.0,0.0,0.0,0.0,9,2004
1,1,80,98,9,1,482238,0,48.0,0.0,0.0,0.0,9,2004
1,1,80,98,9,1,482253,0,48.0,0.0,0.0,0.0,9,2004
2,2,80,98,9,1,482267,0,48.0,0.0,0.0,0.0,10,2004
1,2,80,98,4,1,482286,0,48.0,0.0,0.0,0.0,10,2004
1,2,80,98,2,2,482287,0,40.0,0.0,0.0,0.0,10,2004
1,1,80,98,4,1,482313,1,48.0,0.0,0.0,1.0,10,2004
1,2,80,98,4,1,482350,1,48.0,1.0,0.0,0.0,10,2004
2,1,80,98,4,1,482356,0,48.0,0.0,0.0,1.0,10,2004
2,1,80,98,4,1,482358,0,48.0,0.0,0.0,0.0,10,2004
2,1,80,98,9,1,482367,0,48.0,0.0,0.0,3.0,10,2004
2,1,80,98,9,1,482399,1,48.0,1.0,0.0,0.0,10,2004
1,1,80,98,6,1,482416,0,48.0,0.0,0.0,0.0,10,2004
2,1,80,98,6,1,482420,1,48.0,1.0,0.0,3.0,10,2004
1,1,80,98,2,1,482442,0,48.0,0.0,0.0,0.0,8,2004
1,1,80,98,9,1,482451,0,48.0,0.0,0.0,0.0,9,2004
1,1,80,98,9,1,482474,0,48.0,0.0,0.0,1.0,10,2004
1,1,80,98,4,1,482475,0,48.0,0.0,0.0,0.0,10,2004
1,1,80,98,4,1,482477,0,48.0,0.0,0.0,0.0,10,2004
1,1,80,98,2,1,482495,0,48.0,0.0,0.0,2.0,10,2004
1,1,80,98,4,1,482506,1,48.0,0.0,0.0,0.0,10,2004
1,1,80,98,9,1,482507,1,48.0,1.0,0.0,0.0,10,2004
1,1,80,98,9,1,482518,1,48.0,0.0,0.0,1.0,10,2004
1,1,80,98,2,1,482571,0,48.0,0.0,0.0,0.0,11,2004
1,1,80,50,4,1,482598,0,48.0,1.0,0.0,1.0,11,2004
2,1,80,98,9,1,482605,1,48.0,0.0,0.0,0.0,11,2004
2,1,80,98,6,1,482641,0,48.0,2.0,0.0,0.0,11,2004
1,1,80,98,2,1,482678,1,48.0,1.0,0.0,1.0,11,2004
1,2,80,98,4,1,482699,1,48.0,0.0,0.0,1.0,10,2004
1,1,80,98,9,1,482711,0,48.0,0.0,0.0,0.0,10,2004
1,1,80,98,4,1,482716,1,48.0,0.0,0.0,0.0,11,2004
2,1,80,98,4,0,482716,1,48.0,0.0,0.0,1.0,11,2004
1,1,80,98,9,1,482726,0,48.0,0.0,0.0,0.0,11,2004
1,2,80,98,0,1,482746,1,48.0,0.0,0.0,1.0,11,2004
1,1,80,35,6,1,482763,1,48.0,0.0,0.0,0.0,11,2004
2,1,80,98,6,1,482789,0,48.0,0.0,0.0,2.0,12,2004
2,1,80,98,6,1,482796,0,48.0,0.0,0.0,0.0,12,2004
1,1,80,98,9,1,482831,0,48.0,0.0,0.0,0.0,12,2004
2,1,80,98,9,1,482840,0,48.0,0.0,0.0,0.0,12,2004
2,1,80,98,6,1,482862,0,48.0,0.0,0.0,0.0,12,2004
1,1,80,98,4,1,482865,1,48.0,0.0,0.0,0.0,12,2004
1,2,80,98,4,1,482876,0,48.0,0.0,0.0,0.0,12,2004
1,2,80,98,6,2,482877,1,48.0,0.0,0.0,0.0,12,2004
1,1,80,98,6,1,482882,0,48.0,0.0,0.0,0.0,12,2004
2,2,80,98,9,1,482900,0,48.0,0.0,0.0,0.0,12,2004
2,1,80,98,9,1,482924,0,48.0,0.0,0.0,0.0,12,2004
1,1,80,97,9,1,482931,0,48.0,0.0,0.0,6.0,12,2004
1,1,80,98,9,1,482942,0,48.0,0.0,0.0,0.0,12,2004
2,1,80,98,9,1,482971,0,48.0,0.0,0.0,0.0,12,2004
1,1,80,98,6,1,482972,1,48.0,0.0,0.0,1.0,12,2004
1,2,80,98,9,1,482973,1,48.0,1.0,0.0,0.0,12,2004
2,1,80,98,9,1,482987,0,48.0,0.0,0.0,0.0,12,2004
1,2,80,98,9,2,482993,1,48.0,0.0,0.0,0.0,12,2004
1,1,80,98,9,1,482994,0,48.0,0.0,0.0,3.0,12,2004
1,2,80,98,4,1,483016,0,48.0,0.0,0.0,2.0,4,2004
1,2,80,98,9,1,483057,0,48.0,0.0,0.0,0.0,12,2004
2,1,80,98,6,1,483086,0,48.0,1.0,0.0,0.0,12,2004
1,1,80,98,9,1,483106,0,48.0,0.0,0.0,0.0,11,2004
1,1,80,98,6,1,483109,0,48.0,1.0,0.0,1.0,11,2004
1,1,80,98,2,1,483124,0,48.0,0.0,0.0,1.0,12,2004
1,1,80,98,2,1,483151,0,48.0,0.0,0.0,0.0,11,2004
1,1,80,98,2,1,483172,0,48.0,0.0,0.0,0.0,9,2004
2,1,80,0,9,1,483185,0,48.0,0.0,0.0,0.0,11,2004
1,1,80,98,6,1,483205,0,48.0,1.0,0.0,0.0,10,2004
2,1,80,42,6,1,483226,0,48.0,0.0,0.0,1.0,9,2004
