ST_CASE,VEH_NO,NUMOCCS,DAY,MONTH,HOUR,MINUTE,BODY_TYP,TRAV_SP,DEFORMED,L_STATE,PREV_ACC,PREV_DWI,PREV_SPD,VNUM_LAN,VSPD_LIM,ACC_TYPE,DEATHS,DR_DRINK,Year
480324,1,1,20,3,0,7,80,998,9,48.0,0.0,0.0,0.0,4,65,24,1,0,2010
480326,1,1,21,3,8,21,80,998,4,48.0,0.0,0.0,0.0,4,60,48,1,0,2010
480326,3,1,21,3,8,21,80,998,2,48.0,0.0,0.0,0.0,4,60,98,0,0,2010
480328,1,1,23,3,17,39,80,998,4,48.0,1.0,0.0,0.0,4,45,86,1,0,2010
480348,1,1,14,3,12,10,80,998,9,48.0,0.0,0.0,3.0,2,55,98,1,0,2010
480348,2,1,14,3,12,10,80,998,9,48.0,0.0,0.0,0.0,2,55,98,0,0,2010
480356,1,1,24,3,21,15,80,998,9,48.0,0.0,0.0,0.0,2,60,1,1,0,2010
480375,1,2,22,1,21,28,80,998,6,48.0,0.0,0.0,0.0,3,65,20,1,1,2010
480385,1,2,18,3,16,9,80,998,9,48.0,0.0,0.0,0.0,4,50,20,2,0,2010
480391,2,1,25,3,6,55,80,998,4,48.0,0.0,0.0,0.0,2,65,98,1,0,2010
480402,1,1,28,2,17,35,80,998,9,48.0,0.0,0.0,0.0,4,45,24,1,0,2010
480408,1,1,27,3,12,30,80,998,9,48.0,0.0,0.0,0.0,2,55,1,1,0,2010
480410,1,1,28,3,12,57,80,998,2,48.0,0.0,0.0,0.0,2,65,64,1,0,2010
480418,2,1,7,2,16,58,80,998,4,48.0,0.0,0.0,0.0,2,45,65,1,0,2010
480463,1,1,9,4,11,36,80,998,6,48.0,1.0,0.0,1.0,2,99,87,1,1,2010
480480,1,1,16,4,21,50,80,998,9,48.0,0.0,0.0,0.0,4,45,45,1,1,2010
480483,1,1,19,4,16,5,80,998,2,48.0,0.0,0.0,0.0,4,70,2,1,0,2010
480490,2,1,26,4,15,2,80,998,9,48.0,1.0,0.0,0.0,2,99,87,1,0,2010
480491,1,1,26,4,8,5,80,998,9,48.0,0.0,0.0,0.0,6,50,98,1,0,2010
480494,1,1,11,1,18,15,80,998,9,48.0,0.0,1.0,0.0,3,50,6,1,1,2010
480506,1,1,29,3,2,16,80,998,2,48.0,2.0,0.0,0.0,2,30,98,1,0,2010
480511,1,2,3,4,12,34,80,998,4,48.0,0.0,0.0,1.0,2,40,6,1,0,2010
480513,2,1,9,4,19,52,80,998,2,48.0,1.0,0.0,1.0,2,70,88,1,0,2010
480514,2,1,10,4,12,10,80,998,2,48.0,0.0,0.0,1.0,2,55,69,1,0,2010
480515,1,1,12,4,16,5,80,998,2,48.0,1.0,0.0,2.0,2,35,73,1,0,2010
480525,2,1,1,1,18,20,80,998,9,48.0,0.0,0.0,0.0,2,45,51,1,0,2010
480527,2,1,3,1,17,55,80,998,9,48.0,0.0,0.0,1.0,9,99,90,1,1,2010
480536,1,1,14,4,20,20,80,998,2,48.0,0.0,0.0,0.0,2,99,98,1,0,2010
480557,1,1,2,4,20,22,80,998,9,48.0,0.0,0.0,0.0,1,99,2,1,1,2010
480560,1,1,7,4,20,50,80,998,9,48.0,0.0,0.0,3.0,2,65,25,1,1,2010
480562,1,1,10,4,21,50,80,998,9,48.0,0.0,0.0,0.0,2,55,13,0,0,2010
480575,1,1,18,4,13,5,80,998,2,48.0,0.0,0.0,0.0,2,55,6,1,0,2010
480576,1,1,19,4,14,29,80,998,6,48.0,0.0,0.0,0.0,2,30,73,1,0,2010
480577,2,1,23,4,18,22,80,998,2,48.0,0.0,0.0,0.0,4,35,98,1,0,2010
480581,1,1,24,4,17,38,80,998,9,48.0,0.0,0.0,1.0,2,30,98,1,0,2010
480586,1,1,25,4,1,58,80,998,9,48.0,0.0,0.0,0.0,6,40,98,1,1,2010
480589,2,1,29,4,11,49,80,998,9,48.0,0.0,0.0,0.0,4,35,69,1,0,2010
480593,2,1,30,4,19,39,80,998,9,48.0,0.0,0.0,0.0,2,60,47,1,1,2010
480595,1,1,31,3,8,26,80,998,9,48.0,0.0,0.0,0.0,4,55,7,1,0,2010
480598,1,1,1,5,3,5,80,998,6,48.0,0.0,0.0,1.0,6,65,24,1,1,2010
480600,1,1,1,5,10,8,80,998,9,48.0,0.0,0.0,0.0,2,55,98,1,0,2010
480605,1,1,2,5,22,50,80,998,9,48.0,0.0,0.0,0.0,2,65,6,1,1,2010
480622,1,1,9,5,2,10,80,998,9,48.0,0.0,0.0,0.0,2,55,1,1,1,2010
480627,2,1,17,5,13,18,80,998,2,48.0,0.0,0.0,0.0,4,55,69,1,0,2010
480643,2,1,24,3,6,32,80,998,9,48.0,0.0,0.0,0.0,2,55,83,1,0,2010
480650,1,1,30,4,0,18,80,998,9,48.0,0.0,0.0,0.0,2,30,98,1,0,2010
480660,1,1,13,5,14,30,80,998,9,48.0,0.0,0.0,0.0,2,55,2,1,0,2010
480663,1,2,15,5,10,28,80,998,9,48.0,0.0,0.0,0.0,2,55,13,1,0,2010
480666,1,1,16,5,20,0,80,998,2,48.0,0.0,0.0,1.0,2,60,98,1,1,2010
480688,1,1,15,4,1,49,80,998,9,48.0,0.0,0.0,2.0,5,60,1,1,1,2010
480689,1,2,17,4,19,40,80,998,9,48.0,0.0,0.0,0.0,9,60,1,1,1,2010
480692,1,1,29,4,19,10,80,998,9,40.0,0.0,0.0,0.0,2,50,98,1,0,2010
480698,1,1,8,5,21,20,80,998,2,48.0,0.0,0.0,0.0,2,60,83,1,1,2010
480704,1,2,22,5,19,20,80,998,9,48.0,1.0,0.0,1.0,2,70,1,1,1,2010
480708,2,1,23,5,18,50,80,998,9,48.0,0.0,0.0,0.0,4,70,28,1,1,2010
480712,2,1,27,5,17,48,80,998,9,48.0,0.0,0.0,0.0,6,45,83,1,0,2010
480719,1,1,30,5,18,20,80,998,9,48.0,0.0,0.0,0.0,4,70,7,1,0,2010
480736,2,1,1,6,6,30,80,998,9,48.0,0.0,0.0,3.0,4,45,98,1,0,2010
480754,1,1,2,4,23,35,80,998,9,48.0,1.0,0.0,1.0,2,45,24,1,1,2010
480754,2,1,2,4,23,35,80,998,9,48.0,1.0,0.0,0.0,2,45,98,1,1,2010
480763,1,1,31,5,20,52,80,998,9,48.0,0.0,0.0,0.0,2,35,6,1,1,2010
480773,1,1,4,4,0,0,80,998,9,48.0,0.0,0.0,0.0,2,65,6,1,0,2010
480785,1,1,27,3,15,30,80,998,6,48.0,0.0,0.0,3.0,2,55,64,1,0,2010
480789,1,1,6,6,3,0,80,998,9,48.0,0.0,0.0,1.0,2,35,1,1,0,2010
480793,1,1,10,6,19,27,80,998,2,48.0,0.0,0.0,0.0,2,50,98,1,0,2010
480793,2,1,10,6,19,27,80,998,2,48.0,0.0,0.0,1.0,2,50,98,0,0,2010
480799,1,2,12,6,16,56,80,998,9,8.0,0.0,0.0,0.0,2,70,0,1,0,2010
480805,1,1,16,6,18,15,80,998,9,48.0,0.0,0.0,0.0,2,40,2,1,0,2010
480808,1,2,19,6,17,0,80,998,9,48.0,0.0,0.0,0.0,2,65,1,1,0,2010
480813,2,1,10,5,20,33,80,998,4,48.0,0.0,0.0,0.0,2,50,69,1,0,2010
480814,1,1,17,5,99,99,80,998,9,48.0,0.0,0.0,1.0,2,50,6,1,1,2010
480817,1,1,21,5,13,25,80,998,2,48.0,0.0,0.0,0.0,2,60,0,1,0,2010
480823,1,2,19,1,0,42,80,998,9,48.0,0.0,0.0,0.0,1,30,6,1,1,2010
480824,1,1,6,2,16,33,80,998,9,48.0,0.0,0.0,0.0,2,65,1,1,0,2010
480843,1,1,3,6,0,12,80,998,9,48.0,0.0,0.0,0.0,4,45,6,1,1,2010
480853,1,1,25,6,1,1,80,998,9,27.0,0.0,0.0,0.0,2,65,13,1,0,2010
480867,1,1,29,3,10,39,80,998,9,48.0,0.0,0.0,0.0,9,55,1,1,0,2010
480870,1,1,8,4,17,34,80,998,2,48.0,0.0,0.0,1.0,4,45,74,1,0,2010
480874,1,1,14,4,23,48,80,998,2,35.0,98.0,0.0,0.0,3,40,6,1,1,2010
480876,1,1,16,4,12,30,80,998,9,48.0,0.0,0.0,0.0,4,70,2,1,0,2010
480877,1,1,18,4,15,32,80,998,9,48.0,0.0,0.0,0.0,4,55,24,1,1,2010
480900,1,1,13,6,17,0,80,998,9,48.0,0.0,0.0,0.0,2,60,50,1,1,2010
480901,1,2,13,6,0,36,80,998,9,48.0,0.0,0.0,0.0,6,45,6,1,1,2010
480902,1,1,19,6,17,55,80,998,9,48.0,0.0,0.0,2.0,1,45,6,1,1,2010
480904,1,2,22,6,2,59,80,998,9,48.0,0.0,0.0,0.0,3,40,2,1,1,2010
480908,2,2,14,2,2,24,80,998,9,48.0,0.0,0.0,0.0,4,45,51,1,0,2010
480912,1,1,7,4,15,20,80,998,9,48.0,0.0,0.0,3.0,2,55,1,1,0,2010
480913,1,2,8,4,21,32,80,998,9,48.0,0.0,0.0,0.0,4,70,6,1,0,2010
480919,2,1,13,4,6,53,80,998,9,48.0,0.0,0.0,0.0,2,70,69,1,0,2010
480923,2,1,23,4,12,30,80,998,2,48.0,0.0,0.0,0.0,3,45,48,1,0,2010
480925,2,1,24,4,17,54,80,998,2,48.0,0.0,0.0,0.0,2,45,86,1,1,2010
480929,1,2,2,5,17,32,80,998,2,48.0,0.0,0.0,0.0,2,60,1,1,0,2010
480933,1,1,6,5,4,30,80,998,4,48.0,0.0,0.0,0.0,2,55,13,1,0,2010
480935,1,2,7,5,21,25,80,998,9,48.0,1.0,0.0,0.0,2,30,14,1,0,2010
480942,1,2,16,5,19,57,80,998,2,48.0,0.0,0.0,0.0,2,35,6,1,1,2010
480946,1,1,18,5,22,0,80,998,2,48.0,0.0,0.0,0.0,6,35,13,1,0,2010
480949,1,2,28,5,21,23,80,998,2,48.0,0.0,0.0,0.0,2,65,98,1,0,2010
480951,1,1,1,6,21,31,80,998,2,48.0,0.0,0.0,0.0,2,55,6,1,0,2010
480953,1,1,4,6,11,29,80,998,9,48.0,0.0,0.0,1.0,4,55,88,1,0,2010
480958,1,1,9,6,20,3,80,998,9,48.0,0.0,0.0,0.0,2,35,13,1,0,2010
480962,2,1,13,6,16,10,80,998,6,48.0,0.0,0.0,0.0,2,60,51,1,0,2010
480963,2,1,14,6,5,57,80,998,4,48.0,0.0,0.0,1.0,6,35,69,1,0,2010
480967,1,1,17,6,0,7,80,998,9,48.0,0.0,0.0,0.0,3,40,1,1,1,2010
480969,2,1,17,6,22,23,80,998,9,48.0,0.0,1.0,0.0,4,50,83,1,1,2010
480972,1,1,18,6,6,15,80,998,9,48.0,0.0,0.0,0.0,2,55,98,1,0,2010
480974,1,1,19,6,3,25,80,98,9,48.0,0.0,0.0,1.0,4,60,98,1,0,2010
480974,2,1,19,6,3,25,80,998,9,48.0,0.0,0.0,0.0,4,60,98,0,0,2010
480976,1,1,22,6,7,5,80,998,9,48.0,0.0,0.0,0.0,2,55,7,1,1,2010
480984,1,1,27,6,20,1,80,998,2,48.0,0.0,0.0,0.0,4,45,68,1,1,2010
480985,2,1,28,6,18,27,80,998,9,48.0,0.0,0.0,0.0,2,70,20,1,0,2010
481002,1,1,1,5,17,30,80,998,9,48.0,0.0,0.0,0.0,4,40,7,1,0,2010
481003,2,1,2,5,15,39,80,998,9,48.0,1.0,0.0,0.0,2,55,69,1,0,2010
481010,1,2,9,6,20,50,80,998,9,22.0,0.0,0.0,1.0,2,60,83,1,0,2010
481017,1,1,3,4,16,40,80,998,9,48.0,0.0,0.0,0.0,2,55,2,1,0,2010
481019,1,1,6,4,19,10,80,998,9,48.0,0.0,1.0,0.0,6,40,69,1,0,2010
481021,2,1,13,4,9,29,80,998,6,48.0,0.0,0.0,0.0,4,65,98,1,0,2010
481022,1,1,21,4,2,20,80,998,9,48.0,0.0,0.0,0.0,3,65,1,1,1,2010
481033,2,1,26,5,23,2,80,998,2,48.0,0.0,0.0,0.0,4,50,89,1,0,2010
481039,1,1,31,5,0,5,80,998,2,48.0,0.0,0.0,0.0,3,45,1,1,1,2010
481040,1,2,1,4,12,10,80,998,9,48.0,0.0,0.0,0.0,2,70,32,1,0,2010
481041,1,2,15,5,10,20,80,998,9,26.0,0.0,0.0,0.0,2,70,98,1,0,2010
481046,1,1,13,6,20,33,80,998,4,48.0,0.0,0.0,0.0,2,35,6,1,1,2010
481059,2,1,4,7,18,29,80,57,6,48.0,0.0,0.0,0.0,6,35,69,1,1,2010
481061,2,1,4,7,22,19,80,998,9,48.0,0.0,0.0,0.0,4,40,83,1,1,2010
481064,1,1,5,7,2,4,80,998,9,26.0,0.0,0.0,0.0,1,55,2,1,0,2010
481073,1,1,11,7,3,57,80,998,9,48.0,0.0,0.0,0.0,2,45,6,1,0,2010
481076,2,1,5,6,12,40,80,998,9,48.0,0.0,0.0,1.0,6,99,69,1,0,2010
481077,2,1,5,6,15,10,80,998,4,48.0,0.0,0.0,0.0,6,30,83,1,1,2010
481079,1,1,6,6,14,7,80,998,9,48.0,0.0,0.0,0.0,2,55,7,1,0,2010
481081,1,1,11,6,16,50,80,998,9,48.0,1.0,0.0,1.0,4,60,47,1,0,2010
481082,1,1,11,6,16,20,80,998,9,48.0,0.0,0.0,0.0,4,99,86,1,0,2010
481087,1,1,18,6,20,45,80,998,9,48.0,1.0,0.0,1.0,2,30,7,1,0,2010
481093,1,1,26,6,1,2,80,998,9,48.0,0.0,0.0,0.0,4,60,20,1,1,2010
481104,2,1,5,7,17,0,80,998,9,48.0,0.0,0.0,0.0,2,60,65,1,0,2010
481135,2,1,24,7,6,20,80,0,9,48.0,0.0,0.0,0.0,3,50,21,1,0,2010
481142,2,1,12,7,17,45,80,998,6,48.0,0.0,0.0,2.0,2,60,24,1,0,2010
481143,1,1,1,1,0,58,80,998,9,16.0,0.0,0.0,1.0,2,45,6,1,1,2010
481144,1,1,13,1,7,14,80,998,6,48.0,0.0,0.0,0.0,6,35,69,1,0,2010
481151,1,1,3,4,23,46,80,998,9,48.0,1.0,0.0,0.0,2,55,1,1,1,2010
481162,1,1,22,5,17,59,80,998,6,48.0,0.0,0.0,0.0,4,35,2,1,0,2010
481171,2,2,5,6,1,44,80,998,9,48.0,0.0,0.0,0.0,6,45,83,2,1,2010
481172,1,1,5,6,4,13,80,998,9,48.0,0.0,0.0,1.0,1,55,7,1,1,2010
481175,2,1,11,6,19,41,80,998,9,48.0,0.0,0.0,0.0,4,65,83,1,0,2010
481178,1,1,16,6,23,8,80,998,9,48.0,0.0,0.0,0.0,4,35,79,1,0,2010
481179,1,1,17,6,23,39,80,998,9,48.0,0.0,0.0,0.0,6,35,71,1,1,2010
481181,1,2,19,6,20,45,80,998,9,48.0,0.0,0.0,0.0,3,65,6,2,1,2010
481188,1,1,26,6,0,45,80,998,6,48.0,0.0,0.0,3.0,1,60,24,1,1,2010
481198,1,1,4,7,0,58,80,998,9,49.0,98.0,0.0,0.0,4,40,1,1,1,2010
481230,1,1,24,7,15,50,80,998,9,48.0,0.0,0.0,0.0,2,55,50,1,0,2010
481236,1,1,11,6,2,18,80,998,6,48.0,0.0,0.0,0.0,2,35,6,1,1,2010
481239,2,1,21,6,19,10,80,998,9,4.0,0.0,0.0,0.0,4,55,69,1,0,2010
481252,1,1,10,5,14,43,80,998,4,48.0,0.0,0.0,0.0,1,60,6,1,0,2010
481253,1,1,14,5,0,43,80,998,9,48.0,0.0,0.0,0.0,2,45,6,1,1,2010
481259,2,1,5,6,1,0,80,998,9,48.0,0.0,0.0,0.0,3,65,25,1,0,2010
481268,2,1,18,7,0,30,80,998,9,48.0,0.0,0.0,0.0,4,55,69,1,1,2010
481274,2,1,22,5,20,18,80,998,9,48.0,0.0,0.0,0.0,2,35,83,1,0,2010
481282,2,1,1,8,15,46,80,998,9,48.0,0.0,0.0,0.0,2,50,89,1,0,2010
481286,2,1,2,8,0,45,80,998,9,48.0,0.0,0.0,0.0,4,55,25,1,0,2010
481295,1,1,4,8,16,13,80,998,6,48.0,0.0,0.0,0.0,4,30,79,1,0,2010
481305,1,2,7,8,23,42,80,998,6,48.0,0.0,0.0,2.0,6,40,69,2,0,2010
481307,1,1,7,8,17,35,80,998,9,48.0,0.0,0.0,0.0,4,70,98,1,1,2010
481309,1,1,8,8,14,40,80,998,9,48.0,0.0,0.0,0.0,2,70,98,1,1,2010
481312,1,1,8,8,18,45,80,998,9,48.0,0.0,0.0,1.0,3,40,69,1,1,2010
481331,1,2,13,8,22,0,80,998,9,48.0,0.0,0.0,0.0,2,65,13,2,0,2010
481337,1,1,15,8,15,56,80,998,9,48.0,0.0,0.0,0.0,2,30,7,1,1,2010
481345,1,2,18,8,13,1,80,998,9,48.0,0.0,0.0,0.0,2,60,98,1,0,2010
481347,2,1,19,8,9,43,80,998,9,48.0,0.0,0.0,2.0,4,35,69,1,0,2010
481348,1,1,20,8,16,11,80,998,9,48.0,0.0,0.0,3.0,4,40,71,1,0,2010
481350,2,1,20,8,6,0,80,998,9,48.0,0.0,0.0,0.0,2,65,83,1,0,2010
481351,2,1,20,8,19,23,80,998,9,48.0,0.0,0.0,0.0,3,40,20,1,1,2010
481355,2,1,27,7,16,40,80,998,4,48.0,0.0,0.0,0.0,2,55,65,1,0,2010
481379,2,2,8,8,3,54,80,998,9,48.0,0.0,0.0,1.0,3,45,69,1,1,2010
481392,1,1,14,8,21,31,80,998,9,6.0,0.0,0.0,0.0,1,70,6,1,0,2010
481394,2,1,16,8,8,31,80,998,9,48.0,0.0,0.0,0.0,2,45,69,1,0,2010
481398,2,1,18,8,18,20,80,998,2,48.0,0.0,0.0,0.0,4,55,83,1,0,2010
481406,1,1,22,8,20,41,80,998,9,48.0,1.0,0.0,0.0,2,30,6,1,0,2010
481410,1,1,25,8,16,22,80,998,9,12.0,0.0,0.0,0.0,3,45,20,1,0,2010
481413,1,2,28,8,0,53,80,998,2,48.0,0.0,0.0,0.0,4,35,1,2,1,2010
481417,1,1,25,7,0,35,80,998,4,48.0,1.0,0.0,0.0,4,40,69,1,0,2010
481423,2,1,29,7,19,30,80,998,9,48.0,0.0,0.0,0.0,4,50,83,1,0,2010
481425,1,1,29,7,9,17,80,998,9,48.0,0.0,0.0,0.0,2,60,6,1,1,2010
481426,2,1,17,7,10,52,80,998,2,48.0,0.0,0.0,0.0,2,30,98,1,0,2010
481430,2,2,27,3,17,1,80,998,9,48.0,1.0,0.0,0.0,2,99,69,1,0,2010
481439,1,1,21,2,12,59,80,998,4,48.0,0.0,0.0,0.0,4,30,12,1,0,2010
481451,1,1,11,7,1,15,80,998,9,48.0,0.0,0.0,0.0,4,65,29,0,0,2010
481451,2,1,11,7,1,15,80,998,9,48.0,0.0,0.0,0.0,4,65,28,1,0,2010
481459,2,1,25,7,11,28,80,998,9,12.0,0.0,0.0,0.0,2,30,69,1,0,2010
481462,1,1,31,7,23,30,80,998,6,48.0,0.0,0.0,2.0,2,65,50,1,0,2010
481465,2,1,5,5,15,43,80,998,9,48.0,0.0,0.0,0.0,2,30,98,1,0,2010
481467,1,1,23,5,0,35,80,998,9,48.0,0.0,0.0,0.0,2,60,1,1,0,2010
481481,2,1,19,7,16,30,80,998,9,48.0,0.0,0.0,0.0,6,40,88,1,0,2010
481481,3,1,19,7,16,30,80,998,9,48.0,0.0,0.0,0.0,6,40,98,0,0,2010
481483,1,1,23,7,0,4,80,998,9,48.0,0.0,0.0,1.0,2,55,6,1,0,2010
481486,1,0,13,4,20,45,80,0,9,,,,,2,60,98,0,0,2010
481499,1,1,30,8,22,20,80,998,9,48.0,0.0,1.0,0.0,4,60,98,1,1,2010
481512,2,1,11,8,7,44,80,998,9,48.0,0.0,0.0,0.0,4,65,88,1,0,2010
481515,1,1,16,8,3,45,88,998,9,48.0,0.0,0.0,0.0,2,45,1,1,1,2010
481519,1,1,18,8,0,42,80,998,9,48.0,1.0,0.0,0.0,4,35,46,1,1,2010
481519,2,1,18,8,0,42,80,998,9,48.0,0.0,0.0,0.0,4,35,45,0,1,2010
481520,1,1,18,8,15,18,80,998,9,48.0,0.0,0.0,0.0,2,35,2,1,0,2010
481521,1,1,19,8,18,48,80,998,6,48.0,0.0,0.0,0.0,4,30,1,1,0,2010
481523,1,1,19,8,22,15,80,998,2,48.0,0.0,0.0,1.0,2,45,98,1,0,2010
481527,1,1,20,8,23,43,80,87,9,48.0,0.0,0.0,0.0,4,30,98,1,1,2010
481541,1,1,21,8,23,35,80,998,9,48.0,0.0,0.0,1.0,4,60,98,1,1,2010
481545,3,1,27,8,8,55,80,998,9,48.0,0.0,0.0,1.0,2,30,69,1,1,2010
481546,1,1,28,8,21,15,80,998,9,48.0,0.0,0.0,1.0,3,40,1,1,1,2010
481547,1,1,29,8,23,0,80,90,9,48.0,0.0,0.0,0.0,4,60,24,1,1,2010
481549,2,1,30,8,18,45,80,998,9,48.0,0.0,0.0,0.0,2,60,69,1,0,2010
481555,1,1,2,9,17,52,80,998,6,48.0,0.0,0.0,1.0,4,50,83,1,0,2010
481557,1,1,3,9,6,33,80,998,9,48.0,1.0,0.0,0.0,2,30,6,1,0,2010
481564,1,1,4,9,20,26,80,998,9,48.0,0.0,0.0,0.0,5,60,1,1,1,2010
481566,1,1,4,9,0,55,80,998,9,48.0,0.0,0.0,0.0,4,55,73,1,1,2010
481579,2,1,6,9,12,25,80,998,9,48.0,0.0,0.0,0.0,5,99,87,1,0,2010
481588,1,1,10,9,6,38,80,998,9,48.0,0.0,0.0,0.0,4,50,28,1,0,2010
481603,1,1,14,9,16,0,80,998,9,48.0,0.0,0.0,0.0,4,60,20,1,0,2010
481606,1,1,15,9,0,19,80,998,9,41.0,0.0,0.0,0.0,6,60,98,1,1,2010
481612,1,1,17,9,12,56,80,998,2,48.0,0.0,0.0,1.0,3,45,88,1,0,2010
481616,1,2,19,9,15,37,80,998,9,99.0,99.0,99.0,99.0,4,70,98,1,0,2010
481619,1,2,20,9,22,5,80,998,9,48.0,1.0,0.0,0.0,6,50,69,1,0,2010
481620,1,1,21,9,4,4,80,998,9,48.0,0.0,0.0,1.0,2,30,1,1,1,2010
481628,1,1,23,9,22,3,80,998,9,9.0,98.0,0.0,0.0,4,30,1,1,0,2010
481640,2,1,5,8,23,20,80,998,9,48.0,0.0,0.0,1.0,2,55,51,1,1,2010
481645,1,2,21,8,9,58,80,998,9,48.0,0.0,0.0,0.0,2,55,69,1,0,2010
481666,2,2,18,9,2,16,80,998,9,48.0,0.0,0.0,1.0,4,60,28,2,1,2010
481666,3,2,18,9,2,16,80,998,9,48.0,0.0,0.0,0.0,4,60,98,0,1,2010
481668,1,1,19,9,3,48,80,998,9,21.0,1.0,0.0,0.0,5,60,24,1,1,2010
481670,1,1,20,9,20,53,80,998,4,48.0,0.0,0.0,1.0,1,45,6,1,0,2010
481677,1,1,27,9,15,38,80,998,4,48.0,0.0,0.0,0.0,9,99,89,1,0,2010
481679,2,1,30,9,18,4,80,998,9,48.0,0.0,0.0,0.0,4,45,66,1,0,2010
481680,1,1,30,9,15,47,80,998,9,48.0,0.0,0.0,0.0,2,30,73,1,1,2010
481684,1,1,14,4,16,15,80,998,9,48.0,0.0,0.0,0.0,4,55,83,1,0,2010
481692,1,1,5,8,13,15,80,998,9,48.0,0.0,0.0,1.0,2,70,6,1,0,2010
481693,1,1,13,8,2,46,80,998,9,15.0,0.0,0.0,0.0,4,40,1,1,1,2010
481698,1,1,31,8,8,20,80,998,9,48.0,0.0,0.0,0.0,4,30,69,1,0,2010
481700,1,1,8,4,0,8,80,998,4,48.0,0.0,0.0,2.0,3,60,24,1,1,2010
481710,1,1,5,7,13,17,80,998,9,48.0,1.0,0.0,0.0,2,55,2,1,0,2010
481711,1,1,16,7,2,48,80,998,6,48.0,0.0,0.0,0.0,2,20,6,1,1,2010
481715,1,1,3,8,22,31,80,998,9,48.0,0.0,0.0,0.0,2,45,24,1,1,2010
481727,1,1,30,8,20,40,80,998,9,48.0,0.0,0.0,1.0,2,55,1,1,1,2010
481732,1,1,25,9,20,35,80,998,4,48.0,0.0,0.0,0.0,2,55,13,1,0,2010
481734,2,1,25,9,12,45,80,998,6,48.0,0.0,0.0,0.0,4,35,83,1,0,2010
481749,1,1,30,9,0,5,80,998,9,48.0,0.0,0.0,1.0,2,60,1,1,0,2010
481753,1,1,30,9,18,43,80,998,9,48.0,1.0,1.0,0.0,2,35,6,1,1,2010
481757,2,1,3,9,10,26,80,998,9,48.0,0.0,0.0,0.0,2,60,73,1,0,2010
481758,1,1,4,9,0,1,80,998,9,48.0,0.0,0.0,1.0,2,20,2,1,1,2010
481760,2,1,9,9,21,14,80,998,2,48.0,1.0,0.0,0.0,3,60,25,1,1,2010
481775,1,1,20,9,0,14,80,998,0,48.0,0.0,0.0,0.0,1,45,6,1,1,2010
481784,1,1,24,9,20,20,80,998,9,48.0,0.0,0.0,0.0,2,65,50,1,1,2010
481785,1,1,28,9,16,34,80,998,9,48.0,0.0,0.0,0.0,8,98,1,1,0,2010
481791,1,1,6,9,22,18,80,998,9,48.0,0.0,0.0,0.0,3,65,24,1,1,2010
481792,3,1,6,9,15,10,80,998,9,48.0,0.0,0.0,0.0,2,65,98,1,0,2010
481801,3,1,25,9,0,10,80,998,9,48.0,0.0,0.0,1.0,6,65,98,1,0,2010
481804,2,1,26,9,14,45,80,998,9,48.0,0.0,0.0,0.0,2,60,69,1,0,2010
