ST_CASE,VEH_NO,NUMOCCS,DAY,MONTH,HOUR,MINUTE,BODY_TYP,TRAV_SP,DEFORMED,L_STATE,PREV_ACC,PREV_DWI,PREV_SPD,VNUM_LAN,VSPD_LIM,ACC_TYPE,DEATHS,DR_DRINK,Year
480303,1,1,10,2,12,19,80,998,8,48,0,0,1,5,99,88,1,0,2016
480309,1,1,10,2,17,56,80,998,8,48,0,0,0,2,75,25,1,0,2016
480310,1,1,11,2,13,10,80,998,2,48,0,0,0,4,45,98,1,0,2016
480326,1,1,14,2,2,22,80,998,8,48,1,0,0,5,98,50,1,0,2016
480329,1,1,17,2,18,14,80,998,8,48,0,0,0,3,45,32,1,1,2016
480335,2,1,28,1,15,34,80,998,6,48,0,0,2,2,65,98,1,0,2016
480346,1,1,9,2,19,27,80,998,6,48,0,0,0,4,40,84,1,0,2016
480357,1,1,14,2,0,29,80,998,8,48,0,0,1,2,30,7,1,1,2016
480358,2,1,15,2,13,31,80,998,2,48,0,0,0,5,40,79,1,0,2016
480371,2,1,18,2,19,10,80,998,8,48,0,0,0,2,50,98,1,0,2016
480372,2,2,18,2,13,14,80,998,6,48,0,0,1,4,98,86,1,0,2016
480374,2,2,19,2,20,25,80,998,8,48,0,0,1,4,40,87,2,0,2016
480376,1,1,19,2,1,27,80,998,8,48,0,0,0,4,70,6,1,0,2016
480378,1,1,19,2,23,7,80,998,2,48,1,0,0,2,65,1,1,1,2016
480379,1,1,19,2,19,15,80,998,6,48,0,0,0,2,40,7,1,0,2016
480384,2,2,21,2,3,34,80,998,6,48,0,0,0,2,55,25,1,0,2016
480395,1,1,28,1,16,39,80,998,8,48,0,0,1,5,45,98,1,0,2016
480400,2,1,11,2,15,29,80,998,8,48,0,0,0,2,45,87,1,0,2016
480405,1,1,13,2,13,43,80,998,8,48,0,0,0,2,75,1,1,0,2016
480410,1,1,16,2,23,1,80,998,8,48,0,0,0,3,60,6,1,0,2016
480416,1,1,19,2,22,56,80,998,8,48,0,0,0,2,35,1,1,1,2016
480418,2,1,19,2,12,5,80,998,8,48,1,0,0,2,75,69,1,0,2016
480423,1,2,20,2,12,40,80,998,8,48,0,0,1,5,75,24,1,1,2016
480424,1,2,21,2,17,52,80,998,6,48,0,0,0,2,98,12,1,0,2016
480438,2,1,8,2,10,53,80,998,6,48,0,0,1,2,40,98,1,0,2016
480468,1,1,21,2,0,44,80,998,8,48,1,0,0,7,40,1,1,0,2016
480494,1,1,27,2,0,20,80,998,8,48,0,0,0,2,60,1,1,1,2016
480504,1,1,31,1,12,27,80,103,8,48,0,0,2,5,55,88,1,0,2016
480514,1,1,26,2,9,47,80,998,8,48,0,0,0,4,55,20,1,0,2016
480522,2,1,1,3,16,25,80,998,8,48,0,0,1,2,40,98,1,0,2016
480525,1,1,2,3,19,59,80,998,6,48,0,0,5,7,40,69,1,0,2016
480529,1,1,2,3,23,5,80,998,8,48,0,0,1,2,35,7,1,0,2016
480546,1,1,4,3,20,9,80,998,8,48,0,0,1,2,30,1,1,0,2016
480548,2,1,4,3,20,30,80,998,6,48,0,0,0,2,55,51,1,0,2016
480552,1,1,5,3,15,24,80,998,6,22,0,0,1,7,55,52,1,0,2016
480560,1,1,6,3,20,30,80,998,6,48,0,0,1,3,45,6,1,0,2016
480564,2,1,7,3,6,17,80,998,6,48,1,0,1,3,35,69,1,0,2016
480565,1,1,7,3,23,29,80,998,8,48,0,0,0,3,45,6,1,1,2016
480566,2,1,7,3,21,24,80,998,8,48,0,0,0,7,50,83,1,0,2016
480567,1,1,8,3,9,29,80,998,8,48,0,0,0,2,45,2,1,1,2016
480590,2,1,14,3,18,29,80,998,8,48,0,0,0,7,45,88,1,0,2016
480595,1,1,31,1,3,33,80,998,8,48,3,0,0,2,45,98,1,1,2016
480608,2,1,10,3,15,14,80,998,6,48,1,0,0,5,45,25,1,0,2016
480618,1,1,13,3,23,20,80,998,8,48,0,0,0,2,35,98,1,1,2016
480620,2,1,14,3,10,1,80,998,8,48,0,0,0,4,55,83,1,0,2016
480634,1,1,27,2,22,25,80,998,8,20,0,0,1,4,40,1,1,1,2016
480635,2,2,28,2,2,1,80,998,8,48,0,0,0,2,60,65,2,1,2016
480641,1,1,11,3,15,48,80,998,8,48,0,1,0,2,40,6,1,1,2016
480645,1,1,13,3,23,16,80,998,8,48,1,0,0,2,40,1,1,1,2016
480667,2,0,19,3,1,38,80,0,6,0,998,998,998,3,45,98,0,0,2016
480699,1,1,26,3,16,10,80,998,6,48,1,0,1,2,60,98,0,0,2016
480699,2,1,26,3,16,10,80,998,6,48,1,0,1,2,60,98,1,0,2016
480706,1,1,27,3,0,12,80,998,8,48,0,0,1,2,60,6,1,0,2016
480733,1,1,21,3,8,40,80,998,8,48,0,0,0,2,65,28,1,0,2016
480735,1,1,23,3,18,49,80,998,8,48,0,0,1,2,40,2,1,0,2016
480743,1,1,26,3,17,10,80,998,8,48,0,0,2,2,40,1,1,1,2016
480747,1,1,27,3,0,40,80,120,6,48,0,0,1,1,60,0,1,1,2016
480787,1,1,26,3,19,20,80,998,8,48,0,0,0,2,70,2,1,1,2016
480790,1,1,27,3,21,10,80,998,8,48,0,0,1,2,40,6,1,0,2016
480794,2,1,29,3,11,7,80,998,6,48,0,0,0,2,98,69,1,0,2016
480800,2,1,1,4,14,9,80,998,8,48,1,0,0,2,35,69,1,0,2016
480804,1,1,1,4,13,29,80,998,8,48,0,0,0,2,40,2,1,0,2016
480807,2,1,2,4,2,18,80,998,6,48,1,0,0,3,70,98,1,1,2016
480822,1,1,3,4,14,18,80,998,8,48,0,0,0,2,65,13,1,0,2016
480822,2,1,3,4,14,18,80,998,8,48,0,0,0,2,65,98,1,0,2016
480825,2,1,4,4,19,21,80,998,8,48,2,0,4,3,45,83,1,0,2016
480826,1,1,4,4,22,23,80,0,8,48,0,0,0,2,60,21,1,0,2016
480834,1,1,5,4,0,45,80,998,8,48,0,0,1,2,30,1,1,1,2016
480841,1,1,7,4,4,2,80,998,8,48,0,0,1,2,40,1,1,1,2016
480842,2,1,7,4,18,47,80,998,6,48,0,0,0,3,35,83,1,0,2016
480843,1,2,7,4,0,30,80,998,6,48,0,0,0,2,55,6,2,1,2016
480859,2,1,15,4,0,6,80,998,8,48,0,0,0,6,98,89,1,0,2016
480866,1,1,29,3,17,14,80,998,6,48,0,0,2,2,45,6,1,0,2016
480871,2,2,5,4,19,47,80,998,6,48,1,0,2,4,40,87,2,1,2016
480875,1,1,6,4,17,19,80,998,8,48,0,0,0,2,98,98,1,0,2016
480887,1,1,10,4,10,55,80,998,8,48,0,0,0,2,55,0,1,0,2016
480901,1,1,16,4,17,48,80,998,8,48,0,0,0,2,40,1,1,0,2016
480907,1,1,2,2,16,3,80,998,8,48,0,0,0,2,75,6,1,1,2016
480914,1,1,4,4,17,8,80,998,8,48,1,0,0,2,30,88,1,0,2016
480916,1,1,8,4,2,13,80,998,8,48,0,0,0,5,99,88,1,0,2016
480925,2,1,13,4,23,40,80,998,8,48,0,0,1,7,55,69,1,0,2016
480932,1,1,15,4,14,48,80,998,8,48,0,0,0,2,55,98,1,0,2016
480933,2,1,15,4,7,25,80,998,8,48,0,0,1,2,55,51,1,0,2016
480939,2,2,19,4,13,3,80,998,8,48,0,0,0,4,40,88,1,0,2016
480943,1,1,2,4,14,19,80,998,8,48,0,0,0,2,75,1,1,0,2016
480946,1,1,15,4,5,20,80,998,8,48,0,0,0,2,70,6,1,0,2016
480958,1,1,21,4,20,55,80,76,8,48,1,0,0,2,70,24,1,1,2016
480963,1,1,23,4,18,13,80,998,8,48,0,0,0,3,55,6,1,0,2016
480968,1,1,23,4,22,10,80,998,8,48,0,0,0,5,50,1,1,1,2016
480969,2,1,23,4,18,14,80,998,6,48,1,0,0,2,98,0,1,1,2016
480974,1,1,28,4,2,44,80,998,8,48,1,0,0,1,45,6,1,0,2016
480982,1,1,8,4,13,43,80,998,6,48,1,0,0,2,60,46,1,0,2016
480982,3,2,8,4,13,43,80,998,2,48,0,0,0,2,60,45,0,0,2016
480990,1,1,18,4,22,15,80,998,8,48,1,0,3,2,99,84,1,0,2016
480998,1,1,25,4,19,39,80,998,8,48,0,0,0,2,60,1,1,1,2016
480999,1,1,26,4,11,23,80,998,8,48,0,0,1,2,40,7,1,0,2016
481005,1,1,29,4,7,48,80,998,8,48,0,0,1,2,45,32,1,0,2016
481019,1,1,30,4,1,25,80,57,8,48,0,0,2,4,40,69,1,0,2016
481022,2,1,29,2,17,57,80,998,2,48,0,0,1,2,30,69,1,0,2016
481023,1,1,29,3,20,7,80,998,8,48,0,0,1,2,55,45,1,1,2016
481023,2,1,29,3,20,7,80,998,2,48,0,0,0,2,55,44,0,0,2016
481028,1,1,22,4,23,0,80,998,8,48,0,0,0,2,60,1,1,1,2016
481030,1,1,24,4,16,17,80,998,8,48,0,0,0,2,65,6,1,0,2016
481031,2,2,26,4,12,15,80,998,8,48,0,0,1,2,75,32,2,0,2016
481039,2,1,30,4,2,6,80,998,8,48,1,0,0,2,30,89,1,0,2016
481041,1,1,30,4,16,23,80,998,6,48,0,0,2,5,45,86,1,0,2016
481050,1,1,25,4,10,49,80,998,8,48,0,0,1,2,60,98,1,0,2016
481055,1,1,30,4,3,25,80,998,8,48,0,0,0,3,60,24,1,0,2016
481072,1,1,3,5,18,20,80,998,8,48,0,0,0,1,60,6,1,1,2016
481073,2,1,4,5,12,10,80,998,8,48,0,0,0,5,55,69,1,0,2016
481076,1,2,4,5,19,35,80,998,8,48,0,0,0,2,30,98,1,1,2016
481079,1,1,5,5,5,40,80,998,8,48,0,0,0,5,65,24,1,0,2016
481081,1,1,6,5,0,10,80,998,8,48,1,0,5,5,65,1,1,0,2016
481085,1,1,6,5,11,8,80,998,8,48,0,0,1,3,45,69,1,0,2016
481092,1,1,7,5,20,8,80,999,6,48,0,0,0,9,40,6,1,1,2016
481093,2,1,7,5,11,53,80,998,8,48,0,0,0,5,60,25,1,0,2016
481094,2,1,7,5,13,37,80,998,6,48,1,0,0,5,35,69,1,0,2016
481103,1,1,9,5,19,47,80,998,8,48,0,0,2,2,55,28,1,0,2016
481118,1,2,24,4,16,45,80,998,8,48,1,0,0,2,55,6,2,0,2016
481122,1,1,30,4,18,40,80,998,8,48,0,1,0,2,55,2,1,1,2016
481123,1,1,1,5,10,8,80,998,8,48,0,0,1,2,98,6,1,0,2016
481128,2,1,4,5,21,5,80,998,8,48,0,0,1,2,50,25,1,0,2016
481131,1,1,6,5,20,50,80,998,8,48,0,0,0,4,45,69,1,0,2016
481135,2,1,10,5,20,19,80,998,6,48,0,0,0,3,45,69,1,0,2016
481175,1,1,29,4,12,35,80,998,2,48,1,0,1,2,40,1,1,0,2016
481177,1,2,30,4,20,10,80,998,8,48,0,0,0,2,60,1,1,0,2016
481213,2,1,21,5,1,21,80,998,8,48,0,0,1,5,45,88,1,0,2016
481228,1,1,21,5,22,41,80,998,8,48,0,1,0,1,70,1,1,1,2016
481229,1,2,22,5,18,20,80,998,8,48,1,1,1,1,75,98,1,1,2016
481241,1,1,11,5,9,0,80,998,8,48,0,0,0,4,30,1,1,0,2016
481244,1,1,12,5,6,0,80,998,8,48,0,0,0,5,45,98,1,1,2016
481251,1,1,16,5,11,0,80,998,8,48,0,0,0,2,45,1,1,0,2016
481252,2,1,16,5,10,56,80,998,8,48,0,0,1,3,65,25,1,0,2016
481256,2,1,18,5,17,7,80,998,6,35,98,0,1,3,40,69,1,0,2016
481262,1,1,20,5,15,0,80,998,8,48,0,0,0,2,75,6,1,0,2016
481265,1,1,20,5,21,41,80,998,8,48,0,0,1,5,35,69,1,1,2016
481270,1,1,21,5,12,35,80,998,6,48,0,0,0,2,60,1,1,0,2016
481281,1,1,25,5,11,47,80,998,8,48,0,0,0,2,35,86,1,0,2016
481282,1,1,25,5,17,30,80,998,6,48,0,0,1,2,40,69,1,0,2016
481302,1,1,29,4,7,36,80,998,6,48,0,0,0,1,35,1,1,0,2016
481309,1,1,14,5,13,55,80,998,8,48,0,0,0,2,55,1,1,0,2016
481312,1,2,21,5,12,0,80,998,8,48,1,0,0,2,65,0,1,0,2016
481312,2,1,21,5,12,0,80,998,8,35,98,0,0,2,65,98,0,0,2016
481327,1,1,28,5,20,45,80,998,6,48,0,0,0,2,75,13,1,0,2016
481332,1,1,29,5,6,44,80,998,8,48,2,0,0,2,35,98,1,1,2016
481336,1,1,29,5,12,45,80,998,8,48,0,0,0,2,45,98,1,0,2016
481336,2,1,29,5,12,45,80,998,8,48,0,0,0,2,45,98,0,0,2016
481340,1,1,30,5,18,52,80,998,8,48,0,0,0,3,60,1,1,0,2016
481343,1,1,31,5,23,45,80,998,8,48,0,1,0,4,30,74,1,1,2016
481353,1,1,5,6,20,13,80,998,9,48,0,0,1,3,40,6,1,1,2016
481355,1,1,6,6,2,0,80,998,8,48,0,0,0,2,55,13,1,0,2016
481367,2,2,4,6,20,20,80,998,8,48,0,0,8,5,55,83,2,1,2016
481370,1,1,8,6,8,12,80,998,8,48,0,0,0,2,40,32,1,0,2016
481372,1,1,21,5,15,28,80,998,8,48,0,0,0,3,45,48,1,0,2016
481388,2,1,30,5,23,29,80,998,8,48,0,0,0,2,70,69,1,0,2016
481403,1,1,9,6,7,50,80,998,8,48,1,0,1,2,55,98,1,0,2016
481413,1,1,12,6,19,25,80,998,6,48,0,0,0,4,45,69,1,0,2016
481420,3,1,20,5,13,17,80,998,6,48,2,0,0,3,45,98,1,0,2016
481434,1,1,13,6,12,6,80,998,6,48,1,0,0,5,40,68,1,0,2016
481449,3,1,15,6,18,55,80,0,8,48,0,0,0,2,65,48,0,0,2016
481466,2,1,8,6,16,41,80,998,8,48,1,0,0,2,45,0,1,0,2016
481480,1,1,13,6,11,55,80,998,6,48,0,0,0,2,45,6,1,0,2016
481481,2,1,13,6,15,55,80,998,8,48,0,0,0,2,30,98,1,0,2016
481484,1,1,15,6,14,52,80,998,8,31,0,0,0,2,45,98,1,0,2016
481484,2,1,15,6,14,52,80,998,0,48,0,0,0,2,45,98,0,0,2016
481486,1,1,15,6,20,18,80,998,8,48,0,0,0,7,45,88,1,0,2016
481489,2,1,15,6,6,2,80,998,8,48,0,0,0,2,60,69,1,0,2016
481517,1,1,22,6,6,0,80,998,6,48,0,0,0,2,50,69,1,0,2016
481521,1,1,5,3,10,0,80,998,8,48,0,0,0,5,60,98,1,0,2016
481528,1,1,7,6,19,14,80,998,8,48,0,0,0,2,30,13,1,0,2016
481535,1,1,8,6,17,11,80,998,6,48,0,0,2,3,60,58,1,0,2016
481543,3,2,15,6,20,45,80,998,2,2,0,0,1,2,75,98,0,0,2016
481553,2,1,20,6,19,14,80,998,8,48,0,0,1,2,60,98,1,0,2016
481558,1,1,21,6,22,50,80,998,6,48,0,0,1,3,40,6,1,0,2016
481565,1,1,23,6,2,0,80,998,8,48,0,0,0,5,55,98,1,0,2016
481569,2,1,25,6,17,36,80,998,8,48,0,0,0,3,55,45,1,0,2016
481570,2,2,26,6,1,45,80,998,8,48,0,0,0,2,65,25,2,0,2016
481586,2,1,29,6,19,46,80,998,6,48,0,0,2,4,45,74,1,0,2016
481592,1,1,25,5,18,33,80,998,8,48,0,0,0,2,30,1,1,0,2016
481603,1,1,14,6,17,35,80,998,8,48,0,0,0,2,65,98,1,0,2016
481604,2,1,14,6,14,42,80,998,8,48,0,0,0,4,40,69,1,0,2016
481614,2,1,21,6,9,41,80,998,8,48,0,0,1,7,35,69,1,0,2016
481622,1,1,24,6,22,16,80,998,8,48,0,0,1,2,40,6,1,0,2016
481624,2,1,25,6,21,9,80,998,8,48,0,0,0,2,55,65,0,0,2016
481624,3,2,25,6,21,9,80,998,8,48,0,0,1,2,55,98,1,0,2016
481628,2,2,26,6,22,0,80,998,8,48,0,0,0,4,45,69,1,0,2016
481633,1,1,1,7,23,55,80,998,2,48,0,0,0,3,40,1,1,1,2016
481637,1,1,3,7,23,14,80,998,2,48,1,0,2,4,35,68,1,0,2016
481638,2,1,4,7,19,5,80,998,8,48,1,0,0,3,45,79,1,0,2016
481639,1,1,4,7,2,19,80,998,8,48,2,0,1,2,40,1,1,0,2016
481640,1,1,4,7,21,19,80,998,2,48,0,0,2,3,40,1,1,0,2016
481660,1,1,21,6,23,10,80,998,8,48,1,0,0,3,45,1,1,0,2016
481675,2,1,2,7,18,38,80,998,4,48,0,0,3,7,40,69,1,1,2016
481679,2,2,3,7,18,52,80,998,8,48,0,0,0,2,60,98,0,0,2016
481680,1,1,3,7,13,39,80,998,6,48,1,0,0,3,30,50,1,0,2016
481681,1,1,3,7,10,50,80,998,8,48,0,0,1,2,55,1,1,0,2016
481683,1,1,4,7,21,40,80,998,8,48,0,0,0,7,40,69,1,0,2016
481694,2,1,7,7,23,18,80,998,8,48,0,0,0,2,40,83,1,0,2016
481695,1,1,8,7,2,0,80,998,8,48,2,0,1,2,30,6,1,1,2016
481696,1,1,8,7,11,36,80,998,8,48,0,0,1,5,45,69,1,0,2016
481707,1,1,5,7,11,34,80,998,8,48,0,0,0,4,70,38,1,0,2016
481710,1,1,9,7,19,52,80,998,8,48,0,1,2,5,35,1,1,1,2016
481724,1,1,11,7,20,36,80,998,8,48,0,0,0,2,40,1,1,0,2016
481725,1,1,12,7,13,45,80,998,8,48,0,0,0,2,30,98,1,0,2016
481727,2,1,13,7,17,42,80,998,8,48,0,0,0,2,45,83,1,0,2016
481731,1,2,6,5,5,46,80,998,6,48,0,0,0,3,65,1,1,1,2016
481732,1,1,12,6,6,34,80,998,8,48,0,0,1,2,30,98,1,1,2016
481737,2,1,1,7,14,3,80,998,6,12,0,0,0,4,45,83,1,0,2016
481756,1,1,15,7,22,40,80,998,8,48,0,0,0,2,25,1,1,1,2016
481760,1,1,17,7,2,7,80,998,6,48,0,0,2,5,50,69,1,1,2016
481761,1,2,17,7,12,54,80,50,8,48,0,0,0,2,55,6,1,0,2016
481766,1,1,6,7,15,10,80,998,8,48,1,0,0,3,40,88,1,0,2016
481770,1,1,16,7,23,37,80,998,8,48,0,0,0,3,50,1,1,0,2016
481776,1,1,14,2,13,27,80,998,2,35,98,0,0,3,60,6,1,0,2016
481778,1,1,8,7,13,10,80,998,8,48,0,0,0,0,0,89,1,0,2016
481780,1,1,14,7,23,30,80,998,8,48,0,0,1,2,60,6,1,0,2016
481788,1,1,14,7,22,59,80,998,6,48,2,0,2,3,50,24,1,1,2016
481795,1,1,17,7,19,6,80,998,6,48,0,0,0,2,65,24,1,1,2016
481798,1,1,5,7,2,19,80,998,8,48,0,0,0,2,65,66,1,0,2016
481805,1,2,15,7,19,33,80,998,8,48,0,0,0,2,60,1,1,1,2016
481808,1,1,15,7,1,40,80,998,8,48,0,0,0,2,40,2,1,0,2016
481821,1,1,24,7,2,12,80,998,6,48,2,0,1,5,60,24,1,1,2016
481833,1,2,15,7,22,45,80,998,8,48,0,0,1,2,55,13,1,1,2016
481837,1,1,26,5,14,3,80,998,8,48,0,0,0,3,65,12,1,0,2016
481871,2,1,20,7,19,15,80,998,8,48,0,0,0,4,70,29,1,1,2016
481882,2,1,24,7,15,32,80,998,8,48,0,0,2,3,98,90,1,0,2016
481884,2,1,24,7,13,41,80,998,6,48,1,0,1,2,55,66,1,0,2016
481889,1,1,26,7,6,45,80,998,8,48,0,0,0,2,55,12,1,0,2016
481899,2,1,30,7,16,19,80,998,6,48,0,0,0,4,35,69,1,0,2016
481902,2,1,31,7,0,13,80,998,8,48,0,0,1,4,40,69,1,1,2016
481903,2,1,1,8,9,15,80,998,8,22,0,0,0,5,50,69,1,0,2016
481904,1,1,1,8,13,32,80,998,6,48,1,0,3,2,30,1,1,0,2016
481906,1,1,1,8,23,43,80,998,8,48,0,0,4,3,55,0,1,0,2016
481916,1,1,23,7,11,10,80,998,8,48,0,0,1,2,40,2,1,0,2016
481921,1,1,1,8,1,20,80,998,8,48,0,0,0,4,60,48,1,1,2016
481929,1,1,26,7,10,49,80,998,6,24,0,0,0,2,75,28,1,0,2016
481929,2,1,26,7,10,49,80,998,6,51,1,0,0,2,75,31,0,0,2016
481937,2,1,19,7,12,20,80,998,8,48,0,0,2,3,35,69,1,0,2016
481940,1,1,24,7,23,11,80,998,8,48,0,0,0,2,75,1,1,1,2016
481943,1,1,26,7,19,31,80,998,8,4,0,0,1,3,35,7,1,1,2016
481951,1,1,31,7,12,0,80,998,8,48,0,0,0,2,30,1,1,0,2016
481955,2,1,31,7,16,29,80,998,8,48,0,0,2,6,35,69,1,0,2016
481956,2,1,31,7,11,52,80,998,8,48,2,0,1,3,70,69,1,0,2016
481962,1,1,2,8,19,0,80,998,6,48,1,0,0,2,55,50,1,0,2016
481963,1,1,2,8,7,48,80,998,8,48,0,0,2,2,70,6,1,1,2016
481964,2,1,3,8,16,31,80,998,8,48,0,0,0,4,35,50,1,0,2016
481966,1,1,3,8,23,0,80,998,8,48,0,0,1,2,65,13,1,1,2016
481985,2,1,6,8,15,2,80,998,8,48,0,0,0,5,55,83,1,0,2016
481986,1,1,6,8,2,34,80,998,6,40,0,0,1,3,50,2,1,1,2016
481987,1,1,6,8,0,3,80,998,8,48,0,0,0,2,40,2,1,1,2016
481988,1,2,6,8,1,25,80,998,8,48,1,0,2,3,40,1,2,1,2016
481990,2,2,7,8,22,51,80,998,8,48,0,0,0,3,45,83,1,0,2016
482004,1,1,17,7,19,34,80,998,8,48,0,0,0,2,15,13,0,1,2016
482006,1,1,24,7,23,4,80,998,8,48,0,0,0,2,75,52,1,1,2016
482011,2,2,26,7,23,25,80,998,8,48,0,0,0,4,65,32,1,0,2016
482020,1,1,5,8,21,8,80,998,8,48,0,0,1,2,35,1,1,0,2016
482023,1,1,6,8,3,10,80,998,8,48,0,0,1,2,65,77,1,1,2016
482037,1,1,11,8,8,38,80,998,8,48,0,0,0,2,70,24,1,0,2016
482042,1,1,12,8,5,58,80,998,8,48,0,0,0,2,45,1,1,1,2016
482045,1,1,13,8,16,31,80,998,8,48,0,0,0,3,65,46,1,0,2016
482048,1,1,14,8,19,16,80,998,8,48,0,0,0,2,45,32,1,1,2016
482058,1,1,13,8,22,5,80,998,8,48,0,0,0,2,70,13,1,0,2016
482058,2,1,13,8,22,5,80,998,8,48,0,0,0,2,70,98,0,0,2016
482071,1,1,3,7,20,42,80,998,2,48,0,0,0,2,30,98,1,1,2016
482072,1,2,11,7,0,35,80,998,8,48,2,0,5,2,60,1,1,1,2016
482082,2,1,7,8,9,20,80,998,6,48,1,0,0,4,55,74,1,0,2016
482088,2,1,10,8,7,55,80,998,6,48,0,0,0,3,75,68,1,0,2016
482092,1,1,12,8,13,33,80,998,8,48,0,0,0,2,35,6,1,0,2016
482096,2,1,13,8,1,10,80,998,6,48,0,0,0,2,35,98,1,1,2016
482127,2,1,22,8,11,25,80,998,8,48,0,0,2,2,55,98,1,0,2016
482140,2,1,21,8,23,8,80,998,8,48,0,0,1,2,40,98,1,1,2016
482142,1,1,11,8,17,0,80,998,6,48,2,0,0,5,45,83,1,0,2016
482156,2,1,26,8,19,9,80,998,6,48,0,0,0,7,40,83,1,0,2016
482162,1,1,24,4,15,45,80,998,8,48,0,0,3,2,35,1,1,0,2016
482163,2,1,9,7,20,20,80,998,6,48,0,0,0,7,45,69,1,0,2016
482165,1,1,11,8,6,52,80,998,6,48,0,0,0,2,35,6,1,0,2016
482167,1,1,12,8,19,32,80,998,8,48,0,0,0,2,55,50,1,0,2016
482177,1,2,21,8,20,30,80,998,6,48,0,0,0,2,75,13,1,0,2016
482204,1,1,26,8,23,30,80,998,6,48,0,0,0,4,35,98,1,0,2016
482215,1,1,30,8,19,43,80,998,8,48,0,0,0,3,55,32,1,0,2016
482232,1,1,3,9,16,42,80,998,8,48,0,0,0,2,55,0,1,0,2016
482233,2,1,3,9,16,13,80,998,8,48,0,0,0,2,55,83,1,0,2016
482236,1,1,4,9,1,0,80,998,8,48,0,0,1,2,55,6,1,0,2016
482237,2,1,4,9,0,25,80,998,6,48,0,0,0,5,99,87,1,0,2016
482239,1,1,5,9,2,39,80,998,8,48,0,0,0,2,30,98,1,0,2016
482250,2,1,1,9,11,14,80,998,6,48,0,0,0,5,45,69,1,0,2016
482255,1,1,9,9,2,4,80,998,6,48,1,0,3,2,45,1,1,0,2016
482257,1,1,2,7,2,15,80,998,8,48,0,0,0,1,30,6,1,1,2016
482284,1,1,9,9,22,11,80,998,8,48,0,0,1,5,40,69,1,0,2016
482285,2,1,9,9,10,5,80,998,8,48,0,0,3,3,40,73,1,0,2016
482286,1,1,10,9,1,59,80,998,8,48,2,1,1,2,45,1,1,1,2016
482292,1,1,12,9,3,30,80,998,8,48,1,0,7,3,35,6,1,0,2016
482300,2,2,4,9,22,50,80,998,8,48,0,0,3,3,55,83,2,0,2016
482302,1,1,9,9,20,50,80,998,2,48,0,0,0,2,30,13,1,1,2016
482314,1,1,29,8,8,6,80,998,8,48,0,0,0,2,75,64,1,0,2016
482315,2,1,30,8,20,33,80,998,8,48,0,0,6,3,65,25,1,0,2016
482317,1,1,3,9,1,9,80,998,8,48,0,0,0,2,45,28,1,0,2016
482327,1,1,9,9,15,10,80,998,8,48,0,0,0,2,60,6,1,0,2016
482351,1,1,16,9,19,25,80,998,8,99,99,99,99,4,35,1,1,0,2016
482353,1,1,16,9,21,18,80,998,2,48,0,0,0,2,45,1,1,0,2016
482361,2,1,18,9,14,38,80,998,8,48,0,0,2,5,40,47,1,1,2016
