ST_CASE,VEH_NO,NUMOCCS,DAY,MONTH,HOUR,MINUTE,BODY_TYP,TRAV_SP,DEFORMED,L_STATE,PREV_ACC,PREV_DWI,PREV_SPD,VNUM_LAN,VSPD_LIM,ACC_TYPE,DEATHS,DR_DRINK,Year
480642,1,1,28,3,18,7,80,998,8,48,0,0,2,3,55,98,1,0,2015
480642,2,1,28,3,18,7,80,0,8,48,0,0,0,3,55,98,0,0,2015
480642,3,1,28,3,18,7,80,0,8,48,0,0,0,3,55,98,0,0,2015
480645,2,1,29,3,17,27,80,998,8,48,1,0,0,2,45,98,1,0,2015
480652,2,1,30,3,21,31,80,998,6,48,0,0,0,5,55,69,1,0,2015
480655,1,1,31,3,15,42,80,998,8,48,0,0,1,2,55,1,1,0,2015
480666,1,1,31,3,22,40,80,998,8,48,0,0,2,1,70,6,1,1,2015
480679,2,1,1,4,20,41,80,70,8,48,3,0,3,2,30,98,1,0,2015
480689,1,1,3,4,4,23,80,998,8,48,0,0,0,2,20,0,1,0,2015
480697,1,2,4,4,13,30,80,998,8,29,0,0,0,4,60,98,1,0,2015
480698,1,1,4,4,18,50,80,998,8,48,0,0,0,4,35,2,1,0,2015
480709,2,1,5,4,15,33,80,998,8,48,2,0,0,2,75,66,1,0,2015
480719,1,1,7,4,18,48,80,998,8,48,4,0,2,5,35,69,1,1,2015
480721,1,1,7,4,12,10,80,998,8,48,0,0,0,2,98,89,1,0,2015
480722,1,1,8,4,17,20,80,998,8,48,0,0,0,1,65,32,1,0,2015
480733,2,1,10,4,21,45,80,998,8,48,0,2,0,3,65,25,1,0,2015
480734,2,1,11,4,9,55,80,100,8,48,0,0,2,5,65,24,1,0,2015
480741,1,1,11,4,15,37,80,998,8,48,0,0,5,2,60,1,1,1,2015
480750,1,1,12,4,14,30,80,998,8,48,1,0,0,2,55,74,1,0,2015
480762,1,1,16,4,16,45,80,998,8,48,1,0,0,2,55,1,1,0,2015
480766,2,1,18,4,17,20,80,998,8,48,0,0,3,2,35,69,1,1,2015
480768,1,1,18,4,8,30,80,998,8,48,0,0,1,2,45,1,1,0,2015
480769,1,1,18,4,2,57,80,998,6,48,0,0,1,8,98,86,1,0,2015
480770,1,1,18,4,17,55,80,998,6,48,0,0,0,2,40,1,1,1,2015
480771,1,1,19,4,18,17,80,998,6,48,0,0,0,2,35,6,1,1,2015
480803,1,1,25,4,15,56,80,998,8,48,1,0,1,2,60,28,1,1,2015
480805,1,1,26,4,15,46,80,998,8,48,0,0,0,3,40,1,1,0,2015
480809,1,1,4,3,2,29,80,998,6,48,1,0,0,5,65,1,1,1,2015
480815,1,1,6,4,17,29,80,998,8,48,0,0,0,2,40,98,1,0,2015
480821,1,1,11,4,0,32,80,998,8,48,0,0,0,3,40,69,1,0,2015
480822,2,1,11,4,13,46,80,998,6,48,0,0,1,2,98,83,1,0,2015
480831,1,1,17,4,21,45,80,998,8,48,0,0,2,2,45,28,1,1,2015
480844,2,1,22,4,14,8,80,998,6,48,1,0,0,4,35,88,1,1,2015
480849,1,1,22,4,20,52,80,998,8,48,0,0,2,2,45,98,1,0,2015
480860,1,2,25,4,14,1,80,998,8,48,0,0,0,2,70,2,1,0,2015
480864,1,1,26,4,4,46,80,998,8,48,0,0,2,1,70,98,1,0,2015
480864,2,1,26,4,4,46,80,998,8,48,1,0,1,1,70,98,0,0,2015
480874,1,1,29,4,8,35,80,998,2,48,1,0,4,3,55,12,1,0,2015
480875,2,1,30,4,21,10,80,998,6,48,0,0,1,2,30,83,1,0,2015
480877,1,2,25,1,20,39,80,998,8,48,0,0,0,5,45,1,1,0,2015
480882,1,1,19,4,22,11,80,998,8,48,0,0,0,3,70,1,1,0,2015
480883,1,1,19,4,19,38,80,91,2,48,0,0,1,5,55,98,1,0,2015
480888,2,1,25,4,16,35,80,998,8,48,1,1,1,2,55,86,1,0,2015
480889,2,2,26,4,2,10,80,998,8,48,0,0,0,2,30,87,1,0,2015
480895,1,2,30,4,17,51,80,998,6,28,98,0,0,3,30,86,1,0,2015
480896,1,1,1,5,6,50,80,998,6,48,0,0,0,2,60,1,1,0,2015
480900,1,1,1,5,0,36,80,998,8,48,0,0,0,2,55,1,1,1,2015
480902,1,1,1,5,10,27,80,998,8,48,0,0,0,2,55,1,1,0,2015
480903,1,1,1,5,9,9,80,998,8,48,0,0,2,2,55,24,1,0,2015
480910,1,1,3,5,15,57,80,998,8,48,1,0,1,2,60,1,1,1,2015
480918,1,1,3,5,17,11,80,998,8,48,0,0,0,2,60,98,1,1,2015
480923,2,1,4,5,15,30,80,998,8,48,2,0,0,2,45,88,0,0,2015
480924,2,2,4,5,20,23,80,998,6,13,98,0,0,5,55,83,1,0,2015
480940,1,1,7,5,12,17,80,998,8,48,1,0,2,3,55,6,1,0,2015
480949,2,1,30,3,23,38,80,998,8,48,1,0,0,4,45,52,1,0,2015
480953,1,1,25,4,3,5,80,998,8,48,0,0,0,4,60,24,1,1,2015
480956,1,1,29,4,19,34,80,998,4,48,0,0,0,2,70,1,1,0,2015
480969,2,1,9,5,13,1,80,998,8,48,0,0,3,2,45,0,0,0,2015
480969,3,1,9,5,13,1,80,998,8,48,0,0,0,2,45,98,1,0,2015
480974,1,1,10,5,14,52,80,998,8,36,0,0,0,5,45,83,1,1,2015
480977,2,1,13,5,15,22,80,998,8,48,1,0,0,2,75,24,1,0,2015
480978,1,1,13,5,13,43,80,998,8,48,1,0,0,2,98,98,1,0,2015
480979,2,1,14,5,21,35,80,998,6,48,3,1,0,1,65,20,1,1,2015
480983,2,2,29,3,17,20,80,998,0,48,0,0,0,3,45,79,2,0,2015
480986,1,2,11,4,1,55,80,998,6,48,0,0,0,2,30,6,1,0,2015
480995,1,2,8,5,19,2,80,998,8,48,1,0,3,3,65,24,1,1,2015
480998,1,1,8,5,21,25,80,998,8,48,0,0,1,2,35,1,1,0,2015
481001,1,1,9,5,22,54,80,998,8,48,0,0,0,3,65,98,0,0,2015
481001,2,2,9,5,22,54,80,998,8,48,0,0,0,3,65,98,1,0,2015
481001,3,1,9,5,22,54,80,998,8,48,0,0,0,3,65,98,0,0,2015
481006,1,1,11,5,19,54,80,998,8,48,0,0,2,1,40,6,1,0,2015
481007,1,1,11,5,4,30,80,998,8,48,0,0,0,2,60,0,1,0,2015
481019,2,1,15,5,18,0,80,998,8,48,0,0,0,2,70,48,1,0,2015
481020,1,1,15,5,13,40,80,998,8,48,0,0,1,2,70,24,1,0,2015
481023,2,1,15,5,21,48,80,998,8,48,0,0,0,2,60,98,1,0,2015
481028,2,1,16,5,1,8,80,998,8,48,0,0,0,5,40,69,1,0,2015
481032,1,2,17,5,22,40,80,998,8,48,0,0,0,3,40,6,2,1,2015
481037,2,1,18,5,18,34,80,998,6,35,98,0,0,2,75,51,1,0,2015
481039,2,1,18,5,10,54,80,998,8,48,0,0,1,5,40,79,1,0,2015
481074,2,1,28,3,21,8,80,998,8,48,0,0,0,3,60,48,1,0,2015
481075,2,1,29,3,15,38,80,998,6,48,1,0,0,4,35,86,1,1,2015
481078,1,1,4,4,21,28,80,998,6,48,0,0,1,2,45,0,1,1,2015
481078,2,1,4,4,21,28,80,998,8,48,0,0,0,2,45,98,0,1,2015
481084,2,1,19,4,16,17,80,998,6,48,1,0,0,2,40,84,1,0,2015
481087,2,1,3,5,0,8,80,998,6,48,0,0,0,2,70,48,1,0,2015
481101,1,1,17,5,21,16,80,998,2,48,0,0,1,2,60,44,1,0,2015
481102,1,1,17,5,1,20,80,998,8,48,0,0,0,3,60,32,1,1,2015
481104,1,1,17,5,13,2,80,998,8,48,0,0,1,2,55,6,1,0,2015
481106,2,2,18,5,17,45,80,998,6,48,0,0,0,4,45,69,1,0,2015
481130,2,2,24,5,19,34,80,998,6,48,0,0,0,2,30,98,2,0,2015
481162,1,1,19,5,19,26,80,998,8,48,0,0,0,2,40,1,1,1,2015
481163,1,1,9,5,16,25,80,998,8,48,0,0,2,2,40,98,1,0,2015
481183,1,1,26,5,15,30,80,998,8,36,0,0,0,2,50,98,1,0,2015
481191,1,2,30,5,23,33,80,998,8,48,0,0,4,2,70,32,1,0,2015
481191,2,1,30,5,23,33,80,998,8,48,0,0,1,2,70,32,0,0,2015
481205,2,1,3,6,20,2,80,998,8,48,0,0,1,2,35,88,1,0,2015
481212,2,1,5,6,19,48,80,998,8,48,0,0,1,3,45,98,1,1,2015
481215,3,1,5,6,6,39,80,998,8,48,0,0,1,5,70,98,1,0,2015
481223,1,1,6,6,11,9,80,998,8,48,1,0,0,2,70,6,1,0,2015
481232,1,1,7,6,23,15,80,998,8,48,1,0,1,2,60,1,1,1,2015
481241,1,1,8,6,15,24,80,998,6,48,0,0,0,4,35,20,1,0,2015
481245,1,2,14,6,0,44,80,998,6,48,0,0,1,2,40,1,1,1,2015
481248,1,1,24,5,2,15,80,998,8,48,0,0,0,4,60,48,1,1,2015
481250,1,1,24,5,21,28,80,998,8,98,0,0,0,2,45,77,1,0,2015
481263,1,2,5,6,0,20,80,998,8,48,0,1,0,2,55,1,1,1,2015
481269,1,1,7,6,18,38,80,998,8,48,0,0,0,2,60,50,1,1,2015
481279,2,1,10,6,15,29,80,998,8,48,0,0,0,4,40,51,1,0,2015
481285,1,1,12,6,0,25,80,998,8,48,1,0,0,2,55,1,1,1,2015
481286,2,1,12,6,15,5,80,998,8,48,1,0,0,2,35,69,1,0,2015
481289,1,2,13,6,13,29,80,998,8,48,0,0,0,2,60,28,1,0,2015
481290,1,1,13,6,16,10,80,998,8,48,1,0,0,2,60,6,1,0,2015
481300,1,1,20,6,0,34,80,998,6,48,0,0,0,5,45,69,1,0,2015
481300,2,1,20,6,0,34,80,998,6,48,0,0,0,5,45,98,0,1,2015
481305,1,2,31,3,23,35,80,998,8,48,1,0,0,1,60,6,1,1,2015
481311,1,1,2,6,19,50,80,998,8,48,0,0,0,5,40,1,1,1,2015
481318,2,1,11,6,7,30,80,998,8,48,0,0,0,2,75,83,1,0,2015
481320,2,1,12,6,8,20,80,998,2,48,0,0,0,2,55,93,1,0,2015
481322,2,1,12,6,21,45,80,998,8,48,0,0,2,4,60,31,1,0,2015
481327,2,1,15,6,21,30,80,998,6,48,0,0,3,1,99,98,1,0,2015
481337,1,1,20,6,6,42,80,998,8,48,0,0,0,2,65,7,1,0,2015
481348,2,1,23,6,5,37,80,998,6,48,0,0,0,5,45,69,1,0,2015
481351,1,1,24,6,6,10,80,998,8,40,0,0,1,2,75,13,1,0,2015
481353,1,1,29,1,23,46,80,998,6,48,2,0,0,5,98,98,1,0,2015
481361,1,1,31,5,21,2,80,59,8,48,0,0,0,4,45,83,1,0,2015
481367,1,2,13,6,15,50,80,998,2,48,0,0,1,2,60,13,1,0,2015
481375,2,1,17,6,21,1,80,998,4,48,0,0,0,5,55,79,1,1,2015
481380,1,1,19,6,21,18,80,998,8,48,0,0,0,2,35,98,1,0,2015
481386,1,1,20,6,22,12,80,998,8,48,0,0,0,5,60,0,1,1,2015
481395,1,1,21,6,17,4,80,998,8,48,0,0,0,3,50,24,1,0,2015
481400,1,1,23,6,19,28,80,998,8,48,0,0,0,2,55,6,1,0,2015
481409,2,1,25,6,18,5,80,998,8,48,0,0,0,7,40,83,1,0,2015
481421,1,1,27,6,4,52,80,998,2,48,0,0,3,5,45,1,1,0,2015
481424,1,1,27,6,9,15,80,998,8,48,1,0,0,2,55,52,1,0,2015
481432,1,1,28,6,14,15,80,998,8,48,0,0,0,2,65,98,1,0,2015
481433,1,1,28,6,2,0,80,998,8,48,0,0,0,2,35,13,0,1,2015
481442,1,1,5,6,14,10,80,998,8,48,0,0,0,2,40,69,1,0,2015
481456,2,2,26,6,22,35,80,998,6,48,0,0,0,2,75,66,2,0,2015
481457,2,1,27,6,21,8,80,998,8,48,1,0,1,3,45,45,1,0,2015
481468,2,1,1,7,21,34,80,998,8,48,0,0,1,5,40,69,1,0,2015
481471,1,1,2,7,1,25,80,998,8,48,0,0,0,2,55,1,1,1,2015
481472,1,2,2,7,20,50,80,998,8,48,2,0,2,3,65,98,1,0,2015
481477,1,1,2,7,17,38,80,998,8,48,1,1,6,5,45,69,1,0,2015
481487,2,1,4,7,11,30,80,998,8,48,1,0,1,2,45,69,1,0,2015
481491,1,1,4,7,22,42,80,998,8,31,1,0,0,3,70,52,1,0,2015
481494,2,2,5,7,16,16,80,998,8,22,0,0,0,2,40,69,1,1,2015
481496,1,1,5,7,7,48,80,998,8,48,0,0,0,5,65,1,1,0,2015
481499,2,1,5,7,7,6,80,998,8,48,0,0,0,3,98,87,1,0,2015
481501,1,2,5,7,9,55,80,998,8,5,0,0,0,2,60,50,1,0,2015
481511,2,1,7,7,2,37,80,998,2,48,0,0,1,2,55,1,1,1,2015
481512,2,1,7,7,21,0,80,998,8,48,0,0,1,3,45,69,1,0,2015
481518,1,1,8,7,8,45,80,998,8,48,0,0,9,3,60,69,1,0,2015
481520,1,1,9,7,13,12,80,998,8,48,0,0,0,3,40,86,1,0,2015
481531,1,1,11,7,12,30,80,998,8,37,2,0,0,3,60,88,1,0,2015
481551,1,1,21,6,1,20,80,998,8,48,0,0,0,4,60,1,1,1,2015
481561,2,1,4,7,17,53,80,998,6,40,0,0,0,2,55,69,1,0,2015
481565,2,1,8,7,6,15,80,998,8,48,0,0,1,2,75,88,1,0,2015
481566,1,1,9,7,21,25,80,998,8,48,0,1,0,2,35,6,1,0,2015
481567,1,1,11,7,13,48,80,998,6,48,1,0,1,4,65,2,1,1,2015
481568,2,1,11,7,10,7,80,998,8,48,0,0,0,3,75,74,1,0,2015
481576,1,1,12,7,20,38,80,998,2,48,0,0,0,2,65,3,1,1,2015
481576,2,1,12,7,20,38,80,998,2,48,0,0,0,2,65,98,0,0,2015
481577,1,1,12,7,2,7,80,998,8,48,0,0,0,3,60,20,1,1,2015
481592,1,1,17,7,2,3,80,998,6,48,0,0,0,2,70,2,1,1,2015
481603,1,1,19,7,23,17,80,998,6,48,0,0,0,2,98,98,1,1,2015
481606,1,1,20,7,1,38,80,998,8,48,0,0,1,2,45,6,1,1,2015
481608,1,1,20,7,13,26,80,998,8,48,0,0,0,2,60,98,1,1,2015
481614,1,1,8,4,1,33,80,998,8,48,1,0,2,2,60,0,1,0,2015
481621,1,1,4,7,19,52,80,100,8,48,0,0,0,3,65,2,1,0,2015
481623,1,1,11,7,22,22,80,998,8,48,0,0,3,3,40,88,1,0,2015
481627,1,1,15,7,19,2,80,998,8,48,1,0,1,3,55,2,1,1,2015
481637,1,1,22,7,11,0,80,998,8,48,0,0,1,2,65,13,1,0,2015
481638,1,1,22,7,17,55,80,998,4,48,0,0,4,2,45,98,1,0,2015
481640,1,1,23,7,18,28,80,998,6,48,0,0,0,2,55,50,1,1,2015
481646,1,1,26,7,20,25,80,998,8,48,0,0,0,2,30,6,1,1,2015
481650,2,1,7,7,21,37,80,36,2,48,0,0,0,4,40,69,1,0,2015
481658,1,1,25,7,10,41,80,998,8,35,98,0,0,2,45,50,1,1,2015
481671,1,1,15,7,1,30,80,998,8,48,0,0,0,2,60,1,1,0,2015
481685,1,1,26,7,17,26,80,998,8,48,0,0,1,2,60,1,1,1,2015
481689,1,1,31,7,19,58,80,998,8,48,0,0,0,2,55,6,1,1,2015
481692,2,1,22,3,17,14,80,998,6,48,0,0,1,2,55,69,1,0,2015
481700,1,1,14,7,16,21,80,998,6,48,0,0,0,2,35,86,1,0,2015
481703,1,1,16,7,22,29,80,998,8,48,0,0,2,2,40,1,1,1,2015
481705,1,1,18,7,11,42,80,998,6,48,0,0,0,5,35,98,1,0,2015
481722,1,1,28,7,18,1,80,998,8,48,0,0,2,2,75,6,1,0,2015
481725,2,1,30,7,14,2,80,998,2,48,1,0,0,4,55,86,1,0,2015
481726,1,2,31,7,8,48,80,998,6,48,0,0,2,3,60,28,1,0,2015
481728,1,1,31,7,9,1,80,998,8,48,1,0,0,2,70,6,1,0,2015
481731,1,1,17,1,1,45,80,998,2,48,1,0,1,3,40,1,1,0,2015
481737,2,1,3,7,21,35,80,998,8,48,3,0,0,3,35,98,1,0,2015
481749,1,1,26,7,20,33,80,998,8,48,0,0,0,2,45,73,1,1,2015
481754,2,1,30,7,22,7,80,998,8,48,1,0,1,4,40,83,1,0,2015
481756,2,1,31,7,18,35,80,998,8,48,0,0,3,2,5,69,1,0,2015
481782,2,2,31,7,8,35,80,998,8,97,99,99,99,2,75,64,1,0,2015
481791,1,1,2,8,1,21,80,998,6,48,1,0,1,2,30,6,1,1,2015
481813,1,1,6,8,23,50,80,998,6,48,1,0,3,3,35,88,1,1,2015
481817,1,1,7,8,19,9,80,998,6,48,0,0,0,2,98,98,1,0,2015
481824,1,1,8,8,18,45,80,998,8,48,0,0,0,2,55,1,1,0,2015
481825,2,1,8,8,8,55,80,998,8,48,0,0,0,2,45,51,1,0,2015
481830,1,1,9,8,11,0,80,998,8,48,1,0,0,2,55,6,1,0,2015
481834,2,1,11,8,8,50,80,998,8,48,0,0,0,2,70,98,1,0,2015
481840,2,1,14,8,6,44,80,998,8,48,1,0,0,4,40,69,1,0,2015
481841,1,1,14,8,19,38,80,998,6,48,0,0,0,3,99,24,1,1,2015
481847,1,1,27,5,19,36,80,998,8,48,2,0,1,5,55,71,1,1,2015
481861,1,1,9,8,20,40,80,998,8,48,0,0,2,2,60,1,1,1,2015
481862,1,1,10,8,12,14,80,998,8,48,0,0,0,3,40,20,1,0,2015
481870,2,1,15,8,22,36,80,69,8,48,0,0,1,3,45,69,1,0,2015
481871,1,1,16,8,21,35,80,998,6,48,0,0,0,4,60,1,1,1,2015
481873,2,2,16,8,18,1,80,998,6,48,3,0,4,4,35,69,1,0,2015
481892,1,1,10,8,21,37,80,998,8,48,0,0,0,4,35,98,1,0,2015
481894,2,1,11,8,2,29,80,998,8,48,0,1,0,3,65,25,1,1,2015
481902,1,1,15,8,9,26,80,998,8,48,0,1,0,5,65,45,1,0,2015
481922,1,1,14,8,21,25,80,998,8,48,0,0,0,3,60,98,1,0,2015
481927,1,1,20,8,7,7,80,998,8,48,0,0,0,2,65,1,1,1,2015
481931,1,1,22,8,15,20,80,998,8,48,0,0,4,2,30,6,1,0,2015
481944,2,1,7,8,18,35,80,998,8,48,1,0,0,2,65,86,1,0,2015
481948,2,1,14,8,10,40,80,998,6,47,0,0,1,3,70,45,1,0,2015
481956,2,1,19,8,19,30,80,998,6,48,1,0,0,2,65,69,1,0,2015
481961,1,1,23,8,10,36,80,998,8,48,0,0,1,4,45,28,1,0,2015
481968,1,1,25,8,9,52,80,998,8,48,0,0,0,2,65,45,1,0,2015
481969,1,1,25,8,12,17,80,998,6,48,0,0,1,4,65,1,1,0,2015
481970,1,1,26,8,23,34,80,998,8,48,0,0,0,3,65,24,1,1,2015
481974,1,1,28,8,21,55,80,998,8,19,0,0,1,3,45,24,1,1,2015
481978,2,1,29,8,13,11,80,998,8,48,0,0,2,7,40,42,1,1,2015
481985,1,1,31,7,16,45,80,998,8,48,0,0,1,6,60,24,1,0,2015
481986,1,1,12,8,12,29,80,998,8,48,1,0,1,2,20,6,1,0,2015
481990,2,2,20,8,22,38,80,998,8,48,0,0,2,3,55,83,1,1,2015
481992,1,2,23,8,6,31,80,998,8,48,0,0,1,2,60,1,1,1,2015
481997,1,1,24,8,14,25,80,137,6,48,0,0,2,7,45,69,1,0,2015
482001,1,1,26,8,23,31,80,998,8,48,0,0,2,3,40,6,1,1,2015
482004,1,1,27,8,15,28,80,998,8,48,0,0,1,2,75,6,1,0,2015
482013,1,2,29,8,2,11,80,998,8,48,0,0,1,2,60,1,1,1,2015
482019,2,1,9,8,1,30,80,998,6,48,0,0,0,4,30,69,1,1,2015
482031,2,1,1,9,12,20,80,998,8,48,0,0,0,2,75,24,1,0,2015
482032,1,1,1,9,19,15,80,998,8,48,0,0,0,2,55,1,1,1,2015
482047,1,1,4,9,6,21,80,998,8,48,0,0,1,2,30,1,1,1,2015
482048,2,1,4,9,20,10,80,998,6,48,0,0,0,4,70,98,1,0,2015
482050,2,1,4,9,22,30,80,998,6,48,4,0,3,2,65,77,1,1,2015
482055,2,2,5,9,1,14,80,998,8,48,0,0,0,2,45,25,1,0,2015
482057,1,1,5,9,23,41,80,998,8,48,0,0,2,2,75,98,1,0,2015
482060,2,1,5,9,16,15,80,998,8,48,1,0,0,2,45,98,1,0,2015
482068,2,1,7,9,1,12,80,998,8,36,0,0,0,5,45,29,1,1,2015
482083,1,1,12,9,19,58,80,998,8,48,0,0,0,2,55,98,1,0,2015
482099,1,1,29,8,10,4,80,998,2,1,0,0,0,3,70,0,1,0,2015
482116,1,1,12,9,10,55,80,120,8,48,1,0,0,3,70,32,1,0,2015
482118,1,1,13,9,2,34,80,998,6,48,0,0,1,2,30,98,1,1,2015
482120,1,1,13,9,6,45,80,998,8,48,0,0,0,2,75,1,1,0,2015
482156,1,2,13,9,19,59,80,998,8,48,0,0,0,2,60,13,1,1,2015
482157,1,1,13,9,17,45,80,998,6,48,1,0,0,2,45,1,1,0,2015
482171,1,1,20,9,12,45,80,998,8,48,2,0,1,3,40,69,1,1,2015
482180,1,1,22,9,20,13,80,998,8,48,0,0,0,2,55,98,1,0,2015
482189,2,1,26,9,14,55,80,998,8,5,0,0,0,2,98,86,1,0,2015
482192,1,1,26,9,16,0,80,998,8,48,0,0,0,2,55,13,1,0,2015
482213,1,1,12,9,16,4,80,998,8,55,0,0,2,2,70,2,1,0,2015
482242,2,2,26,9,13,58,80,998,8,48,0,0,0,2,55,69,2,1,2015
482254,2,1,30,9,6,40,80,998,6,48,0,0,0,4,65,25,1,0,2015
482256,1,1,14,8,15,50,80,998,8,48,0,0,0,2,40,88,1,0,2015
482267,1,1,26,9,14,0,80,998,8,4,0,0,2,2,70,6,1,0,2015
482270,2,1,26,9,1,13,80,998,8,48,0,0,0,4,60,25,1,1,2015
482271,2,1,26,9,13,32,80,998,6,48,0,0,2,2,45,83,1,0,2015
482272,1,1,26,9,17,48,80,998,8,48,0,0,2,4,60,98,1,1,2015
482274,1,1,29,9,19,16,80,998,8,48,1,0,0,2,60,50,1,0,2015
482286,1,1,2,10,17,31,80,998,4,48,0,0,1,3,35,1,1,0,2015
482288,1,1,2,10,23,58,80,998,8,48,0,0,1,5,45,99,1,0,2015
482289,1,1,2,10,2,42,80,998,8,48,0,0,1,1,30,1,1,1,2015
482290,2,1,2,10,20,6,80,998,6,48,0,0,1,3,45,32,1,1,2015
482296,1,2,3,10,16,25,80,998,8,48,0,0,1,3,60,98,1,0,2015
482299,1,1,3,10,10,14,80,998,8,48,0,0,0,2,55,73,1,0,2015
482308,1,1,4,10,8,59,80,998,6,48,0,0,0,2,30,1,1,0,2015
482310,1,1,4,10,14,58,80,998,8,48,0,0,0,2,60,1,1,0,2015
482313,1,1,4,10,3,19,80,998,8,48,1,1,1,5,45,1,1,1,2015
482317,1,1,5,10,6,0,80,998,8,48,0,0,0,4,45,79,1,0,2015
482318,1,1,5,10,0,27,80,998,2,48,2,0,0,2,60,1,1,0,2015
