VEH_NO,NUMOCCS,BODY_TYP,TRAV_SP,DEFORMED,DEATHS,ST_CASE,DR_DRINK,L_STATE,PREV_ACC,PREV_DWI,PREV_SPD,MONTH,Year
2,1,80,99,9,1,481013,1,6.0,2.0,0.0,0.0,5,1999
2,1,80,99,9,1,481030,1,48.0,0.0,0.0,0.0,5,1999
1,2,80,99,2,1,481112,1,48.0,0.0,0.0,0.0,4,1999
1,1,80,99,6,1,481113,0,48.0,0.0,0.0,0.0,4,1999
1,1,80,99,2,1,481135,0,48.0,1.0,0.0,0.0,5,1999
1,1,80,99,9,1,481152,0,48.0,0.0,0.0,0.0,5,1999
1,1,80,99,9,1,481154,1,48.0,0.0,0.0,0.0,6,1999
1,1,80,99,6,1,481158,0,48.0,0.0,0.0,0.0,6,1999
1,1,80,99,2,1,481161,1,48.0,0.0,0.0,0.0,6,1999
1,1,80,99,2,1,481169,1,48.0,99.0,99.0,99.0,6,1999
1,2,80,99,2,2,481178,1,48.0,0.0,0.0,0.0,6,1999
1,1,80,99,9,1,481192,1,48.0,2.0,0.0,0.0,6,1999
1,1,80,99,9,1,481209,0,48.0,0.0,0.0,2.0,6,1999
1,1,80,99,4,1,481215,0,48.0,0.0,0.0,2.0,6,1999
1,1,80,99,9,1,481236,0,48.0,0.0,0.0,0.0,6,1999
1,1,80,99,9,1,481239,0,48.0,0.0,0.0,0.0,6,1999
2,1,80,99,9,1,481245,0,48.0,0.0,0.0,0.0,6,1999
1,1,80,99,4,1,481255,0,48.0,99.0,99.0,99.0,6,1999
2,1,80,99,6,1,481258,0,55.0,0.0,0.0,0.0,6,1999
1,1,80,99,9,1,481279,1,48.0,0.0,0.0,0.0,6,1999
2,1,80,99,9,1,481291,0,48.0,0.0,0.0,0.0,6,1999
1,1,80,99,9,1,481319,0,48.0,0.0,0.0,0.0,5,1999
1,1,80,99,9,1,481337,1,48.0,0.0,0.0,0.0,5,1999
3,1,80,99,9,1,481341,0,48.0,0.0,0.0,0.0,6,1999
2,1,80,99,4,1,481356,0,48.0,0.0,0.0,0.0,6,1999
2,1,80,99,9,1,481378,0,48.0,1.0,0.0,0.0,6,1999
1,2,80,99,9,1,481409,0,48.0,0.0,0.0,0.0,7,1999
1,2,80,99,4,1,481461,1,17.0,99.0,99.0,99.0,7,1999
1,1,80,99,9,1,481473,0,48.0,0.0,0.0,1.0,7,1999
1,1,80,99,9,1,481481,0,30.0,0.0,0.0,1.0,7,1999
1,1,80,99,9,1,481483,1,48.0,1.0,0.0,0.0,7,1999
2,1,80,99,4,1,481484,0,48.0,0.0,0.0,1.0,7,1999
6,2,80,99,4,1,481486,0,48.0,0.0,0.0,0.0,7,1999
1,1,80,99,9,1,481492,1,48.0,0.0,0.0,0.0,7,1999
1,1,80,99,9,1,481494,1,48.0,1.0,0.0,1.0,7,1999
2,1,80,99,9,1,481515,0,48.0,0.0,0.0,0.0,8,1999
1,1,80,99,4,1,481521,0,48.0,1.0,0.0,0.0,3,1999
1,1,80,99,9,1,481524,0,48.0,0.0,0.0,1.0,4,1999
1,2,80,99,2,1,481544,1,48.0,1.0,1.0,0.0,7,1999
2,1,80,99,9,0,481544,0,48.0,0.0,0.0,0.0,7,1999
2,1,80,99,9,1,481547,0,48.0,0.0,0.0,0.0,7,1999
1,1,80,99,6,1,481549,0,48.0,0.0,0.0,0.0,7,1999
1,1,80,99,2,1,481564,1,48.0,0.0,0.0,0.0,7,1999
1,2,80,99,6,1,481618,0,48.0,0.0,0.0,0.0,7,1999
1,1,80,99,9,1,481656,0,48.0,0.0,0.0,0.0,8,1999
2,1,80,99,9,1,481661,0,48.0,0.0,0.0,1.0,8,1999
1,1,80,99,2,1,481667,1,48.0,0.0,0.0,3.0,8,1999
2,1,80,77,4,1,481670,0,48.0,1.0,0.0,2.0,8,1999
1,1,80,99,9,1,481718,1,48.0,1.0,0.0,0.0,8,1999
2,1,88,99,2,1,481726,0,48.0,99.0,99.0,99.0,8,1999
2,1,80,99,9,1,481736,0,48.0,0.0,0.0,0.0,8,1999
2,1,80,99,9,1,481742,0,48.0,0.0,0.0,0.0,8,1999
1,1,80,99,9,1,481769,0,48.0,1.0,0.0,1.0,8,1999
1,1,80,99,9,1,481781,0,48.0,1.0,0.0,0.0,8,1999
1,1,80,99,6,1,481819,1,48.0,1.0,0.0,0.0,5,1999
1,2,80,99,9,1,481830,1,48.0,0.0,0.0,0.0,7,1999
1,1,80,99,4,1,481841,0,48.0,0.0,0.0,0.0,8,1999
2,2,80,99,2,1,481843,0,48.0,0.0,0.0,0.0,8,1999
1,1,80,90,4,1,481846,0,48.0,0.0,0.0,0.0,8,1999
1,1,80,99,2,1,481852,1,48.0,0.0,0.0,0.0,8,1999
1,1,80,99,9,1,481871,0,48.0,0.0,0.0,1.0,9,1999
3,1,80,99,9,1,481874,0,48.0,0.0,0.0,0.0,9,1999
1,1,80,99,2,1,481891,0,48.0,0.0,0.0,0.0,9,1999
1,1,80,99,9,1,481911,1,48.0,0.0,0.0,0.0,9,1999
1,1,80,99,9,1,481912,0,48.0,0.0,0.0,0.0,9,1999
1,1,80,99,9,1,481933,1,48.0,2.0,0.0,1.0,9,1999
2,1,80,99,2,1,481938,0,48.0,0.0,0.0,1.0,9,1999
1,1,80,99,4,1,481939,0,48.0,0.0,0.0,0.0,9,1999
1,1,80,99,9,1,481947,0,48.0,0.0,0.0,0.0,9,1999
1,1,80,99,2,1,481976,0,48.0,0.0,0.0,0.0,9,1999
3,1,80,99,9,1,481982,0,48.0,0.0,0.0,0.0,9,1999
1,1,80,99,2,1,482003,0,48.0,0.0,0.0,0.0,9,1999
1,1,80,99,4,1,482007,1,48.0,0.0,0.0,0.0,9,1999
1,1,80,99,9,1,482023,0,48.0,2.0,1.0,1.0,9,1999
1,1,80,99,9,1,482038,1,48.0,0.0,0.0,2.0,9,1999
2,1,80,99,9,1,482109,0,48.0,0.0,0.0,0.0,9,1999
1,1,80,99,9,1,482121,0,48.0,0.0,0.0,0.0,9,1999
1,1,80,99,2,1,482125,0,48.0,1.0,0.0,0.0,9,1999
1,1,80,99,9,1,482139,0,48.0,0.0,0.0,0.0,9,1999
1,1,80,99,2,1,482199,0,48.0,0.0,0.0,0.0,10,1999
2,1,80,99,9,1,482223,0,48.0,0.0,0.0,0.0,10,1999
1,1,80,99,9,1,482229,1,48.0,0.0,0.0,1.0,10,1999
1,1,80,99,9,1,482259,0,48.0,0.0,0.0,0.0,10,1999
2,1,80,99,9,1,482297,0,48.0,1.0,0.0,0.0,10,1999
2,1,80,99,4,1,482310,0,48.0,0.0,0.0,0.0,10,1999
2,1,80,99,9,1,482324,0,48.0,0.0,0.0,0.0,10,1999
1,1,80,99,9,1,482341,1,48.0,0.0,0.0,0.0,11,1999
1,1,80,99,9,1,482347,0,48.0,0.0,0.0,0.0,7,1999
1,1,80,99,9,1,482350,0,48.0,1.0,0.0,1.0,7,1999
2,1,80,99,9,1,482362,0,48.0,1.0,0.0,5.0,8,1999
1,1,80,99,9,1,482375,0,48.0,0.0,0.0,0.0,10,1999
1,1,80,99,9,1,482381,1,48.0,1.0,0.0,2.0,10,1999
2,2,80,99,9,2,482452,1,48.0,0.0,0.0,0.0,11,1999
1,1,88,99,9,1,482453,0,48.0,0.0,0.0,0.0,11,1999
1,2,80,99,9,1,482459,0,48.0,1.0,0.0,3.0,11,1999
1,1,80,99,9,1,482463,0,48.0,0.0,0.0,0.0,11,1999
1,1,80,99,9,1,482481,0,48.0,0.0,0.0,0.0,11,1999
1,1,80,99,9,1,482487,0,48.0,0.0,0.0,0.0,11,1999
1,1,80,99,2,1,482516,1,48.0,0.0,0.0,0.0,11,1999
1,2,80,99,9,2,482517,1,48.0,1.0,0.0,0.0,11,1999
1,1,80,99,9,1,482588,1,48.0,1.0,0.0,0.0,8,1999
1,1,80,99,9,1,482601,1,48.0,0.0,0.0,2.0,9,1999
2,2,80,99,2,1,482713,1,48.0,0.0,0.0,0.0,12,1999
2,1,80,99,9,1,482733,0,48.0,0.0,0.0,2.0,12,1999
1,2,80,99,9,1,482785,0,48.0,0.0,0.0,1.0,10,1999
2,1,80,99,9,1,482789,0,48.0,1.0,0.0,0.0,10,1999
3,1,80,99,9,0,482789,0,48.0,0.0,0.0,0.0,10,1999
2,1,80,99,9,1,482809,0,48.0,1.0,0.0,0.0,10,1999
1,1,80,99,9,1,482815,0,48.0,0.0,0.0,0.0,10,1999
1,1,80,99,4,1,482834,0,48.0,0.0,0.0,0.0,11,1999
1,1,80,99,4,1,482858,0,48.0,0.0,0.0,0.0,11,1999
2,1,80,99,9,1,482992,0,48.0,0.0,0.0,0.0,9,1999
4,1,80,99,9,1,483018,0,48.0,0.0,0.0,0.0,11,1999
1,1,80,99,9,1,483029,0,48.0,0.0,0.0,0.0,12,1999
1,1,80,99,9,1,483042,1,48.0,0.0,0.0,0.0,12,1999
2,1,80,45,6,1,483045,0,48.0,0.0,0.0,0.0,12,1999
2,1,80,99,9,1,483048,0,48.0,0.0,0.0,0.0,12,1999
3,1,80,99,2,0,483091,0,48.0,0.0,0.0,0.0,11,1999
1,1,80,99,4,1,483092,0,48.0,0.0,0.0,3.0,11,1999
1,1,80,99,2,1,483106,0,48.0,0.0,0.0,0.0,12,1999
1,1,80,99,9,1,483109,0,48.0,0.0,0.0,0.0,10,1999
