TRAV_SP,ST_CASE,PREV_ACC,PREV_DWI,PREV_SPD,Year
98,480005,0.0,0.0,0.0,2000
98,480010,0.0,0.0,0.0,2000
98,480044,2.0,0.0,0.0,2000
98,480049,0.0,0.0,1.0,2000
98,480063,1.0,0.0,0.0,2000
98,480076,3.0,0.0,0.0,2000
98,480077,0.0,0.0,0.0,2000
98,480086,0.0,0.0,0.0,2000
98,480093,0.0,0.0,1.0,2000
98,480096,0.0,0.0,0.0,2000
98,480104,0.0,0.0,0.0,2000
98,480111,1.0,0.0,0.0,2000
98,480217,0.0,0.0,1.0,2000
98,480290,99.0,99.0,99.0,2000
98,480300,0.0,0.0,0.0,2000
98,480367,1.0,0.0,0.0,2000
98,480403,0.0,0.0,0.0,2000
98,480406,0.0,0.0,0.0,2000
98,480408,0.0,0.0,0.0,2000
98,480454,99.0,99.0,99.0,2000
98,480458,1.0,0.0,0.0,2000
98,480462,0.0,0.0,0.0,2000
98,480500,0.0,0.0,1.0,2000
98,480511,1.0,0.0,1.0,2000
98,480511,0.0,0.0,0.0,2000
98,480518,0.0,0.0,0.0,2000
98,480567,1.0,0.0,0.0,2000
98,480579,0.0,0.0,0.0,2000
98,480588,1.0,0.0,0.0,2000
98,480590,1.0,0.0,3.0,2000
98,480603,4.0,3.0,1.0,2000
98,480660,0.0,0.0,1.0,2000
98,480664,0.0,0.0,1.0,2000
98,480667,0.0,0.0,1.0,2000
98,480671,0.0,0.0,2.0,2000
98,480707,0.0,0.0,0.0,2000
98,480763,0.0,0.0,0.0,2000
98,480773,1.0,0.0,1.0,2000
98,480776,0.0,0.0,1.0,2000
98,480778,0.0,0.0,0.0,2000
98,480779,0.0,0.0,0.0,2000
98,480781,0.0,0.0,0.0,2000
98,480805,0.0,0.0,0.0,2000
98,480805,0.0,2.0,0.0,2000
98,480832,0.0,0.0,0.0,2000
98,480840,0.0,0.0,0.0,2000
98,480882,1.0,0.0,1.0,2000
0,480891,,,,2000
98,480906,0.0,0.0,0.0,2000
98,480913,0.0,0.0,0.0,2000
98,480916,0.0,1.0,0.0,2000
98,480946,0.0,0.0,0.0,2000
98,480958,0.0,0.0,0.0,2000
98,480978,0.0,0.0,0.0,2000
98,480980,0.0,0.0,0.0,2000
98,480983,0.0,0.0,0.0,2000
98,480989,0.0,0.0,1.0,2000
98,481002,0.0,0.0,0.0,2000
98,481040,1.0,0.0,2.0,2000
98,481042,1.0,2.0,1.0,2000
98,481043,99.0,99.0,99.0,2000
98,481090,1.0,0.0,0.0,2000
98,481128,0.0,0.0,0.0,2000
98,481155,0.0,0.0,0.0,2000
98,481162,0.0,0.0,0.0,2000
98,481162,0.0,0.0,0.0,2000
98,481165,0.0,0.0,0.0,2000
98,481170,1.0,0.0,2.0,2000
98,481179,1.0,0.0,0.0,2000
98,481184,0.0,0.0,0.0,2000
98,481262,0.0,0.0,1.0,2000
