TRAV_SP,ST_CASE,PREV_ACC,PREV_DWI,PREV_SPD,Year
98,481624,0.0,0.0,0.0,2005
98,481634,0.0,0.0,0.0,2005
98,481643,0.0,0.0,1.0,2005
98,481648,2.0,1.0,0.0,2005
98,481657,0.0,0.0,0.0,2005
98,481658,0.0,0.0,0.0,2005
98,481662,1.0,1.0,1.0,2005
98,481664,0.0,0.0,1.0,2005
98,481686,0.0,0.0,1.0,2005
98,481690,1.0,0.0,0.0,2005
98,481691,1.0,0.0,0.0,2005
98,481697,1.0,0.0,0.0,2005
98,481710,0.0,0.0,0.0,2005
98,481716,0.0,0.0,0.0,2005
98,481719,0.0,0.0,0.0,2005
98,481723,0.0,0.0,0.0,2005
98,481724,1.0,0.0,0.0,2005
98,481731,0.0,0.0,0.0,2005
98,481750,0.0,0.0,0.0,2005
98,481754,0.0,0.0,0.0,2005
98,481756,0.0,0.0,0.0,2005
98,481774,0.0,0.0,0.0,2005
98,481801,0.0,0.0,0.0,2005
98,481815,0.0,0.0,2.0,2005
98,481815,0.0,0.0,0.0,2005
98,481816,0.0,0.0,0.0,2005
98,481818,0.0,0.0,0.0,2005
98,481823,1.0,0.0,1.0,2005
98,481842,0.0,0.0,0.0,2005
98,481865,0.0,0.0,0.0,2005
98,481868,0.0,0.0,0.0,2005
98,481870,1.0,0.0,0.0,2005
98,481875,0.0,0.0,0.0,2005
98,481893,0.0,0.0,1.0,2005
98,481896,1.0,0.0,0.0,2005
98,481910,99.0,99.0,99.0,2005
98,481912,0.0,0.0,0.0,2005
98,481913,0.0,0.0,0.0,2005
98,481922,0.0,0.0,0.0,2005
98,481927,1.0,0.0,1.0,2005
98,481932,1.0,0.0,0.0,2005
98,481937,1.0,0.0,0.0,2005
98,481941,1.0,0.0,0.0,2005
98,481945,0.0,0.0,0.0,2005
98,481947,1.0,0.0,0.0,2005
98,481953,0.0,0.0,0.0,2005
98,481954,0.0,0.0,0.0,2005
98,481954,0.0,0.0,1.0,2005
98,481954,0.0,0.0,1.0,2005
98,481958,1.0,0.0,0.0,2005
98,481961,1.0,0.0,1.0,2005
98,481963,0.0,0.0,2.0,2005
98,481968,98.0,0.0,0.0,2005
98,481976,2.0,0.0,1.0,2005
98,481994,0.0,0.0,0.0,2005
98,481997,0.0,0.0,1.0,2005
98,482003,1.0,0.0,0.0,2005
98,482008,0.0,0.0,0.0,2005
98,482016,0.0,0.0,0.0,2005
98,482029,0.0,0.0,0.0,2005
98,482034,0.0,0.0,0.0,2005
98,482049,0.0,0.0,0.0,2005
98,482055,0.0,0.0,0.0,2005
98,482056,0.0,0.0,0.0,2005
98,482061,0.0,0.0,0.0,2005
98,482078,,,,2005
98,482105,0.0,0.0,0.0,2005
98,482125,0.0,0.0,1.0,2005
98,482125,0.0,0.0,0.0,2005
98,482139,1.0,0.0,1.0,2005
98,482142,1.0,0.0,0.0,2005
98,482146,0.0,0.0,0.0,2005
98,482151,0.0,0.0,0.0,2005
98,482160,0.0,0.0,0.0,2005
98,482163,1.0,0.0,0.0,2005
98,482165,0.0,0.0,0.0,2005
98,482168,0.0,0.0,1.0,2005
98,482169,0.0,1.0,1.0,2005
98,482171,0.0,0.0,0.0,2005
98,482172,0.0,0.0,0.0,2005
0,482175,0.0,0.0,0.0,2005
98,482179,0.0,0.0,0.0,2005
98,482180,0.0,0.0,1.0,2005
98,482183,0.0,0.0,0.0,2005
98,482216,0.0,0.0,0.0,2005
98,482217,0.0,0.0,0.0,2005
98,482217,1.0,0.0,1.0,2005
98,482217,0.0,0.0,0.0,2005
98,482225,0.0,0.0,0.0,2005
98,482248,0.0,0.0,0.0,2005
98,482253,0.0,0.0,0.0,2005
98,482255,0.0,0.0,0.0,2005
98,482256,1.0,0.0,0.0,2005
98,482258,0.0,1.0,0.0,2005
98,482263,0.0,0.0,0.0,2005
98,482265,0.0,0.0,0.0,2005
98,482267,0.0,0.0,0.0,2005
98,482269,0.0,0.0,0.0,2005
98,482272,0.0,0.0,0.0,2005
98,482281,1.0,0.0,0.0,2005
98,482290,0.0,0.0,1.0,2005
98,482295,0.0,0.0,0.0,2005
98,482302,0.0,0.0,0.0,2005
98,482304,0.0,0.0,0.0,2005
98,482307,0.0,0.0,0.0,2005
98,482311,0.0,0.0,0.0,2005
98,482328,0.0,0.0,0.0,2005
64,482330,1.0,0.0,0.0,2005
98,482356,0.0,0.0,0.0,2005
98,482366,0.0,0.0,0.0,2005
98,482369,1.0,0.0,0.0,2005
98,482378,1.0,0.0,1.0,2005
98,482389,0.0,0.0,0.0,2005
98,482390,0.0,0.0,0.0,2005
98,482391,0.0,0.0,0.0,2005
98,482393,0.0,0.0,2.0,2005
98,482403,1.0,0.0,0.0,2005
98,482407,0.0,0.0,0.0,2005
98,482421,0.0,0.0,0.0,2005
98,482424,0.0,0.0,1.0,2005
98,482429,1.0,0.0,0.0,2005
98,482430,1.0,0.0,0.0,2005
98,482433,0.0,0.0,0.0,2005
98,482437,0.0,0.0,0.0,2005
98,482445,1.0,0.0,1.0,2005
98,482479,1.0,0.0,1.0,2005
98,482490,0.0,0.0,0.0,2005
98,482499,0.0,0.0,0.0,2005
98,482505,0.0,0.0,0.0,2005
98,482509,0.0,0.0,1.0,2005
98,482511,0.0,0.0,0.0,2005
98,482514,0.0,0.0,5.0,2005
98,482514,0.0,0.0,0.0,2005
98,482536,0.0,0.0,1.0,2005
98,482539,0.0,0.0,4.0,2005
98,482550,0.0,0.0,0.0,2005
98,482575,0.0,0.0,1.0,2005
98,482588,0.0,0.0,0.0,2005
98,482592,0.0,0.0,3.0,2005
98,482593,0.0,0.0,1.0,2005
98,482597,0.0,0.0,1.0,2005
75,482601,0.0,0.0,0.0,2005
98,482604,0.0,0.0,1.0,2005
98,482613,0.0,0.0,0.0,2005
98,482621,0.0,0.0,0.0,2005
98,482636,0.0,0.0,3.0,2005
98,482646,0.0,0.0,0.0,2005
98,482656,0.0,0.0,0.0,2005
98,482661,0.0,0.0,1.0,2005
98,482672,0.0,0.0,1.0,2005
72,482702,0.0,0.0,0.0,2005
98,482703,0.0,0.0,0.0,2005
98,482706,0.0,0.0,0.0,2005
41,482741,0.0,0.0,0.0,2005
98,482745,0.0,0.0,0.0,2005
98,482750,1.0,0.0,0.0,2005
98,482787,0.0,0.0,0.0,2005
98,482788,0.0,0.0,0.0,2005
98,482800,0.0,0.0,0.0,2005
98,482806,0.0,0.0,0.0,2005
98,482822,0.0,0.0,0.0,2005
98,482822,0.0,0.0,0.0,2005
98,482839,1.0,0.0,0.0,2005
98,482844,1.0,0.0,0.0,2005
98,482855,0.0,0.0,1.0,2005
98,482863,0.0,0.0,0.0,2005
98,482866,0.0,0.0,0.0,2005
98,482880,0.0,0.0,0.0,2005
98,482904,0.0,0.0,0.0,2005
98,482924,0.0,0.0,0.0,2005
98,482925,0.0,0.0,0.0,2005
98,482945,0.0,0.0,1.0,2005
98,482952,1.0,0.0,2.0,2005
98,482955,0.0,0.0,0.0,2005
98,482965,0.0,0.0,0.0,2005
98,482968,0.0,0.0,0.0,2005
98,482971,0.0,0.0,0.0,2005
98,482974,0.0,0.0,0.0,2005
98,482982,0.0,0.0,0.0,2005
98,482990,0.0,0.0,0.0,2005
98,482990,0.0,0.0,0.0,2005
98,483003,0.0,0.0,0.0,2005
98,483007,0.0,0.0,0.0,2005
98,483052,0.0,0.0,0.0,2005
98,483063,0.0,0.0,0.0,2005
98,483075,0.0,0.0,0.0,2005
98,483089,0.0,0.0,0.0,2005
98,483089,0.0,0.0,0.0,2005
98,483098,0.0,0.0,1.0,2005
98,483105,0.0,0.0,0.0,2005
98,483113,2.0,0.0,0.0,2005
98,483119,0.0,0.0,0.0,2005
98,483121,0.0,0.0,0.0,2005
98,483123,0.0,0.0,1.0,2005
98,483145,0.0,0.0,0.0,2005
