ST_CASE,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,YEAR
10361,25,25,25,25,25,25,25,25,25,25,2005
10362,0,0,0,0,0,0,0,0,0,0,2005
10363,0,0,0,0,0,0,0,0,0,0,2005
10364,0,0,0,0,0,0,0,0,0,0,2005
10365,0,0,0,0,0,0,0,0,0,0,2005
10366,2,2,2,2,2,2,2,2,2,2,2005
10367,0,0,0,0,0,0,0,0,0,0,2005
10368,21,21,21,21,21,21,21,21,21,21,2005
10369,11,0,0,0,9,13,0,38,0,22,2005
10370,0,0,0,0,0,0,0,0,0,0,2005
10371,0,0,0,0,0,0,0,0,0,0,2005
10372,0,18,6,0,0,0,0,0,0,0,2005
10373,0,0,26,0,0,0,0,0,0,0,2005
10374,0,0,0,0,0,11,0,0,0,0,2005
10375,0,0,0,0,0,0,0,0,0,0,2005
10376,9,9,9,13,9,9,9,9,9,9,2005
10377,16,16,16,16,16,16,16,16,16,16,2005
10378,0,7,0,0,0,0,4,0,0,11,2005
10379,19,19,19,19,19,19,19,19,19,19,2005
10380,19,27,18,18,10,22,15,11,25,23,2005
10381,0,0,0,0,0,0,0,0,0,0,2005
10382,0,0,0,0,0,0,0,0,0,0,2005
10383,0,0,0,0,0,0,0,0,0,0,2005
10384,0,0,0,0,0,0,0,0,0,0,2005
10385,30,30,30,30,30,30,30,30,30,30,2005
10386,20,2,27,18,5,16,19,10,24,10,2005
10387,0,0,0,0,0,0,0,0,0,0,2005
10388,0,6,0,12,19,0,0,23,0,12,2005
10389,22,22,22,22,22,22,22,22,22,22,2005
10390,0,0,0,0,0,0,0,0,0,0,2005
10391,0,0,0,0,0,23,0,0,0,0,2005
10392,0,0,0,0,0,0,0,0,0,0,2005
10393,0,0,0,0,0,0,0,0,0,0,2005
10394,0,0,0,0,0,0,0,0,0,0,2005
10395,12,12,12,12,12,12,12,12,12,12,2005
10396,32,32,32,32,32,32,32,32,32,32,2005
10397,0,0,0,0,0,0,0,0,0,0,2005
10398,21,21,21,21,21,21,21,21,21,21,2005
10399,0,0,0,0,0,0,0,0,0,0,2005
10400,0,0,0,0,0,0,0,0,0,0,2005
10401,0,0,0,0,0,0,0,0,17,0,2005
10402,0,0,0,0,0,0,0,0,0,0,2005
10403,0,0,0,0,0,0,0,0,0,0,2005
10404,0,0,0,0,0,0,0,0,0,0,2005
10405,0,0,0,0,0,0,0,0,0,0,2005
10406,0,0,0,0,0,0,0,0,0,0,2005
10407,21,21,21,21,21,21,21,21,21,21,2005
10408,18,18,18,18,18,18,18,18,18,18,2005
10409,0,0,0,0,0,0,0,0,0,0,2005
10410,0,26,9,11,12,14,25,0,29,16,2005
10411,0,0,0,0,0,0,0,0,0,0,2005
10412,0,0,0,0,0,0,0,0,0,0,2005
10413,10,25,18,16,10,27,9,23,25,25,2005
10414,0,0,0,0,0,0,0,0,0,0,2005
10415,0,0,0,0,0,0,0,0,0,0,2005
10416,12,12,12,12,12,12,12,12,12,12,2005
10417,0,0,0,0,0,0,0,0,0,0,2005
10418,0,0,0,0,0,0,0,0,0,0,2005
10419,0,0,0,0,0,0,0,0,0,0,2005
10420,0,0,0,0,0,0,0,0,0,0,2005
10421,0,0,0,0,0,0,0,0,0,0,2005
10422,0,0,0,0,0,0,5,0,0,0,2005
10423,0,0,0,0,0,0,0,0,0,0,2005
10424,0,32,0,0,0,0,21,0,7,10,2005
10425,0,0,0,0,0,0,4,0,0,0,2005
10426,0,0,0,0,0,16,0,0,11,0,2005
10427,11,0,0,0,13,7,0,13,0,0,2005
10428,0,0,0,0,0,0,0,0,0,0,2005
10429,18,25,10,22,31,19,17,21,36,20,2005
10430,0,0,0,0,0,0,0,0,0,0,2005
10431,22,7,5,21,20,19,11,10,7,11,2005
10432,17,25,0,19,0,0,0,3,6,13,2005
10433,20,20,20,20,20,20,20,20,20,20,2005
10434,0,0,0,0,0,0,0,0,0,0,2005
10435,0,0,0,0,0,0,0,9,7,0,2005
10436,0,0,0,0,0,0,0,0,0,0,2005
10437,18,18,18,18,18,18,18,18,18,18,2005
10438,0,0,0,0,0,0,0,0,0,0,2005
10439,15,15,15,15,15,15,15,15,15,15,2005
10440,22,25,20,0,31,0,14,17,21,13,2005
10441,6,6,6,6,6,6,6,6,6,6,2005
10442,4,4,4,4,4,4,4,4,4,4,2005
10443,0,0,0,0,0,0,0,0,0,0,2005
10444,28,28,28,28,28,28,28,28,28,28,2005
10445,30,30,30,30,30,30,30,30,30,30,2005
10446,4,4,4,4,28,4,4,4,4,4,2005
10447,0,0,0,0,0,0,0,0,0,0,2005
10448,18,18,18,18,18,18,18,18,18,18,2005
10449,0,0,0,0,0,0,0,33,0,0,2005
10450,0,0,0,0,0,0,0,0,0,0,2005
10451,0,0,0,0,0,0,0,0,0,0,2005
10452,13,13,13,13,13,13,13,13,13,13,2005
10453,0,0,0,0,0,25,0,0,0,0,2005
10454,0,33,0,0,0,0,0,0,0,14,2005
10455,24,24,24,24,24,24,24,24,24,24,2005
10456,0,0,0,0,0,0,0,0,0,0,2005
10457,0,0,0,0,0,0,0,0,0,0,2005
10458,14,26,17,27,11,7,16,15,8,20,2005
10459,0,0,0,0,0,0,0,0,0,0,2005
10460,17,17,17,17,17,17,17,17,17,17,2005
10461,3,16,11,0,6,10,16,25,0,9,2005
10462,0,0,0,0,0,0,0,0,0,0,2005
10463,10,10,10,10,10,10,10,10,10,10,2005
10464,11,11,11,11,11,11,11,11,11,11,2005
10465,0,0,0,0,12,0,20,0,20,0,2005
10466,0,0,0,0,0,0,0,0,0,0,2005
10467,0,0,17,0,0,0,0,0,0,0,2005
10468,20,20,18,21,14,13,4,15,0,13,2005
10469,0,0,0,10,0,0,17,0,0,0,2005
10470,0,0,0,0,0,0,0,0,0,0,2005
10471,0,0,0,0,0,0,0,0,0,0,2005
10472,6,6,6,6,6,6,6,6,6,6,2005
10473,12,0,0,0,22,0,0,0,0,0,2005
10474,27,27,27,27,27,27,27,27,27,27,2005
10475,0,0,0,0,0,0,0,0,0,0,2005
10476,14,14,14,14,14,14,14,14,14,14,2005
10477,0,0,0,0,6,0,0,0,0,8,2005
10478,0,0,3,0,0,0,0,0,0,0,2005
10479,0,0,0,0,0,0,0,0,0,0,2005
10480,0,0,0,0,0,0,11,0,0,0,2005
10481,0,0,0,0,0,0,0,0,0,0,2005
10482,18,18,18,18,18,18,18,18,18,18,2005
10483,0,0,0,0,0,0,0,0,0,0,2005
10484,6,0,21,10,15,4,25,23,10,22,2005
10485,0,0,8,0,0,0,0,0,0,0,2005
10486,7,7,7,7,7,7,7,7,7,7,2005
10487,0,0,0,0,0,0,0,14,0,0,2005
10488,23,23,23,23,23,23,23,23,23,23,2005
10489,0,0,0,22,0,0,0,20,0,0,2005
10490,0,0,0,0,0,0,0,0,0,0,2005
10491,18,18,18,18,18,18,18,18,18,18,2005
10492,0,0,0,0,0,0,0,0,0,0,2005
10493,6,6,6,6,6,6,6,6,6,6,2005
10494,0,0,0,0,0,0,0,0,0,0,2005
10495,0,0,0,0,0,0,0,0,0,0,2005
10496,0,0,15,18,15,0,0,0,0,0,2005
10497,11,0,30,5,0,6,13,4,18,0,2005
10498,21,17,24,20,14,20,2,26,18,30,2005
10499,33,0,21,0,25,0,0,27,0,31,2005
10500,0,0,0,0,0,0,0,0,0,0,2005
10501,0,0,0,0,0,0,0,0,0,0,2005
10502,0,0,0,0,0,0,0,0,0,0,2005
10503,0,0,0,0,0,0,0,0,0,0,2005
10504,0,0,0,0,0,22,0,0,0,0,2005
10505,13,13,13,13,13,13,13,13,13,13,2005
10506,0,0,0,0,0,0,0,0,0,0,2005
10507,20,17,16,11,28,12,11,5,26,7,2005
10508,0,0,0,0,0,0,0,0,0,0,2005
10509,0,0,0,0,0,0,0,0,0,0,2005
10510,0,7,0,0,2,0,0,0,18,0,2005
10511,30,22,20,7,0,14,8,22,0,19,2005
10512,0,0,0,0,0,0,0,0,0,0,2005
10513,30,33,25,16,23,13,15,11,36,28,2005
10514,0,6,14,12,29,7,29,10,6,0,2005
10515,3,3,3,3,3,3,3,3,3,3,2005
10516,0,0,0,0,0,0,0,0,0,0,2005
10517,17,17,17,17,17,17,17,17,17,17,2005
10518,0,0,16,17,10,16,0,0,0,18,2005
10519,0,0,0,0,0,0,0,0,0,0,2005
10520,18,17,15,10,10,22,14,0,33,0,2005
10522,0,0,0,0,0,0,0,0,0,0,2005
10523,10,0,25,8,31,15,19,16,12,24,2005
10524,0,0,0,0,0,0,0,0,0,0,2005
10525,0,0,0,0,0,0,0,0,0,0,2005
10526,27,22,18,23,14,21,8,21,22,20,2005
10527,0,0,0,0,0,0,0,0,0,0,2005
10528,36,35,25,15,27,29,13,11,13,8,2005
10529,0,0,0,0,0,18,0,0,0,0,2005
10530,0,0,0,0,0,0,0,0,0,0,2005
10531,0,0,0,0,0,0,0,0,0,0,2005
10532,0,0,0,0,0,0,0,0,0,0,2005
10533,0,0,0,0,0,0,0,0,0,0,2005
10534,9,9,9,9,9,9,9,9,9,9,2005
10535,0,0,0,0,0,0,0,0,0,0,2005
10536,5,0,0,0,0,0,0,0,0,0,2005
10537,2,6,12,4,6,5,16,13,17,5,2005
