YEAR,ST_CASE,veh_no,per_no,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
2005,10001,1,1,0,6,0,0,8,0,6,0,0,0
2005,10001,2,1,21,21,21,21,21,21,21,21,21,21
2005,10002,1,1,22,22,22,22,22,22,22,22,22,22
2005,10003,1,1,15,0,11,0,0,0,0,0,0,0
2005,10004,1,1,0,0,0,0,0,0,0,0,0,0
2005,10005,1,1,21,0,0,0,17,0,5,0,0,0
2005,10006,1,1,22,0,3,16,10,19,33,15,20,26
2005,10007,1,1,15,15,15,15,15,15,15,15,15,15
2005,10008,1,1,33,33,33,33,33,33,33,33,33,33
2005,10008,2,1,0,0,0,0,0,0,0,0,0,0
2005,10009,1,1,15,38,12,20,27,27,15,16,12,12
2005,10010,1,1,0,0,0,0,0,0,0,0,0,0
2005,10011,1,1,34,25,24,21,14,0,17,10,31,9
2005,10012,1,1,0,0,0,6,0,0,6,0,30,26
2005,10012,2,1,0,0,0,0,0,0,0,0,0,0
2005,10013,1,1,0,0,0,0,0,0,0,0,0,0
2005,10013,2,1,0,0,10,0,0,0,0,0,0,0
2005,10014,1,1,0,0,0,0,0,0,0,0,0,0
2005,10014,2,1,14,16,13,16,21,16,0,11,12,10
2005,10015,1,1,25,25,25,25,25,25,25,25,25,25
2005,10016,1,1,12,12,12,12,12,12,12,12,12,12
2005,10017,1,1,0,0,0,0,0,0,0,0,0,0
2005,10017,2,1,0,0,0,0,0,0,0,0,0,0
2005,10017,3,1,0,0,0,0,0,0,0,0,0,0
2005,10018,1,1,0,0,0,0,0,0,0,0,0,0
2005,10019,0,1,0,0,0,0,0,0,0,0,0,0
2005,10019,0,2,0,0,0,0,0,0,0,0,0,0
2005,10019,1,1,0,0,0,0,0,0,0,0,0,0
2005,10020,1,1,0,0,0,0,0,0,0,9,0,23
2005,10021,1,1,0,0,0,0,0,0,0,0,0,0
2005,10022,1,1,13,13,13,13,13,13,13,13,13,13
2005,10023,1,1,29,29,29,29,29,29,29,29,29,29
2005,10024,1,1,0,0,0,0,0,4,0,0,0,0
2005,10024,2,1,0,0,0,0,0,0,0,0,0,0
2005,10025,1,1,23,23,23,23,23,23,23,23,23,23
2005,10025,2,1,0,0,0,0,0,0,0,0,0,0
2005,10026,1,1,21,21,21,21,21,21,21,21,21,21
2005,10026,2,1,0,0,0,0,0,0,0,0,0,0
2005,10026,3,1,0,0,0,0,0,0,0,0,0,0
2005,10027,1,1,0,0,0,0,0,0,0,0,0,0
2005,10028,1,1,0,0,0,0,0,0,0,0,0,0
2005,10028,2,1,0,0,0,0,0,0,0,0,0,0
2005,10029,1,1,0,0,0,0,0,0,0,0,0,0
2005,10029,2,1,0,0,0,0,0,0,16,0,0,0
2005,10030,1,1,20,20,20,20,20,20,20,20,20,20
2005,10031,1,1,0,0,0,0,0,0,0,0,0,0
2005,10032,0,1,0,0,0,0,0,0,8,0,0,0
2005,10032,1,1,17,0,22,0,13,0,5,0,0,0
2005,10033,1,1,21,21,21,21,21,21,21,21,21,21
2005,10034,1,1,0,0,0,17,13,9,0,0,0,0
2005,10035,1,1,0,0,0,0,0,0,33,0,0,0
2005,10036,1,1,26,24,15,18,23,12,14,30,42,21
2005,10037,1,1,28,28,28,28,28,28,28,28,28,28
2005,10038,1,1,0,0,0,0,0,0,0,0,0,0
2005,10039,1,1,0,0,0,0,0,0,0,0,0,0
2005,10039,2,1,0,0,0,0,0,0,0,0,0,0
2005,10040,1,1,22,22,22,22,22,22,22,22,22,22
2005,10040,2,1,0,0,0,0,0,0,0,0,0,0
2005,10041,1,1,19,19,19,19,19,19,19,19,19,19
2005,10041,2,1,0,0,0,0,0,0,0,0,0,0
2005,10042,1,1,0,0,0,0,0,0,0,0,0,0
2005,10043,0,1,12,17,2,17,28,0,21,11,36,0
2005,10043,1,1,0,0,0,0,0,0,0,0,0,0
2005,10044,1,1,3,11,22,5,15,10,21,4,12,5
2005,10044,2,1,0,0,0,0,9,0,0,0,0,0
2005,10045,1,1,0,0,0,0,0,0,0,0,0,0
2005,10046,1,1,0,0,0,0,0,0,0,0,0,0
2005,10046,2,1,22,0,0,0,0,0,30,0,0,0
2005,10047,1,1,0,0,0,0,0,0,0,0,0,0
2005,10047,2,1,0,0,0,0,0,0,0,0,0,0
2005,10048,1,1,0,0,0,0,0,0,0,0,0,0
2005,10048,2,1,0,0,0,0,0,0,0,0,0,0
2005,10049,1,1,0,0,0,0,0,0,13,19,0,0
2005,10049,2,1,0,0,0,0,0,0,0,0,19,0
2005,10050,0,1,0,0,15,0,0,0,0,0,0,14
2005,10050,1,1,0,0,0,0,0,0,0,0,0,0
2005,10051,1,1,0,0,0,0,0,0,0,0,0,0
2005,10052,1,1,15,15,15,15,15,15,15,15,15,15
2005,10053,1,1,0,0,0,0,0,13,0,0,0,0
2005,10053,2,1,0,0,0,0,0,0,0,0,0,0
2005,10054,1,1,16,27,8,0,10,0,20,0,0,0
2005,10054,2,1,0,0,0,0,0,0,0,0,0,0
2005,10055,1,1,17,30,15,20,0,16,23,12,30,23
