ST_CASE,YEAR,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
10124,2005,0,0,0,0,0,0,0,0,0,0
10125,2005,0,0,0,12,0,29,19,0,23,13
10126,2005,18,0,0,0,17,15,0,0,13,0
10127,2005,0,0,0,0,0,0,0,0,0,0
10128,2005,18,18,18,18,18,18,18,18,18,18
10129,2005,0,0,0,0,0,0,0,0,0,0
10130,2005,0,0,0,0,0,0,0,0,0,0
10131,2005,0,0,0,0,0,0,0,0,17,0
10132,2005,0,0,0,0,0,0,0,0,0,0
10133,2005,24,24,24,24,24,24,24,24,24,24
10134,2005,0,0,0,0,0,0,0,0,0,0
10135,2005,0,0,0,0,0,0,0,0,0,0
10136,2005,0,0,0,0,0,0,0,0,0,0
10137,2005,0,0,0,0,0,26,0,0,0,0
10138,2005,15,25,20,8,9,0,21,21,14,23
10139,2005,0,0,0,0,0,0,0,0,0,0
10140,2005,18,18,18,18,18,18,18,18,18,18
10141,2005,9,9,9,9,9,9,9,9,9,9
10142,2005,7,7,7,7,7,7,7,7,7,7
10143,2005,0,0,0,0,0,0,0,0,11,13
10144,2005,0,0,0,0,0,0,0,0,5,0
10145,2005,0,6,0,15,0,21,0,0,0,0
10146,2005,0,0,0,0,0,0,0,0,0,0
10147,2005,0,0,0,0,0,0,0,0,0,11
10148,2005,0,0,0,0,0,0,0,0,15,0
10149,2005,5,5,5,5,5,5,5,5,5,5
10150,2005,11,27,19,13,8,8,20,12,10,17
10151,2005,0,0,0,0,0,0,0,0,0,0
10152,2005,22,22,22,22,22,22,22,22,22,22
10153,2005,9,0,0,4,13,11,0,0,0,17
10154,2005,24,24,24,24,24,24,24,24,24,24
10155,2005,0,0,0,0,0,0,0,0,0,0
10156,2005,22,22,22,22,22,22,22,22,22,22
10157,2005,22,22,22,22,22,22,22,22,22,22
10158,2005,9,9,9,9,9,9,9,9,9,9
10159,2005,15,15,15,15,15,15,15,15,15,15
10160,2005,0,0,0,0,0,0,0,0,0,0
10161,2005,17,0,25,18,24,0,8,7,0,23
10162,2005,31,9,16,31,15,16,19,9,7,16
10163,2005,0,0,0,0,0,0,0,0,0,0
10164,2005,21,21,21,21,21,21,21,21,21,21
10165,2005,0,0,0,0,0,0,0,0,0,0
10166,2005,0,0,0,0,0,0,0,0,0,0
10167,2005,18,14,19,28,17,2,31,21,24,18
10168,2005,0,0,0,0,0,0,0,0,0,0
10169,2005,0,0,0,0,0,0,0,0,0,0
10170,2005,7,0,0,10,0,6,0,21,0,0
10171,2005,0,0,0,0,0,0,0,0,0,0
10172,2005,0,0,0,0,0,0,0,0,0,0
10173,2005,0,15,9,30,19,12,30,0,11,0
10174,2005,0,0,0,0,0,0,0,0,0,0
10175,2005,0,0,0,0,0,0,0,0,0,0
10176,2005,0,0,0,0,0,0,0,0,0,0
10177,2005,0,0,0,0,0,9,0,0,0,12
10178,2005,0,0,0,0,0,0,0,0,0,0
10179,2005,0,13,0,0,9,0,0,0,0,24
10180,2005,0,0,0,0,0,0,9,0,0,0
10181,2005,22,22,22,22,22,22,22,22,22,22
10182,2005,14,14,14,14,14,14,14,14,14,14
10183,2005,0,0,0,0,0,0,0,0,0,0
10184,2005,0,0,0,0,0,0,0,0,0,0
10185,2005,14,20,14,13,5,17,11,15,16,3
10186,2005,0,0,0,0,0,0,0,0,0,0
10187,2005,21,21,21,21,21,21,21,21,21,21
10188,2005,0,0,0,0,0,12,0,0,0,0
10189,2005,19,19,19,19,19,19,19,19,19,19
10190,2005,16,16,16,16,16,16,16,16,16,16
10191,2005,0,5,0,0,0,0,0,14,0,0
10192,2005,0,0,0,0,0,0,0,0,0,0
10193,2005,0,0,0,0,0,0,0,0,0,0
10194,2005,15,15,15,15,15,15,15,15,15,15
10195,2005,0,0,0,0,0,0,0,0,0,0
10196,2005,0,0,0,0,0,4,0,0,0,0
10197,2005,0,0,0,0,0,0,0,0,0,0
10198,2005,0,0,0,0,0,0,0,0,0,0
10199,2005,0,0,0,0,0,0,0,0,0,0
10200,2005,15,39,12,33,0,30,13,9,6,0
10201,2005,0,10,0,0,0,0,0,0,0,0
10202,2005,0,0,0,0,0,0,0,0,0,0
10203,2005,0,0,0,0,25,0,0,0,0,0
10204,2005,0,0,0,0,0,0,0,0,0,0
10205,2005,0,0,0,0,0,0,0,0,0,0
10206,2005,0,0,0,0,0,0,0,0,0,0
10207,2005,0,0,0,0,0,18,0,0,0,0
10208,2005,0,0,0,0,0,0,0,0,0,0
10209,2005,0,0,0,0,0,0,0,0,0,0
10210,2005,0,0,0,0,0,0,0,0,0,0
10211,2005,0,0,0,0,9,0,0,24,0,0
10212,2005,0,0,0,0,0,0,0,0,0,9
10213,2005,0,0,0,0,0,0,0,0,0,0
10214,2005,0,0,0,13,0,0,0,0,0,10
10215,2005,0,0,0,0,0,0,0,0,0,0
10216,2005,12,0,4,0,0,0,0,0,0,10
10217,2005,20,20,20,20,20,20,20,20,20,20
10218,2005,0,0,0,0,0,0,9,0,0,0
10219,2005,0,7,0,18,0,0,6,0,0,9
10220,2005,0,0,0,0,0,0,0,0,0,0
10221,2005,35,35,35,35,35,35,35,35,35,35
10222,2005,0,0,0,0,0,0,0,0,0,0
10223,2005,0,0,0,0,0,0,0,0,0,0
10224,2005,0,0,0,6,0,0,0,0,0,0
10225,2005,0,0,0,0,0,0,0,0,0,0
10226,2005,2,2,2,2,2,2,2,2,2,2
10227,2005,0,0,0,0,0,0,0,0,0,0
10228,2005,0,0,0,0,0,0,0,0,0,0
10229,2005,2,2,2,2,2,2,2,2,2,2
10230,2005,6,6,6,6,6,6,6,6,6,6
10231,2005,0,0,0,0,0,0,0,0,0,0
10232,2005,0,0,0,0,0,0,0,0,3,0
10233,2005,0,0,0,0,0,0,0,0,0,0
10234,2005,0,0,0,0,0,0,0,0,0,5
10235,2005,12,12,12,12,12,12,12,12,12,12
10236,2005,0,0,0,0,0,0,0,0,0,0
10237,2005,0,0,0,0,0,0,0,0,0,0
10238,2005,0,0,0,0,0,0,0,0,0,0
10239,2005,0,0,0,0,0,0,0,0,0,0
10240,2005,0,0,0,0,0,0,0,0,0,0
10241,2005,0,0,0,0,0,0,0,0,0,0
10242,2005,6,6,6,6,6,6,6,6,6,6
10243,2005,9,9,9,9,9,9,9,9,9,9
10244,2005,0,0,0,0,0,0,0,0,0,0
10245,2005,0,0,0,0,0,0,0,0,0,0
10246,2005,0,0,0,0,0,0,0,0,0,0
10247,2005,0,0,0,0,0,0,0,0,0,0
10248,2005,23,0,0,0,0,0,0,0,0,0
10249,2005,0,0,0,0,0,0,0,0,0,0
10250,2005,0,0,0,0,0,0,0,0,0,0
10251,2005,0,18,0,0,0,0,0,0,17,0
10252,2005,0,0,0,0,0,0,0,0,0,0
10253,2005,13,13,13,13,13,13,13,13,13,13
10254,2005,0,19,3,6,0,36,23,23,32,15
10255,2005,18,18,18,18,18,18,18,18,18,18
10256,2005,0,0,0,0,0,0,0,0,0,0
10257,2005,9,1,28,21,17,5,12,16,8,29
10258,2005,16,16,16,16,16,16,16,16,16,16
10259,2005,0,0,0,0,0,18,0,0,30,13
10260,2005,15,15,15,15,15,15,15,15,15,15
10261,2005,0,0,0,0,0,0,0,0,0,0
10262,2005,0,0,0,0,0,0,0,0,0,0
10263,2005,0,0,0,0,24,0,0,16,0,0
10264,2005,0,0,0,0,0,0,0,0,0,0
10265,2005,0,0,0,0,0,0,0,0,0,0
10266,2005,0,0,0,0,0,0,0,0,0,0
10267,2005,0,0,0,17,20,33,0,0,10,10
10268,2005,8,26,13,11,17,9,16,24,13,0
10269,2005,0,0,0,0,0,0,0,0,0,0
10270,2005,0,0,0,0,0,10,0,0,0,0
10271,2005,0,0,9,0,0,0,0,11,0,0
10272,2005,0,0,0,23,0,0,0,0,0,0
10273,2005,0,0,0,0,0,0,0,0,0,0
10274,2005,0,0,0,0,0,0,0,0,8,0
10275,2005,0,0,0,0,0,0,0,0,0,0
10276,2005,13,13,13,13,13,13,13,13,13,13
10277,2005,25,24,22,9,24,26,22,21,10,9
10278,2005,16,16,16,16,16,16,16,16,16,16
10279,2005,19,19,19,19,19,19,19,19,19,19
10280,2005,0,0,6,17,0,0,9,6,0,0
10281,2005,0,0,0,0,0,0,0,0,0,0
10282,2005,24,24,24,24,24,24,24,24,24,24
10283,2005,0,0,0,0,0,0,0,0,0,0
10284,2005,0,0,0,0,0,0,0,0,0,0
10285,2005,0,0,33,18,22,17,0,0,0,20
10286,2005,16,16,16,16,16,16,16,16,16,16
10287,2005,19,10,0,26,12,17,20,25,12,24
10288,2005,0,0,0,0,0,0,0,14,0,0
10289,2005,0,0,0,0,0,0,0,0,4,0
10290,2005,11,11,11,11,11,11,11,11,11,11
10291,2005,14,13,14,14,0,22,16,9,10,24
10292,2005,0,0,0,0,0,0,4,0,0,0
10293,2005,20,16,0,16,0,19,12,0,0,0
10294,2005,0,0,25,10,16,12,0,0,0,0
10295,2005,0,0,0,0,0,0,0,0,0,0
10296,2005,15,0,37,18,22,19,17,33,37,18
10297,2005,0,0,0,0,0,0,0,0,0,0
10298,2005,17,17,17,17,17,17,17,17,17,17
10299,2005,22,22,22,22,22,22,22,22,22,22
10300,2005,20,20,20,20,20,20,20,20,20,20
10301,2005,8,0,11,28,29,17,11,18,0,15
10302,2005,0,0,0,0,0,0,0,0,0,0
10303,2005,0,0,0,0,0,0,0,0,0,0
10304,2005,19,19,19,19,19,19,19,19,19,19
10305,2005,11,14,0,33,15,4,0,0,0,12
10306,2005,0,8,10,36,7,15,0,0,0,28
10307,2005,15,15,15,15,15,15,15,15,15,15
10308,2005,0,0,0,16,0,0,11,0,9,16
10309,2005,0,0,0,0,0,0,0,0,0,0
10310,2005,23,23,23,23,23,23,23,23,23,23
10311,2005,0,0,0,0,0,0,0,0,0,0
10312,2005,18,18,18,18,18,18,18,18,18,18
10313,2005,0,0,0,0,0,0,0,0,0,0
10314,2005,11,17,17,28,13,22,10,16,3,15
10315,2005,0,0,0,0,0,0,0,0,0,0
10316,2005,13,0,19,31,8,7,11,22,18,25
10317,2005,11,10,0,15,0,0,11,0,26,5
10318,2005,0,0,0,0,0,0,0,0,0,0
10319,2005,10,19,19,21,0,18,0,19,11,8
10320,2005,0,0,0,0,0,0,0,0,0,0
10321,2005,0,0,0,0,0,12,0,0,0,10
10322,2005,0,63,21,18,20,19,29,22,20,28
10323,2005,21,21,21,21,21,21,21,21,21,21
10324,2005,0,0,16,0,0,0,0,0,15,0
10325,2005,0,0,0,0,0,0,0,0,4,0
10326,2005,11,11,11,11,11,11,11,11,11,11
10327,2005,23,19,16,7,6,21,25,25,28,18
10328,2005,0,0,0,0,0,0,20,14,0,0
10329,2005,19,19,19,19,19,19,19,19,19,19
10330,2005,0,0,0,0,0,0,0,0,0,0
10331,2005,0,0,0,0,0,0,0,0,0,0
10332,2005,0,0,0,0,0,0,0,0,0,0
10333,2005,0,0,0,0,0,0,0,0,0,0
10334,2005,0,0,0,0,0,0,0,0,0,0
10335,2005,0,0,0,0,0,0,0,0,0,0
10336,2005,0,19,0,0,0,0,0,9,0,0
10337,2005,0,0,0,0,0,0,0,0,0,0
10338,2005,28,13,18,14,6,0,12,20,13,17
10339,2005,0,0,0,0,0,0,0,0,0,0
10340,2005,0,0,0,0,0,0,0,0,0,0
10341,2005,17,17,17,17,17,17,17,17,17,17
10342,2005,0,0,0,0,0,0,0,0,0,0
10343,2005,0,23,8,20,11,9,21,17,10,15
10344,2005,0,0,0,0,0,0,0,0,0,0
10345,2005,0,0,0,0,0,0,0,0,0,3
10346,2005,8,8,8,8,8,8,8,8,8,8
10347,2005,0,0,0,0,20,0,0,0,20,0
10348,2005,0,0,0,0,0,0,0,0,0,0
10349,2005,0,0,0,0,0,0,0,12,0,0
10350,2005,0,0,0,0,0,0,0,0,0,0
10351,2005,18,0,13,0,30,0,0,0,0,0
10352,2005,0,0,0,0,0,0,0,0,0,0
10353,2005,0,0,0,0,24,0,0,0,0,0
10354,2005,0,0,0,0,0,0,0,0,0,0
10355,2005,11,17,11,11,11,11,11,17,11,33
10356,2005,0,0,0,15,0,0,0,0,0,0
10357,2005,14,15,5,7,8,11,28,11,11,24
10358,2005,0,0,0,0,0,0,0,0,0,0
10359,2005,0,0,0,0,0,0,0,0,0,0
10360,2005,12,12,12,12,12,12,12,12,12,12
10361,2005,25,25,25,25,25,25,25,25,25,25
10362,2005,0,0,0,0,0,0,0,0,0,0
10363,2005,0,0,0,0,0,0,0,0,0,0
10364,2005,0,0,0,0,0,0,0,0,0,0
10365,2005,0,0,0,0,0,0,0,0,0,0
10366,2005,2,2,2,2,2,2,2,2,2,2
10367,2005,0,0,0,0,0,0,0,0,0,0
10368,2005,21,21,21,21,21,21,21,21,21,21
10369,2005,11,0,0,0,9,13,0,38,0,22
10370,2005,0,0,0,0,0,0,0,0,0,0
10371,2005,0,0,0,0,0,0,0,0,0,0
10372,2005,0,18,6,0,0,0,0,0,0,0
10373,2005,0,0,26,0,0,0,0,0,0,0
10374,2005,0,0,0,0,0,11,0,0,0,0
10375,2005,0,0,0,0,0,0,0,0,0,0
10376,2005,9,9,9,13,9,9,9,9,9,9
10377,2005,0,0,0,0,0,0,0,0,0,0
10378,2005,0,7,0,0,0,0,4,0,0,11
10379,2005,19,19,19,19,19,19,19,19,19,19
10380,2005,19,27,18,18,10,22,15,11,25,23
10381,2005,0,0,0,0,0,0,0,0,0,0
10382,2005,0,0,0,0,0,0,0,0,0,0
10383,2005,0,0,0,0,0,0,0,0,0,0
10384,2005,0,0,0,0,0,0,0,0,0,0
10385,2005,30,30,30,30,30,30,30,30,30,30
10386,2005,0,2,27,18,0,16,15,10,24,10
10387,2005,0,0,0,0,0,0,0,0,0,0
10388,2005,0,6,0,12,19,0,0,23,0,12
10389,2005,22,22,22,22,22,22,22,22,22,22
10390,2005,0,0,0,0,0,0,0,0,0,0
10391,2005,0,0,0,0,0,23,0,0,0,0
10392,2005,0,0,0,0,0,0,0,0,0,0
10393,2005,0,0,0,0,0,0,0,0,0,0
10394,2005,0,0,0,0,0,0,0,0,0,0
10395,2005,12,12,12,12,12,12,12,12,12,12
10396,2005,32,32,32,32,32,32,32,32,32,32
10397,2005,0,0,0,0,0,0,0,0,0,0
10398,2005,21,21,21,21,21,21,21,21,21,21
10399,2005,0,0,0,0,0,0,0,0,0,0
10400,2005,0,0,0,0,0,0,0,0,0,0
10401,2005,0,0,0,0,0,0,0,0,17,0
10402,2005,0,0,0,0,0,0,0,0,0,0
10403,2005,0,0,0,0,0,0,0,0,0,0
10404,2005,0,0,0,0,0,0,0,0,0,0
10405,2005,0,0,0,0,0,0,0,0,0,0
10406,2005,0,0,0,0,0,0,0,0,0,0
10407,2005,21,21,21,21,21,21,21,21,21,21
10408,2005,18,18,18,18,18,18,18,18,18,18
10409,2005,0,0,0,0,0,0,0,0,0,0
10410,2005,0,26,9,11,12,14,25,0,29,16
10411,2005,0,0,0,0,0,0,0,0,0,0
10412,2005,0,0,0,0,0,0,0,0,0,0
10413,2005,10,25,18,16,10,27,9,23,25,25
10414,2005,0,0,0,0,0,0,0,0,0,0
10415,2005,0,0,0,0,0,0,0,0,0,0
10416,2005,12,12,12,12,12,12,12,12,12,12
10417,2005,0,0,0,0,0,0,0,0,0,0
10418,2005,0,0,0,0,0,0,0,0,0,0
10419,2005,0,0,0,0,0,0,0,0,0,0
10420,2005,0,0,0,0,0,0,0,0,0,0
10421,2005,0,0,0,0,0,0,0,0,0,0
10422,2005,0,0,0,0,0,0,5,0,0,0
10423,2005,0,0,0,0,0,0,0,0,0,0
10424,2005,0,32,0,0,0,0,21,0,7,10
10425,2005,0,0,0,0,0,0,4,0,0,0
10426,2005,0,0,0,0,0,16,0,0,11,0
10427,2005,11,0,0,0,13,7,0,13,0,0
10428,2005,0,0,0,0,0,0,0,0,0,0
10429,2005,18,25,10,22,31,19,17,21,36,20
10430,2005,0,0,0,0,0,0,0,0,0,0
10431,2005,22,7,5,21,20,19,11,10,7,11
10432,2005,17,25,0,19,0,0,0,3,6,13
10433,2005,20,20,20,20,20,20,20,20,20,20
10434,2005,0,0,0,0,0,0,0,0,0,0
10435,2005,0,0,0,0,0,0,0,9,7,0
10436,2005,0,0,0,0,0,0,0,0,0,0
10437,2005,0,0,0,0,0,0,0,0,0,0
10438,2005,0,0,0,0,0,0,0,0,0,0
10439,2005,15,15,15,15,15,15,15,15,15,15
10440,2005,22,25,20,0,31,0,14,17,21,13
10441,2005,6,6,6,6,6,6,6,6,6,6
10442,2005,4,4,4,4,4,4,4,4,4,4
10443,2005,0,0,0,0,0,0,0,0,0,0
10444,2005,28,28,28,28,28,28,28,28,28,28
10445,2005,30,30,30,30,30,30,30,30,30,30
10446,2005,0,0,0,0,28,0,0,0,0,0
10447,2005,0,0,0,0,0,0,0,0,0,0
10448,2005,18,18,18,18,18,18,18,18,18,18
10449,2005,0,0,0,0,0,0,0,33,0,0
10450,2005,0,0,0,0,0,0,0,0,0,0
10451,2005,0,0,0,0,0,0,0,0,0,0
10452,2005,13,13,13,13,13,13,13,13,13,13
10453,2005,0,0,0,0,0,25,0,0,0,0
10454,2005,0,33,0,0,0,0,0,0,0,14
10455,2005,24,24,24,24,24,24,24,24,24,24
10456,2005,0,0,0,0,0,0,0,0,0,0
10457,2005,0,0,0,0,0,0,0,0,0,0
10458,2005,14,26,17,27,11,7,16,15,8,20
10459,2005,0,0,0,0,0,0,0,0,0,0
10460,2005,17,17,17,17,17,17,17,17,17,17
10461,2005,3,16,11,0,6,10,16,25,0,9
10462,2005,0,0,0,0,0,0,0,0,0,0
10463,2005,10,10,10,10,10,10,10,10,10,10
10464,2005,11,11,11,11,11,11,11,11,11,11
10465,2005,0,0,0,0,12,0,20,0,20,0
10466,2005,0,0,0,0,0,0,0,0,0,0
10467,2005,0,0,17,0,0,0,0,0,0,0
10468,2005,20,20,18,21,14,13,4,15,0,13
10469,2005,0,0,0,10,0,0,17,0,0,0
10470,2005,0,0,0,0,0,0,0,0,0,0
10471,2005,0,0,0,0,0,0,0,0,0,0
10472,2005,6,6,6,6,6,6,6,6,6,6
10473,2005,12,0,0,0,22,0,0,0,0,0
10474,2005,0,0,0,0,0,0,0,0,0,0
10475,2005,0,0,0,0,0,0,0,0,0,0
10476,2005,14,14,14,14,14,14,14,14,14,14
10477,2005,0,0,0,0,6,0,0,0,0,8
10478,2005,0,0,3,0,0,0,0,0,0,0
10479,2005,0,0,0,0,0,0,0,0,0,0
10480,2005,0,0,0,0,0,0,11,0,0,0
10481,2005,0,0,0,0,0,0,0,0,0,0
10482,2005,18,18,18,18,18,18,18,18,18,18
10483,2005,0,0,0,0,0,0,0,0,0,0
10484,2005,6,0,21,10,15,4,25,23,10,22
10485,2005,0,0,8,0,0,0,0,0,0,0
10486,2005,7,7,7,7,7,7,7,7,7,7
10487,2005,0,0,0,0,0,0,0,14,0,0
10488,2005,23,23,23,23,23,23,23,23,23,23
10489,2005,0,0,0,22,0,0,0,20,0,0
10490,2005,0,0,0,0,0,0,0,0,0,0
10491,2005,18,18,18,18,18,18,18,18,18,18
10492,2005,0,0,0,0,0,0,0,0,0,0
10493,2005,6,6,6,6,6,6,6,6,6,6
10494,2005,0,0,0,0,0,0,0,0,0,0
10495,2005,0,0,0,0,0,0,0,0,0,0
10496,2005,0,0,15,18,15,0,0,0,0,0
10497,2005,11,0,30,5,0,6,13,4,18,0
10498,2005,21,17,24,20,14,20,2,26,18,30
10499,2005,33,0,21,0,25,0,0,27,0,31
10500,2005,0,0,0,0,0,0,0,0,0,0
10501,2005,0,0,0,0,0,0,0,0,0,0
10502,2005,0,0,0,0,0,0,0,0,0,0
10503,2005,0,0,0,0,0,0,0,0,0,0
10504,2005,0,0,0,0,0,22,0,0,0,0
10505,2005,13,13,13,13,13,13,13,13,13,13
10506,2005,0,0,0,0,0,0,0,0,0,0
10507,2005,20,17,16,11,28,12,11,5,26,7
10508,2005,0,0,0,0,0,0,0,0,0,0
10509,2005,0,0,0,0,0,0,0,0,0,0
10510,2005,0,7,0,0,2,0,0,0,18,0
10511,2005,30,22,20,7,0,14,8,22,0,19
10512,2005,0,0,0,0,0,0,0,0,0,0
10513,2005,30,33,25,16,23,13,15,11,36,28
10514,2005,0,6,14,12,29,7,29,10,6,0
10515,2005,3,3,3,3,3,3,3,3,3,3
10516,2005,0,0,0,0,0,0,0,0,0,0
10517,2005,17,17,17,17,17,17,17,17,17,17
10518,2005,0,0,16,17,10,16,0,0,0,18
10519,2005,0,0,0,0,0,0,0,0,0,0
10520,2005,18,17,15,10,10,22,14,0,33,0
10522,2005,0,0,0,0,0,0,0,0,0,0
10523,2005,10,0,25,8,31,15,19,16,12,24
10524,2005,0,0,0,0,0,0,0,0,0,0
10525,2005,0,0,0,0,0,0,0,0,0,0
10526,2005,27,22,18,23,14,21,8,21,22,20
10527,2005,0,0,0,0,0,0,0,0,0,0
10528,2005,36,35,25,15,27,29,13,11,13,8
10529,2005,0,0,0,0,0,18,0,0,0,0
10530,2005,0,0,0,0,0,0,0,0,0,0
10531,2005,0,0,0,0,0,0,0,0,0,0
10532,2005,0,0,0,0,0,0,0,0,0,0
10533,2005,0,0,0,0,0,0,0,0,0,0
10534,2005,0,0,0,0,0,0,0,0,0,0
10535,2005,0,0,0,0,0,0,0,0,0,0
10536,2005,5,0,0,0,0,0,0,0,0,0
10537,2005,2,6,12,4,6,5,16,13,17,5
