YEAR,VEH_NO,ST_CASE,A_BODY,A_IMP1,A_IMP2,A_VROLL,A_LIC_S,A_LIC_C,A_CDL_S,A_MC_L_S,A_SPVEH,A_SBUS,A_MOD_YR,A_DRDIS,A_DRDRO
2005,1,10001,2,2,2,2,1,1,2,4,1,3,2001,2,2
2005,2,10001,7,2,2,2,4,1,2,1,2,3,2001,2,2
2005,1,10002,2,5,3,1,1,1,2,4,1,3,1999,2,2
2005,1,10003,2,2,2,1,1,1,2,4,1,3,1992,1,2
2005,1,10004,7,2,2,2,4,1,2,1,1,3,2003,2,2
2005,1,10005,2,2,2,1,1,1,2,4,2,3,2005,2,2
2005,1,10006,1,2,2,2,1,1,2,4,1,3,1995,2,2
2005,1,10007,1,2,2,1,2,2,2,4,1,3,1996,2,2
2005,1,10008,3,2,2,1,1,1,2,4,1,3,2003,2,2
2005,2,10008,3,4,4,1,1,1,2,4,2,3,2004,2,2
2005,1,10009,1,1,1,1,1,1,2,4,1,3,1996,2,2
2005,1,10010,1,3,3,2,1,1,2,4,2,3,2003,2,2
2005,1,10011,1,2,2,1,1,1,2,4,1,3,1992,2,2
2005,1,10012,1,2,2,2,2,2,2,4,1,3,2002,2,2
2005,2,10012,2,2,2,2,1,1,2,4,2,3,1976,2,2
2005,1,10013,2,2,2,2,1,1,2,4,2,3,1993,2,2
2005,2,10013,2,2,2,2,1,1,2,4,2,3,2000,2,2
2005,1,10014,1,5,5,2,1,1,2,4,2,3,1996,2,2
2005,2,10014,2,2,2,2,1,1,2,4,2,3,2005,2,2
2005,1,10015,3,2,2,1,2,2,2,4,1,3,1999,2,2
2005,1,10016,9,3,3,1,1,1,2,4,2,3,2004,2,2
2005,1,10017,3,2,2,2,1,1,2,4,1,3,2001,2,2
2005,2,10017,2,4,4,1,1,1,2,4,2,3,1996,2,2
2005,3,10017,2,2,2,2,1,1,1,4,2,3,1992,2,2
2005,1,10018,1,2,2,2,1,1,2,4,2,3,1992,2,2
2005,1,10019,1,2,2,2,1,1,2,4,2,3,2004,2,2
2005,1,10020,1,2,2,2,1,1,2,4,2,3,1986,2,2
2005,1,10021,7,2,2,2,4,1,2,1,2,3,2004,2,2
2005,1,10022,1,2,2,2,1,1,2,4,1,3,1996,2,2
2005,1,10023,1,3,3,2,1,1,2,4,1,3,2001,2,2
2005,1,10024,1,3,3,2,1,1,2,4,2,3,1993,2,2
2005,2,10024,1,2,2,2,1,1,2,4,2,3,1995,2,2
2005,1,10025,1,3,3,2,2,2,2,4,2,3,1990,2,2
2005,2,10025,3,2,2,2,1,1,2,4,2,3,1999,2,2
2005,1,10026,1,5,5,2,2,2,2,4,1,3,1996,2,2
2005,2,10026,2,2,2,2,1,1,2,4,2,3,1994,2,2
2005,3,10026,2,2,2,2,1,1,2,4,2,3,2004,2,2
2005,1,10027,1,2,2,2,1,1,2,4,1,3,1993,2,2
2005,1,10028,1,2,2,2,1,1,2,4,2,3,1997,2,2
2005,2,10028,1,2,2,2,1,1,2,4,2,3,1998,2,2
2005,1,10029,1,5,5,2,1,1,2,4,2,3,1994,2,2
2005,2,10029,1,2,2,2,1,1,2,4,2,3,2004,2,2
2005,1,10030,2,2,2,1,1,1,2,4,2,3,1996,2,2
2005,1,10031,4,3,3,2,1,1,2,4,2,3,1991,2,2
2005,1,10032,9,2,2,2,3,3,3,4,2,3,9999,2,2
2005,1,10033,1,2,2,1,1,1,2,4,1,3,1965,2,2
