VIN,VIN_1,VIN_2,VIN_3,VIN_4,VIN_5,VIN_6,VIN_7,VIN_8,VIN_9,VIN_10,VIN_11,VIN_12,STATE,VEH_NO,OCUPANTS,MAKE,MODEL,BODY_TYP,REG_STAT,OWNER,ROLLOVER,J_KNIFE,TRAV_SP,HAZ_CARG,TOW_VEH,V_CONFIG,AXLES,CARGO_BT,SPEC_USE,EMER_USE,IMPACT1,IMPACT2,UNDERIDE,DEFORMED,IMPACTS,TOWAWAY,FIRE_EXP,VEH_CF1,VEH_CF2,VEH_MAN,AVOID,M_HARM,DEATHS,SEQ1,SEQ2,SEQ3,SEQ4,SEQ5,SEQ6,VIN_LNGT,BUS_USE,GVWR,UNITTYPE,ST_CASE,MAK_MOD,MOD_YEAR,VINA_MOD,SER_TR,VIN_BT,MCARR_ID,FLDCD_TR,WHLBS_SH,WHLBS_LG,MCYCL_DS,VIN_WGT,WGTCD_TR,DR_PRES,DR_DRINK,L_STATE,L_TYPE,L_STATUS,CDL_STAT,L_ENDORS,L_COMPL,L_RESTRI,VIOLCHG1,VIOLCHG2,VIOLCHG3,PREV_ACC,PREV_SUS,PREV_DWI,PREV_SPD,PREV_OTH,LAST_MO,FIRST_MO,DR_CF1,DR_CF2,DR_CF3,DR_CF4,DR_WGT,DR_HGT,LAST_YR,FIRST_YR,DR_ZIP,MONTH,HARM_EV,MAN_COLL,HIT_RUN,VE_FORMS
2G1WL52MXX92,2,G,1,W,L,5,2,M,X,X,9,2,12,2,0,20,20,4,12,6,0,0,99,0,0,0,0,0,0,0,6,6,0,2,2,9,0,0,0,99,8,47,0,99,99,99,99,99,99,17,0,0,3,120337,20020,1999,L/S,***,4D,00000000000,*,1075,0,,3330,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,3,43,0,0,1
2T1AE94AXMC0,2,T,1,A,E,9,4,A,X,M,C,0,12,2,3,49,32,4,12,6,0,0,99,0,0,0,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,3,120381,49032,1991,CDF,***,4D,00000000000,*,957,0,,2394,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,3,12,1,0,1
1FMDU32P6TZA,1,F,M,D,U,3,2,P,6,T,Z,A,12,2,0,12,401,14,12,6,0,0,99,0,0,0,0,0,0,0,6,6,0,4,2,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,2,120396,12401,1996,EPR,***,UT,00000000000,*,1115,0,,3952,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,5,5,0,0,0,0,999,999,2002,2002,99999,3,8,0,0,1
1GYEK63N33R1,1,G,Y,E,K,6,3,N,3,3,R,1,12,3,0,19,431,16,12,6,0,0,99,0,0,0,0,0,0,0,12,12,0,6,2,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,2,120396,19431,2003,ESC,***,UT,00000000000,*,1160,0,,5560,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,10,7,0,0,0,0,999,999,2003,2003,99999,3,8,0,0,1
2HGES16324H6,2,H,G,E,S,1,6,3,2,4,H,6,12,4,0,37,31,4,12,6,0,0,99,0,0,0,0,0,0,0,12,12,0,4,2,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,2,120396,37031,2004,UDV,***,4D,00000000000,*,1031,0,,9999,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,11,9,0,0,0,0,999,999,2002,2002,99999,3,8,0,0,1
1GNCS18W4P01,1,G,N,C,S,1,8,W,4,P,0,1,12,1,0,20,471,30,12,6,0,0,99,0,0,0,0,0,0,0,13,13,0,6,2,9,0,9,0,99,8,8,0,99,99,99,99,99,99,17,0,0,2,120402,20471,1993,S10,***,UT,00000000000,*,1005,0,,3309,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,3,8,0,0,1
1J4GZ58Y0SC5,1,J,4,G,Z,5,8,Y,0,S,C,5,12,2,0,2,404,14,12,6,0,0,99,0,0,0,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,2,120481,2404,1995,LRO,GCK,4W,00000000000,G,1059,0,,,1,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,3,14,1,0,1
1FTZX0723YKA,1,F,T,Z,X,0,7,2,3,Y,K,A,12,3,0,12,481,31,12,6,0,0,99,0,0,0,0,0,0,0,4,4,0,6,2,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,3,120496,12481,2000,F15,COF,4C,00000000000,G,1385,0,,,1,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,3,12,5,0,2
2FAFP71W5YX1,2,F,A,F,P,7,1,W,5,Y,X,1,12,3,0,12,16,4,12,6,0,0,99,0,0,0,0,0,5,1,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,120510,12016,2000,CVP,***,4D,00000000000,*,1147,0,,9999,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,3,12,3,0,2
1G8ZE1289VZ1,1,G,8,Z,E,1,2,8,9,V,Z,1,12,2,1,24,2,2,26,6,0,0,99,0,0,0,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,14,1,99,99,99,99,99,99,17,0,0,2,120565,24002,1997,SC1,***,CP,00000000000,*,1024,0,,2252,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,4,14,1,0,1
1GNEC13R1XJ5,1,G,N,E,C,1,3,R,1,X,J,5,12,1,0,20,421,15,12,6,0,0,99,0,0,0,0,0,0,0,12,12,0,6,2,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,2,120568,20421,1999,CTA,***,UT,00000000000,*,1175,0,,4865,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,4,14,2,0,1
1G3GM69Y2FR4,1,G,3,G,M,6,9,Y,2,F,R,4,12,2,0,21,1,4,12,6,0,0,99,0,0,0,0,0,0,0,4,4,0,6,2,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,2,120568,21001,1985,CBR,***,4D,00000000000,*,1081,0,,3139,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,4,14,2,0,1
1HGED3555LL0,1,H,G,E,D,3,5,5,5,L,L,0,12,2,0,37,31,4,12,6,0,0,99,0,0,0,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,120574,37031,1990,CLX,***,4D,00000000000,*,984,0,,2072,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,4,14,1,3,1
1FTEF15N9RNA,1,F,T,E,F,1,5,N,9,R,N,A,12,3,0,12,481,31,0,6,0,0,99,0,0,0,0,0,0,0,12,12,0,4,2,9,0,0,0,99,8,38,0,99,99,99,99,99,99,17,0,0,2,120582,12481,1994,F15,COF,PK,00000000000,G,1170,1330,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,4,12,6,0,2
1FTNF20F4YED,1,F,T,N,F,2,0,F,4,Y,E,D,12,2,3,12,481,31,12,3,0,0,99,0,1,0,0,0,0,0,4,13,0,6,2,9,0,0,0,99,8,45,2,99,99,99,99,99,99,17,0,1,4,120644,12481,2000,F2S,SRW,PK,00000000000,D,1370,0,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,4,27,0,0,1
JTHBF30G8250,J,T,H,B,F,3,0,G,8,2,5,0,12,2,0,59,31,4,12,6,0,0,99,0,0,0,0,0,0,0,12,12,0,6,2,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,2,120649,59031,2002,ES3,***,4D,00000000000,*,1071,0,,3439,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,4,14,2,0,1
1FUJA3CG31LF,1,F,U,J,A,3,C,G,3,1,L,F,12,2,0,82,884,66,12,6,0,0,99,0,1,6,5,1,0,0,6,6,0,4,2,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,3,2,120653,82884,2001,FC2,CON,DS,99999999999,D,9999,9999,,,8,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,4,14,1,0,1
1G2JB12T6W75,1,G,2,J,B,1,2,T,6,W,7,5,12,2,0,22,16,2,92,6,0,0,99,0,0,0,0,0,0,0,99,99,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,120675,22016,1998,SFS,***,CP,00000000000,*,1041,0,,2637,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,4,1,0,0,1
1G3AL54R8L63,1,G,3,A,L,5,4,R,8,L,6,3,12,3,0,21,20,4,92,6,0,0,99,0,0,0,0,0,0,0,99,99,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,120675,21020,1990,CCI,***,4D,00000000000,*,1049,0,,2662,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,4,1,0,0,1
F61DEJ34010,F,6,1,D,E,J,3,4,0,1,0,,12,2,0,12,880,67,12,6,0,0,99,0,1,1,2,3,0,0,6,6,0,6,2,9,0,42,9,99,8,14,0,99,99,99,99,99,99,11,0,2,2,120746,12880,1970,F61,MHV,CC,99999999999,G,1320,2120,,,6,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,4,14,1,0,1
1FUJAPCGX3DK,1,F,U,J,A,P,C,G,X,3,D,K,12,2,0,82,881,66,31,6,0,0,99,0,1,6,5,1,0,0,6,6,0,4,2,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,3,3,120869,82881,2003,FL3,CON,DS,3153467,D,9999,9999,,,8,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,5,14,1,0,1
1M2K195C45M0,1,M,2,K,1,9,5,C,4,5,M,0,12,2,0,86,882,63,12,6,0,0,99,0,0,2,3,7,0,0,6,6,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,2,120912,86882,2005,MR6,600,GG,12856319,D,9999,9999,,,8,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,5,12,9,0,1
1FTNX20L63EC,1,F,T,N,X,2,0,L,6,3,E,C,12,2,0,12,481,31,12,6,0,0,99,0,0,0,0,0,0,1,6,12,0,6,3,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,3,120917,12481,2003,F2S,SRW,4C,00000000000,G,1418,1580,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,5,14,1,0,1
3N1CB51D24L8,3,N,1,C,B,5,1,D,2,4,L,8,12,3,0,35,43,4,12,6,0,0,99,0,0,0,0,0,0,0,6,12,0,4,3,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,3,120917,35043,2004,S18,***,4D,00000000000,*,998,0,,2387,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,5,14,1,0,1
1N4DL01D3WC1,1,N,4,D,L,0,1,D,3,W,C,1,12,4,0,35,47,4,12,6,0,0,99,0,0,0,0,0,0,0,6,6,0,4,2,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,3,120917,35047,1998,AGS,***,4D,00000000000,*,1031,0,,2766,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,5,14,1,0,1
101580851170,1,0,1,5,8,0,8,5,1,1,7,0,12,1,0,98,998,93,92,6,0,0,99,0,0,0,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,12,0,0,2,120984,98998,2003,999,999,99,00000000000,9,9999,9999,9999,9999,9,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,5,55,1,0,1
4TASM92NXYZ6,4,T,A,S,M,9,2,N,X,Y,Z,6,12,2,1,49,472,30,12,6,0,0,99,0,0,0,0,0,0,0,3,3,0,4,2,9,0,0,0,99,8,54,0,99,99,99,99,99,99,17,0,0,3,121008,49472,2000,XPR,TAC,PC,00000000000,G,1219,0,,,1,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,6,8,0,0,1
1HGCB9857NA0,1,H,G,C,B,9,8,5,7,N,A,0,12,2,0,37,32,6,12,6,0,0,99,0,0,0,0,0,0,0,6,6,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,121035,37032,1992,ALX,***,SW,00000000000,*,1071,0,,3133,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,6,33,0,0,1
1G1AW35W9G61,1,G,1,A,W,3,5,W,9,G,6,1,12,3,0,20,17,6,12,6,0,0,99,0,0,0,0,0,0,0,14,14,0,0,2,9,0,0,0,99,8,54,0,99,99,99,99,99,99,17,0,0,3,121035,20017,1986,CEL,***,SW,00000000000,*,1049,0,,2763,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,6,33,0,0,1
1JJV532W5XL5,1,J,J,V,5,3,2,W,5,X,L,5,12,2,0,98,881,71,40,6,0,0,99,0,9,99,99,99,0,0,4,14,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,9,3,121044,98881,1999,999,999,99,99999999999,9,9999,9999,9999,9999,9,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,6,14,6,0,1
1NXBR12E72Z6,1,N,X,B,R,1,2,E,7,2,Z,6,12,3,0,49,32,4,12,6,0,0,99,0,0,0,0,0,0,0,1,1,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,121049,49032,2002,UCS,***,4D,00000000000,*,970,0,,2405,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,6,26,0,0,2
JNAM880H15AH,J,N,A,M,8,8,0,H,1,5,A,H,12,2,0,35,399,9,12,6,0,0,99,0,0,0,0,0,0,0,9,9,0,4,2,9,0,0,0,99,8,47,0,99,99,99,99,99,99,17,0,0,3,121056,35399,2005,,,,00000000000,D,,,,,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,6,8,0,1,1
1B3EJ56H0SN5,1,B,3,E,J,5,6,H,0,S,N,5,12,6,0,7,43,4,12,6,0,0,99,0,0,0,0,0,0,0,3,3,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,121070,7043,1995,STS,***,4D,00000000000,*,1080,0,,3038,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,6,12,1,0,5
1GCCS1441YK1,1,G,C,C,S,1,4,4,1,Y,K,1,12,7,0,20,471,30,12,6,0,0,99,0,0,0,0,0,0,0,7,7,0,4,2,9,0,0,0,99,8,54,0,99,99,99,99,99,99,17,0,0,3,121070,20471,2000,S14,S,PK,00000000000,G,1083,1179,,,1,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,6,12,1,0,5
999999999999,9,9,9,9,9,9,9,9,9,9,9,9,12,8,0,99,999,99,92,6,0,0,99,0,0,0,0,0,0,0,6,6,0,4,2,9,0,0,0,99,8,54,0,99,99,99,99,99,99,17,0,0,3,121070,99999,9999,999,999,99,00000000000,9,9999,9999,9999,9999,9,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,6,12,1,0,5
1XP5D69XXXD4,1,X,P,5,D,6,9,X,X,X,D,4,12,2,1,87,884,66,42,6,0,0,99,0,1,6,5,1,0,0,6,6,0,4,2,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,3,2,121086,87884,1999,379,CON,DS,120670,D,9999,9999,,,8,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,6,14,6,0,1
H1630316,H,1,6,3,0,3,1,6,,,,,12,2,0,98,898,78,12,3,0,0,99,0,0,19,98,98,0,0,6,6,0,0,2,9,0,0,0,99,8,14,0,99,99,99,99,99,99,8,0,3,4,121104,98898,9999,999,999,99,99999999999,9,9999,9999,9999,9999,9,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,6,8,0,0,1
1G6KD52B0RU2,1,G,6,K,D,5,2,B,0,R,U,2,12,3,0,19,3,4,12,6,0,0,99,0,0,0,0,0,0,0,11,11,0,4,2,9,0,0,0,99,8,13,0,99,99,99,99,99,99,17,0,0,3,121118,19003,1994,DFW,***,4D,00000000000,*,1138,0,,3666,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,6,12,2,1,2
2B4FP25B1TR7,2,B,4,F,P,2,5,B,1,T,R,7,12,4,0,7,442,20,12,6,0,0,99,0,0,0,0,0,0,0,10,10,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,121118,7442,1996,CAR,CAR,SV,00000000000,G,1133,0,,,1,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,6,12,2,1,2
1GNDS13S9421,1,G,N,D,S,1,3,S,9,4,2,1,12,3,0,20,403,14,12,6,0,0,99,0,0,0,0,0,0,0,12,12,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,121135,20403,2004,TRL,***,UT,00000000000,*,1130,0,,4425,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,6,12,5,0,2
1G2JB12F7372,1,G,2,J,B,1,2,F,7,3,7,2,12,3,0,22,16,2,12,6,0,0,99,0,0,0,0,0,0,0,6,6,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,121177,22016,2003,SFR,***,CP,00000000000,*,1041,0,,2771,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,7,12,2,0,2
2B4FK4130JR5,2,B,4,F,K,4,1,3,0,J,R,5,12,2,0,7,442,20,12,6,0,0,99,0,0,0,0,0,0,0,9,9,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,121210,7442,1988,CAR,***,SV,00000000000,*,1120,0,,3060,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,7,34,0,0,1
5TEHN72N93Z2,5,T,E,H,N,7,2,N,9,3,Z,2,12,1,0,49,472,30,36,6,0,0,99,0,0,0,0,0,0,0,12,12,0,4,2,9,0,0,0,99,8,8,0,99,99,99,99,99,99,17,0,0,2,121229,49472,2003,DCL,TAC,CW,00000000000,G,1219,0,,,1,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,7,55,2,0,1
2T1KR32E44C1,2,T,1,K,R,3,2,E,4,4,C,1,12,1,1,49,32,5,12,6,0,0,99,0,0,0,0,0,0,0,12,12,0,6,2,9,0,0,0,99,8,14,1,99,99,99,99,99,99,17,0,0,2,121316,49032,2004,CTR,***,4H,00000000000,*,1024,0,,2701,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,7,12,2,0,1
1G2JD11K8H75,1,G,2,J,D,1,1,K,8,H,7,5,12,2,4,22,16,2,12,6,0,0,99,0,0,0,0,0,0,0,6,6,0,4,2,9,0,0,0,99,8,12,1,99,99,99,99,99,99,17,0,0,2,121367,22016,1987,SSE,***,CP,00000000000,*,1012,0,,2339,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,6,14,1,0,1
YV1AX8851H17,Y,V,1,A,X,8,8,5,1,H,1,7,12,1,1,51,34,6,12,6,0,0,99,0,0,0,0,0,0,0,4,4,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,121397,51034,1987,4DG,***,SW,00000000000,*,1043,0,,3034,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,1,12,5,0,1
1FUYDSEB6XPA,1,F,U,Y,D,S,E,B,6,X,P,A,12,2,1,82,881,66,40,6,0,0,99,0,1,6,5,1,0,0,6,6,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,2,121485,82881,1999,FLD,CON,DS,40104370,D,9999,9999,,,8,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,8,14,10,0,1
KMHJG25F4YU1,K,M,H,J,G,2,5,F,4,Y,U,1,12,3,0,55,37,2,12,6,0,0,99,0,0,0,0,0,0,0,99,99,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,121492,55037,2000,TIB,***,CP,00000000000,*,974,0,,2633,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,8,12,5,0,2
1FTYR10C4YPB,1,F,T,Y,R,1,0,C,4,Y,P,B,12,2,0,12,471,30,12,6,0,0,99,0,0,0,0,0,0,0,5,5,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,121537,12471,2000,RNG,RNG,PK,00000000000,G,1116,1175,,,1,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,8,14,6,0,1
1FMYU60X0YUA,1,F,M,Y,U,6,0,X,0,Y,U,A,12,2,2,12,401,14,12,6,0,0,99,0,0,0,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,121553,12401,2000,EPR,***,UT,00000000000,*,1017,0,,3670,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,8,14,9,0,1
1FMYU01172KB,1,F,M,Y,U,0,1,1,7,2,K,B,12,2,0,12,402,14,12,6,0,0,99,0,0,0,0,0,0,0,12,12,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,121607,12402,2002,SPE,***,UT,00000000000,*,1031,0,,3035,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,8,14,3,0,1
1N4EB32A8NC7,1,N,4,E,B,3,2,A,8,N,C,7,12,2,0,35,43,4,12,6,0,0,99,0,0,0,0,0,0,0,9,9,0,4,2,9,1,0,0,99,8,2,0,99,99,99,99,99,99,17,0,0,2,121612,35043,1992,SEN,***,2D,00000000000,*,956,0,,2266,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,8,24,0,0,1
1XKTD29XXVJ7,1,X,K,T,D,2,9,X,X,V,J,7,12,2,1,85,881,66,12,6,0,0,99,0,1,6,5,1,0,0,6,6,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,2,121656,85881,1997,T20,CON,DS,12842215,D,9999,9999,,,8,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,8,14,1,0,1
1HTSCCFLXLH6,1,H,T,S,C,C,F,L,X,L,H,6,12,2,0,84,881,62,12,6,0,0,99,0,0,2,3,2,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,2,2,121797,84881,1990,470,40S,CC,99999999999,D,1280,2540,,,6,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,9,26,0,0,1
2G4WD54L3M18,2,G,4,W,D,5,4,L,3,M,1,8,12,2,0,18,20,4,12,6,0,0,99,0,0,0,0,0,0,0,12,18,0,6,2,9,0,0,0,99,8,54,0,99,99,99,99,99,99,17,0,0,3,121838,18020,1991,RGL,***,4D,00000000000,*,1075,0,,3158,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,9,14,2,2,1
1FTDX1726VNB,1,F,T,D,X,1,7,2,6,V,N,B,12,3,0,12,481,31,12,6,0,0,99,0,0,0,0,0,0,0,12,12,0,6,2,9,0,0,0,99,8,8,0,99,99,99,99,99,99,17,0,0,3,121838,12481,1997,F15,COF,3C,00000000000,G,1390,1570,,,1,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,9,14,2,2,1
WBAAB5409F95,W,B,A,A,B,5,4,0,9,F,9,5,12,2,0,34,34,2,12,6,0,0,99,0,0,0,0,0,0,0,12,12,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,121841,34034,1985,32E,***,2D,00000000000,*,1012,0,,2710,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,9,43,0,0,1
1FTRE142XYHA,1,F,T,R,E,1,4,2,X,Y,H,A,12,2,0,12,461,21,12,6,0,0,99,0,0,0,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,121846,12461,2000,15V,VAN,CG,00000000000,G,1380,0,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,8,8,0,0,1
JS1VS52A8W21,J,S,1,V,S,5,2,A,8,W,2,1,12,2,0,53,706,80,12,6,0,0,99,0,0,0,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,121888,53706,1998,VS8,***,RS,00000000000,*,,,805,,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,9,8,0,0,1
1M2B120C9EA0,1,M,2,B,1,2,0,C,9,E,A,0,12,2,0,86,881,63,12,6,0,0,99,0,1,4,6,4,0,0,7,7,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,3,121915,86881,1984,DM6,600,DP,121146429,D,1500,2520,,,8,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,9,14,7,0,2
