STATE,ST_CASE,EVENTNUM,VNUMBER1,AOI1,SOE,VNUMBER2,AOI2
22,220049,1,1,55,63,5555,55
22,220049,2,1,0,1,9999,77
22,220049,3,1,13,42,9999,77
22,220050,1,1,12,12,2,12
22,220050,2,1,0,2,9999,77
22,220050,3,2,0,2,9999,77
22,220051,1,1,55,63,5555,55
22,220051,2,1,82,34,9999,77
22,220051,3,1,0,1,9999,77
22,220053,1,1,12,8,9999,77
22,220054,1,1,12,12,2,12
22,220055,1,1,4,12,2,12
22,220056,1,1,12,12,2,12
22,220057,1,1,1,8,9999,77
22,220058,1,1,12,8,9999,77
22,220058,2,1,12,11,9999,77
22,220059,1,1,55,63,5555,55
22,220059,2,1,62,35,9999,77
22,220059,3,1,55,67,5555,55
22,220059,4,1,63,58,9999,77
22,220059,5,1,55,67,5555,55
22,220059,6,1,83,58,9999,77
22,220059,7,1,14,35,9999,77
22,220060,1,1,55,64,5555,55
22,220060,2,1,12,21,9999,77
22,220061,1,1,55,63,5555,55
22,220061,2,1,9,58,9999,77
22,220061,3,1,5,34,9999,77
22,220061,4,1,0,1,9999,77
22,220061,5,1,14,32,9999,77
22,220062,1,1,55,68,5555,55
22,220062,2,1,12,12,2,12
22,220063,1,1,55,64,5555,55
22,220063,2,1,12,42,9999,77
22,220064,1,1,55,68,5555,55
22,220064,2,1,55,64,5555,55
22,220064,3,1,12,42,9999,77
22,220065,1,1,12,8,9999,77
22,220066,1,1,9,12,2,12
22,220067,1,1,55,63,5555,55
22,220067,2,1,0,1,9999,77
22,220068,1,1,12,12,2,1
22,220068,2,1,55,63,5555,55
22,220068,3,1,1,14,3,6
22,220069,1,1,12,12,2,12
22,220069,2,1,55,63,5555,55
22,220069,3,1,0,1,9999,77
22,220069,4,1,0,2,9999,77
22,220070,1,1,55,68,5555,55
22,220070,2,1,81,12,2,12
22,220070,3,1,55,64,5555,55
22,220070,4,1,98,42,9999,77
22,220071,1,1,12,8,9999,77
22,220072,1,1,55,64,5555,55
22,220072,2,1,55,65,5555,55
22,220072,3,1,81,42,9999,77
22,220073,1,1,12,12,2,5
22,220074,1,1,55,68,5555,55
22,220074,2,1,55,64,5555,55
22,220074,3,1,63,42,9999,77
22,220074,4,1,11,42,9999,77
22,220074,5,1,0,2,9999,77
22,220075,1,1,62,12,2,12
22,220076,1,1,3,12,2,12
22,220077,1,1,12,12,2,6
22,220077,2,1,55,63,5555,55
22,220077,3,1,0,72,9999,77
22,220077,4,1,12,12,3,5
22,220078,1,1,12,12,2,6
22,220078,2,2,12,12,3,6
22,220078,3,1,12,12,4,6
22,220078,4,2,55,64,5555,55
22,220078,5,2,98,8,9999,77
22,220079,1,1,55,68,5555,55
22,220079,2,1,55,68,5555,55
22,220079,3,1,55,63,5555,55
22,220079,4,1,3,59,9999,77
22,220079,5,1,0,1,9999,77
22,220080,1,1,55,64,5555,55
22,220080,2,1,12,35,9999,77
22,220080,3,1,0,1,9999,77
22,220080,4,1,0,2,9999,77
22,220081,1,1,12,8,9999,77
22,220082,1,1,12,9,9999,77
22,220083,1,1,55,71,9999,77
22,220083,2,1,12,19,9999,77
22,220083,3,1,98,8,9999,77
22,220083,4,1,0,2,9999,77
22,220084,1,1,12,8,9999,77
22,220085,1,1,55,68,5555,55
22,220085,2,1,12,12,2,11
22,220086,1,1,12,8,9999,77
22,220087,1,1,55,68,5555,55
22,220087,2,1,55,64,5555,55
22,220087,3,1,12,35,9999,77
22,220088,1,1,55,63,5555,55
22,220088,2,1,12,35,9999,77
22,220088,3,1,12,38,9999,77
22,220089,1,1,12,8,9999,77
22,220090,1,1,55,68,5555,55
22,220090,2,1,55,64,5555,55
22,220090,3,1,5,42,9999,77
22,220090,4,1,0,1,9999,77
22,220091,1,1,55,68,5555,55
22,220091,2,1,12,12,2,12
22,220091,3,1,0,1,9999,77
22,220092,1,1,61,12,2,82
22,220092,2,1,55,64,5555,55
22,220092,3,1,55,65,5555,55
22,220092,4,1,63,12,3,12
22,220092,5,1,55,63,5555,55
22,220092,6,1,0,3,9999,77
22,220093,1,1,12,8,9999,77
22,220093,2,2,14,8,9999,77
22,220093,3,3,14,8,9999,77
22,220094,1,1,12,8,9999,77
22,220095,1,1,55,68,5555,55
22,220095,2,1,3,12,2,12
22,220096,1,1,3,12,2,12
22,220096,2,1,55,63,5555,55
22,220096,3,2,55,63,5555,55
22,220096,4,1,98,59,9999,77
22,220096,5,1,62,43,9999,77
22,220097,1,1,63,12,2,82
22,220097,2,1,83,12,3,83
22,220097,3,1,55,64,5555,55
22,220097,4,1,62,25,9999,77
22,220097,5,1,55,67,5555,55
22,220097,6,1,13,58,9999,77
22,220097,7,3,55,63,5555,55
22,220097,8,3,7,23,9999,77
22,220098,1,1,12,15,9999,77
22,220099,1,1,55,64,5555,55
22,220099,2,1,11,42,9999,77
22,220100,1,1,55,68,5555,55
22,220100,2,1,12,12,2,12
22,220101,1,1,12,12,2,11
22,220101,2,2,55,63,5555,55
22,220101,3,2,12,30,9999,77
22,220102,1,1,12,12,2,63
22,220102,2,2,12,33,9999,77
22,220103,1,1,12,12,2,6
22,220104,1,1,1,43,9999,77
22,220105,1,1,55,63,5555,55
22,220105,2,1,82,35,9999,77
22,220105,3,1,12,42,9999,77
22,220106,1,1,12,12,2,61
22,220106,2,1,55,64,5555,55
22,220106,3,1,98,26,9999,77
22,220106,4,2,55,64,5555,55
22,220106,5,2,98,26,9999,77
22,220106,6,2,55,65,5555,55
22,220106,7,2,98,59,9999,77
22,220107,1,2,12,12,3,1
22,220107,2,1,61,12,2,12
22,220108,1,1,55,63,5555,55
22,220108,2,1,0,1,9999,77
22,220109,1,1,55,63,5555,55
22,220109,2,1,62,42,9999,77
22,220109,3,1,62,42,9999,77
22,220109,4,1,9,42,9999,77
22,220110,1,1,55,68,5555,55
22,220110,2,1,12,12,2,12
22,220111,1,1,55,68,5555,55
22,220111,2,1,12,12,2,12
22,220111,3,1,55,60,5555,55
22,220111,4,1,18,54,3,7
22,220111,5,1,62,12,4,12
22,220111,6,2,55,63,5555,55
22,220111,7,2,12,32,9999,77
22,220111,8,3,55,63,5555,55
22,220111,9,3,98,34,9999,77
22,220112,1,1,55,63,5555,55
22,220112,2,1,55,69,5555,55
22,220112,3,1,55,68,5555,55
22,220112,4,1,12,12,2,12
22,220113,1,1,55,63,5555,55
22,220113,2,1,1,24,9999,77
22,220113,3,1,2,34,9999,77
22,220113,4,1,0,3,9999,77
22,220114,1,1,55,68,5555,55
22,220114,2,1,55,64,5555,55
22,220114,3,1,55,69,5555,55
22,220114,4,1,55,68,5555,55
22,220114,5,1,55,63,5555,55
22,220114,6,1,0,1,9999,77
22,220115,1,1,55,64,5555,55
22,220115,2,1,12,42,9999,77
22,220117,1,1,12,8,9999,77
22,220118,1,1,14,8,9999,77
22,220119,1,1,12,12,2,6
22,220119,2,1,55,68,5555,55
22,220119,3,1,12,12,3,12
22,220120,1,1,62,8,9999,77
22,220121,1,1,55,63,5555,55
22,220121,2,1,12,30,9999,77
22,220121,3,1,0,3,9999,77
22,220122,1,1,55,68,5555,55
22,220122,2,1,55,63,5555,55
22,220122,3,1,12,42,9999,77
22,220122,4,1,0,2,9999,77
22,220123,1,1,55,64,5555,55
22,220123,2,1,98,33,9999,77
22,220123,3,1,0,3,9999,77
22,220124,1,1,12,8,9999,77
22,220124,2,1,99,99,9999,77
22,220125,1,1,12,12,2,6
22,220125,2,2,12,12,3,6
22,220125,3,2,55,63,5555,55
22,220125,4,3,81,12,4,6
22,220125,5,2,0,2,9999,77
22,220126,1,1,12,8,9999,77
22,220127,1,1,12,8,9999,77
22,220127,2,1,1,8,9999,77
22,220128,1,2,12,12,1,6
22,220128,2,1,12,14,3,6
22,220129,1,1,12,8,9999,77
22,220130,1,1,0,5,9999,77
22,220131,1,1,0,7,9999,77
22,220132,1,1,55,64,5555,55
22,220132,2,1,12,31,9999,77
22,220132,3,1,12,52,9999,77
22,220132,4,1,11,24,9999,77
22,220132,5,1,1,21,9999,77
22,220133,1,1,55,71,9999,77
22,220133,2,1,0,3,9999,77
22,220134,1,1,55,68,5555,55
22,220134,2,1,55,64,5555,55
22,220134,3,1,12,43,9999,77
22,220134,4,1,2,58,9999,77
22,220135,1,1,55,68,5555,55
22,220135,2,1,55,64,5555,55
22,220135,3,1,12,32,9999,77
22,220135,4,1,12,32,9999,77
22,220135,5,1,0,1,9999,77
22,220136,1,1,55,70,5555,55
22,220136,2,1,1,12,2,7
22,220136,3,1,2,12,3,6
22,220136,4,3,12,12,2,63
22,220136,5,1,0,1,9999,77
22,220136,6,1,83,12,3,61
22,220136,7,1,83,12,3,13
22,220136,8,1,83,12,4,63
22,220136,9,1,83,12,5,6
22,220136,10,5,98,12,6,62
22,220136,11,5,98,12,7,6
22,220136,12,5,0,1,9999,77
22,220136,13,1,83,12,8,63
22,220136,14,1,12,12,9,63
22,220136,15,3,0,2,9999,77
22,220137,1,1,55,63,5555,55
22,220137,2,1,1,24,9999,77
22,220137,3,1,2,42,9999,77
22,220137,4,1,0,2,9999,77
22,220138,1,1,55,68,5555,55
22,220138,2,1,12,12,2,12
22,220139,1,1,55,63,5555,55
22,220139,2,1,12,42,9999,77
22,220139,3,1,0,1,9999,77
22,220140,1,1,55,68,5555,55
22,220140,2,1,12,12,2,12
22,220140,3,2,55,67,5555,55
22,220140,4,2,14,58,9999,77
22,220140,5,2,0,2,9999,77
22,220140,6,1,55,68,5555,55
22,220140,7,1,55,63,5555,55
22,220140,8,1,98,30,9999,77
22,220141,1,1,12,8,9999,77
22,220142,1,1,55,63,5555,55
22,220142,2,1,1,23,9999,77
22,220142,3,1,55,64,5555,55
22,220142,4,1,12,23,9999,77
22,220143,1,1,1,8,9999,77
22,220144,1,1,55,63,5555,55
22,220144,2,1,81,25,9999,77
22,220145,1,1,55,63,5555,55
22,220145,2,1,0,1,9999,77
22,220145,3,1,13,42,9999,77
22,220146,1,1,55,68,5555,55
22,220146,2,1,55,64,5555,55
22,220146,3,1,11,42,9999,77
22,220146,4,1,0,1,9999,77
22,220147,1,1,55,68,5555,55
22,220147,2,1,55,64,5555,55
22,220147,3,1,81,32,9999,77
22,220148,1,1,12,9,9999,77
22,220149,1,1,55,65,5555,55
22,220149,2,1,12,8,9999,77
22,220150,1,1,55,61,5555,55
22,220150,2,1,55,63,5555,55
22,220150,3,1,12,42,9999,77
22,220151,1,1,55,63,5555,55
22,220151,2,1,12,42,9999,77
22,220152,1,1,12,8,9999,77
22,220152,2,2,12,8,9999,77
22,220153,1,1,12,12,2,6
22,220153,2,1,55,60,5555,55
22,220153,3,1,18,54,2,13
22,220154,1,1,12,9,9999,77
22,220155,1,1,12,8,9999,77
22,220156,1,1,0,1,9999,77
22,220157,1,1,12,8,9999,77
22,220158,1,1,55,68,5555,55
22,220158,2,1,55,64,5555,55
22,220158,3,1,12,34,9999,77
22,220159,1,1,12,8,9999,77
22,220160,1,1,55,64,5555,55
22,220160,2,1,12,59,9999,77
22,220160,3,1,98,34,9999,77
22,220161,1,1,98,8,9999,77
22,220162,1,1,55,64,5555,55
22,220162,2,1,3,34,9999,77
22,220162,3,1,0,1,9999,77
22,220163,1,1,12,12,2,3
22,220164,1,1,12,8,9999,77
22,220165,1,1,55,63,5555,55
22,220165,2,1,12,53,9999,77
22,220165,3,1,11,34,9999,77
22,220165,4,1,10,32,9999,77
22,220166,1,1,12,8,9999,77
22,220167,1,1,55,63,5555,55
22,220167,2,1,7,35,9999,77
22,220167,3,1,0,1,9999,77
22,220167,4,1,0,7,9999,77
22,220167,5,1,0,3,9999,77
22,220168,1,1,55,64,5555,55
22,220168,2,1,61,24,9999,77
22,220168,3,1,55,69,5555,55
22,220168,4,1,55,64,5555,55
22,220168,5,1,11,20,9999,77
22,220168,6,1,55,69,5555,55
22,220168,7,2,12,12,1,81
22,220168,8,3,1,18,9999,77
22,220169,1,1,12,8,9999,77
22,220170,1,1,12,12,2,6
22,220170,2,2,55,64,5555,55
22,220170,3,2,12,34,9999,77
22,220170,4,2,0,1,9999,77
22,220170,5,2,83,34,9999,77
22,220171,1,1,55,63,5555,55
22,220171,2,1,55,68,5555,55
22,220171,3,1,55,64,5555,55
22,220171,4,1,12,42,9999,77
22,220172,1,1,55,68,5555,55
22,220172,2,1,12,12,2,12
22,220173,1,1,12,12,2,6
22,220174,1,1,1,8,9999,77
22,220175,1,1,12,8,9999,77
22,220175,2,1,12,8,9999,77
22,220176,1,1,55,64,5555,55
22,220176,2,1,0,1,9999,77
22,220176,3,1,13,35,9999,77
22,220176,4,1,61,42,9999,77
22,220177,1,1,12,8,9999,77
22,220178,1,1,12,9,9999,77
22,220179,1,1,12,9,9999,77
22,220180,1,1,12,8,9999,77
22,220181,1,1,55,64,5555,55
22,220181,2,1,12,30,9999,77
22,220182,1,1,55,64,5555,55
22,220182,2,1,1,35,9999,77
22,220182,3,1,0,1,9999,77
22,220182,4,1,7,42,9999,77
22,220183,1,1,12,8,9999,77
22,220184,1,1,12,12,2,6
22,220184,2,1,0,1,9999,77
22,220184,3,2,0,1,9999,77
22,220185,1,1,11,8,9999,77
22,220186,1,1,55,63,5555,55
22,220186,2,1,12,34,9999,77
22,220186,3,1,12,42,9999,77
22,220187,1,1,55,68,5555,55
22,220187,2,1,55,64,5555,55
22,220187,3,1,12,59,9999,77
22,220187,4,1,12,34,9999,77
22,220188,1,1,55,68,5555,55
22,220188,2,1,55,64,5555,55
22,220188,3,2,55,63,5555,55
22,220188,4,1,12,12,2,12
22,220189,1,1,12,12,2,6
22,220189,2,1,55,64,5555,55
22,220189,3,2,55,64,5555,55
22,220189,4,1,61,33,9999,77
22,220189,5,1,61,23,9999,77
22,220189,6,2,61,33,9999,77
22,220189,7,2,61,23,9999,77
22,220189,8,2,82,12,3,9
22,220189,9,2,55,63,5555,55
22,220189,10,2,12,33,9999,77
22,220189,11,1,55,64,5555,55
22,220189,12,1,11,33,9999,77
22,220190,1,1,12,12,2,6
22,220190,2,2,55,68,5555,55
22,220190,3,2,12,12,3,12
22,220191,1,1,55,68,5555,55
22,220191,2,1,12,12,2,12
22,220191,3,1,0,1,9999,77
22,220192,1,1,55,63,5555,55
22,220192,2,1,0,1,9999,77
22,220192,3,1,14,32,9999,77
22,220192,4,1,3,35,9999,77
22,220193,1,1,55,68,5555,55
22,220193,2,2,12,12,1,12
22,220194,1,1,55,68,5555,55
22,220194,2,1,55,64,5555,55
22,220194,3,1,12,35,9999,77
22,220194,4,1,11,42,9999,77
22,220195,1,1,55,69,5555,55
22,220195,2,2,12,12,1,6
22,220195,3,2,55,64,5555,55
22,220195,4,1,55,64,5555,55
22,220195,5,1,12,57,9999,77
22,220195,6,2,19,57,9999,77
22,220196,1,1,1,8,9999,77
22,220197,1,1,55,68,5555,55
22,220197,2,1,12,12,2,12
22,220198,1,1,55,63,5555,55
22,220198,2,1,0,1,9999,77
22,220199,1,1,55,64,5555,55
22,220199,2,1,12,34,9999,77
22,220199,3,1,6,32,9999,77
22,220199,4,1,12,42,9999,77
22,220199,5,1,0,1,9999,77
22,220199,6,1,1,34,9999,77
22,220200,1,1,55,63,5555,55
22,220200,2,1,55,68,5555,55
22,220200,3,1,55,63,5555,55
22,220200,4,1,0,1,9999,77
22,220201,1,1,55,68,5555,55
22,220201,2,1,12,12,2,12
22,220201,3,1,55,64,5555,55
22,220201,4,1,98,34,9999,77
22,220202,1,1,55,64,5555,55
22,220202,2,1,55,63,5555,55
22,220202,3,1,9,34,9999,77
22,220202,4,1,0,1,9999,77
22,220203,1,1,55,68,5555,55
22,220203,2,1,12,12,2,12
22,220203,3,1,55,63,5555,55
22,220203,4,1,98,34,9999,77
22,220204,1,1,55,64,5555,55
22,220204,2,1,12,35,9999,77
22,220204,3,1,4,42,9999,77
22,220205,1,1,12,12,2,6
22,220207,1,2,12,12,1,83
22,220207,2,1,98,33,9999,77
22,220207,3,1,55,64,5555,55
22,220207,4,1,12,59,9999,77
22,220208,1,1,1,8,9999,77
22,220209,1,1,55,61,5555,55
22,220209,2,1,55,68,5555,55
22,220209,3,1,55,68,5555,55
22,220209,4,1,55,63,5555,55
22,220209,5,1,12,43,9999,77
22,220209,6,1,9,42,9999,77
22,220210,1,1,55,64,5555,55
22,220210,2,1,62,33,9999,77
22,220210,3,1,55,69,5555,55
22,220210,4,1,12,33,9999,77
22,220210,5,1,55,65,5555,55
22,220210,6,1,83,12,2,12
22,220210,7,1,61,12,3,12
22,220210,8,3,0,72,9999,77
22,220211,1,1,55,64,5555,55
22,220211,2,1,0,1,9999,77
22,220212,1,1,55,68,5555,55
22,220212,2,1,55,64,5555,55
22,220212,3,1,12,53,9999,77
22,220212,4,1,12,32,9999,77
22,220212,5,1,55,67,5555,55
22,220212,6,1,0,1,9999,77
22,220212,7,1,5,34,9999,77
22,220212,8,1,12,34,9999,77
22,220213,1,1,55,63,5555,55
22,220213,2,1,12,34,9999,77
22,220213,3,1,0,1,9999,77
22,220213,4,1,12,42,9999,77
22,220214,1,1,12,12,2,1
22,220214,2,1,98,43,9999,77
22,220214,3,1,55,60,5555,55
22,220214,4,1,18,14,3,9
22,220215,1,1,4,12,2,12
22,220216,1,1,83,12,2,12
22,220216,2,1,55,68,5555,55
22,220216,3,1,55,64,5555,55
22,220216,4,1,98,59,9999,77
22,220217,1,1,55,63,5555,55
22,220217,2,1,0,1,9999,77
22,220217,3,1,61,24,9999,77
22,220218,1,1,55,63,5555,55
22,220218,2,1,12,31,9999,77
22,220219,1,1,1,8,9999,77
22,220220,1,1,61,12,2,12
22,220221,1,1,11,12,2,83
22,220221,2,2,0,1,9999,77
22,220221,3,2,55,63,5555,55
22,220221,4,2,98,33,9999,77
22,220222,1,1,55,68,5555,55
22,220222,2,1,12,12,2,12
22,220222,3,1,12,12,3,12
22,220222,4,2,55,68,5555,55
22,220222,5,2,55,64,5555,55
22,220222,6,2,0,1,9999,77
22,220222,7,2,98,34,9999,77
22,220223,1,1,12,9,9999,77
22,220224,1,1,55,64,5555,55
22,220224,2,1,55,65,5555,55
22,220224,3,1,12,12,2,12
22,220224,4,2,0,1,9999,77
22,220224,5,2,0,72,9999,77
22,220224,6,1,12,12,3,12
22,220224,7,1,0,2,9999,77
22,220225,1,1,55,63,5555,55
22,220225,2,1,12,32,9999,77
22,220225,3,1,11,30,9999,77
22,220225,4,1,1,42,9999,77
22,220225,5,1,0,1,9999,77
22,220226,1,1,55,64,5555,55
22,220226,2,1,12,33,9999,77
22,220226,3,1,0,1,9999,77
22,220227,1,1,55,64,5555,55
22,220227,2,1,11,34,9999,77
22,220227,3,1,12,35,9999,77
22,220227,4,1,0,1,9999,77
22,220228,1,2,12,12,1,3
22,220228,2,1,55,64,5555,55
22,220228,3,1,12,42,9999,77
22,220229,1,1,12,8,9999,77
22,220230,1,1,12,9,9999,77
22,220231,1,1,12,12,2,6
22,220231,2,2,55,64,5555,55
22,220231,3,2,0,1,9999,77
22,220232,1,1,55,63,5555,55
22,220232,2,1,55,65,5555,55
22,220232,3,1,0,1,9999,77
22,220232,4,1,12,93,9999,77
22,220233,1,1,55,68,5555,55
22,220233,2,1,55,64,5555,55
22,220233,3,1,12,42,9999,77
22,220233,4,1,0,1,9999,77
22,220234,1,1,11,12,2,12
22,220234,2,1,7,12,2,3
22,220234,3,1,55,63,5555,55
22,220234,4,1,12,24,9999,77
22,220234,5,1,0,1,9999,77
22,220234,6,2,55,68,5555,55
22,220234,7,2,55,64,5555,55
22,220234,8,2,62,24,9999,77
22,220235,1,1,55,68,5555,55
22,220235,2,1,12,12,2,12
22,220236,1,1,0,1,9999,77
22,220237,1,1,11,8,9999,77
22,220238,1,1,55,68,5555,55
22,220238,2,1,55,68,5555,55
22,220238,3,1,55,68,5555,55
22,220238,4,1,55,64,5555,55
22,220238,5,1,83,32,9999,77
22,220238,6,1,0,1,9999,77
22,220238,7,1,13,42,9999,77
22,220239,1,1,55,63,5555,55
22,220239,2,1,81,33,9999,77
22,220239,3,1,12,30,9999,77
22,220239,4,1,0,1,9999,77
22,220240,1,1,55,68,5555,55
22,220240,2,1,12,12,2,12
22,220240,3,2,55,63,5555,55
22,220240,4,2,12,53,9999,77
22,220241,1,1,9,12,2,7
22,220242,1,1,55,64,5555,55
22,220242,2,1,12,42,9999,77
22,220243,1,1,55,68,5555,55
22,220243,2,1,12,12,2,11
22,220244,1,1,12,12,2,6
22,220245,1,1,55,63,5555,55
22,220245,2,1,83,42,9999,77
22,220245,3,1,3,42,9999,77
22,220245,4,1,12,42,9999,77
22,220246,1,1,99,8,9999,77
22,220247,1,1,55,64,5555,55
22,220247,2,1,55,68,5555,55
22,220247,3,1,55,63,5555,55
22,220247,4,1,3,42,9999,77
22,220247,5,1,0,1,9999,77
22,220248,1,1,55,63,5555,55
22,220248,2,1,55,69,5555,55
22,220248,3,1,55,63,5555,55
22,220248,4,1,1,34,9999,77
22,220248,5,1,0,1,9999,77
22,220249,1,1,12,12,2,6
22,220249,2,1,55,64,5555,55
22,220249,3,1,98,57,9999,77
22,220249,4,2,55,63,5555,55
22,220249,5,2,0,1,9999,77
22,220250,1,1,55,63,5555,55
22,220250,2,1,55,69,5555,55
22,220250,3,1,55,68,5555,55
22,220250,4,1,12,12,2,12
22,220250,5,1,83,12,2,63
22,220250,6,2,55,63,5555,55
22,220250,7,2,14,35,9999,77
22,220251,1,1,12,12,2,6
22,220251,2,1,55,68,5555,55
22,220251,3,1,12,12,3,12
22,220251,4,3,55,63,5555,55
22,220251,5,3,12,53,9999,77
22,220252,1,1,1,12,2,12
22,220252,2,1,0,1,9999,77
22,220253,1,1,12,9,9999,77
22,220254,1,1,3,12,2,12
22,220255,1,2,12,12,1,3
22,220255,2,1,55,64,5555,55
22,220255,3,1,63,46,9999,77
22,220256,1,1,55,61,5555,55
22,220256,2,2,12,12,1,6
22,220256,3,1,55,64,5555,55
22,220256,4,2,55,64,5555,55
22,220256,5,1,98,25,9999,77
22,220256,6,2,98,25,9999,77
22,220256,7,2,0,1,9999,77
22,220257,1,1,12,12,2,6
22,220257,2,3,55,63,5555,55
22,220257,3,2,12,12,3,6
22,220257,4,2,12,12,4,6
22,220258,1,1,1,12,2,6
22,220258,2,2,55,63,5555,55
22,220258,3,2,12,24,9999,77
22,220258,4,2,0,1,9999,77
22,220258,5,1,12,12,3,2
22,220258,6,1,5,12,4,6
22,220258,7,1,12,12,5,5
22,220258,8,1,12,12,6,6
22,220258,9,6,7,12,5,5
22,220258,10,6,0,2,9999,77
22,220258,11,5,0,2,9999,77
22,220258,12,1,0,2,9999,77
22,220258,13,1,12,12,7,6
22,220258,14,1,12,12,8,3
22,220258,15,8,55,64,5555,55
22,220258,16,8,61,24,9999,77
22,220258,17,7,0,2,9999,77
22,220258,18,8,0,2,9999,77
22,220258,19,1,12,12,9,6
22,220258,20,9,55,63,5555,55
22,220258,21,9,62,24,9999,77
22,220258,22,9,0,2,9999,77
22,220258,23,7,61,12,10,6
22,220259,1,1,55,68,5555,55
22,220259,2,1,1,8,9999,77
22,220260,1,1,55,63,5555,55
22,220260,2,1,55,64,5555,55
22,220260,3,1,11,42,9999,77
22,220260,4,1,0,1,9999,77
22,220261,1,1,55,68,5555,55
22,220261,2,1,55,64,5555,55
22,220261,3,1,0,1,9999,77
22,220261,4,1,0,2,9999,77
22,220262,1,1,55,68,5555,55
22,220262,2,1,55,64,5555,55
22,220262,3,1,11,35,9999,77
22,220262,4,1,0,1,9999,77
22,220263,1,1,1,8,9999,77
22,220264,1,1,55,68,5555,55
22,220264,2,1,55,68,5555,55
22,220264,3,1,55,64,5555,55
22,220264,4,1,10,42,9999,77
22,220265,1,1,62,12,2,12
22,220266,1,1,55,68,5555,55
22,220266,2,1,12,12,2,12
22,220267,1,1,55,68,5555,55
22,220267,2,1,12,12,2,12
22,220267,3,2,0,2,9999,77
22,220268,1,1,12,9,9999,77
22,220269,1,1,12,12,2,9
22,220269,2,2,55,63,5555,55
22,220269,3,2,2,30,9999,77
22,220270,1,1,12,12,2,12
22,220270,2,1,55,63,5555,55
22,220270,3,1,12,25,9999,77
22,220270,4,2,62,12,3,12
22,220270,5,2,0,1,9999,77
22,220270,6,2,0,2,9999,77
22,220271,1,1,11,12,2,12
22,220272,1,1,55,63,5555,55
22,220272,2,1,1,42,9999,77
22,220272,3,1,0,2,9999,77
22,220273,1,1,55,68,5555,55
22,220273,2,1,55,64,5555,55
22,220273,3,1,11,31,9999,77
22,220273,4,1,12,42,9999,77
22,220274,1,1,12,8,9999,77
22,220275,1,1,55,63,5555,55
22,220275,2,1,12,53,9999,77
22,220275,3,1,0,1,9999,77
22,220275,4,1,12,35,9999,77
22,220276,1,1,55,65,5555,55
22,220276,2,1,55,64,5555,55
22,220276,3,1,0,1,9999,77
22,220276,4,1,12,42,9999,77
22,220277,1,1,55,68,5555,55
22,220277,2,1,55,64,5555,55
22,220277,3,1,11,38,9999,77
22,220277,4,1,12,19,9999,77
22,220278,1,1,11,25,9999,77
22,220278,2,1,1,52,9999,77
22,220278,3,1,0,1,9999,77
22,220278,4,1,0,2,9999,77
22,220279,1,1,55,64,5555,55
22,220279,2,1,1,42,9999,77
22,220280,1,1,12,9,9999,77
22,220280,2,2,12,9,9999,77
22,220281,1,1,55,68,5555,55
22,220281,2,1,12,12,2,12
22,220282,1,1,81,12,2,12
22,220283,1,1,12,12,2,6
22,220283,2,2,55,62,5555,55
22,220283,3,2,18,25,9999,77
22,220284,1,1,55,68,5555,55
22,220284,2,2,55,68,5555,55
22,220284,3,1,1,12,2,5
22,220284,4,1,12,12,3,12
22,220284,5,1,0,2,9999,77
22,220285,1,1,55,68,5555,55
22,220285,2,1,12,12,2,12
22,220285,3,2,55,63,5555,55
22,220285,4,2,12,32,9999,77
22,220286,1,1,55,68,5555,55
22,220286,2,1,5,12,2,1
22,220286,3,1,55,63,5555,55
22,220286,4,1,55,67,5555,55
22,220286,5,1,3,42,9999,77
22,220287,1,2,0,1,9999,77
22,220287,2,2,19,54,1,8
22,220287,3,1,55,63,5555,55
22,220287,4,1,12,34,9999,77
22,220288,1,1,55,63,5555,55
22,220288,2,1,12,35,9999,77
22,220288,3,1,12,42,9999,77
22,220288,4,1,0,1,9999,77
22,220289,1,1,12,8,9999,77
22,220290,1,1,55,68,5555,55
22,220290,2,1,12,12,2,12
22,220291,1,2,12,12,1,63
22,220291,2,1,55,63,5555,55
22,220291,3,1,98,34,9999,77
22,220292,1,1,55,63,5555,55
22,220292,2,1,12,42,9999,77
22,220293,1,1,55,65,5555,55
22,220293,2,1,55,64,5555,55
22,220293,3,1,12,42,9999,77
22,220293,4,1,0,1,9999,77
22,220295,1,1,12,12,2,12
22,220295,2,2,55,63,5555,55
22,220295,3,2,12,30,9999,77
22,220296,1,1,55,68,5555,55
22,220296,2,1,12,12,2,12
22,220297,1,1,12,8,9999,77
22,220298,1,1,55,64,5555,55
22,220298,2,1,55,65,5555,55
22,220298,3,1,55,63,5555,55
22,220298,4,1,9,42,9999,77
22,220299,1,1,55,64,5555,55
22,220299,2,1,1,34,9999,77
22,220299,3,1,12,32,9999,77
22,220300,1,1,62,12,2,6
22,220300,2,2,0,1,9999,77
22,220301,1,1,55,68,5555,55
22,220301,2,1,12,12,2,12
22,220302,1,1,0,7,9999,77
22,220303,1,1,12,8,9999,77
22,220304,1,1,0,1,9999,77
22,220304,2,1,55,64,5555,55
22,220304,3,1,55,79,9999,77
22,220304,4,1,12,34,9999,77
22,220304,5,1,11,42,9999,77
22,220305,1,1,12,8,9999,77
22,220306,1,1,55,63,5555,55
22,220306,2,1,55,68,5555,55
22,220306,3,1,55,64,5555,55
22,220306,4,1,9,30,9999,77
22,220307,1,2,0,1,9999,77
22,220307,2,1,12,12,2,12
22,220308,1,1,55,68,5555,55
22,220308,2,1,81,12,2,12
