STATE,ST_CASE,VEH_NO,PVE_FORMS,PNUMOCCS,PDAY,PMONTH,PHOUR,PMINUTE,PHARM_EV,PMAN_COLL,PTYPE,PHIT_RUN,PREG_STAT,POWNER,PMAKE,PMODEL,PMAK_MOD,PBODYTYP,PMODYEAR,PVIN,PVIN_1,PVIN_2,PVIN_3,PVIN_4,PVIN_5,PVIN_6,PVIN_7,PVIN_8,PVIN_9,PVIN_10,PVIN_11,PVIN_12,PTRAILER,PMCARR_I1,PMCARR_I2,PMCARR_ID,PGVWR,PV_CONFIG,PCARGTYP,PHAZ_INV,PHAZPLAC,PHAZ_ID,PHAZ_CNO,PHAZ_REL,PBUS_USE,PSP_USE,PEM_USE,PUNDERIDE,PIMPACT1,PVEH_SEV,PTOWED,PM_HARM,PVEH_SC1,PVEH_SC2,PFIRE,PDEATHS,PTRLR1VIN,PTRLR2VIN,PTRLR3VIN
1,10404,2,1,0,30,6,21,45,33,0,3,0,92,6,99,999,99999,99,9999,999999999999,9,9,9,9,9,9,9,9,9,9,9,9,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,98,9,5,12,0,0,0,0,777777777777,777777777777,777777777777
1,10404,3,1,0,30,6,21,45,33,0,3,0,92,6,99,999,99999,99,9999,999999999999,9,9,9,9,9,9,9,9,9,9,9,9,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,98,9,5,12,0,0,0,0,777777777777,777777777777,777777777777
1,10408,2,1,0,3,7,22,45,8,0,2,0,1,6,49,40,49040,4,2006,4T1BE32KX6U7,4,T,1,B,E,3,2,K,X,6,U,7,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,10,4,8,12,0,0,0,0,777777777777,777777777777,777777777777
1,10506,2,1,0,11,8,3,10,33,0,3,0,92,6,12,471,12471,34,1993,1FTCR14U9PTA,1,F,T,C,R,1,4,U,9,P,T,A,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,1,2,5,12,0,0,0,0,777777777777,777777777777,777777777777
1,10611,2,1,0,4,10,19,13,14,0,2,0,1,6,20,481,20481,34,2003,2GCEC19T2311,2,G,C,E,C,1,9,T,2,3,1,1,1,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,2,5,12,0,0,0,0,888888888888,777777777777,777777777777
1,10651,2,1,0,22,10,10,25,14,0,2,0,47,6,85,884,85884,63,2009,2NKHHN7X69M2,2,N,K,H,H,N,7,X,6,9,M,2,0,57,834565,57834565,3,1,96,1,0,0,0,0,0,0,0,0,6,2,5,12,0,0,0,0,777777777777,777777777777,777777777777
1,10668,2,1,0,18,10,11,14,8,0,2,0,1,6,12,481,12481,34,2008,1FTPX14V68FB,1,F,T,P,X,1,4,V,6,8,F,B,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,11,2,3,12,0,0,0,0,777777777777,777777777777,777777777777
1,10668,3,1,0,18,10,11,14,8,0,2,0,1,6,12,481,12481,34,2010,1FTMF1CW0AFD,1,F,T,M,F,1,C,W,0,A,F,D,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,5,2,3,12,0,0,0,0,777777777777,777777777777,777777777777
1,10697,2,1,0,30,10,2,55,32,0,3,0,1,6,63,34,63034,4,2013,5XXGM4A70DG2,5,X,X,G,M,4,A,7,0,D,G,2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,11,2,5,12,0,0,0,0,777777777777,777777777777,777777777777
1,10725,2,1,1,11,11,0,25,8,0,2,0,1,6,37,32,37032,4,1996,1HGCD5654TA0,1,H,G,C,D,5,6,5,4,T,A,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,0,777777777777,777777777777,777777777777
1,10817,2,1,0,24,12,21,55,38,0,3,0,1,6,37,32,37032,4,1999,1HGCG5644XA1,1,H,G,C,G,5,6,4,4,X,A,1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,5,6,8,12,0,0,0,0,777777777777,777777777777,777777777777
2,20058,2,1,0,17,10,3,5,24,0,3,0,2,6,12,462,12462,21,2015,1FBZX2CM2FKA,1,F,B,Z,X,2,C,M,2,F,K,A,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,13,4,5,12,0,0,0,0,777777777777,777777777777,777777777777
2,20060,2,3,0,30,10,16,6,8,0,2,0,2,6,49,402,49402,14,2008,JTMBD33V1851,J,T,M,B,D,3,3,V,1,8,5,1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,9,6,2,12,0,0,0,0,777777777777,777777777777,777777777777
4,40018,4,3,0,9,1,18,26,12,6,2,0,4,6,12,23,12023,4,2010,3FAHP0JG5AR1,3,F,A,H,P,0,J,G,5,A,R,1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,0,777777777777,777777777777,777777777777
4,40018,5,3,3,9,1,18,26,12,6,2,0,4,6,55,35,55035,4,2001,KMHDN55D51U0,K,M,H,D,N,5,5,D,5,1,U,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,14,0,0,0,0,777777777777,777777777777,777777777777
4,40108,2,1,0,7,2,11,41,18,0,2,0,92,6,98,998,98998,93,2005,11V001465***,1,1,V,0,0,1,4,6,5,*,*,*,0,88,888888888,88888888888,2,99,96,1,0,0,0,0,0,0,0,0,12,2,5,12,0,0,0,0,777777777777,777777777777,777777777777
4,40255,2,1,0,31,3,1,29,33,0,3,0,4,6,12,17,12017,4,2014,1FAHP2D8XEG1,1,F,A,H,P,2,D,8,X,E,G,1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,9,8,5,12,0,0,0,0,777777777777,777777777777,777777777777
4,40256,2,1,0,11,3,19,54,14,0,2,0,4,6,2,405,2405,14,2002,1J4GL38KX2W3,1,J,4,G,L,3,8,K,X,2,W,3,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,8,8,12,0,0,0,0,777777777777,777777777777,777777777777
4,40303,2,2,0,29,4,0,45,8,0,3,0,99,6,19,499,19499,19,9999,999999999999,9,9,9,9,9,9,9,9,9,9,9,9,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,98,9,9,12,0,0,0,0,777777777777,777777777777,777777777777
4,40463,2,1,0,26,5,23,14,33,0,2,0,4,6,7,481,7481,34,1993,1B7KM26C6PS1,1,B,7,K,M,2,6,C,6,P,S,1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,8,5,12,0,0,0,0,777777777777,777777777777,777777777777
4,40463,3,1,0,26,5,23,14,33,0,2,0,4,6,72,706,72706,80,2006,1HD1KBW1X6Y6,1,H,D,1,K,B,W,1,X,6,Y,6,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,98,6,2,12,0,0,0,0,777777777777,777777777777,777777777777
4,40526,2,1,0,19,7,17,9,14,0,2,0,99,6,6,51,6051,4,2012,2C3CCACG7CH1,2,C,3,C,C,A,C,G,7,C,H,1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,98,2,5,12,0,0,0,0,777777777777,777777777777,777777777777
4,40602,3,2,2,30,8,16,45,12,2,2,0,4,6,12,481,12481,34,1992,1FTHX26M6NKA,1,F,T,H,X,2,6,M,6,N,K,A,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,7,6,2,12,0,0,1,0,777777777777,777777777777,777777777777
4,40691,2,1,1,30,9,2,32,14,0,2,0,6,6,35,52,35052,6,2011,JN8AZ2KR9BT2,J,N,8,A,Z,2,K,R,9,B,T,2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,9,2,5,12,0,0,0,0,777777777777,777777777777,777777777777
4,40691,3,1,0,30,9,2,32,14,0,2,0,4,6,12,870,12870,61,2013,1FDXE4FS9DDB,1,F,D,X,E,4,F,S,9,D,D,B,0,88,888888888,88888888888,2,1,1,1,0,0,0,0,0,0,0,0,10,2,3,12,0,0,0,0,777777777777,777777777777,777777777777
4,40718,2,1,2,7,10,7,21,14,0,2,0,6,6,84,881,84881,66,2010,3HSCUAPR1AN1,3,H,S,C,U,A,P,R,1,A,N,1,1,57,1313320,571313320,3,6,1,1,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,0,3H3V532C5KT1,777777777777,777777777777
4,40719,2,1,0,8,10,11,27,8,0,2,0,4,6,37,32,37032,4,2002,JHMCG567X2C0,J,H,M,C,G,5,6,7,X,2,C,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,8,2,3,12,0,0,0,0,777777777777,777777777777,777777777777
4,40733,2,1,0,13,10,15,10,8,0,3,0,4,6,12,880,12880,67,2005,1FTWX31Y55EC,1,F,T,W,X,3,1,Y,5,5,E,C,0,88,888888888,88888888888,2,1,97,1,0,0,0,0,0,0,0,0,9,4,3,12,0,0,0,0,777777777777,777777777777,777777777777
4,40838,2,1,0,16,11,4,32,14,0,2,0,4,6,12,37,12037,4,2000,1FAFP34P3YW2,1,F,A,F,P,3,4,P,3,Y,W,2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,98,6,2,12,0,0,0,0,777777777777,777777777777,777777777777
