A_AGE1,A_AGE2,A_AGE3,A_AGE4,A_AGE5,A_AGE6,A_AGE7,A_AGE8,A_AGE9,ST_CASE,VEH_NO,PER_NO,YEAR,A_PTYPE,A_REST,A_ALCTES,A_HISP,A_RCAT,A_HRACE,A_EJECT,A_PERINJ,A_LOC
2,3,6,3,3,3,5,2,2,120324,2,1,2012,1,1,3,0,0,0,1,6,1
4,5,10,6,7,7,9,6,2,120325,0,1,2012,3,3,3,0,0,0,1,6,3
3,5,9,6,6,6,8,4,2,120325,0,2,2012,3,3,3,1,1,2,1,1,3
2,3,6,3,3,3,5,2,2,120325,1,1,2012,1,1,5,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,120326,1,1,2012,1,1,3,1,1,2,1,1,1
3,4,7,4,4,4,6,2,2,120327,1,1,2012,1,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,120327,2,1,2012,1,1,5,1,2,3,1,1,1
3,4,7,4,4,4,6,3,2,120327,2,2,2012,2,3,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,120328,1,1,2012,1,2,2,1,7,8,2,1,1
3,5,9,6,6,6,8,5,2,120329,1,1,2012,1,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,120329,2,1,2012,1,1,3,1,1,2,1,1,1
4,5,12,7,9,9,11,6,2,120330,0,1,2012,3,3,3,1,1,2,1,1,3
4,5,10,6,7,7,9,5,2,120330,0,2,2012,3,3,3,0,0,0,1,6,3
3,5,8,5,5,5,7,3,2,120330,1,1,2012,1,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,120331,0,1,2012,3,3,3,1,1,2,1,1,2
3,4,7,4,4,4,6,2,2,120331,1,1,2012,1,3,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,120332,0,1,2012,3,3,3,1,1,2,1,1,3
3,5,9,6,6,6,8,4,2,120332,1,1,2012,1,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,120333,1,1,2012,1,1,2,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,120333,2,1,2012,1,2,3,2,1,1,1,1,1
3,4,7,4,4,4,6,2,2,120333,3,1,2012,1,1,3,0,0,0,1,6,1
4,5,10,6,7,7,9,5,2,120334,0,1,2012,4,3,3,1,1,2,1,1,4
3,4,7,4,4,4,6,3,2,120334,1,1,2012,1,1,1,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,120335,1,1,2012,1,2,1,1,1,2,2,1,1
4,5,10,6,7,7,9,6,2,120336,1,1,2012,1,2,3,1,1,2,1,1,1
3,5,9,6,6,6,8,5,2,120336,1,2,2012,2,2,3,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,120337,0,1,2012,3,3,3,2,1,1,1,1,3
3,4,7,4,4,4,6,2,2,120337,1,1,2012,1,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,120337,1,2,2012,2,1,3,0,0,0,1,6,1
1,1,4,1,1,1,3,1,1,120338,0,1,2012,5,3,3,1,2,3,1,1,2
4,5,11,7,8,8,10,6,2,120338,1,1,2012,1,1,3,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,120339,1,1,2012,1,1,3,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,120339,1,2,2012,2,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,120339,2,1,2012,1,2,1,1,1,2,1,1,1
3,4,7,4,4,4,6,2,2,120341,0,1,2012,3,3,2,1,2,3,1,1,3
3,4,7,4,4,4,6,3,2,120341,1,1,2012,1,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,120341,1,2,2012,2,1,3,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,120342,1,1,2012,1,2,3,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,120342,1,2,2012,2,2,3,2,1,1,1,1,1
4,5,11,7,8,8,10,6,2,120342,2,1,2012,1,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,120343,0,1,2012,3,3,1,1,1,2,1,1,3
2,3,6,3,3,3,5,2,2,120343,1,1,2012,1,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,120343,2,1,2012,1,1,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,120344,1,1,2012,1,2,2,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,120344,1,2,2012,2,3,3,1,1,2,3,1,1
3,5,8,5,5,5,7,3,2,120345,0,1,2012,3,3,5,1,2,3,1,1,3
3,5,8,5,5,5,7,4,2,120345,1,1,2012,1,1,5,0,0,0,1,6,1
5,6,13,8,10,10,12,7,3,120346,1,1,2012,1,3,3,0,0,0,1,6,1
4,5,10,6,7,7,9,5,2,120346,2,1,2012,1,2,3,1,2,3,1,1,1
3,4,7,4,4,4,6,2,2,120346,3,1,2012,1,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,120347,1,1,2012,1,2,3,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,120347,2,1,2012,1,2,1,1,1,2,2,1,1
3,5,9,6,6,6,8,5,2,120347,3,1,2012,1,1,3,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,120347,4,1,2012,1,1,3,0,0,0,1,6,1
1,1,3,1,1,1,2,1,1,120348,0,1,2012,3,3,1,1,4,5,1,1,3
3,5,8,5,5,5,7,4,2,120348,0,2,2012,3,3,3,0,0,0,1,6,3
3,5,9,6,6,6,8,5,2,120348,1,1,2012,1,1,3,0,0,0,1,6,1
4,5,10,6,7,7,9,6,2,120349,1,1,2012,1,1,2,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,120349,1,2,2012,2,1,2,1,1,2,1,1,1
3,4,7,4,4,4,6,2,2,120349,2,1,2012,1,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,120349,2,2,2012,2,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,120350,1,1,2012,1,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,120350,1,2,2012,2,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,120350,2,1,2012,1,1,1,1,1,2,1,1,1
3,5,9,6,6,6,8,4,2,120350,3,1,2012,1,1,3,0,0,0,1,6,1
5,6,13,8,10,10,12,7,3,120351,1,1,2012,1,3,3,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,120351,2,1,2012,1,2,3,1,1,2,1,1,1
4,5,10,6,7,7,9,5,2,120352,1,1,2012,1,1,1,1,2,3,1,1,1
4,5,10,6,7,7,9,6,2,120352,1,2,2012,2,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,120353,1,1,2012,1,1,1,1,1,2,1,1,1
4,5,10,6,7,7,9,6,2,120354,1,1,2012,1,2,3,1,1,2,1,1,1
3,5,8,5,5,5,7,4,2,120354,2,1,2012,1,1,3,0,0,0,1,6,1
4,5,10,6,7,7,9,5,2,120354,2,2,2012,2,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,120354,3,1,2012,1,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,120357,1,1,2012,1,2,2,1,1,2,1,1,1
3,5,8,5,5,5,7,4,2,120358,1,1,2012,1,2,2,1,1,2,1,1,1
4,5,12,7,9,9,11,6,2,120360,1,1,2012,1,1,3,1,1,2,1,1,1
3,5,9,6,6,6,8,5,2,120360,2,1,2012,1,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,120360,2,2,2012,2,1,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,120360,2,3,2012,2,1,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,120360,2,4,2012,2,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,120361,1,1,2012,1,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,120361,1,2,2012,2,1,3,0,0,0,1,6,1
4,5,10,6,7,7,9,5,2,120361,2,1,2012,1,2,3,1,1,2,1,1,1
3,5,9,6,6,6,8,5,2,120361,2,2,2012,2,2,3,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,120362,0,1,2012,3,3,2,1,1,2,1,1,2
4,5,11,7,8,8,10,6,2,120362,1,1,2012,1,1,1,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,120363,1,1,2012,1,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,120363,2,1,2012,1,1,1,1,1,2,1,1,1
3,5,9,6,6,6,8,5,2,120364,1,1,2012,1,3,1,1,1,2,1,1,1
3,5,8,5,5,5,7,3,2,120365,1,1,2012,1,2,2,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,120365,1,2,2012,2,2,3,1,1,2,2,1,1
3,4,7,4,4,4,6,3,2,120366,1,1,2012,1,1,3,2,1,1,1,1,1
4,5,10,6,7,7,9,6,2,120367,1,1,2012,1,2,1,1,1,2,2,1,1
4,5,10,6,7,7,9,5,2,120367,2,1,2012,1,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,120368,1,1,2012,1,2,1,1,1,2,1,1,1
4,5,11,7,8,8,10,6,2,120369,0,1,2012,3,3,1,1,1,2,1,1,3
4,5,11,7,8,8,10,6,2,120369,1,1,2012,1,1,1,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,120369,1,2,2012,2,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,120370,1,1,2012,1,1,2,2,1,1,1,1,1
2,2,5,2,2,2,4,1,2,120370,1,2,2012,2,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,2,2,120371,0,1,2012,3,3,1,1,1,2,1,1,3
5,6,13,8,10,10,12,7,3,120371,1,1,2012,1,3,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,120372,1,1,2012,1,1,2,1,1,2,1,1,1
3,4,7,4,4,4,6,2,2,120373,1,1,2012,1,1,3,2,1,1,1,1,1
4,5,10,6,7,7,9,6,2,120373,2,1,2012,1,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,120374,0,1,2012,3,3,2,2,1,1,1,1,3
3,4,7,4,4,4,6,3,2,120374,1,1,2012,1,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,120375,1,1,2012,1,1,2,1,2,3,2,1,1
2,2,5,2,2,2,4,1,2,120376,1,1,2012,1,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,120376,2,1,2012,1,2,2,1,1,2,1,1,1
3,5,9,6,6,6,8,5,2,120376,2,2,2012,2,2,3,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,120376,3,1,2012,1,2,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,120377,1,1,2012,1,1,2,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,120377,1,2,2012,2,2,3,1,2,3,1,1,1
2,3,6,3,3,3,5,2,2,120377,1,3,2012,2,2,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,120378,1,1,2012,1,1,3,2,1,1,1,1,1
3,5,9,6,6,6,8,4,2,120378,2,1,2012,1,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,120378,2,2,2012,2,3,3,2,1,1,1,1,1
3,5,8,5,5,5,7,4,2,120379,1,1,2012,1,2,2,1,1,2,2,1,1
4,5,11,7,8,8,10,6,2,120380,0,1,2012,4,3,1,1,2,3,1,1,3
3,5,8,5,5,5,7,4,2,120380,1,1,2012,1,1,5,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,120381,1,1,2012,1,3,5,1,7,8,1,1,1
2,3,6,3,3,3,5,2,2,120381,1,2,2012,2,3,3,1,4,5,1,1,1
3,5,9,6,6,6,8,5,2,120382,1,1,2012,1,2,2,1,1,2,1,1,1
3,5,9,6,6,6,8,4,2,120383,1,1,2012,1,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,120383,2,1,2012,1,1,1,1,1,2,1,1,1
3,5,8,5,5,5,7,4,2,120384,1,1,2012,1,1,1,1,2,3,1,1,1
3,5,9,6,6,6,8,4,2,120384,2,1,2012,1,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,120385,1,1,2012,1,2,2,1,1,2,1,1,1
3,5,8,5,5,5,7,4,2,120386,1,1,2012,1,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,120386,1,2,2012,2,1,3,1,1,2,1,1,1
4,5,12,7,9,9,11,6,2,120386,2,1,2012,1,1,3,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,120386,2,2,2012,2,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,120388,0,1,2012,4,3,3,2,1,1,1,1,2
4,5,10,6,7,7,9,6,2,120388,1,1,2012,1,1,1,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,120389,1,1,2012,1,1,1,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,120389,1,2,2012,2,1,3,1,1,2,1,1,1
4,5,11,7,8,8,10,6,2,120389,2,1,2012,1,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,120389,2,2,2012,2,1,3,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,120389,3,1,2012,1,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,120389,3,2,2012,2,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,120390,1,1,2012,1,1,1,0,0,0,1,6,1
4,5,10,6,7,7,9,6,2,120390,2,1,2012,1,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,120390,3,1,2012,1,1,3,0,0,0,1,6,1
1,1,1,1,1,1,1,1,1,120390,3,2,2012,2,1,3,1,1,2,1,1,1
3,5,9,6,6,6,8,5,2,120391,1,1,2012,1,2,2,1,1,2,2,1,1
2,3,6,3,3,3,5,2,2,120391,1,2,2012,2,2,3,0,0,0,1,6,1
4,5,10,6,7,7,9,5,2,120391,1,3,2012,2,2,3,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,120392,1,1,2012,1,1,3,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,120392,1,2,2012,2,1,3,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,120392,1,3,2012,2,1,3,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,120392,1,4,2012,2,1,3,1,1,2,1,1,1
4,5,12,7,9,9,11,6,2,120392,1,5,2012,2,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,120392,3,1,2012,1,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,120394,0,1,2012,3,3,1,1,1,2,1,1,2
3,4,7,4,4,4,6,3,2,120394,1,1,2012,1,1,1,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,120395,1,1,2012,1,1,1,0,0,0,1,6,1
1,1,2,1,1,1,2,1,1,120395,1,2,2012,2,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,120395,1,3,2012,2,1,3,1,1,2,2,1,1
3,5,8,5,5,5,7,4,2,120397,1,1,2012,1,2,1,1,1,2,1,1,1
3,4,7,4,4,4,6,3,2,120397,2,1,2012,1,2,3,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,120398,1,1,2012,1,2,3,1,1,2,1,1,1
3,5,8,5,5,5,7,3,2,120398,2,1,2012,1,1,3,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,120399,1,1,2012,1,1,1,0,0,0,1,6,1
4,5,10,6,7,7,9,5,2,120399,2,1,2012,1,2,2,1,1,2,1,1,1
4,5,11,7,8,8,10,6,2,120401,1,1,2012,1,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,120401,2,1,2012,1,2,1,1,1,2,1,1,1
2,2,5,2,2,2,4,1,2,120401,2,2,2012,2,2,3,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,120402,1,1,2012,1,1,1,2,2,1,1,1,1
4,5,10,6,7,7,9,5,2,120403,1,1,2012,1,2,1,1,1,2,1,1,1
3,5,9,6,6,6,8,5,2,120403,1,2,2012,2,2,3,1,1,2,1,1,1
3,5,9,6,6,6,8,5,2,120403,2,1,2012,1,1,1,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,120403,3,1,2012,1,1,1,0,0,0,1,6,1
1,1,3,1,1,1,3,1,1,120403,3,2,2012,2,1,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,120404,0,1,2012,3,3,2,1,1,2,1,1,3
2,3,6,3,3,3,5,2,2,120404,1,1,2012,1,1,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,120405,0,1,2012,3,3,2,2,1,1,1,1,3
3,4,7,4,4,4,6,3,2,120405,1,1,2012,1,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,120405,1,2,2012,2,1,3,0,0,0,1,6,1
1,1,3,1,1,1,3,1,1,120405,1,3,2012,2,1,3,0,0,0,1,6,1
1,1,2,1,1,1,2,1,1,120405,1,4,2012,2,1,3,0,0,0,1,6,1
1,1,1,1,1,1,1,1,1,120405,1,5,2012,2,1,3,0,0,0,1,6,1
1,1,2,1,1,1,2,1,1,120405,1,6,2012,2,1,3,0,0,0,1,6,1
1,1,2,1,1,1,2,1,1,120405,1,7,2012,2,1,3,0,0,0,1,6,1
1,1,2,1,1,1,2,1,1,120405,1,8,2012,2,2,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,120406,1,1,2012,1,1,2,1,2,3,1,1,1
3,4,7,4,4,4,6,2,2,120406,1,2,2012,2,3,3,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,120407,1,1,2012,1,1,1,2,7,1,1,1,1
3,5,9,6,6,6,8,5,2,120408,0,1,2012,3,3,2,1,1,2,1,1,3
2,2,5,2,2,2,4,1,2,120408,1,1,2012,1,1,2,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,120409,0,1,2012,3,3,3,2,2,1,1,1,4
2,3,6,3,3,3,5,2,2,120409,0,2,2012,3,3,3,2,1,1,1,1,3
5,6,13,8,10,10,12,7,3,120409,1,1,2012,1,3,3,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,120409,2,1,2012,5,2,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,120410,1,1,2012,1,2,2,2,1,1,1,1,1
3,4,7,4,4,4,6,2,2,120410,2,1,2012,1,1,3,1,1,2,1,1,1
3,4,7,4,4,4,6,2,2,120410,2,2,2012,2,1,3,2,1,1,1,1,1
2,3,6,3,3,3,5,2,2,120410,2,3,2012,2,1,3,2,1,1,1,1,1
3,4,7,4,4,4,6,3,2,120411,1,1,2012,1,2,3,1,1,2,2,1,1
3,4,7,4,4,4,6,3,2,120411,2,1,2012,1,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,120412,1,1,2012,1,2,1,0,0,0,1,6,1
4,5,10,6,7,7,9,5,2,120412,2,1,2012,1,1,3,0,0,0,1,6,1
4,5,10,6,7,7,9,5,2,120412,2,2,2012,2,2,3,1,1,2,1,1,1
4,5,10,6,7,7,9,6,2,120412,2,3,2012,2,1,3,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,120413,1,1,2012,1,1,1,1,1,2,1,1,1
4,5,12,7,9,9,11,6,2,120413,1,2,2012,2,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,120413,2,1,2012,1,1,3,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,120414,1,1,2012,1,1,3,1,1,2,1,1,1
4,5,12,7,9,9,11,6,2,120414,2,1,2012,1,1,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,120415,1,1,2012,1,1,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,120415,1,2,2012,2,1,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,120415,1,3,2012,2,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,120415,2,1,2012,1,1,2,1,2,3,1,1,1
2,3,6,3,3,3,5,2,2,120416,1,1,2012,1,1,2,1,1,2,1,1,1
2,3,6,3,3,3,5,2,2,120416,1,2,2012,2,1,3,1,1,2,1,1,1
4,5,10,6,7,7,9,5,2,120416,2,1,2012,1,2,3,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,120416,3,1,2012,1,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,120416,3,2,2012,2,2,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,120417,1,1,2012,1,3,5,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,120417,2,1,2012,1,2,1,2,1,1,1,1,1
4,5,12,7,9,9,11,6,2,120418,0,1,2012,3,3,1,1,1,2,1,1,2
3,4,7,4,4,4,6,2,2,120418,1,1,2012,1,1,3,0,0,0,1,6,1
4,5,10,6,7,7,9,6,2,120419,0,1,2012,3,3,1,2,2,1,1,1,3
3,5,8,5,5,5,7,4,2,120419,1,1,2012,1,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,120420,1,1,2012,1,2,2,1,1,2,1,1,1
2,2,5,2,2,2,4,2,2,120421,1,1,2012,1,1,1,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,120421,1,2,2012,2,1,3,1,1,2,1,1,1
3,5,8,5,5,5,7,4,2,120421,2,1,2012,1,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,120422,1,1,2012,1,1,1,2,1,1,1,1,1
3,5,8,5,5,5,7,3,2,120422,1,2,2012,2,1,3,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,120422,1,3,2012,2,2,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,120422,1,4,2012,2,2,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,120422,2,1,2012,1,1,1,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,120423,0,1,2012,3,3,2,1,1,2,1,1,3
3,4,7,4,4,4,6,3,2,120423,1,1,2012,1,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,120424,1,1,2012,1,2,2,1,1,2,1,1,1
3,4,7,4,4,4,6,2,2,120425,1,1,2012,1,1,2,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,120425,1,2,2012,2,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,120425,2,1,2012,1,1,3,1,1,2,1,1,1
3,5,9,6,6,6,8,4,2,120426,0,1,2012,3,3,3,2,2,1,1,1,3
5,6,13,8,10,10,12,7,3,120426,1,1,2012,1,3,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,120427,0,1,2012,4,3,1,1,1,2,1,1,2
3,4,7,4,4,4,6,3,2,120427,1,1,2012,1,1,3,0,0,0,1,6,1
5,6,13,8,10,10,12,7,3,120428,1,1,2012,1,3,3,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,120428,2,1,2012,1,1,3,2,1,1,1,1,1
3,4,7,4,4,4,6,2,2,120428,2,2,2012,2,1,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,120428,2,3,2012,2,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,120429,1,1,2012,1,2,2,1,1,2,2,1,1
4,5,10,6,7,7,9,6,2,120429,1,2,2012,2,1,3,1,1,2,2,1,1
2,2,5,2,2,2,4,1,2,120429,2,1,2012,1,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,120430,1,1,2012,1,1,1,2,1,1,1,1,1
4,5,12,7,9,9,11,6,2,120430,2,1,2012,1,1,3,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,120430,2,2,2012,2,1,3,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,120431,0,1,2012,3,3,1,1,1,2,1,1,4
2,2,5,2,2,2,4,1,2,120431,0,2,2012,3,3,3,0,0,0,1,6,4
2,2,5,2,2,2,4,1,2,120431,1,1,2012,1,1,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,120431,1,2,2012,2,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,120432,1,1,2012,1,2,2,1,1,2,1,1,1
3,5,9,6,6,6,8,5,2,120433,0,1,2012,3,3,1,1,2,3,1,1,3
3,4,7,4,4,4,6,2,2,120433,1,1,2012,1,1,3,0,0,0,1,6,1
1,1,2,1,1,1,2,1,1,120433,1,2,2012,2,1,3,0,0,0,1,6,1
1,1,1,1,1,1,1,1,1,120433,1,3,2012,2,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,120434,1,1,2012,1,1,5,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,120434,2,1,2012,1,1,5,1,1,2,1,1,1
3,4,7,4,4,4,6,3,2,120435,0,1,2012,4,3,3,2,1,1,1,1,3
3,4,7,4,4,4,6,2,2,120435,1,1,2012,1,1,3,0,0,0,1,6,1
4,5,10,6,7,7,9,6,2,120436,1,1,2012,1,2,2,1,1,2,1,1,1
3,5,9,6,6,6,8,4,2,120437,1,1,2012,1,2,5,1,1,2,1,1,1
3,5,9,6,6,6,8,4,2,120437,1,2,2012,2,2,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,120438,1,1,2012,1,2,2,2,1,1,2,1,1
3,5,9,6,6,6,8,5,2,120440,1,1,2012,1,1,2,1,1,2,1,1,1
3,5,9,6,6,6,8,4,2,120440,1,2,2012,2,1,3,0,0,0,1,6,1
1,1,4,1,1,2,3,1,1,120440,1,3,2012,2,1,3,0,0,0,1,6,1
1,1,4,1,1,1,3,1,1,120440,1,4,2012,2,1,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,120442,1,1,2012,1,1,1,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,120442,1,2,2012,2,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,120442,2,1,2012,1,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,120442,2,2,2012,2,1,3,1,2,3,1,1,1
1,1,3,1,1,1,3,1,1,120442,2,3,2012,2,1,3,1,2,3,1,1,1
1,1,3,1,1,1,2,1,1,120442,2,4,2012,2,3,3,1,2,3,3,1,1
3,5,8,5,5,5,7,3,2,120442,3,1,2012,1,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,120442,3,2,2012,2,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,120442,4,1,2012,1,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,120443,1,1,2012,1,1,2,1,1,2,1,1,1
2,2,5,2,2,2,4,1,2,120444,1,1,2012,1,2,3,0,0,0,2,6,1
2,2,5,2,2,2,4,1,2,120444,1,2,2012,2,2,3,1,1,2,2,1,1
4,5,10,6,7,7,9,5,2,120445,1,1,2012,1,2,3,1,1,2,1,1,1
4,5,10,6,7,7,9,5,2,120446,1,1,2012,1,1,1,1,1,2,1,1,1
3,5,8,5,5,5,7,3,2,120446,2,1,2012,1,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,120446,2,2,2012,2,1,3,0,0,0,1,6,1
1,1,2,1,1,1,2,1,1,120446,2,3,2012,2,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,120446,3,1,2012,1,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,120446,4,1,2012,1,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,120447,1,1,2012,1,1,1,0,0,0,1,6,1
2,2,5,2,2,2,4,2,2,120447,1,2,2012,2,1,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,120447,1,3,2012,2,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,120447,1,4,2012,2,2,3,0,0,0,2,6,1
2,2,5,2,2,2,4,1,2,120447,1,5,2012,2,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,120447,1,6,2012,2,1,3,1,2,3,1,1,1
3,4,7,4,4,4,6,3,2,120448,1,1,2012,2,2,3,0,0,0,1,6,1
