ST_CASE,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
10121,22,22,22,22,22,22,22,22,22,22
10122,0,11,0,10,20,0,37,0,0,0
10123,19,19,19,19,19,19,19,19,19,19
10124,0,0,0,0,0,0,0,0,0,0
10125,0,0,0,0,0,0,0,0,0,28
10126,0,22,0,0,0,0,0,0,0,0
10127,16,16,16,16,16,16,16,16,16,16
10128,11,0,0,0,0,0,0,0,0,15
10129,0,0,0,0,0,0,0,0,0,0
10130,0,0,0,0,0,0,0,0,0,0
10131,0,0,0,0,0,0,0,0,0,0
10132,0,0,0,0,0,0,0,0,0,0
10133,20,20,20,20,20,20,20,20,20,20
10134,0,0,0,0,0,0,0,0,0,0
10135,0,0,0,0,0,0,0,0,0,0
10136,16,16,16,16,16,16,16,16,16,16
10137,0,12,0,23,0,0,0,0,0,0
10138,0,0,13,0,0,0,0,0,26,0
10139,16,20,0,0,21,23,0,0,0,20
10140,7,7,7,7,7,7,7,7,7,7
10141,4,4,4,4,4,4,4,4,4,4
10142,24,24,24,24,24,24,24,24,24,24
10143,0,0,0,0,0,0,0,0,0,0
10144,21,0,0,0,0,0,0,0,0,0
10145,4,4,4,4,4,4,4,4,4,4
10146,8,18,0,12,0,15,0,4,4,5
10147,0,0,0,0,0,0,0,0,0,0
10148,0,20,0,0,0,0,0,0,0,0
10149,0,0,12,16,25,0,0,15,0,0
10150,0,0,0,0,0,0,0,0,0,0
10151,8,0,0,0,0,0,0,0,0,0
10152,0,0,0,0,0,0,0,0,0,0
10153,0,0,0,0,0,0,0,0,0,0
10154,0,0,0,0,0,0,0,0,0,0
10155,0,0,0,0,0,0,0,0,0,0
10156,22,22,22,22,22,22,22,22,22,22
10157,0,0,0,0,0,0,0,0,0,0
10158,24,24,24,24,24,24,24,24,24,24
10159,25,25,25,25,25,25,25,25,25,25
10160,0,0,0,0,0,0,0,0,0,0
10161,0,0,0,0,0,0,0,0,0,0
10162,0,0,0,0,0,0,0,0,0,0
10163,0,0,0,0,0,0,0,0,0,0
10164,0,0,0,0,0,0,0,0,0,0
10165,0,0,0,0,0,0,0,0,16,16
10166,0,0,0,0,0,0,0,0,0,0
10167,0,0,0,0,0,0,0,0,0,0
10168,0,0,0,0,0,0,0,0,0,0
10169,7,7,7,7,7,7,7,7,7,7
10170,20,20,20,20,20,20,20,20,20,20
10171,0,0,0,0,0,13,0,18,0,12
10172,0,0,0,0,0,0,0,0,0,0
10173,28,25,9,25,23,18,22,0,6,26
10174,16,16,16,16,16,16,16,16,16,16
10175,0,0,0,0,0,0,0,0,0,0
10176,29,29,29,29,29,29,29,29,29,29
10177,21,21,21,21,21,21,21,21,21,21
10178,0,0,0,0,0,0,0,0,0,0
10179,0,0,0,0,0,0,0,0,0,0
10180,12,12,12,12,12,12,12,12,12,12
10181,13,13,13,13,13,13,13,13,13,13
10182,0,0,0,23,0,0,0,0,0,10
10183,0,0,0,0,0,0,0,0,0,0
10184,0,0,0,0,0,0,0,0,0,0
10185,0,0,0,0,0,0,0,0,0,0
10186,0,0,0,0,0,0,0,0,0,0
10187,29,29,29,29,29,29,29,29,29,29
10188,0,0,0,17,0,0,0,0,0,10
10189,17,17,25,12,18,17,13,12,4,22
10190,0,0,0,0,0,0,0,0,0,0
10191,0,0,0,0,0,0,0,0,0,0
10192,0,42,0,0,18,13,0,8,0,0
10193,0,0,0,0,0,0,0,0,0,0
10194,0,0,0,0,0,0,0,0,0,0
10195,0,0,0,0,0,0,0,6,8,21
10196,0,0,0,0,0,0,0,0,0,0
10197,0,0,0,0,0,0,0,0,0,0
10198,0,9,31,0,0,14,0,0,0,17
10199,35,35,35,35,35,35,35,35,35,35
10200,0,0,0,0,0,0,0,0,0,0
10201,4,4,4,4,4,4,4,4,4,4
10202,0,0,0,0,0,0,0,12,0,22
10203,9,9,9,9,9,9,9,9,9,9
10204,0,0,0,0,0,0,0,0,0,0
10205,0,0,0,0,0,0,0,0,0,0
10206,0,0,0,0,0,0,0,0,0,0
10207,0,0,0,4,0,0,0,23,0,0
10208,0,0,0,22,11,0,0,0,0,0
10209,24,24,24,24,24,24,24,24,24,24
10210,0,0,0,0,0,0,0,0,16,0
10211,0,0,0,0,0,0,0,0,0,0
10212,0,0,0,0,0,0,0,0,0,0
10213,0,0,0,0,0,0,0,0,0,0
10214,20,20,20,20,20,20,20,20,20,20
10215,0,0,0,0,0,0,0,0,0,0
10216,0,0,0,0,0,0,0,0,0,0
10217,0,0,0,0,0,0,0,0,0,0
10218,30,30,30,30,30,30,30,30,30,30
10219,0,0,0,0,0,0,0,0,0,0
10220,0,0,0,0,0,0,0,0,0,0
10221,0,0,0,0,0,0,0,0,0,0
10222,0,0,0,0,0,0,0,0,0,0
10223,0,0,0,0,0,19,0,0,0,0
10224,0,0,0,0,0,0,0,0,0,0
10225,0,0,0,0,0,0,0,0,0,0
10226,0,0,0,0,0,0,0,0,0,0
10227,0,0,0,0,0,0,0,0,0,0
10228,0,12,0,0,0,0,0,0,0,0
10229,5,0,0,0,0,0,0,19,0,0
10230,0,0,0,0,0,0,0,0,0,0
10231,27,13,23,8,0,21,13,14,11,14
10232,14,14,14,14,14,14,14,14,14,14
10233,25,25,25,25,25,25,25,25,25,25
10234,0,0,0,0,0,0,0,0,0,0
10235,0,0,0,0,0,0,0,0,0,0
10236,0,0,0,0,0,0,0,0,0,0
10237,17,17,17,17,17,17,17,17,17,17
10238,0,0,20,0,0,0,0,0,0,0
10239,0,0,0,0,0,0,0,0,0,0
10240,9,9,9,9,9,9,9,9,9,9
10241,0,0,0,0,0,0,0,0,0,0
10242,0,0,0,0,0,0,0,0,0,0
10243,1,1,1,1,1,1,1,1,1,1
10244,0,0,0,0,0,0,0,0,0,0
10245,15,0,0,0,0,0,0,0,0,0
10246,0,0,0,0,0,0,20,0,18,0
10247,0,0,0,0,0,0,0,0,0,0
10248,0,0,0,0,0,0,0,0,0,0
10249,0,0,0,0,0,0,0,0,0,0
10250,16,16,16,16,16,16,16,16,16,16
10251,0,0,0,0,0,0,0,0,0,0
10252,0,0,0,0,0,0,0,0,0,0
10253,0,0,0,0,0,0,0,0,0,0
10254,0,0,3,0,2,0,0,0,0,0
10255,0,0,16,0,0,0,0,0,0,0
10256,26,26,26,26,26,26,26,26,26,26
10257,27,27,27,27,27,27,27,27,27,27
10258,0,0,0,0,0,0,0,0,0,0
10259,0,0,0,0,6,13,0,0,0,22
10260,0,0,0,0,0,0,0,0,0,0
10261,24,24,24,24,24,24,24,24,24,24
10262,0,0,0,0,0,0,0,0,0,0
10263,0,0,0,0,0,0,0,0,0,0
10264,0,0,0,0,0,0,0,0,0,0
10265,0,31,2,13,0,0,2,0,0,0
10266,0,0,0,0,0,0,0,0,0,0
10267,20,20,20,20,20,20,20,20,20,20
10268,0,0,0,0,0,0,0,0,0,0
10269,0,0,0,0,0,0,0,0,0,0
10271,0,0,0,0,0,0,0,0,0,0
10272,0,0,0,0,0,0,0,0,0,0
10273,0,0,0,0,0,0,0,0,0,0
10274,0,0,0,0,0,0,0,0,0,0
10275,5,17,7,0,13,6,25,0,0,0
10276,8,8,8,8,8,8,8,8,8,8
10277,0,0,21,0,0,0,0,0,0,0
10278,0,0,0,0,0,0,0,0,0,0
10279,0,0,0,0,0,0,0,0,0,0
10280,0,0,0,0,0,0,0,0,0,0
10281,24,24,24,24,24,24,24,24,24,24
10282,0,0,0,0,0,0,0,0,0,0
10283,0,0,0,0,0,0,0,0,0,0
10284,0,0,0,0,0,0,0,0,0,0
10285,0,0,0,0,0,0,0,0,0,0
10286,0,0,11,0,0,0,12,19,20,11
10287,12,0,0,8,0,0,23,0,11,9
10288,0,0,0,0,0,0,0,0,0,0
10289,0,0,0,0,0,0,0,0,0,0
10290,0,0,0,0,0,0,0,0,0,0
10291,0,0,0,0,0,0,0,0,0,0
10292,0,0,0,0,0,0,0,0,0,0
10293,0,0,0,0,0,0,0,0,0,0
10294,10,10,10,10,10,10,10,10,10,10
10295,0,0,0,0,0,0,0,13,0,0
10296,1,1,1,1,1,1,1,1,1,1
10297,19,19,19,19,19,19,19,19,19,19
10298,19,19,19,19,19,19,19,19,19,19
10299,3,3,3,3,3,3,3,3,3,3
10300,0,0,0,0,0,0,0,0,0,0
10301,0,0,0,0,0,0,0,0,0,0
10302,0,0,0,0,0,0,0,0,0,0
10303,0,0,0,0,0,0,0,0,0,0
10304,29,29,29,29,29,29,29,29,29,29
10305,18,18,18,18,18,18,18,18,18,18
10306,0,0,0,0,0,0,0,0,0,0
10307,0,0,0,0,0,0,16,0,0,0
10308,0,0,0,0,0,0,0,0,0,0
10309,0,11,0,0,0,10,0,0,0,19
10310,0,0,0,0,0,0,0,0,0,0
10311,0,0,0,0,0,0,0,0,0,0
10312,0,0,0,0,0,0,0,0,0,0
10313,14,14,14,14,14,14,14,14,14,14
10314,0,12,0,0,11,0,0,0,0,0
10315,0,0,0,0,0,0,0,0,0,0
10316,0,9,5,29,0,0,24,3,25,17
10317,0,0,0,11,0,0,0,0,0,0
10318,0,0,0,0,0,0,0,0,0,0
10319,0,0,0,0,0,0,0,0,0,0
10320,17,17,17,17,17,17,17,17,17,17
10321,0,0,0,0,0,0,0,0,0,0
10322,17,17,17,17,17,17,17,17,17,17
10323,0,0,0,31,0,0,0,0,0,0
10324,0,0,0,0,0,0,0,0,0,0
10325,0,0,0,0,0,0,0,0,0,0
10326,15,15,15,15,15,15,15,15,15,15
10327,5,5,5,5,5,5,5,5,5,5
10328,0,0,0,0,0,0,0,0,0,0
10329,21,6,8,10,18,22,28,23,20,29
10330,0,0,0,0,0,0,0,0,0,0
10331,0,0,0,0,0,0,0,0,0,0
10332,0,0,0,0,0,0,0,0,0,0
10333,10,19,13,18,4,13,22,20,10,11
10334,0,0,0,0,0,0,0,0,0,0
10335,0,0,0,0,0,0,0,0,0,0
10336,0,0,0,0,0,0,21,0,0,7
10337,21,21,21,21,21,21,21,21,21,21
10338,25,16,27,26,19,6,15,22,16,17
10339,14,14,14,14,14,14,14,14,14,14
10340,0,0,0,0,0,0,0,0,0,0
10341,0,0,0,0,0,0,0,0,0,0
10342,2,4,23,18,0,8,7,17,16,3
10343,3,3,3,3,3,3,3,3,3,3
10344,0,0,0,0,0,0,0,0,0,0
10345,0,0,0,0,0,0,0,0,0,0
10346,19,0,0,0,0,0,0,0,0,0
10347,0,0,0,0,0,0,0,0,0,0
10348,0,0,0,0,0,0,0,0,0,0
10349,0,0,0,0,0,0,0,0,0,0
10350,0,0,3,2,0,0,0,0,8,0
10351,15,15,15,15,15,15,15,15,15,15
10353,0,0,0,0,0,0,0,0,0,0
10354,0,0,0,0,0,0,0,0,0,0
10355,1,1,1,1,1,1,1,1,1,1
10356,0,17,0,16,0,21,0,0,0,0
10357,16,0,0,0,0,0,0,0,0,0
10358,0,0,0,0,0,0,0,0,0,0
10359,0,0,0,0,0,0,0,0,0,0
10360,0,0,0,0,0,0,0,0,0,0
10361,0,0,0,0,0,0,0,0,0,0
10362,4,4,4,4,4,4,4,4,4,4
10363,0,0,0,0,0,0,0,0,0,0
10364,7,7,7,7,7,7,7,7,7,7
10365,0,0,0,18,0,0,0,0,0,0
10366,0,0,0,0,0,0,0,0,0,0
10367,48,48,48,48,48,48,48,48,48,48
10368,4,4,4,4,4,4,4,4,4,4
10369,29,29,29,29,29,29,29,29,29,29
10370,0,0,0,0,0,0,0,0,0,35
10371,0,0,0,0,0,0,0,0,0,0
10372,0,0,0,0,0,0,0,0,0,0
10373,23,23,23,23,23,23,23,23,23,23
10374,11,0,0,0,0,0,0,0,0,0
10375,0,0,0,0,0,0,0,0,0,0
10376,0,0,0,0,9,0,12,0,0,0
10377,0,0,0,0,27,0,0,0,0,0
10378,7,7,7,7,7,7,7,7,7,7
10379,0,0,0,0,0,0,0,0,0,0
10380,0,0,13,0,0,0,19,0,0,0
10381,0,0,0,0,0,0,0,0,0,0
10382,0,0,0,0,0,0,0,0,0,0
10383,5,5,5,5,5,5,5,5,5,5
10384,0,0,27,0,0,0,25,0,0,0
10385,0,0,0,0,0,0,0,0,0,0
10386,0,0,0,0,0,0,0,0,0,0
10387,14,14,14,15,14,14,14,14,14,14
10388,0,0,0,0,0,0,0,0,0,0
10389,0,0,0,0,0,0,0,0,0,0
10390,14,0,12,0,0,0,0,0,0,15
10391,24,24,24,24,24,24,24,24,24,24
10392,1,1,1,1,1,1,1,1,1,1
10393,0,0,0,0,0,0,0,0,0,0
10394,8,8,8,8,8,8,8,8,8,8
10395,0,0,0,0,0,0,0,0,0,0
10396,4,4,4,4,4,4,4,4,4,4
10397,0,0,0,0,0,0,0,0,0,0
10398,0,0,0,0,0,0,0,0,0,0
10399,0,0,0,0,0,0,0,0,6,0
10400,0,0,12,0,0,0,0,12,30,0
10401,0,0,0,0,0,0,0,0,0,10
10402,0,0,0,0,0,0,0,8,0,0
10403,0,0,0,0,0,0,0,0,0,0
10404,0,36,0,14,10,0,12,0,0,12
10405,0,0,0,0,0,0,0,0,0,0
10406,0,0,0,0,0,0,0,0,0,0
10407,0,0,0,0,16,0,18,0,0,0
10408,0,0,0,0,0,0,0,0,0,0
10409,16,16,16,16,16,16,16,16,16,16
10410,0,0,31,0,0,15,0,0,0,0
10411,16,19,16,16,18,16,16,16,16,16
10412,15,15,15,15,15,15,15,15,15,15
10413,0,0,0,0,0,0,0,0,0,0
10414,15,15,15,15,15,15,15,15,15,15
10415,0,0,0,0,0,0,0,0,0,0
10416,0,13,12,0,0,0,0,15,0,0
10417,0,0,0,0,0,0,3,7,0,0
10418,0,14,6,0,12,12,0,26,22,0
10419,16,0,20,25,0,0,21,33,0,0
10420,0,0,0,0,31,33,0,19,0,0
10421,0,0,0,0,0,0,0,0,0,0
10422,0,0,0,0,0,0,0,0,0,0
10423,0,0,0,0,0,0,0,0,0,0
10424,3,3,3,3,3,3,3,3,3,3
10425,9,2,0,8,31,22,10,7,7,8
10426,20,20,20,20,20,20,20,20,20,20
10427,0,0,0,0,0,0,0,0,0,0
10428,0,0,0,0,0,0,0,0,0,0
10429,16,16,16,16,16,16,16,16,16,16
10430,5,5,5,5,5,5,5,5,5,5
10431,0,0,0,0,0,0,0,0,0,0
10432,0,0,0,0,0,0,0,0,0,0
10433,0,0,0,0,0,0,0,0,0,0
10434,8,8,8,18,8,8,14,8,8,8
10435,27,27,27,27,27,27,27,27,27,27
10436,0,0,0,0,0,0,0,16,0,0
10437,0,0,0,0,0,0,0,0,7,0
10438,11,11,11,11,11,11,11,11,11,11
10439,0,0,0,0,0,0,0,0,0,0
10440,16,32,21,17,13,11,14,28,12,13
10441,0,0,0,0,0,0,0,0,0,0
10442,0,0,24,0,0,0,0,0,0,0
10443,0,0,0,0,0,0,19,0,0,0
10444,0,0,0,0,0,0,10,0,0,0
10445,6,6,6,6,6,6,6,6,6,6
10446,0,0,0,0,0,0,0,0,0,0
10447,17,17,17,17,17,17,17,17,17,17
10448,0,0,0,0,0,0,0,0,0,0
10449,0,0,0,0,0,0,0,0,0,0
10450,0,0,0,0,0,0,0,0,0,0
10451,0,0,0,0,0,0,0,0,0,0
10452,0,0,0,0,0,0,0,0,0,0
10453,0,0,0,0,0,0,0,0,0,0
10454,7,7,7,7,7,7,7,7,7,7
10455,25,25,25,25,25,25,25,25,25,25
10456,0,0,0,0,0,0,0,0,0,0
10457,14,28,14,21,9,11,6,0,12,6
10458,0,0,0,0,0,0,0,0,0,0
10459,0,0,0,0,0,0,0,0,0,0
10460,0,0,0,0,0,0,0,0,0,0
10461,0,0,0,0,0,0,0,0,0,0
10462,0,0,0,0,0,0,0,0,0,0
10463,5,0,16,20,14,12,0,18,0,0
10464,25,25,25,25,25,25,25,25,25,25
10465,0,0,0,0,0,0,0,0,0,0
10466,0,0,0,0,0,0,0,0,0,0
10467,0,0,23,0,0,17,0,0,0,0
10468,17,6,6,6,6,6,6,10,42,6
10469,21,21,21,21,21,21,21,21,21,21
10470,0,0,0,0,0,0,0,0,0,0
10471,0,8,0,20,0,0,0,0,19,13
10472,0,0,0,14,0,0,0,0,0,28
10473,0,0,0,0,0,0,0,0,0,0
10474,27,27,27,27,27,27,27,27,27,27
10475,0,0,23,0,0,0,22,0,0,0
10476,0,0,0,0,0,0,0,0,0,0
10477,0,0,0,0,0,0,0,0,0,0
10478,10,10,10,10,10,10,10,10,10,10
10479,0,0,0,0,0,0,0,0,0,0
10480,0,0,0,0,0,0,0,0,0,0
10481,0,0,0,0,0,0,0,0,0,0
10482,0,0,0,0,0,0,0,0,0,0
10483,22,23,11,7,14,22,15,17,9,10
10484,10,10,10,10,10,10,10,10,10,10
10485,0,0,0,0,0,0,0,0,0,0
10486,13,13,13,13,13,15,18,13,13,13
10487,0,0,0,0,0,20,0,0,0,18
10488,29,29,29,29,29,29,29,29,29,29
10489,0,0,0,0,0,0,0,0,0,0
10490,32,32,32,32,32,32,32,32,32,32
10491,0,0,0,0,0,0,0,0,0,0
10492,0,0,13,0,0,0,0,0,0,0
10493,0,0,0,0,0,0,0,0,0,0
10494,14,0,0,0,14,0,0,0,0,25
10495,19,8,14,33,31,21,22,20,17,25
10496,0,0,0,0,0,0,0,0,0,0
10497,4,4,4,4,4,4,4,4,4,4
10498,0,8,18,0,0,0,0,16,0,0
10499,3,3,3,3,3,3,3,3,3,3
10500,0,0,0,0,0,0,0,0,0,0
10501,0,0,0,0,0,0,0,0,0,0
10502,26,26,26,26,26,26,26,26,26,26
10503,25,25,25,25,25,25,25,25,25,25
10504,0,0,16,0,0,0,0,0,4,0
10505,0,0,0,0,0,0,0,0,0,0
10506,0,14,0,0,15,0,37,11,0,18
10507,5,5,5,5,5,5,5,5,5,5
10508,0,0,0,0,0,0,0,0,21,0
10509,0,0,0,0,0,0,0,0,0,0
10510,0,12,14,0,0,14,0,12,0,17
10511,0,5,0,0,0,0,0,0,0,0
10512,0,0,0,0,0,0,0,0,0,0
10513,0,0,0,0,0,0,0,0,0,0
10514,0,0,0,0,0,0,0,0,0,0
10515,4,4,4,4,4,4,4,4,21,4
10516,0,18,20,22,15,7,13,16,7,19
10517,0,0,0,0,0,0,0,0,0,0
10518,0,0,0,0,0,0,0,0,0,0
10519,0,22,0,0,0,17,0,16,0,0
10520,14,13,6,14,16,11,6,21,2,28
10521,18,0,21,0,0,0,0,0,8,19
10522,0,0,0,0,0,0,0,0,0,0
10523,0,0,22,0,0,0,0,3,0,0
10524,0,0,11,6,0,21,13,8,0,10
10525,0,0,0,0,0,0,0,0,10,0
10526,0,0,0,0,0,0,0,0,0,0
10527,0,15,9,0,16,0,0,0,0,0
10528,0,0,0,0,0,11,0,0,0,0
10529,0,0,0,0,0,0,0,0,0,0
10530,0,0,0,0,0,0,0,0,0,0
10531,20,20,20,20,20,20,20,20,20,20
10532,0,0,0,0,0,0,0,0,0,0
10533,0,0,0,31,14,0,0,0,0,0
10534,0,0,0,8,15,16,9,18,18,21
10535,19,17,21,17,22,0,0,17,0,10
10536,0,0,0,0,0,0,0,0,0,0
10537,0,0,0,0,0,0,0,0,0,0
10538,13,13,13,13,13,13,13,13,13,13
10539,11,11,11,11,11,11,11,11,11,11
10540,0,0,0,0,0,0,0,0,0,0
10541,0,0,0,0,0,0,0,0,16,0
10542,3,0,0,0,0,0,0,0,0,0
10543,0,0,7,0,0,0,0,0,0,0
10544,18,18,18,18,18,18,18,18,18,18
10545,25,0,5,0,0,0,0,0,0,0
10546,0,0,0,0,0,0,0,0,0,0
10547,10,10,10,10,10,10,10,10,10,10
10548,0,0,0,0,0,0,0,0,0,0
10550,0,0,0,0,0,0,0,0,0,0
10551,0,0,0,0,0,0,0,10,0,0
10552,0,0,0,0,0,0,0,0,0,0
10553,0,0,0,0,0,0,0,0,0,0
10554,0,0,0,0,0,0,0,0,0,0
10555,0,0,0,0,0,0,0,0,0,0
10556,0,0,0,0,0,0,0,0,0,0
10557,0,0,0,0,0,0,0,0,0,0
10558,11,11,11,11,11,11,11,11,11,11
10559,24,24,24,24,24,24,24,24,24,24
10560,0,0,0,0,9,0,0,0,0,0
10561,0,0,20,0,0,0,0,0,0,0
10562,9,21,16,8,17,0,24,5,34,10
10563,13,13,13,13,13,13,13,13,13,13
10564,0,0,0,0,0,0,0,0,0,0
10565,0,0,0,0,0,0,8,0,0,0
10566,0,0,0,0,16,0,0,0,0,0
10567,1,1,7,1,1,1,1,27,6,11
10568,1,1,1,1,1,1,1,1,1,1
10569,0,0,0,0,0,0,0,0,0,0
10570,0,0,14,13,0,9,0,0,18,12
10571,0,0,0,0,0,0,0,0,0,0
10572,1,1,6,1,1,1,1,1,4,1
10573,3,3,3,3,3,3,3,3,3,3
10574,0,0,0,0,0,0,0,0,0,0
10575,25,25,25,25,25,25,25,25,25,25
10576,26,26,26,26,26,26,26,26,26,26
10577,0,0,0,0,0,0,0,0,0,0
10578,0,0,0,0,0,0,0,0,0,0
10579,0,0,0,0,0,0,0,0,0,0
10580,8,8,8,8,8,8,8,8,8,8
10581,0,0,0,0,0,0,0,0,0,0
10582,0,0,0,0,0,0,0,0,0,0
10583,0,0,0,0,0,4,0,0,0,0
10584,0,18,0,0,0,21,0,0,0,0
10585,0,0,0,0,0,0,0,0,0,0
10586,19,19,19,19,19,19,19,19,19,19
10587,0,0,0,0,0,0,0,0,0,0
10588,11,11,11,11,11,11,11,11,11,11
10589,0,0,0,0,0,0,0,0,0,0
10590,22,22,22,22,22,22,22,22,22,22
10591,0,10,11,27,28,11,12,21,0,28
10592,4,35,4,4,4,4,4,4,4,4
10593,0,12,0,0,0,0,0,0,0,0
10594,0,0,0,0,0,0,0,0,0,0
10595,0,0,0,0,0,0,0,0,0,0
10596,0,0,0,0,0,0,0,0,0,0
10597,0,0,0,0,18,0,0,0,0,0
10598,0,16,0,0,0,0,0,11,0,19
10599,0,11,16,15,10,20,16,0,29,0
10600,0,5,0,0,0,0,0,0,0,0
10601,0,0,0,0,0,0,0,0,0,0
10602,0,0,0,0,0,0,0,0,0,0
10603,0,0,0,18,0,0,0,0,0,0
10604,0,17,0,30,0,0,0,12,0,0
10605,0,24,0,0,0,0,0,0,0,23
10606,0,0,0,0,0,0,0,0,0,0
10607,34,34,34,34,34,34,34,34,34,34
10608,0,0,0,0,0,0,0,0,0,0
