ST_CASE,VEH_NO,PER_NO,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
220497,2,1,13,13,13,13,13,13,13,13,13,13
220498,1,1,21,21,21,21,21,21,21,21,21,21
220499,1,1,0,0,0,0,0,0,0,0,0,0
220500,1,1,12,12,12,12,12,12,12,12,12,12
220501,1,1,11,11,11,11,11,11,11,11,11,11
220502,1,1,18,18,18,18,18,18,18,18,18,18
220503,1,1,0,0,0,0,0,0,0,0,0,0
220504,1,1,0,0,0,0,0,0,0,0,0,0
220504,2,1,0,0,0,0,0,0,0,0,0,0
220505,1,1,0,0,0,0,0,0,0,0,0,0
220505,2,1,0,0,0,0,0,0,0,0,0,0
220505,3,1,0,0,0,0,0,0,0,0,0,0
220506,0,1,23,23,23,23,23,23,23,23,23,23
220506,1,1,0,0,0,0,0,0,0,0,0,0
220507,0,1,0,0,0,0,0,0,0,0,0,0
220507,1,1,0,0,0,0,0,0,0,0,0,0
220508,1,1,0,0,0,0,0,0,0,0,0,0
220509,1,1,7,7,7,7,7,7,7,7,7,7
220509,2,1,0,0,0,0,0,0,0,0,0,0
220510,1,1,16,16,16,16,16,16,16,16,16,16
220511,1,1,0,0,0,0,0,0,0,0,0,0
220512,1,1,0,0,0,0,0,0,0,0,0,0
220512,2,1,0,0,0,0,0,0,0,0,0,0
220513,1,1,0,0,0,0,0,0,0,0,0,0
220513,2,1,4,4,4,4,4,4,4,4,4,4
220514,1,1,21,21,21,21,21,21,21,21,21,21
220515,1,1,0,0,0,0,0,0,0,0,0,0
220515,2,1,0,16,0,0,0,0,0,0,0,0
220515,3,1,0,0,0,0,0,0,0,0,0,0
220515,4,1,0,0,0,0,0,0,0,0,0,0
220515,5,1,0,0,0,0,0,0,0,0,0,0
220516,1,1,0,0,0,0,0,0,0,0,0,0
220517,0,1,0,0,0,0,0,0,0,0,19,0
220517,1,1,0,0,0,0,0,0,0,0,0,0
220518,1,1,0,0,0,0,0,0,0,0,0,0
220518,2,1,0,0,0,0,0,0,0,0,0,0
220519,0,1,34,34,34,34,34,34,34,34,34,34
220519,1,1,0,0,0,0,0,0,0,0,0,0
220520,1,1,0,0,0,0,3,20,0,17,0,23
220520,2,1,0,0,0,0,0,0,0,0,0,0
220521,1,1,0,0,0,0,0,0,0,0,0,0
220522,1,1,0,0,0,0,0,0,0,0,0,0
220522,2,1,0,0,0,0,0,0,0,0,0,0
220523,0,1,0,0,0,40,0,0,0,0,0,0
220523,1,1,0,0,0,0,0,0,0,0,0,0
220523,2,1,0,0,0,0,0,0,0,0,0,0
220524,0,1,0,0,0,0,0,0,0,0,0,0
220524,1,1,13,0,0,4,9,5,7,0,8,9
220525,0,1,21,0,8,0,28,7,17,0,21,0
220525,1,1,11,11,11,11,11,11,11,11,11,11
220526,1,1,6,6,6,6,6,6,6,6,6,6
220527,0,1,0,0,0,0,0,0,0,0,0,0
220527,1,1,0,0,0,0,0,0,0,0,0,0
220528,1,1,0,0,0,0,0,0,0,0,0,0
220528,2,1,0,0,0,0,0,0,0,0,0,11
220529,1,1,17,14,16,11,11,2,0,5,28,17
220529,2,1,14,0,0,0,0,0,0,0,0,0
220530,1,1,0,0,0,0,0,0,0,0,0,0
220530,2,1,0,0,0,0,0,0,0,0,0,0
220531,0,1,0,0,0,0,0,0,0,0,0,0
220531,1,1,0,0,0,0,0,0,0,0,0,0
220532,0,1,4,4,4,4,4,4,4,4,4,4
220532,1,1,0,0,0,0,0,0,0,0,0,0
220533,1,1,0,0,0,0,0,0,0,0,0,0
220534,0,1,0,0,0,0,0,0,0,0,0,0
220534,1,1,0,0,0,0,0,0,0,0,0,0
220535,1,1,22,22,22,22,22,22,22,22,22,22
220535,2,1,0,0,0,0,0,0,0,0,0,0
220536,0,1,32,32,32,32,32,32,32,32,32,32
220536,1,1,0,0,0,0,0,0,0,0,0,0
220537,1,1,0,0,0,0,0,0,0,0,0,0
220537,2,1,0,0,0,0,0,0,0,0,0,0
220538,1,1,0,0,0,0,0,0,11,0,0,0
220539,1,1,0,0,0,0,0,0,0,0,0,0
220540,1,1,2,2,2,2,2,2,2,2,2,2
220540,2,1,0,0,0,0,0,0,18,0,0,0
220541,1,1,0,0,0,0,0,0,0,0,0,0
220541,2,1,0,0,0,0,0,0,0,0,0,0
220542,1,1,0,0,0,0,0,0,0,0,0,0
220542,2,1,0,0,0,0,0,0,0,0,0,0
220542,3,1,0,0,0,0,0,0,0,0,0,0
220543,1,1,25,25,25,25,25,25,25,25,25,25
220544,1,1,17,17,17,17,17,17,17,17,17,17
220545,1,1,0,0,0,0,0,0,0,0,0,0
220545,2,1,0,0,0,0,0,0,0,0,0,0
220546,1,1,0,0,0,0,0,0,0,0,0,0
220546,2,1,0,0,0,0,0,0,0,0,0,0
220547,1,1,24,24,24,24,24,24,24,24,24,24
220547,2,1,0,0,0,0,0,0,0,0,0,0
220548,1,1,0,0,0,0,0,0,0,0,0,0
220549,1,1,28,28,28,28,28,28,28,28,28,28
220550,0,1,0,0,0,0,0,0,0,0,0,0
220550,1,1,0,0,0,0,0,0,0,0,0,0
220551,1,1,0,0,0,0,0,0,0,0,0,0
220551,2,1,0,0,0,0,0,0,0,0,0,0
220552,1,1,9,9,9,9,9,9,9,9,9,9
220553,1,1,3,3,3,3,3,3,3,3,3,3
220553,2,1,0,0,0,0,0,0,0,0,0,0
220554,1,1,4,4,4,4,4,4,4,4,4,4
220555,1,1,0,0,0,0,0,0,0,0,0,0
220556,1,1,11,11,11,11,11,11,11,11,11,11
220557,0,1,0,0,14,0,0,0,5,0,0,29
220557,1,1,5,5,5,5,5,5,5,5,5,5
220557,2,1,0,0,0,0,0,0,0,0,0,0
220558,1,1,0,0,0,0,0,0,0,0,0,0
220558,2,1,0,0,0,0,0,0,0,0,0,0
220559,1,1,0,0,0,0,0,0,0,0,0,0
220559,2,1,0,0,0,0,0,0,0,0,0,0
220559,3,1,0,0,0,0,0,0,0,0,0,0
220560,0,1,26,26,26,26,26,26,26,26,26,26
220560,1,1,0,0,0,0,0,0,0,0,0,0
220561,1,1,0,0,0,0,0,0,0,0,0,0
220561,2,1,0,0,0,0,0,0,0,0,0,0
220561,3,1,0,0,0,0,0,0,0,0,0,0
220562,0,1,0,0,0,0,0,0,0,0,0,0
220562,1,1,0,0,0,0,0,0,0,0,0,0
220563,1,1,0,0,0,0,0,0,0,0,0,0
220563,2,1,0,0,0,0,0,0,0,0,0,0
220563,3,1,0,0,0,0,0,0,0,0,0,0
220564,1,1,0,0,0,0,0,0,0,0,0,0
220564,2,1,0,0,0,0,0,0,0,0,0,0
220565,1,1,2,2,2,2,2,2,2,2,2,2
220566,1,1,20,20,20,20,20,20,20,20,20,20
220566,2,1,0,0,0,0,0,0,0,0,0,0
220567,1,1,0,0,0,0,0,0,0,0,0,0
220568,1,1,0,0,0,0,0,0,0,0,0,0
220568,2,1,0,0,0,0,0,0,0,0,0,0
220568,3,1,0,0,0,0,0,0,0,0,0,0
220569,1,1,0,0,0,0,0,0,0,0,0,0
220569,2,1,0,0,0,0,0,0,0,0,0,0
220570,1,1,17,17,17,17,17,17,17,17,17,17
220571,1,1,26,26,26,26,26,26,26,26,26,26
220571,2,1,19,19,19,19,19,19,19,19,19,19
220572,1,1,0,0,0,0,0,0,0,0,0,0
220573,0,1,0,0,39,0,0,0,0,0,20,0
220573,0,2,0,0,0,0,0,0,0,0,0,0
220573,0,3,0,0,0,0,0,0,0,0,0,0
220573,2,1,0,0,0,0,0,0,0,0,0,0
220574,1,1,0,0,0,0,0,0,0,0,0,0
220575,1,1,18,18,18,18,18,18,18,18,18,18
220576,1,1,13,13,13,13,13,13,13,13,13,13
220576,2,1,0,0,0,0,0,0,0,0,0,0
220577,0,1,17,8,15,14,9,24,6,11,27,9
220577,1,1,0,0,0,0,0,0,0,0,0,0
220578,1,1,0,0,0,0,0,0,0,0,0,0
220579,1,1,0,0,0,0,0,0,0,0,0,15
220579,2,1,16,16,16,16,16,16,16,16,16,16
220580,1,1,0,0,0,0,0,0,0,0,0,0
220581,1,1,0,0,0,0,0,0,0,0,0,0
220581,2,1,17,0,0,0,0,0,0,0,0,0
220582,0,1,21,28,30,0,0,0,22,0,0,0
220582,1,1,0,0,0,0,0,0,0,0,0,0
220583,1,1,0,0,0,0,0,0,0,0,0,0
220583,2,1,0,0,0,0,0,0,0,0,0,0
220584,1,1,0,0,0,0,0,0,0,0,0,0
220585,1,1,0,0,0,0,0,0,0,0,0,0
220586,1,1,18,18,18,18,18,18,18,18,18,18
220587,1,1,1,1,1,1,1,1,1,1,1,1
220588,1,1,0,0,0,0,0,0,0,0,0,0
220589,0,1,1,1,1,1,1,1,1,1,1,1
220589,2,1,0,0,0,0,0,0,0,0,0,0
220590,1,1,1,1,1,1,1,1,1,1,1,1
220590,2,1,0,0,0,0,0,0,0,0,0,0
220591,1,1,0,0,0,0,0,0,0,0,0,0
220591,2,1,0,0,0,0,0,0,0,0,0,0
220591,3,1,0,0,2,0,0,0,0,0,0,0
220592,1,1,0,0,0,0,0,0,0,0,0,0
220593,0,1,0,0,0,0,0,0,0,0,0,0
220593,1,1,0,0,0,0,0,0,0,0,0,0
220595,0,1,0,0,0,0,0,0,0,0,0,0
220595,1,1,0,0,0,0,0,0,0,0,0,0
220596,1,1,0,0,0,0,0,0,0,0,0,0
220596,2,1,0,0,0,0,0,0,0,0,0,0
220597,0,1,0,0,0,0,0,0,0,8,0,0
220597,1,1,0,2,0,6,3,13,8,14,6,10
220598,0,1,0,0,0,0,0,13,0,0,0,0
220598,1,1,0,0,0,0,0,0,0,0,0,0
220598,3,1,0,0,0,0,14,0,0,0,0,0
220599,0,1,0,13,0,15,22,24,0,0,19,0
220599,1,1,5,0,0,14,0,0,11,6,0,7
220600,1,1,0,0,0,0,0,0,0,0,0,0
220600,2,1,0,0,0,0,0,0,0,0,0,0
220601,1,1,0,0,0,0,0,0,0,0,0,0
220602,0,1,0,0,0,0,0,0,0,0,0,0
220602,1,1,0,0,0,0,0,0,0,0,0,0
220603,1,1,21,21,21,21,21,21,21,21,21,21
220604,1,1,16,16,16,16,16,16,16,16,16,16
220605,1,1,0,0,0,0,0,0,0,0,0,0
220606,1,1,0,0,0,0,0,0,0,0,0,0
220607,1,1,11,11,11,11,11,11,11,11,11,11
220608,1,1,13,13,13,13,13,13,13,13,13,13
220609,1,1,0,0,0,0,0,0,0,0,0,0
220609,2,1,22,22,22,22,22,22,22,22,22,22
220610,0,1,0,0,0,0,0,0,0,0,0,0
220610,1,1,0,0,0,0,0,0,0,0,0,0
220611,1,1,0,0,0,0,0,0,0,0,0,0
220612,1,1,24,24,24,24,24,24,24,24,24,24
220612,2,1,1,1,1,1,1,1,1,1,1,1
220613,1,1,0,0,0,0,0,0,0,0,0,0
220613,2,1,0,0,0,0,0,0,0,0,0,0
220614,1,1,0,0,0,0,0,20,0,0,0,0
220614,2,1,0,0,0,0,0,0,0,0,0,0
220615,1,1,20,0,5,0,0,0,0,0,11,0
220616,0,1,0,0,17,29,0,21,0,16,0,24
220616,1,1,0,0,0,0,0,0,0,0,0,0
220617,1,1,0,0,0,0,0,0,0,0,0,0
220617,2,1,0,0,0,0,0,0,0,0,0,0
220618,1,1,0,0,0,0,0,0,0,0,0,0
220618,2,1,0,0,0,0,0,0,0,0,0,0
220619,1,1,0,0,0,0,0,0,0,0,0,0
220619,2,1,0,0,0,0,0,0,0,0,0,0
220620,1,1,0,0,0,0,0,0,0,0,0,0
220621,1,1,0,0,0,0,0,0,0,0,0,0
220621,2,1,0,0,0,0,0,0,0,0,0,0
220622,1,1,0,0,0,0,0,0,0,0,0,0
220622,2,1,0,0,0,0,0,0,0,0,0,0
220623,1,1,0,0,0,0,0,0,0,0,0,0
220623,2,1,0,0,0,0,0,0,0,0,0,0
220624,0,1,18,43,7,7,0,36,0,0,0,0
220624,1,1,9,0,0,0,0,0,0,0,0,0
220625,1,1,0,0,0,0,0,0,0,0,0,0
220626,0,1,0,0,0,18,9,0,0,17,0,0
220626,1,1,0,0,0,0,0,0,0,0,0,0
220627,1,1,0,0,0,0,0,0,0,4,0,0
220627,2,1,17,0,0,0,0,0,0,0,0,0
220628,1,1,10,10,10,10,10,10,10,10,10,10
220629,0,1,0,0,0,0,0,0,0,0,0,0
220629,0,2,0,0,19,13,18,31,39,0,3,0
220629,1,1,0,0,0,0,0,0,0,0,0,0
220630,1,1,0,0,0,0,0,9,0,0,0,0
220630,2,1,0,11,0,0,0,0,0,0,0,0
220631,1,1,0,14,0,0,0,0,0,0,0,0
220632,1,1,0,0,0,0,0,0,0,0,0,0
220632,2,1,0,0,0,0,0,0,0,0,0,0
220633,0,1,0,0,38,0,0,0,0,0,0,0
220633,1,1,0,0,0,0,0,0,8,0,0,16
220634,1,1,0,0,0,0,0,0,0,0,0,0
220635,1,1,17,0,13,0,0,0,0,0,0,6
220635,2,1,13,13,13,13,13,13,13,13,13,13
220636,1,1,0,0,0,0,0,0,0,0,0,0
220636,2,1,0,0,0,0,0,0,0,0,0,14
220637,1,1,0,0,0,0,0,0,0,0,21,0
220637,2,1,0,0,5,0,0,0,0,16,0,0
220638,1,1,0,0,0,0,0,0,0,0,0,0
220638,2,1,0,0,0,0,0,0,0,0,0,5
220639,0,1,0,0,0,0,0,0,0,0,8,0
220639,1,1,24,24,24,24,24,24,24,24,24,24
220639,2,1,0,0,0,0,0,0,0,0,0,0
220640,1,1,0,0,0,0,0,0,0,0,0,0
220640,2,1,0,0,0,0,0,0,0,0,0,0
220641,1,1,0,0,0,0,0,0,0,0,0,0
220641,2,1,0,0,0,0,0,0,0,0,0,0
220642,1,1,0,0,0,0,0,0,0,0,0,0
220643,0,1,26,36,0,37,8,7,28,12,0,23
220643,2,1,0,0,0,0,0,0,0,0,0,0
220644,1,1,0,0,0,0,0,0,12,0,0,0
220645,1,1,0,0,0,0,0,0,0,0,0,0
220646,1,1,0,0,0,0,0,0,0,0,0,0
220646,2,1,0,0,0,0,0,0,0,0,0,0
220647,1,1,0,0,0,0,0,0,0,0,0,0
220647,2,1,8,8,8,8,8,8,8,8,8,8
220648,1,1,21,21,21,21,21,21,21,21,21,21
220649,1,1,21,21,21,21,21,21,21,21,21,21
220650,1,1,0,0,0,0,0,0,0,0,0,0
220650,2,1,0,0,0,0,0,0,0,0,30,0
220651,1,1,28,28,28,28,28,28,28,28,28,28
220652,1,1,0,0,0,0,0,0,0,0,0,0
220653,1,1,0,0,0,0,0,0,5,13,0,0
220653,2,1,0,0,0,0,0,0,0,0,0,0
220654,1,1,0,0,0,0,0,0,0,0,0,0
220654,2,1,0,0,0,0,0,0,0,0,0,0
220655,1,1,0,0,0,0,0,0,0,0,0,0
220656,1,1,0,0,0,0,0,0,0,0,0,0
220656,2,1,0,0,0,0,0,0,0,0,0,0
220657,1,1,0,0,0,0,0,0,0,0,0,0
220658,1,1,0,0,0,0,0,0,0,0,0,0
220659,1,1,0,0,0,0,0,0,0,0,0,0
220660,1,1,0,0,26,0,0,0,0,0,0,0
220661,1,1,11,11,11,11,11,11,11,11,11,11
220661,2,1,0,0,0,0,0,0,0,0,0,0
220662,1,1,0,0,0,0,0,0,0,0,0,0
220663,1,1,16,16,16,16,16,16,16,16,16,16
220664,1,1,0,0,0,0,0,0,0,0,0,0
220664,2,1,0,0,0,0,0,0,0,0,0,0
220665,1,1,0,0,0,0,0,0,0,0,0,0
220665,2,1,0,0,0,0,0,0,0,0,26,0
220665,3,1,0,0,0,0,0,0,0,0,0,0
220666,1,1,0,0,0,0,0,0,0,0,0,0
220666,2,1,0,0,0,0,10,0,0,0,0,0
220667,1,1,0,0,16,0,0,0,0,0,0,0
220667,2,1,0,0,0,0,0,0,0,0,0,0
220667,3,1,0,0,0,0,0,0,0,0,0,0
220668,0,1,24,24,24,24,24,24,24,24,24,24
220668,1,1,0,0,0,0,0,0,0,0,0,0
220669,1,1,0,0,0,0,0,0,0,0,0,0
220669,2,1,0,0,0,0,0,0,0,0,0,0
220670,1,1,0,24,0,14,18,0,0,0,0,0
220670,2,1,0,0,19,0,0,0,0,0,0,0
220670,3,1,23,0,0,0,0,0,0,0,0,0
220671,1,1,0,0,0,0,0,0,0,0,0,0
220671,2,1,0,0,0,0,0,0,0,0,0,0
220672,1,1,0,0,0,0,0,0,0,0,0,0
220672,2,1,0,0,0,0,0,0,0,0,0,0
220673,1,1,0,0,0,0,0,0,0,0,0,0
220673,2,1,0,0,0,0,0,0,0,0,0,0
220674,1,1,19,19,19,19,19,19,19,19,19,19
220675,0,1,12,12,12,12,12,12,12,12,12,12
220675,1,1,6,10,0,0,0,0,0,0,20,20
220676,0,1,17,17,17,17,17,17,17,17,17,17
220676,1,1,0,0,0,0,0,9,0,0,15,0
220677,1,1,13,13,13,13,13,13,13,13,13,13
220678,1,1,18,18,18,18,18,18,18,18,18,18
220679,0,1,0,0,0,0,0,0,0,0,0,0
220679,1,1,22,0,0,0,26,0,0,0,0,0
220680,1,1,11,11,11,11,11,11,11,11,11,11
220681,0,1,17,17,17,17,17,17,17,17,17,17
220681,1,1,0,0,0,0,0,0,0,0,0,0
220682,1,1,0,0,0,0,0,0,0,0,0,0
220682,2,1,0,0,0,0,0,0,0,0,0,0
220683,1,1,26,26,26,26,26,26,26,26,26,26
220683,2,1,0,0,0,0,5,0,0,0,0,0
220684,1,1,14,14,14,14,14,14,14,14,14,14
220685,1,1,0,0,0,0,0,0,0,0,0,0
220685,2,1,0,0,0,0,0,0,0,0,6,0
220686,0,1,1,1,1,1,1,1,1,1,1,1
220686,1,1,5,14,0,0,22,0,0,14,18,0
220687,0,1,16,16,16,16,16,16,16,16,16,16
220687,1,1,0,14,0,10,10,0,0,0,17,16
220688,1,1,21,21,21,21,21,21,21,21,21,21
220688,2,1,0,0,0,0,0,0,0,0,0,7
220689,0,1,0,0,0,0,0,0,0,0,0,0
220689,1,1,8,0,29,10,8,22,21,12,0,11
220690,1,1,14,14,14,14,14,14,14,14,14,14
220690,2,1,0,0,3,18,0,0,0,0,0,0
220691,1,1,0,0,0,0,0,0,0,0,0,0
220692,1,1,18,18,18,18,18,18,18,18,18,18
220692,2,1,0,0,0,0,0,0,0,0,0,0
220693,1,1,0,0,16,0,4,17,0,20,14,0
220693,2,1,0,12,0,0,0,0,0,0,0,0
220694,1,1,22,22,22,22,22,22,22,22,22,22
220694,2,1,0,0,0,0,0,0,0,0,0,0
220695,1,1,0,0,0,0,0,0,0,0,0,0
220695,2,1,0,0,0,0,0,0,0,0,0,0
220696,1,1,11,11,11,11,11,11,11,11,11,11
220696,2,1,0,0,0,0,0,0,0,0,0,0
220697,1,1,0,0,0,0,29,0,28,0,0,0
220698,1,1,18,18,18,18,18,18,18,18,18,18
220699,0,1,0,0,0,0,0,24,0,0,18,24
220699,1,1,0,0,0,0,0,0,0,0,0,0
220700,0,1,21,21,21,21,21,21,21,21,21,21
220700,1,1,0,0,0,0,0,0,0,0,0,0
220701,1,1,0,0,0,0,0,0,0,0,0,0
220702,1,1,5,5,5,5,5,5,5,5,5,5
220703,1,1,0,0,0,0,0,0,0,0,25,0
220704,1,1,5,5,5,5,5,5,5,5,5,5
220705,1,1,13,13,13,13,13,13,13,13,13,13
220706,1,1,0,0,0,0,0,0,0,0,0,0
220707,1,1,0,0,0,0,0,0,0,0,0,0
220707,2,1,0,0,0,0,0,0,0,0,0,0
220708,1,1,4,4,4,4,4,4,4,4,4,4
220709,1,1,0,0,0,0,0,0,0,0,0,0
220709,2,1,0,0,0,0,0,0,0,0,0,0
220710,0,1,35,0,13,23,8,20,0,0,18,0
220710,1,1,18,13,11,0,5,0,29,10,12,15
220711,1,1,0,0,0,7,0,0,0,0,0,0
220712,1,1,0,0,0,0,0,0,0,0,0,0
220712,2,1,0,0,0,0,0,0,0,0,0,0
220713,0,1,20,0,0,17,12,0,35,8,21,0
220713,1,1,0,0,0,0,20,10,0,0,17,0
220714,1,1,0,13,0,20,4,0,0,22,0,0
220715,1,1,0,15,0,0,0,0,0,0,17,0
220716,1,1,0,22,0,0,0,0,0,15,0,0
220716,2,1,0,0,0,0,0,0,5,0,0,0
220717,1,1,0,0,0,0,0,0,0,0,0,0
220717,2,1,0,0,0,0,0,0,0,0,0,0
220718,1,1,13,13,13,13,13,13,13,13,13,13
230001,0,1,19,19,19,19,19,19,19,19,19,19
230001,1,1,19,19,19,19,19,19,19,19,19,19
230002,1,1,22,22,22,22,22,22,22,22,22,22
230004,1,1,0,0,0,0,0,0,0,0,0,0
230005,1,1,25,25,25,25,25,25,25,25,25,25
230005,2,1,0,0,0,0,0,0,0,0,0,0
230006,0,1,0,0,0,0,0,0,0,0,0,0
230006,0,2,0,0,0,0,0,0,0,0,0,0
230006,1,1,0,0,0,0,0,0,0,0,0,0
230007,1,1,13,13,13,13,13,13,13,13,13,13
230009,1,1,18,12,3,19,13,6,9,15,18,9
230010,1,1,1,1,1,1,1,1,1,1,1,1
230011,1,1,0,0,0,0,0,0,0,0,0,0
230012,1,1,18,18,18,18,18,18,18,18,18,18
230013,1,1,0,0,0,0,0,0,0,0,0,0
230013,2,1,0,0,0,0,0,0,0,0,0,0
230014,1,1,0,0,0,0,0,0,0,0,0,0
230015,0,1,0,0,0,0,0,0,0,0,0,0
230015,1,1,0,0,0,0,0,0,0,0,0,0
230016,1,1,0,0,0,0,0,0,0,0,0,0
230016,2,1,0,0,0,0,0,0,0,0,0,0
230017,1,1,21,21,21,21,21,21,21,21,21,21
230018,0,1,14,14,14,14,14,14,14,14,14,14
230018,1,1,8,8,8,8,8,8,8,8,8,8
230019,1,1,0,0,0,0,0,0,0,0,0,0
230019,2,1,0,0,0,7,0,0,0,0,0,0
230020,1,1,0,0,0,0,0,0,0,0,0,0
230021,1,1,0,0,13,0,0,0,0,0,0,0
230022,1,1,25,25,25,25,25,25,25,25,25,25
230023,1,1,0,0,0,0,0,0,0,0,0,0
230023,2,1,0,0,0,0,0,0,0,0,0,0
230023,3,1,0,0,0,0,0,0,0,0,0,0
230024,1,1,0,0,0,0,0,0,0,0,0,0
230025,1,1,9,9,9,9,9,9,9,9,9,9
230025,2,1,0,0,0,0,0,0,0,0,0,0
230025,3,1,11,12,0,18,0,0,0,0,0,0
230025,4,1,0,6,0,28,0,0,0,0,0,15
230025,5,1,0,0,0,13,0,0,19,0,0,0
230026,1,1,0,0,0,0,0,0,0,0,0,0
230027,1,1,0,0,0,0,0,0,0,0,0,0
230027,2,1,0,0,0,0,0,0,0,0,0,0
230028,1,1,0,0,0,0,0,0,0,0,0,0
230029,1,1,5,5,5,5,5,5,5,5,5,5
230030,0,1,5,5,5,5,5,5,5,5,5,5
230030,1,1,0,0,0,0,0,0,0,0,0,0
230031,1,1,13,13,13,13,13,13,13,13,13,13
230032,1,1,11,11,11,11,11,11,11,11,11,11
230033,1,1,0,0,0,0,0,0,0,0,0,0
230033,2,1,0,0,0,0,0,0,0,0,0,0
230034,1,1,18,18,18,18,18,18,18,18,18,18
230035,1,1,15,15,15,15,15,15,15,15,15,15
230035,2,1,0,0,0,0,0,0,0,0,12,9
230036,1,1,24,24,24,24,24,24,24,24,24,24
230037,1,1,0,0,0,0,0,0,0,0,0,0
230038,1,1,0,0,0,0,0,0,0,0,0,0
230038,2,1,0,0,0,0,0,0,0,0,0,0
230039,1,1,0,0,0,0,0,0,0,0,0,0
230040,1,1,0,0,0,0,0,0,0,0,0,0
230040,2,1,0,0,19,0,0,0,0,0,0,0
230041,1,1,23,23,23,23,23,23,23,23,23,23
230042,1,1,0,0,0,0,0,0,0,0,0,0
230042,2,1,0,0,0,0,0,0,0,0,0,0
230043,1,1,25,25,25,25,25,25,25,25,25,25
230044,1,1,0,0,0,19,10,14,0,0,0,0
230045,1,1,0,0,0,0,0,0,0,0,0,0
230045,2,1,0,12,0,0,0,0,20,0,0,0
230046,1,1,13,13,13,13,13,13,13,13,13,13
230047,1,1,0,0,26,0,0,11,0,0,0,0
230048,0,1,0,0,0,0,0,0,0,0,0,0
230048,1,1,0,0,0,0,0,0,0,0,0,0
230049,1,1,0,0,0,0,0,0,0,0,0,0
230051,1,1,14,14,14,14,14,14,14,14,14,14
230052,1,1,0,0,0,0,0,0,0,0,0,0
230052,2,1,24,0,0,11,0,8,0,0,0,0
230053,1,1,0,0,0,0,0,0,0,0,0,0
230053,2,1,0,0,0,0,0,0,0,0,0,0
230053,3,1,0,0,0,0,0,0,0,0,0,0
230054,1,1,0,0,0,0,0,0,0,0,0,0
230054,2,1,0,0,0,0,0,12,0,0,0,0
230055,1,1,10,10,10,10,10,10,10,10,10,10
230055,2,1,13,0,0,0,0,0,0,0,6,0
230056,1,1,28,28,28,28,28,28,28,28,28,28
230056,2,1,0,0,0,0,2,0,31,0,0,0
230057,1,1,0,0,0,0,0,0,0,0,0,0
230057,2,1,0,0,0,0,0,0,0,0,0,0
230058,1,1,0,0,0,0,0,25,23,10,0,0
230059,1,1,0,0,0,0,0,0,22,0,0,0
230059,2,1,0,0,0,0,0,0,0,0,0,0
230060,1,1,0,0,0,0,0,0,0,0,0,0
230060,2,1,0,0,0,26,0,0,0,0,0,11
230060,3,1,0,0,0,0,0,0,0,0,0,0
230061,1,1,20,20,20,20,20,20,20,20,20,20
230062,1,1,0,0,0,0,0,0,0,0,0,0
230063,1,1,7,7,7,7,7,7,7,7,7,7
230064,1,1,0,0,0,0,0,0,0,0,0,0
230065,0,1,0,0,0,0,0,0,0,0,0,0
230065,1,1,0,0,0,0,23,0,0,0,0,0
230066,1,1,15,15,15,15,15,15,15,15,15,15
230067,1,1,0,0,0,0,0,0,0,0,0,0
230067,2,1,0,0,0,0,0,0,0,0,9,0
230068,1,1,0,0,0,0,0,0,0,0,0,0
230069,1,1,0,0,0,0,0,0,0,0,0,0
230069,2,1,0,0,0,0,0,0,0,6,0,0
230070,0,1,0,16,14,27,0,11,4,14,0,0
230070,1,1,15,0,0,0,7,0,0,0,0,0
230071,1,1,0,0,0,10,6,0,0,0,10,17
230072,1,1,16,16,16,16,16,16,16,16,16,16
230073,1,1,0,0,0,0,0,0,0,0,0,0
230073,2,1,0,0,0,0,0,0,0,0,0,0
230074,1,1,9,9,9,9,9,9,9,9,9,9
230075,1,1,0,0,0,0,17,4,0,0,0,0
230076,1,1,0,0,0,0,0,0,0,0,0,0
230077,1,1,0,0,0,0,0,0,0,0,0,0
230078,1,1,13,13,13,13,13,13,13,13,13,13
230079,0,1,0,0,0,0,0,0,0,0,0,0
230079,1,1,0,12,0,0,28,0,16,0,0,0
230080,1,1,0,21,0,5,0,3,6,0,0,11
230081,1,1,12,12,12,12,12,12,12,12,12,12
230082,1,1,29,11,27,15,21,14,5,11,29,15
230083,1,1,0,0,0,0,0,0,0,0,0,0
230083,2,1,7,10,0,0,0,0,0,0,0,0
230084,1,1,0,0,0,22,10,28,28,0,27,9
230085,1,1,0,0,0,0,0,0,0,17,0,0
230085,2,1,0,0,0,0,0,0,0,0,0,0
230085,3,1,0,0,0,0,0,0,0,0,0,11
230086,1,1,0,0,0,0,0,0,0,0,0,0
230086,2,1,0,0,0,0,0,0,0,0,0,0
230087,1,1,0,0,0,0,0,0,0,0,0,11
230087,2,1,0,0,22,0,0,18,0,0,21,0
230088,1,1,0,0,0,0,0,0,0,0,0,0
230088,2,1,0,0,0,0,0,0,0,0,0,0
230089,1,1,29,29,29,29,29,29,29,29,29,29
230090,1,1,0,0,0,0,0,0,0,0,0,0
230091,1,1,0,0,0,0,0,0,0,0,0,0
230091,2,1,0,0,0,0,0,0,0,0,0,0
230092,1,1,0,0,0,0,0,0,0,0,0,0
230093,1,1,32,32,32,32,32,32,32,32,32,32
230093,2,1,0,8,11,13,3,0,0,0,4,0
230094,1,1,26,26,26,26,26,26,26,26,26,26
230095,1,1,0,0,0,0,0,0,0,0,0,0
