ST_CASE,VEH_NO,PER_NO,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
110021,2,1,0,0,0,0,0,0,0,0,0,0
110022,0,1,0,13,0,14,39,19,0,0,0,0
110022,1,1,0,0,0,0,0,0,0,0,0,0
110023,1,1,0,0,0,0,0,0,0,0,0,0
110023,2,1,0,0,0,0,0,0,0,0,0,0
110023,3,1,0,19,0,0,0,0,0,0,0,0
110024,1,1,0,0,0,0,0,19,0,18,24,0
110025,1,1,0,17,0,0,0,0,0,0,0,20
110025,2,1,0,0,23,39,0,24,0,0,0,0
110025,3,1,12,12,0,0,0,0,13,0,0,21
110025,4,1,12,0,0,0,0,0,0,0,0,6
110026,0,1,0,0,0,0,0,0,0,0,0,0
110026,1,1,0,0,0,13,0,0,0,0,0,0
120001,1,1,0,0,0,0,0,0,0,0,0,0
120001,2,1,0,0,0,0,0,0,0,0,0,0
120002,1,1,16,16,16,16,16,16,16,16,16,16
120002,2,1,0,0,0,0,0,11,0,0,0,0
120003,1,1,0,0,0,0,0,0,0,0,0,0
120004,1,1,0,0,0,9,34,0,0,0,0,0
120005,1,1,0,0,0,0,0,0,0,0,0,0
120006,1,1,0,0,0,0,0,0,0,0,0,0
120006,2,1,0,0,0,0,0,0,0,0,0,0
120007,1,1,0,0,0,0,0,0,0,0,0,0
120007,2,1,0,0,0,0,0,0,0,0,0,0
120008,1,1,20,20,20,20,20,20,20,20,20,20
120009,1,1,0,17,26,0,17,0,13,0,0,0
120010,1,1,12,12,12,12,12,12,12,12,12,12
120011,1,1,26,26,26,26,26,26,26,26,26,26
120012,1,1,14,14,14,14,14,14,14,14,14,14
120013,1,1,0,0,0,0,0,0,0,0,0,0
120014,1,1,0,0,0,0,0,0,0,0,0,0
120014,2,1,0,0,0,0,0,0,0,17,0,0
120015,1,1,0,0,0,0,0,0,0,0,0,0
120015,2,1,0,0,0,0,0,0,0,0,0,0
120015,3,1,0,0,0,11,0,0,0,0,0,0
120017,1,1,13,13,13,13,13,13,13,13,13,13
120019,1,1,0,0,0,0,0,0,0,0,0,0
120020,1,1,25,25,25,25,25,25,25,25,25,25
120021,1,1,0,0,9,0,0,0,0,24,0,0
120021,2,1,0,0,0,0,0,0,0,0,0,0
120021,3,1,0,0,19,8,2,0,0,0,13,0
120021,4,1,0,0,0,0,0,0,0,0,0,0
120021,5,1,0,0,34,0,0,0,18,0,0,0
120022,1,1,0,0,13,25,0,0,0,0,0,0
120023,1,1,0,0,0,0,0,0,0,0,0,0
120024,1,1,0,0,0,0,0,0,0,0,0,0
120024,2,1,0,0,0,0,0,0,0,0,0,0
120025,1,1,0,0,0,0,0,0,0,0,0,0
120025,2,1,0,0,0,0,0,0,0,0,0,0
120026,1,1,0,0,0,0,0,0,0,0,0,0
120026,2,1,0,0,0,0,0,0,0,0,0,0
120027,1,1,17,17,17,17,17,17,17,17,17,17
120027,2,1,0,0,0,0,0,0,0,0,22,0
120028,1,1,0,0,0,0,0,0,0,0,0,0
120029,1,1,21,21,21,21,21,21,21,21,21,21
120029,2,1,0,19,0,0,0,0,0,0,0,0
120030,1,1,0,0,0,0,0,0,0,4,0,0
120030,2,1,0,0,0,0,0,0,0,0,0,0
120031,1,1,0,0,0,29,0,0,0,0,9,28
120031,2,1,0,0,9,0,0,0,0,21,0,0
120032,1,1,26,26,26,26,26,26,26,26,26,26
120032,2,1,5,5,5,5,5,5,5,5,5,5
120033,1,1,0,0,0,0,0,0,0,0,0,0
120033,2,1,18,0,0,6,8,0,0,0,0,20
120034,1,1,0,0,0,0,0,9,0,0,0,9
120035,1,1,0,0,0,0,0,0,0,0,0,0
120035,2,1,0,0,18,0,0,0,0,0,0,0
120036,1,1,0,0,0,0,0,0,0,0,0,0
120037,1,1,0,0,0,0,0,0,0,0,0,0
120037,2,1,0,0,0,0,0,0,0,0,0,0
120038,1,1,15,15,15,15,15,15,15,15,15,15
120039,1,1,4,4,4,4,4,4,4,4,4,4
120040,1,1,0,5,0,0,0,12,13,0,0,0
120041,1,1,9,9,9,9,9,9,9,9,9,9
120041,2,1,0,0,0,0,25,0,0,0,0,0
120042,1,1,0,0,0,0,0,0,0,0,0,0
120042,2,1,0,0,0,0,0,0,0,0,0,0
120043,1,1,0,0,0,0,0,0,0,0,0,0
120043,2,1,0,0,0,0,0,0,0,0,0,0
120043,3,1,0,0,0,0,0,0,0,0,0,0
120044,1,1,0,0,0,0,0,0,0,13,0,0
120045,1,1,26,26,26,26,26,26,26,26,26,26
120045,2,1,0,0,0,0,0,0,0,0,0,0
120046,1,1,13,13,13,13,13,13,13,13,13,13
120046,2,1,0,0,0,0,0,0,0,0,0,0
120047,1,1,0,0,0,0,0,0,0,0,0,0
120047,2,1,0,0,0,0,0,0,0,0,0,0
120048,1,1,19,19,19,19,19,19,19,19,19,19
120049,1,1,12,12,12,12,12,12,12,12,12,12
120049,2,1,0,14,0,0,0,0,0,0,0,13
120050,1,1,13,13,13,13,13,13,13,13,13,13
120051,1,1,0,0,0,0,0,0,0,0,0,0
120051,2,1,0,0,0,0,0,0,0,0,0,0
120053,1,1,0,0,0,0,0,0,0,0,0,0
120054,1,1,25,25,25,25,25,25,25,25,25,25
120055,1,1,18,18,18,18,18,18,18,18,18,18
120056,1,1,0,0,0,0,0,0,0,0,0,0
120056,2,1,0,0,0,0,0,0,0,0,0,0
120057,1,1,5,27,0,0,0,0,0,9,0,25
120057,2,1,0,0,0,0,0,0,0,0,0,0
120057,3,1,13,10,0,29,2,0,0,18,0,0
120058,1,1,0,0,0,0,0,0,0,0,0,0
120059,1,1,20,8,0,0,0,0,0,0,0,0
120059,2,1,0,0,0,0,0,0,0,0,0,0
120060,1,1,0,0,0,0,0,0,0,0,0,0
120060,2,1,19,29,0,0,0,0,0,0,0,0
120060,3,1,0,0,0,0,0,0,0,0,0,0
120061,1,1,0,0,0,0,0,0,0,0,0,0
120062,1,1,7,7,7,7,7,7,7,7,7,7
120063,1,1,17,17,17,17,17,17,17,17,17,17
120065,1,1,16,16,16,16,16,16,16,16,16,16
120066,1,1,40,40,40,40,40,40,40,40,40,40
120067,1,1,0,0,0,0,0,18,20,0,0,20
120067,2,1,14,11,11,0,0,0,0,0,0,0
120068,1,1,0,0,0,0,0,0,0,0,0,0
120068,2,1,0,0,0,0,0,0,0,0,0,10
120069,1,1,17,30,20,8,11,13,18,8,8,21
120069,2,1,0,0,0,0,0,0,0,0,0,0
120070,1,1,12,12,12,12,12,12,12,12,12,12
120070,2,1,13,13,13,13,13,13,13,13,13,13
120071,1,1,0,0,0,0,0,0,0,0,0,0
120071,2,1,0,0,0,0,0,0,0,0,0,0
120071,3,1,0,0,0,0,0,0,0,0,0,0
120072,1,1,0,0,0,0,8,0,0,0,0,0
120072,2,1,0,0,0,0,0,0,0,0,0,0
120073,1,1,13,0,8,0,22,0,12,26,12,16
120073,2,1,16,15,0,0,0,5,0,0,0,0
120075,1,1,20,0,0,0,0,0,0,0,0,10
120075,2,1,0,0,0,0,0,0,2,0,0,0
120075,3,1,0,0,0,0,0,0,0,0,0,0
120076,1,1,19,19,19,19,19,19,19,19,19,19
120078,1,1,19,19,19,19,19,19,19,19,19,19
120079,1,1,17,17,17,17,17,17,17,17,17,17
120080,1,1,19,19,19,19,19,19,19,19,19,19
120080,2,1,0,0,0,0,0,0,0,0,0,0
120080,3,1,0,0,0,0,0,6,0,0,0,0
120080,4,1,2,0,0,0,0,0,0,0,9,0
120081,1,1,0,0,0,0,0,0,0,0,0,0
120081,2,1,0,0,0,0,0,0,0,0,0,0
120081,3,1,0,0,0,0,0,0,0,0,0,0
120082,1,1,0,0,0,0,0,0,0,0,0,0
120082,2,1,0,11,0,6,0,0,0,0,0,20
120083,1,1,16,16,16,16,16,16,16,16,16,16
120084,1,1,14,14,14,14,14,14,14,14,14,14
120085,1,1,0,0,0,0,0,0,0,0,0,0
120085,2,1,0,0,0,0,0,0,0,0,0,0
120086,1,1,0,0,0,0,0,0,0,0,0,0
120087,1,1,0,0,0,0,0,14,21,4,0,8
120087,2,1,10,0,0,0,0,0,0,0,0,0
120088,1,1,0,0,0,0,0,0,0,0,0,0
120089,1,1,24,24,24,24,24,24,24,24,24,24
120089,2,1,0,0,0,0,16,0,0,0,0,0
120090,1,1,10,10,10,10,10,10,10,10,10,10
120092,1,1,0,0,8,0,0,0,0,8,0,0
120092,2,1,5,5,5,5,5,5,5,5,5,5
120093,1,1,0,0,0,0,0,0,0,0,0,0
120093,2,1,0,0,0,0,0,0,0,0,0,0
120094,1,1,0,0,0,0,0,0,0,0,0,0
120095,1,1,12,12,12,12,12,12,12,12,12,12
120096,1,1,0,0,0,0,0,0,11,0,0,0
120096,2,1,0,0,0,0,0,0,0,0,0,0
120097,1,1,17,17,17,17,17,17,17,17,17,17
120098,1,1,18,18,18,18,18,18,18,18,18,18
120099,1,1,0,0,0,0,0,0,0,0,0,0
120100,1,1,0,0,0,0,0,0,0,0,0,0
120100,2,1,0,0,0,0,0,0,0,0,0,0
120101,1,1,0,0,0,0,0,0,0,0,0,0
120102,1,1,0,0,0,0,0,0,0,0,0,0
120102,2,1,0,0,0,0,0,0,0,0,0,0
120103,1,1,0,0,0,0,15,0,0,0,0,0
120103,2,1,0,0,0,0,0,0,0,8,0,0
120103,3,1,0,0,0,0,0,0,0,0,0,0
120104,1,1,0,0,0,0,0,0,0,0,0,0
120105,1,1,20,20,20,20,20,20,20,20,20,20
120106,1,1,0,0,0,0,0,0,0,0,0,0
120106,2,1,0,0,0,0,0,0,0,0,0,0
120107,1,1,0,0,0,0,0,0,0,0,0,0
120108,1,1,0,0,0,0,0,0,0,0,0,0
120108,2,1,10,0,16,0,0,0,0,0,0,0
120109,1,1,0,0,0,0,0,0,0,0,0,0
120109,2,1,0,0,0,0,0,0,0,0,0,0
120109,3,1,0,0,0,0,0,0,0,0,28,0
120110,1,1,0,0,0,0,0,0,0,0,0,0
120111,1,1,0,0,0,0,9,0,0,0,0,0
120111,2,1,0,0,0,0,0,0,0,0,0,0
120112,1,1,0,0,0,0,0,0,0,0,0,0
120112,2,1,6,0,0,0,0,0,0,0,0,0
120113,1,1,0,0,0,0,0,0,0,0,0,0
120113,2,1,0,0,23,0,0,0,15,0,16,0
120114,1,1,0,0,0,0,0,0,0,0,0,0
120114,2,1,0,0,0,0,0,0,0,0,0,0
120115,1,1,0,0,0,0,0,0,0,0,0,0
120115,2,1,0,0,0,0,0,0,0,0,0,0
120116,1,1,0,0,0,0,0,0,0,0,0,0
120116,2,1,0,0,0,0,0,0,0,0,0,0
120117,1,1,21,21,21,21,21,21,21,21,21,21
120118,1,1,0,0,0,0,0,0,0,0,0,0
120119,0,1,14,14,14,14,14,14,14,14,14,14
120119,0,2,6,6,6,6,6,6,6,6,6,6
120119,1,1,0,0,0,22,0,0,0,0,0,0
120119,2,1,0,0,0,0,10,14,16,14,0,0
120120,1,1,0,0,0,6,21,24,23,0,0,6
120120,2,1,0,0,19,0,0,0,0,0,19,0
120121,0,1,0,0,0,0,0,0,0,0,0,0
120121,1,1,0,0,0,0,0,0,0,0,0,3
120121,2,1,0,9,0,0,0,0,0,0,0,0
120121,3,1,0,0,0,0,0,0,0,0,7,0
120122,1,1,0,0,0,0,0,0,0,0,0,0
120122,2,1,32,0,0,0,0,0,0,13,13,0
120123,1,1,0,0,0,0,0,0,0,0,0,0
120124,1,1,24,24,24,24,24,24,24,24,24,24
120125,1,1,10,10,10,10,10,10,10,10,10,10
120125,2,1,0,0,0,0,0,0,0,0,0,20
120126,1,1,0,0,0,0,0,0,0,0,0,0
120126,2,1,0,17,0,14,0,0,0,0,0,0
120127,1,1,0,0,0,0,0,0,0,0,0,0
120127,2,1,0,0,0,0,0,0,0,0,12,0
120128,1,1,0,0,0,0,0,0,0,0,0,0
120129,1,1,19,19,19,19,19,19,19,19,19,19
120129,2,1,0,0,0,0,0,0,0,0,0,0
120130,1,1,0,0,0,0,0,0,0,0,0,0
120130,2,1,0,0,0,0,0,0,0,0,0,0
120130,3,1,0,0,0,0,0,0,0,0,0,0
120131,1,1,6,6,6,6,6,6,6,6,6,6
120131,2,1,0,0,0,9,5,0,0,0,0,0
120131,3,1,0,0,20,0,0,0,0,0,0,0
120132,1,1,0,0,0,0,0,0,0,0,0,0
120132,2,1,0,0,0,0,0,0,0,0,0,0
120132,3,1,0,0,0,0,0,0,0,0,0,0
120132,4,1,0,0,0,0,0,0,0,0,0,0
120134,1,1,0,0,0,0,0,0,0,0,0,0
120135,1,1,0,0,0,0,0,0,0,0,0,0
120135,2,1,0,0,0,0,0,0,0,0,0,12
120136,1,1,26,26,26,26,26,26,26,26,26,26
120137,1,1,0,0,0,0,0,0,0,0,0,0
120137,2,1,0,0,0,0,0,0,0,0,0,0
120138,1,1,0,0,0,0,0,0,0,0,0,0
120138,2,1,0,0,0,0,0,0,0,0,0,0
120138,3,1,0,0,0,0,0,0,0,0,0,0
120139,1,1,0,0,0,0,0,0,0,0,0,0
120140,1,1,31,31,31,31,31,31,31,31,31,31
120141,1,1,23,23,23,23,23,23,23,23,23,23
120141,2,1,0,15,0,0,0,0,0,0,0,0
120142,1,1,0,0,0,0,0,0,0,0,0,0
120142,2,1,0,0,0,0,0,0,0,0,0,0
120143,1,1,0,0,0,0,0,0,0,0,0,0
120143,2,1,0,0,0,0,0,0,0,0,0,0
120143,3,1,0,0,0,0,0,0,0,0,0,0
120144,1,1,0,0,0,0,0,0,0,0,0,0
120144,2,1,0,0,0,0,0,0,0,0,0,0
120145,1,1,0,0,0,0,0,0,19,0,6,0
120145,2,1,21,21,21,21,21,21,21,21,21,21
120146,1,1,0,0,0,0,0,0,0,0,0,0
120146,2,1,0,0,0,0,0,0,0,0,0,0
120147,1,1,34,0,0,0,0,0,0,0,0,4
120147,2,1,0,0,0,0,0,0,0,0,0,19
120148,1,1,0,0,0,0,0,0,0,0,0,0
120148,2,1,5,5,5,5,5,5,5,5,5,5
120149,1,1,0,0,0,0,0,0,0,0,0,0
120149,2,1,0,0,0,0,0,0,0,0,0,0
120150,1,1,0,0,0,0,0,0,0,0,0,0
120150,2,1,0,0,0,0,0,0,0,0,0,0
120151,1,1,0,0,0,0,0,0,0,0,0,0
120151,2,1,0,0,0,0,0,0,0,0,0,0
120152,1,1,0,0,0,0,0,0,0,0,0,0
120152,2,1,0,0,0,0,0,0,0,0,0,0
120152,3,1,0,0,0,0,0,0,0,0,0,0
120152,4,1,0,0,0,0,0,0,0,0,0,18
120153,1,1,0,26,0,0,0,0,0,0,0,0
120155,1,1,0,0,0,0,0,0,0,0,0,0
120155,2,1,0,0,0,0,0,0,0,0,0,0
120156,1,1,0,0,0,0,0,0,10,0,0,0
120156,2,1,0,0,0,21,32,0,0,0,0,0
120156,3,1,32,0,0,0,0,0,0,0,0,0
120156,4,1,0,0,0,0,0,0,0,0,0,0
120157,1,1,15,18,10,8,23,11,0,18,0,0
120158,1,1,13,13,13,13,13,13,13,13,13,13
120159,1,1,0,0,0,0,0,0,0,0,0,0
120159,2,1,0,0,0,0,0,0,0,0,9,0
120160,1,1,0,0,0,0,0,0,0,0,0,9
120161,1,1,0,0,18,0,0,0,0,0,0,0
120161,2,1,0,0,0,0,0,0,0,0,0,0
120162,1,1,0,0,0,0,0,0,0,0,0,0
120162,2,1,0,0,0,0,0,0,0,0,0,0
120164,1,1,11,11,11,11,11,11,11,11,11,11
120165,1,1,11,11,11,11,11,11,11,11,11,11
120167,1,1,0,0,0,0,0,0,0,0,0,0
120167,2,1,0,0,0,0,0,0,0,0,0,0
120168,1,1,0,0,0,0,0,0,0,0,0,0
120168,2,1,0,0,0,0,0,0,0,0,0,0
120168,3,1,0,0,0,0,0,0,0,0,0,0
120169,1,1,0,0,0,0,0,0,0,0,0,0
120170,1,1,9,9,9,9,9,9,9,9,9,9
120170,2,1,6,6,6,6,6,6,6,6,6,6
120171,1,1,14,14,14,14,14,14,14,14,14,14
120172,1,1,33,33,33,33,33,33,33,33,33,33
120173,1,1,31,31,31,31,31,31,31,31,31,31
120174,1,1,12,12,12,12,12,12,12,12,12,12
120174,2,1,0,0,0,0,0,0,0,0,0,0
120175,1,1,18,18,18,18,18,18,18,18,18,18
120175,2,1,0,0,0,0,0,0,0,0,0,0
120176,1,1,19,19,19,19,19,19,19,19,19,19
120176,2,1,0,0,0,0,0,0,0,0,0,0
120177,1,1,0,0,0,0,0,0,0,0,0,0
120177,2,1,0,0,0,0,0,0,0,0,0,0
120178,1,1,14,14,14,14,14,14,14,14,14,14
120179,1,1,26,26,26,26,26,26,26,26,26,26
120179,2,1,0,0,0,0,0,0,0,0,0,0
120180,0,1,0,0,0,0,0,0,0,0,0,0
120180,1,1,0,0,0,0,0,0,0,0,0,0
120181,1,1,0,0,0,0,0,0,0,0,0,0
120182,1,1,0,0,15,0,0,0,0,0,0,0
120183,1,1,0,0,0,0,0,0,0,0,0,0
120184,1,1,0,0,0,0,0,0,0,0,0,0
120184,2,1,0,0,0,0,0,0,0,0,0,0
120185,1,1,0,0,0,0,0,0,0,0,0,0
120186,1,1,0,20,0,8,5,0,0,0,19,0
120186,2,1,0,0,0,0,0,0,0,0,0,0
120187,1,1,17,11,6,6,6,13,15,19,36,22
120188,1,1,0,0,0,0,0,0,0,0,0,0
120188,2,1,0,0,0,0,0,0,0,0,0,0
120189,1,1,0,0,0,0,0,0,0,0,0,0
120189,2,1,0,0,0,0,0,0,0,0,0,0
120189,3,1,0,0,0,0,0,0,0,0,0,0
120190,1,1,0,0,0,0,0,0,0,0,0,0
120190,2,1,30,30,30,30,30,30,30,30,30,30
120191,1,1,0,0,0,0,0,0,0,0,0,0
120191,2,1,22,22,22,22,22,22,22,22,22,22
120192,1,1,0,0,0,0,0,0,0,0,0,0
120193,1,1,26,26,26,26,26,26,26,26,26,26
120193,2,1,0,0,0,0,0,0,0,0,0,0
120193,3,1,10,0,26,0,18,0,29,0,0,0
120193,4,1,0,12,0,0,0,0,0,0,0,0
120194,1,1,0,0,0,0,0,0,0,0,0,0
120194,2,1,0,0,0,0,0,0,0,0,0,0
120195,1,1,0,0,6,0,15,0,0,0,0,13
120195,2,1,0,24,8,0,0,0,0,0,0,0
120196,1,1,0,0,0,0,0,0,0,0,0,0
120197,1,1,0,0,0,0,0,0,0,0,0,0
120198,1,1,0,3,0,0,0,0,0,0,0,0
120198,2,1,0,0,0,0,0,0,6,0,0,0
120198,3,1,0,0,0,0,0,0,0,0,0,0
120198,4,1,0,0,0,0,0,17,0,0,0,19
120199,1,1,0,0,0,0,0,0,0,0,0,0
120200,1,1,0,15,0,0,0,20,5,0,0,0
120201,1,1,0,0,0,0,0,0,0,0,0,0
120202,1,1,0,0,0,0,11,0,0,0,0,0
120202,2,1,18,18,18,18,18,18,18,18,18,18
120203,1,1,0,0,0,0,0,0,0,0,0,0
120203,2,1,0,0,0,8,0,0,0,0,0,0
120204,1,1,0,0,0,0,0,0,0,0,0,0
120204,2,1,0,0,0,0,0,0,0,0,0,0
120205,0,1,0,0,0,34,0,46,0,9,0,0
120205,1,1,0,0,0,0,0,0,0,0,0,0
120205,2,1,0,0,0,0,0,0,0,0,0,0
120205,3,1,0,0,0,0,0,7,0,0,0,0
120205,4,1,0,0,0,0,0,0,0,0,0,0
120207,1,1,0,0,0,0,0,0,0,0,0,0
120208,1,1,11,6,22,9,21,18,16,21,13,19
120208,2,1,22,0,0,0,0,9,0,0,0,0
120209,1,1,0,0,0,0,0,0,0,0,0,0
120209,2,1,0,0,0,0,0,0,0,0,0,0
120210,1,1,5,5,5,5,5,5,5,5,5,5
120212,1,1,0,0,0,0,0,0,0,0,0,0
120212,2,1,0,0,0,0,10,0,0,0,0,0
120214,1,1,0,0,0,0,0,0,0,0,0,0
120215,1,1,0,0,0,0,0,0,0,0,0,0
120215,2,1,20,20,20,20,20,20,20,20,20,20
120216,1,1,0,0,0,0,0,0,0,0,0,0
120216,2,1,0,0,0,0,0,0,0,0,0,0
120216,3,1,0,0,0,0,0,0,0,0,0,0
120217,1,1,0,0,0,0,0,0,0,0,0,0
120218,1,1,0,0,0,0,0,0,0,0,0,0
120220,1,1,0,0,0,0,0,0,0,0,0,0
120220,2,1,0,0,0,0,0,0,0,0,0,0
120220,3,1,0,0,0,0,0,0,0,0,0,0
120221,1,1,0,0,0,0,0,0,0,0,0,0
120221,2,1,0,0,0,0,0,0,0,0,0,0
120222,1,1,24,24,24,24,24,24,24,24,24,24
120223,1,1,0,0,0,0,0,0,0,0,0,0
120224,1,1,0,0,0,0,0,0,0,0,0,0
120224,2,1,0,0,0,0,0,0,0,0,0,0
120225,1,1,24,24,24,24,24,24,24,24,24,24
120226,1,1,0,0,0,0,0,0,0,0,0,0
120226,2,1,0,0,0,0,0,0,0,0,0,0
120227,1,1,0,0,0,0,0,0,0,0,0,0
120227,2,1,0,0,0,0,0,0,0,0,0,0
120229,1,1,0,0,0,0,0,0,0,0,0,0
120229,2,1,0,0,0,0,0,0,0,0,0,0
120230,1,1,16,16,16,16,16,16,16,16,16,16
120231,1,1,11,11,11,11,11,11,11,11,11,11
120231,2,1,0,0,0,0,36,0,0,0,0,0
120232,1,1,27,27,27,27,27,27,27,27,27,27
120233,1,1,0,0,0,0,0,0,0,0,0,0
120233,2,1,0,0,0,0,0,0,22,28,10,12
120234,1,1,0,0,0,0,0,0,0,0,0,0
120236,1,1,0,0,0,0,0,0,0,0,0,0
120237,1,1,0,0,0,0,0,0,0,0,0,0
120237,2,1,0,0,0,0,0,0,0,0,0,0
120238,1,1,0,0,0,0,0,0,0,0,0,0
120238,2,1,0,0,0,0,0,0,0,0,0,0
120239,1,1,0,0,0,0,0,0,0,0,0,0
120239,2,1,0,0,0,0,0,0,0,0,0,0
120240,1,1,0,0,0,0,0,0,0,0,0,0
120241,1,1,18,18,18,18,18,18,18,18,18,18
120241,2,1,0,0,0,0,0,0,0,0,0,0
120242,1,1,0,0,0,0,0,0,0,0,0,0
120242,2,1,0,0,0,0,0,0,0,0,0,0
120242,3,1,0,0,0,0,0,0,0,0,0,0
120243,1,1,0,0,0,0,0,0,0,0,0,0
120244,1,1,14,14,14,14,14,14,14,14,14,14
120246,1,1,0,0,0,0,0,0,0,0,0,0
120246,2,1,0,0,0,0,0,0,17,0,0,0
120247,1,1,8,8,8,8,8,8,8,8,8,8
120248,1,1,26,26,26,26,26,26,26,26,26,26
120248,2,1,0,11,0,9,0,0,0,0,0,0
120249,1,1,20,20,20,20,20,20,20,20,20,20
120250,1,1,0,0,0,0,0,0,0,0,0,0
120250,2,1,0,0,0,0,0,0,0,0,0,0
120250,3,1,0,0,0,0,0,0,0,0,0,0
120251,1,1,11,11,11,11,11,11,11,11,11,11
120251,2,1,0,0,0,0,0,0,0,0,0,0
120251,3,1,0,0,0,0,0,0,0,0,0,0
120252,1,1,0,0,0,0,0,0,0,0,0,0
120252,2,1,21,21,21,21,21,21,21,21,21,21
120253,1,1,15,15,15,15,15,15,15,15,15,15
120253,2,1,0,0,17,11,0,0,0,0,0,0
120254,1,1,24,24,24,24,24,24,24,24,24,24
120254,2,1,0,0,0,0,0,0,0,0,0,0
120255,1,1,0,0,0,0,0,0,0,0,0,0
120258,1,1,15,0,0,0,0,0,10,0,13,0
120258,2,1,0,0,0,0,0,0,11,0,18,11
120259,1,1,0,0,0,0,0,0,0,0,0,0
120259,2,1,0,0,0,0,0,0,1,0,0,0
120260,1,1,0,0,0,0,0,0,0,0,0,0
120260,2,1,0,0,0,0,0,0,0,0,0,0
120261,1,1,24,8,0,0,24,8,8,17,0,0
120262,1,1,37,37,37,37,37,37,37,37,37,37
120264,1,1,22,22,22,22,22,22,22,22,22,22
120264,2,1,0,0,0,0,0,0,0,0,0,0
120265,1,1,16,16,16,16,16,16,16,16,16,16
120266,1,1,0,0,0,0,0,0,0,0,0,0
120267,1,1,0,0,0,10,0,0,0,0,17,0
120267,2,1,0,0,0,19,0,0,0,0,0,0
120268,1,1,0,0,0,0,0,0,0,0,0,0
120268,2,1,0,0,0,0,0,0,0,0,0,0
120269,1,1,9,9,9,9,9,9,9,9,9,9
120269,2,1,0,0,0,0,0,0,0,0,0,0
120269,3,1,0,21,16,0,0,0,0,0,0,0
120271,1,1,6,6,6,6,6,6,6,6,6,6
120271,2,1,0,0,0,0,14,22,0,0,0,0
120272,1,1,4,20,19,20,26,6,8,5,5,22
120273,1,1,17,22,0,6,8,8,0,16,21,33
120273,2,1,0,0,0,0,0,0,0,0,0,0
120276,1,1,0,18,0,0,0,0,0,0,16,0
120276,2,1,0,0,0,0,0,0,0,0,0,0
120277,1,1,0,0,0,0,0,0,0,0,0,0
120277,2,1,0,0,0,0,0,0,0,0,0,7
120277,3,1,0,0,0,0,0,0,0,0,0,0
120278,1,1,7,7,7,7,7,7,7,7,7,7
120278,2,1,0,0,0,0,0,0,0,0,0,0
120278,3,1,0,0,0,0,0,0,0,0,0,0
120278,4,1,0,0,0,0,0,0,0,0,0,0
120279,1,1,23,23,23,23,23,23,23,23,23,23
120280,1,1,23,23,23,23,23,23,23,23,23,23
120281,1,1,0,0,0,0,0,0,0,0,0,0
120282,1,1,15,15,21,12,13,25,10,16,24,25
120282,2,1,0,0,0,0,15,16,0,7,0,0
120283,1,1,5,5,5,5,5,5,5,5,5,5
120284,1,1,0,0,0,0,0,0,0,0,0,0
120284,2,1,0,0,0,0,0,0,0,0,0,0
120285,1,1,0,0,0,0,0,0,0,0,0,0
120285,2,1,0,0,0,0,0,0,0,0,0,0
120285,3,1,0,0,0,0,0,0,3,0,0,0
120287,1,1,21,0,0,0,25,0,17,14,0,0
120287,2,1,0,0,0,0,0,0,0,0,0,0
120287,3,1,14,0,0,9,0,0,0,0,0,0
120288,1,1,0,11,0,0,0,20,0,0,0,0
120288,2,1,0,0,0,0,0,0,0,0,0,0
120289,1,1,0,0,0,0,0,0,38,0,18,0
120290,1,1,0,6,0,11,14,23,0,0,20,0
120291,1,1,24,24,24,24,24,24,24,24,24,24
120292,1,1,15,15,15,15,15,15,15,15,15,15
120292,2,1,0,0,0,0,0,0,0,14,16,7
120293,0,1,0,0,0,0,0,0,0,0,0,0
120293,1,1,0,0,0,0,10,0,0,0,0,0
120294,1,1,21,6,0,16,11,11,20,12,5,8
120294,2,1,0,0,0,0,0,0,0,0,0,0
120295,1,1,0,0,0,0,0,0,0,0,0,0
120296,1,1,0,0,0,0,0,0,0,0,0,0
120297,1,1,0,11,0,22,28,25,0,0,0,20
120299,1,1,0,0,0,0,0,0,0,0,0,0
120299,2,1,26,26,26,26,26,26,26,26,26,26
120300,1,1,0,0,0,0,0,0,0,0,0,0
120300,2,1,0,0,0,0,0,0,0,0,0,0
120300,3,1,0,0,0,0,0,0,0,0,0,0
120300,4,1,0,0,0,0,0,0,0,0,0,0
120300,5,1,0,0,0,0,0,0,0,0,0,0
120300,6,1,0,0,0,0,0,0,0,0,0,0
120301,1,1,0,0,0,0,0,0,0,0,0,0
120301,2,1,0,0,0,13,0,12,0,16,0,0
120302,1,1,19,19,19,19,19,19,19,19,19,19
120302,2,1,0,0,0,0,0,0,0,0,0,0
120303,1,1,30,30,30,30,30,30,30,30,30,30
120304,1,1,27,27,27,27,27,27,27,27,27,27
120304,2,1,0,0,0,0,0,0,0,0,0,0
120304,3,1,0,0,0,0,0,23,0,0,0,20
120305,1,1,0,0,0,0,0,37,23,0,13,0
120305,2,1,9,0,0,0,0,0,0,0,0,0
120306,1,1,13,20,17,14,7,7,9,14,13,20
120307,1,1,0,0,0,0,0,0,0,0,0,0
120307,2,1,0,0,0,0,0,0,0,0,0,0
120308,1,1,14,14,14,14,14,14,14,14,14,14
120308,2,1,0,0,0,0,0,11,11,0,10,0
120309,1,1,0,0,0,0,0,0,0,0,0,0
120309,2,1,0,0,0,0,0,0,0,0,0,0
