ST_CASE,YEAR,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
10044,2002,9,0,0,0,0,0,0,0,0,0
10045,2002,0,0,0,0,0,0,0,0,0,0
10046,2002,0,0,0,0,0,6,0,0,0,10
10047,2002,0,0,0,0,0,0,0,0,0,0
10048,2002,10,10,10,10,10,10,10,10,10,10
10049,2002,0,0,0,0,0,0,0,0,0,0
10050,2002,16,16,16,16,16,16,16,16,16,16
10051,2002,2,2,2,2,2,2,2,2,2,2
10052,2002,0,0,0,0,0,0,0,0,0,0
10053,2002,0,0,0,0,0,0,0,0,19,0
10054,2002,0,0,18,0,0,0,19,0,12,8
10055,2002,22,22,22,22,22,22,22,22,22,22
10056,2002,0,0,0,0,0,0,0,0,0,0
10057,2002,20,0,0,0,39,0,13,0,12,0
10058,2002,0,0,0,0,0,0,0,0,0,0
10059,2002,0,0,0,0,0,0,0,0,0,0
10060,2002,14,14,14,14,14,14,14,14,14,14
10061,2002,26,26,26,26,26,26,26,26,26,26
10062,2002,0,0,0,0,0,0,0,0,0,0
10063,2002,0,0,0,9,0,0,0,0,0,0
10064,2002,0,0,0,0,0,0,0,0,0,0
10065,2002,0,0,0,0,0,0,0,0,0,14
10066,2002,5,5,5,5,5,5,5,5,5,5
10067,2002,40,40,40,40,40,40,40,40,40,40
10068,2002,0,0,0,0,0,0,0,0,0,0
10069,2002,0,0,0,0,0,0,0,0,0,0
10070,2002,0,0,0,0,0,0,0,0,0,0
10071,2002,0,0,0,0,0,0,0,0,0,0
10072,2002,20,20,20,20,20,20,20,20,20,20
10073,2002,0,0,0,0,0,0,0,0,0,0
10074,2002,32,32,32,32,32,32,32,32,32,32
10075,2002,17,17,17,17,17,17,17,17,17,17
10076,2002,0,0,0,0,0,0,9,0,0,0
10077,2002,0,0,0,0,0,0,0,0,0,0
10078,2002,0,0,0,0,0,0,0,0,0,0
10079,2002,28,4,0,22,18,18,0,12,16,19
10080,2002,0,0,0,0,0,0,0,0,0,0
10081,2002,27,27,27,27,27,27,27,27,27,27
10082,2002,3,0,0,0,0,0,0,33,0,0
10083,2002,9,10,15,26,13,16,8,5,11,25
10084,2002,21,4,9,18,10,25,5,44,26,21
10085,2002,0,0,0,0,0,0,0,0,0,0
10086,2002,18,18,18,18,18,18,18,18,18,18
10087,2002,0,0,0,0,18,0,0,0,0,0
10088,2002,0,0,0,0,0,0,0,0,0,0
10089,2002,32,32,32,32,32,32,32,32,32,32
10090,2002,24,19,14,6,12,23,25,12,31,20
10091,2002,0,0,0,0,0,13,0,0,0,0
10092,2002,0,0,0,0,0,0,0,0,0,0
10093,2002,0,0,0,0,0,0,0,0,21,0
10094,2002,2,2,2,2,2,2,2,2,2,2
10095,2002,0,18,0,0,0,0,0,0,28,0
10096,2002,10,0,0,0,0,0,0,14,0,18
10097,2002,0,18,0,0,0,0,0,0,0,0
10098,2002,21,33,14,17,0,20,0,0,17,0
10099,2002,10,37,9,19,7,8,10,4,17,2
10100,2002,0,0,0,0,0,0,0,0,0,0
10101,2002,0,18,0,11,12,0,0,12,0,0
10102,2002,21,21,21,21,21,21,21,21,21,21
10103,2002,10,0,0,0,0,14,0,8,0,0
10104,2002,14,14,14,14,14,14,14,14,14,14
10105,2002,0,0,0,0,0,0,0,0,0,0
10106,2002,0,0,0,0,0,0,0,0,0,0
10107,2002,0,0,0,0,0,0,0,0,0,0
10108,2002,11,11,11,11,11,11,11,11,11,11
10109,2002,0,0,34,0,0,0,0,0,0,14
10110,2002,15,13,29,28,17,12,15,0,0,18
10111,2002,12,12,12,12,12,12,12,12,12,12
10112,2002,16,16,16,16,16,16,16,16,16,16
10113,2002,0,0,0,0,0,0,0,0,0,0
10114,2002,0,0,10,0,0,0,0,0,0,0
10115,2002,0,0,0,27,0,0,0,0,0,0
10116,2002,0,0,0,0,0,0,0,0,0,0
10117,2002,0,0,0,0,0,0,0,0,0,0
10118,2002,0,0,34,0,0,14,0,0,0,14
10119,2002,0,0,0,0,0,8,0,0,0,0
10120,2002,16,26,31,0,19,21,26,32,13,9
10121,2002,16,16,16,16,16,16,16,16,16,16
10122,2002,0,30,0,14,0,0,0,0,11,0
10123,2002,0,0,0,0,0,0,0,0,0,0
10124,2002,0,0,0,0,0,0,0,0,0,0
10125,2002,0,0,0,0,23,0,0,0,15,16
10126,2002,0,0,0,0,0,0,0,0,0,0
10127,2002,0,0,0,0,0,0,0,0,0,0
10128,2002,18,18,18,18,18,18,18,22,18,18
10129,2002,25,25,25,25,25,25,25,25,25,25
10130,2002,0,0,0,0,24,0,15,34,19,0
10131,2002,0,0,0,0,0,0,0,0,0,0
10132,2002,21,35,6,16,12,15,11,0,0,10
10133,2002,28,7,12,10,13,22,7,14,15,26
10134,2002,6,0,0,0,0,0,0,0,0,0
10135,2002,19,19,19,19,19,19,19,19,19,19
10136,2002,21,21,21,21,21,21,21,21,21,21
10137,2002,3,3,3,26,3,3,3,3,3,3
10138,2002,0,0,0,0,0,19,0,0,0,0
10139,2002,0,0,0,0,0,0,0,0,0,0
10140,2002,17,17,12,12,16,13,7,8,8,10
10141,2002,0,0,0,0,0,0,0,0,0,0
10142,2002,0,0,0,0,0,0,0,0,0,0
10143,2002,0,13,0,0,0,0,0,18,0,0
10144,2002,0,0,0,0,0,0,0,0,0,0
10145,2002,28,0,0,0,0,0,0,0,0,0
10146,2002,23,31,12,31,6,22,13,21,18,8
10147,2002,26,6,9,3,9,23,25,0,17,35
10148,2002,0,0,0,0,0,0,0,0,0,0
10149,2002,0,0,0,0,0,0,0,0,0,0
10150,2002,0,0,0,0,0,0,0,0,0,0
10151,2002,0,0,0,0,0,0,0,0,0,0
10152,2002,0,0,0,0,0,0,0,0,0,0
10154,2002,0,0,0,0,0,0,0,0,0,0
10155,2002,0,0,0,0,0,0,0,0,0,0
10156,2002,0,0,0,0,0,0,0,0,0,0
10157,2002,0,0,0,0,0,0,0,0,0,0
10158,2002,0,0,0,0,0,0,0,0,0,0
10159,2002,22,22,22,22,22,22,22,22,22,22
10160,2002,0,0,0,0,0,0,0,0,0,0
10161,2002,0,0,7,0,0,0,22,0,0,0
10162,2002,0,0,0,0,0,0,0,0,0,0
10163,2002,11,11,11,11,11,11,11,11,11,11
10164,2002,0,0,0,0,0,0,0,0,0,0
10165,2002,20,20,20,20,20,20,20,20,20,20
10166,2002,0,0,0,0,0,0,0,0,0,0
10167,2002,15,15,15,15,15,15,15,15,15,15
10168,2002,19,19,19,19,19,19,19,19,19,19
10169,2002,0,0,0,0,0,0,0,0,0,13
10170,2002,0,0,0,0,0,0,0,0,0,0
10171,2002,0,0,0,0,0,0,0,0,0,0
10172,2002,0,0,0,8,20,0,0,40,0,0
10173,2002,0,0,0,0,0,0,0,0,0,0
10174,2002,0,0,0,0,0,0,0,0,0,0
10175,2002,19,14,21,23,22,12,15,17,27,26
10176,2002,31,37,0,0,8,12,16,0,24,22
10177,2002,0,0,0,0,0,0,0,0,0,0
10178,2002,6,0,0,28,32,20,7,0,12,9
10179,2002,0,0,0,0,23,0,0,0,0,0
10180,2002,0,0,0,0,0,0,0,0,0,0
10181,2002,30,15,13,23,24,8,8,8,17,21
10182,2002,12,3,0,16,10,3,15,22,13,0
10183,2002,0,0,0,0,0,0,0,0,0,0
10184,2002,17,27,9,12,0,13,0,29,40,12
10185,2002,0,0,0,0,0,0,0,0,0,0
10186,2002,5,5,5,5,5,5,5,5,5,5
10187,2002,0,0,0,0,0,0,0,0,0,0
10188,2002,0,0,0,0,0,0,0,0,0,0
10189,2002,0,0,0,0,0,0,0,0,0,0
10190,2002,15,22,15,5,42,18,26,16,15,22
10191,2002,0,12,0,29,21,0,9,14,16,6
10192,2002,0,0,0,0,0,0,0,0,9,0
10193,2002,0,0,0,0,0,0,0,0,0,0
10194,2002,0,0,0,0,0,0,0,0,0,0
10195,2002,0,0,0,0,0,0,0,0,0,0
10196,2002,13,13,14,45,29,12,27,19,29,20
10197,2002,0,3,9,14,28,8,0,30,18,0
10198,2002,26,26,26,26,26,26,26,26,26,26
10199,2002,0,0,0,16,0,25,0,0,0,0
10200,2002,9,28,14,27,25,0,17,28,24,16
10201,2002,10,10,10,10,10,10,10,10,10,10
10202,2002,19,19,19,19,19,19,19,19,19,19
10203,2002,0,0,26,9,0,13,0,0,12,0
10204,2002,26,21,24,13,8,0,13,42,28,15
10205,2002,0,0,0,0,0,0,0,0,0,0
10206,2002,0,0,0,0,0,0,0,0,0,0
10207,2002,0,0,0,0,0,0,0,0,0,0
10208,2002,20,0,20,18,22,27,26,17,5,14
10209,2002,0,0,0,0,4,0,0,0,0,0
10210,2002,0,0,0,0,0,0,0,0,0,0
10211,2002,0,0,16,0,0,0,0,0,0,0
10212,2002,17,17,18,21,15,26,8,25,12,12
10213,2002,0,0,0,0,0,0,0,0,0,0
10214,2002,12,21,13,19,17,16,39,27,9,17
10215,2002,0,0,0,0,0,0,0,0,0,0
10216,2002,0,0,0,0,0,0,0,0,0,0
10217,2002,7,7,7,7,7,7,7,7,7,7
10218,2002,24,26,0,15,30,11,23,0,15,21
10219,2002,0,0,0,0,0,0,0,31,0,0
10220,2002,0,0,0,0,0,6,0,0,22,14
10221,2002,0,0,26,0,0,19,0,22,16,0
10222,2002,19,14,9,7,20,9,16,16,0,7
10223,2002,3,0,0,0,0,0,0,0,0,0
10224,2002,13,13,13,13,13,13,13,13,13,13
10225,2002,24,24,24,24,24,24,24,24,24,24
10226,2002,0,0,0,0,0,0,0,0,0,0
10227,2002,0,0,0,0,0,0,22,0,0,0
10229,2002,0,0,0,0,0,0,0,0,0,0
10230,2002,0,0,0,0,0,0,0,0,0,0
10231,2002,0,0,32,13,0,0,24,0,23,0
10232,2002,0,0,0,0,0,0,0,0,0,0
10233,2002,0,0,0,0,0,0,0,0,0,0
10234,2002,0,0,0,0,0,0,0,0,0,0
10235,2002,0,0,18,33,0,11,23,0,0,0
10236,2002,0,0,0,0,0,0,0,0,0,0
10237,2002,16,16,16,16,16,16,16,16,16,16
10238,2002,29,18,25,15,32,18,6,11,29,21
10239,2002,0,22,0,0,0,17,0,0,0,0
10240,2002,21,21,21,21,21,21,21,21,21,21
10241,2002,0,0,0,0,0,0,0,0,0,0
10242,2002,0,0,0,0,0,0,0,0,0,0
10243,2002,0,21,0,9,0,18,0,5,0,11
10244,2002,0,0,0,0,0,0,0,0,0,0
10245,2002,0,0,0,0,0,0,0,0,0,0
10246,2002,0,0,0,0,0,0,0,0,0,0
10247,2002,19,19,19,19,19,19,19,19,19,19
10248,2002,0,0,0,0,11,0,0,0,0,0
10249,2002,0,0,0,0,0,0,0,0,0,0
10250,2002,19,19,19,19,19,19,19,19,19,19
10251,2002,0,0,0,0,0,0,0,0,0,0
10252,2002,0,0,0,0,0,0,0,0,0,0
10253,2002,0,0,0,0,0,0,0,0,0,0
10254,2002,0,0,0,0,0,0,0,0,0,0
10255,2002,13,13,10,8,18,5,9,4,6,7
10256,2002,0,0,11,15,0,21,4,0,22,0
10258,2002,0,0,0,0,0,0,0,0,0,0
10259,2002,26,26,26,26,26,26,26,26,26,26
10260,2002,15,15,15,15,15,15,15,15,15,15
10261,2002,28,28,28,28,28,28,28,28,28,28
10262,2002,0,14,17,21,9,22,0,19,15,26
10263,2002,0,0,0,0,0,0,0,0,0,0
10264,2002,0,0,0,14,0,0,0,0,31,0
10265,2002,22,7,9,19,2,24,14,10,21,13
10266,2002,0,0,0,0,0,0,0,0,0,0
10267,2002,11,48,14,26,15,6,24,6,3,22
10268,2002,0,0,0,0,0,0,0,0,0,0
10269,2002,4,4,4,4,4,4,4,4,4,4
10270,2002,0,25,14,0,19,0,0,0,0,0
10271,2002,0,0,0,0,0,0,0,0,0,0
10272,2002,0,0,0,0,0,0,0,0,0,0
10273,2002,0,0,0,26,0,0,0,0,0,0
10274,2002,0,0,0,0,0,0,0,0,0,0
10275,2002,7,0,0,0,0,0,15,0,0,0
10276,2002,0,0,0,0,0,0,0,0,0,0
10277,2002,0,0,0,0,0,0,0,0,0,0
10278,2002,22,24,18,24,20,0,0,11,31,9
10279,2002,0,0,0,0,0,0,0,0,10,0
10280,2002,26,26,26,26,26,27,26,31,26,26
10281,2002,0,0,0,10,0,0,0,8,15,0
10282,2002,0,15,19,0,0,23,14,11,15,0
10283,2002,17,17,17,17,17,17,17,17,17,17
10284,2002,0,0,0,0,0,0,0,0,0,0
10285,2002,14,14,14,14,14,14,14,14,14,14
10286,2002,0,0,0,0,0,6,0,0,0,0
10287,2002,23,7,25,0,11,27,20,17,0,0
10288,2002,0,0,0,0,0,0,0,0,0,0
10289,2002,0,0,0,0,0,0,0,0,0,0
10290,2002,0,0,0,0,0,0,0,0,0,0
10291,2002,0,0,0,0,0,0,0,0,0,0
10292,2002,28,18,12,0,0,13,13,0,0,5
10293,2002,0,0,0,0,0,14,0,0,0,0
10294,2002,0,0,0,0,0,0,0,0,0,0
10295,2002,0,0,0,0,0,0,0,0,0,0
10296,2002,0,0,0,0,0,0,0,0,0,0
10297,2002,0,0,0,0,0,0,0,0,0,0
10298,2002,9,13,18,10,13,17,18,25,12,7
10299,2002,0,2,0,0,0,0,0,0,0,0
10300,2002,0,0,0,0,0,0,0,0,0,0
10301,2002,17,0,0,16,14,21,0,0,19,7
10302,2002,0,11,0,0,10,4,0,0,16,0
10303,2002,19,10,0,0,0,0,0,0,0,0
10304,2002,11,0,19,0,0,20,0,0,10,23
10305,2002,0,0,0,0,0,0,0,0,0,0
10306,2002,0,0,0,0,0,0,0,0,0,0
10307,2002,0,0,0,0,0,0,0,8,0,0
10308,2002,0,0,0,0,0,0,0,0,0,0
10309,2002,15,2,0,0,0,11,8,0,4,0
10310,2002,15,0,17,0,0,9,25,14,7,14
10311,2002,0,0,0,0,0,0,0,0,0,0
10312,2002,0,0,12,0,0,22,0,0,0,0
10313,2002,0,0,0,0,0,0,0,0,0,0
10314,2002,0,0,0,0,21,0,0,0,0,0
10315,2002,0,0,0,7,0,16,0,0,0,12
10316,2002,0,9,0,0,0,0,0,0,0,4
10317,2002,0,0,0,0,0,0,0,0,0,0
10318,2002,0,0,0,0,0,0,0,0,0,0
10319,2002,0,0,0,0,0,0,0,0,0,0
10320,2002,0,0,4,10,0,13,0,0,0,14
10321,2002,4,4,4,4,4,4,4,4,4,4
10322,2002,0,16,0,0,0,0,0,0,0,0
10323,2002,0,0,0,14,0,0,0,0,0,0
10324,2002,0,0,0,0,0,0,0,0,0,0
10325,2002,10,31,9,24,19,17,12,37,0,0
10326,2002,0,0,0,0,0,0,0,0,0,0
10327,2002,8,18,9,19,17,19,11,13,15,10
10328,2002,0,0,0,0,0,0,0,0,0,0
10329,2002,0,0,0,0,0,0,0,0,0,0
10330,2002,0,0,0,0,0,0,0,0,0,0
10332,2002,0,0,0,0,0,0,0,0,0,0
10333,2002,0,0,0,0,0,0,0,0,0,0
10334,2002,16,20,9,19,11,27,18,28,16,12
10335,2002,0,0,0,0,0,0,14,0,0,9
10336,2002,12,24,8,16,6,15,0,25,26,20
10337,2002,0,0,0,0,0,0,0,0,0,0
10338,2002,0,0,0,0,0,0,0,0,15,0
10339,2002,26,27,16,18,21,7,22,10,18,21
10340,2002,0,0,0,0,0,16,0,0,0,0
10341,2002,21,0,19,0,29,0,14,0,0,0
10342,2002,10,14,28,26,15,12,0,10,19,12
10343,2002,0,0,0,0,0,0,0,0,0,0
10344,2002,0,0,0,0,0,0,0,0,0,0
10345,2002,0,0,0,0,0,0,0,0,0,0
10346,2002,0,0,0,0,0,0,0,0,0,0
10347,2002,0,0,0,0,0,0,0,0,0,0
10348,2002,0,0,0,0,0,0,0,0,0,0
10349,2002,0,0,0,0,0,0,0,0,0,0
10350,2002,11,11,11,11,11,11,11,11,11,11
10351,2002,0,0,0,9,0,15,0,0,22,0
10352,2002,0,0,0,9,0,0,0,0,26,0
10353,2002,5,20,22,16,12,0,27,16,13,10
10354,2002,0,0,0,0,5,0,0,7,0,0
10355,2002,0,0,0,0,0,0,0,0,0,0
10356,2002,23,14,21,11,10,21,15,12,18,11
10357,2002,16,10,10,10,10,23,25,0,16,0
10358,2002,0,0,0,0,0,0,0,0,0,0
10359,2002,18,26,14,8,11,20,17,26,10,0
10360,2002,0,0,0,0,0,0,0,0,0,0
10361,2002,0,0,0,0,0,0,0,0,0,0
10362,2002,0,0,0,0,0,0,0,0,0,0
10363,2002,0,0,0,14,0,0,0,0,0,0
10364,2002,0,0,0,0,0,0,0,0,0,0
10365,2002,0,0,0,0,0,0,0,0,0,0
10366,2002,0,22,47,19,17,21,20,9,32,0
10367,2002,0,0,0,0,0,0,0,0,0,0
10368,2002,14,0,0,0,0,0,0,0,0,0
10369,2002,23,8,21,13,21,25,11,23,29,27
10370,2002,0,0,0,0,0,0,0,0,0,0
10371,2002,27,27,27,27,27,27,27,27,27,27
10372,2002,0,0,0,0,0,0,0,0,0,0
10373,2002,23,23,23,23,23,23,23,23,23,23
10374,2002,0,0,0,0,9,0,0,0,20,13
10375,2002,0,6,0,0,0,0,0,0,0,0
10376,2002,10,10,10,10,10,10,10,10,10,10
10377,2002,23,25,10,4,23,23,12,11,16,17
10378,2002,2,13,9,8,36,15,0,24,13,28
10379,2002,19,13,8,28,15,17,13,13,0,8
10380,2002,15,15,15,15,15,15,15,15,15,15
10381,2002,0,0,0,0,0,0,0,0,0,0
10382,2002,16,0,0,0,0,0,0,0,0,0
10383,2002,0,10,13,16,20,16,8,14,5,0
10384,2002,13,0,0,15,0,0,0,0,0,0
10385,2002,0,0,0,0,0,0,0,0,0,0
10386,2002,12,0,0,0,0,0,0,0,0,0
10387,2002,25,0,33,21,19,26,12,19,19,29
10388,2002,23,10,19,11,12,21,18,19,20,19
10389,2002,0,0,0,0,0,0,0,0,0,0
10390,2002,0,0,0,0,0,0,0,0,0,0
10391,2002,0,0,0,0,0,0,0,0,0,0
10392,2002,1,1,1,1,1,1,1,1,1,1
10393,2002,20,21,9,13,16,20,3,24,0,14
10394,2002,0,0,0,0,0,0,0,0,0,0
10395,2002,0,0,0,0,0,0,0,0,16,0
10396,2002,28,28,28,28,28,28,28,28,28,28
10397,2002,0,0,0,0,0,0,0,0,0,0
10398,2002,0,0,0,0,0,0,0,0,0,0
10399,2002,0,0,0,0,0,0,0,0,0,0
10400,2002,18,18,18,18,18,18,18,18,18,18
10401,2002,0,0,0,0,0,0,0,0,0,7
10402,2002,19,19,19,19,19,19,19,19,19,19
10403,2002,0,0,0,0,0,0,0,0,0,0
10404,2002,0,0,0,0,0,0,0,0,0,0
10405,2002,0,0,0,0,0,9,0,0,0,0
10406,2002,0,0,10,17,15,16,0,12,0,11
10407,2002,0,0,0,0,0,0,0,0,0,0
10408,2002,25,25,25,25,25,25,25,25,25,25
10409,2002,2,2,2,2,2,2,2,2,2,2
10410,2002,0,0,0,0,0,0,9,0,0,0
10411,2002,13,13,13,13,13,13,13,13,13,13
10412,2002,0,8,0,0,0,0,0,0,0,0
10414,2002,0,0,0,0,0,0,0,0,0,0
10415,2002,0,0,0,0,0,0,0,0,0,0
10416,2002,25,11,0,0,0,0,15,0,0,5
10417,2002,0,0,0,0,0,0,0,0,0,0
10418,2002,14,14,14,14,14,14,14,14,14,14
10419,2002,0,0,0,0,0,0,0,0,0,0
10420,2002,0,0,0,0,0,0,0,0,0,0
10421,2002,0,0,0,0,0,0,0,0,0,0
10422,2002,25,20,0,36,0,18,27,0,16,24
10423,2002,0,0,0,0,0,0,0,0,0,0
10424,2002,0,0,0,0,0,0,0,0,0,0
10425,2002,22,22,22,22,22,22,22,22,22,22
10426,2002,0,16,0,0,16,0,0,0,0,0
10427,2002,0,0,0,0,0,0,0,0,0,0
10428,2002,21,0,28,25,19,0,0,0,0,8
10429,2002,0,0,0,0,0,0,0,0,0,0
10430,2002,11,3,14,0,17,11,0,7,20,0
10431,2002,14,11,10,21,15,4,12,11,18,0
10432,2002,0,0,0,0,0,0,0,0,0,0
10433,2002,22,11,20,11,12,29,4,7,0,14
10434,2002,0,0,0,0,0,0,0,0,0,0
10435,2002,12,12,12,12,12,12,12,12,12,12
10436,2002,0,0,0,0,0,0,16,14,0,0
10437,2002,0,0,0,0,0,0,0,0,0,0
10438,2002,0,0,0,17,0,0,0,4,0,0
10439,2002,0,0,0,0,0,0,0,0,0,0
10440,2002,0,0,0,0,0,0,0,0,0,0
10441,2002,0,0,0,0,0,0,0,0,0,0
10442,2002,18,18,18,18,18,18,18,18,18,18
10443,2002,0,0,0,0,0,0,0,0,0,0
10444,2002,33,8,15,23,14,19,24,5,0,0
10445,2002,0,0,0,0,0,0,0,0,0,0
10446,2002,0,0,26,3,0,11,0,0,0,0
10447,2002,0,0,0,0,0,0,0,0,0,0
10448,2002,0,0,0,0,0,0,0,0,0,0
10449,2002,0,9,0,0,0,0,0,0,0,0
10450,2002,7,0,0,0,0,0,0,0,0,0
10451,2002,0,0,0,0,0,0,0,13,0,0
10452,2002,0,0,0,0,13,0,0,0,0,0
10453,2002,0,0,0,0,4,0,0,0,0,0
10455,2002,18,61,26,18,18,18,18,18,18,18
10456,2002,12,12,12,12,12,12,12,12,12,12
10457,2002,0,0,0,0,0,0,0,0,0,0
10458,2002,0,18,0,0,0,15,16,0,0,0
10459,2002,0,0,0,0,22,0,0,0,0,0
10460,2002,0,0,0,0,0,0,0,0,0,0
10461,2002,0,0,0,0,0,0,0,0,0,0
10462,2002,0,0,0,0,0,0,20,0,16,0
10463,2002,35,35,35,35,35,35,35,35,35,35
10464,2002,24,0,0,31,0,0,34,28,0,0
10465,2002,0,0,0,0,27,0,0,0,0,0
10466,2002,0,0,0,0,0,0,0,0,0,0
10467,2002,0,0,0,0,0,0,0,0,0,0
10468,2002,20,5,0,19,26,35,23,17,9,18
10469,2002,9,9,9,9,9,9,9,9,9,9
10470,2002,0,0,0,0,0,0,0,0,0,0
10471,2002,0,0,0,0,0,0,0,0,0,12
10472,2002,8,1,23,36,19,31,10,22,20,8
10473,2002,16,12,14,0,0,0,5,0,0,0
10474,2002,20,0,20,0,19,20,0,29,24,20
10475,2002,0,0,0,0,0,27,0,0,0,0
10476,2002,0,12,0,0,0,13,0,10,15,0
10477,2002,25,38,12,15,11,0,0,20,7,16
10478,2002,13,16,21,40,25,23,10,32,0,19
10479,2002,0,0,30,0,0,13,0,0,0,14
10480,2002,0,24,0,0,0,0,0,0,0,0
10481,2002,0,0,0,0,0,0,0,0,3,0
10482,2002,28,28,28,28,28,28,28,28,28,28
10483,2002,0,0,0,0,0,0,0,0,0,0
10484,2002,0,0,0,0,0,0,0,0,0,0
10485,2002,25,25,25,25,25,25,25,25,25,25
10486,2002,0,0,0,0,0,0,0,0,0,0
10487,2002,0,0,19,16,12,10,16,0,11,0
10488,2002,0,0,0,0,0,0,0,0,0,0
10489,2002,21,21,21,21,21,21,21,21,21,21
10490,2002,0,0,0,0,0,0,0,19,0,0
10491,2002,0,0,0,14,0,0,0,0,0,0
10492,2002,0,0,0,0,0,0,0,0,0,0
10493,2002,0,22,0,14,4,0,11,17,14,15
10494,2002,0,0,0,0,0,0,0,0,0,0
10495,2002,23,23,23,23,23,23,23,23,23,23
10496,2002,0,0,0,0,22,0,0,0,0,0
10497,2002,0,0,0,0,0,0,0,0,0,0
10498,2002,20,18,16,11,18,26,14,0,21,15
10499,2002,0,0,0,0,0,0,0,0,0,0
10500,2002,0,0,0,0,0,0,0,0,0,0
10501,2002,0,21,0,0,0,13,0,0,0,13
10502,2002,0,0,0,0,0,0,0,0,0,0
10503,2002,17,12,6,6,7,20,3,6,0,8
10504,2002,0,6,16,0,0,13,0,0,0,0
10505,2002,20,20,20,20,20,20,20,20,20,20
10506,2002,21,0,0,0,0,0,0,14,0,0
10507,2002,0,18,0,0,0,0,0,0,0,7
10508,2002,0,0,0,0,0,0,0,0,0,0
10509,2002,12,26,0,17,0,11,21,10,0,0
10510,2002,0,0,0,0,0,0,0,0,0,0
10511,2002,0,0,0,0,0,0,0,0,0,0
10512,2002,0,0,0,0,0,0,0,0,0,0
10513,2002,0,0,0,0,0,0,0,11,10,0
10514,2002,0,0,0,0,0,0,0,0,0,0
10515,2002,19,31,17,21,23,25,19,30,22,12
10516,2002,0,0,0,0,0,0,0,0,0,0
10517,2002,0,0,0,0,0,0,0,0,3,0
10518,2002,8,8,8,8,8,8,8,8,8,8
10519,2002,0,0,0,0,0,0,0,0,0,0
10520,2002,0,0,0,0,15,0,0,0,7,12
10521,2002,0,0,0,0,0,0,0,0,0,0
10522,2002,0,0,0,0,0,0,0,0,16,0
10523,2002,0,0,0,0,0,0,0,0,0,0
10524,2002,0,0,0,4,0,0,0,0,0,0
10525,2002,13,13,13,13,13,13,13,13,13,13
10526,2002,0,0,0,0,0,0,0,0,0,0
10527,2002,0,0,0,0,0,0,0,0,0,0
10528,2002,0,0,0,0,0,0,0,0,0,0
10529,2002,19,19,19,19,19,19,19,19,19,19
10530,2002,24,24,24,24,24,24,24,24,24,24
10531,2002,0,0,0,0,0,0,0,0,0,0
10532,2002,0,0,0,0,0,0,0,0,0,0
10533,2002,0,0,0,0,0,0,0,0,0,0
10534,2002,4,4,4,4,4,4,4,4,4,4
10535,2002,8,10,19,10,10,30,5,15,25,15
10536,2002,12,0,0,22,25,6,31,0,17,14
10537,2002,0,0,0,0,0,0,0,0,0,0
10538,2002,16,0,20,0,0,0,0,0,0,0
10539,2002,12,12,2,4,11,0,12,25,16,5
10540,2002,0,0,11,0,0,0,0,0,0,0
10541,2002,0,0,0,0,0,0,0,0,0,0
10542,2002,0,0,19,0,0,25,0,0,0,0
