YEAR,STATE,ST_CASE,COUNTY,FATALS,A_CRAINJ,A_REGION,A_RU,A_INTER,A_RELRD,A_INTSEC,A_ROADFC,A_JUNC,A_MANCOL,A_TOD,A_DOW,A_CT,A_LT,A_MC,A_SPCRA,A_PED,A_PEDAL,A_ROLL,A_POLPUR,A_POSBAC,A_D15_19,A_D16_19,A_D15_20,A_D16_20,A_D65PLS,A_D21_24,A_D16_24,A_RD,A_HR,A_DIST,A_DROWSY,BIA,SPJ_INDIAN,INDIAN_RES
2010,17,170461,109,1,1,5,1,2,1,2,6,2,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2010,17,170462,43,1,1,5,2,2,3,2,6,2,1,2,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2010,17,170463,31,1,1,5,2,2,1,1,4,1,3,1,1,3,2,2,2,2,2,2,2,3,1,1,1,1,1,2,1,2,2,2,2,0,0,0
2010,17,170464,103,1,1,5,1,2,4,2,6,2,1,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2010,17,170465,161,1,1,5,1,2,4,2,5,2,1,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2010,17,170466,123,1,1,5,1,2,1,1,5,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2010,17,170467,195,2,1,5,1,2,4,2,5,2,1,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2010,17,170468,31,1,1,5,2,2,1,1,3,1,3,1,1,3,1,2,1,2,2,2,2,3,2,2,2,2,1,1,1,2,2,2,2,0,0,0
2010,17,170471,167,1,1,5,2,2,4,2,4,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2010,17,170472,163,1,1,5,2,2,4,2,3,3,1,2,1,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2010,17,170473,197,1,1,5,2,1,1,2,1,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2010,17,170474,201,1,1,5,2,2,1,2,4,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2010,17,170475,31,1,1,5,2,2,1,2,4,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2010,17,170476,75,1,1,5,1,2,1,2,4,2,3,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2010,17,170477,31,1,1,5,2,1,1,2,1,2,1,2,1,1,2,2,1,1,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
2010,17,170479,39,1,1,5,1,2,4,2,5,2,1,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2010,17,170480,31,2,1,5,2,1,4,2,1,3,1,1,1,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,1,2,0,0,0
2010,17,170481,31,1,1,5,2,1,1,2,1,2,1,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2010,17,170482,31,1,1,5,2,1,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2010,17,170483,191,1,1,5,1,2,1,1,5,1,4,1,1,2,1,2,1,2,2,2,2,1,1,1,1,1,2,2,1,2,2,2,2,0,0,0
2010,17,170484,187,1,1,5,1,2,4,1,6,1,1,1,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,0,0,0
2010,17,170485,31,1,1,5,2,2,4,2,6,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2010,17,170486,31,1,1,5,2,2,3,2,3,2,1,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2010,17,170487,99,3,1,5,1,2,4,2,6,2,1,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2010,17,170488,89,1,1,5,2,2,1,1,3,1,1,1,1,1,1,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2010,17,170489,31,1,1,5,2,2,1,2,3,2,1,2,1,1,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
2010,17,170490,173,1,1,5,1,2,1,2,5,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2010,17,170491,167,1,1,5,2,2,1,2,4,2,1,2,2,1,2,2,1,2,1,2,2,1,2,2,2,2,2,1,1,2,1,2,2,0,0,0
2010,17,170492,31,1,1,5,2,2,1,2,4,2,2,1,1,3,2,2,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2010,17,170493,31,1,1,5,2,2,1,2,4,2,4,1,1,2,2,2,1,2,2,2,2,3,1,1,1,1,2,2,1,1,2,2,2,0,0,0
2010,17,170494,81,1,1,5,1,2,1,2,6,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2010,17,170495,197,1,1,5,1,1,1,2,1,2,2,1,1,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2010,17,170496,31,1,1,5,2,2,1,1,3,1,2,2,1,3,2,2,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2010,17,170497,61,1,1,5,1,2,1,2,4,3,4,1,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2010,17,170498,201,1,1,5,1,2,1,2,6,2,2,1,1,2,2,2,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
2010,17,170499,197,1,1,5,2,2,1,1,3,1,4,1,1,2,1,1,1,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
2010,17,170500,55,1,1,5,1,2,1,2,5,2,1,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2010,17,170501,49,1,1,5,1,2,1,2,4,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2010,17,170502,31,1,1,5,2,2,1,2,4,2,5,1,1,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2010,17,170503,201,1,1,5,2,2,1,1,3,1,4,2,1,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,0,0,0
2010,17,170504,141,1,1,5,1,2,4,2,5,2,1,2,2,1,2,2,1,2,2,1,2,1,2,2,1,1,2,2,1,1,2,2,2,0,0,0
2010,17,170505,119,1,1,5,1,2,4,1,5,1,1,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2010,17,170506,97,1,1,5,2,2,1,1,3,1,4,2,1,2,2,2,2,2,2,2,2,3,1,1,1,1,1,2,1,2,2,2,2,0,0,0
2010,17,170507,119,1,1,5,2,2,4,2,5,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2010,17,170508,35,1,1,5,1,2,1,2,6,2,3,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
2010,17,170509,201,1,1,5,2,2,1,2,3,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,0,0,0
2010,17,170510,167,1,1,5,1,2,4,2,5,2,1,2,2,1,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2010,17,170511,197,1,1,5,1,2,1,2,6,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2010,17,170512,137,1,1,5,1,2,1,1,5,1,4,1,2,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2010,17,170513,67,1,1,5,1,2,4,2,4,2,1,2,1,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2010,17,170514,83,1,1,5,1,2,1,1,3,1,4,1,1,2,1,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2010,17,170515,97,1,1,5,2,2,4,2,4,2,1,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2010,17,170516,151,1,1,5,1,2,4,2,4,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2010,17,170517,31,1,1,5,2,2,4,1,4,1,1,1,1,1,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
2010,17,170518,49,1,1,5,2,1,4,2,1,3,1,1,2,1,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2010,17,170519,97,1,1,5,2,2,1,2,4,2,1,2,1,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,0,0,0
2010,17,170520,31,1,1,5,2,1,1,2,1,2,1,2,2,1,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2010,17,170521,31,1,1,5,2,2,1,2,3,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,0,0,0
2010,17,170522,195,1,1,5,1,2,1,2,3,2,3,2,2,3,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
2010,17,170523,117,1,1,5,1,2,4,2,4,2,1,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2010,17,170524,31,1,1,5,2,2,1,2,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2010,17,170525,109,1,1,5,1,2,4,2,6,2,1,1,2,1,2,2,1,2,2,1,2,2,2,2,1,1,2,2,1,1,2,2,2,0,0,0
2010,17,170526,97,1,1,5,2,2,4,2,6,2,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2010,17,170527,19,1,1,5,1,1,1,2,1,2,2,1,1,3,2,2,1,2,2,1,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
2010,17,170528,77,1,1,5,1,2,4,2,3,2,1,1,1,3,1,2,1,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2010,17,170530,191,2,1,5,1,2,1,2,3,2,3,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,0,0,0
2010,17,170531,37,1,1,5,2,2,1,1,4,1,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0
2010,17,170532,167,1,1,5,2,2,4,2,6,2,1,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,0,0,0
2010,17,170533,97,1,1,5,2,2,1,2,4,2,3,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,1,1,2,2,2,2,0,0,0
2010,17,170534,49,1,1,5,1,2,1,1,4,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2010,17,170535,197,1,1,5,2,1,1,2,1,2,1,1,2,1,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2010,17,170536,111,1,1,5,2,2,1,1,3,1,4,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2010,17,170537,43,1,1,5,2,2,1,2,4,3,4,1,1,3,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,0,0,0
2010,17,170538,31,1,1,5,2,1,3,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2010,17,170539,157,1,1,5,1,2,4,2,6,2,1,1,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2010,17,170540,113,1,1,5,2,2,1,1,3,1,1,2,2,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2010,17,170541,163,1,1,5,1,2,1,2,4,2,5,2,1,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2010,17,170543,33,1,1,5,1,2,4,2,3,2,1,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2010,17,170544,197,1,1,5,2,1,1,2,1,2,2,1,2,3,2,2,1,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,0,0,0
2010,17,170547,43,1,1,5,2,2,1,1,3,1,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,0,0,0
2010,17,170548,163,1,1,5,2,2,1,2,5,2,1,2,1,1,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2010,17,170549,119,1,1,5,2,2,1,2,4,2,1,2,1,1,2,2,2,1,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
2010,17,170551,5,1,1,5,1,2,1,1,5,1,4,2,1,2,1,2,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2010,17,170552,11,1,1,5,1,2,4,2,5,2,1,2,2,1,2,1,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
2010,17,170553,203,1,1,5,1,2,1,1,5,1,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,0
2010,17,170554,95,1,1,5,1,2,4,2,6,2,1,2,1,1,2,2,1,2,2,1,2,3,1,1,1,1,2,2,1,1,2,2,2,0,0,0
2010,17,170555,163,1,1,5,1,2,4,2,5,2,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2010,17,170556,191,1,1,5,1,2,1,2,4,2,1,1,1,1,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2010,17,170557,157,1,1,5,1,2,1,1,3,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,0,0
2010,17,170558,203,1,1,5,1,2,4,2,5,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2010,17,170559,119,1,1,5,2,2,1,2,4,2,5,1,1,3,2,2,2,2,2,1,2,3,1,1,1,1,2,2,1,1,2,2,2,0,0,0
2010,17,170560,31,1,1,5,2,1,4,2,1,3,1,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,0,0,0
2010,17,170561,31,1,1,5,2,2,4,2,5,2,1,2,1,1,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
2010,17,170562,31,1,1,5,2,2,1,1,4,1,2,2,2,3,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2010,17,170563,31,1,1,5,2,2,1,1,5,1,1,1,2,1,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2010,17,170564,31,1,1,5,2,2,1,2,4,2,1,2,1,1,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2010,17,170565,45,1,1,5,1,2,4,2,5,2,1,1,1,1,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,1,2,2,2,0,0,0
2010,17,170566,31,2,1,5,2,1,1,2,1,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,0,0,0
2010,17,170567,113,1,1,5,1,2,1,2,4,2,4,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2010,17,170568,83,1,1,5,1,2,4,2,5,2,1,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2010,17,170570,43,1,1,5,2,2,1,1,3,1,4,1,2,2,2,2,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2010,17,170571,203,1,1,5,1,2,4,2,5,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2010,17,170572,31,1,1,5,2,2,1,1,3,1,1,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2010,17,170573,31,1,1,5,2,2,1,1,3,1,1,2,1,1,2,2,2,2,1,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
2010,17,170574,31,1,1,5,2,2,1,2,6,2,3,1,1,2,2,2,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2,1,2,0,0,0
2010,17,170575,161,1,1,5,2,2,1,2,4,3,4,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
2010,17,170576,31,1,1,5,2,2,4,2,3,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,0,0,0
2010,17,170577,31,2,1,5,2,2,3,1,4,1,1,2,1,1,2,2,2,2,2,1,1,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
2010,17,170578,31,1,1,5,2,2,1,2,3,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2010,17,170579,31,1,1,5,2,2,1,1,4,1,4,1,1,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2010,17,170580,53,1,1,5,1,2,1,1,4,1,1,1,1,1,2,2,2,2,1,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
2010,17,170581,29,1,1,5,1,2,4,2,5,2,1,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2010,17,170582,89,1,1,5,2,2,1,2,6,2,1,2,1,1,2,2,1,2,2,2,2,2,1,1,1,1,2,2,1,2,2,1,2,0,0,0
2010,17,170583,143,1,1,5,1,2,4,2,6,2,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2010,17,170584,143,1,1,5,2,2,4,2,5,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,0,0,0
2010,17,170585,77,1,1,5,2,2,1,1,3,1,4,1,1,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,0,0,0
2010,17,170588,197,1,1,5,2,2,1,2,3,2,3,2,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,1,1,2,2,2,0,0,0
2010,17,170589,55,1,1,5,2,1,1,2,1,2,1,1,1,3,1,1,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2010,17,170590,31,1,1,5,2,1,1,2,1,2,1,2,1,1,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
2010,17,170591,99,1,1,5,2,1,4,2,1,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2010,17,170592,89,1,1,5,2,2,4,2,6,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2010,17,170593,161,1,1,5,1,2,1,1,3,1,4,1,2,2,2,2,2,2,2,2,2,3,1,1,1,1,1,2,1,2,2,2,2,0,0,0
2010,17,170594,161,1,1,5,2,2,1,2,3,2,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2010,17,170595,31,1,1,5,2,2,1,1,4,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2010,17,170596,197,1,1,5,2,2,1,1,3,1,4,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,1,2,2,2,2,0,0,0
2010,17,170597,5,1,1,5,1,1,4,2,1,2,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2010,17,170598,37,1,1,5,1,2,4,2,5,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2010,17,170599,141,1,1,5,1,2,1,1,4,1,4,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,0,0,0
2010,17,170600,201,1,1,5,2,2,4,2,3,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2010,17,170601,31,1,1,5,2,2,1,2,4,2,3,1,1,3,2,1,1,2,2,2,2,3,2,2,2,2,1,1,1,1,2,2,2,0,0,0
2010,17,170603,163,1,1,5,1,2,4,1,4,1,1,1,1,2,2,2,1,2,2,2,2,3,2,2,1,1,1,2,1,1,2,2,2,0,0,0
2010,17,170604,15,1,1,5,1,2,1,2,4,2,4,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
2010,17,170605,31,1,1,5,2,2,1,2,4,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,2,1,2,2,1,2,0,0,0
2010,17,170606,89,1,1,5,2,1,3,2,1,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2010,17,170607,105,1,1,5,1,2,1,1,4,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2010,17,170608,29,1,1,5,1,2,4,2,6,2,1,2,2,1,2,2,1,2,2,2,2,1,1,1,1,1,2,2,1,1,2,2,2,0,0,0
2010,17,170609,189,1,1,5,1,1,3,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2010,17,170610,31,1,1,5,2,1,4,2,1,3,1,2,1,1,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2010,17,170611,29,1,1,5,2,1,1,2,1,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2010,17,170612,165,1,1,5,2,2,1,2,3,2,3,1,1,2,1,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
2010,17,170613,175,1,1,5,1,2,4,2,6,2,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2010,17,170614,37,1,1,5,2,2,1,2,3,2,1,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,0,0,0
2010,17,170615,167,1,1,5,1,2,4,2,5,2,1,2,1,1,2,2,1,2,2,1,2,2,1,1,1,1,2,2,1,1,2,2,2,0,0,0
2010,17,170616,31,1,1,5,2,2,1,2,4,2,5,1,1,3,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
2010,17,170617,197,1,1,5,2,2,1,1,5,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2010,17,170618,119,1,1,5,2,2,4,2,3,2,1,1,1,1,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,1,2,0,0,0
2010,17,170619,187,1,1,5,1,2,1,2,4,2,3,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,0,0,0
2010,17,170620,31,1,1,5,2,2,1,2,3,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2010,17,170621,133,1,1,5,1,2,4,2,5,2,1,2,1,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2010,17,170622,163,1,1,5,2,2,1,2,4,2,1,2,1,1,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
2010,17,170623,157,1,1,5,1,2,4,2,3,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2010,17,170624,43,1,1,5,2,2,1,2,3,2,1,2,1,2,2,2,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2010,17,170625,201,1,1,5,2,2,1,2,5,2,1,2,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2010,17,170626,121,1,1,5,1,2,1,2,6,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2010,17,170627,143,1,1,5,1,2,4,2,6,2,1,1,1,1,2,2,1,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,0,0,0
2010,17,170628,51,1,1,5,1,2,1,1,3,1,6,1,1,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2010,17,170629,197,1,1,5,2,1,1,2,1,3,2,1,2,2,2,2,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,0,0,0
2010,17,170630,31,1,1,5,2,1,3,2,1,2,1,2,2,3,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2010,17,170631,35,1,1,5,1,2,4,2,5,2,1,1,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2010,17,170632,125,2,1,5,1,2,4,2,6,2,1,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,0,0,0
2010,17,170633,55,1,1,5,1,2,4,2,6,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,0,0,0
2010,17,170634,167,1,1,5,2,1,1,2,1,2,5,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2010,17,170635,177,1,1,5,1,2,1,2,5,2,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,0,0,0
2010,17,170636,31,1,1,5,2,2,1,2,6,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2010,17,170637,31,1,1,5,2,2,1,1,6,1,1,1,1,1,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2010,17,170638,43,1,1,5,2,2,1,2,4,2,5,1,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2010,17,170639,31,1,1,5,2,1,1,2,1,2,1,2,2,1,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2010,17,170640,23,2,1,5,1,2,1,1,3,1,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,0,0,0
2010,17,170642,89,1,1,5,2,2,1,2,3,2,3,1,1,3,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
2010,17,170643,157,1,1,5,2,2,1,2,3,2,3,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
2010,17,170644,49,1,1,5,2,2,1,2,3,3,4,1,1,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,1,2,2,2,2,0,0,0
