STATE,ST_CASE,VEH_NO,PVE_Forms,PNUMOCCS,PDAY,PMONTH,PHOUR,PMINUTE,PHARM_EV,PMAN_COLL,PTYPE,PHIT_RUN,PREG_STAT,POWNER,PMAKE,PMODEL,PMAK_MOD,PBODYTYP,PMODYEAR,PVIN,PVIN_1,PVIN_2,PVIN_3,PVIN_4,PVIN_5,PVIN_6,PVIN_7,PVIN_8,PVIN_9,PVIN_10,PVIN_11,PVIN_12,PVINTYPE,PVINMAKE,PVINA_MOD,PVIN_BT,PVINMODYR,PVIN_LNGT,PVIN_WGT,PWGTCD_TR,PWHLBS_LG,PWHLBS_SH,PSER_TR,PFUECODE,PMCYCL_DS,PTRAILER,PMCARR_I1,PMCARR_I2,PMCARR_ID,PGVWR,PV_CONFIG,PCARGTYP,PHAZ_INV,PHAZPLAC,PHAZ_ID,PHAZ_CNO,PHAZ_REL,PBUS_USE,PSP_USE,PEM_USE,PUNDERIDE,PIMPACT1,PIMPACT2,PVEH_SEV,PTOWED,PM_HARM,PVEH_SC1,PVEH_SC2,PFIRE,PDEATHS
25,250294,2,1,0,2,4,15,32,14,0,3,0,25,6,37,401,37401,14,2002,4S6DM58W7244,4,S,6,D,M,5,8,W,7,2,4,4,P,HOND,PAS,UT,2,17,4047,,0,1064,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,8,3,14,0,0,0,0
25,250308,2,1,0,4,9,14,6,38,0,3,0,25,6,7,482,7482,31,2004,1D7HU16N74J1,1,D,7,H,U,1,6,N,7,4,J,1,T,DODG,S15,PK,4,17,,2,1405,1205,RPC,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,63,63,6,2,15,0,0,0,0
25,250333,2,1,1,8,1,0,20,14,0,2,0,25,6,98,898,98898,60,2004,999999999999,9,9,9,9,9,9,9,9,9,9,9,9,U,,,,9,17,,,,,,,,0,77,777777777,77777777777,2,1,1,1,0,0,0,0,0,0,0,0,6,6,6,2,12,0,0,0,0
25,250333,3,1,0,8,1,0,20,14,0,2,0,25,6,12,881,12881,61,2009,1FDAF46R89EA,1,F,D,A,F,4,6,R,8,9,E,A,T,FORD,F4D,CC,9,17,,5,2010,1410,DRW,D,,0,77,777777777,77777777777,2,1,28,1,0,0,0,0,0,0,0,0,6,6,6,2,14,0,0,0,0
26,260020,4,3,0,13,1,16,30,12,6,3,0,26,6,21,21,21021,4,1996,1G3NL52T7TM3,1,G,3,N,L,5,2,T,7,T,M,3,P,OLDS,ASL,4D,96,17,2813,,0,1034,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,9,9,4,1,12,0,0,0,0
26,260097,2,1,0,20,3,23,19,34,0,3,0,31,6,85,884,85884,66,2010,3WKAD49X5AF2,3,W,K,A,D,4,9,X,5,A,F,2,T,KW,T60,DS,10,17,,8,2600,1600,CON,D,,1,57,53467,5753467,3,6,98,1,0,0,0,0,0,0,0,0,7,7,6,2,12,0,0,0,0
26,260198,2,1,0,23,5,12,51,14,0,3,0,26,6,84,881,84881,62,1998,1HTSCABM8WH5,1,H,T,S,C,A,B,M,8,W,H,5,T,INTL,470,CC,98,17,,6,2540,1280,40S,D,,0,99,999999999,99999999999,2,1,1,1,0,0,0,0,0,0,0,0,11,11,4,1,12,0,0,0,0
26,260323,2,1,0,24,5,14,20,14,0,2,0,26,6,12,471,12471,30,1995,1FTCR10A1STA,1,F,T,C,R,1,0,A,1,S,T,A,T,FORD,RNG,PK,95,17,2443,1,1140,1080,RNG,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,99,2,1,12,0,0,0,0
26,260532,2,1,0,27,8,0,26,14,0,2,0,99,6,99,999,99999,99,9999,999999999999,9,9,9,9,9,9,9,9,9,9,9,9,U,,,,9,17,,,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,99,99,9,9,14,0,0,0,0
26,260537,2,1,0,29,8,1,58,14,0,2,0,26,6,12,401,12401,14,1998,1FMZU24EXWUA,1,F,M,Z,U,2,4,E,X,W,U,A,P,FORD,EPR,UT,98,17,3919,,0,1017,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,12,6,2,12,0,0,0,0
26,260665,2,1,0,3,8,13,25,18,0,2,0,26,6,12,481,12481,31,2002,1FTNX20F72EB,1,F,T,N,X,2,0,F,7,2,E,B,T,FORD,F2S,4C,2,17,,2,1580,1418,SRW,D,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,8,12,0,0,0,0
26,260713,2,1,0,8,10,20,20,14,0,2,0,26,6,20,481,20481,31,1998,1GTCS1948W85,1,G,T,C,S,1,9,4,8,W,8,5,T,GMC,SON,PC,98,17,,1,0,1229,SON,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,12,2,1,14,0,0,0,0
26,260785,2,1,0,20,11,20,53,14,0,4,0,0,0,98,998,98998,93,1997,999999999999,9,9,9,9,9,9,9,9,9,9,9,9,U,,,,9,17,,,,,,,,0,77,777777777,77777777777,8,98,28,1,0,0,0,0,0,0,0,0,11,11,6,9,14,0,0,0,0
26,260794,3,2,0,28,11,4,46,12,6,2,0,26,6,55,33,55033,4,2011,5NPEB4AC8BH1,5,N,P,E,B,4,A,C,8,B,H,1,P,HYUN,SGL,4D,11,17,3161,,0,1100,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,11,11,2,1,12,0,0,0,0
26,260794,4,2,0,28,11,4,46,12,6,2,0,26,6,12,442,12442,20,1998,2FMZA5147WBD,2,F,M,Z,A,5,1,4,7,W,B,D,T,FORD,WWG,ES,98,17,,1,0,1207,WIN,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,7,7,2,1,12,0,0,0,0
26,260800,2,1,0,29,11,13,0,8,0,2,0,26,6,12,481,12481,31,2009,1FTRF12W99KB,1,F,T,R,F,1,2,W,9,9,K,B,T,FORD,F15,PK,9,17,,2,1450,1260,COF,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,7,7,4,1,12,0,0,0,0
26,260844,2,1,1,20,12,2,1,14,0,2,0,31,6,82,881,82881,66,2010,1FUJGLDR7ASA,1,F,U,J,G,L,D,R,7,A,S,A,T,FRHT,125,DS,10,17,,8,0,0,CSC,D,,1,57,73705,5773705,3,6,1,1,0,0,0,0,0,0,0,0,11,11,6,2,12,0,0,0,0
26,260850,2,1,2,20,12,18,19,14,0,2,0,26,6,12,481,12481,31,1984,1FTEF15Y2ELA,1,F,T,E,F,1,5,Y,2,E,L,A,T,FORD,F15,PK,84,17,,2,1390,1170,COF,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,7,7,6,2,14,0,0,0,0
26,260850,3,1,1,20,12,18,19,14,0,2,0,26,6,20,471,20471,30,2001,1GCCS145X182,1,G,C,C,S,1,4,5,X,1,8,2,T,CHEV,S14,PK,1,17,,1,1179,1083,S,F,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,11,6,2,12,0,0,0,0
27,270026,2,1,1,1,2,13,24,45,0,4,0,27,3,98,809,98809,63,2005,2FZHAZCV65AU,2,F,Z,H,A,Z,C,V,6,5,A,U,T,STRG,LT9,TM,5,17,,8,0,0,STE,D,,0,88,888888888,88888888888,3,2,4,1,0,0,0,0,0,0,0,0,2,2,4,1,12,42,0,0,0
27,270143,2,1,0,7,6,15,36,14,0,2,0,27,6,7,881,7881,61,1993,1B6ME3656PS2,1,B,6,M,E,3,6,5,6,P,S,2,T,DODG,D30,CB,93,17,,3,1590,1310,D30,G,,0,57,1102014,571102014,2,1,96,1,0,0,0,0,0,0,0,0,6,6,6,2,12,0,0,0,0
27,270229,2,1,0,22,8,8,10,14,0,2,0,27,6,7,402,7402,14,2002,1B4HS58N72F2,1,B,4,H,S,5,8,N,7,2,F,2,P,DODG,DUR,UT,2,17,4678,,0,1160,,G,,9,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,98,8,0,10,10,6,8,12,0,0,0,0
27,270229,3,1,0,22,8,8,10,14,0,2,0,27,6,13,2,13002,2,1998,1LNLM91V0WY6,1,L,N,L,M,9,1,V,0,W,Y,6,P,LINC,MK8,CP,98,17,3765,,0,1130,,G,,9,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,98,8,0,8,8,8,8,12,0,0,0,0
27,270229,4,1,0,22,8,8,10,14,0,2,0,27,6,12,471,12471,30,1995,1FTCR15X3STA,1,F,T,C,R,1,5,X,3,S,T,A,T,FORD,RNS,PS,95,17,,1,0,1250,RNG,G,,9,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,98,8,0,12,12,8,8,12,0,0,0,0
27,270229,5,1,0,22,8,8,10,14,0,2,0,27,6,21,21,21021,4,2003,1G3NL52F83C1,1,G,3,N,L,5,2,F,8,3,C,1,P,OLDS,A/G,4D,3,17,3016,,0,1070,,G,,9,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,98,8,0,12,12,8,8,54,0,0,0,0
27,270268,3,2,0,20,9,23,6,12,6,2,0,0,6,35,47,35047,4,2001,1N4DL01D91C1,1,N,4,D,L,0,1,D,9,1,C,1,P,NISS,AXE,4D,1,17,2754,,0,1031,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,8,8,4,1,12,0,0,0,0
27,270278,2,1,0,19,7,18,0,14,0,2,0,27,6,20,431,20431,16,1994,1GNFK16K8RJ4,1,G,N,F,K,1,6,K,8,R,J,4,P,CHEV,K15,UT,94,17,0,,0,1315,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,12,6,2,12,0,0,0,0
27,270304,2,1,0,10,10,2,46,18,0,2,0,27,6,12,881,12881,63,1994,1FDZW82E9RVA,1,F,D,Z,W,8,2,E,9,R,V,A,T,FORD,L0F,TM,94,17,,8,2580,1500,CON,D,,0,57,419907,57419907,3,19,97,1,0,0,0,0,0,0,0,0,4,4,4,1,12,0,0,0,0
27,270329,2,1,0,13,11,17,25,8,0,2,0,27,6,48,34,48034,6,1997,4S3BG6856V76,4,S,3,B,G,6,8,5,6,V,7,6,P,SUBA,UKK,SW,97,17,3155,,0,1035,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,12,6,2,12,0,0,0,0
29,290128,2,2,1,23,3,10,30,45,0,4,0,0,0,84,881,84881,63,2005,1HTWDAARX5J0,1,H,T,W,D,A,A,R,X,5,J,0,T,INTL,740,CC,5,17,,8,0,0,70S,D,,0,57,01124373,5701124373,3,1,96,1,0,0,0,0,0,0,0,0,6,6,4,1,12,0,0,0,0
29,290169,2,1,0,6,4,0,2,14,0,3,0,29,6,87,881,87881,63,2006,1XPFDU9X66D8,1,X,P,F,D,U,9,X,6,6,D,8,T,PTRB,378,DS,6,17,,8,0,0,CON,D,,0,57,64180,5764180,3,2,6,1,0,0,0,0,0,0,0,0,11,11,4,4,12,0,0,0,0
29,290169,3,1,0,6,4,0,2,14,0,3,0,29,6,20,16,20016,4,2002,1G1JH52F3274,1,G,1,J,H,5,2,F,3,2,7,4,P,CHEV,CLP,4D,2,17,0,,0,1041,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,4,4,12,0,0,0,0
29,290169,4,1,0,6,4,0,2,14,0,3,0,29,6,54,32,54032,2,1994,JH4KA8272RC0,J,H,4,K,A,8,2,7,2,R,C,0,P,ACUR,LLS,CP,94,17,3433,,0,1114,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,4,4,12,0,0,0,0
29,290172,2,1,0,11,4,17,18,34,0,3,0,29,6,22,441,22441,20,1994,1GMDU06D7RT2,1,G,M,D,U,0,6,D,7,R,T,2,P,PONT,TSP,SV,94,17,3485,,0,1098,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,12,4,4,14,0,0,0,0
29,290172,3,1,0,11,4,17,18,34,0,3,0,29,6,22,18,22018,4,1999,1G2NE52T9XC5,1,G,2,N,E,5,2,T,9,X,C,5,P,PONT,GAS,4D,99,17,3102,,0,1071,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,10,10,6,2,14,0,0,0,0
29,290179,2,1,0,27,3,23,44,42,0,2,0,29,6,49,46,49046,4,2010,JTDKN3DU4A00,J,T,D,K,N,3,D,U,4,A,0,0,P,TOYT,PRI,4H,10,17,3042,,0,1063,,B,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,12,6,2,12,0,0,0,0
29,290179,3,1,0,27,3,23,44,42,0,2,0,29,6,49,40,49040,4,2003,4T1BE30K73U2,4,T,1,B,E,3,0,K,7,3,U,2,P,TOYT,UXS,4D,3,17,2993,,0,1071,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,12,6,2,54,0,0,0,0
29,290179,4,1,0,27,3,23,44,42,0,2,0,29,6,49,32,49032,4,2008,1NXBR32E38Z0,1,N,X,B,R,3,2,E,3,8,Z,0,P,TOYT,UCS,4D,8,17,2530,,0,1024,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,4,4,54,0,0,0,0
29,290237,2,1,0,15,5,5,6,14,0,2,0,29,6,24,1,24001,4,1994,1G8ZH5593RZ1,1,G,8,Z,H,5,5,9,3,R,Z,1,P,STRN,SL1,4D,94,17,2252,,0,1024,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,12,2,8,12,0,0,0,0
29,290330,2,1,0,2,7,1,0,14,0,3,0,0,6,73,705,73705,80,2006,JKBVFHA166B5,J,K,B,V,F,H,A,1,6,6,B,5,M,KAWK,V36,AT,6,17,,,,,,,362,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,3,12,0,0,0,0
29,290344,3,2,0,5,7,20,31,12,6,2,0,29,6,22,18,22018,4,2003,1G2NF52EX3C2,1,G,2,N,F,5,2,E,X,3,C,2,P,PONT,SE1,4D,3,17,3116,,0,1070,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,83,99,9,9,99,0,0,0,0
29,290344,4,2,0,5,7,20,31,12,6,2,0,29,6,12,481,12481,31,1997,1FTDX18W0VKB,1,F,T,D,X,1,8,W,0,V,K,B,T,FORD,F15,3C,97,17,,1,1570,1390,COF,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,61,99,9,9,99,0,0,0,0
29,290344,5,2,0,5,7,20,31,12,6,2,0,29,6,22,22,22022,4,2008,1G2ZG57N5841,1,G,2,Z,G,5,7,N,5,8,4,1,P,PONT,6BS,4D,8,17,3305,,0,1123,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,99,9,9,99,0,0,0,0
29,290344,6,2,0,5,7,20,31,12,6,2,0,29,6,6,51,6051,4,2004,2C3HE66G44H6,2,C,3,H,E,6,6,G,4,4,H,6,P,CHRY,30M,4D,4,17,3447,,0,1130,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,63,99,9,9,99,0,0,0,0
29,290344,7,2,0,5,7,20,31,12,6,2,0,29,6,42,48,42048,4,2007,WDBUF87X57B1,W,D,B,U,F,8,7,X,5,7,B,1,P,MERZ,ESM,4D,7,17,3740,,0,1124,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,99,9,9,99,0,0,0,0
29,290344,8,2,0,5,7,20,31,12,6,2,0,29,6,12,17,12017,6,2003,1FAHP58S23A2,1,F,A,H,P,5,8,S,2,3,A,2,P,FORD,TSE,SW,3,17,3502,,0,1085,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,63,99,9,9,99,0,0,0,0
29,290344,9,2,0,5,7,20,31,12,6,2,0,29,6,20,16,20016,4,2002,1G1JC124X272,1,G,1,J,C,1,2,4,X,2,7,2,P,CHEV,CAV,CP,2,17,2617,,0,1041,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,98,99,9,9,99,0,0,0,0
29,290440,2,1,0,16,8,5,15,14,0,2,0,92,6,20,481,20481,31,1998,1GCEK14R5WZ1,1,G,C,E,K,1,4,R,5,W,Z,1,T,CHEV,GK1,PK,98,17,,2,1315,1175,GM4,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,6,2,12,0,0,0,0
29,290464,2,1,1,25,8,21,5,14,0,2,0,29,6,12,881,12881,61,2008,1FDWF37578ED,1,F,D,W,F,3,7,5,7,8,E,D,T,FORD,F3D,CB,8,17,,3,1650,1410,DRW,G,,1,88,888888888,88888888888,2,2,98,1,0,0,0,0,0,0,0,0,6,6,2,1,12,0,0,0,0
29,290530,3,2,0,5,9,0,17,12,6,2,0,29,6,49,401,49401,14,1995,JT3VN39W2S80,J,T,3,V,N,3,9,W,2,S,8,0,P,TOYT,RUN,UT,95,17,4105,,0,1033,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,12,6,2,12,0,0,0,0
29,290580,2,1,0,1,10,7,47,14,0,2,0,20,6,98,806,98806,61,2009,5PVNV8JV894S,5,P,V,N,V,8,J,V,8,9,4,S,T,HINO,338,CC,9,17,,7,0,0,HIN,D,,0,77,777777777,77777777777,2,1,1,1,0,0,0,0,0,0,0,0,6,6,4,1,12,0,0,0,0
29,290603,2,1,1,9,10,18,0,33,0,2,0,29,6,20,9,20009,2,2010,2G1FK1EJXA91,2,G,1,F,K,1,E,J,X,A,9,1,P,CHEV,SSM,CP,10,17,3913,,0,1123,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,9,9,6,2,12,0,0,0,0
29,290693,2,1,1,21,11,5,22,45,0,4,0,92,0,12,881,12881,63,1995,1FTYY95W8SVA,1,F,T,Y,Y,9,5,W,8,S,V,A,T,FORD,TA9,TM,95,17,,8,2390,1430,COL,D,,0,57,399209,57399209,3,2,97,1,0,0,0,0,0,0,0,0,6,6,4,3,12,0,0,0,0
29,290694,2,1,1,21,11,6,2,14,0,2,0,29,6,12,37,12037,3,2002,3FAHP31322R2,3,F,A,H,P,3,1,3,2,2,R,2,P,FORD,FZX,3P,2,17,2598,,0,1030,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,6,2,12,0,0,0,1
29,290716,2,1,0,13,9,17,11,31,0,3,0,29,6,51,45,51045,4,2005,YV1TS5922513,Y,V,1,T,S,5,9,2,2,5,1,3,P,VOLV,S8F,4D,5,17,3737,,0,1099,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,6,2,14,0,0,0,0
29,290731,2,1,0,8,12,4,45,8,0,2,0,29,6,14,6,14006,4,1998,2MEFM74W0WX6,2,M,E,F,M,7,4,W,0,W,X,6,P,MERC,GMG,4D,98,17,3917,,0,1144,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,9,9,6,2,14,33,0,0,0
29,290735,2,1,0,9,12,12,25,30,0,3,0,29,6,63,37,63037,6,2010,KNDJT2A29A71,K,N,D,J,T,2,A,2,9,A,7,1,P,KIA,SOU,UT,10,17,2800,,0,1004,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,98,13,2,8,31,0,0,0,0
29,290735,3,1,0,9,12,12,25,30,0,3,0,29,6,49,482,49482,31,2004,5TBRT34194S4,5,T,B,R,T,3,4,1,9,4,S,4,T,TOYT,TT5,4C,4,17,,2,0,1283,TUN,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,98,12,2,1,14,0,0,0,0
29,290735,4,1,0,9,12,12,25,30,0,3,0,29,6,49,43,49043,4,1995,4T1GB11E6SU0,4,T,1,G,B,1,1,E,6,S,U,0,P,TOYT,UAS,4D,95,17,3265,,0,1071,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,98,13,2,1,14,0,0,0,0
29,290735,5,1,0,9,12,12,25,30,0,3,0,29,6,48,38,48038,4,1995,JF1GC6555SH5,J,F,1,G,C,6,5,5,5,S,H,5,P,SUBA,IX4,4D,95,17,2835,,0,992,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,98,11,2,1,14,0,0,0,0
29,290735,6,1,0,9,12,12,25,30,0,3,0,29,6,34,37,34037,4,1995,WBAGJ6324SDH,W,B,A,G,J,6,3,2,4,S,D,H,P,BMW,7IL,4D,95,17,4201,,0,1209,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,98,11,2,1,14,0,0,0,0
30,300035,3,2,0,29,4,15,45,12,6,3,0,30,6,7,482,7482,31,1996,1B7HF16YXTJ1,1,B,7,H,F,1,6,Y,X,T,J,1,T,DODG,150,PK,96,17,,2,1347,1187,RPC,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,12,4,4,12,0,0,0,0
31,310010,2,1,0,7,2,2,42,8,0,2,0,31,6,20,401,20401,14,1992,1GNEK18K9NJ3,1,G,N,E,K,1,8,K,9,N,J,3,T,CHEV,K1B,S2,92,17,,2,0,1115,K15,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,9,9,6,2,12,0,0,0,0
31,310013,2,1,1,14,2,11,50,14,0,2,0,31,6,7,18,7018,4,1992,1B3XC46R4ND8,1,B,3,X,C,4,6,R,4,N,D,8,P,DODG,DYN,4D,92,17,2893,,0,1045,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,6,2,12,0,0,0,1
31,310017,2,1,0,15,2,5,19,48,0,3,0,31,6,49,401,49401,14,1987,JT4RN62D9H01,J,T,4,R,N,6,2,D,9,H,0,1,P,TOYT,RUN,UT,87,17,4251,,0,1030,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,5,5,6,2,12,0,0,0,0
31,310101,2,1,0,29,7,2,0,14,0,2,0,0,6,99,999,99999,99,9999,999999999999,9,9,9,9,9,9,9,9,9,9,9,9,U,,,,9,17,,,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,12,6,2,12,0,0,0,0
31,310101,3,1,0,29,7,2,0,14,0,2,0,0,6,98,998,98998,93,2008,999999999999,9,9,9,9,9,9,9,9,9,9,9,9,U,,,,9,17,,,,,,,,0,99,999999999,99999999999,9,99,99,1,0,0,0,0,0,0,0,0,11,11,4,3,14,0,0,0,0
32,320029,3,2,0,18,2,10,25,12,6,2,0,32,6,12,481,12481,40,2006,1FDXF46P56EB,1,F,D,X,F,4,6,P,5,6,E,B,T,FORD,F4D,CB,6,17,,4,2000,1410,DRW,D,,0,88,888888888,88888888888,2,1,3,1,0,0,0,0,0,0,0,0,1,1,2,4,12,0,0,0,0
32,320132,2,1,0,3,8,21,47,43,0,3,0,32,6,12,461,12461,21,2003,1FTRE14283HA,1,F,T,R,E,1,4,2,8,3,H,A,T,FORD,15V,CG,3,17,,2,0,1380,VAN,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,12,2,4,12,0,0,0,0
32,320138,2,1,0,13,8,15,50,18,0,4,0,0,0,98,998,98998,93,9999,000000000000,0,0,0,0,0,0,0,0,0,0,0,0,U,,,,,17,,,,,,,,0,88,888888888,88888888888,2,19,96,1,0,0,0,0,0,0,0,0,6,6,6,9,12,0,0,0,0
32,320138,3,1,0,13,8,15,50,18,0,4,0,0,0,98,998,98998,93,9999,000000000000,0,0,0,0,0,0,0,0,0,0,0,0,U,,,,,17,,,,,,,,0,88,888888888,88888888888,2,19,96,1,0,0,0,0,0,0,0,0,6,6,2,1,12,0,0,0,0
32,320173,2,1,0,5,10,17,10,14,0,2,0,12,6,72,706,72706,80,2009,1HD1FF4179Y6,1,H,D,1,F,F,4,1,7,9,Y,6,M,HD,FHC,RS,9,17,,,,,,,1584,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,61,61,4,3,8,0,0,0,0
32,320173,3,1,0,5,10,17,10,14,0,2,0,6,6,72,706,72706,80,2009,1HD1FF4329Y6,1,H,D,1,F,F,4,3,2,9,Y,6,M,HD,FHC,RS,9,17,,,,,,,1584,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,61,61,4,3,14,0,0,0,0
32,320173,4,1,0,5,10,17,10,14,0,2,0,6,6,72,706,72706,80,2008,1HD1FF4398Y6,1,H,D,1,F,F,4,3,9,8,Y,6,M,HD,FHC,RS,8,17,,,,,,,1584,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,61,61,4,3,12,0,0,0,0
32,320173,5,1,0,5,10,17,10,14,0,2,0,6,6,72,706,72706,80,2009,1HD1FF4319Y6,1,H,D,1,F,F,4,3,1,9,Y,6,M,HD,FHC,RS,9,17,,,,,,,1584,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,61,61,4,3,12,0,0,0,0
32,320173,6,1,0,5,10,17,10,14,0,2,0,12,6,72,706,72706,80,2010,1HD1FC419AB6,1,H,D,1,F,C,4,1,9,A,B,6,M,HD,FTU,RS,10,17,,,,,,,1584,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,61,61,4,3,14,0,0,0,0
32,320232,2,1,0,29,12,9,57,14,0,2,0,32,6,52,37,52037,2,2003,4A3AC34G23E0,4,A,3,A,C,3,4,G,2,3,E,0,P,MITS,ERS,2H,3,17,2822,,0,1008,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,6,2,12,0,0,0,0
34,340010,1,1,2,11,1,13,7,8,0,2,0,34,6,20,20,20020,6,1995,1GNDU06D2ST1,1,G,N,D,U,0,6,D,2,S,T,1,P,CHEV,L/M,SV,95,17,3516,,0,1098,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,6,2,54,0,0,0,0
34,340010,2,1,0,11,1,13,7,8,0,2,0,34,6,12,481,12481,31,2004,1FDNX20L94ED,1,F,D,N,X,2,0,L,9,4,E,D,T,FORD,F2S,4C,4,17,,2,1580,1418,SRW,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,8,0,0,6,6,6,2,14,40,0,0,0
34,340055,2,1,0,18,2,5,15,8,0,2,0,34,6,23,881,23881,61,2008,1GDE5V1978F4,1,G,D,E,5,V,1,9,7,8,F,4,T,GMC,C5V,YY,8,17,,5,2590,1660,C55,D,,0,88,888888888,88888888888,2,1,1,1,0,0,0,0,0,0,0,0,7,7,2,1,12,0,0,0,0
34,340055,3,1,0,18,2,5,15,8,0,2,0,34,6,49,51,49051,3,2007,JTDJT9234751,J,T,D,J,T,9,2,3,4,7,5,1,P,TOYT,YAR,2H,7,17,2290,,0,969,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,9,9,2,4,12,0,0,0,0
34,340055,4,1,0,18,2,5,15,8,0,2,0,34,6,37,31,37031,4,2008,1HGFA16508L0,1,H,G,F,A,1,6,5,0,8,L,0,P,HOND,UCL,4D,8,17,2751,,0,1063,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,9,9,2,4,12,0,0,0,0
34,340069,3,2,0,6,3,12,58,12,6,3,0,34,6,7,442,7442,20,2005,1D4GP24R35B2,1,D,4,G,P,2,4,R,3,5,B,2,P,DODG,CAR,SV,5,17,3867,,0,1193,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,9,3,9,4,54,0,0,0,0
