STATE,ST_CASE,VEH_NO,PVE_Forms,PNUMOCCS,PDAY,PMONTH,PHOUR,PMINUTE,PHARM_EV,PMAN_COLL,PTYPE,PHIT_RUN,PREG_STAT,POWNER,PMAKE,PMODEL,PMAK_MOD,PBODYTYP,PMODYEAR,PVIN,PVIN_1,PVIN_2,PVIN_3,PVIN_4,PVIN_5,PVIN_6,PVIN_7,PVIN_8,PVIN_9,PVIN_10,PVIN_11,PVIN_12,PVINTYPE,PVINMAKE,PVINA_MOD,PVIN_BT,PVINMODYR,PVIN_LNGT,PVIN_WGT,PWGTCD_TR,PWHLBS_LG,PWHLBS_SH,PSER_TR,PFUECODE,PMCYCL_DS,PTRAILER,PMCARR_I1,PMCARR_I2,PMCARR_ID,PGVWR,PV_CONFIG,PCARGTYP,PHAZ_INV,PHAZPLAC,PHAZ_ID,PHAZ_CNO,PHAZ_REL,PBUS_USE,PSP_USE,PEM_USE,PUNDERIDE,PIMPACT1,PIMPACT2,PVEH_SEV,PTOWED,PM_HARM,PVEH_SC1,PVEH_SC2,PFIRE,PDEATHS
9,90186,2,1,3,16,10,2,26,8,0,3,0,9,6,30,46,30046,4,2002,WVWPD63B02P0,W,V,W,P,D,6,3,B,0,2,P,0,P,VOLK,PGS,4D,2,17,3099,,0,1064,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,61,61,4,3,12,0,0,0,0
9,90197,2,1,0,30,10,14,39,33,0,3,0,9,6,35,471,35471,30,1992,1N6SD16S5NC3,1,N,6,S,D,1,6,S,5,N,C,3,T,NISS,KNG,PC,92,17,,1,0,1161,TRK,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,10,10,4,1,12,0,0,0,0
9,90204,2,2,0,28,8,2,33,8,0,2,0,9,6,48,34,48034,6,1999,4S3BK4351X73,4,S,3,B,K,4,3,5,1,X,7,3,P,SUBA,U4A,SW,99,17,2975,,0,1035,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,11,11,4,3,14,0,0,0,0
9,90207,2,1,0,25,10,11,0,14,0,3,0,9,6,12,401,12401,14,1999,1FMZU34E1XZB,1,F,M,Z,U,3,4,E,1,X,Z,B,P,FORD,EPR,UT,99,17,4128,,0,1116,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,3,3,6,2,12,0,0,0,0
9,90243,2,1,0,14,1,14,35,8,0,3,0,9,6,23,471,23471,30,2002,1GTDT19W9281,1,G,T,D,T,1,9,W,9,2,8,1,T,GMC,SON,3C,2,17,,1,0,1229,SON,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,6,2,12,0,0,0,0
9,90290,2,1,0,3,10,21,38,14,0,2,0,9,6,12,881,12881,61,1999,1FDWF37L2XEC,1,F,D,W,F,3,7,L,2,X,E,C,T,FORD,F3D,CB,99,17,,3,1650,1410,DRW,G,,0,77,777777777,77777777777,2,1,4,1,0,0,0,0,0,0,0,0,6,6,4,4,12,0,0,0,0
9,90295,4,3,0,10,8,18,11,12,1,2,0,9,6,18,10,18010,2,1979,4J47Y9G16222,4,J,4,7,Y,9,G,1,6,2,2,2,P,,,,,,,,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,61,61,4,4,12,0,0,0,0
10,100042,2,1,0,14,6,17,57,26,0,3,0,10,6,34,34,34034,4,1999,WBAAM5330XFR,W,B,A,A,M,5,3,3,0,X,F,R,P,BMW,8IA,4D,99,17,3197,,0,1073,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,12,6,2,12,0,0,0,0
10,100042,3,1,0,14,6,17,57,26,0,3,0,10,6,69,54,69054,3,2005,WMWRE33545TG,W,M,W,R,E,3,3,5,4,5,T,G,P,MNNI,COS,2H,5,17,2679,,0,971,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,12,6,2,12,0,0,0,0
11,110002,2,1,0,16,1,2,7,8,0,2,0,11,6,14,6,14006,4,1995,2MELM75W6SX6,2,M,E,L,M,7,5,W,6,S,X,6,P,MERC,MGL,4D,95,17,3796,,0,1144,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,12,6,2,12,0,0,0,0
11,110021,2,1,0,7,10,1,34,8,0,2,0,24,6,42,43,42043,4,2008,WDDNG77X38A2,W,D,D,N,G,7,7,X,3,8,A,2,P,MERZ,S63,4D,8,17,5035,,0,1246,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,61,61,2,4,12,0,0,0,0
11,110021,3,1,0,7,10,1,34,8,0,2,0,51,6,37,32,37032,2,2003,1HGCM826X3A0,1,H,G,C,M,8,2,6,X,3,A,0,P,HOND,UEX,CP,3,17,3047,,0,1051,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,61,63,2,4,16,0,0,0,0
12,120004,2,1,0,1,1,6,45,46,0,3,0,12,6,9,442,9442,20,2000,2P4GP2532YR5,2,P,4,G,P,2,5,3,2,Y,R,5,P,PLYM,VOF,SV,0,17,3432,,0,1133,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,9,9,4,1,12,0,0,0,0
12,120004,3,1,0,1,1,6,45,46,0,3,0,12,6,2,404,2404,14,1994,1J4FT78S1RL1,1,J,4,F,T,7,8,S,1,R,L,1,T,JEEP,CTY,4W,94,17,,1,0,1014,CHK,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,4,1,12,0,0,0,0
12,120026,2,1,0,9,1,0,58,33,0,3,0,12,6,20,37,20037,4,1998,1G1ND52MXW62,1,G,1,N,D,5,2,M,X,W,6,2,P,CHEV,MAL,4D,98,17,3100,,0,1070,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,13,13,4,9,54,0,0,0,0
12,120139,2,1,0,3,2,11,54,14,0,3,0,12,6,20,441,20441,20,1999,1GNDM19W8XB1,1,G,N,D,M,1,9,W,8,X,B,1,T,CHEV,AST,ES,99,17,,1,0,1112,AST,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,1,1,4,8,12,0,0,0,0
12,120158,2,1,0,8,2,4,15,14,0,3,0,12,6,86,881,86881,66,1997,1M1AA18Y8VW0,1,M,1,A,A,1,8,Y,8,V,W,0,T,MACK,CH6,DS,97,17,,8,0,0,600,D,,1,77,777777777,77777777777,3,6,1,1,0,0,0,0,0,0,0,0,6,6,4,1,12,0,0,0,0
12,120267,2,1,0,21,2,1,25,43,0,3,0,12,6,20,16,20016,4,1998,1G1JF52T1W71,1,G,1,J,F,5,2,T,1,W,7,1,P,CHEV,CAS,4D,98,17,2729,,0,1041,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,12,4,1,12,0,0,0,0
12,120353,2,1,0,19,3,3,19,53,0,3,0,12,6,84,881,84881,66,1996,2HSFHASR7TC0,2,H,S,F,H,A,S,R,7,T,C,0,T,INTL,940,TM,96,17,,8,2340,1600,90S,D,,0,77,777777777,77777777777,3,5,96,1,0,0,0,0,0,0,0,0,11,11,6,2,12,0,0,0,0
12,120403,2,1,0,27,3,5,0,14,0,2,0,12,6,86,881,86881,66,1993,1M1AA13Y9PW0,1,M,1,A,A,1,3,Y,9,P,W,0,T,MACK,CH6,DS,93,17,,8,0,0,600,D,,1,77,777777777,77777777777,3,6,1,1,0,0,0,0,0,0,0,0,6,6,6,2,12,0,0,0,0
12,120417,2,1,0,25,3,21,20,53,0,3,0,12,6,20,2,20002,4,2006,2G1WB58K0692,2,G,1,W,B,5,8,K,0,6,9,2,P,CHEV,IPL,4D,6,17,3477,,0,1105,,F,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,4,1,54,0,0,0,0
12,120511,2,1,2,13,4,1,39,14,0,2,0,12,6,82,881,82881,66,2000,1FUPCSEB6YDB,1,F,U,P,C,S,E,B,6,Y,D,B,T,FRHT,FLD,DS,0,17,,8,0,0,CON,D,,1,77,777777777,77777777777,3,6,1,1,0,0,0,0,0,0,0,0,6,6,4,1,12,0,0,0,0
12,120521,3,2,0,4,4,3,3,12,6,3,0,12,6,12,481,12481,31,1986,1FTCF15N1GNA,1,F,T,C,F,1,5,N,1,G,N,A,T,FORD,F15,PK,86,17,,1,1330,1170,COF,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,9,61,9,9,12,0,0,0,0
12,120575,4,3,0,9,3,13,35,12,6,3,0,12,6,59,31,59031,4,2007,JTHBJ46G0721,J,T,H,B,J,4,6,G,0,7,2,1,P,LEXS,E35,4D,7,17,3600,,0,1093,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,8,8,4,1,12,0,0,0,0
12,120583,5,4,0,21,3,12,17,12,1,3,0,12,6,13,1,13001,4,2003,1LNHM82W23Y6,1,L,N,H,M,8,2,W,2,3,Y,6,P,LINC,SIG,4D,3,17,4156,,0,1177,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,9,81,6,2,12,0,0,0,0
12,120583,6,4,0,21,3,12,17,12,1,3,0,12,6,37,441,37441,20,2008,5FNRL38268B0,5,F,N,R,L,3,8,2,6,8,B,0,P,HOND,UDY,SV,8,17,4385,,0,1181,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,4,3,12,0,0,0,0
12,120584,3,2,0,8,4,20,46,12,2,3,0,12,6,42,31,42031,4,1987,WDBEA30D2HA3,W,D,B,E,A,3,0,D,2,H,A,3,P,MERZ,30E,4D,87,17,3110,,0,1102,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,12,6,2,12,0,0,0,0
12,120584,4,2,0,8,4,20,46,12,2,3,0,12,6,63,33,63033,4,2001,KNAFB1614150,K,N,A,F,B,1,6,1,4,1,5,0,P,KIA,SSX,4H,1,17,2560,,0,1008,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,81,81,6,9,12,0,0,0,0
12,120634,2,1,0,31,3,16,6,59,0,3,0,12,6,20,481,20481,31,2004,1GCEC14V04Z2,1,G,C,E,C,1,4,V,0,4,Z,2,T,CHEV,SC1,PK,4,17,,2,1330,1190,SIL,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,4,1,12,0,0,0,0
12,120646,2,2,1,26,4,15,35,14,0,3,0,12,6,12,461,12461,21,1992,1FTJS34H5NHA,1,F,T,J,S,3,4,H,5,N,H,A,T,FORD,S3V,EC,92,17,,2,0,1380,CVS,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,7,7,6,2,12,0,0,0,0
12,120692,2,2,0,4,5,21,24,14,0,2,0,12,6,12,481,12481,31,1994,1FDKF37H7RNB,1,F,D,K,F,3,7,H,7,R,N,B,T,FORD,F35,CB,94,17,,3,1610,1330,COF,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,6,2,12,0,0,0,0
12,120710,2,1,0,7,5,0,21,14,0,3,0,99,6,42,31,42031,4,1995,WDBEB31E7SC2,W,D,B,E,B,3,1,E,7,S,C,2,P,MERZ,EDS,4D,95,17,3330,,0,1102,,D,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,4,4,4,9,12,0,0,0,0
12,120719,2,1,0,9,5,23,0,8,0,2,0,12,6,84,881,84881,62,1996,1HTSCABM7TH2,1,H,T,S,C,A,B,M,7,T,H,2,T,INTL,470,CC,96,17,,6,2540,1280,40S,D,,0,77,777777777,77777777777,2,1,3,1,0,0,0,0,0,0,0,0,11,11,2,3,12,0,0,0,0
12,120763,3,2,0,28,4,13,8,12,6,3,0,12,6,37,31,37031,3,1992,2HGEH2369NH5,2,H,G,E,H,2,3,6,9,N,H,5,P,HOND,UCX,2H,92,17,2094,,0,1013,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,9,9,6,9,12,0,0,0,0
12,120763,4,2,0,28,4,13,8,12,6,3,0,12,6,35,47,35047,4,1997,1N4BU31D0VC1,1,N,4,B,U,3,1,D,0,V,C,1,P,NISS,AGS,4D,97,17,2756,,0,1031,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,10,10,6,9,12,0,0,0,0
12,120769,2,1,1,15,5,20,34,14,0,2,0,12,6,12,16,12016,4,2006,2FAHP71W26X1,2,F,A,H,P,7,1,W,2,6,X,1,P,FORD,CVP,4D,6,17,0,,0,1147,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,6,2,2,0,0,1,1
12,120775,2,1,0,17,5,17,50,14,0,3,0,12,6,12,471,12471,30,1995,1FTCR10A4SUA,1,F,T,C,R,1,0,A,4,S,U,A,T,FORD,RNG,PK,95,17,,1,1140,1080,RNG,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,6,2,12,0,0,0,0
12,120776,2,1,1,18,5,21,16,14,0,3,0,12,6,12,880,12880,67,2002,1FTWW32F42EA,1,F,T,W,W,3,2,F,4,2,E,A,T,FORD,F3D,CW,2,17,,3,1720,1560,DRW,D,,0,77,777777777,77777777777,2,1,96,1,0,0,0,0,0,0,0,0,6,6,4,3,14,0,0,0,0
12,120928,2,1,0,24,3,12,47,30,0,3,0,12,6,34,35,34035,4,1989,WBAHC2309KBE,W,B,A,H,C,2,3,0,9,K,B,E,P,BMW,A52,4D,89,17,3395,,0,1087,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,10,10,6,2,12,0,0,0,0
12,120947,2,1,1,13,6,1,47,14,0,3,0,25,6,37,31,37031,2,1994,2HGEJ2228RH5,2,H,G,E,J,2,2,2,8,R,H,5,P,HOND,CID,CP,94,17,2168,,0,1032,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,7,7,6,2,12,0,0,0,0
12,120947,3,1,0,13,6,1,47,14,0,3,0,12,6,37,31,37031,3,1999,2HGEJ6326XH1,2,H,G,E,J,6,3,2,6,X,H,1,P,HOND,UCC,2H,99,17,2359,,0,1032,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,6,2,12,0,0,0,0
12,120971,2,1,0,12,4,6,28,8,0,2,0,12,6,86,882,86882,63,1999,1M2K195C0XM0,1,M,2,K,1,9,5,C,0,X,M,0,T,MACK,MR6,TL,99,17,,8,0,0,600,D,,0,77,777777777,77777777777,3,2,7,1,0,0,0,0,0,0,0,0,6,6,6,2,12,0,0,0,0
12,120996,4,3,3,5,6,11,27,12,6,3,0,12,6,35,47,35047,4,2005,1N4AL11D35C1,1,N,4,A,L,1,1,D,3,5,C,1,P,NISS,ASL,4D,5,17,2915,,0,1102,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,13,13,4,3,12,0,0,0,0
12,121037,3,2,0,14,6,18,30,12,6,3,0,12,6,18,7,18007,4,1995,1G4AG55M9S64,1,G,4,A,G,5,5,M,9,S,6,4,P,BUIC,CSP,4D,95,17,2986,,0,1049,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,10,10,4,3,12,0,0,0,0
12,121037,4,2,0,14,6,18,30,12,6,3,0,12,6,20,399,20399,9,1979,CCL189F16413,C,C,L,1,8,9,F,1,6,4,1,3,P,,,,,,,,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,3,3,4,3,12,0,0,0,0
12,121043,2,1,0,22,6,22,22,14,0,3,0,12,6,82,881,82881,66,1989,1FUYZLYB9KH4,1,F,U,Y,Z,L,Y,B,9,K,H,4,T,FRHT,FC1,DS,89,17,,8,0,0,CON,D,,1,77,777777777,77777777777,3,6,1,1,0,0,0,0,0,0,0,0,9,9,6,2,12,0,0,0,0
12,121139,4,3,0,16,4,15,4,12,6,3,0,12,6,6,441,6441,20,1996,1C4GP64L4TB4,1,C,4,G,P,6,4,L,4,T,B,4,P,CHRY,TWC,SV,96,17,4051,,0,1193,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,13,6,9,12,0,0,0,0
12,121139,5,3,0,16,4,15,4,12,6,3,0,12,6,12,17,12017,4,2005,1FAFP53U05A2,1,F,A,F,P,5,3,U,0,5,A,2,P,FORD,TSE,4D,5,17,3306,,0,1085,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,1,82,6,9,54,0,0,0,0
12,121139,6,3,0,16,4,15,4,12,6,3,0,12,6,13,1,13001,4,1994,1LNLM81W1RY7,1,L,N,L,M,8,1,W,1,R,Y,7,P,LINC,EXC,4D,94,17,4039,,0,1174,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,81,81,6,9,54,0,0,0,0
12,121139,7,3,0,16,4,15,4,12,6,3,0,12,6,12,401,12401,14,1998,1FMZU32P5WZC,1,F,M,Z,U,3,2,P,5,W,Z,C,P,FORD,EPR,UT,98,17,3911,,0,1115,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,81,81,6,9,54,0,0,0,0
12,121246,3,2,0,2,3,18,43,12,7,3,0,27,6,82,883,82883,66,2006,1FUJA6CV16LW,1,F,U,J,A,6,C,V,1,6,L,W,T,FRHT,COL,DS,6,17,,8,0,0,CON,D,,0,27,070851,27070851,3,5,96,1,0,0,0,0,0,0,0,0,9,9,4,9,12,0,0,0,0
12,121246,4,2,0,2,3,18,43,12,7,3,0,12,6,20,482,20482,31,2002,3GNEK13T52G1,3,G,N,E,K,1,3,T,5,2,G,1,T,CHEV,KAV,CW,2,17,,2,0,1300,AVL,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,3,3,4,1,12,0,0,0,0
12,121284,3,2,1,18,7,12,0,12,1,3,0,12,6,12,481,12481,31,1997,1FTDF172XVNA,1,F,T,D,F,1,7,2,X,V,N,A,T,FORD,F15,PK,97,17,,1,1390,1200,COF,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,4,4,4,4,12,0,0,0,0
12,121328,3,2,0,23,6,22,35,12,6,2,0,12,6,35,472,35472,32,2005,1N6AD06U45C4,1,N,6,A,D,0,6,U,4,5,C,4,T,NISS,KEO,PC,5,17,,1,0,1259,FRT,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,6,2,12,0,0,0,0
12,121348,2,1,0,22,7,19,15,14,0,3,0,12,6,12,401,12401,14,1998,1FMRU1767WLB,1,F,M,R,U,1,7,6,7,W,L,B,P,FORD,EPT,UT,98,17,4808,,0,1190,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,1,6,9,12,0,0,0,0
12,121348,3,1,0,22,7,19,15,14,0,3,0,12,6,35,47,35047,4,2006,1N4AL11D66C2,1,N,4,A,L,1,1,D,6,6,C,2,P,NISS,ASL,4D,6,17,2915,,0,1102,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,7,7,4,9,12,0,0,0,0
12,121424,2,1,0,1,8,18,48,14,0,2,0,12,6,84,881,84881,62,2007,1HTMMAAM17H3,1,H,T,M,M,A,A,M,1,7,H,3,T,INTL,430,CC,7,17,,6,0,0,40S,D,,0,18,327574,18327574,2,1,1,1,0,0,0,0,0,0,0,0,11,11,4,3,14,0,0,0,0
12,121441,3,2,0,30,8,11,45,12,6,2,0,12,6,41,402,41402,14,2008,4F2CZ02Z08KM,4,F,2,C,Z,0,2,Z,0,8,K,M,P,MAZD,TRI,UT,8,17,3233,,0,1031,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,9,9,4,9,12,0,0,0,0
12,121517,3,2,0,20,9,13,1,12,7,2,0,28,6,84,881,84881,66,2006,3HSCNAPR66N2,3,H,S,C,N,A,P,R,6,6,N,2,T,INTL,94I,DS,6,17,,8,0,0,940,D,,1,77,777777777,77777777777,3,6,1,1,0,0,0,0,0,0,0,0,6,6,4,3,12,0,0,0,0
12,121613,2,1,0,2,10,0,58,1,0,3,0,12,6,7,482,7482,31,1999,3B7HC13Z7XG2,3,B,7,H,C,1,3,Z,7,X,G,2,T,DODG,Q15,4C,99,17,,2,1547,1387,RPC,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,10,10,4,3,12,0,0,0,0
12,121613,3,1,0,2,10,0,58,1,0,3,0,12,6,41,37,41037,4,1994,1YVGE22C2R51,1,Y,V,G,E,2,2,C,2,R,5,1,P,MAZD,UDL,4D,94,17,2637,,0,1028,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,10,10,4,1,12,0,0,0,0
12,121739,2,1,0,24,10,4,12,38,0,3,0,12,6,31,31,31031,2,1989,ZARBA5567K10,Z,A,R,B,A,5,5,6,7,K,1,0,P,ALFA,SPQ,RD,89,17,2558,,0,886,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,4,9,12,0,0,0,0
12,121739,3,1,0,24,10,4,12,38,0,3,0,12,6,35,473,35473,31,2004,1N6AA07AX4N5,1,N,6,A,A,0,7,A,X,4,N,5,T,NISS,TXS,CW,4,17,,2,0,1398,TTN,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,12,4,9,12,0,0,0,0
12,121739,4,1,0,24,10,4,12,38,0,3,0,12,6,42,43,42043,2,2005,WDBSK74F75F0,W,D,B,S,K,7,4,F,7,5,F,0,P,MERZ,S5K,RD,5,17,4235,,0,1008,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,61,61,4,9,12,0,0,0,0
12,121739,5,1,0,24,10,4,12,38,0,3,0,92,6,98,398,98398,4,2010,5ASGRGA46AF0,5,A,S,G,R,G,A,4,6,A,F,0,P,GEM,GE4,4D,10,17,1290,,0,1020,,E,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,12,4,9,12,0,0,0,0
12,121750,2,1,0,1,10,7,52,8,0,3,0,12,6,19,3,19003,4,1998,1G6KE54Y8WU7,1,G,6,K,E,5,4,Y,8,W,U,7,P,CADI,DDE,4D,98,17,4052,,0,1138,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,7,7,4,1,12,0,0,0,0
12,121750,3,1,0,1,10,7,52,8,0,3,0,12,6,7,472,7472,30,2005,1D7HE28K65S3,1,D,7,H,E,2,8,K,6,5,S,3,T,DODG,QST,CW,5,17,,2,0,1309,DAK,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,7,7,4,1,12,0,0,0,0
12,121839,2,1,0,28,8,1,9,14,0,2,0,12,6,22,20,22020,4,1998,1G2WP5212WF2,1,G,2,W,P,5,2,1,2,W,F,2,P,PONT,GTP,4D,98,17,3414,,0,1105,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,4,4,14,0,0,0,0
12,121863,2,1,0,5,11,19,40,53,0,3,0,12,6,20,481,20481,31,2005,1GCEK19V95E2,1,G,C,E,K,1,9,V,9,5,E,2,T,CHEV,SK1,4C,5,17,,2,1575,1435,SIL,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,8,8,4,1,12,0,0,0,0
12,121863,3,1,0,5,11,19,40,53,0,3,0,12,6,9,442,9442,20,1998,2P4GP4436WR5,2,P,4,G,P,4,4,3,6,W,R,5,P,PLYM,VOF,SV,98,17,3675,,0,1193,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,3,3,4,1,12,0,0,0,0
12,121945,2,1,0,16,11,20,33,14,0,2,0,12,6,12,401,12401,14,2000,1FMZU62X9YUB,1,F,M,Z,U,6,2,X,9,Y,U,B,P,FORD,EPR,UT,0,17,3865,,0,1116,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,6,2,12,0,0,0,0
12,122013,2,1,1,11,11,23,16,14,0,2,0,12,6,19,3,19003,4,1996,1G6DW52PXTR7,1,G,6,D,W,5,2,P,X,T,R,7,P,CADI,FLB,4D,96,17,4324,,0,1215,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,6,2,14,0,0,0,1
12,122057,2,1,0,3,12,13,40,14,0,2,0,12,6,6,43,6043,1,1996,3C3EL45XXTT3,3,C,3,E,L,4,5,X,X,T,T,3,P,CHRY,SJX,CV,96,17,3262,,0,1060,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,6,2,12,0,0,0,0
12,122097,2,1,0,17,12,21,15,14,0,2,0,12,6,35,443,35443,20,1993,4N2DN11W2PD8,4,N,2,D,N,1,1,W,2,P,D,8,P,NISS,QST,SV,93,17,3783,,0,1122,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,10,10,6,2,14,0,0,0,0
12,122132,2,1,0,16,12,15,20,34,0,3,0,12,6,6,441,6441,20,2000,1C4GP64L0YB6,1,C,4,G,P,6,4,L,0,Y,B,6,P,CHRY,TWC,SV,0,17,4085,,0,1193,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,12,4,4,14,0,0,0,0
12,122137,2,1,0,20,12,4,50,14,0,2,0,12,6,30,40,30040,4,1999,3VWSA29M3XM0,3,V,W,S,A,2,9,M,3,X,M,0,P,VOLK,JGS,4D,99,17,2775,,0,989,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,8,8,6,2,14,0,0,0,0
12,122140,2,1,0,24,12,14,32,14,0,2,0,12,6,49,32,49032,4,1993,1NXAE04EXPZ1,1,N,X,A,E,0,4,E,X,P,Z,1,P,TOYT,COA,4D,93,17,2304,,0,957,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,8,8,4,1,14,0,0,0,0
12,122207,2,1,0,22,5,9,7,14,0,3,0,12,6,12,461,12461,21,1996,1FTJS34H0THA,1,F,T,J,S,3,4,H,0,T,H,A,T,FORD,S3V,EC,96,17,,2,0,1380,CVS,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,10,10,4,9,12,0,0,0,0
12,122207,3,1,0,22,5,9,7,14,0,3,0,12,6,20,2,20002,4,2000,2G1WF55E0Y91,2,G,1,W,F,5,5,E,0,Y,9,1,P,CHEV,IMP,4D,0,17,3389,,0,1110,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,10,10,4,4,12,0,0,0,0
12,122221,2,1,0,30,11,3,20,1,0,3,0,12,6,20,473,20473,30,2008,1GCCS1497881,1,G,C,C,S,1,4,9,7,8,8,1,T,CHEV,RDO,PK,8,17,,1,0,1113,CAL,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,13,13,4,4,14,0,0,0,0
12,122317,2,1,0,3,11,8,54,39,0,3,0,28,6,85,881,85881,66,2006,1XKDD09X26J1,1,X,K,D,D,0,9,X,2,6,J,1,T,KW,T80,DS,6,17,,8,2600,1600,CON,D,,1,77,777777777,77777777777,3,6,3,1,0,0,0,0,0,0,0,0,6,6,0,1,14,0,0,0,0
12,122323,2,1,0,12,12,10,30,38,0,3,0,12,6,20,2,20002,4,2010,2G1WD5EM0A11,2,G,1,W,D,5,E,M,0,A,1,1,P,CHEV,I/P,4D,10,17,0,,0,1105,,F,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,4,5,6,2,14,0,0,0,0
