YEAR,STATE,ST_CASE,COUNTY,FATALS,A_CRAINJ,A_REGION,A_RU,A_INTER,A_RELRD,A_INTSEC,A_ROADFC,A_JUNC,A_MANCOL,A_TOD,A_DOW,A_CT,A_LT,A_MC,A_SPCRA,A_PED,A_PEDAL,A_ROLL,A_POLPUR,A_POSBAC,A_D15_19,A_D16_19,A_D15_20,A_D16_20,A_D65PLS,A_D21_24,A_D16_24,A_RD,A_HR,A_DIST,A_DROWSY,BIA,SPJ_INDIAN,INDIAN_RES
2011,1,10036,125,1,1,4,1,2,1,2,5,2,5,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,0,0,0
2011,1,10037,61,1,1,4,1,2,4,2,4,2,1,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2011,1,10038,1,1,1,4,2,2,1,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,0,0,0
2011,1,10039,61,1,1,4,1,2,4,2,5,2,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,0,0,0
2011,1,10040,43,1,1,4,1,2,1,1,3,1,4,2,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2011,1,10041,71,1,1,4,1,2,1,2,3,2,1,2,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,0,0,0
2011,1,10042,59,1,1,4,1,2,1,2,3,3,4,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
2011,1,10043,89,1,1,4,2,2,1,1,5,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2011,1,10044,47,1,1,4,1,2,1,2,3,2,3,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
2011,1,10045,97,1,1,4,2,2,1,2,2,2,1,2,1,3,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,0,0,0
2011,1,10046,73,1,1,4,2,1,4,2,1,2,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,0,0,0
2011,1,10047,95,1,1,4,1,2,1,2,4,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,0,0
2011,1,10048,41,1,1,4,1,2,4,2,5,2,1,2,2,1,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2011,1,10049,73,1,1,4,2,1,4,2,1,2,1,2,1,1,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,1,2,2,2,0,0,0
2011,1,10050,73,1,1,4,2,2,4,2,6,2,1,1,1,1,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
2011,1,10051,73,1,1,4,2,2,1,2,4,2,2,1,1,2,1,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2011,1,10052,117,1,1,4,2,2,1,2,4,2,3,1,1,3,2,2,2,2,2,2,2,3,1,1,1,1,1,2,1,1,2,2,2,0,0,0
2011,1,10053,131,1,1,4,1,2,4,2,4,2,1,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2011,1,10054,115,2,1,4,1,2,1,2,3,2,4,1,1,2,2,2,1,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2011,1,10055,73,1,1,4,2,1,3,2,1,2,1,2,1,1,2,2,1,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2011,1,10056,77,2,1,4,1,2,1,2,5,2,4,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
2011,1,10057,119,1,1,4,1,1,4,2,1,2,1,2,1,1,2,2,1,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2011,1,10058,79,1,1,4,1,2,4,2,6,2,1,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2011,1,10059,37,1,1,4,1,2,1,2,4,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,2,2,2,0,0,0
2011,1,10060,3,1,1,4,1,2,1,1,3,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,0,0,0
2011,1,10061,85,1,1,4,1,2,4,2,5,2,1,2,2,1,2,2,1,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2011,1,10062,5,2,1,4,1,2,1,2,5,2,3,1,1,3,2,2,1,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2011,1,10063,97,1,1,4,2,2,4,2,4,2,1,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2011,1,10064,3,1,1,4,1,2,1,2,6,3,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2011,1,10065,115,1,1,4,1,2,1,2,5,2,3,1,1,3,2,2,1,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
2011,1,10066,83,1,1,4,2,2,4,2,2,2,1,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,0,0,0
2011,1,10067,67,1,1,4,1,2,4,2,6,2,1,1,1,1,2,2,1,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,0,0,0
2011,1,10068,71,1,1,4,1,2,4,2,6,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2011,1,10069,71,1,1,4,1,2,4,2,4,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2011,1,10070,81,1,1,4,1,2,4,2,5,2,1,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2011,1,10071,89,1,1,4,2,2,1,2,5,2,3,2,2,2,2,2,1,2,2,2,2,3,1,1,1,1,2,2,1,1,2,1,2,0,0,0
2011,1,10072,119,2,1,4,1,2,4,2,5,2,1,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2011,1,10073,57,2,1,4,1,2,1,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,0,0
2011,1,10074,35,1,1,4,1,2,1,2,5,2,2,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2011,1,10075,133,1,1,4,1,2,4,2,3,2,1,1,1,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2011,1,10076,89,1,1,4,2,2,1,2,2,2,1,2,2,1,2,2,1,2,2,1,2,3,1,1,1,1,2,2,1,1,2,2,2,0,0,0
2011,1,10077,101,1,1,4,2,2,1,2,2,3,4,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,0,0,0
2011,1,10078,95,1,1,4,1,2,1,2,3,2,1,1,2,1,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2011,1,10079,97,1,1,4,2,1,4,2,1,2,1,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2011,1,10080,73,1,1,4,2,2,4,2,4,2,1,1,2,1,2,2,2,2,2,1,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
2011,1,10081,125,1,1,4,2,2,4,2,4,2,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2011,1,10082,97,1,1,4,1,2,1,2,5,3,5,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,0,0
2011,1,10083,73,1,1,4,2,2,1,2,2,2,2,1,1,3,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
2011,1,10084,55,1,1,4,1,2,1,1,5,1,2,1,1,3,2,2,2,2,2,1,2,3,1,1,1,1,2,2,1,2,2,2,2,0,0,0
2011,1,10085,123,1,1,4,1,2,4,2,6,2,1,1,2,1,2,1,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
2011,1,10086,113,1,1,4,1,2,1,1,5,1,4,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2011,1,10087,53,2,1,4,1,2,1,1,4,1,4,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2011,1,10088,77,1,1,4,1,2,1,2,4,2,3,1,1,2,2,1,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
2011,1,10089,33,1,1,4,2,2,1,1,2,1,4,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
2011,1,10090,3,1,1,4,1,1,1,2,1,2,1,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2011,1,10091,47,1,1,4,1,2,1,2,5,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,0,0,0
2011,1,10092,121,1,1,4,1,2,3,2,3,2,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,0,0,0
2011,1,10093,25,1,1,4,1,2,4,2,5,2,1,2,1,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2011,1,10094,35,1,1,4,1,1,4,2,1,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2011,1,10095,125,2,1,4,2,2,1,2,4,2,2,1,1,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2011,1,10096,95,1,1,4,1,2,1,2,5,2,1,2,1,1,2,2,2,2,1,2,2,3,2,2,2,2,2,1,1,2,1,2,2,0,0,0
2011,1,10097,85,1,1,4,1,2,2,2,6,2,1,2,1,1,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2011,1,10098,43,2,1,4,1,2,1,2,3,2,3,1,2,3,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,0,0,0
2011,1,10099,13,1,1,4,1,2,1,2,5,2,1,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,0,0,0
2011,1,10100,73,1,1,4,2,2,1,1,2,1,4,1,1,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2011,1,10101,95,1,1,4,1,2,1,2,3,2,1,2,2,1,2,2,2,1,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
2011,1,10102,97,1,1,4,2,2,4,2,5,2,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2011,1,10103,3,1,1,4,1,1,3,2,1,2,1,2,1,3,2,2,2,2,2,1,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
2011,1,10104,33,1,1,4,2,2,1,2,2,2,3,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,0,0,0
2011,1,10105,101,1,1,4,2,2,1,2,2,3,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2011,1,10106,119,1,1,4,1,2,4,2,5,2,1,1,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,2,1,1,2,2,2,0,0,0
2011,1,10107,83,1,1,4,1,2,1,2,5,2,1,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2011,1,10108,97,1,1,4,2,1,1,2,1,2,4,1,2,3,2,2,1,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
2011,1,10109,109,3,1,4,1,2,1,2,4,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,0,0,0
2011,1,10110,129,2,1,4,1,2,1,2,6,2,3,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2011,1,10111,111,1,1,4,1,2,1,1,4,1,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2011,1,10112,81,1,1,4,1,2,1,2,5,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2011,1,10113,97,1,1,4,2,2,1,2,2,2,4,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2011,1,10114,97,1,1,4,2,2,1,2,4,2,2,1,1,3,2,1,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,1,2,0,0,0
2011,1,10115,93,1,1,4,1,2,1,2,5,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2011,1,10116,77,1,1,4,2,2,4,2,6,3,1,2,1,1,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2011,1,10117,125,1,1,4,2,2,1,2,2,2,5,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
2011,1,10118,97,1,1,4,3,3,1,2,7,2,3,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,0,0,0
2011,1,10119,97,1,1,4,2,2,1,2,6,3,4,2,2,2,2,1,1,2,2,2,1,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
2011,1,10120,73,1,1,4,2,2,1,2,3,3,4,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,0,0,0
2011,1,10121,125,1,1,4,2,2,1,2,2,2,1,2,1,3,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2011,1,10122,43,1,1,4,1,2,1,1,3,1,4,1,1,2,2,2,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
2011,1,10123,87,1,1,4,1,2,4,2,6,2,1,1,1,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2011,1,10124,89,1,1,4,2,2,1,1,4,1,4,2,2,3,2,2,2,2,2,2,2,3,1,1,1,1,1,2,1,2,2,2,2,0,0,0
2011,1,10125,71,1,1,4,1,2,4,2,6,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2011,1,10126,15,1,1,4,1,2,1,1,5,1,4,1,1,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2011,1,10127,97,1,1,4,2,2,1,2,4,2,5,1,1,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2011,1,10128,47,1,1,4,1,2,4,2,5,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2011,1,10129,21,1,1,4,1,2,4,2,4,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2011,1,10130,7,1,1,4,1,2,1,2,3,2,3,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2011,1,10131,91,1,1,4,1,2,4,2,5,2,1,2,2,1,2,2,1,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2011,1,10132,9,1,1,4,1,2,4,2,6,2,1,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2011,1,10133,97,1,1,4,2,2,4,2,5,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2011,1,10134,53,1,1,4,1,2,4,2,5,2,1,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2011,1,10135,83,1,1,4,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,2,2,3,2,2,1,1,1,2,1,2,2,2,2,0,0,0
2011,1,10136,71,1,1,4,1,2,1,2,3,2,1,2,1,1,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2011,1,10137,89,1,1,4,2,2,1,2,4,3,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,0,0
2011,1,10138,73,1,1,4,2,1,1,2,1,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2011,1,10139,21,1,1,4,1,2,1,2,5,2,5,1,2,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2011,1,10140,13,1,1,4,1,2,4,2,5,2,1,1,1,1,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2011,1,10141,55,1,1,4,2,2,1,1,2,1,4,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2011,1,10142,97,1,1,4,2,2,1,1,2,1,1,2,2,1,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2011,1,10143,97,1,1,4,2,2,1,1,4,1,1,2,2,1,2,2,2,1,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
2011,1,10144,97,1,1,4,2,2,4,2,4,2,1,2,2,1,2,2,1,2,2,2,2,1,1,1,1,1,2,2,1,1,2,2,2,0,0,0
2011,1,10145,71,1,1,4,1,2,1,2,3,2,2,2,1,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2011,1,10146,67,3,1,4,1,2,4,2,5,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,0,0,0
2011,1,10147,105,1,1,4,1,2,1,2,5,2,3,2,2,3,2,2,2,2,2,2,2,1,1,1,1,1,2,2,1,2,2,2,2,0,0,0
2011,1,10148,127,1,1,4,1,2,3,2,4,2,1,2,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2011,1,10149,33,1,1,4,2,2,4,2,5,2,1,2,2,1,2,2,1,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2011,1,10150,97,1,1,4,2,1,4,2,1,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2011,1,10151,91,1,1,4,1,2,4,2,4,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,0,0,0
2011,1,10152,9,1,1,4,1,2,1,2,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2011,1,10153,89,1,1,4,2,2,4,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,1,0,0,0
2011,1,10154,125,1,1,4,2,2,1,1,4,1,4,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
2011,1,10155,95,1,1,4,1,2,1,1,5,1,4,1,1,2,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
2011,1,10156,9,1,1,4,1,2,4,2,4,2,1,2,1,1,2,2,2,2,2,1,2,2,1,1,1,1,2,2,1,1,2,2,2,0,0,0
2011,1,10157,73,1,1,4,2,1,1,2,1,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
2011,1,10158,97,1,1,4,1,2,4,2,5,2,1,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,0,0,0
2011,1,10159,71,1,1,4,1,2,1,2,4,2,3,1,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2011,1,10160,21,5,1,4,1,1,1,2,1,2,3,1,2,3,2,2,1,2,2,2,2,2,1,1,1,1,2,1,1,1,2,2,2,0,0,0
2011,1,10161,131,1,1,4,1,2,4,2,5,2,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
2011,1,10162,55,1,1,4,1,2,1,1,3,1,2,1,2,3,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,1,2,0,0,0
2011,1,10163,39,1,1,4,1,2,1,2,5,2,4,1,2,2,2,2,1,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
2011,1,10164,121,1,1,4,1,2,1,2,5,3,4,1,1,2,2,2,2,2,2,1,2,3,2,2,2,2,1,2,2,2,1,2,2,0,0,0
2011,1,10165,133,1,1,4,1,2,1,2,5,2,3,1,1,2,2,2,2,2,2,2,2,3,2,2,1,1,2,2,1,2,2,2,2,0,0,0
2011,1,10166,97,1,1,4,1,2,4,2,5,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,0,0,0
2011,1,10167,7,1,1,4,1,2,4,2,6,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,0,0,0
2011,1,10168,121,1,1,4,1,1,1,2,1,2,5,2,2,2,2,2,1,2,2,1,2,1,1,1,1,1,2,2,1,1,2,2,2,0,0,0
2011,1,10169,57,1,1,4,1,2,4,2,3,2,1,2,2,1,2,2,1,2,2,1,2,3,2,2,1,1,2,2,1,1,2,2,2,0,0,0
